CAN Message; 0x77:849fa0212bb8f6b5
1739209799.4493558;-35.57807855764607
1739209799.4493644;-38.13080360867914
1739209799.449373;-45.120503652039325
1739209799.4493818;-45.120503652039325
1739209799.4493904;-33.981070128970906
1739209799.449399;-45.120503652039325
1739209799.4494078;-45.120503652039325
1739209799.4494164;-38.13080360867914
1739209799.449425;-38.13080360867914
1739209799.4494336;-35.57807855764607
1739209799.4494424;-38.13080360867914
1739209799.449451;-45.120503652039325
1739209799.4494596;-33.981070128970906
1739209799.4494684;-30.49652367304973
1739209799.449477;-38.13080360867914
1739209799.4494855;-38.13080360867914
1739209799.4494941;-38.13080360867914
1739209799.449503;-30.49652367304973
1739209799.4495115;-38.13080360867914
1739209799.44952;-45.120503652039325
1739209799.449529;-45.120503652039325
1739209799.4495375;-45.120503652039325
1739209799.449546;-38.13080360867914
1739209799.4495547;-45.120503652039325
1739209799.4495635;-38.13080360867914
1739209799.449572;-30.49652367304976
1739209799.4495807;-45.120503652039325
1739209799.4495895;-45.120503652039325
1739209799.449598;-45.120503652039325
1739209799.4496067;-45.120503652039325
1739209799.4496152;-45.120503652039325
1739209799.449624;-38.13080360867914
1739209799.4496326;-45.120503652039325
1739209799.4496412;-31.141103565318915
1739209799.44965;-32.816014438256545
1739209799.4496586;-38.13080360867914
1739209799.4496672;-38.13080360867914
1739209799.4496758;-33.981070128970906
1739209799.4496846;-38.13080360867914
1739209799.4496932;-38.13080360867914
1739209799.4497018;-38.13080360867914
1739209799.4497106;-45.120503652039325
1739209799.4497192;-38.13080360867914
1739209799.4497278;-45.120503652039325
1739209799.4497364;-45.120503652039325
1739209799.4497452;-38.13080360867914
1739209799.4497538;-35.57807855764607
1739209799.4497623;-45.120503652039325
1739209799.4497712;-38.13080360867914
1739209799.4497797;-38.13080360867914
1739209799.4497883;-38.13080360867914
1739209799.449797;-38.13080360867914
1739209799.4498057;-38.13080360867914
1739209799.4498143;-45.120503652039325
1739209799.449823;-45.120503652039325
1739209799.4498317;-45.120503652039325
1739209799.4498403;-33.981070128970906
1739209799.449849;-28.992665084841942
1739209799.4498575;-31.141103565318915
1739209799.4498663;-38.13080360867914
1739209799.4498749;-38.13080360867914
1739209799.4498835;-38.13080360867914
1739209799.4498923;-38.13080360867914
1739209799.4499009;-45.120503652039325
1739209799.4499094;-38.13080360867914
1739209799.449918;-38.13080360867914
1739209799.4499269;-31.141103565318915
1739209799.4499354;-38.13080360867914
1739209799.449944;-45.120503652039325
1739209799.4499528;-45.120503652039325
1739209799.4499614;-45.120503652039325
1739209799.44997;-45.120503652039325
1739209799.4499786;-45.120503652039325
1739209799.4499874;-33.981070128970906
1739209799.449996;-38.13080360867914
1739209799.4500046;-45.120503652039325
1739209799.4500134;-38.13080360867914
1739209799.450022;-38.13080360867914
1739209799.4500306;-35.57807855764607
1739209799.4500391;-35.57807855764607
1739209799.450048;-38.13080360867914
1739209799.4500566;-38.13080360867914
1739209799.4500651;-45.120503652039325
1739209799.450074;-38.13080360867914
1739209799.4500825;-38.13080360867914
1739209799.4500911;-45.120503652039325
1739209799.4500997;-45.120503652039325
1739209799.4501085;-45.120503652039325
1739209799.450117;-35.57807855764607
1739209799.4501257;-32.816014438256545
1739209799.4501345;-45.120503652039325
1739209799.450143;-45.120503652039325
1739209799.4501517;-45.120503652039325
1739209799.4501603;-45.120503652039325
1739209799.450169;-38.13080360867914
1739209799.4501777;-45.120503652039325
1739209799.4501863;-45.120503652039325
1739209799.450195;-45.120503652039325
1739209799.4502037;-38.13080360867914
1739209799.4502122;-45.120503652039325
1739209799.4502208;-38.13080360867914
1739209799.4502296;-45.120503652039325
1739209799.4502382;-35.57807855764607
1739209799.4502468;-32.816014438256545
1739209799.4502556;-45.120503652039325
1739209799.4502642;-35.57807855764607
1739209799.4502728;-38.13080360867914
1739209799.4502816;-38.13080360867914
1739209799.4502902;-45.120503652039325
1739209799.4502988;-38.13080360867914
1739209799.4503074;-45.120503652039325
1739209799.4503162;-45.120503652039325
1739209799.4503248;-33.981070128970906
1739209799.4503334;-45.120503652039325
1739209799.4503422;-38.13080360867914
1739209799.4503508;-35.57807855764607
1739209799.4503593;-38.13080360867914
1739209799.450368;-45.120503652039325
1739209799.4503767;-32.816014438256545
1739209799.4503853;-35.57807855764607
1739209799.450394;-45.120503652039325
1739209799.4504027;-45.120503652039325
1739209799.4504113;-38.13080360867914
1739209799.45042;-38.13080360867914
1739209799.4504285;-38.13080360867914
1739209799.4504373;-45.120503652039325
1739209799.450446;-38.13080360867914
1739209799.4504545;-45.120503652039325
1739209799.4504633;-45.120503652039325
1739209799.4504719;-45.120503652039325
1739209799.4504805;-45.120503652039325
1739209799.450489;-38.13080360867914
1739209799.4504979;-32.816014438256545
1739209799.4505064;-38.13080360867914
1739209799.450515;-45.120503652039325
1739209799.4505239;-45.120503652039325
1739209799.4505324;-35.57807855764607
1739209799.450541;-38.13080360867914
1739209799.4505496;-38.13080360867914
1739209799.4505584;-31.141103565318893
1739209799.450567;-35.57807855764607
1739209799.4505756;-35.57807855764607
1739209799.4505844;-35.57807855764607
1739209799.450593;-35.57807855764607
1739209799.4506016;-35.57807855764607
1739209799.4506102;-38.13080360867914
1739209799.450619;-45.120503652039325
1739209799.4506276;-38.13080360867914
1739209799.4506361;-33.981070128970906
1739209799.450645;-32.816014438256545
1739209799.4506536;-45.120503652039325
1739209799.4506621;-45.120503652039325
1739209799.4506707;-45.120503652039325
1739209799.4506795;-38.13080360867914
1739209799.4506881;-45.120503652039325
1739209799.4506967;-45.120503652039325
1739209799.4507055;-38.13080360867914
1739209799.450714;-38.13080360867914
1739209799.4507227;-38.13080360867914
1739209799.4507313;-45.120503652039325
1739209799.45074;-32.816014438256545
1739209799.4507487;-35.57807855764607
1739209799.4507573;-33.981070128970906
1739209799.450766;-31.141103565318893
1739209799.4507747;-38.13080360867914
1739209799.4507833;-31.141103565318893
1739209799.4507918;-45.120503652039325
1739209799.4508007;-45.120503652039325
1739209799.4508092;-33.981070128970906
1739209799.4508178;-32.816014438256545
1739209799.4508266;-45.120503652039325
1739209799.4508352;-33.981070128970956
1739209799.4508438;-35.57807855764607
1739209799.4508524;-32.816014438256545
1739209799.4508612;-38.13080360867914
1739209799.4508698;-45.120503652039325
1739209799.4508784;-38.13080360867914
1739209799.4508872;-32.816014438256545
1739209799.4508958;-38.13080360867914
1739209799.4509044;-30.49652367304973
1739209799.450913;-38.13080360867914
1739209799.4509218;-38.13080360867914
1739209799.4509304;-38.13080360867914
1739209799.450939;-35.57807855764607
1739209799.4509478;-38.13080360867914
1739209799.4509563;-38.13080360867914
1739209799.450965;-45.120503652039325
1739209799.4509735;-45.120503652039325
1739209799.4509823;-45.120503652039325
1739209799.450991;-45.120503652039325
1739209799.4509995;-45.120503652039325
1739209799.4510083;-45.120503652039325
1739209799.451017;-45.120503652039325
1739209799.4510255;-45.120503652039325
1739209799.451034;-35.57807855764607
1739209799.451043;-38.13080360867914
1739209799.4510515;-45.120503652039325
1739209799.45106;-45.120503652039325
1739209799.4510689;-45.120503652039325
1739209799.4510775;-38.13080360867914
1739209799.451086;-38.13080360867914
1739209799.4510946;-45.120503652039325
1739209799.4511034;-38.13080360867914
1739209799.451112;-28.58837851428586
1739209799.4511206;-38.13080360867914
1739209799.4511294;-45.120503652039325
1739209799.451138;-45.120503652039325
1739209799.4511466;-35.57807855764607
1739209799.4511552;-38.13080360867914
1739209799.451164;-45.120503652039325
1739209799.4511726;-38.13080360867914
1739209799.4511812;-32.81601443825658
1739209799.45119;-45.120503652039325
1739209799.4511986;-45.120503652039325
1739209799.4512072;-38.13080360867914
1739209799.451216;-38.13080360867914
1739209799.4512246;-38.13080360867914
1739209799.4512331;-45.120503652039325
1739209799.4512417;-45.120503652039325
1739209799.4512506;-33.981070128970906
1739209799.4512591;-33.981070128970906
1739209799.4512677;-38.13080360867914
1739209799.4512765;-38.13080360867914
1739209799.4512851;-45.120503652039325
1739209799.4512937;-38.13080360867914
1739209799.4513023;-45.120503652039325
1739209799.451311;-38.13080360867914
1739209799.4513197;-35.57807855764607
1739209799.4513283;-45.120503652039325
1739209799.451337;-38.13080360867914
1739209799.4513457;-38.13080360867914
1739209799.4513543;-38.13080360867914
1739209799.4513628;-33.981070128970906
1739209799.4513717;-33.981070128970906
1739209799.4513803;-33.981070128970906
1739209799.4513888;-45.120503652039325
1739209799.4513977;-38.13080360867914
1739209799.4514062;-33.981070128970906
1739209799.4514148;-38.13080360867914
1739209799.4514234;-45.120503652039325
1739209799.4514322;-45.120503652039325
1739209799.4514408;-38.13080360867914
1739209799.4514494;-38.13080360867914
1739209799.4514582;-45.120503652039325
1739209799.4514668;-35.57807855764607
1739209799.4514754;-32.816014438256545
1739209799.451484;-38.13080360867914
1739209799.4514928;-38.13080360867914
1739209799.4515014;-33.981070128970906
1739209799.45151;-38.13080360867914
1739209799.4515188;-38.13080360867914
1739209799.4515274;-45.120503652039325
1739209799.451536;-33.981070128970906
1739209799.4515445;-45.120503652039325
1739209799.4515533;-45.120503652039325
1739209799.451562;-38.13080360867914
1739209799.4515705;-35.57807855764607
1739209799.4515793;-45.120503652039325
1739209799.451588;-38.13080360867914
1739209799.4515965;-45.120503652039325
1739209799.451605;-45.120503652039325
1739209799.451614;-45.120503652039325
1739209799.4516225;-38.13080360867914
1739209799.451631;-33.981070128970906
1739209799.45164;-45.120503652039325
1739209799.4516485;-45.120503652039325
1739209799.451657;-38.13080360867914
1739209799.4516656;-38.13080360867914
1739209799.4516745;-35.57807855764607
1739209799.451683;-38.13080360867914
1739209799.4516916;-38.13080360867914
1739209799.4517004;-38.13080360867914
1739209799.451709;-38.13080360867914
1739209799.4517176;-45.120503652039325
1739209799.4517262;-45.120503652039325
1739209799.451735;-38.13080360867914
1739209799.4517436;-38.13080360867914
1739209799.4517522;-45.120503652039325
1739209799.451761;-33.981070128970906
1739209799.4517696;-33.981070128970906
1739209799.4517782;-33.981070128970906
1739209799.4517868;-45.120503652039325
1739209799.4517956;-38.13080360867914
1739209799.4518042;-38.13080360867914
1739209799.4518127;-38.13080360867914
1739209799.4518216;-38.13080360867914
1739209799.4518301;-45.120503652039325
1739209799.4518387;-45.120503652039325
1739209799.4518473;-45.120503652039325
1739209799.4518561;-45.120503652039325
1739209799.4518647;-38.13080360867914
1739209799.4518733;-38.13080360867914
1739209799.4518821;-28.992665084841942
1739209799.4518907;-38.13080360867914
1739209799.4518993;-38.13080360867914
1739209799.4519079;-32.816014438256545
1739209799.4519167;-35.57807855764607
1739209799.4519253;-45.120503652039325
1739209799.4519339;-45.120503652039325
1739209799.4519427;-38.13080360867914
1739209799.4519513;-33.981070128970956
1739209799.4519598;-45.120503652039325
1739209799.4519684;-45.120503652039325
1739209799.4519773;-45.120503652039325
1739209799.4519858;-45.120503652039325
1739209799.4519944;-45.120503652039325
1739209799.4520032;-45.120503652039325
1739209799.4520118;-45.120503652039325
1739209799.4520204;-28.992665084841942
1739209799.452029;-32.816014438256545
1739209799.4520378;-45.120503652039325
1739209799.4520464;-38.13080360867914
1739209799.452055;-33.981070128970906
1739209799.4520638;-35.57807855764607
1739209799.4520724;-38.13080360867914
1739209799.452081;-45.120503652039325
1739209799.4520898;-38.13080360867914
1739209799.4520984;-35.57807855764607
1739209799.452107;-45.120503652039325
1739209799.4521155;-45.120503652039325
1739209799.4521244;-38.13080360867914
1739209799.452133;-35.57807855764607
1739209799.4521415;-38.13080360867914
1739209799.4521503;-45.120503652039325
1739209799.452159;-45.120503652039325
1739209799.4521675;-45.120503652039325
1739209799.452176;-38.13080360867914
1739209799.452185;-45.120503652039325
1739209799.4521935;-38.13080360867914
1739209799.452202;-38.13080360867914
1739209799.452211;-38.13080360867914
1739209799.4522195;-45.120503652039325
1739209799.452228;-30.49652367304973
1739209799.4522367;-29.438486411369333
1739209799.4522455;-38.13080360867914
1739209799.452254;-38.13080360867914
1739209799.4522626;-45.120503652039325
1739209799.4522715;-35.57807855764607
1739209799.45228;-38.13080360867914
1739209799.4522886;-45.120503652039325
1739209799.4522972;-35.57807855764607
1739209799.452306;-35.57807855764607
1739209799.4523146;-45.120503652039325
1739209799.4523232;-45.120503652039325
1739209799.452332;-33.981070128970906
1739209799.4523406;-45.120503652039325
1739209799.4523492;-45.120503652039325
1739209799.4523578;-38.13080360867914
1739209799.4523666;-45.120503652039325
1739209799.4523752;-45.120503652039325
1739209799.4523838;-35.57807855764607
1739209799.4523926;-38.13080360867914
1739209799.4524012;-45.120503652039325
1739209799.4524097;-33.981070128970906
1739209799.4524183;-38.13080360867914
1739209799.4524271;-45.120503652039325
1739209799.4524357;-35.57807855764607
1739209799.4524443;-45.120503652039325
1739209799.4524531;-45.120503652039325
1739209799.4524617;-35.57807855764607
1739209799.4524703;-45.120503652039325
1739209799.452479;-45.120503652039325
1739209799.4524877;-38.13080360867914
1739209799.4524963;-38.13080360867914
1739209799.4525049;-45.120503652039325
1739209799.4525137;-45.120503652039325
1739209799.4525223;-38.13080360867914
1739209799.4525309;-45.120503652039325
1739209799.4525394;-38.13080360867914
1739209799.4525483;-38.13080360867914
1739209799.4525568;-45.120503652039325
1739209799.4525654;-45.120503652039325
1739209799.4525743;-45.120503652039325
1739209799.4525828;-33.981070128970906
1739209799.4525914;-38.13080360867914
1739209799.4526;-38.13080360867914
1739209799.4526088;-45.120503652039325
1739209799.4526174;-38.13080360867914
1739209799.452626;-38.13080360867914
1739209799.4526348;-45.120503652039325
1739209799.4526434;-38.13080360867914
1739209799.452652;-38.13080360867914
1739209799.4526606;-45.120503652039325
1739209799.4526694;-45.120503652039325
1739209799.452678;-38.13080360867914
1739209799.4526865;-38.13080360867914
1739209799.4526954;-45.120503652039325
1739209799.452704;-45.120503652039325
1739209799.4527125;-45.120503652039325
1739209799.452721;-45.120503652039325
1739209799.45273;-45.120503652039325
1739209799.4527385;-45.120503652039325
1739209799.452747;-38.13080360867914
1739209799.452756;-32.816014438256545
1739209799.4527645;-45.120503652039325
1739209799.452773;-45.120503652039325
1739209799.4527817;-33.981070128970906
1739209799.4527905;-31.141103565318915
1739209799.452799;-33.981070128970906
1739209799.4528077;-45.120503652039325
1739209799.4528165;-45.120503652039325
1739209799.452825;-38.13080360867914
1739209799.4528337;-38.13080360867914
1739209799.4528422;-38.13080360867914
1739209799.452851;-35.57807855764607
1739209799.4528596;-38.13080360867914
1739209799.4528682;-45.120503652039325
1739209799.452877;-45.120503652039325
1739209799.4528856;-38.13080360867914
1739209799.4528942;-38.13080360867914
1739209799.4529028;-45.120503652039325
1739209799.4529116;-45.120503652039325
1739209799.4529202;-45.120503652039325
1739209799.4529288;-38.13080360867914
1739209799.4529376;-38.13080360867914
1739209799.4529462;-38.13080360867914
1739209799.4529548;-38.13080360867914
1739209799.4529636;-38.13080360867914
1739209799.4529722;-38.13080360867914
1739209799.4529808;-45.120503652039325
1739209799.4529893;-45.120503652039325
1739209799.4529982;-33.981070128970906
1739209799.4530067;-33.981070128970906
1739209799.4530153;-35.57807855764607
1739209799.4530241;-45.120503652039325
1739209799.4530327;-38.13080360867914
1739209799.4530413;-38.13080360867914
1739209799.45305;-35.57807855764607
1739209799.4530587;-45.120503652039325
1739209799.4530673;-33.981070128970906
1739209799.453076;-30.49652367304973
1739209799.4530847;-45.120503652039325
1739209799.4530933;-45.120503652039325
1739209799.4531019;-38.13080360867914
1739209799.4531105;-38.13080360867914
1739209799.4531193;-30.49652367304973
1739209799.4531279;-38.13080360867914
1739209799.4531364;-38.13080360867914
1739209799.4531453;-33.981070128970906
1739209799.4531538;-38.13080360867914
1739209799.4531624;-45.120503652039325
1739209799.453171;-45.120503652039325
1739209799.4531798;-45.120503652039325
1739209799.4531884;-45.120503652039325
1739209799.453197;-38.13080360867914
1739209799.4532058;-38.13080360867914
1739209799.4532144;-38.13080360867914
1739209799.453223;-45.120503652039325
1739209799.4532316;-38.13080360867914
1739209799.4532404;-35.57807855764607
1739209799.453249;-38.13080360867914
1739209799.4532576;-38.13080360867914
1739209799.4532664;-45.120503652039325
1739209799.453275;-32.816014438256545
1739209799.4532835;-45.120503652039325
1739209799.4532921;-45.120503652039325
1739209799.453301;-38.13080360867914
1739209799.4533095;-38.13080360867914
1739209799.453318;-45.120503652039325
1739209799.453327;-45.120503652039325
1739209799.4533355;-33.981070128970906
1739209799.453344;-38.13080360867914
1739209799.4533527;-33.981070128970906
1739209799.4533615;-45.120503652039325
1739209799.45337;-33.981070128970906
1739209799.4533787;-38.13080360867914
1739209799.4533875;-38.13080360867914
1739209799.453396;-38.13080360867914
1739209799.4534047;-38.13080360867914
1739209799.4534132;-35.57807855764607
1739209799.453422;-45.120503652039325
1739209799.4534307;-45.120503652039325
1739209799.4534392;-33.981070128970906
1739209799.453448;-35.57807855764607
1739209799.4534566;-45.120503652039325
1739209799.4534652;-45.120503652039325
1739209799.4534738;-38.13080360867914
1739209799.4534826;-35.57807855764607
1739209799.4534912;-38.13080360867914
1739209799.4534998;-45.120503652039325
1739209799.4535086;-38.13080360867914
1739209799.4535172;-33.981070128970906
1739209799.4535258;-38.13080360867914
1739209799.4535344;-38.13080360867914
1739209799.4535432;-38.13080360867914
1739209799.4535518;-45.120503652039325
1739209799.4535604;-45.120503652039325
1739209799.4535692;-45.120503652039325
1739209799.4535778;-45.120503652039325
1739209799.4535863;-45.120503652039325
1739209799.453595;-38.13080360867914
1739209799.4536037;-38.13080360867914
1739209799.4536123;-45.120503652039325
1739209799.453621;-38.13080360867914
1739209799.4536297;-45.120503652039325
1739209799.4536383;-45.120503652039325
1739209799.453647;-45.120503652039325
1739209799.4536555;-45.120503652039325
1739209799.4536643;-33.981070128970906
1739209799.453673;-45.120503652039325
1739209799.4536815;-45.120503652039325
1739209799.4536903;-45.120503652039325
1739209799.4536989;-35.57807855764607
1739209799.4537075;-30.49652367304973
1739209799.453716;-38.13080360867914
1739209799.4537249;-45.120503652039325
1739209799.4537334;-35.57807855764607
1739209799.453742;-30.49652367304973
1739209799.4537508;-45.120503652039325
1739209799.4537594;-45.120503652039325
1739209799.453768;-38.13080360867914
1739209799.4537766;-45.120503652039325
1739209799.4537854;-45.120503652039325
1739209799.453794;-45.120503652039325
1739209799.4538026;-45.120503652039325
1739209799.4538114;-45.120503652039325
1739209799.45382;-38.13080360867914
1739209799.4538286;-45.120503652039325
1739209799.4538374;-35.57807855764607
1739209799.453846;-31.141103565318893
1739209799.4538546;-45.120503652039325
1739209799.4538631;-38.13080360867914
1739209799.453872;-35.57807855764607
1739209799.4538805;-38.13080360867914
1739209799.4538891;-45.120503652039325
1739209799.453898;-38.13080360867914
1739209799.4539065;-45.120503652039325
1739209799.453915;-33.981070128970906
1739209799.4539237;-38.13080360867914
1739209799.4539325;-45.120503652039325
1739209799.453941;-45.120503652039325
1739209799.4539497;-45.120503652039325
1739209799.4539585;-28.992665084841942
1739209799.453967;-45.120503652039325
1739209799.4539757;-45.120503652039325
1739209799.4539843;-38.13080360867914
1739209799.453993;-45.120503652039325
1739209799.4540017;-38.13080360867914
1739209799.4540102;-38.13080360867914
1739209799.454019;-45.120503652039325
1739209799.4540277;-38.13080360867914
1739209799.4540362;-45.120503652039325
1739209799.4540448;-45.120503652039325
1739209799.4540536;-30.49652367304973
1739209799.4540622;-38.13080360867914
1739209799.4540708;-35.57807855764607
1739209799.4540796;-38.13080360867914
1739209799.4540882;-45.120503652039325
1739209799.4540968;-45.120503652039325
1739209799.4541054;-45.120503652039325
1739209799.4541142;-45.120503652039325
1739209799.4541228;-38.13080360867914
1739209799.4541314;-38.13080360867914
1739209799.4541402;-45.120503652039325
1739209799.4541488;-45.120503652039325
1739209799.4541574;-45.120503652039325
1739209799.454166;-45.120503652039325
1739209799.4541748;-45.120503652039325
1739209799.4541833;-38.13080360867914
1739209799.454192;-38.13080360867914
1739209799.4542007;-45.120503652039325
1739209799.4542093;-45.120503652039325
1739209799.454218;-45.120503652039325
1739209799.4542265;-45.120503652039325
1739209799.4542353;-45.120503652039325
1739209799.454244;-38.13080360867914
1739209799.4542525;-45.120503652039325
1739209799.4542613;-28.58837851428586
1739209799.45427;-38.13080360867914
1739209799.4542785;-45.120503652039325
1739209799.454287;-38.13080360867914
1739209799.4542959;-32.816014438256545
1739209799.4543045;-38.13080360867914
1739209799.454313;-45.120503652039325
1739209799.4543219;-45.120503652039325
1739209799.4543304;-33.981070128970956
1739209799.454339;-45.120503652039325
1739209799.4543476;-45.120503652039325
1739209799.4543564;-45.120503652039325
1739209799.454365;-45.120503652039325
1739209799.4543736;-45.120503652039325
1739209799.4543824;-45.120503652039325
1739209799.454391;-45.120503652039325
1739209799.4543996;-38.13080360867914
1739209799.4544082;-35.57807855764607
1739209799.454417;-35.57807855764607
1739209799.4544256;-38.13080360867914
1739209799.4544342;-38.13080360867914
1739209799.454443;-38.13080360867914
1739209799.4544516;-38.13080360867914
1739209799.4544601;-45.120503652039325
1739209799.4544687;-38.13080360867914
1739209799.4544775;-38.13080360867914
1739209799.4544861;-38.13080360867914
1739209799.4544947;-38.13080360867914
1739209799.4545035;-45.120503652039325
1739209799.4545121;-33.981070128970906
1739209799.4545207;-45.120503652039325
1739209799.4545293;-38.13080360867914
1739209799.454538;-45.120503652039325
1739209799.4545467;-45.120503652039325
1739209799.4545553;-38.13080360867914
1739209799.454564;-38.13080360867914
1739209799.4545727;-45.120503652039325
1739209799.4545813;-45.120503652039325
1739209799.4545898;-45.120503652039325
1739209799.4545987;-45.120503652039325
1739209799.4546072;-45.120503652039325
1739209799.4546158;-33.981070128970906
1739209799.4546247;-38.13080360867914
1739209799.4546332;-45.120503652039325
1739209799.4546418;-45.120503652039325
1739209799.4546504;-32.816014438256545
1739209799.4546592;-38.13080360867914
1739209799.4546678;-45.120503652039325
1739209799.4546764;-45.120503652039325
1739209799.4546852;-38.13080360867914
1739209799.4546938;-45.120503652039325
1739209799.4547024;-45.120503652039325
1739209799.454711;-38.13080360867914
1739209799.4547198;-38.13080360867914
1739209799.4547284;-45.120503652039325
1739209799.454737;-45.120503652039325
1739209799.4547458;-38.13080360867914
1739209799.4547544;-45.120503652039325
1739209799.454763;-38.13080360867914
1739209799.4547718;-45.120503652039325
1739209799.4547803;-38.13080360867914
1739209799.454789;-33.981070128970906
1739209799.4547975;-38.13080360867914
1739209799.4548063;-38.13080360867914
1739209799.454815;-45.120503652039325
1739209799.4548235;-45.120503652039325
1739209799.4548323;-45.120503652039325
1739209799.454841;-38.13080360867914
1739209799.4548495;-45.120503652039325
