CAN Message; 0x1a7:0000cceafddce161
Timestamp;Amplitude
1739209830.064245;-45.120503652039325
1739209830.0642507;-38.13080360867914
1739209830.0642564;-45.120503652039325
1739209830.0642622;-38.13080360867914
1739209830.0642679;-38.13080360867914
1739209830.0642736;-45.120503652039325
1739209830.0642793;-45.120503652039325
1739209830.0642853;-45.120503652039325
1739209830.064291;-45.120503652039325
1739209830.0642967;-45.120503652039325
1739209830.0643024;-38.13080360867914
1739209830.0643082;-45.120503652039325
1739209830.064314;-38.13080360867914
1739209830.0643196;-38.13080360867914
1739209830.0643253;-45.120503652039325
1739209830.064331;-38.13080360867914
1739209830.0643368;-45.120503652039325
1739209830.0643425;-38.13080360867914
1739209830.0643482;-38.13080360867914
1739209830.064354;-38.13080360867914
1739209830.0643597;-38.13080360867914
1739209830.0643656;-38.13080360867914
1739209830.0643713;-35.57807855764607
1739209830.064377;-38.13080360867914
1739209830.0643828;-45.120503652039325
1739209830.0643885;-38.13080360867914
1739209830.0643942;-38.13080360867914
1739209830.0644;-45.120503652039325
1739209830.0644057;-45.120503652039325
1739209830.0644114;-35.57807855764607
1739209830.0644171;-38.13080360867914
1739209830.0644228;-45.120503652039325
1739209830.0644286;-38.13080360867914
1739209830.0644343;-38.13080360867914
1739209830.06444;-33.981070128970906
1739209830.064446;-45.120503652039325
1739209830.0644517;-38.13080360867914
1739209830.0644574;-45.120503652039325
1739209830.0644631;-38.13080360867914
1739209830.0644689;-45.120503652039325
1739209830.0644746;-45.120503652039325
1739209830.0644803;-45.120503652039325
1739209830.064486;-38.13080360867914
1739209830.0644917;-45.120503652039325
1739209830.0644975;-38.13080360867914
1739209830.0645032;-32.816014438256545
1739209830.064509;-45.120503652039325
1739209830.0645146;-38.13080360867914
1739209830.0645204;-45.120503652039325
1739209830.0645263;-45.120503652039325
1739209830.064532;-45.120503652039325
1739209830.0645378;-35.57807855764607
1739209830.0645435;-35.57807855764607
1739209830.0645492;-45.120503652039325
1739209830.064555;-38.13080360867914
1739209830.0645607;-35.57807855764607
1739209830.0645664;-33.981070128970906
1739209830.064572;-45.120503652039325
1739209830.0645778;-45.120503652039325
1739209830.0645835;-45.120503652039325
1739209830.0645893;-45.120503652039325
1739209830.064595;-45.120503652039325
1739209830.0646007;-45.120503652039325
1739209830.0646067;-45.120503652039325
1739209830.0646124;-45.120503652039325
1739209830.064618;-45.120503652039325
1739209830.0646238;-38.13080360867914
1739209830.0646296;-38.13080360867914
1739209830.0646353;-45.120503652039325
1739209830.064641;-45.120503652039325
1739209830.0646467;-45.120503652039325
1739209830.0646524;-32.816014438256545
1739209830.0646582;-35.57807855764607
1739209830.064664;-45.120503652039325
1739209830.0646696;-45.120503652039325
1739209830.0646753;-35.57807855764607
1739209830.064681;-35.57807855764607
1739209830.0646868;-45.120503652039325
1739209830.0646927;-45.120503652039325
1739209830.0646985;-38.13080360867914
1739209830.0647042;-45.120503652039325
1739209830.06471;-45.120503652039325
1739209830.0647156;-45.120503652039325
1739209830.0647213;-38.13080360867914
1739209830.064727;-38.13080360867914
1739209830.0647328;-45.120503652039325
1739209830.0647385;-38.13080360867914
1739209830.0647442;-45.120503652039325
1739209830.06475;-45.120503652039325
1739209830.0647557;-45.120503652039325
1739209830.0647614;-38.13080360867914
1739209830.0647671;-32.816014438256545
1739209830.064773;-38.13080360867914
1739209830.0647788;-45.120503652039325
1739209830.0647845;-45.120503652039325
1739209830.0647902;-30.49652367304973
1739209830.064796;-32.816014438256545
1739209830.0648017;-45.120503652039325
1739209830.0648074;-38.13080360867914
1739209830.0648131;-45.120503652039325
1739209830.0648189;-45.120503652039325
1739209830.0648246;-45.120503652039325
1739209830.0648303;-38.13080360867914
1739209830.064836;-38.13080360867914
1739209830.0648417;-45.120503652039325
1739209830.0648475;-45.120503652039325
1739209830.0648534;-45.120503652039325
1739209830.0648592;-45.120503652039325
1739209830.0648649;-45.120503652039325
1739209830.0648706;-31.141103565318893
1739209830.0648763;-38.13080360867914
1739209830.064882;-27.8777449560314
1739209830.0648878;-28.58837851428586
1739209830.0648935;-35.57807855764607
1739209830.0648992;-38.13080360867914
1739209830.064905;-35.57807855764607
1739209830.0649107;-33.981070128970906
1739209830.0649164;-45.120503652039325
1739209830.064922;-45.120503652039325
1739209830.0649278;-45.120503652039325
1739209830.0649338;-45.120503652039325
1739209830.0649395;-45.120503652039325
1739209830.0649452;-45.120503652039325
1739209830.064951;-38.13080360867914
1739209830.0649567;-45.120503652039325
1739209830.0649624;-45.120503652039325
1739209830.064968;-45.120503652039325
1739209830.0649738;-33.981070128970906
1739209830.0649796;-31.141103565318915
1739209830.0649853;-45.120503652039325
1739209830.064991;-45.120503652039325
1739209830.0649967;-32.816014438256545
1739209830.0650024;-33.981070128970906
1739209830.0650082;-45.120503652039325
1739209830.065014;-38.13080360867914
1739209830.0650198;-38.13080360867914
1739209830.0650256;-45.120503652039325
1739209830.0650313;-45.120503652039325
1739209830.065037;-45.120503652039325
1739209830.0650427;-45.120503652039325
1739209830.0650485;-38.13080360867914
1739209830.0650542;-38.13080360867914
1739209830.06506;-38.13080360867914
1739209830.0650656;-38.13080360867914
1739209830.0650713;-38.13080360867914
1739209830.065077;-35.57807855764607
1739209830.0650828;-38.13080360867914
1739209830.0650885;-32.816014438256545
1739209830.0650942;-33.981070128970906
1739209830.0651002;-45.120503652039325
1739209830.065106;-45.120503652039325
1739209830.0651116;-45.120503652039325
1739209830.0651174;-38.13080360867914
1739209830.065123;-45.120503652039325
1739209830.0651288;-45.120503652039325
1739209830.0651345;-45.120503652039325
1739209830.0651402;-38.13080360867914
1739209830.065146;-38.13080360867914
1739209830.0651517;-45.120503652039325
1739209830.0651574;-45.120503652039325
1739209830.0651631;-31.14110356531892
1739209830.0651689;-35.57807855764607
1739209830.0651746;-38.13080360867914
1739209830.0651805;-45.120503652039325
1739209830.0651863;-38.13080360867914
1739209830.065192;-45.120503652039325
1739209830.0651977;-38.13080360867914
1739209830.0652034;-45.120503652039325
1739209830.0652092;-31.141103565318915
1739209830.0652149;-33.981070128970906
1739209830.0652206;-38.13080360867914
1739209830.0652263;-45.120503652039325
1739209830.065232;-33.981070128970906
1739209830.0652378;-32.816014438256545
1739209830.0652435;-38.13080360867914
1739209830.0652492;-45.120503652039325
1739209830.065255;-31.141103565318915
1739209830.065261;-33.981070128970906
1739209830.0652666;-45.120503652039325
1739209830.0652723;-33.981070128970906
1739209830.065278;-38.13080360867914
1739209830.0652838;-45.120503652039325
1739209830.0652895;-45.120503652039325
1739209830.0652952;-33.981070128970906
1739209830.065301;-31.141103565318915
1739209830.0653067;-38.13080360867914
1739209830.0653124;-38.13080360867914
1739209830.065318;-35.57807855764607
1739209830.0653238;-38.13080360867914
1739209830.0653296;-45.120503652039325
1739209830.0653353;-38.13080360867914
1739209830.065341;-35.57807855764607
1739209830.065347;-38.13080360867914
1739209830.0653527;-45.120503652039325
1739209830.0653584;-38.13080360867914
1739209830.0653641;-38.13080360867914
1739209830.0653698;-33.981070128970906
1739209830.0653756;-38.13080360867914
1739209830.0653813;-38.13080360867914
1739209830.065387;-38.13080360867914
1739209830.0653927;-38.13080360867914
1739209830.0653985;-45.120503652039325
1739209830.0654042;-38.13080360867914
1739209830.06541;-32.816014438256545
1739209830.0654156;-45.120503652039325
1739209830.0654213;-45.120503652039325
1739209830.0654273;-45.120503652039325
1739209830.065433;-33.981070128970906
1739209830.0654387;-38.13080360867914
1739209830.0654445;-38.13080360867914
1739209830.0654502;-38.13080360867914
1739209830.065456;-45.120503652039325
1739209830.0654616;-38.13080360867914
1739209830.0701182;-45.120503652039325
1739209830.0701206;-45.120503652039325
1739209830.070123;-45.120503652039325
1739209830.0701253;-38.13080360867914
1739209830.0701277;-45.120503652039325
1739209830.07013;-45.120503652039325
1739209830.0701325;-38.13080360867914
1739209830.0701349;-45.120503652039325
1739209830.0701373;-33.981070128970906
1739209830.0701396;-31.141103565318915
1739209830.070142;-45.120503652039325
1739209830.0701444;-38.13080360867914
1739209830.0701468;-38.13080360867914
1739209830.0701492;-45.120503652039325
1739209830.0701516;-38.13080360867914
1739209830.070154;-35.57807855764607
1739209830.0701563;-45.120503652039325
1739209830.0701587;-38.13080360867914
1739209830.070161;-35.57807855764607
1739209830.0701635;-45.120503652039325
1739209830.0701659;-45.120503652039325
1739209830.0701683;-38.13080360867914
1739209830.0701706;-38.13080360867914
1739209830.070173;-45.120503652039325
1739209830.0701754;-33.981070128970906
1739209830.0701778;-30.49652367304973
1739209830.0701802;-33.981070128970906
1739209830.0701826;-45.120503652039325
1739209830.070185;-38.13080360867914
1739209830.0701873;-45.120503652039325
1739209830.0701897;-38.13080360867914
1739209830.070192;-45.120503652039325
1739209830.0701945;-38.13080360867914
1739209830.0701969;-35.57807855764607
1739209830.0701993;-38.13080360867914
1739209830.0702016;-45.120503652039325
1739209830.070204;-38.13080360867914
1739209830.0702064;-32.816014438256545
1739209830.0702088;-38.13080360867914
1739209830.0702112;-45.120503652039325
1739209830.0702136;-45.120503652039325
1739209830.070216;-38.13080360867914
1739209830.0702183;-38.13080360867914
1739209830.0702207;-45.120503652039325
1739209830.070223;-45.120503652039325
1739209830.0702255;-45.120503652039325
1739209830.0702279;-38.13080360867914
1739209830.0702302;-45.120503652039325
1739209830.0702326;-38.13080360867914
1739209830.070235;-32.816014438256545
1739209830.0702374;-38.13080360867914
1739209830.0702398;-45.120503652039325
1739209830.0702422;-38.13080360867914
1739209830.0702446;-30.49652367304973
1739209830.070247;-45.120503652039325
1739209830.0702493;-45.120503652039325
1739209830.0702517;-45.120503652039325
1739209830.070254;-45.120503652039325
1739209830.0702565;-38.13080360867914
1739209830.0702589;-38.13080360867914
1739209830.0702612;-45.120503652039325
1739209830.0702636;-38.13080360867914
1739209830.070266;-33.981070128970906
1739209830.0702684;-45.120503652039325
1739209830.0702708;-38.13080360867914
1739209830.0702732;-32.816014438256545
1739209830.0702755;-38.13080360867914
1739209830.070278;-45.120503652039325
1739209830.0702803;-45.120503652039325
1739209830.0702827;-35.57807855764607
1739209830.070285;-45.120503652039325
1739209830.0702875;-38.13080360867914
1739209830.0702899;-38.13080360867914
1739209830.0702922;-45.120503652039325
1739209830.0702946;-38.13080360867914
1739209830.070297;-45.120503652039325
1739209830.0702994;-38.13080360867914
1739209830.0703018;-38.13080360867914
1739209830.0703042;-31.141103565318915
1739209830.0703065;-45.120503652039325
1739209830.070309;-45.120503652039325
1739209830.0703113;-35.57807855764607
1739209830.0703137;-38.13080360867914
1739209830.070316;-45.120503652039325
1739209830.0703185;-38.13080360867914
1739209830.0703208;-38.13080360867914
1739209830.0703232;-38.13080360867914
1739209830.0703256;-45.120503652039325
1739209830.070328;-38.13080360867914
1739209830.0703304;-45.120503652039325
1739209830.0703328;-38.13080360867914
1739209830.0703351;-45.120503652039325
1739209830.0703375;-45.120503652039325
1739209830.07034;-45.120503652039325
1739209830.0703423;-38.13080360867914
1739209830.0703447;-45.120503652039325
1739209830.070347;-45.120503652039325
1739209830.0703495;-38.13080360867914
1739209830.0703518;-38.13080360867914
1739209830.0703542;-45.120503652039325
1739209830.0703566;-45.120503652039325
1739209830.070359;-45.120503652039325
1739209830.0703614;-45.120503652039325
1739209830.0703638;-45.120503652039325
1739209830.0703661;-45.120503652039325
1739209830.0703685;-45.120503652039325
1739209830.070371;-38.13080360867914
1739209830.0703733;-35.57807855764607
1739209830.0703757;-38.13080360867914
1739209830.070378;-35.57807855764607
1739209830.0703804;-33.981070128970906
1739209830.0703828;-45.120503652039325
1739209830.0703852;-38.13080360867914
1739209830.0703876;-45.120503652039325
1739209830.07039;-33.981070128970906
1739209830.0703924;-45.120503652039325
1739209830.0703948;-45.120503652039325
1739209830.0703971;-45.120503652039325
1739209830.0703995;-38.13080360867914
1739209830.070402;-38.13080360867914
1739209830.0704043;-38.13080360867914
1739209830.0704067;-38.13080360867914
1739209830.070409;-45.120503652039325
1739209830.0704114;-45.120503652039325
1739209830.0704138;-38.13080360867914
1739209830.0704162;-33.981070128970906
1739209830.0704186;-45.120503652039325
1739209830.0704207;-45.120503652039325
1739209830.0704231;-38.13080360867914
1739209830.0704255;-35.57807855764607
1739209830.070428;-38.13080360867914
1739209830.0704303;-38.13080360867914
1739209830.0704327;-38.13080360867914
1739209830.070435;-45.120503652039325
1739209830.0704374;-38.13080360867914
1739209830.0704398;-45.120503652039325
1739209830.0704422;-45.120503652039325
1739209830.0704446;-45.120503652039325
1739209830.070447;-45.120503652039325
1739209830.0704494;-35.57807855764607
1739209830.0704517;-38.13080360867914
1739209830.0704541;-45.120503652039325
1739209830.0704565;-38.13080360867914
1739209830.070459;-38.13080360867914
1739209830.0704613;-45.120503652039325
1739209830.0704637;-45.120503652039325
1739209830.070466;-31.141103565318915
1739209830.0704684;-45.120503652039325
1739209830.0704708;-45.120503652039325
1739209830.0704732;-38.13080360867914
1739209830.0704756;-38.13080360867914
1739209830.070478;-45.120503652039325
1739209830.0704803;-45.120503652039325
1739209830.0704827;-45.120503652039325
1739209830.070485;-31.14110356531892
1739209830.0704875;-38.13080360867914
1739209830.07049;-45.120503652039325
1739209830.0704923;-38.13080360867914
1739209830.0704947;-33.981070128970906
1739209830.070497;-45.120503652039325
1739209830.0704994;-45.120503652039325
1739209830.0705018;-38.13080360867914
1739209830.0705042;-38.13080360867914
1739209830.0705066;-38.13080360867914
1739209830.070509;-45.120503652039325
1739209830.0705113;-35.57807855764607
1739209830.0705137;-38.13080360867914
1739209830.070516;-45.120503652039325
1739209830.0705185;-33.981070128970906
1739209830.0705209;-35.57807855764607
1739209830.0705233;-38.13080360867914
1739209830.0705256;-45.120503652039325
1739209830.070528;-38.13080360867914
1739209830.0705304;-45.120503652039325
1739209830.0705328;-38.13080360867914
1739209830.0705352;-45.120503652039325
1739209830.0705376;-38.13080360867914
1739209830.07054;-38.13080360867914
1739209830.0705423;-38.13080360867914
1739209830.0705447;-45.120503652039325
1739209830.070547;-38.13080360867914
1739209830.0705495;-35.57807855764607
1739209830.0705519;-38.13080360867914
1739209830.0705543;-45.120503652039325
1739209830.0705566;-38.13080360867914
1739209830.070559;-45.120503652039325
1739209830.0705614;-28.992665084841942
1739209830.0705638;-31.141103565318915
1739209830.0705662;-45.120503652039325
1739209830.0705686;-38.13080360867914
1739209830.070571;-33.981070128970906
1739209830.0705733;-33.981070128970906
1739209830.0705757;-45.120503652039325
1739209830.070578;-45.120503652039325
1739209830.0705805;-45.120503652039325
1739209830.0705829;-35.57807855764607
1739209830.0705853;-35.57807855764607
1739209830.0705876;-38.13080360867914
1739209830.07059;-45.120503652039325
1739209830.0705924;-38.13080360867914
1739209830.0705948;-45.120503652039325
1739209830.0705972;-45.120503652039325
1739209830.0705996;-31.141103565318915
1739209830.070602;-31.141103565318915
1739209830.0706043;-45.120503652039325
1739209830.0706067;-45.120503652039325
1739209830.070609;-38.13080360867914
1739209830.0706115;-35.57807855764607
1739209830.0706139;-38.13080360867914
1739209830.0706162;-45.120503652039325
1739209830.0706186;-38.13080360867914
1739209830.070621;-38.13080360867914
1739209830.0706234;-45.120503652039325
1739209830.0706258;-38.13080360867914
1739209830.0706282;-38.13080360867914
1739209830.0706306;-38.13080360867914
1739209830.070633;-38.13080360867914
1739209830.0706353;-45.120503652039325
1739209830.0706377;-45.120503652039325
1739209830.07064;-38.13080360867914
1739209830.0706425;-38.13080360867914
1739209830.0706449;-45.120503652039325
1739209830.0706472;-45.120503652039325
1739209830.0706496;-33.981070128970906
1739209830.070652;-38.13080360867914
1739209830.0706544;-45.120503652039325
1739209830.0706568;-38.13080360867914
1739209830.0706592;-33.981070128970906
1739209830.0706615;-45.120503652039325
1739209830.070664;-45.120503652039325
1739209830.0706663;-33.981070128970906
1739209830.0706687;-45.120503652039325
1739209830.070671;-45.120503652039325
1739209830.0706735;-38.13080360867914
1739209830.0706758;-45.120503652039325
1739209830.0706782;-45.120503652039325
1739209830.0706806;-45.120503652039325
1739209830.070683;-38.13080360867914
1739209830.0706854;-45.120503652039325
1739209830.0706878;-38.13080360867914
1739209830.0706902;-38.13080360867914
1739209830.0706925;-45.120503652039325
1739209830.070695;-38.13080360867914
1739209830.0706973;-45.120503652039325
1739209830.0706997;-45.120503652039325
1739209830.070702;-45.120503652039325
1739209830.0707045;-45.120503652039325
1739209830.0707068;-45.120503652039325
1739209830.0707092;-38.13080360867914
1739209830.0707116;-38.13080360867914
1739209830.070714;-33.981070128970906
1739209830.0707164;-45.120503652039325
1739209830.0707188;-38.13080360867914
1739209830.0707211;-35.57807855764607
1739209830.0707235;-38.13080360867914
1739209830.070726;-38.13080360867914
1739209830.0707283;-38.13080360867914
1739209830.0707307;-35.57807855764607
1739209830.070733;-45.120503652039325
1739209830.0707355;-38.13080360867914
1739209830.0707378;-33.981070128970906
1739209830.0707402;-35.57807855764607
1739209830.0707426;-38.13080360867914
1739209830.070745;-45.120503652039325
1739209830.0707474;-35.57807855764607
1739209830.0707498;-35.57807855764607
1739209830.0707521;-38.13080360867914
1739209830.0707545;-45.120503652039325
1739209830.070757;-38.13080360867914
1739209830.0707593;-45.120503652039325
1739209830.0707617;-45.120503652039325
1739209830.070764;-45.120503652039325
1739209830.0707664;-45.120503652039325
1739209830.0707688;-45.120503652039325
1739209830.0707712;-38.13080360867914
1739209830.0707736;-38.13080360867914
1739209830.070776;-45.120503652039325
1739209830.0707784;-38.13080360867914
1739209830.0707808;-38.13080360867914
1739209830.0707831;-35.57807855764607
1739209830.0707855;-38.13080360867914
1739209830.070788;-35.57807855764607
1739209830.0707903;-38.13080360867914
1739209830.0707927;-33.981070128970906
1739209830.070795;-31.141103565318915
1739209830.0707974;-45.120503652039325
1739209830.0707998;-45.120503652039325
1739209830.0708022;-45.120503652039325
1739209830.0708046;-38.13080360867914
1739209830.070807;-45.120503652039325
1739209830.0708094;-38.13080360867914
1739209830.0708117;-38.13080360867914
1739209830.0708141;-32.816014438256545
1739209830.0708165;-38.13080360867914
1739209830.070819;-38.13080360867914
