CAN Message; 0x62:08ccce777262c858
1739209674.1927967;-35.57807855764607
1739209674.1928039;-45.120503652039325
1739209674.1928113;-45.120503652039325
1739209674.1928184;-35.57807855764607
1739209674.1928256;-33.981070128970906
1739209674.192833;-45.120503652039325
1739209674.19284;-38.13080360867914
1739209674.1928475;-38.13080360867914
1739209674.1928546;-38.13080360867914
1739209674.192862;-45.120503652039325
1739209674.1928692;-38.13080360867914
1739209674.1928766;-38.13080360867914
1739209674.1928837;-45.120503652039325
1739209674.192891;-45.120503652039325
1739209674.1928983;-38.13080360867914
1739209674.1929054;-35.57807855764607
1739209674.1929128;-38.13080360867914
1739209674.19292;-38.13080360867914
1739209674.1929274;-38.13080360867914
1739209674.1929345;-38.13080360867914
1739209674.192942;-38.13080360867914
1739209674.192949;-45.120503652039325
1739209674.1929562;-45.120503652039325
1739209674.1929636;-45.120503652039325
1739209674.1929708;-38.13080360867914
1739209674.1929781;-45.120503652039325
1739209674.1929853;-45.120503652039325
1739209674.1929927;-45.120503652039325
1739209674.1929998;-45.120503652039325
1739209674.1930072;-45.120503652039325
1739209674.1930144;-38.13080360867914
1739209674.1930215;-33.981070128970906
1739209674.193029;-45.120503652039325
1739209674.193036;-38.13080360867914
1739209674.1930435;-33.981070128970906
1739209674.1930506;-45.120503652039325
1739209674.193058;-45.120503652039325
1739209674.1930652;-45.120503652039325
1739209674.1930726;-45.120503652039325
1739209674.1930797;-38.13080360867914
1739209674.1930869;-45.120503652039325
1739209674.1930943;-45.120503652039325
1739209674.1931014;-45.120503652039325
1739209674.1931088;-38.13080360867914
1739209674.193116;-38.13080360867914
1739209674.1931233;-45.120503652039325
1739209674.1931305;-38.13080360867914
1739209674.193138;-33.981070128970906
1739209674.193145;-45.120503652039325
1739209674.1931522;-45.120503652039325
1739209674.1931596;-38.13080360867914
1739209674.1931667;-38.13080360867914
1739209674.1931741;-45.120503652039325
1739209674.1931813;-45.120503652039325
1739209674.1931887;-45.120503652039325
1739209674.1931958;-45.120503652039325
1739209674.1932032;-45.120503652039325
1739209674.1932104;-35.57807855764607
1739209674.1932175;-38.13080360867914
1739209674.193225;-45.120503652039325
1739209674.193232;-38.13080360867914
1739209674.1932395;-45.120503652039325
1739209674.1932466;-38.13080360867914
1739209674.193254;-38.13080360867914
1739209674.1932611;-45.120503652039325
1739209674.1932685;-38.13080360867914
1739209674.1932757;-35.57807855764607
1739209674.1932828;-33.981070128970906
1739209674.1932902;-38.13080360867914
1739209674.1932974;-35.57807855764607
1739209674.1933048;-38.13080360867914
1739209674.193312;-38.13080360867914
1739209674.1933193;-45.120503652039325
1739209674.1933265;-32.816014438256545
1739209674.1933339;-38.13080360867914
1739209674.193341;-45.120503652039325
1739209674.1933482;-45.120503652039325
1739209674.1933556;-38.13080360867914
1739209674.1933627;-38.13080360867914
1739209674.19337;-45.120503652039325
1739209674.1933773;-45.120503652039325
1739209674.1933846;-45.120503652039325
1739209674.1933918;-38.13080360867914
1739209674.1933992;-38.13080360867914
1739209674.1934063;-38.13080360867914
1739209674.1934135;-38.13080360867914
1739209674.193421;-38.13080360867914
1739209674.193428;-27.8777449560314
1739209674.1934354;-38.13080360867914
1739209674.1934426;-35.57807855764607
1739209674.19345;-38.13080360867914
1739209674.1934571;-45.120503652039325
1739209674.1934645;-45.120503652039325
1739209674.1934717;-38.13080360867914
1739209674.1934788;-35.57807855764607
1739209674.1934862;-33.981070128970956
1739209674.1934934;-45.120503652039325
1739209674.1935008;-35.57807855764607
1739209674.193508;-45.120503652039325
1739209674.1935153;-45.120503652039325
1739209674.1935225;-45.120503652039325
1739209674.1935298;-38.13080360867914
1739209674.193537;-38.13080360867914
1739209674.1935441;-30.49652367304973
1739209674.1935515;-35.57807855764607
1739209674.1935587;-38.13080360867914
1739209674.193566;-45.120503652039325
1739209674.1935732;-35.57807855764607
1739209674.1935806;-45.120503652039325
1739209674.1935878;-45.120503652039325
1739209674.1935952;-38.13080360867914
1739209674.1936023;-45.120503652039325
1739209674.1936095;-45.120503652039325
1739209674.1936169;-45.120503652039325
1739209674.193624;-38.13080360867914
1739209674.1936314;-38.13080360867914
1739209674.1936386;-45.120503652039325
1739209674.193646;-38.13080360867914
1739209674.193653;-38.13080360867914
1739209674.1936605;-32.816014438256545
1739209674.1936677;-35.57807855764607
1739209674.193675;-45.120503652039325
1739209674.1936822;-45.120503652039325
1739209674.1936893;-38.13080360867914
1739209674.1936967;-38.13080360867914
1739209674.193704;-45.120503652039325
1739209674.1937113;-45.120503652039325
1739209674.1937184;-31.141103565318893
1739209674.1937258;-32.816014438256545
1739209674.193733;-45.120503652039325
1739209674.1937404;-45.120503652039325
1739209674.1937475;-35.57807855764607
1739209674.1937547;-35.57807855764607
1739209674.193762;-45.120503652039325
1739209674.1937692;-38.13080360867914
1739209674.1937766;-45.120503652039325
1739209674.1937838;-45.120503652039325
1739209674.1937912;-45.120503652039325
1739209674.1937983;-38.13080360867914
1739209674.1938057;-38.13080360867914
1739209674.1938128;-38.13080360867914
1739209674.19382;-35.57807855764607
1739209674.1938274;-45.120503652039325
1739209674.1938345;-29.438486411369333
1739209674.193842;-27.8777449560314
1739209674.193849;-45.120503652039325
1739209674.1938565;-45.120503652039325
1739209674.1938636;-35.57807855764607
1739209674.193871;-38.13080360867914
1739209674.1938782;-45.120503652039325
1739209674.1938853;-38.13080360867914
1739209674.1938927;-45.120503652039325
1739209674.1938999;-45.120503652039325
1739209674.1939073;-38.13080360867914
1739209674.1939144;-38.13080360867914
1739209674.1939218;-38.13080360867914
1739209674.193929;-38.13080360867914
1739209674.1939363;-35.57807855764607
1739209674.1939435;-38.13080360867914
1739209674.1939507;-45.120503652039325
1739209674.193958;-38.13080360867914
1739209674.1939652;-38.13080360867914
1739209674.1939726;-35.57807855764607
1739209674.1939797;-38.13080360867914
1739209674.1939871;-45.120503652039325
1739209674.1939943;-38.13080360867914
1739209674.1940017;-45.120503652039325
1739209674.1940088;-38.13080360867914
1739209674.194016;-31.141103565318893
1739209674.1940234;-33.981070128970906
1739209674.1940305;-38.13080360867914
1739209674.194038;-38.13080360867914
1739209674.194045;-33.981070128970906
1739209674.1940525;-33.981070128970906
1739209674.1940596;-33.981070128970906
1739209674.194067;-45.120503652039325
1739209674.1940742;-45.120503652039325
1739209674.1940813;-32.816014438256545
1739209674.1940887;-35.57807855764607
1739209674.1940958;-45.120503652039325
1739209674.1941032;-38.13080360867914
1739209674.1941104;-38.13080360867914
1739209674.1941178;-45.120503652039325
1739209674.194125;-45.120503652039325
1739209674.1941323;-45.120503652039325
1739209674.1941395;-38.13080360867914
1739209674.1941466;-38.13080360867914
1739209674.194154;-45.120503652039325
1739209674.1941612;-45.120503652039325
1739209674.1941686;-45.120503652039325
1739209674.1941757;-45.120503652039325
1739209674.194183;-45.120503652039325
1739209674.1941903;-38.13080360867914
1739209674.1941977;-38.13080360867914
1739209674.1942048;-45.120503652039325
1739209674.194212;-38.13080360867914
1739209674.1942194;-35.57807855764607
1739209674.1942265;-33.981070128970906
1739209674.194234;-45.120503652039325
1739209674.194241;-35.57807855764607
1739209674.1942484;-38.13080360867914
1739209674.1942556;-38.13080360867914
1739209674.194263;-38.13080360867914
1739209674.1942701;-38.13080360867914
1739209674.1942773;-38.13080360867914
1739209674.1942847;-45.120503652039325
1739209674.1942918;-38.13080360867914
1739209674.1942992;-38.13080360867914
1739209674.1943064;-31.141103565318915
1739209674.1943138;-33.981070128970906
1739209674.194321;-38.13080360867914
1739209674.1943283;-33.981070128970906
1739209674.1943355;-33.981070128970906
1739209674.1943426;-38.13080360867914
1739209674.19435;-45.120503652039325
1739209674.1943572;-33.981070128970906
1739209674.1943645;-38.13080360867914
1739209674.1943717;-38.13080360867914
1739209674.194379;-45.120503652039325
1739209674.1943862;-35.57807855764607
1739209674.1943936;-38.13080360867914
1739209674.1944008;-45.120503652039325
1739209674.194408;-45.120503652039325
1739209674.1944153;-38.13080360867914
1739209674.1944225;-35.57807855764607
1739209674.1944299;-45.120503652039325
1739209674.194437;-38.13080360867914
1739209674.1944444;-35.57807855764607
1739209674.1944516;-35.57807855764607
1739209674.194459;-45.120503652039325
1739209674.194466;-38.13080360867914
1739209674.1944733;-38.13080360867914
1739209674.1944807;-45.120503652039325
1739209674.1944878;-38.13080360867914
1739209674.1944952;-38.13080360867914
1739209674.1945024;-38.13080360867914
1739209674.1945097;-38.13080360867914
1739209674.194517;-38.13080360867914
1739209674.1945243;-45.120503652039325
1739209674.1945314;-32.816014438256545
1739209674.1945386;-38.13080360867914
1739209674.194546;-38.13080360867914
1739209674.1945531;-45.120503652039325
1739209674.1945605;-45.120503652039325
1739209674.1945677;-45.120503652039325
1739209674.194575;-45.120503652039325
1739209674.1945822;-38.13080360867914
1739209674.1945896;-45.120503652039325
1739209674.1945968;-33.981070128970906
1739209674.194604;-26.991370085610722
1739209674.1946113;-38.13080360867914
1739209674.1946185;-45.120503652039325
1739209674.1946259;-38.13080360867914
1739209674.194633;-33.981070128970906
1739209674.1946404;-45.120503652039325
1739209674.1946476;-45.120503652039325
1739209674.194655;-45.120503652039325
1739209674.194662;-45.120503652039325
1739209674.1946695;-45.120503652039325
1739209674.1946766;-45.120503652039325
1739209674.1946838;-45.120503652039325
1739209674.1946912;-38.13080360867914
1739209674.1946983;-45.120503652039325
1739209674.1947057;-45.120503652039325
1739209674.1947129;-45.120503652039325
1739209674.1947203;-38.13080360867914
1739209674.1947274;-45.120503652039325
1739209674.1947348;-38.13080360867914
1739209674.194742;-35.57807855764607
1739209674.194749;-45.120503652039325
1739209674.1947565;-38.13080360867914
1739209674.1947637;-45.120503652039325
1739209674.194771;-38.13080360867914
1739209674.1947782;-29.438486411369333
1739209674.1947856;-35.57807855764607
1739209674.1947927;-45.120503652039325
1739209674.1948001;-38.13080360867914
1739209674.1948073;-38.13080360867914
1739209674.1948144;-45.120503652039325
1739209674.1948218;-45.120503652039325
1739209674.194829;-38.13080360867914
1739209674.1948364;-33.981070128970956
1739209674.1948435;-45.120503652039325
1739209674.194851;-45.120503652039325
1739209674.194858;-38.13080360867914
1739209674.1948655;-45.120503652039325
1739209674.1948726;-45.120503652039325
1739209674.1948798;-38.13080360867914
1739209674.1948872;-45.120503652039325
1739209674.1948943;-29.438486411369333
1739209674.1949017;-38.13080360867914
1739209674.1949089;-38.13080360867914
1739209674.1949162;-38.13080360867914
1739209674.1949234;-38.13080360867914
1739209674.1949308;-45.120503652039325
1739209674.194938;-38.13080360867914
1739209674.194945;-45.120503652039325
1739209674.1949525;-33.981070128970956
1739209674.1949596;-45.120503652039325
1739209674.194967;-32.816014438256545
1739209674.1949742;-33.981070128970906
1739209674.1949816;-45.120503652039325
1739209674.1949887;-45.120503652039325
1739209674.194996;-35.57807855764607
1739209674.1950033;-38.13080360867914
1739209674.1950104;-35.57807855764607
1739209674.1950178;-35.57807855764607
1739209674.195025;-45.120503652039325
1739209674.1950324;-35.57807855764607
1739209674.1950395;-45.120503652039325
1739209674.195047;-38.13080360867914
1739209674.195054;-38.13080360867914
1739209674.1950614;-38.13080360867914
1739209674.1950686;-38.13080360867914
1739209674.1950758;-45.120503652039325
1739209674.1950831;-38.13080360867914
1739209674.1950903;-45.120503652039325
1739209674.1950977;-38.13080360867914
1739209674.1951048;-33.981070128970906
1739209674.1951122;-45.120503652039325
1739209674.1951194;-45.120503652039325
1739209674.1951268;-45.120503652039325
1739209674.195134;-45.120503652039325
1739209674.195141;-33.981070128970906
1739209674.1951485;-38.13080360867914
1739209674.1951556;-45.120503652039325
1739209674.195163;-45.120503652039325
1739209674.1951702;-32.816014438256545
1739209674.1951776;-45.120503652039325
1739209674.1951847;-38.13080360867914
1739209674.195192;-38.13080360867914
1739209674.1951993;-45.120503652039325
1739209674.1952064;-45.120503652039325
1739209674.1952138;-35.57807855764607
1739209674.195221;-38.13080360867914
1739209674.1952283;-45.120503652039325
1739209674.1952355;-35.57807855764607
1739209674.195243;-45.120503652039325
1739209674.19525;-45.120503652039325
1739209674.1952574;-45.120503652039325
1739209674.1952646;-45.120503652039325
1739209674.1952717;-45.120503652039325
1739209674.1952791;-38.13080360867914
1739209674.1952863;-45.120503652039325
1739209674.1952937;-45.120503652039325
1739209674.1953008;-38.13080360867914
1739209674.1953082;-35.57807855764607
1739209674.1953154;-45.120503652039325
1739209674.1953228;-38.13080360867914
1739209674.19533;-38.13080360867914
1739209674.195337;-38.13080360867914
1739209674.1953444;-45.120503652039325
1739209674.1953516;-45.120503652039325
1739209674.195359;-45.120503652039325
1739209674.1953661;-38.13080360867914
1739209674.1953735;-38.13080360867914
1739209674.1953807;-45.120503652039325
1739209674.195388;-45.120503652039325
1739209674.1953952;-38.13080360867914
1739209674.1954024;-38.13080360867914
1739209674.1954098;-38.13080360867914
1739209674.195417;-45.120503652039325
1739209674.1954243;-45.120503652039325
1739209674.1954315;-45.120503652039325
1739209674.1954389;-45.120503652039325
1739209674.195446;-45.120503652039325
1739209674.1954534;-38.13080360867914
1739209674.1954606;-38.13080360867914
1739209674.1954677;-38.13080360867914
1739209674.195475;-38.13080360867914
1739209674.1954823;-32.816014438256545
1739209674.1954896;-38.13080360867914
1739209674.1954968;-45.120503652039325
1739209674.1955042;-45.120503652039325
1739209674.1955113;-38.13080360867914
1739209674.1955187;-45.120503652039325
1739209674.195526;-38.13080360867914
1739209674.1955333;-35.57807855764607
1739209674.1955404;-38.13080360867914
1739209674.1955476;-38.13080360867914
1739209674.195555;-45.120503652039325
1739209674.1955621;-45.120503652039325
1739209674.1955695;-45.120503652039325
1739209674.1955767;-38.13080360867914
1739209674.195584;-38.13080360867914
1739209674.1955912;-45.120503652039325
1739209674.1955986;-45.120503652039325
1739209674.1956058;-38.13080360867914
1739209674.195613;-35.57807855764607
1739209674.1956203;-38.13080360867914
1739209674.1956275;-38.13080360867914
1739209674.1956348;-38.13080360867914
1739209674.195642;-45.120503652039325
1739209674.1956494;-31.141103565318893
1739209674.1956565;-31.141103565318915
1739209674.195664;-45.120503652039325
1739209674.195671;-45.120503652039325
1739209674.1956782;-32.816014438256545
1739209674.1956856;-35.57807855764607
1739209674.1956928;-45.120503652039325
1739209674.1957002;-45.120503652039325
1739209674.1957073;-45.120503652039325
1739209674.1957147;-45.120503652039325
1739209674.1957219;-45.120503652039325
1739209674.1957293;-45.120503652039325
1739209674.1957364;-33.981070128970906
1739209674.1957436;-45.120503652039325
1739209674.195751;-45.120503652039325
1739209674.195758;-45.120503652039325
1739209674.1957655;-45.120503652039325
1739209674.1957726;-45.120503652039325
1739209674.19578;-45.120503652039325
1739209674.1957872;-45.120503652039325
1739209674.1957946;-45.120503652039325
1739209674.1958017;-38.13080360867914
1739209674.195809;-32.816014438256545
1739209674.1958163;-38.13080360867914
1739209674.1958234;-45.120503652039325
1739209674.1958308;-38.13080360867914
1739209674.195838;-32.816014438256545
1739209674.1958454;-38.13080360867914
1739209674.1958525;-45.120503652039325
1739209674.19586;-45.120503652039325
1739209674.195867;-33.981070128970906
1739209674.1958742;-38.13080360867914
1739209674.1958816;-38.13080360867914
1739209674.1958888;-45.120503652039325
1739209674.1958961;-45.120503652039325
1739209674.1959033;-33.981070128970906
1739209674.1959107;-45.120503652039325
1739209674.1959178;-38.13080360867914
1739209674.1959252;-45.120503652039325
1739209674.1959324;-33.981070128970906
1739209674.1959395;-45.120503652039325
1739209674.195947;-45.120503652039325
1739209674.195954;-27.8777449560314
1739209674.1959615;-38.13080360867914
1739209674.1959686;-45.120503652039325
1739209674.195976;-45.120503652039325
1739209674.1959832;-32.816014438256545
1739209674.1959906;-38.13080360867914
1739209674.1959977;-45.120503652039325
1739209674.1960049;-38.13080360867914
1739209674.1960123;-45.120503652039325
1739209674.1960194;-45.120503652039325
1739209674.1960268;-45.120503652039325
1739209674.196034;-38.13080360867914
1739209674.1960413;-45.120503652039325
1739209674.1960485;-38.13080360867914
1739209674.196056;-45.120503652039325
1739209674.196063;-38.13080360867914
1739209674.1960702;-35.57807855764607
1739209674.1960776;-38.13080360867914
1739209674.1960847;-38.13080360867914
1739209674.1960921;-38.13080360867914
1739209674.1960993;-35.57807855764607
1739209674.1961067;-38.13080360867914
1739209674.1961138;-38.13080360867914
1739209674.1961212;-38.13080360867914
1739209674.1961284;-45.120503652039325
1739209674.1961355;-45.120503652039325
1739209674.196143;-38.13080360867914
1739209674.19615;-38.13080360867914
1739209674.1961575;-45.120503652039325
1739209674.1961646;-45.120503652039325
1739209674.196172;-38.13080360867914
1739209674.1961792;-38.13080360867914
1739209674.1961865;-45.120503652039325
1739209674.1961937;-38.13080360867914
1739209674.1962008;-32.816014438256545
1739209674.1962082;-38.13080360867914
1739209674.1962154;-35.57807855764607
1739209674.1962228;-45.120503652039325
1739209674.19623;-45.120503652039325
1739209674.1962373;-38.13080360867914
1739209674.1962445;-31.141103565318893
1739209674.1962519;-35.57807855764607
1739209674.196259;-38.13080360867914
1739209674.1962662;-35.57807855764607
1739209674.1962736;-45.120503652039325
1739209674.1962807;-33.981070128970906
1739209674.196288;-45.120503652039325
1739209674.1962953;-45.120503652039325
1739209674.1963027;-38.13080360867914
1739209674.1963098;-45.120503652039325
1739209674.1963172;-35.57807855764607
1739209674.1963243;-45.120503652039325
1739209674.1963315;-38.13080360867914
1739209674.196339;-45.120503652039325
1739209674.196346;-32.816014438256545
1739209674.1963534;-38.13080360867914
1739209674.1963606;-28.21854285175415
1739209674.196368;-31.141103565318893
1739209674.1963751;-45.120503652039325
1739209674.1963825;-38.13080360867914
1739209674.1963897;-28.58837851428586
1739209674.1963968;-38.13080360867914
1739209674.1964042;-45.120503652039325
1739209674.1964114;-38.13080360867914
1739209674.1964188;-38.13080360867914
1739209674.196426;-45.120503652039325
1739209674.1964333;-38.13080360867914
1739209674.1964405;-38.13080360867914
1739209674.1964478;-38.13080360867914
1739209674.196455;-38.13080360867914
1739209674.1964622;-45.120503652039325
1739209674.1964695;-45.120503652039325
1739209674.1964767;-29.438486411369333
1739209674.196484;-28.58837851428586
1739209674.1964912;-45.120503652039325
1739209674.1964986;-38.13080360867914
1739209674.1965058;-35.57807855764607
1739209674.1965132;-32.816014438256545
1739209674.1965203;-45.120503652039325
1739209674.1965277;-38.13080360867914
1739209674.1965349;-38.13080360867914
1739209674.196542;-45.120503652039325
1739209674.1965494;-45.120503652039325
1739209674.1965566;-38.13080360867914
1739209674.196564;-38.13080360867914
1739209674.196571;-45.120503652039325
1739209674.1965785;-45.120503652039325
1739209674.1965857;-45.120503652039325
1739209674.196593;-35.57807855764607
1739209674.1966002;-38.13080360867914
1739209674.1966074;-45.120503652039325
1739209674.1966147;-45.120503652039325
1739209674.196622;-32.816014438256545
1739209674.1966293;-38.13080360867914
1739209674.1966364;-45.120503652039325
1739209674.1966438;-45.120503652039325
1739209674.196651;-38.13080360867914
1739209674.1966584;-32.816014438256545
1739209674.1966655;-38.13080360867914
1739209674.1966727;-45.120503652039325
1739209674.19668;-35.57807855764607
1739209674.1966872;-35.57807855764607
1739209674.1966946;-45.120503652039325
1739209674.1967018;-38.13080360867914
1739209674.1967092;-45.120503652039325
1739209674.1967163;-45.120503652039325
1739209674.1967237;-45.120503652039325
1739209674.1967309;-38.13080360867914
1739209674.196738;-38.13080360867914
1739209674.1967454;-45.120503652039325
1739209674.1967525;-45.120503652039325
1739209674.19676;-38.13080360867914
1739209674.196767;-35.57807855764607
1739209674.1967745;-28.992665084841942
1739209674.1967816;-35.57807855764607
1739209674.196789;-38.13080360867914
1739209674.1967962;-38.13080360867914
1739209674.1968033;-35.57807855764607
1739209674.1968107;-38.13080360867914
1739209674.1968179;-38.13080360867914
1739209674.1968253;-38.13080360867914
1739209674.1968324;-35.57807855764607
1739209674.1968398;-45.120503652039325
1739209674.196847;-45.120503652039325
1739209674.1968544;-38.13080360867914
1739209674.1968615;-45.120503652039325
1739209674.1968687;-38.13080360867914
1739209674.196876;-38.13080360867914
1739209674.1968832;-38.13080360867914
1739209674.1968906;-33.981070128970906
1739209674.1968977;-35.57807855764607
1739209674.1969051;-38.13080360867914
1739209674.1969123;-45.120503652039325
1739209674.1969197;-38.13080360867914
1739209674.1969268;-45.120503652039325
1739209674.196934;-45.120503652039325
1739209674.1969414;-45.120503652039325
1739209674.1969485;-33.981070128970906
1739209674.196956;-38.13080360867914
1739209674.196963;-45.120503652039325
1739209674.1969705;-45.120503652039325
1739209674.1969776;-45.120503652039325
1739209674.196985;-38.13080360867914
1739209674.1969922;-45.120503652039325
1739209674.1969993;-38.13080360867914
1739209674.1970067;-33.981070128970906
1739209674.1970139;-35.57807855764607
1739209674.1970212;-35.57807855764607
1739209674.1970284;-45.120503652039325
1739209674.1970358;-38.13080360867914
1739209674.197043;-38.13080360867914
1739209674.1970503;-45.120503652039325
