CAN Message; 0x1b8:0000df5c0039a81b
1739209753.016727;-45.120503652039325
1739209753.0167296;-38.13080360867914
1739209753.0167322;-45.120503652039325
1739209753.0167348;-45.120503652039325
1739209753.0167375;-45.120503652039325
1739209753.01674;-38.13080360867914
1739209753.0167427;-45.120503652039325
1739209753.0167453;-45.120503652039325
1739209753.016748;-45.120503652039325
1739209753.0167506;-45.120503652039325
1739209753.0167532;-38.13080360867914
1739209753.0167558;-45.120503652039325
1739209753.0167584;-38.13080360867914
1739209753.016761;-45.120503652039325
1739209753.0167637;-33.981070128970906
1739209753.0167663;-28.992665084841942
1739209753.016769;-38.13080360867914
1739209753.0167716;-38.13080360867914
1739209753.0167742;-38.13080360867914
1739209753.0167768;-32.816014438256545
1739209753.0167794;-38.13080360867914
1739209753.016782;-35.57807855764607
1739209753.0167847;-38.13080360867914
1739209753.0167873;-45.120503652039325
1739209753.01679;-45.120503652039325
1739209753.0167925;-45.120503652039325
1739209753.0167952;-45.120503652039325
1739209753.0167978;-45.120503652039325
1739209753.0168004;-45.120503652039325
1739209753.016803;-38.13080360867914
1739209753.0168056;-45.120503652039325
1739209753.0168083;-45.120503652039325
1739209753.016811;-45.120503652039325
1739209753.0168133;-45.120503652039325
1739209753.016816;-45.120503652039325
1739209753.0168185;-45.120503652039325
1739209753.0168211;-45.120503652039325
1739209753.0168238;-45.120503652039325
1739209753.0168264;-38.13080360867914
1739209753.016829;-28.992665084841942
1739209753.0168316;-45.120503652039325
1739209753.0168343;-45.120503652039325
1739209753.016837;-38.13080360867914
1739209753.0168395;-35.57807855764607
1739209753.0168421;-33.981070128970906
1739209753.0168447;-38.13080360867914
1739209753.0168474;-45.120503652039325
1739209753.01685;-31.14110356531892
1739209753.0168526;-38.13080360867914
1739209753.0168552;-45.120503652039325
1739209753.0168579;-45.120503652039325
1739209753.0168605;-45.120503652039325
1739209753.016863;-38.13080360867914
1739209753.0168657;-38.13080360867914
1739209753.0168684;-45.120503652039325
1739209753.016871;-33.981070128970906
1739209753.0168736;-32.816014438256545
1739209753.0168762;-38.13080360867914
1739209753.0168788;-45.120503652039325
1739209753.0168815;-38.13080360867914
1739209753.016884;-38.13080360867914
1739209753.0168867;-45.120503652039325
1739209753.0168893;-45.120503652039325
1739209753.016892;-45.120503652039325
1739209753.0168946;-45.120503652039325
1739209753.0168972;-45.120503652039325
1739209753.0168998;-35.57807855764607
1739209753.0169024;-38.13080360867914
1739209753.016905;-45.120503652039325
1739209753.0169077;-45.120503652039325
1739209753.0169103;-38.13080360867914
1739209753.016913;-38.13080360867914
1739209753.0169156;-45.120503652039325
1739209753.0169182;-38.13080360867914
1739209753.0169208;-45.120503652039325
1739209753.0169234;-45.120503652039325
1739209753.016926;-45.120503652039325
1739209753.0169287;-45.120503652039325
1739209753.0169313;-45.120503652039325
1739209753.016934;-38.13080360867914
1739209753.0169365;-38.13080360867914
1739209753.0169392;-38.13080360867914
1739209753.0169418;-38.13080360867914
1739209753.0169444;-33.981070128970906
1739209753.016947;-33.981070128970906
1739209753.0169497;-45.120503652039325
1739209753.0169523;-45.120503652039325
1739209753.016955;-38.13080360867914
1739209753.0169575;-35.57807855764607
1739209753.0169601;-32.816014438256545
1739209753.0169628;-38.13080360867914
1739209753.0169654;-45.120503652039325
1739209753.016968;-32.816014438256545
1739209753.0169706;-38.13080360867914
1739209753.0169733;-35.57807855764607
1739209753.0169759;-45.120503652039325
1739209753.0169785;-45.120503652039325
1739209753.0169811;-45.120503652039325
1739209753.0169837;-45.120503652039325
1739209753.0169864;-45.120503652039325
1739209753.016989;-45.120503652039325
1739209753.0169916;-35.57807855764607
1739209753.0169942;-38.13080360867914
1739209753.0169969;-45.120503652039325
1739209753.0169995;-32.816014438256545
1739209753.017002;-38.13080360867914
1739209753.0170047;-45.120503652039325
1739209753.0170074;-38.13080360867914
1739209753.01701;-33.981070128970906
1739209753.0170126;-45.120503652039325
1739209753.0170152;-35.57807855764607
1739209753.0170176;-35.57807855764607
1739209753.0170202;-30.49652367304973
1739209753.0170228;-38.13080360867914
1739209753.0170255;-33.981070128970906
1739209753.017028;-38.13080360867914
1739209753.0170307;-38.13080360867914
1739209753.0170333;-45.120503652039325
1739209753.017036;-35.57807855764607
1739209753.0170386;-38.13080360867914
1739209753.0170412;-33.981070128970956
1739209753.0170438;-45.120503652039325
1739209753.0170465;-45.120503652039325
1739209753.017049;-45.120503652039325
1739209753.0170517;-45.120503652039325
1739209753.0170543;-45.120503652039325
1739209753.017057;-45.120503652039325
1739209753.0170596;-38.13080360867914
1739209753.0170622;-27.8777449560314
1739209753.0170648;-38.13080360867914
1739209753.0170674;-38.13080360867914
1739209753.01707;-38.13080360867914
1739209753.0170727;-38.13080360867914
1739209753.0170753;-38.13080360867914
1739209753.017078;-35.57807855764607
1739209753.0170805;-38.13080360867914
1739209753.0170832;-45.120503652039325
1739209753.0170858;-45.120503652039325
1739209753.0170884;-45.120503652039325
1739209753.017091;-45.120503652039325
1739209753.0170937;-45.120503652039325
1739209753.0170963;-45.120503652039325
1739209753.017099;-45.120503652039325
1739209753.0171015;-45.120503652039325
1739209753.0171041;-38.13080360867914
1739209753.0171068;-33.981070128970906
1739209753.0171094;-45.120503652039325
1739209753.017112;-38.13080360867914
1739209753.0171146;-45.120503652039325
1739209753.0171173;-45.120503652039325
1739209753.01712;-45.120503652039325
1739209753.0171225;-38.13080360867914
1739209753.0171251;-29.438486411369333
1739209753.0171278;-38.13080360867914
1739209753.0171304;-45.120503652039325
1739209753.017133;-38.13080360867914
1739209753.0171356;-38.13080360867914
1739209753.0171382;-45.120503652039325
1739209753.0171409;-45.120503652039325
1739209753.0171435;-45.120503652039325
1739209753.017146;-35.57807855764607
1739209753.0171487;-45.120503652039325
1739209753.0171514;-38.13080360867914
1739209753.017154;-35.57807855764607
1739209753.0171566;-45.120503652039325
1739209753.0171592;-38.13080360867914
1739209753.0171618;-45.120503652039325
1739209753.0171645;-38.13080360867914
1739209753.017167;-31.141103565318893
1739209753.0171697;-38.13080360867914
1739209753.0171723;-45.120503652039325
1739209753.017175;-45.120503652039325
1739209753.0171776;-45.120503652039325
1739209753.0171802;-45.120503652039325
1739209753.0171828;-45.120503652039325
1739209753.0171854;-45.120503652039325
1739209753.017188;-35.57807855764607
1739209753.0171907;-35.57807855764607
1739209753.0171933;-45.120503652039325
1739209753.017196;-38.13080360867914
1739209753.0171986;-32.816014438256545
1739209753.0172012;-38.13080360867914
1739209753.0172038;-45.120503652039325
1739209753.0172064;-38.13080360867914
1739209753.017209;-45.120503652039325
1739209753.0172117;-45.120503652039325
1739209753.0172143;-35.57807855764607
1739209753.017217;-38.13080360867914
1739209753.0172195;-45.120503652039325
1739209753.0172222;-38.13080360867914
1739209753.0172246;-45.120503652039325
1739209753.0172272;-45.120503652039325
1739209753.0172298;-32.816014438256545
1739209753.0172324;-38.13080360867914
1739209753.017235;-45.120503652039325
1739209753.0172377;-38.13080360867914
1739209753.0172403;-45.120503652039325
1739209753.017243;-38.13080360867914
1739209753.0172455;-38.13080360867914
1739209753.0172482;-45.120503652039325
1739209753.0172508;-45.120503652039325
1739209753.0172534;-45.120503652039325
1739209753.017256;-38.13080360867914
1739209753.0172586;-45.120503652039325
1739209753.0172613;-38.13080360867914
1739209753.017264;-35.57807855764607
1739209753.0172665;-38.13080360867914
1739209753.0172691;-38.13080360867914
1739209753.0172718;-38.13080360867914
1739209753.0172744;-38.13080360867914
1739209753.017277;-38.13080360867914
1739209753.0172796;-38.13080360867914
1739209753.0172822;-38.13080360867914
1739209753.0172849;-38.13080360867914
1739209753.0172875;-38.13080360867914
1739209753.01729;-38.13080360867914
1739209753.0172927;-45.120503652039325
1739209753.0172954;-33.981070128970906
1739209753.017298;-45.120503652039325
1739209753.0173006;-38.13080360867914
1739209753.0173032;-38.13080360867914
1739209753.0173059;-38.13080360867914
1739209753.0173085;-45.120503652039325
1739209753.017311;-45.120503652039325
1739209753.0173137;-35.57807855764607
1739209753.0173163;-38.13080360867914
1739209753.017319;-38.13080360867914
1739209753.0173216;-35.57807855764607
1739209753.0173242;-38.13080360867914
1739209753.0173268;-33.981070128970906
1739209753.0173295;-45.120503652039325
1739209753.017332;-38.13080360867914
1739209753.0173347;-35.57807855764607
1739209753.0173373;-33.981070128970906
1739209753.01734;-45.120503652039325
1739209753.0173426;-45.120503652039325
1739209753.0173452;-32.816014438256545
1739209753.0173478;-45.120503652039325
1739209753.0173504;-45.120503652039325
1739209753.017353;-45.120503652039325
1739209753.0173557;-45.120503652039325
1739209753.0173583;-33.981070128970906
1739209753.017361;-45.120503652039325
1739209753.0173635;-45.120503652039325
1739209753.0173662;-35.57807855764607
1739209753.0173688;-33.981070128970906
1739209753.0173714;-45.120503652039325
1739209753.017374;-45.120503652039325
1739209753.0173767;-38.13080360867914
1739209753.0173793;-30.49652367304973
1739209753.017382;-38.13080360867914
1739209753.0173845;-45.120503652039325
1739209753.0173872;-38.13080360867914
1739209753.0173898;-38.13080360867914
1739209753.0173924;-38.13080360867914
1739209753.017395;-38.13080360867914
1739209753.0173976;-45.120503652039325
1739209753.0174003;-31.141103565318915
1739209753.017403;-33.981070128970906
1739209753.0174055;-38.13080360867914
1739209753.0174081;-45.120503652039325
1739209753.0174108;-38.13080360867914
1739209753.0174134;-35.57807855764607
1739209753.017416;-33.981070128970906
1739209753.0174186;-38.13080360867914
1739209753.0174212;-35.57807855764607
1739209753.0174239;-38.13080360867914
1739209753.0174265;-38.13080360867914
1739209753.017429;-45.120503652039325
1739209753.0174315;-38.13080360867914
1739209753.0174341;-38.13080360867914
1739209753.0174367;-45.120503652039325
1739209753.0174394;-35.57807855764607
1739209753.017442;-38.13080360867914
1739209753.0174446;-45.120503652039325
1739209753.0174472;-45.120503652039325
1739209753.0174499;-45.120503652039325
1739209753.0174525;-38.13080360867914
1739209753.017455;-38.13080360867914
1739209753.0174577;-45.120503652039325
1739209753.0174603;-38.13080360867914
1739209753.017463;-28.992665084841942
1739209753.0174656;-31.141103565318915
1739209753.0174682;-45.120503652039325
1739209753.0174708;-35.57807855764607
1739209753.0174735;-38.13080360867914
1739209753.017476;-45.120503652039325
1739209753.0174787;-45.120503652039325
1739209753.0174813;-38.13080360867914
1739209753.017484;-38.13080360867914
1739209753.0174866;-45.120503652039325
1739209753.0174892;-38.13080360867914
1739209753.0174918;-45.120503652039325
1739209753.0174944;-38.13080360867914
1739209753.017497;-38.13080360867914
1739209753.0174997;-38.13080360867914
1739209753.0175023;-35.57807855764607
1739209753.017505;-38.13080360867914
1739209753.0175076;-45.120503652039325
1739209753.0175102;-45.120503652039325
1739209753.0175128;-38.13080360867914
1739209753.0175154;-38.13080360867914
1739209753.017518;-45.120503652039325
1739209753.0175207;-45.120503652039325
1739209753.0175233;-38.13080360867914
1739209753.017526;-35.57807855764607
1739209753.0175285;-38.13080360867914
1739209753.0175312;-45.120503652039325
1739209753.0175338;-38.13080360867914
1739209753.0175364;-35.57807855764607
1739209753.017539;-38.13080360867914
1739209753.0175416;-45.120503652039325
1739209753.0175443;-45.120503652039325
1739209753.017547;-38.13080360867914
1739209753.0175495;-45.120503652039325
1739209753.0175521;-45.120503652039325
1739209753.0175548;-38.13080360867914
1739209753.0175574;-38.13080360867914
1739209753.01756;-35.57807855764607
1739209753.0175626;-38.13080360867914
1739209753.0175653;-35.57807855764607
1739209753.0175679;-35.57807855764607
1739209753.0175705;-35.57807855764607
1739209753.017573;-38.13080360867914
1739209753.0175757;-45.120503652039325
1739209753.0175784;-45.120503652039325
1739209753.017581;-38.13080360867914
1739209753.0175836;-38.13080360867914
1739209753.0175862;-45.120503652039325
1739209753.0175889;-38.13080360867914
1739209753.0175915;-45.120503652039325
1739209753.017594;-45.120503652039325
1739209753.0175967;-38.13080360867914
1739209753.0175993;-45.120503652039325
1739209753.017602;-45.120503652039325
1739209753.0176046;-38.13080360867914
1739209753.0176072;-35.57807855764607
1739209753.0176098;-38.13080360867914
1739209753.0176125;-31.141103565318893
1739209753.017615;-33.981070128970906
1739209753.0176177;-38.13080360867914
1739209753.0176203;-45.120503652039325
1739209753.017623;-38.13080360867914
1739209753.0176256;-38.13080360867914
1739209753.0176282;-45.120503652039325
1739209753.0176308;-45.120503652039325
1739209753.0176334;-45.120503652039325
1739209753.017636;-38.13080360867914
1739209753.0176384;-38.13080360867914
1739209753.017641;-38.13080360867914
1739209753.0176437;-45.120503652039325
1739209753.0176463;-38.13080360867914
1739209753.017649;-38.13080360867914
1739209753.0176516;-38.13080360867914
1739209753.0176542;-45.120503652039325
1739209753.0176568;-45.120503652039325
1739209753.0176594;-45.120503652039325
1739209753.017662;-45.120503652039325
1739209753.0176647;-45.120503652039325
1739209753.0176673;-38.13080360867914
1739209753.01767;-35.57807855764607
1739209753.0176725;-45.120503652039325
1739209753.0176752;-28.992665084841942
1739209753.0176778;-30.49652367304973
1739209753.0176804;-33.981070128970906
1739209753.017683;-33.981070128970906
1739209753.0176857;-38.13080360867914
1739209753.0176883;-45.120503652039325
1739209753.017691;-45.120503652039325
1739209753.0176935;-33.981070128970906
1739209753.0176961;-38.13080360867914
1739209753.0176988;-38.13080360867914
1739209753.0177014;-35.57807855764607
1739209753.017704;-45.120503652039325
1739209753.0177066;-45.120503652039325
1739209753.0177093;-45.120503652039325
1739209753.0177119;-45.120503652039325
1739209753.0177145;-38.13080360867914
1739209753.0177171;-35.57807855764607
1739209753.0177197;-45.120503652039325
1739209753.0177224;-38.13080360867914
1739209753.017725;-45.120503652039325
1739209753.0177276;-45.120503652039325
1739209753.0177302;-38.13080360867914
1739209753.0177329;-38.13080360867914
1739209753.0177355;-38.13080360867914
1739209753.017738;-35.57807855764607
1739209753.0177407;-31.141103565318915
1739209753.0177433;-45.120503652039325
1739209753.017746;-45.120503652039325
1739209753.0177486;-38.13080360867914
1739209753.0177512;-38.13080360867914
1739209753.0177538;-45.120503652039325
1739209753.0177565;-45.120503652039325
1739209753.017759;-38.13080360867914
1739209753.0177617;-35.57807855764607
1739209753.0177643;-45.120503652039325
1739209753.017767;-45.120503652039325
1739209753.0177696;-38.13080360867914
1739209753.0177722;-45.120503652039325
1739209753.0177748;-45.120503652039325
1739209753.0177774;-45.120503652039325
1739209753.01778;-33.981070128970906
1739209753.0177827;-28.992665084841942
1739209753.0177853;-45.120503652039325
1739209753.017788;-38.13080360867914
1739209753.0177906;-38.13080360867914
1739209753.0177932;-38.13080360867914
1739209753.0177958;-38.13080360867914
1739209753.0177984;-38.13080360867914
1739209753.017801;-38.13080360867914
1739209753.0178037;-38.13080360867914
1739209753.0178063;-38.13080360867914
1739209753.017809;-38.13080360867914
1739209753.0178115;-45.120503652039325
1739209753.0178142;-38.13080360867914
1739209753.0178168;-38.13080360867914
1739209753.0178194;-38.13080360867914
1739209753.017822;-38.13080360867914
1739209753.0178246;-38.13080360867914
1739209753.0178273;-38.13080360867914
1739209753.01783;-38.13080360867914
1739209753.0178325;-45.120503652039325
1739209753.0178351;-45.120503652039325
1739209753.0178378;-35.57807855764607
1739209753.0178404;-38.13080360867914
1739209753.0178428;-45.120503652039325
1739209753.0178454;-38.13080360867914
1739209753.017848;-35.57807855764607
1739209753.0178506;-38.13080360867914
1739209753.0178533;-45.120503652039325
1739209753.017856;-38.13080360867914
1739209753.0178585;-30.49652367304973
1739209753.0178611;-38.13080360867914
1739209753.0178638;-45.120503652039325
1739209753.0178664;-38.13080360867914
1739209753.017869;-38.13080360867914
1739209753.0178716;-38.13080360867914
1739209753.0178742;-45.120503652039325
1739209753.0178769;-45.120503652039325
1739209753.0178795;-35.57807855764607
1739209753.017882;-38.13080360867914
1739209753.0178847;-45.120503652039325
1739209753.0178874;-45.120503652039325
1739209753.01789;-38.13080360867914
1739209753.0178926;-38.13080360867914
1739209753.0178952;-45.120503652039325
1739209753.0178978;-38.13080360867914
1739209753.0179005;-45.120503652039325
1739209753.017903;-38.13080360867914
1739209753.0179057;-45.120503652039325
1739209753.0179083;-38.13080360867914
1739209753.017911;-33.981070128970906
1739209753.0179136;-45.120503652039325
1739209753.0179162;-38.13080360867914
1739209753.0179188;-38.13080360867914
1739209753.0179214;-45.120503652039325
1739209753.017924;-45.120503652039325
1739209753.0179267;-31.141103565318893
1739209753.0179293;-38.13080360867914
1739209753.017932;-45.120503652039325
1739209753.0179346;-45.120503652039325
1739209753.0179372;-38.13080360867914
1739209753.0179398;-45.120503652039325
1739209753.0179424;-45.120503652039325
1739209753.017945;-45.120503652039325
1739209753.0179477;-38.13080360867914
1739209753.0179503;-38.13080360867914
1739209753.017953;-45.120503652039325
1739209753.0179555;-38.13080360867914
1739209753.0179582;-38.13080360867914
1739209753.0179608;-38.13080360867914
1739209753.0179634;-29.438486411369333
1739209753.017966;-33.981070128970906
1739209753.0179687;-45.120503652039325
1739209753.0179713;-38.13080360867914
1739209753.017974;-35.57807855764607
1739209753.0179765;-38.13080360867914
1739209753.0179791;-45.120503652039325
1739209753.0179818;-45.120503652039325
1739209753.0179844;-38.13080360867914
1739209753.017987;-45.120503652039325
1739209753.0179896;-45.120503652039325
1739209753.0179923;-45.120503652039325
1739209753.0179949;-38.13080360867914
1739209753.0179975;-45.120503652039325
1739209753.0180001;-45.120503652039325
1739209753.0180027;-45.120503652039325
1739209753.0180054;-38.13080360867914
1739209753.018008;-38.13080360867914
1739209753.0180106;-45.120503652039325
1739209753.0180132;-33.981070128970906
1739209753.0180159;-27.8777449560314
1739209753.0180185;-38.13080360867914
1739209753.018021;-45.120503652039325
1739209753.0180237;-33.981070128970906
1739209753.0180264;-33.981070128970906
1739209753.018029;-45.120503652039325
1739209753.0180316;-45.120503652039325
1739209753.0180342;-38.13080360867914
1739209753.0180368;-32.816014438256545
1739209753.0180395;-38.13080360867914
1739209753.018042;-38.13080360867914
1739209753.0180447;-38.13080360867914
1739209753.0180473;-38.13080360867914
1739209753.0180497;-45.120503652039325
1739209753.0180523;-45.120503652039325
1739209753.018055;-38.13080360867914
1739209753.0180576;-45.120503652039325
1739209753.0180602;-38.13080360867914
1739209753.0180628;-38.13080360867914
1739209753.0180655;-45.120503652039325
1739209753.018068;-45.120503652039325
1739209753.0180707;-38.13080360867914
1739209753.0180733;-38.13080360867914
1739209753.018076;-38.13080360867914
1739209753.0180786;-28.21854285175415
1739209753.0180812;-35.57807855764607
1739209753.0180838;-45.120503652039325
1739209753.0180864;-38.13080360867914
1739209753.018089;-32.816014438256545
1739209753.0180917;-38.13080360867914
1739209753.0180943;-35.57807855764607
1739209753.018097;-38.13080360867914
1739209753.0180995;-38.13080360867914
1739209753.0181022;-45.120503652039325
1739209753.0181048;-38.13080360867914
1739209753.0181074;-45.120503652039325
1739209753.01811;-45.120503652039325
1739209753.0181127;-45.120503652039325
1739209753.0181153;-45.120503652039325
1739209753.018118;-45.120503652039325
1739209753.0181205;-35.57807855764607
1739209753.0181231;-35.57807855764607
1739209753.0181258;-45.120503652039325
1739209753.0181284;-38.13080360867914
1739209753.018131;-45.120503652039325
1739209753.0181336;-38.13080360867914
1739209753.0181363;-32.816014438256545
1739209753.018139;-45.120503652039325
1739209753.0181415;-45.120503652039325
1739209753.0181441;-38.13080360867914
1739209753.0181468;-45.120503652039325
1739209753.0181494;-45.120503652039325
1739209753.018152;-35.57807855764607
1739209753.0181546;-38.13080360867914
1739209753.0181572;-45.120503652039325
1739209753.0181599;-45.120503652039325
1739209753.0181625;-45.120503652039325
1739209753.018165;-38.13080360867914
1739209753.0181677;-45.120503652039325
1739209753.0181704;-45.120503652039325
1739209753.018173;-45.120503652039325
1739209753.0181756;-38.13080360867914
1739209753.0181782;-45.120503652039325
1739209753.0181808;-45.120503652039325
1739209753.0181835;-35.57807855764607
1739209753.018186;-38.13080360867914
1739209753.0181887;-45.120503652039325
1739209753.0181913;-38.13080360867914
1739209753.018194;-35.57807855764607
1739209753.0181966;-45.120503652039325
1739209753.0181992;-38.13080360867914
1739209753.0182018;-38.13080360867914
1739209753.0182045;-38.13080360867914
1739209753.018207;-45.120503652039325
1739209753.0182097;-45.120503652039325
1739209753.0182123;-45.120503652039325
1739209753.018215;-31.141103565318915
1739209753.0182176;-32.816014438256545
1739209753.0182202;-45.120503652039325
1739209753.0182228;-38.13080360867914
1739209753.0182254;-38.13080360867914
1739209753.018228;-31.141103565318915
1739209753.0182307;-45.120503652039325
1739209753.0182333;-38.13080360867914
1739209753.018236;-45.120503652039325
1739209753.0182385;-45.120503652039325
1739209753.0182412;-38.13080360867914
1739209753.0182438;-38.13080360867914
1739209753.0182464;-45.120503652039325
1739209753.018249;-33.981070128970906
1739209753.0182517;-33.981070128970906
1739209753.0182543;-45.120503652039325
1739209753.0182567;-38.13080360867914
1739209753.0182593;-38.13080360867914
1739209753.018262;-45.120503652039325
1739209753.0182645;-33.981070128970906
1739209753.0182672;-45.120503652039325
1739209753.0182698;-38.13080360867914
1739209753.0182724;-45.120503652039325
1739209753.018275;-45.120503652039325
1739209753.0182776;-45.120503652039325
1739209753.0182803;-45.120503652039325
1739209753.018283;-35.57807855764607
1739209753.0182855;-45.120503652039325
1739209753.0182881;-45.120503652039325
1739209753.0182908;-33.981070128970906
1739209753.0182934;-38.13080360867914
1739209753.018296;-38.13080360867914
1739209753.0182986;-38.13080360867914
1739209753.0183012;-38.13080360867914
1739209753.0183039;-38.13080360867914
1739209753.0183065;-38.13080360867914
1739209753.018309;-38.13080360867914
1739209753.0183117;-38.13080360867914
1739209753.0183144;-38.13080360867914
1739209753.018317;-38.13080360867914
1739209753.0183196;-35.57807855764607
1739209753.0183222;-33.981070128970906
1739209753.0183249;-45.120503652039325
1739209753.0183275;-38.13080360867914
1739209753.01833;-35.57807855764607
1739209753.0183327;-35.57807855764607
1739209753.0183353;-45.120503652039325
1739209753.018338;-38.13080360867914
1739209753.0183406;-38.13080360867914
1739209753.0183432;-45.120503652039325
1739209753.0183458;-45.120503652039325
1739209753.0183485;-45.120503652039325
1739209753.018351;-45.120503652039325
1739209753.0183537;-31.141103565318915
1739209753.0183563;-33.981070128970906
1739209753.018359;-45.120503652039325
1739209753.0183616;-35.57807855764607
1739209753.0183642;-33.981070128970906
1739209753.0183668;-45.120503652039325
1739209753.0183694;-45.120503652039325
1739209753.018372;-35.57807855764607
1739209753.0183747;-33.981070128970906
1739209753.0183773;-38.13080360867914
1739209753.01838;-38.13080360867914
1739209753.0183825;-45.120503652039325
1739209753.0183852;-45.120503652039325
1739209753.0183878;-38.13080360867914
1739209753.0183904;-45.120503652039325
1739209753.018393;-45.120503652039325
1739209753.0183957;-28.992665084841942
1739209753.0183983;-31.141103565318915
1739209753.018401;-45.120503652039325
1739209753.0184035;-45.120503652039325
1739209753.0184062;-33.981070128970906
1739209753.0184088;-33.981070128970906
1739209753.0184114;-33.981070128970906
1739209753.018414;-45.120503652039325
1739209753.0184166;-45.120503652039325
1739209753.0184193;-38.13080360867914
1739209753.018422;-45.120503652039325
1739209753.0184245;-45.120503652039325
1739209753.0184271;-33.981070128970906
1739209753.0184298;-45.120503652039325
1739209753.0184324;-45.120503652039325
1739209753.018435;-45.120503652039325
1739209753.0184376;-45.120503652039325
1739209753.0184402;-45.120503652039325
1739209753.0184429;-38.13080360867914
1739209753.0184455;-35.57807855764607
1739209753.018448;-45.120503652039325
1739209753.0184507;-45.120503652039325
1739209753.0184534;-38.13080360867914
1739209753.018456;-32.816014438256545
1739209753.0184586;-35.57807855764607
1739209753.0184612;-33.981070128970906
1739209753.0184636;-38.13080360867914
1739209753.0184662;-32.816014438256545
1739209753.0184689;-31.141103565318915
1739209753.0184715;-45.120503652039325
1739209753.018474;-45.120503652039325
1739209753.0184767;-32.816014438256545
1739209753.0184793;-38.13080360867914
1739209753.018482;-38.13080360867914
1739209753.0184846;-38.13080360867914
1739209753.0184872;-38.13080360867914
1739209753.0184898;-45.120503652039325
1739209753.0184925;-45.120503652039325
1739209753.018495;-45.120503652039325
1739209753.0184977;-45.120503652039325
1739209753.0185003;-33.981070128970906
1739209753.018503;-30.49652367304973
1739209753.0185056;-38.13080360867914
1739209753.0185082;-45.120503652039325
1739209753.0185108;-33.981070128970906
1739209753.0185134;-38.13080360867914
1739209753.018516;-38.13080360867914
1739209753.0185187;-45.120503652039325
1739209753.0185213;-38.13080360867914
1739209753.018524;-33.981070128970906
1739209753.0185266;-45.120503652039325
1739209753.0185292;-38.13080360867914
1739209753.0185318;-33.981070128970906
1739209753.0185344;-31.141103565318915
1739209753.018537;-45.120503652039325
1739209753.0185397;-45.120503652039325
1739209753.0185423;-45.120503652039325
1739209753.018545;-45.120503652039325
1739209753.0185475;-38.13080360867914
1739209753.0185502;-35.57807855764607
1739209753.0185528;-38.13080360867914
1739209753.0185554;-38.13080360867914
1739209753.018558;-38.13080360867914
1739209753.0185606;-45.120503652039325
1739209753.0185633;-38.13080360867914
1739209753.018566;-38.13080360867914
1739209753.0185685;-45.120503652039325
1739209753.0185711;-45.120503652039325
1739209753.0185738;-38.13080360867914
1739209753.0185764;-38.13080360867914
1739209753.018579;-45.120503652039325
1739209753.0185816;-45.120503652039325
1739209753.0185843;-38.13080360867914
1739209753.0185869;-35.57807855764607
1739209753.0185895;-45.120503652039325
1739209753.0185921;-45.120503652039325
1739209753.0185947;-38.13080360867914
1739209753.0185974;-38.13080360867914
1739209753.0186;-38.13080360867914
1739209753.0186026;-35.57807855764607
1739209753.0186052;-35.57807855764607
1739209753.0186079;-38.13080360867914
1739209753.0186105;-38.13080360867914
1739209753.018613;-38.13080360867914
1739209753.0186157;-45.120503652039325
1739209753.0186183;-45.120503652039325
1739209753.018621;-35.57807855764607
1739209753.0186236;-35.57807855764607
1739209753.0186262;-33.981070128970906
1739209753.0186288;-45.120503652039325
1739209753.0186315;-38.13080360867914
1739209753.018634;-45.120503652039325
1739209753.0186367;-45.120503652039325
1739209753.0186393;-45.120503652039325
1739209753.018642;-38.13080360867914
1739209753.0186446;-38.13080360867914
1739209753.0186472;-45.120503652039325
1739209753.0186498;-38.13080360867914
1739209753.0186524;-38.13080360867914
1739209753.018655;-45.120503652039325
1739209753.0186577;-45.120503652039325
1739209753.0186603;-30.49652367304973
1739209753.018663;-33.981070128970906
1739209753.0186656;-45.120503652039325
1739209753.0186682;-45.120503652039325
1739209753.0186706;-38.13080360867914
1739209753.0186732;-33.981070128970906
1739209753.0186758;-45.120503652039325
1739209753.0186784;-38.13080360867914
1739209753.018681;-45.120503652039325
1739209753.0186837;-45.120503652039325
1739209753.0186863;-45.120503652039325
1739209753.018689;-45.120503652039325
1739209753.0186915;-45.120503652039325
1739209753.0186942;-35.57807855764607
1739209753.0186968;-38.13080360867914
1739209753.0186994;-38.13080360867914
1739209753.018702;-45.120503652039325
1739209753.0187047;-38.13080360867914
1739209753.0187073;-45.120503652039325
1739209753.01871;-45.120503652039325
1739209753.0187125;-38.13080360867914
1739209753.0187151;-28.992665084841942
1739209753.0187178;-45.120503652039325
1739209753.0187204;-45.120503652039325
1739209753.018723;-45.120503652039325
1739209753.0187256;-45.120503652039325
1739209753.0187283;-45.120503652039325
1739209753.0187309;-45.120503652039325
1739209753.0187335;-38.13080360867914
1739209753.0187361;-35.57807855764607
1739209753.0187387;-45.120503652039325
1739209753.0187414;-38.13080360867914
1739209753.018744;-38.13080360867914
1739209753.0187466;-45.120503652039325
1739209753.0187492;-45.120503652039325
1739209753.0187519;-45.120503652039325
1739209753.0187545;-38.13080360867914
1739209753.018757;-31.141103565318915
1739209753.0187597;-45.120503652039325
1739209753.0187624;-45.120503652039325
1739209753.018765;-38.13080360867914
1739209753.0187676;-33.981070128970906
1739209753.0187702;-45.120503652039325
1739209753.0187728;-38.13080360867914
1739209753.0187755;-38.13080360867914
1739209753.018778;-33.981070128970906
1739209753.0187807;-38.13080360867914
1739209753.0187833;-38.13080360867914
