CAN Message; 0x1b8:000014135c3ee27e
1739209785.8785257;-38.13080360867914
1739209785.8785367;-38.13080360867914
1739209785.8785477;-35.57807855764607
1739209785.8785589;-33.981070128970906
1739209785.8785698;-45.120503652039325
1739209785.8785808;-38.13080360867914
1739209785.878592;-38.13080360867914
1739209785.878603;-45.120503652039325
1739209785.878614;-45.120503652039325
1739209785.8786252;-38.13080360867914
1739209785.8786361;-45.120503652039325
1739209785.878647;-45.120503652039325
1739209785.8786583;-38.13080360867914
1739209785.8786693;-38.13080360867914
1739209785.8786802;-38.13080360867914
1739209785.8786914;-38.13080360867914
1739209785.8787024;-38.13080360867914
1739209785.8787134;-38.13080360867914
1739209785.8787246;-45.120503652039325
1739209785.8787355;-38.13080360867914
1739209785.8787465;-45.120503652039325
1739209785.8787577;-45.120503652039325
1739209785.8787687;-35.57807855764607
1739209785.8787796;-38.13080360867914
1739209785.8787909;-33.981070128970906
1739209785.8788018;-45.120503652039325
1739209785.8788128;-45.120503652039325
1739209785.878824;-38.13080360867914
1739209785.878835;-35.57807855764607
1739209785.878846;-38.13080360867914
1739209785.8788571;-38.13080360867914
1739209785.878868;-45.120503652039325
1739209785.878879;-45.120503652039325
1739209785.8788903;-45.120503652039325
1739209785.8789012;-45.120503652039325
1739209785.8789122;-45.120503652039325
1739209785.8789234;-45.120503652039325
1739209785.8789344;-45.120503652039325
1739209785.8789454;-45.120503652039325
1739209785.8789566;-38.13080360867914
1739209785.8789675;-28.58837851428586
1739209785.8789785;-38.13080360867914
1739209785.8789897;-45.120503652039325
1739209785.8790007;-45.120503652039325
1739209785.8790116;-35.57807855764607
1739209785.8790228;-38.13080360867914
1739209785.8790338;-45.120503652039325
1739209785.8790448;-45.120503652039325
1739209785.879056;-38.13080360867914
1739209785.879067;-33.981070128970906
1739209785.879078;-45.120503652039325
1739209785.879089;-38.13080360867914
1739209785.8791;-45.120503652039325
1739209785.879111;-38.13080360867914
1739209785.8791223;-38.13080360867914
1739209785.8791332;-38.13080360867914
1739209785.8791442;-45.120503652039325
1739209785.8791554;-38.13080360867914
1739209785.8791664;-38.13080360867914
1739209785.8791773;-38.13080360867914
1739209785.8791885;-38.13080360867914
1739209785.8791995;-45.120503652039325
1739209785.8792105;-45.120503652039325
1739209785.8792217;-38.13080360867914
1739209785.8792326;-30.49652367304973
1739209785.8792436;-45.120503652039325
1739209785.8792548;-45.120503652039325
1739209785.8792658;-45.120503652039325
1739209785.8792768;-45.120503652039325
1739209785.879288;-45.120503652039325
1739209785.879299;-38.13080360867914
1739209785.87931;-38.13080360867914
1739209785.879321;-28.992665084841967
1739209785.879332;-45.120503652039325
1739209785.879343;-35.57807855764607
1739209785.8793542;-38.13080360867914
1739209785.8793652;-45.120503652039325
1739209785.8793762;-38.13080360867914
1739209785.8793874;-38.13080360867914
1739209785.8793983;-35.57807855764607
1739209785.8794093;-38.13080360867914
1739209785.8794203;-45.120503652039325
1739209785.8794315;-38.13080360867914
1739209785.8794425;-35.57807855764607
1739209785.8794534;-38.13080360867914
1739209785.8794646;-45.120503652039325
1739209785.8794756;-38.13080360867914
1739209785.8794866;-45.120503652039325
1739209785.8794978;-32.816014438256545
1739209785.8795087;-33.981070128970906
1739209785.8795197;-38.13080360867914
1739209785.879531;-38.13080360867914
1739209785.8795419;-33.981070128970906
1739209785.8795528;-45.120503652039325
1739209785.879564;-45.120503652039325
1739209785.879575;-33.981070128970906
1739209785.879586;-38.13080360867914
1739209785.8795972;-45.120503652039325
1739209785.8796082;-38.13080360867914
1739209785.8796191;-45.120503652039325
1739209785.8796303;-45.120503652039325
1739209785.8796413;-38.13080360867914
1739209785.8796523;-45.120503652039325
1739209785.8796635;-45.120503652039325
1739209785.8796744;-31.141103565318893
1739209785.8796854;-32.816014438256545
1739209785.8796966;-45.120503652039325
1739209785.8797076;-45.120503652039325
1739209785.8797185;-38.13080360867914
1739209785.8797297;-45.120503652039325
1739209785.8797407;-45.120503652039325
1739209785.8797517;-45.120503652039325
1739209785.879763;-45.120503652039325
1739209785.8797739;-45.120503652039325
1739209785.8797848;-45.120503652039325
1739209785.879796;-45.120503652039325
1739209785.879807;-35.57807855764607
1739209785.879818;-38.13080360867914
1739209785.8798292;-45.120503652039325
1739209785.8798401;-45.120503652039325
1739209785.879851;-45.120503652039325
1739209785.8798623;-45.120503652039325
1739209785.8798733;-38.13080360867914
1739209785.8798842;-45.120503652039325
1739209785.8798954;-45.120503652039325
1739209785.8799064;-38.13080360867914
1739209785.8799174;-32.816014438256545
1739209785.8799286;-38.13080360867914
1739209785.8799396;-35.57807855764607
1739209785.8799505;-38.13080360867914
1739209785.8799617;-38.13080360867914
1739209785.8799727;-35.57807855764607
1739209785.8799837;-38.13080360867914
1739209785.8799949;-38.13080360867914
1739209785.8800058;-38.13080360867914
1739209785.8800168;-33.981070128970906
1739209785.880028;-45.120503652039325
1739209785.880039;-45.120503652039325
1739209785.88005;-35.57807855764607
1739209785.8800611;-35.57807855764607
1739209785.880072;-38.13080360867914
1739209785.880083;-35.57807855764607
1739209785.8800943;-35.57807855764607
1739209785.8801053;-33.981070128970906
1739209785.8801162;-45.120503652039325
1739209785.8801274;-45.120503652039325
1739209785.8801384;-35.57807855764607
1739209785.8801494;-33.981070128970906
1739209785.8801606;-45.120503652039325
1739209785.8801715;-45.120503652039325
1739209785.8801825;-38.13080360867914
1739209785.8801937;-45.120503652039325
1739209785.8802047;-38.13080360867914
1739209785.8802156;-38.13080360867914
1739209785.8802269;-38.13080360867914
1739209785.8802378;-38.13080360867914
1739209785.8802488;-45.120503652039325
1739209785.88026;-45.120503652039325
1739209785.880271;-45.120503652039325
1739209785.880282;-38.13080360867914
1739209785.8802931;-45.120503652039325
1739209785.880304;-38.13080360867914
1739209785.880315;-45.120503652039325
1739209785.8803263;-45.120503652039325
1739209785.8803372;-35.57807855764607
1739209785.8803482;-38.13080360867914
1739209785.8803594;-35.57807855764607
1739209785.8803704;-35.57807855764607
1739209785.8803813;-45.120503652039325
1739209785.8803926;-38.13080360867914
1739209785.8804035;-38.13080360867914
1739209785.8804145;-45.120503652039325
1739209785.8804257;-35.57807855764607
1739209785.8804367;-38.13080360867914
1739209785.8804476;-45.120503652039325
1739209785.8804588;-45.120503652039325
1739209785.8804698;-35.57807855764607
1739209785.8804808;-33.981070128970906
1739209785.880492;-38.13080360867914
1739209785.880503;-45.120503652039325
1739209785.880514;-45.120503652039325
1739209785.880525;-38.13080360867914
1739209785.880536;-45.120503652039325
1739209785.880547;-45.120503652039325
1739209785.8805583;-33.981070128970906
1739209785.8805692;-31.141103565318915
1739209785.8805802;-38.13080360867914
1739209785.8805914;-45.120503652039325
1739209785.8806024;-45.120503652039325
1739209785.8806133;-38.13080360867914
1739209785.8806245;-38.13080360867914
1739209785.8806355;-38.13080360867914
1739209785.8806465;-38.13080360867914
1739209785.8806577;-33.981070128970906
1739209785.8806686;-38.13080360867914
1739209785.8806796;-45.120503652039325
1739209785.8806908;-45.120503652039325
1739209785.8807018;-38.13080360867914
1739209785.8807127;-38.13080360867914
1739209785.880724;-45.120503652039325
1739209785.880735;-32.816014438256545
1739209785.880746;-35.57807855764607
1739209785.880757;-45.120503652039325
1739209785.880768;-45.120503652039325
1739209785.880779;-38.13080360867914
1739209785.8807902;-45.120503652039325
1739209785.8808012;-45.120503652039325
1739209785.8808122;-38.13080360867914
1739209785.8808234;-45.120503652039325
1739209785.8808343;-38.13080360867914
1739209785.8808453;-38.13080360867914
1739209785.8808565;-45.120503652039325
1739209785.8808675;-45.120503652039325
1739209785.8808784;-38.13080360867914
1739209785.8808897;-38.13080360867914
1739209785.8809006;-45.120503652039325
1739209785.8809116;-38.13080360867914
1739209785.8809228;-31.141103565318915
1739209785.8809338;-31.141103565318915
1739209785.8809447;-38.13080360867914
1739209785.880956;-45.120503652039325
1739209785.880967;-38.13080360867914
1739209785.8809779;-35.57807855764607
1739209785.880989;-38.13080360867914
1739209785.881;-45.120503652039325
1739209785.881011;-45.120503652039325
1739209785.881022;-38.13080360867914
1739209785.8810332;-38.13080360867914
1739209785.8810441;-45.120503652039325
1739209785.881055;-38.13080360867914
1739209785.8810663;-38.13080360867914
1739209785.8810773;-38.13080360867914
1739209785.8810883;-45.120503652039325
1739209785.8810995;-45.120503652039325
1739209785.8811104;-38.13080360867914
1739209785.8811214;-35.57807855764607
1739209785.8811326;-38.13080360867914
1739209785.8811436;-45.120503652039325
1739209785.8811545;-32.816014438256545
1739209785.8811657;-35.57807855764607
1739209785.8811767;-45.120503652039325
1739209785.8811877;-33.981070128970906
1739209785.881199;-45.120503652039325
1739209785.8812099;-38.13080360867914
1739209785.8812208;-45.120503652039325
1739209785.881232;-45.120503652039325
1739209785.881243;-45.120503652039325
1739209785.881254;-38.13080360867914
1739209785.8812652;-32.816014438256545
1739209785.8812761;-45.120503652039325
1739209785.881287;-45.120503652039325
1739209785.8812983;-38.13080360867914
1739209785.8813093;-45.120503652039325
1739209785.8813202;-45.120503652039325
1739209785.8813314;-38.13080360867914
1739209785.8813424;-45.120503652039325
1739209785.8813534;-38.13080360867914
1739209785.8813646;-38.13080360867914
1739209785.8813756;-38.13080360867914
1739209785.8813865;-38.13080360867914
1739209785.8813977;-35.57807855764607
1739209785.8814087;-38.13080360867914
1739209785.8814197;-45.120503652039325
1739209785.8814309;-45.120503652039325
1739209785.8814418;-45.120503652039325
1739209785.8814528;-45.120503652039325
1739209785.881464;-45.120503652039325
1739209785.881475;-38.13080360867914
1739209785.881486;-38.13080360867914
1739209785.8814971;-38.13080360867914
1739209785.881508;-38.13080360867914
1739209785.881519;-38.13080360867914
1739209785.8815303;-45.120503652039325
1739209785.8815413;-38.13080360867914
1739209785.8815522;-45.120503652039325
1739209785.8815634;-45.120503652039325
1739209785.8815744;-35.57807855764607
1739209785.8815854;-38.13080360867914
1739209785.8815966;-45.120503652039325
1739209785.8816075;-38.13080360867914
1739209785.8816185;-38.13080360867914
1739209785.8816297;-38.13080360867914
1739209785.8816407;-45.120503652039325
1739209785.8816516;-45.120503652039325
1739209785.8816628;-45.120503652039325
1739209785.8816738;-38.13080360867914
1739209785.8816848;-45.120503652039325
1739209785.881696;-45.120503652039325
1739209785.881707;-38.13080360867914
1739209785.881718;-38.13080360867914
1739209785.8817291;-38.13080360867914
1739209785.88174;-32.816014438256545
1739209785.881751;-38.13080360867914
1739209785.8817623;-45.120503652039325
1739209785.8817732;-45.120503652039325
1739209785.8817842;-38.13080360867914
1739209785.8817954;-45.120503652039325
1739209785.8818064;-45.120503652039325
1739209785.8818173;-45.120503652039325
1739209785.8818285;-45.120503652039325
1739209785.8818395;-38.13080360867914
1739209785.8818505;-38.13080360867914
1739209785.8818617;-45.120503652039325
1739209785.8818727;-45.120503652039325
1739209785.8818836;-45.120503652039325
1739209785.8818948;-38.13080360867914
1739209785.8819058;-35.57807855764607
1739209785.8819168;-32.816014438256545
1739209785.881928;-38.13080360867914
1739209785.881939;-38.13080360867914
1739209785.88195;-32.816014438256545
1739209785.881961;-30.49652367304973
1739209785.881972;-45.120503652039325
1739209785.881983;-38.13080360867914
1739209785.8819942;-38.13080360867914
1739209785.8820052;-45.120503652039325
1739209785.8820162;-45.120503652039325
1739209785.8820274;-38.13080360867914
1739209785.8820384;-33.981070128970906
1739209785.8820493;-45.120503652039325
1739209785.8820605;-45.120503652039325
1739209785.8820715;-45.120503652039325
1739209785.8820825;-38.13080360867914
1739209785.8820937;-45.120503652039325
1739209785.8821046;-38.13080360867914
1739209785.8821156;-38.13080360867914
1739209785.8821268;-35.57807855764607
1739209785.8821378;-33.981070128970906
1739209785.8821487;-45.120503652039325
1739209785.88216;-45.120503652039325
1739209785.882171;-38.13080360867914
1739209785.882182;-30.49652367304973
1739209785.882193;-38.13080360867914
1739209785.882204;-45.120503652039325
1739209785.882215;-45.120503652039325
1739209785.8822262;-45.120503652039325
1739209785.8822372;-38.13080360867914
1739209785.8822482;-35.57807855764607
1739209785.8822594;-45.120503652039325
1739209785.8822703;-33.981070128970956
1739209785.8822813;-38.13080360867914
1739209785.8822925;-38.13080360867914
1739209785.8823035;-38.13080360867914
1739209785.8823144;-45.120503652039325
1739209785.8823256;-45.120503652039325
1739209785.8823366;-38.13080360867914
1739209785.8823476;-45.120503652039325
1739209785.8823588;-28.992665084841942
1739209785.8823698;-38.13080360867914
1739209785.8823807;-45.120503652039325
1739209785.882392;-45.120503652039325
1739209785.882403;-38.13080360867914
1739209785.8824139;-38.13080360867914
1739209785.882425;-35.57807855764607
1739209785.882436;-38.13080360867914
1739209785.882447;-45.120503652039325
1739209785.8824582;-38.13080360867914
1739209785.8824692;-35.57807855764607
1739209785.8824801;-38.13080360867914
1739209785.8824914;-38.13080360867914
1739209785.8825023;-45.120503652039325
1739209785.8825133;-45.120503652039325
1739209785.8825245;-38.13080360867914
1739209785.8825355;-33.981070128970906
1739209785.8825464;-38.13080360867914
1739209785.8825576;-45.120503652039325
1739209785.8825686;-45.120503652039325
1739209785.8825796;-45.120503652039325
1739209785.8825908;-45.120503652039325
1739209785.8826017;-38.13080360867914
1739209785.8826127;-38.13080360867914
1739209785.8826237;-28.992665084841942
1739209785.8826349;-38.13080360867914
1739209785.8826458;-45.120503652039325
1739209785.8826568;-38.13080360867914
1739209785.882668;-33.981070128970906
1739209785.882679;-45.120503652039325
1739209785.88269;-38.13080360867914
1739209785.8827012;-38.13080360867914
1739209785.8827121;-38.13080360867914
1739209785.882723;-38.13080360867914
1739209785.8827343;-45.120503652039325
1739209785.8827453;-32.816014438256545
1739209785.8827562;-38.13080360867914
1739209785.8827674;-38.13080360867914
1739209785.8827784;-38.13080360867914
1739209785.8827894;-35.57807855764607
1739209785.8828006;-35.57807855764607
1739209785.8828115;-45.120503652039325
1739209785.8828225;-45.120503652039325
1739209785.8828337;-38.13080360867914
1739209785.8828447;-45.120503652039325
1739209785.8828557;-45.120503652039325
1739209785.8828669;-45.120503652039325
1739209785.8828778;-45.120503652039325
1739209785.8828888;-33.981070128970906
1739209785.8829;-38.13080360867914
1739209785.882911;-38.13080360867914
1739209785.882922;-45.120503652039325
1739209785.8829331;-35.57807855764607
1739209785.882944;-45.120503652039325
1739209785.882955;-45.120503652039325
1739209785.8829663;-38.13080360867914
1739209785.8829772;-45.120503652039325
1739209785.8829882;-45.120503652039325
1739209785.8829994;-45.120503652039325
1739209785.8830104;-38.13080360867914
1739209785.8830214;-38.13080360867914
1739209785.8830326;-35.57807855764607
1739209785.8830435;-38.13080360867914
1739209785.8830545;-45.120503652039325
1739209785.8830657;-45.120503652039325
1739209785.8830767;-45.120503652039325
1739209785.8830876;-45.120503652039325
1739209785.8830988;-45.120503652039325
1739209785.8831098;-33.981070128970906
1739209785.8831208;-45.120503652039325
1739209785.883132;-45.120503652039325
1739209785.883143;-33.981070128970906
1739209785.883154;-38.13080360867914
1739209785.8831651;-30.49652367304973
1739209785.883176;-38.13080360867914
1739209785.883187;-45.120503652039325
1739209785.8831983;-45.120503652039325
1739209785.8832092;-32.816014438256545
1739209785.8832202;-45.120503652039325
1739209785.8832314;-35.57807855764607
1739209785.8832424;-38.13080360867914
1739209785.8832533;-45.120503652039325
1739209785.8832645;-38.13080360867914
1739209785.8832755;-45.120503652039325
1739209785.8832865;-45.120503652039325
1739209785.8832977;-45.120503652039325
1739209785.8833086;-45.120503652039325
1739209785.8833196;-45.120503652039325
1739209785.8833308;-38.13080360867914
1739209785.8833418;-45.120503652039325
1739209785.8833528;-45.120503652039325
1739209785.883364;-38.13080360867914
1739209785.883375;-45.120503652039325
1739209785.883386;-32.816014438256545
1739209785.883397;-45.120503652039325
1739209785.883408;-38.13080360867914
1739209785.883419;-38.13080360867914
1739209785.8834302;-32.816014438256545
1739209785.8834412;-38.13080360867914
1739209785.8834522;-35.57807855764607
1739209785.8834634;-38.13080360867914
1739209785.8834743;-45.120503652039325
1739209785.8834853;-45.120503652039325
1739209785.8834965;-45.120503652039325
1739209785.8835075;-45.120503652039325
1739209785.8835185;-33.981070128970956
1739209785.8835297;-45.120503652039325
1739209785.8835406;-45.120503652039325
1739209785.8835516;-45.120503652039325
1739209785.8835628;-45.120503652039325
1739209785.8835738;-45.120503652039325
1739209785.8835847;-35.57807855764607
1739209785.883596;-38.13080360867914
1739209785.883607;-28.21854285175415
1739209785.8836179;-32.816014438256545
1739209785.883629;-45.120503652039325
1739209785.88364;-45.120503652039325
1739209785.883651;-35.57807855764607
1739209785.8836622;-38.13080360867914
1739209785.8836732;-38.13080360867914
1739209785.8836842;-32.816014438256545
1739209785.8836954;-32.81601443825658
1739209785.8837063;-45.120503652039325
1739209785.8837173;-32.816014438256545
1739209785.8837285;-38.13080360867914
1739209785.8837395;-45.120503652039325
1739209785.8837504;-45.120503652039325
1739209785.8837616;-35.57807855764607
1739209785.8837726;-38.13080360867914
1739209785.8837836;-35.57807855764607
1739209785.8837948;-35.57807855764607
1739209785.8838058;-38.13080360867914
1739209785.8838167;-38.13080360867914
1739209785.883828;-45.120503652039325
1739209785.883839;-38.13080360867914
1739209785.8838499;-35.57807855764607
1739209785.883861;-38.13080360867914
1739209785.883872;-33.981070128970906
1739209785.883883;-35.57807855764607
1739209785.8838942;-45.120503652039325
1739209785.8839052;-38.13080360867914
1739209785.8839161;-38.13080360867914
1739209785.8839273;-45.120503652039325
1739209785.8839383;-38.13080360867914
1739209785.8839493;-33.981070128970906
1739209785.8839605;-45.120503652039325
1739209785.8839715;-45.120503652039325
1739209785.8839824;-32.816014438256545
1739209785.8839936;-38.13080360867914
1739209785.8840046;-45.120503652039325
1739209785.8840156;-45.120503652039325
1739209785.8840268;-35.57807855764607
1739209785.8840377;-45.120503652039325
1739209785.8840487;-33.981070128970906
1739209785.88406;-28.58837851428586
1739209785.8840709;-38.13080360867914
1739209785.8840818;-38.13080360867914
1739209785.884093;-38.13080360867914
1739209785.884104;-38.13080360867914
1739209785.884115;-38.13080360867914
1739209785.8841262;-38.13080360867914
1739209785.8841372;-45.120503652039325
1739209785.8841481;-38.13080360867914
1739209785.8841593;-35.57807855764607
1739209785.8841703;-45.120503652039325
1739209785.8841813;-45.120503652039325
1739209785.8841925;-33.981070128970906
1739209785.8842034;-45.120503652039325
1739209785.8842144;-38.13080360867914
1739209785.8842256;-35.57807855764607
1739209785.8842366;-45.120503652039325
1739209785.8842475;-33.981070128970906
1739209785.8842585;-35.57807855764607
1739209785.8842697;-38.13080360867914
1739209785.8842807;-38.13080360867914
1739209785.8842916;-38.13080360867914
1739209785.8843029;-45.120503652039325
1739209785.8843138;-38.13080360867914
1739209785.8843248;-32.816014438256545
1739209785.884336;-45.120503652039325
1739209785.884347;-38.13080360867914
1739209785.884358;-35.57807855764607
1739209785.8843691;-32.816014438256545
1739209785.88438;-45.120503652039325
1739209785.884391;-38.13080360867914
1739209785.8844023;-45.120503652039325
1739209785.8844132;-45.120503652039325
1739209785.8844242;-45.120503652039325
1739209785.8844354;-45.120503652039325
1739209785.8844464;-45.120503652039325
1739209785.8844573;-38.13080360867914
1739209785.8844686;-38.13080360867914
1739209785.8844795;-38.13080360867914
1739209785.8844905;-35.57807855764607
1739209785.8845017;-32.816014438256545
1739209785.8845127;-45.120503652039325
1739209785.8845236;-38.13080360867914
1739209785.8845348;-45.120503652039325
1739209785.8845458;-45.120503652039325
1739209785.8845568;-38.13080360867914
1739209785.884568;-45.120503652039325
1739209785.884579;-45.120503652039325
1739209785.88459;-45.120503652039325
1739209785.884601;-45.120503652039325
1739209785.884612;-45.120503652039325
1739209785.884623;-45.120503652039325
1739209785.8846343;-45.120503652039325
1739209785.8846452;-38.13080360867914
1739209785.8846562;-38.13080360867914
1739209785.8846674;-45.120503652039325
1739209785.8846784;-45.120503652039325
1739209785.8846893;-38.13080360867914
1739209785.8847005;-38.13080360867914
1739209785.8847115;-45.120503652039325
1739209785.8847225;-38.13080360867914
1739209785.8847337;-38.13080360867914
1739209785.8847446;-35.57807855764607
1739209785.8847556;-38.13080360867914
1739209785.8847668;-38.13080360867914
1739209785.8847778;-31.141103565318915
1739209785.8847888;-33.981070128970906
1739209785.8848;-45.120503652039325
1739209785.884811;-45.120503652039325
1739209785.884822;-35.57807855764607
1739209785.884833;-38.13080360867914
1739209785.884844;-45.120503652039325
1739209785.884855;-45.120503652039325
1739209785.8848662;-45.120503652039325
1739209785.8848772;-45.120503652039325
1739209785.8848882;-35.57807855764607
1739209785.8848994;-45.120503652039325
1739209785.8849103;-45.120503652039325
1739209785.8849213;-38.13080360867914
1739209785.8849325;-45.120503652039325
1739209785.8849435;-45.120503652039325
1739209785.8849545;-33.981070128970906
1739209785.8849657;-38.13080360867914
1739209785.8849766;-45.120503652039325
1739209785.8849876;-35.57807855764607
1739209785.8849988;-38.13080360867914
1739209785.8850098;-38.13080360867914
1739209785.8850207;-45.120503652039325
1739209785.885032;-38.13080360867914
1739209785.885043;-33.981070128970906
1739209785.8850539;-45.120503652039325
1739209785.885065;-38.13080360867914
1739209785.885076;-45.120503652039325
1739209785.885087;-38.13080360867914
1739209785.8850982;-45.120503652039325
1739209785.8851092;-35.57807855764607
1739209785.8851202;-38.13080360867914
1739209785.8851314;-30.49652367304976
1739209785.8851423;-45.120503652039325
1739209785.8851533;-45.120503652039325
1739209785.8851645;-45.120503652039325
1739209785.8851755;-45.120503652039325
1739209785.8851864;-38.13080360867914
1739209785.8851976;-45.120503652039325
1739209785.8852086;-33.981070128970906
1739209785.8852196;-28.992665084841942
1739209785.8852308;-38.13080360867914
1739209785.8852417;-45.120503652039325
1739209785.8852527;-38.13080360867914
1739209785.885264;-38.13080360867914
1739209785.885275;-45.120503652039325
1739209785.8852859;-45.120503652039325
1739209785.885297;-45.120503652039325
1739209785.885308;-45.120503652039325
1739209785.885319;-45.120503652039325
1739209785.8853302;-45.120503652039325
1739209785.8853412;-45.120503652039325
1739209785.8853521;-38.13080360867914
1739209785.8853633;-38.13080360867914
1739209785.8853743;-33.981070128970906
1739209785.8853853;-38.13080360867914
1739209785.8853965;-45.120503652039325
1739209785.8854074;-38.13080360867914
1739209785.8854184;-38.13080360867914
1739209785.8854296;-45.120503652039325
1739209785.8854406;-38.13080360867914
1739209785.8854516;-38.13080360867914
1739209785.8854628;-38.13080360867914
1739209785.8854737;-38.13080360867914
1739209785.8854847;-29.438486411369333
1739209785.885496;-35.57807855764607
1739209785.8855069;-45.120503652039325
1739209785.8855178;-38.13080360867914
1739209785.885529;-38.13080360867914
1739209785.88554;-38.13080360867914
1739209785.885551;-45.120503652039325
1739209785.8855622;-38.13080360867914
1739209785.8855731;-33.981070128970956
1739209785.885584;-45.120503652039325
1739209785.8855953;-35.57807855764607
1739209785.8856063;-45.120503652039325
1739209785.8856173;-45.120503652039325
1739209785.8856285;-45.120503652039325
