CAN Message; 0x1bb:00004a113809656a
1739209633.6949277;-30.49652367304973
1739209633.6949394;-33.981070128970906
1739209633.6949513;-45.120503652039325
1739209633.6949632;-38.13080360867914
1739209633.694975;-38.13080360867914
1739209633.6949868;-45.120503652039325
1739209633.6949987;-33.981070128970906
1739209633.6950104;-38.13080360867914
1739209633.6950223;-38.13080360867914
1739209633.6950343;-38.13080360867914
1739209633.695046;-45.120503652039325
1739209633.6950579;-38.13080360867914
1739209633.6950698;-35.57807855764607
1739209633.6950815;-35.57807855764607
1739209633.6950934;-35.57807855764607
1739209633.6951053;-45.120503652039325
1739209633.695117;-33.981070128970906
1739209633.695129;-38.13080360867914
1739209633.6951408;-45.120503652039325
1739209633.6951525;-45.120503652039325
1739209633.6951644;-38.13080360867914
1739209633.6951764;-45.120503652039325
1739209633.695188;-38.13080360867914
1739209633.6952;-38.13080360867914
1739209633.695212;-35.57807855764607
1739209633.6952236;-38.13080360867914
1739209633.6952355;-45.120503652039325
1739209633.6952474;-45.120503652039325
1739209633.6952593;-33.981070128970906
1739209633.695271;-38.13080360867914
1739209633.695283;-38.13080360867914
1739209633.6952949;-45.120503652039325
1739209633.6953065;-45.120503652039325
1739209633.6953185;-38.13080360867914
1739209633.6953304;-45.120503652039325
1739209633.695342;-38.13080360867914
1739209633.695354;-45.120503652039325
1739209633.695366;-35.57807855764607
1739209633.6953776;-45.120503652039325
1739209633.6953895;-38.13080360867914
1739209633.6954014;-38.13080360867914
1739209633.695413;-38.13080360867914
1739209633.695425;-38.13080360867914
1739209633.695437;-38.13080360867914
1739209633.6954486;-38.13080360867914
1739209633.6954606;-45.120503652039325
1739209633.6954725;-45.120503652039325
1739209633.6954842;-45.120503652039325
1739209633.695496;-38.13080360867914
1739209633.695508;-45.120503652039325
1739209633.6955197;-38.13080360867914
1739209633.6955316;-45.120503652039325
1739209633.6955435;-38.13080360867914
1739209633.6955552;-32.816014438256545
1739209633.6955671;-38.13080360867914
1739209633.695579;-38.13080360867914
1739209633.6955907;-45.120503652039325
1739209633.6956027;-33.981070128970906
1739209633.6956146;-35.57807855764607
1739209633.6956263;-35.57807855764607
1739209633.6956382;-38.13080360867914
1739209633.69565;-45.120503652039325
1739209633.6956618;-38.13080360867914
1739209633.6956737;-45.120503652039325
1739209633.6956856;-38.13080360867914
1739209633.6956973;-45.120503652039325
1739209633.6957092;-45.120503652039325
1739209633.6957211;-45.120503652039325
1739209633.6957328;-45.120503652039325
1739209633.6957448;-45.120503652039325
1739209633.6957567;-45.120503652039325
1739209633.6957684;-35.57807855764607
1739209633.6957803;-45.120503652039325
1739209633.6957922;-32.816014438256545
1739209633.695804;-32.816014438256545
1739209633.6958158;-45.120503652039325
1739209633.6958277;-45.120503652039325
1739209633.6958396;-38.13080360867914
1739209633.6958513;-35.57807855764607
1739209633.6958632;-45.120503652039325
1739209633.6958752;-38.13080360867914
1739209633.6958869;-45.120503652039325
1739209633.6958988;-45.120503652039325
1739209633.6959107;-45.120503652039325
1739209633.6959224;-38.13080360867914
1739209633.6959343;-45.120503652039325
1739209633.6959462;-45.120503652039325
1739209633.695958;-38.13080360867914
1739209633.6959698;-38.13080360867914
1739209633.6959817;-45.120503652039325
1739209633.6959934;-45.120503652039325
1739209633.6960053;-38.13080360867914
1739209633.6960173;-38.13080360867914
1739209633.696029;-38.13080360867914
1739209633.6960409;-38.13080360867914
1739209633.6960528;-38.13080360867914
1739209633.6960645;-45.120503652039325
1739209633.6960764;-38.13080360867914
1739209633.6960883;-35.57807855764607
1739209633.6961;-45.120503652039325
1739209633.696112;-45.120503652039325
1739209633.6961238;-45.120503652039325
1739209633.6961355;-38.13080360867914
1739209633.6961474;-45.120503652039325
1739209633.6961594;-38.13080360867914
1739209633.696171;-45.120503652039325
1739209633.696183;-38.13080360867914
1739209633.696195;-35.57807855764607
1739209633.6962066;-38.13080360867914
1739209633.6962185;-45.120503652039325
1739209633.6962304;-45.120503652039325
1739209633.696242;-45.120503652039325
1739209633.696254;-45.120503652039325
1739209633.696266;-30.49652367304973
1739209633.6962776;-30.49652367304973
1739209633.6962895;-45.120503652039325
1739209633.6963015;-33.981070128970906
1739209633.6963131;-45.120503652039325
1739209633.696325;-35.57807855764607
1739209633.696337;-35.57807855764607
1739209633.696349;-38.13080360867914
1739209633.6963606;-45.120503652039325
1739209633.6963725;-45.120503652039325
1739209633.6963844;-35.57807855764607
1739209633.696396;-38.13080360867914
1739209633.696408;-45.120503652039325
1739209633.69642;-45.120503652039325
1739209633.6964316;-45.120503652039325
1739209633.6964436;-45.120503652039325
1739209633.6964555;-45.120503652039325
1739209633.6964672;-38.13080360867914
1739209633.696479;-38.13080360867914
1739209633.696491;-33.981070128970906
1739209633.6965027;-38.13080360867914
1739209633.6965146;-38.13080360867914
1739209633.6965265;-35.57807855764607
1739209633.6965382;-38.13080360867914
1739209633.6965501;-45.120503652039325
1739209633.696562;-35.57807855764607
1739209633.6965737;-38.13080360867914
1739209633.6965857;-38.13080360867914
1739209633.6965976;-45.120503652039325
1739209633.6966093;-35.57807855764607
1739209633.6966212;-38.13080360867914
1739209633.696633;-38.13080360867914
1739209633.6966448;-45.120503652039325
1739209633.6966567;-31.141103565318943
1739209633.6966686;-38.13080360867914
1739209633.6966803;-38.13080360867914
1739209633.6966922;-45.120503652039325
1739209633.6967041;-38.13080360867914
1739209633.6967158;-35.57807855764607
1739209633.6967278;-38.13080360867914
1739209633.6967397;-45.120503652039325
1739209633.6967514;-31.141103565318915
1739209633.6967633;-35.57807855764607
1739209633.6967752;-38.13080360867914
1739209633.6967869;-38.13080360867914
1739209633.6967988;-38.13080360867914
1739209633.6968107;-32.816014438256545
1739209633.6968224;-33.981070128970906
1739209633.6968343;-45.120503652039325
1739209633.6968462;-29.438486411369354
1739209633.696858;-38.13080360867914
1739209633.6968699;-38.13080360867914
1739209633.6968818;-45.120503652039325
1739209633.6968937;-45.120503652039325
1739209633.6969054;-32.816014438256545
1739209633.6969173;-33.981070128970906
1739209633.6969292;-45.120503652039325
1739209633.696941;-38.13080360867914
1739209633.6969528;-38.13080360867914
1739209633.6969647;-45.120503652039325
1739209633.6969764;-45.120503652039325
1739209633.6969883;-38.13080360867914
1739209633.6970003;-38.13080360867914
1739209633.697012;-45.120503652039325
1739209633.6970239;-45.120503652039325
1739209633.6970358;-38.13080360867914
1739209633.6970475;-35.57807855764607
1739209633.6970594;-38.13080360867914
1739209633.6970713;-38.13080360867914
1739209633.697083;-45.120503652039325
1739209633.697095;-38.13080360867914
1739209633.6971068;-35.57807855764607
1739209633.6971185;-45.120503652039325
1739209633.6971304;-38.13080360867914
1739209633.6971424;-45.120503652039325
1739209633.697154;-38.13080360867914
1739209633.697166;-45.120503652039325
1739209633.697178;-38.13080360867914
1739209633.6971896;-45.120503652039325
1739209633.6972015;-45.120503652039325
1739209633.6972134;-45.120503652039325
1739209633.697225;-45.120503652039325
1739209633.697237;-35.57807855764607
1739209633.697249;-38.13080360867914
1739209633.6972606;-38.13080360867914
1739209633.6972725;-38.13080360867914
1739209633.6972845;-35.57807855764607
1739209633.6972961;-38.13080360867914
1739209633.697308;-45.120503652039325
1739209633.69732;-38.13080360867914
1739209633.6973317;-38.13080360867914
1739209633.6973436;-38.13080360867914
1739209633.6973555;-38.13080360867914
1739209633.6973672;-45.120503652039325
1739209633.697379;-45.120503652039325
1739209633.697391;-38.13080360867914
1739209633.6974027;-33.981070128970906
1739209633.6974146;-38.13080360867914
1739209633.6974266;-35.57807855764607
1739209633.6974382;-38.13080360867914
1739209633.6974502;-38.13080360867914
1739209633.697462;-38.13080360867914
1739209633.697474;-38.13080360867914
1739209633.6974857;-45.120503652039325
1739209633.6974976;-38.13080360867914
1739209633.6975095;-38.13080360867914
1739209633.6975212;-45.120503652039325
1739209633.6975331;-45.120503652039325
1739209633.697545;-38.13080360867914
1739209633.6975567;-38.13080360867914
1739209633.6975687;-45.120503652039325
1739209633.6975806;-45.120503652039325
1739209633.6975923;-45.120503652039325
1739209633.6976042;-45.120503652039325
1739209633.697616;-45.120503652039325
1739209633.6976278;-38.13080360867914
1739209633.6976397;-38.13080360867914
1739209633.6976516;-45.120503652039325
1739209633.6976633;-32.816014438256545
1739209633.6976752;-45.120503652039325
1739209633.6976871;-45.120503652039325
1739209633.6976988;-33.981070128970906
1739209633.6977108;-33.981070128970906
1739209633.6977227;-38.13080360867914
1739209633.6977344;-45.120503652039325
1739209633.6977463;-38.13080360867914
1739209633.6977582;-45.120503652039325
1739209633.6977699;-38.13080360867914
1739209633.6977818;-38.13080360867914
1739209633.6977937;-45.120503652039325
1739209633.6978054;-38.13080360867914
1739209633.6978173;-35.57807855764607
1739209633.6978292;-45.120503652039325
1739209633.697841;-45.120503652039325
1739209633.6978528;-45.120503652039325
1739209633.6978648;-38.13080360867914
1739209633.6978765;-45.120503652039325
1739209633.6978884;-45.120503652039325
1739209633.6979003;-35.57807855764607
1739209633.697912;-32.816014438256545
1739209633.697924;-45.120503652039325
1739209633.6979358;-45.120503652039325
1739209633.6979475;-38.13080360867914
1739209633.6979594;-35.57807855764607
1739209633.6979713;-45.120503652039325
1739209633.697983;-38.13080360867914
1739209633.697995;-38.13080360867914
1739209633.6980069;-45.120503652039325
1739209633.6980188;-45.120503652039325
1739209633.6980305;-38.13080360867914
1739209633.6980424;-33.981070128970906
1739209633.6980543;-45.120503652039325
1739209633.698066;-45.120503652039325
1739209633.698078;-38.13080360867914
1739209633.6980898;-31.141103565318893
1739209633.6981015;-32.816014438256545
1739209633.6981134;-45.120503652039325
1739209633.6981254;-45.120503652039325
1739209633.698137;-45.120503652039325
1739209633.698149;-38.13080360867914
1739209633.698161;-45.120503652039325
1739209633.6981726;-45.120503652039325
1739209633.6981845;-45.120503652039325
1739209633.6981964;-45.120503652039325
1739209633.698208;-45.120503652039325
1739209633.69822;-45.120503652039325
1739209633.698232;-35.57807855764607
1739209633.6982436;-45.120503652039325
1739209633.6982555;-45.120503652039325
1739209633.6982675;-38.13080360867914
1739209633.6982791;-35.57807855764607
1739209633.698291;-33.981070128970906
1739209633.698303;-45.120503652039325
1739209633.6983147;-38.13080360867914
1739209633.6983266;-38.13080360867914
1739209633.6983385;-33.981070128970906
1739209633.6983502;-45.120503652039325
1739209633.698362;-38.13080360867914
1739209633.698374;-38.13080360867914
1739209633.6983857;-45.120503652039325
1739209633.6983976;-45.120503652039325
1739209633.6984096;-38.13080360867914
1739209633.6984212;-45.120503652039325
1739209633.6984332;-45.120503652039325
1739209633.698445;-45.120503652039325
1739209633.6984568;-45.120503652039325
1739209633.6984687;-45.120503652039325
1739209633.6984806;-45.120503652039325
1739209633.6984923;-45.120503652039325
1739209633.6985042;-45.120503652039325
1739209633.6985161;-32.816014438256545
1739209633.6985278;-38.13080360867914
1739209633.6985397;-45.120503652039325
1739209633.6985517;-38.13080360867914
1739209633.6985636;-35.57807855764607
1739209633.6985753;-27.267205301931607
1739209633.6985872;-45.120503652039325
1739209633.698599;-38.13080360867914
1739209633.6986108;-38.13080360867914
1739209633.6986227;-33.981070128970906
1739209633.6986346;-45.120503652039325
1739209633.6986463;-38.13080360867914
1739209633.6986582;-45.120503652039325
1739209633.6986701;-35.57807855764607
1739209633.6986818;-38.13080360867914
1739209633.6986938;-38.13080360867914
1739209633.6987057;-38.13080360867914
1739209633.6987174;-38.13080360867914
1739209633.6987293;-45.120503652039325
1739209633.6987412;-38.13080360867914
1739209633.6987529;-31.141103565318893
1739209633.6987648;-25.826314394896357
1739209633.6987767;-45.120503652039325
1739209633.6987884;-38.13080360867914
1739209633.6988003;-38.13080360867914
1739209633.6988122;-33.981070128970906
1739209633.698824;-45.120503652039325
1739209633.6988358;-35.57807855764607
1739209633.6988478;-45.120503652039325
1739209633.6988595;-45.120503652039325
1739209633.6988714;-45.120503652039325
1739209633.6988833;-45.120503652039325
1739209633.698895;-38.13080360867914
1739209633.698907;-45.120503652039325
1739209633.6989188;-45.120503652039325
1739209633.6989305;-45.120503652039325
1739209633.6989424;-35.57807855764607
1739209633.6989543;-31.141103565318915
1739209633.698966;-45.120503652039325
1739209633.698978;-38.13080360867914
1739209633.6989899;-32.816014438256545
1739209633.6990016;-31.141103565318915
1739209633.6990135;-45.120503652039325
1739209633.6990254;-38.13080360867914
1739209633.699037;-32.816014438256545
1739209633.699049;-33.981070128970906
1739209633.699061;-45.120503652039325
1739209633.6990726;-45.120503652039325
1739209633.6990845;-35.57807855764607
1739209633.6990964;-33.981070128970906
1739209633.6991084;-38.13080360867914
1739209633.69912;-45.120503652039325
1739209633.699132;-45.120503652039325
1739209633.699144;-33.981070128970906
1739209633.6991556;-38.13080360867914
1739209633.6991675;-45.120503652039325
1739209633.6991794;-35.57807855764607
1739209633.699191;-38.13080360867914
1739209633.699203;-45.120503652039325
1739209633.699215;-38.13080360867914
1739209633.6992266;-38.13080360867914
1739209633.6992385;-28.58837851428586
1739209633.6992505;-45.120503652039325
1739209633.6992621;-38.13080360867914
1739209633.699274;-45.120503652039325
1739209633.699286;-38.13080360867914
1739209633.6992977;-38.13080360867914
1739209633.6993096;-45.120503652039325
1739209633.6993215;-45.120503652039325
1739209633.6993332;-33.981070128970906
1739209633.699345;-38.13080360867914
1739209633.699357;-45.120503652039325
1739209633.6993687;-45.120503652039325
1739209633.6993806;-45.120503652039325
1739209633.6993926;-45.120503652039325
1739209633.6994042;-38.13080360867914
1739209633.6994162;-45.120503652039325
1739209633.699428;-33.981070128970906
1739209633.6994398;-38.13080360867914
1739209633.6994517;-38.13080360867914
1739209633.6994636;-35.57807855764607
1739209633.6994753;-32.816014438256545
1739209633.6994872;-38.13080360867914
1739209633.6994991;-45.120503652039325
1739209633.6995108;-33.981070128970906
1739209633.6995227;-45.120503652039325
1739209633.6995347;-38.13080360867914
1739209633.6995463;-38.13080360867914
1739209633.6995583;-45.120503652039325
1739209633.6995702;-38.13080360867914
1739209633.6995819;-45.120503652039325
1739209633.6995938;-38.13080360867914
1739209633.6996057;-45.120503652039325
1739209633.6996174;-45.120503652039325
1739209633.6996293;-45.120503652039325
1739209633.6996412;-38.13080360867914
1739209633.6996531;-45.120503652039325
1739209633.6996648;-45.120503652039325
1739209633.6996768;-38.13080360867914
1739209633.6996887;-38.13080360867914
1739209633.6997004;-45.120503652039325
1739209633.6997123;-38.13080360867914
1739209633.6997242;-35.57807855764607
1739209633.6997359;-38.13080360867914
1739209633.6997478;-45.120503652039325
1739209633.6997597;-38.13080360867914
1739209633.6997714;-45.120503652039325
1739209633.6997833;-45.120503652039325
1739209633.6997952;-45.120503652039325
1739209633.699807;-45.120503652039325
1739209633.6998188;-45.120503652039325
1739209633.6998308;-38.13080360867914
1739209633.6998425;-35.57807855764607
1739209633.6998544;-35.57807855764607
1739209633.6998663;-38.13080360867914
1739209633.699878;-45.120503652039325
1739209633.69989;-38.13080360867914
1739209633.6999018;-45.120503652039325
1739209633.6999135;-33.981070128970906
1739209633.6999254;-35.57807855764607
1739209633.6999373;-45.120503652039325
1739209633.699949;-38.13080360867914
1739209633.699961;-32.816014438256545
1739209633.6999729;-35.57807855764607
1739209633.6999846;-45.120503652039325
1739209633.6999965;-38.13080360867914
1739209633.7000084;-33.981070128970906
1739209633.70002;-45.120503652039325
1739209633.700032;-45.120503652039325
1739209633.700044;-38.13080360867914
1739209633.7000556;-38.13080360867914
1739209633.7000675;-45.120503652039325
1739209633.7000794;-45.120503652039325
1739209633.7000911;-45.120503652039325
1739209633.700103;-45.120503652039325
1739209633.700115;-45.120503652039325
1739209633.7001266;-33.981070128970906
1739209633.7001386;-45.120503652039325
1739209633.7001505;-38.13080360867914
1739209633.7001622;-35.57807855764607
1739209633.700174;-45.120503652039325
1739209633.700186;-45.120503652039325
1739209633.7001977;-38.13080360867914
1739209633.7002096;-45.120503652039325
1739209633.7002215;-38.13080360867914
1739209633.7002335;-38.13080360867914
1739209633.7002451;-45.120503652039325
1739209633.700257;-45.120503652039325
1739209633.700269;-45.120503652039325
1739209633.7002807;-45.120503652039325
1739209633.7002926;-45.120503652039325
1739209633.7003045;-45.120503652039325
1739209633.7003162;-45.120503652039325
1739209633.700328;-45.120503652039325
1739209633.70034;-32.816014438256545
1739209633.7003517;-38.13080360867914
1739209633.7003636;-45.120503652039325
1739209633.7003756;-32.816014438256545
1739209633.7003872;-38.13080360867914
1739209633.7003992;-45.120503652039325
1739209633.700411;-38.13080360867914
1739209633.7004228;-35.57807855764607
1739209633.7004347;-45.120503652039325
1739209633.7004466;-38.13080360867914
1739209633.7004583;-33.981070128970906
1739209633.7004702;-38.13080360867914
1739209633.7004821;-45.120503652039325
1739209633.7004938;-38.13080360867914
1739209633.7005057;-35.57807855764607
1739209633.7005177;-38.13080360867914
1739209633.7005293;-45.120503652039325
1739209633.7005413;-38.13080360867914
1739209633.7005532;-35.57807855764607
1739209633.7005649;-38.13080360867914
1739209633.7005768;-45.120503652039325
1739209633.7005887;-38.13080360867914
1739209633.7006004;-38.13080360867914
1739209633.7006123;-35.57807855764607
1739209633.7006242;-45.120503652039325
1739209633.700636;-38.13080360867914
1739209633.7006478;-38.13080360867914
1739209633.7006598;-33.981070128970906
1739209633.7006714;-45.120503652039325
1739209633.7006834;-38.13080360867914
1739209633.7006953;-35.57807855764607
1739209633.700707;-38.13080360867914
1739209633.7007189;-45.120503652039325
1739209633.7007308;-33.981070128970906
1739209633.7007425;-32.816014438256545
1739209633.7007544;-38.13080360867914
1739209633.7007663;-38.13080360867914
1739209633.7007782;-38.13080360867914
1739209633.70079;-35.57807855764607
1739209633.7008018;-38.13080360867914
1739209633.7008138;-45.120503652039325
1739209633.7008255;-35.57807855764607
1739209633.7008374;-38.13080360867914
1739209633.7008493;-33.981070128970906
1739209633.700861;-45.120503652039325
1739209633.700873;-38.13080360867914
1739209633.7008848;-33.981070128970906
1739209633.7008965;-38.13080360867914
1739209633.7009084;-45.120503652039325
1739209633.7009203;-38.13080360867914
1739209633.700932;-38.13080360867914
1739209633.700944;-45.120503652039325
1739209633.7009559;-38.13080360867914
1739209633.7009676;-38.13080360867914
1739209633.7009795;-35.57807855764607
1739209633.7009914;-38.13080360867914
1739209633.701003;-38.13080360867914
1739209633.701015;-35.57807855764607
1739209633.701027;-38.13080360867914
1739209633.7010386;-38.13080360867914
1739209633.7010505;-45.120503652039325
1739209633.7010624;-38.13080360867914
1739209633.7010741;-38.13080360867914
1739209633.701086;-33.981070128970906
1739209633.701098;-45.120503652039325
1739209633.7011096;-45.120503652039325
1739209633.7011216;-45.120503652039325
1739209633.7011335;-33.981070128970906
1739209633.7011452;-45.120503652039325
1739209633.701157;-32.81601443825658
1739209633.701169;-38.13080360867914
1739209633.7011807;-38.13080360867914
1739209633.7011926;-45.120503652039325
1739209633.7012045;-45.120503652039325
1739209633.7012162;-38.13080360867914
1739209633.7012281;-38.13080360867914
1739209633.70124;-45.120503652039325
1739209633.7012517;-28.992665084841942
1739209633.7012637;-38.13080360867914
1739209633.7012756;-38.13080360867914
1739209633.7012873;-45.120503652039325
1739209633.7012992;-38.13080360867914
1739209633.701311;-35.57807855764607
1739209633.701323;-38.13080360867914
1739209633.7013347;-38.13080360867914
1739209633.7013466;-33.981070128970906
1739209633.7013586;-33.981070128970906
1739209633.7013702;-33.981070128970906
1739209633.7013822;-45.120503652039325
1739209633.701394;-38.13080360867914
1739209633.7014058;-35.57807855764607
1739209633.7014177;-38.13080360867914
1739209633.7014296;-45.120503652039325
1739209633.7014413;-38.13080360867914
1739209633.7014532;-38.13080360867914
1739209633.7014651;-38.13080360867914
1739209633.7014768;-45.120503652039325
1739209633.7014887;-38.13080360867914
1739209633.7015007;-38.13080360867914
1739209633.7015123;-33.981070128970906
1739209633.7015243;-38.13080360867914
1739209633.7015362;-45.120503652039325
1739209633.7015479;-32.816014438256545
1739209633.7015598;-45.120503652039325
1739209633.7015717;-45.120503652039325
1739209633.7015834;-38.13080360867914
1739209633.7015953;-38.13080360867914
1739209633.7016072;-38.13080360867914
1739209633.701619;-38.13080360867914
1739209633.7016308;-31.141103565318915
1739209633.7016428;-33.981070128970906
1739209633.7016544;-38.13080360867914
1739209633.7016664;-45.120503652039325
1739209633.7016783;-38.13080360867914
1739209633.70169;-45.120503652039325
1739209633.7017019;-45.120503652039325
1739209633.7017138;-35.57807855764607
1739209633.7017255;-32.816014438256545
1739209633.7017374;-32.816014438256545
1739209633.7017493;-33.981070128970906
1739209633.701761;-38.13080360867914
1739209633.701773;-38.13080360867914
1739209633.7017848;-35.57807855764607
1739209633.7017965;-38.13080360867914
1739209633.7018085;-45.120503652039325
1739209633.7018204;-33.981070128970906
1739209633.701832;-31.141103565318915
1739209633.701844;-45.120503652039325
1739209633.701856;-45.120503652039325
1739209633.7018678;-45.120503652039325
1739209633.7018795;-45.120503652039325
1739209633.7018914;-38.13080360867914
1739209633.7019033;-38.13080360867914
1739209633.701915;-33.981070128970906
1739209633.701927;-45.120503652039325
1739209633.7019389;-45.120503652039325
1739209633.7019506;-35.57807855764607
1739209633.7019625;-45.120503652039325
1739209633.7019744;-45.120503652039325
1739209633.701986;-38.13080360867914
1739209633.701998;-32.816014438256545
1739209633.70201;-35.57807855764607
1739209633.7020216;-38.13080360867914
1739209633.7020335;-45.120503652039325
1739209633.7020454;-38.13080360867914
1739209633.7020571;-38.13080360867914
1739209633.702069;-45.120503652039325
1739209633.702081;-38.13080360867914
1739209633.7020926;-35.57807855764607
1739209633.7021046;-35.57807855764607
1739209633.7021165;-45.120503652039325
1739209633.7021282;-45.120503652039325
1739209633.70214;-38.13080360867914
1739209633.702152;-33.981070128970906
1739209633.7021637;-45.120503652039325
1739209633.7021756;-45.120503652039325
1739209633.7021875;-35.57807855764607
1739209633.7021992;-38.13080360867914
1739209633.7022111;-45.120503652039325
1739209633.702223;-38.13080360867914
1739209633.7022347;-38.13080360867914
1739209633.7022467;-45.120503652039325
1739209633.7022586;-45.120503652039325
1739209633.7022703;-38.13080360867914
1739209633.7022822;-45.120503652039325
1739209633.702294;-35.57807855764607
1739209633.7023058;-31.141103565318915
1739209633.7023177;-45.120503652039325
1739209633.7023296;-45.120503652039325
1739209633.7023413;-38.13080360867914
1739209633.7023532;-38.13080360867914
1739209633.7023652;-45.120503652039325
1739209633.7023768;-38.13080360867914
1739209633.7023888;-45.120503652039325
1739209633.7024007;-45.120503652039325
1739209633.7024126;-38.13080360867914
1739209633.7024243;-35.57807855764607
1739209633.7024362;-45.120503652039325
1739209633.7024481;-38.13080360867914
1739209633.7024598;-33.981070128970906
1739209633.7024717;-45.120503652039325
1739209633.7024837;-38.13080360867914
1739209633.7024953;-30.49652367304973
1739209633.7025073;-45.120503652039325
1739209633.7025192;-45.120503652039325
1739209633.7025309;-45.120503652039325
1739209633.7025428;-38.13080360867914
1739209633.7025547;-38.13080360867914
1739209633.7025664;-45.120503652039325
1739209633.7025783;-45.120503652039325
1739209633.7025902;-45.120503652039325
1739209633.702602;-45.120503652039325
1739209633.7026138;-45.120503652039325
1739209633.7026258;-45.120503652039325
1739209633.7026374;-38.13080360867914
1739209633.7026494;-35.57807855764607
1739209633.7026613;-38.13080360867914
1739209633.702673;-45.120503652039325
1739209633.7026849;-35.57807855764607
1739209633.7026968;-38.13080360867914
1739209633.7027085;-38.13080360867914
1739209633.7027204;-45.120503652039325
1739209633.7027323;-38.13080360867914
1739209633.702744;-45.120503652039325
1739209633.702756;-45.120503652039325
1739209633.7027678;-38.13080360867914
1739209633.7027795;-38.13080360867914
1739209633.7027915;-45.120503652039325
1739209633.7028034;-45.120503652039325
1739209633.702815;-45.120503652039325
1739209633.702827;-38.13080360867914
1739209633.702839;-38.13080360867914
1739209633.7028506;-38.13080360867914
1739209633.7028625;-33.981070128970906
1739209633.7028744;-45.120503652039325
1739209633.702886;-38.13080360867914
1739209633.702898;-35.57807855764607
1739209633.70291;-38.13080360867914
1739209633.7029216;-38.13080360867914
1739209633.7029335;-33.981070128970906
1739209633.7029455;-45.120503652039325
1739209633.7029572;-45.120503652039325
1739209633.702969;-38.13080360867914
1739209633.702981;-38.13080360867914
1739209633.702993;-38.13080360867914
1739209633.7030046;-38.13080360867914
1739209633.7030165;-35.57807855764607
1739209633.7030284;-35.57807855764607
1739209633.7030401;-45.120503652039325
1739209633.703052;-45.120503652039325
1739209633.703064;-45.120503652039325
1739209633.7030756;-33.981070128970906
1739209633.7030876;-45.120503652039325
1739209633.7030995;-45.120503652039325
1739209633.7031112;-45.120503652039325
1739209633.703123;-38.13080360867914
1739209633.703135;-38.13080360867914
1739209633.7031467;-45.120503652039325
1739209633.7031586;-35.57807855764607
