CAN Message; 0x77:bfc83fc8dcc8e520
1739209728.1870983;-33.981070128970906
1739209728.1871047;-45.120503652039325
1739209728.1871114;-45.120503652039325
1739209728.1871178;-45.120503652039325
1739209728.1871243;-38.13080360867914
1739209728.1871307;-45.120503652039325
1739209728.1871371;-45.120503652039325
1739209728.1871436;-45.120503652039325
1739209728.18715;-38.13080360867914
1739209728.1871564;-38.13080360867914
1739209728.1871629;-38.13080360867914
1739209728.1871696;-45.120503652039325
1739209728.187176;-38.13080360867914
1739209728.1871824;-38.13080360867914
1739209728.1871889;-45.120503652039325
1739209728.1871953;-45.120503652039325
1739209728.1872017;-45.120503652039325
1739209728.1872082;-45.120503652039325
1739209728.1872146;-38.13080360867914
1739209728.187221;-32.816014438256545
1739209728.1872277;-38.13080360867914
1739209728.1872342;-38.13080360867914
1739209728.1872406;-45.120503652039325
1739209728.187247;-38.13080360867914
1739209728.1872535;-33.981070128970906
1739209728.18726;-45.120503652039325
1739209728.1872663;-45.120503652039325
1739209728.1872728;-45.120503652039325
1739209728.1872792;-38.13080360867914
1739209728.187286;-38.13080360867914
1739209728.1872923;-33.981070128970906
1739209728.1872988;-33.981070128970906
1739209728.1873052;-29.438486411369347
1739209728.1873116;-38.13080360867914
1739209728.187318;-38.13080360867914
1739209728.1873245;-45.120503652039325
1739209728.187331;-45.120503652039325
1739209728.1873374;-38.13080360867914
1739209728.1873438;-38.13080360867914
1739209728.1873505;-31.141103565318915
1739209728.187357;-28.992665084841942
1739209728.1873634;-38.13080360867914
1739209728.1873698;-38.13080360867914
1739209728.1873763;-35.57807855764607
1739209728.1873827;-38.13080360867914
1739209728.1873891;-45.120503652039325
1739209728.1873956;-45.120503652039325
1739209728.187402;-35.57807855764607
1739209728.1874087;-38.13080360867914
1739209728.1874151;-45.120503652039325
1739209728.1874216;-33.981070128970906
1739209728.187428;-35.57807855764607
1739209728.1874344;-45.120503652039325
1739209728.1874409;-45.120503652039325
1739209728.1874473;-38.13080360867914
1739209728.1874537;-38.13080360867914
1739209728.1874602;-38.13080360867914
1739209728.1874669;-45.120503652039325
1739209728.1874733;-45.120503652039325
1739209728.1874797;-35.57807855764607
1739209728.1874862;-38.13080360867914
1739209728.1874926;-45.120503652039325
1739209728.187499;-33.981070128970906
1739209728.1875055;-33.981070128970906
1739209728.187512;-27.877744956031414
1739209728.1875184;-45.120503652039325
1739209728.1875248;-38.13080360867914
1739209728.1875315;-38.13080360867914
1739209728.187538;-33.981070128970906
1739209728.1875443;-38.13080360867914
1739209728.1875508;-35.57807855764607
1739209728.1875572;-33.981070128970906
1739209728.1875637;-28.992665084841942
1739209728.18757;-38.13080360867914
1739209728.1875765;-38.13080360867914
1739209728.187583;-38.13080360867914
1739209728.1875896;-45.120503652039325
1739209728.187596;-45.120503652039325
1739209728.1876025;-45.120503652039325
1739209728.187609;-32.816014438256545
1739209728.1876154;-33.981070128970906
1739209728.1876218;-45.120503652039325
1739209728.1876283;-33.981070128970906
1739209728.1876347;-45.120503652039325
1739209728.1876411;-38.13080360867914
1739209728.1876478;-38.13080360867914
1739209728.1876543;-45.120503652039325
1739209728.1876607;-35.57807855764607
1739209728.1876671;-38.13080360867914
1739209728.1876736;-45.120503652039325
1739209728.18768;-38.13080360867914
1739209728.1876864;-35.57807855764607
1739209728.1876929;-38.13080360867914
1739209728.1876993;-45.120503652039325
1739209728.1877058;-38.13080360867914
1739209728.1877124;-38.13080360867914
1739209728.1877189;-45.120503652039325
1739209728.1877253;-45.120503652039325
1739209728.1877317;-45.120503652039325
1739209728.1877382;-45.120503652039325
1739209728.1877446;-33.981070128970906
1739209728.187751;-45.120503652039325
1739209728.1877575;-38.13080360867914
1739209728.187764;-35.57807855764607
1739209728.1877706;-45.120503652039325
1739209728.187777;-45.120503652039325
1739209728.1877835;-45.120503652039325
1739209728.18779;-38.13080360867914
1739209728.1877964;-33.981070128970906
1739209728.1878028;-45.120503652039325
1739209728.1878092;-38.13080360867914
1739209728.1878157;-32.816014438256545
1739209728.187822;-31.141103565318915
1739209728.1878288;-38.13080360867914
1739209728.1878352;-38.13080360867914
1739209728.1878417;-45.120503652039325
1739209728.187848;-45.120503652039325
1739209728.1878545;-45.120503652039325
1739209728.187861;-38.13080360867914
1739209728.1878674;-32.816014438256545
1739209728.1878738;-33.981070128970906
1739209728.1878803;-45.120503652039325
1739209728.1878867;-33.981070128970906
1739209728.1878934;-35.57807855764607
1739209728.1878998;-38.13080360867914
1739209728.1879063;-45.120503652039325
1739209728.1879127;-38.13080360867914
1739209728.1879191;-45.120503652039325
1739209728.1879256;-38.13080360867914
1739209728.187932;-38.13080360867914
1739209728.1879385;-38.13080360867914
1739209728.187945;-35.57807855764607
1739209728.1879516;-38.13080360867914
1739209728.187958;-45.120503652039325
1739209728.1879644;-38.13080360867914
1739209728.1879709;-32.816014438256545
1739209728.1879773;-38.13080360867914
1739209728.1879838;-45.120503652039325
1739209728.1879902;-45.120503652039325
1739209728.1879966;-38.13080360867914
1739209728.188003;-35.57807855764607
1739209728.1880097;-38.13080360867914
1739209728.1880162;-38.13080360867914
1739209728.1880226;-38.13080360867914
1739209728.188029;-45.120503652039325
1739209728.1880355;-33.981070128970906
1739209728.188042;-38.13080360867914
1739209728.1880484;-45.120503652039325
1739209728.1880548;-45.120503652039325
1739209728.1880612;-45.120503652039325
1739209728.188068;-38.13080360867914
1739209728.1880744;-45.120503652039325
1739209728.1880808;-33.981070128970906
1739209728.1880872;-38.13080360867914
1739209728.1880937;-45.120503652039325
1739209728.1881;-45.120503652039325
1739209728.1881065;-38.13080360867914
1739209728.188113;-38.13080360867914
1739209728.1881194;-45.120503652039325
1739209728.1881258;-45.120503652039325
1739209728.1881325;-38.13080360867914
1739209728.188139;-32.816014438256545
1739209728.1881454;-38.13080360867914
1739209728.1881518;-38.13080360867914
1739209728.1881583;-45.120503652039325
1739209728.1881647;-32.816014438256545
1739209728.1881711;-35.57807855764607
1739209728.1881776;-45.120503652039325
1739209728.188184;-38.13080360867914
1739209728.1881907;-35.57807855764607
1739209728.1881971;-38.13080360867914
1739209728.1882036;-45.120503652039325
1739209728.18821;-38.13080360867914
1739209728.1882164;-45.120503652039325
1739209728.188223;-45.120503652039325
1739209728.1882293;-45.120503652039325
1739209728.1882358;-45.120503652039325
1739209728.1882422;-45.120503652039325
1739209728.1882489;-45.120503652039325
1739209728.1882553;-45.120503652039325
1739209728.1882617;-38.13080360867914
1739209728.1882682;-32.816014438256545
1739209728.1882746;-45.120503652039325
1739209728.188281;-38.13080360867914
1739209728.1882875;-38.13080360867914
1739209728.188294;-33.981070128970906
1739209728.1883004;-35.57807855764607
1739209728.1883068;-38.13080360867914
1739209728.1883135;-38.13080360867914
1739209728.18832;-45.120503652039325
1739209728.1883264;-35.57807855764607
1739209728.1883328;-35.57807855764607
1739209728.1883392;-33.981070128970906
1739209728.1883457;-33.981070128970956
1739209728.188352;-35.57807855764607
1739209728.1883585;-35.57807855764607
1739209728.188365;-38.13080360867914
1739209728.1883717;-45.120503652039325
1739209728.188378;-45.120503652039325
1739209728.1883845;-33.981070128970906
1739209728.188391;-45.120503652039325
1739209728.1883974;-32.816014438256545
1739209728.1884038;-35.57807855764607
1739209728.1884103;-45.120503652039325
1739209728.1884167;-45.120503652039325
1739209728.1884232;-45.120503652039325
1739209728.1884298;-38.13080360867914
1739209728.1884363;-35.57807855764607
1739209728.1884427;-38.13080360867914
1739209728.1884491;-45.120503652039325
1739209728.1884556;-35.57807855764607
1739209728.188462;-38.13080360867914
1739209728.1884685;-45.120503652039325
1739209728.188475;-38.13080360867914
1739209728.1884813;-38.13080360867914
1739209728.1884878;-38.13080360867914
1739209728.1884944;-38.13080360867914
1739209728.188501;-38.13080360867914
1739209728.1885073;-35.57807855764607
1739209728.1885138;-38.13080360867914
1739209728.1885202;-38.13080360867914
1739209728.1885266;-38.13080360867914
1739209728.188533;-45.120503652039325
1739209728.1885395;-35.57807855764607
1739209728.188546;-45.120503652039325
1739209728.1885526;-33.981070128970906
1739209728.188559;-33.981070128970906
1739209728.1885655;-45.120503652039325
1739209728.188572;-45.120503652039325
1739209728.1885784;-45.120503652039325
1739209728.1885848;-33.981070128970906
1739209728.1885912;-38.13080360867914
1739209728.1885977;-38.13080360867914
1739209728.188604;-45.120503652039325
1739209728.1886108;-45.120503652039325
1739209728.1886172;-38.13080360867914
1739209728.1886237;-38.13080360867914
1739209728.18863;-45.120503652039325
1739209728.1886365;-33.981070128970906
1739209728.188643;-45.120503652039325
1739209728.1886494;-45.120503652039325
1739209728.1886559;-35.57807855764607
1739209728.1886623;-38.13080360867914
1739209728.1886687;-45.120503652039325
1739209728.1886754;-38.13080360867914
1739209728.1886818;-45.120503652039325
1739209728.1886883;-45.120503652039325
1739209728.1886947;-45.120503652039325
1739209728.1887012;-45.120503652039325
1739209728.1887076;-38.13080360867914
1739209728.188714;-33.981070128970906
1739209728.1887205;-45.120503652039325
1739209728.188727;-38.13080360867914
1739209728.1887336;-45.120503652039325
1739209728.18874;-35.57807855764607
1739209728.1887465;-38.13080360867914
1739209728.188753;-45.120503652039325
1739209728.1887593;-35.57807855764607
1739209728.1887658;-45.120503652039325
1739209728.1887722;-45.120503652039325
1739209728.1887786;-45.120503652039325
1739209728.188785;-45.120503652039325
1739209728.1887918;-45.120503652039325
1739209728.1887982;-45.120503652039325
1739209728.1888046;-45.120503652039325
1739209728.188811;-45.120503652039325
1739209728.1888175;-45.120503652039325
1739209728.188824;-45.120503652039325
1739209728.1888304;-38.13080360867914
1739209728.1888368;-45.120503652039325
1739209728.1888433;-38.13080360867914
1739209728.1888497;-35.57807855764607
1739209728.1888564;-38.13080360867914
1739209728.1888628;-45.120503652039325
1739209728.1888692;-38.13080360867914
1739209728.1888757;-38.13080360867914
1739209728.188882;-45.120503652039325
1739209728.1888885;-45.120503652039325
1739209728.188895;-38.13080360867914
1739209728.1889014;-38.13080360867914
1739209728.1889079;-45.120503652039325
1739209728.1889145;-35.57807855764607
1739209728.188921;-45.120503652039325
1739209728.1889274;-45.120503652039325
1739209728.1889338;-45.120503652039325
1739209728.1889403;-45.120503652039325
1739209728.1889467;-38.13080360867914
1739209728.1889532;-45.120503652039325
1739209728.1889596;-38.13080360867914
1739209728.188966;-45.120503652039325
1739209728.1889727;-38.13080360867914
1739209728.1889791;-32.816014438256545
1739209728.1889856;-45.120503652039325
1739209728.188992;-45.120503652039325
1739209728.1889985;-38.13080360867914
1739209728.189005;-35.57807855764607
1739209728.1890113;-45.120503652039325
1739209728.1890178;-45.120503652039325
1739209728.1890242;-35.57807855764607
1739209728.189031;-35.57807855764607
1739209728.1890373;-38.13080360867914
1739209728.1890438;-38.13080360867914
1739209728.1890502;-45.120503652039325
1739209728.1890566;-45.120503652039325
1739209728.189063;-45.120503652039325
1739209728.1890695;-45.120503652039325
1739209728.189076;-45.120503652039325
1739209728.1890824;-38.13080360867914
1739209728.1890888;-32.816014438256545
1739209728.1890955;-45.120503652039325
1739209728.189102;-35.57807855764607
1739209728.1891084;-35.57807855764607
1739209728.1891148;-38.13080360867914
1739209728.1891212;-45.120503652039325
1739209728.1891277;-28.992665084841942
1739209728.1891341;-25.826314394896354
1739209728.1891406;-45.120503652039325
1739209728.189147;-38.13080360867914
1739209728.1891537;-38.13080360867914
1739209728.18916;-35.57807855764607
1739209728.1891665;-35.57807855764607
1739209728.189173;-32.816014438256545
1739209728.1891794;-45.120503652039325
1739209728.1891859;-45.120503652039325
1739209728.1891923;-33.981070128970906
1739209728.1891987;-38.13080360867914
1739209728.1892052;-45.120503652039325
1739209728.1892118;-45.120503652039325
1739209728.1892183;-33.981070128970906
1739209728.1892247;-45.120503652039325
1739209728.1892312;-35.57807855764607
1739209728.1892376;-32.816014438256545
1739209728.189244;-45.120503652039325
1739209728.1892505;-45.120503652039325
1739209728.189257;-38.13080360867914
1739209728.1892633;-45.120503652039325
1739209728.1892698;-38.13080360867914
1739209728.1892765;-38.13080360867914
1739209728.189283;-38.13080360867914
1739209728.1892893;-32.816014438256545
1739209728.1892958;-38.13080360867914
1739209728.1893022;-38.13080360867914
1739209728.1893086;-45.120503652039325
1739209728.189315;-38.13080360867914
1739209728.1893215;-45.120503652039325
1739209728.189328;-45.120503652039325
1739209728.1893346;-45.120503652039325
1739209728.189341;-35.57807855764607
1739209728.1893475;-45.120503652039325
1739209728.189354;-35.57807855764607
1739209728.1893604;-45.120503652039325
1739209728.1893668;-45.120503652039325
1739209728.1893733;-38.13080360867914
1739209728.1893797;-38.13080360867914
1739209728.1893861;-45.120503652039325
1739209728.1893928;-28.58837851428586
1739209728.1893992;-38.13080360867914
1739209728.1894057;-35.57807855764607
1739209728.189412;-38.13080360867914
1739209728.1894186;-35.57807855764607
1739209728.189425;-45.120503652039325
1739209728.1894314;-45.120503652039325
1739209728.1894379;-38.13080360867914
1739209728.1894443;-38.13080360867914
1739209728.1894507;-45.120503652039325
1739209728.1894574;-45.120503652039325
1739209728.1894639;-45.120503652039325
1739209728.1894703;-38.13080360867914
1739209728.1894767;-38.13080360867914
1739209728.1894832;-45.120503652039325
1739209728.1894896;-45.120503652039325
1739209728.189496;-35.57807855764607
1739209728.1895025;-35.57807855764607
1739209728.189509;-45.120503652039325
1739209728.1895156;-38.13080360867914
1739209728.189522;-45.120503652039325
1739209728.1895285;-45.120503652039325
1739209728.189535;-45.120503652039325
1739209728.1895413;-45.120503652039325
1739209728.1895478;-28.58837851428586
1739209728.1895542;-35.57807855764607
1739209728.1895607;-45.120503652039325
1739209728.189567;-45.120503652039325
1739209728.1895738;-35.57807855764607
1739209728.1895802;-38.13080360867914
1739209728.1895866;-45.120503652039325
1739209728.189593;-38.13080360867914
1739209728.1895995;-38.13080360867914
1739209728.189606;-45.120503652039325
1739209728.1896124;-45.120503652039325
1739209728.1896188;-32.816014438256545
1739209728.1896253;-38.13080360867914
1739209728.1896317;-38.13080360867914
1739209728.1896384;-45.120503652039325
1739209728.1896448;-33.981070128970906
1739209728.1896513;-38.13080360867914
1739209728.1896577;-38.13080360867914
1739209728.1896641;-45.120503652039325
1739209728.1896706;-45.120503652039325
1739209728.189677;-35.57807855764607
1739209728.1896834;-45.120503652039325
1739209728.1896899;-45.120503652039325
1739209728.1896966;-33.981070128970906
1739209728.189703;-38.13080360867914
1739209728.1897094;-45.120503652039325
1739209728.1897159;-45.120503652039325
1739209728.1897223;-45.120503652039325
1739209728.1897287;-38.13080360867914
1739209728.1897352;-38.13080360867914
1739209728.1897416;-45.120503652039325
1739209728.189748;-38.13080360867914
1739209728.1897547;-38.13080360867914
1739209728.1897612;-38.13080360867914
1739209728.1897676;-45.120503652039325
1739209728.189774;-45.120503652039325
1739209728.1897805;-38.13080360867914
1739209728.189787;-45.120503652039325
1739209728.1897933;-45.120503652039325
1739209728.1897998;-45.120503652039325
1739209728.1898062;-45.120503652039325
1739209728.189813;-33.981070128970906
1739209728.1898193;-35.57807855764607
1739209728.1898258;-45.120503652039325
1739209728.1898322;-38.13080360867914
1739209728.1898386;-35.57807855764607
1739209728.189845;-45.120503652039325
1739209728.1898515;-45.120503652039325
1739209728.189858;-45.120503652039325
1739209728.1898644;-38.13080360867914
1739209728.1898708;-45.120503652039325
1739209728.1898775;-45.120503652039325
1739209728.189884;-45.120503652039325
1739209728.1898904;-45.120503652039325
1739209728.1898968;-45.120503652039325
1739209728.1899033;-45.120503652039325
1739209728.1899097;-45.120503652039325
1739209728.1899161;-38.13080360867914
1739209728.1899226;-45.120503652039325
1739209728.189929;-45.120503652039325
1739209728.1899357;-38.13080360867914
1739209728.1899421;-35.57807855764607
1739209728.1899486;-35.57807855764607
1739209728.189955;-45.120503652039325
1739209728.1899614;-45.120503652039325
1739209728.1899679;-33.981070128970906
1739209728.1899743;-38.13080360867914
1739209728.1899807;-45.120503652039325
1739209728.1899872;-45.120503652039325
1739209728.1899939;-38.13080360867914
1739209728.1900003;-38.13080360867914
1739209728.1900067;-35.57807855764607
1739209728.1900132;-38.13080360867914
1739209728.1900196;-45.120503652039325
1739209728.190026;-45.120503652039325
1739209728.1900325;-45.120503652039325
1739209728.190039;-45.120503652039325
1739209728.1900454;-38.13080360867914
1739209728.1900518;-38.13080360867914
1739209728.1900585;-45.120503652039325
1739209728.190065;-38.13080360867914
1739209728.1900713;-30.49652367304973
1739209728.1900778;-28.58837851428586
1739209728.1900842;-45.120503652039325
1739209728.1900907;-45.120503652039325
1739209728.190097;-45.120503652039325
1739209728.1901035;-45.120503652039325
1739209728.19011;-45.120503652039325
1739209728.1901166;-35.57807855764607
1739209728.190123;-38.13080360867914
1739209728.1901295;-45.120503652039325
1739209728.190136;-35.57807855764607
1739209728.1901424;-35.57807855764607
1739209728.1901488;-45.120503652039325
1739209728.1901553;-45.120503652039325
1739209728.1901617;-33.981070128970906
1739209728.1901681;-38.13080360867914
1739209728.1901748;-28.992665084841942
1739209728.1901813;-33.981070128970906
1739209728.1901877;-45.120503652039325
1739209728.1901941;-35.57807855764607
1739209728.1902006;-35.57807855764607
1739209728.190207;-38.13080360867914
1739209728.1902134;-38.13080360867914
1739209728.1902199;-35.57807855764607
1739209728.1902263;-38.13080360867914
1739209728.1902328;-33.981070128970956
1739209728.1902394;-45.120503652039325
1739209728.1902459;-38.13080360867914
1739209728.1902523;-45.120503652039325
1739209728.1902587;-45.120503652039325
1739209728.1902652;-35.57807855764607
1739209728.1902716;-35.57807855764607
1739209728.190278;-30.49652367304973
1739209728.1902845;-28.992665084841942
1739209728.190291;-45.120503652039325
1739209728.1902976;-45.120503652039325
1739209728.190304;-38.13080360867914
1739209728.1903105;-45.120503652039325
1739209728.190317;-38.13080360867914
1739209728.1903234;-45.120503652039325
1739209728.1903298;-38.13080360867914
1739209728.1903362;-38.13080360867914
1739209728.1903427;-45.120503652039325
1739209728.190349;-45.120503652039325
1739209728.1903558;-45.120503652039325
1739209728.1903622;-45.120503652039325
1739209728.1903687;-45.120503652039325
1739209728.190375;-45.120503652039325
1739209728.1903815;-45.120503652039325
1739209728.190388;-38.13080360867914
1739209728.1903944;-35.57807855764607
1739209728.1904008;-35.57807855764607
1739209728.1904073;-38.13080360867914
1739209728.1904137;-45.120503652039325
1739209728.1904204;-38.13080360867914
1739209728.1904268;-45.120503652039325
1739209728.1904333;-38.13080360867914
1739209728.1904397;-28.21854285175415
1739209728.1904461;-45.120503652039325
1739209728.1904526;-45.120503652039325
1739209728.190459;-35.57807855764607
1739209728.1904655;-35.57807855764607
1739209728.190472;-45.120503652039325
1739209728.1904786;-38.13080360867914
1739209728.190485;-45.120503652039325
1739209728.1904914;-38.13080360867914
1739209728.1904979;-45.120503652039325
1739209728.1905043;-45.120503652039325
1739209728.1905107;-45.120503652039325
1739209728.1905172;-38.13080360867914
1739209728.1905236;-38.13080360867914
1739209728.19053;-45.120503652039325
1739209728.1905367;-38.13080360867914
1739209728.1905432;-32.816014438256545
1739209728.1905496;-45.120503652039325
1739209728.190556;-45.120503652039325
1739209728.1905625;-45.120503652039325
1739209728.190569;-45.120503652039325
1739209728.1905754;-45.120503652039325
1739209728.1905818;-38.13080360867914
1739209728.1905882;-38.13080360867914
1739209728.190595;-35.57807855764607
1739209728.1906013;-38.13080360867914
1739209728.1906078;-38.13080360867914
1739209728.1906142;-45.120503652039325
1739209728.1906207;-35.57807855764607
1739209728.190627;-38.13080360867914
1739209728.1906335;-38.13080360867914
1739209728.19064;-38.13080360867914
1739209728.1906464;-45.120503652039325
1739209728.1906528;-38.13080360867914
1739209728.1906595;-38.13080360867914
1739209728.190666;-38.13080360867914
1739209728.1906724;-45.120503652039325
1739209728.1906788;-38.13080360867914
1739209728.1906853;-45.120503652039325
1739209728.1906917;-45.120503652039325
1739209728.1906981;-33.981070128970906
1739209728.1907046;-35.57807855764607
1739209728.190711;-38.13080360867914
1739209728.1907177;-38.13080360867914
1739209728.1907241;-35.57807855764607
1739209728.1907306;-38.13080360867914
1739209728.190737;-38.13080360867914
1739209728.1907434;-38.13080360867914
1739209728.19075;-45.120503652039325
1739209728.1907563;-45.120503652039325
1739209728.1907628;-35.57807855764607
1739209728.1907692;-38.13080360867914
1739209728.1907759;-45.120503652039325
1739209728.1907823;-38.13080360867914
1739209728.1907887;-32.816014438256545
1739209728.1907952;-38.13080360867914
1739209728.1908016;-45.120503652039325
1739209728.190808;-38.13080360867914
1739209728.1908145;-35.57807855764607
1739209728.190821;-38.13080360867914
1739209728.1908274;-45.120503652039325
1739209728.1908338;-45.120503652039325
1739209728.1908405;-35.57807855764607
1739209728.190847;-38.13080360867914
1739209728.1908534;-45.120503652039325
1739209728.1908598;-31.141103565318915
1739209728.1908662;-38.13080360867914
1739209728.1908727;-45.120503652039325
1739209728.190879;-38.13080360867914
1739209728.1908855;-33.981070128970906
1739209728.190892;-38.13080360867914
1739209728.1908987;-38.13080360867914
1739209728.190905;-38.13080360867914
1739209728.1909115;-33.981070128970906
1739209728.190918;-38.13080360867914
1739209728.1909244;-33.981070128970906
1739209728.1909308;-45.120503652039325
1739209728.1909373;-45.120503652039325
1739209728.1909437;-45.120503652039325
1739209728.1909502;-38.13080360867914
1739209728.1909568;-38.13080360867914
1739209728.1909633;-38.13080360867914
1739209728.1909697;-45.120503652039325
1739209728.1909761;-38.13080360867914
1739209728.1909826;-38.13080360867914
1739209728.190989;-38.13080360867914
1739209728.1909955;-45.120503652039325
1739209728.191002;-38.13080360867914
1739209728.1910083;-45.120503652039325
1739209728.1910148;-45.120503652039325
1739209728.1910214;-38.13080360867914
1739209728.1910279;-32.816014438256545
1739209728.1910343;-38.13080360867914
1739209728.1910408;-33.981070128970906
1739209728.1910472;-38.13080360867914
1739209728.1910536;-38.13080360867914
1739209728.19106;-35.57807855764607
1739209728.1910665;-33.981070128970906
1739209728.191073;-45.120503652039325
1739209728.1910796;-45.120503652039325
1739209728.191086;-45.120503652039325
1739209728.1910925;-45.120503652039325
1739209728.191099;-45.120503652039325
1739209728.1911054;-35.57807855764607
1739209728.1911118;-32.816014438256545
1739209728.1911182;-31.141103565318915
1739209728.1911247;-38.13080360867914
1739209728.191131;-38.13080360867914
1739209728.1911378;-45.120503652039325
1739209728.1911442;-38.13080360867914
1739209728.1911507;-45.120503652039325
1739209728.191157;-45.120503652039325
1739209728.1911635;-38.13080360867914
1739209728.19117;-30.49652367304973
1739209728.1911764;-45.120503652039325
1739209728.1911829;-38.13080360867914
1739209728.1911893;-38.13080360867914
1739209728.1911957;-45.120503652039325
1739209728.1912024;-45.120503652039325
1739209728.1912088;-45.120503652039325
1739209728.1912153;-45.120503652039325
1739209728.1912217;-33.981070128970906
1739209728.1912282;-38.13080360867914
1739209728.1912346;-38.13080360867914
1739209728.191241;-45.120503652039325
1739209728.1912475;-31.141103565318915
1739209728.191254;-38.13080360867914
1739209728.1912606;-45.120503652039325
1739209728.191267;-38.13080360867914
1739209728.1912735;-38.13080360867914
1739209728.19128;-45.120503652039325
1739209728.1912863;-33.981070128970906
1739209728.1912928;-45.120503652039325
1739209728.1912992;-38.13080360867914
1739209728.1913056;-35.57807855764607
1739209728.191312;-38.13080360867914
1739209728.1913188;-38.13080360867914
1739209728.1913252;-45.120503652039325
1739209728.1913316;-45.120503652039325
1739209728.191338;-45.120503652039325
1739209728.1913445;-38.13080360867914
1739209728.191351;-38.13080360867914
1739209728.1913574;-35.57807855764607
1739209728.1913638;-38.13080360867914
1739209728.1913702;-45.120503652039325
1739209728.1913767;-27.267205301931607
1739209728.1913834;-30.49652367304973
1739209728.1913898;-45.120503652039325
1739209728.1913962;-45.120503652039325
1739209728.1914027;-38.13080360867914
1739209728.191409;-35.57807855764607
1739209728.1914155;-38.13080360867914
1739209728.191422;-45.120503652039325
1739209728.1914284;-38.13080360867914
1739209728.1914349;-35.57807855764607
1739209728.1914415;-45.120503652039325
1739209728.191448;-45.120503652039325
1739209728.1914544;-38.13080360867914
1739209728.1914608;-38.13080360867914
1739209728.1914673;-45.120503652039325
1739209728.1914737;-45.120503652039325
1739209728.1914802;-45.120503652039325
