CAN Message; 0x24:023de23339658b2f
Timestamp;Amplitude
1739209822.7844121;-45.120503652039325
1739209822.7844152;-38.13080360867914
1739209822.784418;-38.13080360867914
1739209822.784421;-33.981070128970906
1739209822.784424;-45.120503652039325
1739209822.784427;-45.120503652039325
1739209822.7844298;-38.13080360867914
1739209822.7844326;-45.120503652039325
1739209822.7844357;-45.120503652039325
1739209822.7844386;-45.120503652039325
1739209822.7844415;-45.120503652039325
1739209822.7844446;-45.120503652039325
1739209822.7844474;-45.120503652039325
1739209822.7844503;-38.13080360867914
1739209822.7844534;-45.120503652039325
1739209822.7844563;-38.13080360867914
1739209822.784459;-38.13080360867914
1739209822.7844622;-45.120503652039325
1739209822.784465;-45.120503652039325
1739209822.784468;-45.120503652039325
1739209822.7844708;-33.981070128970906
1739209822.784474;-45.120503652039325
1739209822.7844768;-33.981070128970906
1739209822.7844796;-38.13080360867914
1739209822.7844827;-38.13080360867914
1739209822.7844856;-38.13080360867914
1739209822.7844884;-45.120503652039325
1739209822.7844915;-45.120503652039325
1739209822.7844944;-38.13080360867914
1739209822.7844973;-35.57807855764607
1739209822.7845004;-45.120503652039325
1739209822.7845032;-45.120503652039325
1739209822.784506;-32.816014438256545
1739209822.784509;-32.816014438256545
1739209822.784512;-45.120503652039325
1739209822.784515;-38.13080360867914
1739209822.7845178;-38.13080360867914
1739209822.7845209;-45.120503652039325
1739209822.7845237;-45.120503652039325
1739209822.7845266;-45.120503652039325
1739209822.7845297;-45.120503652039325
1739209822.7845325;-38.13080360867914
1739209822.7845354;-45.120503652039325
1739209822.7845385;-45.120503652039325
1739209822.7845414;-45.120503652039325
1739209822.7845442;-45.120503652039325
1739209822.7845473;-45.120503652039325
1739209822.7845502;-45.120503652039325
1739209822.784553;-38.13080360867914
1739209822.784556;-45.120503652039325
1739209822.784559;-35.57807855764607
1739209822.7845619;-45.120503652039325
1739209822.7845647;-35.57807855764607
1739209822.7845678;-35.57807855764607
1739209822.7845707;-38.13080360867914
1739209822.7845736;-38.13080360867914
1739209822.7845767;-45.120503652039325
1739209822.7845795;-33.981070128970906
1739209822.7845824;-45.120503652039325
1739209822.7845855;-38.13080360867914
1739209822.7845883;-45.120503652039325
1739209822.7845912;-45.120503652039325
1739209822.784594;-45.120503652039325
1739209822.7845972;-45.120503652039325
1739209822.7846;-45.120503652039325
1739209822.7846029;-45.120503652039325
1739209822.784606;-33.981070128970906
1739209822.7846088;-38.13080360867914
1739209822.7846117;-45.120503652039325
1739209822.7846148;-45.120503652039325
1739209822.7846177;-38.13080360867914
1739209822.7846205;-38.13080360867914
1739209822.7846236;-38.13080360867914
1739209822.7846265;-38.13080360867914
1739209822.7846293;-35.57807855764607
1739209822.7846322;-38.13080360867914
1739209822.7846353;-31.141103565318893
1739209822.7846382;-29.438486411369333
1739209822.784641;-45.120503652039325
1739209822.7846441;-45.120503652039325
1739209822.784647;-38.13080360867914
1739209822.7846498;-35.57807855764607
1739209822.784653;-45.120503652039325
1739209822.7846558;-38.13080360867914
1739209822.7846587;-45.120503652039325
1739209822.7846618;-45.120503652039325
1739209822.7846646;-45.120503652039325
1739209822.7846675;-45.120503652039325
1739209822.7846704;-45.120503652039325
1739209822.7846735;-45.120503652039325
1739209822.7846763;-45.120503652039325
1739209822.7846792;-45.120503652039325
1739209822.7846823;-32.816014438256545
1739209822.7846851;-32.816014438256545
1739209822.784688;-45.120503652039325
1739209822.784691;-45.120503652039325
1739209822.784694;-38.13080360867914
1739209822.7846968;-32.816014438256545
1739209822.7847;-38.13080360867914
1739209822.7847028;-45.120503652039325
1739209822.7847056;-38.13080360867914
1739209822.7847085;-35.57807855764607
1739209822.7847116;-45.120503652039325
1739209822.7847145;-45.120503652039325
1739209822.7847173;-35.57807855764607
1739209822.7847204;-35.57807855764607
1739209822.7847233;-45.120503652039325
1739209822.7847261;-38.13080360867914
1739209822.7847292;-38.13080360867914
1739209822.784732;-45.120503652039325
1739209822.784735;-45.120503652039325
1739209822.784738;-45.120503652039325
1739209822.784741;-45.120503652039325
1739209822.7847438;-45.120503652039325
1739209822.7847466;-38.13080360867914
1739209822.7847497;-45.120503652039325
1739209822.7847526;-31.141103565318893
1739209822.7847555;-28.58837851428586
1739209822.7847586;-45.120503652039325
1739209822.7847614;-45.120503652039325
1739209822.7847643;-35.57807855764607
1739209822.7847674;-35.57807855764607
1739209822.7847703;-38.13080360867914
1739209822.784773;-38.13080360867914
1739209822.7847762;-38.13080360867914
1739209822.784779;-45.120503652039325
1739209822.784782;-45.120503652039325
1739209822.7847848;-38.13080360867914
1739209822.784788;-38.13080360867914
1739209822.7847908;-32.816014438256545
1739209822.7847936;-38.13080360867914
1739209822.7847967;-45.120503652039325
1739209822.7847996;-38.13080360867914
1739209822.7848024;-45.120503652039325
1739209822.7848055;-45.120503652039325
1739209822.7848084;-45.120503652039325
1739209822.7848113;-38.13080360867914
1739209822.7848144;-45.120503652039325
1739209822.7848172;-38.13080360867914
1739209822.78482;-45.120503652039325
1739209822.7848232;-45.120503652039325
1739209822.784826;-38.13080360867914
1739209822.784829;-35.57807855764607
1739209822.7848318;-38.13080360867914
1739209822.7848349;-45.120503652039325
1739209822.7848377;-35.57807855764607
1739209822.7848406;-38.13080360867914
1739209822.7848437;-33.981070128970906
1739209822.7848465;-33.981070128970906
1739209822.7848494;-45.120503652039325
1739209822.7848525;-45.120503652039325
1739209822.7848554;-38.13080360867914
1739209822.7848582;-38.13080360867914
1739209822.7848613;-45.120503652039325
1739209822.7848642;-38.13080360867914
1739209822.784867;-45.120503652039325
1739209822.78487;-45.120503652039325
1739209822.784873;-38.13080360867914
1739209822.7848759;-38.13080360867914
1739209822.7848787;-38.13080360867914
1739209822.7848818;-38.13080360867914
1739209822.7848847;-38.13080360867914
1739209822.7848876;-38.13080360867914
1739209822.7848907;-38.13080360867914
1739209822.7848935;-45.120503652039325
1739209822.7848964;-38.13080360867914
1739209822.7848995;-38.13080360867914
1739209822.7849023;-38.13080360867914
1739209822.7849052;-35.57807855764607
1739209822.784908;-38.13080360867914
1739209822.7849112;-35.57807855764607
1739209822.784914;-45.120503652039325
1739209822.7849169;-38.13080360867914
1739209822.78492;-38.13080360867914
1739209822.7849228;-38.13080360867914
1739209822.7849257;-45.120503652039325
1739209822.7849288;-38.13080360867914
1739209822.7849317;-38.13080360867914
1739209822.7849345;-45.120503652039325
1739209822.7849376;-38.13080360867914
1739209822.7849405;-38.13080360867914
1739209822.7849433;-35.57807855764607
1739209822.7849462;-38.13080360867914
1739209822.7849493;-38.13080360867914
1739209822.7849522;-33.981070128970906
1739209822.784955;-33.981070128970906
1739209822.7849581;-38.13080360867914
1739209822.784961;-38.13080360867914
1739209822.7849638;-45.120503652039325
1739209822.784967;-38.13080360867914
1739209822.7849698;-45.120503652039325
1739209822.7849727;-45.120503652039325
1739209822.7849758;-35.57807855764607
1739209822.7849786;-38.13080360867914
1739209822.7849815;-31.141103565318943
1739209822.7849844;-23.38864096791655
1739209822.7849874;-25.62660358559016
1739209822.7849903;-38.13080360867914
1739209822.7849932;-25.252786309376837
1739209822.7849963;-29.438486411369333
1739209822.7849991;-31.141103565318943
1739209822.785002;-28.58837851428586
1739209822.785005;-33.981070128970906
1739209822.785008;-45.120503652039325
1739209822.7850108;-33.981070128970906
1739209822.785014;-38.13080360867914
1739209822.7850168;-32.816014438256545
1739209822.7850196;-26.991370085610722
1739209822.7850225;-24.589719217205094
1739209822.7850256;-28.21854285175415
1739209822.7850285;-33.981070128970906
1739209822.7850313;-33.981070128970906
1739209822.7850344;-45.120503652039325
1739209822.7850373;-27.8777449560314
1739209822.7850401;-38.13080360867914
1739209822.7850432;-45.120503652039325
1739209822.785046;-45.120503652039325
1739209822.785049;-45.120503652039325
1739209822.785052;-32.816014438256545
1739209822.785055;-26.487275050834725
1739209822.7850578;-29.438486411369375
1739209822.785061;-38.13080360867914
1739209822.7850637;-28.992665084841942
1739209822.7850666;-30.49652367304976
1739209822.7850695;-35.57807855764607
1739209822.7850726;-32.816014438256545
1739209822.7850754;-31.141103565318915
1739209822.7850783;-38.13080360867914
1739209822.7850814;-38.13080360867914
1739209822.7850842;-32.816014438256545
1739209822.785087;-33.981070128970956
1739209822.7850902;-25.826314394896357
1739209822.785093;-22.54371790334745
1739209822.785096;-25.62660358559016
1739209822.785099;-27.267205301931607
1739209822.785102;-38.13080360867914
1739209822.7851048;-45.120503652039325
1739209822.7851076;-29.438486411369333
1739209822.7851107;-45.120503652039325
1739209822.7851136;-45.120503652039325
1739209822.7851164;-35.57807855764607
1739209822.7851195;-32.816014438256545
1739209822.7851224;-45.120503652039325
1739209822.7851253;-33.981070128970956
1739209822.7851284;-22.54371790334745
1739209822.7851312;-24.151403521958727
1739209822.785134;-45.120503652039325
1739209822.7851372;-38.13080360867914
1739209822.78514;-32.81601443825658
1739209822.785143;-33.981070128970906
1739209822.7851458;-38.13080360867914
1739209822.7851489;-45.120503652039325
1739209822.7851517;-38.13080360867914
1739209822.7851546;-32.816014438256545
1739209822.7851577;-31.141103565318943
1739209822.7851605;-38.13080360867914
1739209822.7851634;-31.141103565318943
1739209822.7851665;-24.74623867263306
1739209822.7851694;-33.981070128970906
1739209822.7851722;-45.120503652039325
1739209822.7851753;-32.81601443825658
1739209822.7851782;-35.57807855764607
1739209822.785181;-38.13080360867914
1739209822.785184;-28.992665084841942
1739209822.785187;-33.981070128970906
1739209822.7851899;-45.120503652039325
1739209822.7851927;-45.120503652039325
1739209822.7851958;-38.13080360867914
1739209822.7851987;-24.589719217205094
1739209822.7852015;-24.589719217205094
1739209822.7852046;-29.438486411369354
1739209822.7852075;-28.992665084841942
1739209822.7852104;-32.816014438256545
1739209822.7852135;-33.981070128970906
1739209822.7852163;-28.992665084841942
1739209822.7852192;-38.13080360867914
1739209822.785222;-35.57807855764607
1739209822.7852252;-38.13080360867914
1739209822.785228;-31.14110356531892
1739209822.7852309;-33.981070128970906
1739209822.785234;-31.141103565318943
1739209822.7852368;-27.267205301931607
1739209822.7852397;-27.267205301931607
1739209822.7852428;-31.141103565318915
1739209822.7852457;-45.120503652039325
1739209822.7852485;-38.13080360867914
1739209822.7852516;-29.438486411369333
1739209822.7852545;-32.816014438256545
1739209822.7852573;-45.120503652039325
1739209822.7852602;-38.13080360867914
1739209822.7852633;-38.13080360867914
1739209822.7852662;-45.120503652039325
1739209822.785269;-30.49652367304973
1739209822.7852721;-24.74623867263306
1739209822.785275;-26.991370085610768
1739209822.7852778;-38.13080360867914
1739209822.785281;-38.13080360867914
1739209822.7852838;-35.57807855764607
1739209822.7852867;-32.816014438256545
1739209822.7852898;-33.981070128970906
1739209822.7852926;-45.120503652039325
1739209822.7852955;-45.120503652039325
1739209822.7852986;-45.120503652039325
1739209822.7853014;-38.13080360867914
1739209822.7853043;-45.120503652039325
1739209822.7853072;-45.120503652039325
1739209822.7853103;-45.120503652039325
