CAN Message; 0x1a7:00007c2c4631beeb
1739209830.9710045;-38.13080360867914
1739209830.9710126;-38.13080360867914
1739209830.971021;-38.13080360867914
1739209830.9710293;-38.13080360867914
1739209830.9710374;-33.981070128970906
1739209830.9710455;-38.13080360867914
1739209830.9710538;-38.13080360867914
1739209830.9710622;-38.13080360867914
1739209830.9710703;-38.13080360867914
1739209830.9710784;-38.13080360867914
1739209830.9710867;-38.13080360867914
1739209830.971095;-31.141103565318915
1739209830.9711032;-38.13080360867914
1739209830.9711113;-38.13080360867914
1739209830.9711196;-38.13080360867914
1739209830.971128;-33.981070128970906
1739209830.971136;-38.13080360867914
1739209830.9711442;-38.13080360867914
1739209830.9711525;-45.120503652039325
1739209830.971161;-38.13080360867914
1739209830.971169;-38.13080360867914
1739209830.971177;-38.13080360867914
1739209830.9711854;-45.120503652039325
1739209830.9711938;-45.120503652039325
1739209830.971202;-38.13080360867914
1739209830.97121;-38.13080360867914
1739209830.9712183;-45.120503652039325
1739209830.9712267;-38.13080360867914
1739209830.9712348;-45.120503652039325
1739209830.971243;-45.120503652039325
1739209830.9712512;-45.120503652039325
1739209830.9712596;-33.981070128970906
1739209830.9712677;-45.120503652039325
1739209830.9712758;-45.120503652039325
1739209830.9712842;-45.120503652039325
1739209830.9712925;-31.141103565318915
1739209830.9713006;-33.981070128970906
1739209830.9713087;-45.120503652039325
1739209830.971317;-45.120503652039325
1739209830.9713254;-45.120503652039325
1739209830.9713335;-45.120503652039325
1739209830.9713416;-45.120503652039325
1739209830.97135;-38.13080360867914
1739209830.9713583;-31.141103565318915
1739209830.9713664;-33.981070128970906
1739209830.9713745;-45.120503652039325
1739209830.9713829;-33.981070128970906
1739209830.9713912;-35.57807855764607
1739209830.9713993;-45.120503652039325
1739209830.9714074;-45.120503652039325
1739209830.9714158;-33.981070128970906
1739209830.971424;-38.13080360867914
1739209830.9714322;-35.57807855764607
1739209830.9714403;-45.120503652039325
1739209830.9714487;-35.57807855764607
1739209830.971457;-38.13080360867914
1739209830.971465;-38.13080360867914
1739209830.9714732;-45.120503652039325
1739209830.9714816;-38.13080360867914
1739209830.97149;-38.13080360867914
1739209830.971498;-33.981070128970906
1739209830.971506;-45.120503652039325
1739209830.9715145;-38.13080360867914
1739209830.9715228;-38.13080360867914
1739209830.971531;-38.13080360867914
1739209830.971539;-45.120503652039325
1739209830.9715474;-38.13080360867914
1739209830.9715557;-35.57807855764607
1739209830.9715638;-38.13080360867914
1739209830.971572;-45.120503652039325
1739209830.9715803;-45.120503652039325
1739209830.9715886;-45.120503652039325
1739209830.9715967;-45.120503652039325
1739209830.9716048;-45.120503652039325
1739209830.9716132;-38.13080360867914
1739209830.9716215;-33.981070128970906
1739209830.9716296;-31.14110356531892
1739209830.9716377;-38.13080360867914
1739209830.971646;-45.120503652039325
1739209830.9716544;-45.120503652039325
1739209830.9716625;-33.981070128970906
1739209830.9716706;-35.57807855764607
1739209830.971679;-38.13080360867914
1739209830.9716873;-32.816014438256545
1739209830.9716954;-27.267205301931607
1739209830.9717035;-33.981070128970906
1739209830.9717119;-38.13080360867914
1739209830.9717202;-38.13080360867914
1739209830.9717283;-38.13080360867914
1739209830.9717364;-45.120503652039325
1739209830.9717448;-32.816014438256545
1739209830.9717531;-38.13080360867914
1739209830.9717612;-32.81601443825658
1739209830.9717693;-35.57807855764607
1739209830.9717777;-45.120503652039325
1739209830.971786;-45.120503652039325
1739209830.9717941;-38.13080360867914
1739209830.9718022;-38.13080360867914
1739209830.9718106;-45.120503652039325
1739209830.971819;-38.13080360867914
1739209830.971827;-26.991370085610722
1739209830.9718351;-35.57807855764607
1739209830.9718435;-45.120503652039325
1739209830.9718518;-38.13080360867914
1739209830.97186;-38.13080360867914
1739209830.971868;-45.120503652039325
1739209830.9718764;-38.13080360867914
1739209830.9718847;-45.120503652039325
1739209830.9718928;-38.13080360867914
1739209830.971901;-45.120503652039325
1739209830.9719093;-33.981070128970906
1739209830.9719176;-45.120503652039325
1739209830.9719257;-35.57807855764607
1739209830.9719338;-35.57807855764607
1739209830.9719422;-45.120503652039325
1739209830.9719505;-38.13080360867914
1739209830.9719586;-33.981070128970906
1739209830.9719667;-38.13080360867914
1739209830.971975;-45.120503652039325
1739209830.9719834;-45.120503652039325
1739209830.9719915;-45.120503652039325
1739209830.9719996;-45.120503652039325
1739209830.972008;-45.120503652039325
1739209830.9720163;-38.13080360867914
1739209830.9720244;-38.13080360867914
1739209830.9720325;-45.120503652039325
1739209830.972041;-45.120503652039325
1739209830.9720492;-45.120503652039325
1739209830.9720573;-33.981070128970906
1739209830.9720654;-45.120503652039325
1739209830.9720738;-38.13080360867914
1739209830.9720821;-38.13080360867914
1739209830.9720902;-45.120503652039325
1739209830.9720984;-38.13080360867914
1739209830.9721067;-38.13080360867914
1739209830.972115;-45.120503652039325
1739209830.9721231;-45.120503652039325
1739209830.9721313;-45.120503652039325
1739209830.9721396;-38.13080360867914
1739209830.972148;-38.13080360867914
1739209830.972156;-32.816014438256545
1739209830.9721642;-38.13080360867914
1739209830.9721725;-38.13080360867914
1739209830.9721808;-38.13080360867914
1739209830.972189;-38.13080360867914
1739209830.972197;-45.120503652039325
1739209830.9722054;-45.120503652039325
1739209830.9722137;-38.13080360867914
1739209830.9722219;-45.120503652039325
1739209830.97223;-45.120503652039325
1739209830.9722383;-32.816014438256545
1739209830.9722466;-35.57807855764607
1739209830.9722548;-45.120503652039325
1739209830.9722629;-33.981070128970906
1739209830.9722712;-35.57807855764607
1739209830.9722795;-45.120503652039325
1739209830.9722877;-35.57807855764607
1739209830.9722958;-38.13080360867914
1739209830.972304;-38.13080360867914
1739209830.9723125;-38.13080360867914
1739209830.9723206;-45.120503652039325
1739209830.9723287;-38.13080360867914
1739209830.972337;-45.120503652039325
1739209830.9723454;-33.981070128970906
1739209830.9723535;-45.120503652039325
1739209830.9723616;-45.120503652039325
1739209830.97237;-45.120503652039325
1739209830.9723783;-45.120503652039325
1739209830.9723864;-45.120503652039325
1739209830.9723945;-33.981070128970906
1739209830.9724028;-45.120503652039325
1739209830.9724112;-38.13080360867914
1739209830.9724193;-45.120503652039325
1739209830.9724274;-38.13080360867914
1739209830.9724357;-45.120503652039325
1739209830.972444;-45.120503652039325
1739209830.9724522;-38.13080360867914
1739209830.9724603;-45.120503652039325
1739209830.9724686;-45.120503652039325
1739209830.972477;-45.120503652039325
1739209830.972485;-38.13080360867914
1739209830.9724932;-45.120503652039325
1739209830.9725015;-38.13080360867914
1739209830.9725099;-45.120503652039325
1739209830.972518;-45.120503652039325
1739209830.972526;-38.13080360867914
1739209830.9725344;-45.120503652039325
1739209830.9725428;-45.120503652039325
1739209830.9725509;-33.981070128970906
1739209830.972559;-33.981070128970906
1739209830.9725673;-45.120503652039325
1739209830.9725757;-45.120503652039325
1739209830.9725838;-45.120503652039325
1739209830.9725919;-38.13080360867914
1739209830.9726002;-38.13080360867914
1739209830.9726086;-38.13080360867914
1739209830.9726167;-38.13080360867914
1739209830.9726248;-38.13080360867914
1739209830.9726331;-38.13080360867914
1739209830.9726415;-38.13080360867914
1739209830.9726496;-32.816014438256545
1739209830.9726577;-32.816014438256545
1739209830.972666;-45.120503652039325
1739209830.9726744;-38.13080360867914
1739209830.9726825;-38.13080360867914
1739209830.9726906;-38.13080360867914
1739209830.972699;-38.13080360867914
1739209830.9727073;-45.120503652039325
1739209830.9727154;-45.120503652039325
1739209830.9727235;-45.120503652039325
1739209830.9727318;-38.13080360867914
1739209830.9727402;-38.13080360867914
1739209830.9727483;-38.13080360867914
1739209830.9727564;-38.13080360867914
1739209830.9727647;-38.13080360867914
1739209830.972773;-45.120503652039325
1739209830.9727812;-33.981070128970906
1739209830.9727893;-38.13080360867914
1739209830.9727976;-38.13080360867914
1739209830.972806;-38.13080360867914
1739209830.972814;-45.120503652039325
1739209830.9728222;-45.120503652039325
1739209830.9728305;-38.13080360867914
1739209830.9728389;-35.57807855764607
1739209830.972847;-45.120503652039325
1739209830.972855;-38.13080360867914
1739209830.9728634;-38.13080360867914
1739209830.9728718;-45.120503652039325
1739209830.97288;-45.120503652039325
1739209830.972888;-45.120503652039325
1739209830.9728963;-38.13080360867914
1739209830.9729047;-33.981070128970906
1739209830.9729128;-45.120503652039325
1739209830.972921;-45.120503652039325
1739209830.9729292;-33.981070128970906
1739209830.9729376;-45.120503652039325
1739209830.9729457;-45.120503652039325
1739209830.9729538;-33.981070128970906
1739209830.9729621;-33.981070128970906
1739209830.9729705;-33.981070128970906
1739209830.9729786;-38.13080360867914
1739209830.9729867;-45.120503652039325
1739209830.972995;-33.981070128970906
1739209830.9730034;-33.981070128970906
1739209830.9730115;-45.120503652039325
1739209830.9730196;-45.120503652039325
1739209830.973028;-38.13080360867914
1739209830.9730363;-38.13080360867914
1739209830.9730444;-38.13080360867914
1739209830.9730525;-45.120503652039325
1739209830.9730608;-38.13080360867914
1739209830.9730692;-32.816014438256545
1739209830.9730773;-45.120503652039325
1739209830.9730854;-33.981070128970906
1739209830.9730937;-27.267205301931607
1739209830.973102;-33.981070128970906
1739209830.9731102;-45.120503652039325
1739209830.9731183;-38.13080360867914
1739209830.9731266;-33.981070128970906
1739209830.973135;-38.13080360867914
1739209830.973143;-45.120503652039325
1739209830.9731512;-38.13080360867914
1739209830.9731596;-38.13080360867914
1739209830.973168;-38.13080360867914
1739209830.973176;-38.13080360867914
1739209830.973184;-38.13080360867914
1739209830.9731925;-38.13080360867914
1739209830.9732008;-38.13080360867914
1739209830.973209;-35.57807855764607
1739209830.973217;-38.13080360867914
1739209830.9732254;-45.120503652039325
1739209830.9732337;-45.120503652039325
1739209830.9732418;-38.13080360867914
1739209830.97325;-38.13080360867914
1739209830.9732583;-38.13080360867914
1739209830.9732666;-45.120503652039325
1739209830.9732747;-38.13080360867914
1739209830.9732828;-35.57807855764607
1739209830.9732912;-27.267205301931607
1739209830.9732995;-33.981070128970906
1739209830.9733076;-45.120503652039325
1739209830.9733157;-45.120503652039325
1739209830.973324;-45.120503652039325
1739209830.9733324;-38.13080360867914
1739209830.9733405;-38.13080360867914
1739209830.9733486;-45.120503652039325
1739209830.973357;-33.981070128970956
1739209830.9733653;-45.120503652039325
1739209830.9733734;-45.120503652039325
1739209830.9733815;-45.120503652039325
1739209830.9733899;-38.13080360867914
1739209830.9733982;-38.13080360867914
1739209830.9734063;-45.120503652039325
1739209830.9734144;-45.120503652039325
1739209830.9734228;-25.62660358559016
1739209830.973431;-35.57807855764607
1739209830.9734392;-45.120503652039325
1739209830.9734473;-38.13080360867914
1739209830.9734557;-38.13080360867914
1739209830.973464;-38.13080360867914
1739209830.973472;-45.120503652039325
1739209830.9734802;-45.120503652039325
1739209830.9734886;-38.13080360867914
1739209830.973497;-45.120503652039325
1739209830.973505;-45.120503652039325
1739209830.9735131;-45.120503652039325
1739209830.9735215;-38.13080360867914
1739209830.9735298;-45.120503652039325
1739209830.973538;-45.120503652039325
1739209830.973546;-38.13080360867914
1739209830.9735544;-38.13080360867914
1739209830.9735627;-45.120503652039325
1739209830.9735708;-33.981070128970906
1739209830.973579;-38.13080360867914
1739209830.9735873;-45.120503652039325
1739209830.9735956;-35.57807855764607
1739209830.9736037;-45.120503652039325
1739209830.9736118;-45.120503652039325
1739209830.9736202;-35.57807855764607
1739209830.9736285;-38.13080360867914
1739209830.9736366;-38.13080360867914
1739209830.9736447;-33.981070128970906
1739209830.973653;-38.13080360867914
1739209830.9736614;-45.120503652039325
1739209830.9736695;-45.120503652039325
1739209830.9736776;-38.13080360867914
1739209830.973686;-45.120503652039325
1739209830.9736943;-38.13080360867914
1739209830.9737024;-35.57807855764607
1739209830.9737105;-45.120503652039325
1739209830.973719;-38.13080360867914
1739209830.9737272;-38.13080360867914
1739209830.9737353;-45.120503652039325
1739209830.9737434;-45.120503652039325
1739209830.9737518;-35.57807855764607
1739209830.9737601;-38.13080360867914
1739209830.9737682;-45.120503652039325
1739209830.9737763;-45.120503652039325
1739209830.9737847;-38.13080360867914
1739209830.973793;-38.13080360867914
1739209830.9738011;-38.13080360867914
1739209830.9738092;-35.57807855764607
1739209830.9738176;-45.120503652039325
1739209830.973826;-38.13080360867914
1739209830.973834;-35.57807855764607
1739209830.9738421;-35.57807855764607
1739209830.9738505;-45.120503652039325
1739209830.9738588;-45.120503652039325
1739209830.973867;-38.13080360867914
1739209830.973875;-38.13080360867914
1739209830.9738834;-45.120503652039325
1739209830.9738917;-45.120503652039325
1739209830.9738998;-38.13080360867914
1739209830.973908;-45.120503652039325
1739209830.9739163;-45.120503652039325
1739209830.9739246;-45.120503652039325
1739209830.9739327;-38.13080360867914
1739209830.9739408;-38.13080360867914
1739209830.9739492;-45.120503652039325
1739209830.9739575;-38.13080360867914
1739209830.9739656;-38.13080360867914
1739209830.9739738;-45.120503652039325
1739209830.973982;-35.57807855764607
1739209830.9739904;-35.57807855764607
1739209830.9739985;-45.120503652039325
1739209830.9740067;-45.120503652039325
1739209830.974015;-38.13080360867914
1739209830.9740233;-31.141103565318915
1739209830.9740314;-38.13080360867914
1739209830.9740396;-38.13080360867914
1739209830.974048;-33.981070128970906
1739209830.9740562;-33.981070128970906
1739209830.9740644;-35.57807855764607
1739209830.9740725;-45.120503652039325
1739209830.9740808;-32.816014438256545
1739209830.9740891;-33.981070128970906
1739209830.9740973;-38.13080360867914
1739209830.9741054;-38.13080360867914
1739209830.9741137;-38.13080360867914
1739209830.974122;-38.13080360867914
1739209830.9741302;-45.120503652039325
1739209830.9741383;-45.120503652039325
1739209830.9741466;-33.981070128970906
1739209830.974155;-33.981070128970906
1739209830.974163;-38.13080360867914
1739209830.9741712;-38.13080360867914
1739209830.9741795;-38.13080360867914
1739209830.9741879;-33.981070128970906
1739209830.974196;-45.120503652039325
1739209830.974204;-45.120503652039325
1739209830.9742124;-38.13080360867914
1739209830.9742208;-38.13080360867914
1739209830.9742289;-38.13080360867914
1739209830.974237;-45.120503652039325
1739209830.9742453;-45.120503652039325
1739209830.9742537;-45.120503652039325
1739209830.9742618;-45.120503652039325
1739209830.9742699;-38.13080360867914
1739209830.9742782;-38.13080360867914
1739209830.9742866;-38.13080360867914
1739209830.9742947;-33.981070128970906
1739209830.9743028;-45.120503652039325
1739209830.974311;-45.120503652039325
1739209830.9743195;-45.120503652039325
1739209830.9743276;-33.981070128970906
1739209830.9743357;-38.13080360867914
1739209830.974344;-45.120503652039325
1739209830.9743524;-33.981070128970906
1739209830.9743605;-33.981070128970906
1739209830.9743686;-45.120503652039325
1739209830.974377;-38.13080360867914
1739209830.9743853;-38.13080360867914
1739209830.9743934;-45.120503652039325
1739209830.9744015;-38.13080360867914
1739209830.9744098;-45.120503652039325
1739209830.9744182;-33.981070128970906
1739209830.9744263;-31.141103565318915
1739209830.9744344;-45.120503652039325
1739209830.9744427;-45.120503652039325
1739209830.974451;-33.981070128970906
1739209830.9744592;-45.120503652039325
1739209830.9744673;-45.120503652039325
1739209830.9744756;-38.13080360867914
1739209830.974484;-33.981070128970906
1739209830.974492;-38.13080360867914
1739209830.9745002;-38.13080360867914
1739209830.9745085;-38.13080360867914
1739209830.9745169;-38.13080360867914
1739209830.974525;-45.120503652039325
1739209830.974533;-45.120503652039325
1739209830.9745414;-33.981070128970906
1739209830.9745498;-38.13080360867914
1739209830.9745579;-38.13080360867914
1739209830.974566;-38.13080360867914
1739209830.9745743;-38.13080360867914
1739209830.9745827;-38.13080360867914
1739209830.9745908;-45.120503652039325
1739209830.974599;-45.120503652039325
1739209830.9746072;-45.120503652039325
1739209830.9746156;-33.981070128970906
1739209830.9746237;-33.981070128970906
1739209830.9746318;-45.120503652039325
1739209830.9746401;-38.13080360867914
1739209830.9746485;-35.57807855764607
1739209830.9746566;-45.120503652039325
1739209830.9746647;-45.120503652039325
1739209830.974673;-38.13080360867914
1739209830.9746814;-33.981070128970906
1739209830.9746895;-32.816014438256545
1739209830.9746976;-38.13080360867914
1739209830.974706;-38.13080360867914
1739209830.9747143;-38.13080360867914
1739209830.9747224;-38.13080360867914
1739209830.9747305;-38.13080360867914
1739209830.9747388;-38.13080360867914
1739209830.9747472;-35.57807855764607
1739209830.9747553;-31.141103565318915
1739209830.9747634;-38.13080360867914
1739209830.9747717;-38.13080360867914
1739209830.97478;-38.13080360867914
1739209830.9747882;-45.120503652039325
1739209830.9747963;-45.120503652039325
1739209830.9748046;-38.13080360867914
1739209830.974813;-45.120503652039325
1739209830.974821;-45.120503652039325
1739209830.9748292;-45.120503652039325
1739209830.9748375;-45.120503652039325
1739209830.974846;-45.120503652039325
1739209830.974854;-38.13080360867914
1739209830.974862;-45.120503652039325
1739209830.9748704;-45.120503652039325
1739209830.9748788;-45.120503652039325
1739209830.974887;-38.13080360867914
1739209830.974895;-38.13080360867914
1739209830.9749033;-38.13080360867914
1739209830.9749117;-45.120503652039325
1739209830.9749198;-38.13080360867914
1739209830.974928;-32.816014438256545
1739209830.9749362;-45.120503652039325
1739209830.9749446;-45.120503652039325
1739209830.9749527;-33.981070128970906
1739209830.9749608;-45.120503652039325
1739209830.9749691;-38.13080360867914
1739209830.9749775;-38.13080360867914
1739209830.9749856;-33.981070128970906
1739209830.9749937;-38.13080360867914
1739209830.975002;-38.13080360867914
1739209830.9750104;-45.120503652039325
1739209830.9750185;-38.13080360867914
1739209830.9750266;-38.13080360867914
1739209830.975035;-45.120503652039325
1739209830.9750433;-45.120503652039325
1739209830.9750514;-33.981070128970906
1739209830.9750595;-35.57807855764607
1739209830.9750679;-45.120503652039325
1739209830.9750762;-38.13080360867914
1739209830.9750843;-31.141103565318915
1739209830.9750924;-38.13080360867914
1739209830.9751008;-38.13080360867914
1739209830.975109;-38.13080360867914
1739209830.9751172;-38.13080360867914
1739209830.9751253;-45.120503652039325
1739209830.9751337;-45.120503652039325
1739209830.975142;-45.120503652039325
1739209830.97515;-38.13080360867914
1739209830.9751582;-38.13080360867914
1739209830.9751666;-38.13080360867914
1739209830.975175;-35.57807855764607
1739209830.975183;-38.13080360867914
1739209830.975191;-35.57807855764607
1739209830.9751995;-45.120503652039325
1739209830.9752078;-31.141103565318915
1739209830.975216;-45.120503652039325
1739209830.975224;-45.120503652039325
1739209830.9752324;-38.13080360867914
1739209830.9752407;-45.120503652039325
1739209830.9752488;-45.120503652039325
1739209830.975257;-45.120503652039325
1739209830.9752653;-38.13080360867914
1739209830.9752736;-33.981070128970906
1739209830.9752817;-45.120503652039325
1739209830.9752898;-45.120503652039325
1739209830.9752982;-38.13080360867914
1739209830.9753065;-45.120503652039325
1739209830.9753146;-38.13080360867914
1739209830.9753227;-38.13080360867914
1739209830.975331;-45.120503652039325
1739209830.9753394;-38.13080360867914
1739209830.9753475;-38.13080360867914
1739209830.9753556;-33.981070128970906
1739209830.975364;-45.120503652039325
1739209830.9753723;-38.13080360867914
1739209830.9753804;-45.120503652039325
1739209830.9753885;-33.981070128970906
1739209830.9753969;-45.120503652039325
1739209830.9754052;-45.120503652039325
1739209830.9754133;-45.120503652039325
1739209830.9754214;-45.120503652039325
1739209830.9754298;-38.13080360867914
1739209830.975438;-38.13080360867914
1739209830.9754462;-45.120503652039325
1739209830.9754543;-45.120503652039325
1739209830.9754627;-45.120503652039325
1739209830.975471;-45.120503652039325
1739209830.9754791;-45.120503652039325
1739209830.9754872;-45.120503652039325
1739209830.9754956;-45.120503652039325
1739209830.975504;-38.13080360867914
1739209830.975512;-35.57807855764607
1739209830.9755201;-35.57807855764607
1739209830.9755285;-45.120503652039325
1739209830.9755368;-45.120503652039325
1739209830.975545;-45.120503652039325
1739209830.975553;-45.120503652039325
1739209830.9755614;-38.13080360867914
1739209830.9755697;-35.57807855764607
1739209830.9755778;-38.13080360867914
1739209830.975586;-45.120503652039325
1739209830.9755943;-35.57807855764607
1739209830.9756026;-35.57807855764607
1739209830.9756107;-45.120503652039325
1739209830.9756188;-38.13080360867914
1739209830.9756272;-38.13080360867914
1739209830.9756355;-38.13080360867914
1739209830.9756436;-35.57807855764607
1739209830.9756517;-35.57807855764607
1739209830.97566;-45.120503652039325
1739209830.9756684;-38.13080360867914
1739209830.9756765;-45.120503652039325
1739209830.9756846;-28.992665084841942
1739209830.975693;-32.816014438256545
1739209830.9757013;-38.13080360867914
1739209830.9757094;-45.120503652039325
1739209830.9757175;-38.13080360867914
1739209830.975726;-35.57807855764607
1739209830.9757342;-35.57807855764607
1739209830.9757423;-38.13080360867914
1739209830.9757504;-32.816014438256545
1739209830.9757588;-38.13080360867914
1739209830.9757671;-38.13080360867914
1739209830.9757752;-38.13080360867914
1739209830.9757833;-45.120503652039325
1739209830.9757917;-38.13080360867914
1739209830.9758;-38.13080360867914
1739209830.9758081;-45.120503652039325
1739209830.9758162;-33.981070128970906
1739209830.9758246;-38.13080360867914
1739209830.975833;-45.120503652039325
1739209830.975841;-38.13080360867914
1739209830.9758492;-38.13080360867914
1739209830.9758575;-45.120503652039325
1739209830.9758658;-45.120503652039325
1739209830.975874;-45.120503652039325
1739209830.975882;-38.13080360867914
1739209830.9758904;-38.13080360867914
1739209830.9758987;-45.120503652039325
1739209830.9759068;-38.13080360867914
1739209830.975915;-45.120503652039325
1739209830.9759233;-45.120503652039325
1739209830.9759316;-45.120503652039325
1739209830.9759398;-35.57807855764607
1739209830.9759479;-31.141103565318915
1739209830.9759562;-38.13080360867914
1739209830.9759645;-45.120503652039325
1739209830.9759727;-33.981070128970906
1739209830.9759808;-35.57807855764607
1739209830.975989;-45.120503652039325
1739209830.9759974;-45.120503652039325
1739209830.9760056;-45.120503652039325
1739209830.9760137;-31.141103565318915
1739209830.976022;-33.981070128970906
1739209830.9760303;-38.13080360867914
1739209830.9760385;-38.13080360867914
1739209830.9760466;-31.141103565318915
1739209830.976055;-38.13080360867914
1739209830.9760633;-38.13080360867914
1739209830.9760714;-38.13080360867914
1739209830.9760795;-38.13080360867914
1739209830.9760878;-28.992665084841942
1739209830.9760962;-38.13080360867914
1739209830.9761043;-45.120503652039325
