CAN Message; 0x1b8:0300d487d9f452ac
1739209861.8524926;-38.13080360867914
1739209861.852503;-45.120503652039325
1739209861.8525136;-45.120503652039325
1739209861.8525243;-45.120503652039325
1739209861.8525348;-35.57807855764607
1739209861.8525453;-38.13080360867914
1739209861.852556;-45.120503652039325
1739209861.8525665;-38.13080360867914
1739209861.852577;-38.13080360867914
1739209861.8525877;-38.13080360867914
1739209861.8525982;-38.13080360867914
1739209861.852609;-38.13080360867914
1739209861.8526194;-38.13080360867914
1739209861.85263;-45.120503652039325
1739209861.8526406;-38.13080360867914
1739209861.8526511;-45.120503652039325
1739209861.8526616;-45.120503652039325
1739209861.8526723;-35.57807855764607
1739209861.8526828;-38.13080360867914
1739209861.8526933;-45.120503652039325
1739209861.852704;-45.120503652039325
1739209861.8527145;-33.981070128970906
1739209861.852725;-38.13080360867914
1739209861.8527358;-38.13080360867914
1739209861.8527462;-35.57807855764607
1739209861.8527567;-45.120503652039325
1739209861.8527675;-33.981070128970906
1739209861.852778;-38.13080360867914
1739209861.8527887;-45.120503652039325
1739209861.8527992;-38.13080360867914
1739209861.8528097;-45.120503652039325
1739209861.8528204;-45.120503652039325
1739209861.852831;-45.120503652039325
1739209861.8528414;-38.13080360867914
1739209861.852852;-33.981070128970906
1739209861.8528626;-45.120503652039325
1739209861.852873;-45.120503652039325
1739209861.8528838;-45.120503652039325
1739209861.8528943;-38.13080360867914
1739209861.8529048;-38.13080360867914
1739209861.8529155;-45.120503652039325
1739209861.852926;-45.120503652039325
1739209861.8529365;-45.120503652039325
1739209861.8529472;-45.120503652039325
1739209861.8529577;-31.141103565318915
1739209861.8529682;-31.141103565318915
1739209861.852979;-45.120503652039325
1739209861.8529894;-45.120503652039325
1739209861.8530002;-45.120503652039325
1739209861.8530107;-38.13080360867914
1739209861.8530211;-38.13080360867914
1739209861.8530319;-45.120503652039325
1739209861.8530424;-38.13080360867914
1739209861.8530529;-38.13080360867914
1739209861.8530636;-38.13080360867914
1739209861.853074;-38.13080360867914
1739209861.8530846;-45.120503652039325
1739209861.8530953;-38.13080360867914
1739209861.8531058;-28.58837851428586
1739209861.8531163;-38.13080360867914
1739209861.853127;-45.120503652039325
1739209861.8531375;-45.120503652039325
1739209861.853148;-45.120503652039325
1739209861.8531587;-45.120503652039325
1739209861.8531692;-45.120503652039325
1739209861.8531797;-38.13080360867914
1739209861.8531904;-31.141103565318943
1739209861.853201;-45.120503652039325
1739209861.8532116;-38.13080360867914
1739209861.8532221;-38.13080360867914
1739209861.8532326;-38.13080360867914
1739209861.8532434;-38.13080360867914
1739209861.8532538;-35.57807855764607
1739209861.8532643;-35.57807855764607
1739209861.853275;-30.49652367304973
1739209861.8532856;-45.120503652039325
1739209861.853296;-45.120503652039325
1739209861.8533068;-38.13080360867914
1739209861.8533173;-38.13080360867914
1739209861.8533278;-38.13080360867914
1739209861.8533385;-45.120503652039325
1739209861.853349;-45.120503652039325
1739209861.8533595;-32.816014438256545
1739209861.8533702;-38.13080360867914
1739209861.8533807;-45.120503652039325
1739209861.8533912;-45.120503652039325
1739209861.853402;-32.816014438256545
1739209861.8534124;-38.13080360867914
1739209861.853423;-45.120503652039325
1739209861.8534336;-45.120503652039325
1739209861.853444;-45.120503652039325
1739209861.8534548;-45.120503652039325
1739209861.8534653;-45.120503652039325
1739209861.8534758;-45.120503652039325
1739209861.8534865;-45.120503652039325
1739209861.853497;-38.13080360867914
1739209861.8535075;-35.57807855764607
1739209861.8535182;-35.57807855764607
1739209861.8535287;-27.8777449560314
1739209861.8535392;-35.57807855764607
1739209861.85355;-45.120503652039325
1739209861.8535604;-35.57807855764607
1739209861.853571;-38.13080360867914
1739209861.8535817;-45.120503652039325
1739209861.8535922;-45.120503652039325
1739209861.8536026;-45.120503652039325
1739209861.8536134;-38.13080360867914
1739209861.8536239;-45.120503652039325
1739209861.8536346;-35.57807855764607
1739209861.853645;-45.120503652039325
1739209861.8536556;-45.120503652039325
1739209861.8536663;-45.120503652039325
1739209861.8536768;-45.120503652039325
1739209861.8536873;-38.13080360867914
1739209861.853698;-38.13080360867914
1739209861.8537085;-45.120503652039325
1739209861.853719;-38.13080360867914
1739209861.8537297;-38.13080360867914
1739209861.8537402;-45.120503652039325
1739209861.8537507;-33.981070128970906
1739209861.8537614;-45.120503652039325
1739209861.853772;-45.120503652039325
1739209861.8537824;-32.816014438256545
1739209861.8537931;-38.13080360867914
1739209861.8538036;-45.120503652039325
1739209861.8538144;-45.120503652039325
1739209861.8538249;-35.57807855764607
1739209861.8538353;-38.13080360867914
1739209861.853846;-38.13080360867914
1739209861.8538566;-38.13080360867914
1739209861.853867;-45.120503652039325
1739209861.8538778;-45.120503652039325
1739209861.8538883;-35.57807855764607
1739209861.8538988;-38.13080360867914
1739209861.8539095;-45.120503652039325
1739209861.85392;-38.13080360867914
1739209861.8539305;-38.13080360867914
1739209861.8539412;-38.13080360867914
1739209861.8539517;-38.13080360867914
1739209861.8539622;-45.120503652039325
1739209861.853973;-45.120503652039325
1739209861.8539834;-38.13080360867914
1739209861.853994;-45.120503652039325
1739209861.8540046;-38.13080360867914
1739209861.854015;-45.120503652039325
1739209861.8540258;-45.120503652039325
1739209861.8540363;-38.13080360867914
1739209861.8540468;-45.120503652039325
1739209861.8540576;-45.120503652039325
1739209861.854068;-45.120503652039325
1739209861.8540785;-35.57807855764607
1739209861.8540893;-35.57807855764607
1739209861.8540998;-38.13080360867914
1739209861.8541102;-45.120503652039325
1739209861.854121;-45.120503652039325
1739209861.8541315;-38.13080360867914
1739209861.854142;-45.120503652039325
1739209861.8541527;-38.13080360867914
1739209861.8541632;-45.120503652039325
1739209861.8541737;-45.120503652039325
1739209861.8541844;-38.13080360867914
1739209861.8541949;-45.120503652039325
1739209861.8542054;-45.120503652039325
1739209861.854216;-35.57807855764607
1739209861.8542266;-38.13080360867914
1739209861.8542373;-38.13080360867914
1739209861.8542478;-38.13080360867914
1739209861.8542583;-38.13080360867914
1739209861.854269;-38.13080360867914
1739209861.8542795;-38.13080360867914
1739209861.85429;-45.120503652039325
1739209861.8543007;-38.13080360867914
1739209861.8543112;-35.57807855764607
1739209861.8543217;-33.981070128970906
1739209861.8543324;-38.13080360867914
1739209861.854343;-38.13080360867914
1739209861.8543534;-38.13080360867914
1739209861.8543642;-38.13080360867914
1739209861.8543746;-45.120503652039325
1739209861.8543851;-38.13080360867914
1739209861.8543959;-38.13080360867914
1739209861.8544064;-38.13080360867914
1739209861.8544168;-38.13080360867914
1739209861.8544276;-45.120503652039325
1739209861.854438;-45.120503652039325
1739209861.8544488;-45.120503652039325
1739209861.8544593;-45.120503652039325
1739209861.8544698;-45.120503652039325
1739209861.8544805;-45.120503652039325
1739209861.854491;-38.13080360867914
1739209861.8545015;-35.57807855764607
1739209861.8545122;-35.57807855764607
1739209861.8545227;-38.13080360867914
1739209861.8545332;-38.13080360867914
1739209861.854544;-45.120503652039325
1739209861.8545544;-31.141103565318915
1739209861.854565;-33.981070128970906
1739209861.8545756;-38.13080360867914
1739209861.8545861;-45.120503652039325
1739209861.8545966;-45.120503652039325
1739209861.8546073;-35.57807855764607
1739209861.8546178;-38.13080360867914
1739209861.8546286;-38.13080360867914
1739209861.854639;-33.981070128970906
1739209861.8546495;-33.981070128970906
1739209861.8546603;-33.981070128970906
1739209861.8546708;-45.120503652039325
1739209861.8546813;-45.120503652039325
1739209861.854692;-38.13080360867914
1739209861.8547025;-38.13080360867914
1739209861.854713;-38.13080360867914
1739209861.8547237;-33.981070128970906
1739209861.8547342;-38.13080360867914
1739209861.8547447;-45.120503652039325
1739209861.8547554;-35.57807855764607
1739209861.854766;-38.13080360867914
1739209861.8547764;-45.120503652039325
1739209861.854787;-33.981070128970906
1739209861.8547976;-33.981070128970906
1739209861.854808;-32.816014438256545
1739209861.8548188;-31.141103565318915
1739209861.8548293;-33.981070128970906
1739209861.85484;-45.120503652039325
1739209861.8548505;-38.13080360867914
1739209861.854861;-35.57807855764607
1739209861.8548717;-38.13080360867914
1739209861.8548822;-45.120503652039325
1739209861.8548927;-30.49652367304973
1739209861.8549035;-28.992665084841942
1739209861.854914;-38.13080360867914
1739209861.8549244;-45.120503652039325
1739209861.8549352;-38.13080360867914
1739209861.8549457;-35.57807855764607
1739209861.8549562;-38.13080360867914
1739209861.8549669;-45.120503652039325
1739209861.8549774;-38.13080360867914
1739209861.8549879;-45.120503652039325
1739209861.8549986;-45.120503652039325
1739209861.855009;-38.13080360867914
1739209861.8550196;-38.13080360867914
1739209861.8550303;-38.13080360867914
1739209861.8550408;-45.120503652039325
1739209861.8550515;-38.13080360867914
1739209861.855062;-38.13080360867914
1739209861.8550725;-45.120503652039325
1739209861.8550832;-45.120503652039325
1739209861.8550937;-45.120503652039325
1739209861.8551042;-45.120503652039325
1739209861.855115;-33.981070128970906
1739209861.8551254;-35.57807855764607
1739209861.855136;-45.120503652039325
1739209861.8551466;-38.13080360867914
1739209861.8551571;-33.981070128970906
1739209861.8551676;-45.120503652039325
1739209861.8551784;-45.120503652039325
1739209861.8551888;-38.13080360867914
1739209861.8551993;-45.120503652039325
1739209861.85521;-45.120503652039325
1739209861.8552206;-45.120503652039325
1739209861.855231;-45.120503652039325
1739209861.8552418;-38.13080360867914
1739209861.8552523;-38.13080360867914
1739209861.855263;-38.13080360867914
1739209861.8552735;-35.57807855764607
1739209861.855284;-45.120503652039325
1739209861.8552947;-45.120503652039325
1739209861.8553052;-38.13080360867914
1739209861.8553157;-38.13080360867914
1739209861.8553264;-35.57807855764607
1739209861.855337;-38.13080360867914
1739209861.8553474;-32.816014438256545
1739209861.8553581;-45.120503652039325
1739209861.8553686;-45.120503652039325
1739209861.855379;-35.57807855764607
1739209861.8553898;-45.120503652039325
1739209861.8554003;-38.13080360867914
1739209861.8554108;-45.120503652039325
1739209861.8554215;-45.120503652039325
1739209861.855432;-45.120503652039325
1739209861.8554425;-45.120503652039325
1739209861.8554533;-38.13080360867914
1739209861.8554637;-45.120503652039325
1739209861.8554745;-38.13080360867914
1739209861.855485;-45.120503652039325
1739209861.8554955;-29.438486411369333
1739209861.8555062;-32.816014438256545
1739209861.8555167;-45.120503652039325
1739209861.8555272;-38.13080360867914
1739209861.855538;-30.49652367304973
1739209861.8555484;-32.816014438256545
1739209861.8555589;-45.120503652039325
1739209861.8555696;-38.13080360867914
1739209861.85558;-32.816014438256545
1739209861.8555906;-35.57807855764607
1739209861.8556013;-45.120503652039325
1739209861.8556118;-38.13080360867914
1739209861.8556223;-45.120503652039325
1739209861.855633;-45.120503652039325
1739209861.8556435;-38.13080360867914
1739209861.8556542;-33.981070128970906
1739209861.8556647;-45.120503652039325
1739209861.8556752;-38.13080360867914
1739209861.855686;-29.438486411369333
1739209861.8556964;-32.816014438256545
1739209861.855707;-45.120503652039325
1739209861.8557177;-45.120503652039325
1739209861.8557281;-38.13080360867914
1739209861.8557386;-38.13080360867914
1739209861.8557494;-32.816014438256545
1739209861.8557599;-29.438486411369333
1739209861.8557703;-45.120503652039325
1739209861.855781;-45.120503652039325
1739209861.8557916;-32.816014438256545
1739209861.855802;-45.120503652039325
1739209861.8558128;-45.120503652039325
1739209861.8558233;-45.120503652039325
1739209861.8558338;-35.57807855764607
1739209861.8558445;-32.816014438256545
1739209861.855855;-45.120503652039325
1739209861.8558657;-45.120503652039325
1739209861.8558762;-35.57807855764607
1739209861.8558867;-35.57807855764607
1739209861.8558974;-45.120503652039325
1739209861.855908;-35.57807855764607
1739209861.8559184;-45.120503652039325
1739209861.8559291;-38.13080360867914
1739209861.8559396;-38.13080360867914
1739209861.85595;-45.120503652039325
1739209861.8559608;-38.13080360867914
1739209861.8559713;-45.120503652039325
1739209861.8559818;-35.57807855764607
1739209861.8559926;-38.13080360867914
1739209861.856003;-35.57807855764607
1739209861.8560135;-33.981070128970906
1739209861.8560243;-45.120503652039325
1739209861.8560348;-35.57807855764607
1739209861.8560452;-45.120503652039325
1739209861.856056;-45.120503652039325
1739209861.8560665;-35.57807855764607
1739209861.8560772;-45.120503652039325
1739209861.8560877;-35.57807855764607
1739209861.8560982;-38.13080360867914
1739209861.856109;-38.13080360867914
1739209861.8561194;-38.13080360867914
1739209861.85613;-38.13080360867914
1739209861.8561406;-32.816014438256545
1739209861.856151;-45.120503652039325
1739209861.8561616;-45.120503652039325
1739209861.8561723;-33.981070128970906
1739209861.8561828;-45.120503652039325
1739209861.8561933;-45.120503652039325
1739209861.856204;-45.120503652039325
1739209861.8562145;-45.120503652039325
1739209861.856225;-38.13080360867914
1739209861.8562357;-38.13080360867914
1739209861.8562462;-38.13080360867914
1739209861.8562567;-32.816014438256545
1739209861.8562675;-31.141103565318915
1739209861.856278;-45.120503652039325
1739209861.8562887;-45.120503652039325
1739209861.8562992;-35.57807855764607
1739209861.8563097;-38.13080360867914
1739209861.8563204;-38.13080360867914
1739209861.8563309;-35.57807855764607
1739209861.8563414;-45.120503652039325
1739209861.856352;-45.120503652039325
1739209861.8563626;-38.13080360867914
1739209861.856373;-45.120503652039325
1739209861.8563838;-38.13080360867914
1739209861.8563943;-35.57807855764607
1739209861.8564048;-38.13080360867914
1739209861.8564155;-45.120503652039325
1739209861.856426;-45.120503652039325
1739209861.8564365;-45.120503652039325
1739209861.8564472;-38.13080360867914
1739209861.8564577;-38.13080360867914
1739209861.8564684;-38.13080360867914
1739209861.856479;-38.13080360867914
1739209861.8564894;-38.13080360867914
1739209861.8565001;-45.120503652039325
1739209861.8565106;-38.13080360867914
1739209861.8565211;-38.13080360867914
1739209861.8565319;-45.120503652039325
1739209861.8565423;-45.120503652039325
1739209861.8565528;-45.120503652039325
1739209861.8565636;-38.13080360867914
1739209861.856574;-33.981070128970906
1739209861.8565845;-45.120503652039325
1739209861.8565953;-33.981070128970906
1739209861.8566058;-38.13080360867914
1739209861.8566163;-38.13080360867914
1739209861.856627;-38.13080360867914
1739209861.8566375;-35.57807855764607
1739209861.856648;-31.141103565318915
1739209861.8566587;-38.13080360867914
1739209861.8566692;-38.13080360867914
1739209861.85668;-33.981070128970906
1739209861.8566904;-38.13080360867914
1739209861.856701;-35.57807855764607
1739209861.8567116;-38.13080360867914
1739209861.856722;-45.120503652039325
1739209861.8567326;-45.120503652039325
1739209861.8567433;-45.120503652039325
1739209861.8567538;-38.13080360867914
1739209861.8567643;-45.120503652039325
1739209861.856775;-33.981070128970906
1739209861.8567855;-28.992665084841942
1739209861.856796;-38.13080360867914
1739209861.8568068;-45.120503652039325
1739209861.8568172;-35.57807855764607
1739209861.8568277;-35.57807855764607
1739209861.8568385;-45.120503652039325
1739209861.856849;-45.120503652039325
1739209861.8568594;-38.13080360867914
1739209861.8568702;-38.13080360867914
1739209861.8568807;-38.13080360867914
1739209861.8568914;-45.120503652039325
1739209861.856902;-45.120503652039325
1739209861.8569124;-38.13080360867914
1739209861.856923;-38.13080360867914
1739209861.8569336;-38.13080360867914
1739209861.856944;-38.13080360867914
1739209861.8569548;-30.49652367304973
1739209861.8569653;-35.57807855764607
1739209861.8569758;-38.13080360867914
1739209861.8569865;-38.13080360867914
1739209861.856997;-45.120503652039325
1739209861.8570075;-35.57807855764607
1739209861.8570182;-38.13080360867914
1739209861.8570287;-35.57807855764607
1739209861.8570392;-30.49652367304973
1739209861.85705;-35.57807855764607
1739209861.8570604;-45.120503652039325
1739209861.857071;-45.120503652039325
1739209861.8570817;-38.13080360867914
1739209861.8570921;-38.13080360867914
1739209861.8571029;-35.57807855764607
1739209861.8571134;-45.120503652039325
1739209861.8571239;-33.981070128970956
1739209861.8571346;-38.13080360867914
1739209861.857145;-45.120503652039325
1739209861.8571556;-45.120503652039325
1739209861.8571663;-45.120503652039325
1739209861.8571768;-35.57807855764607
1739209861.8571873;-45.120503652039325
1739209861.857198;-38.13080360867914
1739209861.8572085;-25.252786309376837
1739209861.857219;-38.13080360867914
1739209861.8572297;-45.120503652039325
1739209861.8572402;-38.13080360867914
1739209861.8572507;-45.120503652039325
1739209861.8572614;-45.120503652039325
1739209861.857272;-38.13080360867914
1739209861.8572826;-38.13080360867914
1739209861.8572931;-38.13080360867914
1739209861.8573036;-45.120503652039325
1739209861.8573143;-33.981070128970906
1739209861.8573248;-38.13080360867914
1739209861.8573353;-45.120503652039325
1739209861.857346;-45.120503652039325
1739209861.8573565;-45.120503652039325
1739209861.857367;-45.120503652039325
1739209861.8573778;-45.120503652039325
1739209861.8573883;-38.13080360867914
1739209861.8573987;-38.13080360867914
1739209861.8574095;-45.120503652039325
1739209861.85742;-45.120503652039325
1739209861.8574305;-38.13080360867914
1739209861.8574412;-38.13080360867914
1739209861.8574517;-45.120503652039325
1739209861.8574622;-35.57807855764607
1739209861.857473;-38.13080360867914
1739209861.8574834;-45.120503652039325
1739209861.857494;-38.13080360867914
1739209861.8575046;-38.13080360867914
1739209861.857515;-45.120503652039325
1739209861.8575258;-45.120503652039325
1739209861.8575363;-38.13080360867914
1739209861.8575468;-45.120503652039325
1739209861.8575575;-38.13080360867914
1739209861.857568;-38.13080360867914
1739209861.8575785;-45.120503652039325
1739209861.8575892;-45.120503652039325
1739209861.8575997;-38.13080360867914
1739209861.8576102;-35.57807855764607
1739209861.857621;-38.13080360867914
1739209861.8576314;-35.57807855764607
1739209861.857642;-38.13080360867914
1739209861.8576527;-38.13080360867914
1739209861.8576632;-38.13080360867914
1739209861.8576736;-45.120503652039325
1739209861.8576844;-38.13080360867914
1739209861.8576949;-35.57807855764607
1739209861.8577056;-33.981070128970906
1739209861.857716;-45.120503652039325
1739209861.8577266;-45.120503652039325
1739209861.8577373;-45.120503652039325
1739209861.8577478;-45.120503652039325
1739209861.8577583;-45.120503652039325
1739209861.857769;-33.981070128970906
1739209861.8577795;-45.120503652039325
1739209861.85779;-45.120503652039325
1739209861.8578007;-35.57807855764607
1739209861.8578112;-35.57807855764607
1739209861.8578217;-45.120503652039325
1739209861.8578324;-38.13080360867914
1739209861.857843;-38.13080360867914
1739209861.8578534;-45.120503652039325
1739209861.8578641;-45.120503652039325
1739209861.8578746;-38.13080360867914
1739209861.8578851;-38.13080360867914
1739209861.8578959;-38.13080360867914
1739209861.8579063;-38.13080360867914
1739209861.857917;-35.57807855764607
1739209861.8579276;-35.57807855764607
1739209861.857938;-38.13080360867914
1739209861.8579488;-45.120503652039325
1739209861.8579593;-38.13080360867914
1739209861.8579698;-38.13080360867914
1739209861.8579805;-38.13080360867914
1739209861.857991;-38.13080360867914
1739209861.8580015;-33.981070128970906
1739209861.8580122;-45.120503652039325
1739209861.8580227;-45.120503652039325
1739209861.8580332;-35.57807855764607
1739209861.858044;-45.120503652039325
1739209861.8580544;-45.120503652039325
1739209861.858065;-38.13080360867914
1739209861.8580756;-33.981070128970906
1739209861.858086;-45.120503652039325
1739209861.8580966;-38.13080360867914
1739209861.8581073;-35.57807855764607
1739209861.8581178;-38.13080360867914
1739209861.8581285;-45.120503652039325
1739209861.858139;-35.57807855764607
1739209861.8581495;-31.141103565318915
1739209861.8581603;-38.13080360867914
1739209861.8581707;-45.120503652039325
1739209861.8581812;-38.13080360867914
1739209861.858192;-33.981070128970906
1739209861.8582025;-45.120503652039325
1739209861.858213;-45.120503652039325
1739209861.8582237;-45.120503652039325
1739209861.8582342;-31.141103565318915
1739209861.8582447;-35.57807855764607
1739209861.8582554;-38.13080360867914
1739209861.8582659;-45.120503652039325
1739209861.8582764;-45.120503652039325
1739209861.858287;-35.57807855764607
1739209861.8582976;-32.816014438256545
1739209861.8583083;-45.120503652039325
1739209861.8583188;-28.218542851754165
1739209861.8583293;-33.981070128970906
1739209861.85834;-38.13080360867914
1739209861.8583505;-38.13080360867914
1739209861.858361;-45.120503652039325
1739209861.8583717;-45.120503652039325
1739209861.8583822;-45.120503652039325
1739209861.8583927;-45.120503652039325
1739209861.8584034;-25.62660358559016
1739209861.858414;-33.981070128970906
1739209861.8584244;-38.13080360867914
1739209861.8584352;-45.120503652039325
1739209861.8584456;-33.981070128970906
1739209861.8584561;-32.816014438256545
1739209861.8584669;-38.13080360867914
1739209861.8584774;-45.120503652039325
1739209861.8584878;-33.981070128970906
1739209861.8584986;-38.13080360867914
1739209861.858509;-45.120503652039325
1739209861.8585198;-45.120503652039325
1739209861.8585303;-38.13080360867914
1739209861.8585408;-45.120503652039325
1739209861.8585515;-38.13080360867914
1739209861.858562;-45.120503652039325
1739209861.8585725;-45.120503652039325
1739209861.8585832;-45.120503652039325
1739209861.8585937;-45.120503652039325
1739209861.8586042;-45.120503652039325
1739209861.858615;-45.120503652039325
1739209861.8586254;-45.120503652039325
1739209861.858636;-45.120503652039325
1739209861.8586466;-45.120503652039325
1739209861.8586571;-38.13080360867914
1739209861.8586676;-38.13080360867914
1739209861.8586783;-38.13080360867914
1739209861.8586888;-45.120503652039325
1739209861.8586993;-45.120503652039325
1739209861.85871;-45.120503652039325
1739209861.8587205;-38.13080360867914
1739209861.8587313;-45.120503652039325
1739209861.8587418;-33.981070128970906
1739209861.8587523;-31.141103565318915
1739209861.858763;-38.13080360867914
1739209861.8587735;-38.13080360867914
1739209861.858784;-45.120503652039325
1739209861.8587947;-45.120503652039325
1739209861.8588052;-45.120503652039325
1739209861.8588157;-45.120503652039325
1739209861.8588264;-33.981070128970906
1739209861.858837;-38.13080360867914
1739209861.8588474;-45.120503652039325
1739209861.858858;-38.13080360867914
1739209861.8588686;-45.120503652039325
1739209861.858879;-32.816014438256545
1739209861.8588898;-35.57807855764607
1739209861.8589003;-45.120503652039325
1739209861.8589108;-38.13080360867914
1739209861.8589215;-32.816014438256545
1739209861.858932;-33.981070128970906
1739209861.8589427;-45.120503652039325
1739209861.8589532;-45.120503652039325
1739209861.8589637;-45.120503652039325
1739209861.8589745;-45.120503652039325
1739209861.858985;-38.13080360867914
1739209861.8589954;-45.120503652039325
1739209861.8590062;-45.120503652039325
1739209861.8590167;-45.120503652039325
1739209861.8590271;-45.120503652039325
1739209861.8590379;-38.13080360867914
1739209861.8590484;-45.120503652039325
1739209861.8590589;-45.120503652039325
1739209861.8590696;-45.120503652039325
1739209861.85908;-38.13080360867914
1739209861.8590906;-38.13080360867914
1739209861.8591013;-38.13080360867914
1739209861.8591118;-35.57807855764607
1739209861.8591225;-33.981070128970906
1739209861.859133;-33.981070128970906
1739209861.8591435;-38.13080360867914
1739209861.8591542;-45.120503652039325
1739209861.8591647;-35.57807855764607
1739209861.8591752;-45.120503652039325
1739209861.859186;-45.120503652039325
1739209861.8591964;-45.120503652039325
1739209861.859207;-45.120503652039325
1739209861.8592176;-45.120503652039325
1739209861.8592281;-45.120503652039325
1739209861.8592386;-45.120503652039325
1739209861.8592494;-45.120503652039325
1739209861.8592598;-32.816014438256545
1739209861.8592703;-38.13080360867914
1739209861.859281;-45.120503652039325
1739209861.8592916;-38.13080360867914
1739209861.859302;-32.816014438256545
1739209861.8593128;-33.981070128970906
1739209861.8593233;-45.120503652039325
1739209861.859334;-45.120503652039325
1739209861.8593445;-30.49652367304973
1739209861.859355;-31.141103565318893
1739209861.8593657;-38.13080360867914
1739209861.8593762;-38.13080360867914
1739209861.8593867;-45.120503652039325
1739209861.8593974;-35.57807855764607
1739209861.859408;-45.120503652039325
1739209861.8594184;-45.120503652039325
1739209861.8594291;-45.120503652039325
1739209861.8594396;-45.120503652039325
1739209861.85945;-38.13080360867914
1739209861.8594608;-35.57807855764607
1739209861.8594713;-38.13080360867914
1739209861.8594818;-45.120503652039325
1739209861.8594925;-38.13080360867914
1739209861.859503;-45.120503652039325
1739209861.8595135;-38.13080360867914
1739209861.8595243;-35.57807855764607
1739209861.8595347;-45.120503652039325
1739209861.8595455;-38.13080360867914
1739209861.859556;-33.981070128970906
1739209861.8595665;-32.816014438256545
1739209861.8595772;-38.13080360867914
1739209861.8595877;-38.13080360867914
1739209861.8595982;-38.13080360867914
1739209861.859609;-45.120503652039325
1739209861.8596194;-45.120503652039325
1739209861.8596299;-45.120503652039325
1739209861.8596406;-45.120503652039325
1739209861.859651;-38.13080360867914
1739209861.8596616;-45.120503652039325
1739209861.8596723;-45.120503652039325
1739209861.8596828;-45.120503652039325
1739209861.8596933;-45.120503652039325
1739209861.859704;-45.120503652039325
1739209861.8597145;-45.120503652039325
1739209861.859725;-38.13080360867914
1739209861.8597357;-38.13080360867914
1739209861.8597462;-38.13080360867914
1739209861.859757;-45.120503652039325
1739209861.8597674;-33.981070128970906
1739209861.859778;-29.438486411369333
1739209861.8597887;-45.120503652039325
1739209861.8597991;-45.120503652039325
1739209861.8598096;-45.120503652039325
1739209861.8598204;-38.13080360867914
1739209861.8598309;-38.13080360867914
1739209861.8598413;-33.981070128970906
1739209861.859852;-45.120503652039325
1739209861.8598626;-33.981070128970956
1739209861.859873;-32.816014438256545
1739209861.8598838;-38.13080360867914
1739209861.8598943;-45.120503652039325
1739209861.8599048;-45.120503652039325
1739209861.8599155;-35.57807855764607
1739209861.859926;-45.120503652039325
1739209861.8599365;-35.57807855764607
1739209861.8599472;-28.992665084841942
1739209861.8599577;-45.120503652039325
1739209861.8599684;-45.120503652039325
1739209861.859979;-35.57807855764607
1739209861.8599894;-33.981070128970906
1739209861.8600001;-45.120503652039325
1739209861.8600106;-45.120503652039325
1739209861.860021;-45.120503652039325
1739209861.8600318;-38.13080360867914
1739209861.8600423;-45.120503652039325
1739209861.8600528;-38.13080360867914
1739209861.8600636;-45.120503652039325
1739209861.860074;-38.13080360867914
1739209861.8600845;-38.13080360867914
1739209861.8600953;-45.120503652039325
1739209861.8601058;-38.13080360867914
1739209861.8601162;-32.81601443825658
1739209861.860127;-45.120503652039325
1739209861.8601375;-38.13080360867914
1739209861.8601482;-45.120503652039325
1739209861.8601587;-38.13080360867914
