CAN Message; 0x1d3:0000becfcab3f9d7
1739209664.6349533;-45.120503652039325
1739209664.6349561;-45.120503652039325
1739209664.6349587;-45.120503652039325
1739209664.6349614;-45.120503652039325
1739209664.634964;-33.981070128970906
1739209664.6349669;-31.141103565318915
1739209664.6349695;-32.816014438256545
1739209664.634972;-38.13080360867914
1739209664.6349747;-45.120503652039325
1739209664.6349776;-38.13080360867914
1739209664.6349802;-45.120503652039325
1739209664.6349828;-45.120503652039325
1739209664.6349857;-33.981070128970956
1739209664.6349883;-45.120503652039325
1739209664.634991;-38.13080360867914
1739209664.6349936;-38.13080360867914
1739209664.6349964;-38.13080360867914
1739209664.634999;-38.13080360867914
1739209664.6350017;-35.57807855764607
1739209664.6350043;-45.120503652039325
1739209664.6350071;-27.267205301931607
1739209664.6350098;-33.981070128970906
1739209664.6350124;-45.120503652039325
1739209664.635015;-38.13080360867914
1739209664.6350179;-33.981070128970906
1739209664.6350205;-35.57807855764607
1739209664.635023;-38.13080360867914
1739209664.6350257;-38.13080360867914
1739209664.6350286;-31.141103565318943
1739209664.6350312;-38.13080360867914
1739209664.6350338;-38.13080360867914
1739209664.6350365;-45.120503652039325
1739209664.6350393;-45.120503652039325
1739209664.635042;-45.120503652039325
1739209664.6350446;-38.13080360867914
1739209664.6350474;-38.13080360867914
1739209664.63505;-31.141103565318915
1739209664.6350527;-38.13080360867914
1739209664.6350553;-35.57807855764607
1739209664.6350582;-45.120503652039325
1739209664.6350608;-45.120503652039325
1739209664.6350634;-38.13080360867914
1739209664.635066;-38.13080360867914
1739209664.635069;-45.120503652039325
1739209664.6350715;-45.120503652039325
1739209664.6350741;-35.57807855764607
1739209664.6350768;-35.57807855764607
1739209664.6350796;-45.120503652039325
1739209664.6350822;-45.120503652039325
1739209664.6350849;-38.13080360867914
1739209664.6350875;-45.120503652039325
1739209664.6350904;-38.13080360867914
1739209664.635093;-38.13080360867914
1739209664.6350956;-38.13080360867914
1739209664.6350985;-33.981070128970906
1739209664.635101;-33.981070128970906
1739209664.6351037;-38.13080360867914
1739209664.6351063;-38.13080360867914
1739209664.6351092;-35.57807855764607
1739209664.6351118;-45.120503652039325
1739209664.6351144;-33.981070128970906
1739209664.635117;-31.141103565318915
1739209664.63512;-35.57807855764607
1739209664.6351225;-38.13080360867914
1739209664.6351252;-45.120503652039325
1739209664.6351278;-35.57807855764607
1739209664.6351306;-35.57807855764607
1739209664.6351333;-38.13080360867914
1739209664.635136;-33.981070128970906
1739209664.6351385;-32.816014438256545
1739209664.6351414;-38.13080360867914
1739209664.635144;-45.120503652039325
1739209664.6351466;-45.120503652039325
1739209664.6351492;-45.120503652039325
1739209664.635152;-33.981070128970906
1739209664.6373334;-45.120503652039325
1739209664.6373372;-38.13080360867914
1739209664.637341;-38.13080360867914
1739209664.6373446;-45.120503652039325
1739209664.6373484;-45.120503652039325
1739209664.6373522;-45.120503652039325
1739209664.637356;-45.120503652039325
1739209664.6373599;-45.120503652039325
1739209664.6373637;-38.13080360867914
1739209664.6373675;-45.120503652039325
1739209664.637371;-45.120503652039325
1739209664.6373749;-35.57807855764607
1739209664.6373787;-45.120503652039325
1739209664.6373825;-45.120503652039325
1739209664.6373863;-38.13080360867914
1739209664.6373901;-38.13080360867914
1739209664.637394;-38.13080360867914
1739209664.6373978;-45.120503652039325
1739209664.6374013;-33.981070128970906
1739209664.6374052;-45.120503652039325
1739209664.637409;-45.120503652039325
1739209664.6374128;-38.13080360867914
1739209664.6374166;-38.13080360867914
1739209664.6374204;-45.120503652039325
1739209664.6374242;-45.120503652039325
1739209664.6374278;-32.816014438256545
1739209664.6374316;-38.13080360867914
1739209664.6374354;-38.13080360867914
1739209664.6374393;-38.13080360867914
1739209664.637443;-45.120503652039325
1739209664.6374469;-38.13080360867914
1739209664.6374507;-45.120503652039325
1739209664.6374543;-38.13080360867914
1739209664.637458;-45.120503652039325
1739209664.637462;-38.13080360867914
1739209664.6374657;-45.120503652039325
1739209664.6374695;-38.13080360867914
1739209664.6374733;-35.57807855764607
1739209664.6374772;-35.57807855764607
1739209664.637481;-38.13080360867914
1739209664.6374846;-45.120503652039325
1739209664.6374884;-45.120503652039325
1739209664.6374922;-45.120503652039325
1739209664.637496;-45.120503652039325
1739209664.6374998;-38.13080360867914
1739209664.6375036;-38.13080360867914
1739209664.6375074;-45.120503652039325
1739209664.637511;-45.120503652039325
1739209664.6375148;-45.120503652039325
1739209664.6375186;-45.120503652039325
1739209664.6375225;-45.120503652039325
1739209664.6375263;-38.13080360867914
1739209664.63753;-38.13080360867914
1739209664.637534;-38.13080360867914
1739209664.6375375;-38.13080360867914
1739209664.6375413;-45.120503652039325
1739209664.637545;-38.13080360867914
1739209664.637549;-35.57807855764607
1739209664.6375527;-38.13080360867914
1739209664.6375566;-38.13080360867914
1739209664.6375604;-38.13080360867914
1739209664.6375642;-38.13080360867914
1739209664.6375678;-45.120503652039325
1739209664.6375716;-35.57807855764607
1739209664.6375754;-32.816014438256545
1739209664.6375792;-45.120503652039325
1739209664.637583;-45.120503652039325
1739209664.6375868;-31.141103565318915
1739209664.6375906;-31.141103565318915
1739209664.6375942;-32.816014438256545
1739209664.637598;-45.120503652039325
1739209664.6376019;-38.13080360867914
1739209664.6376057;-38.13080360867914
1739209664.6376095;-33.981070128970906
1739209664.6376133;-38.13080360867914
1739209664.637617;-38.13080360867914
1739209664.6376207;-35.57807855764607
1739209664.6376245;-38.13080360867914
1739209664.6376283;-45.120503652039325
1739209664.6376321;-45.120503652039325
1739209664.637636;-45.120503652039325
1739209664.6376398;-45.120503652039325
1739209664.6376436;-45.120503652039325
1739209664.6376474;-45.120503652039325
1739209664.637651;-45.120503652039325
1739209664.6376548;-38.13080360867914
1739209664.6376586;-38.13080360867914
1739209664.6376624;-45.120503652039325
1739209664.6376662;-45.120503652039325
1739209664.63767;-35.57807855764607
1739209664.6376739;-32.816014438256545
1739209664.6376774;-45.120503652039325
1739209664.6376812;-45.120503652039325
1739209664.637685;-38.13080360867914
1739209664.6376889;-45.120503652039325
1739209664.6376927;-45.120503652039325
1739209664.6376965;-45.120503652039325
1739209664.6377003;-33.981070128970906
1739209664.637704;-38.13080360867914
1739209664.6377077;-38.13080360867914
1739209664.6377115;-45.120503652039325
1739209664.6377153;-38.13080360867914
1739209664.6377192;-38.13080360867914
1739209664.637723;-38.13080360867914
1739209664.6377268;-45.120503652039325
1739209664.6377306;-33.981070128970906
1739209664.6377342;-35.57807855764607
1739209664.637738;-45.120503652039325
1739209664.6377418;-45.120503652039325
1739209664.6377456;-33.981070128970906
1739209664.6377494;-33.981070128970906
1739209664.6377532;-38.13080360867914
1739209664.637757;-45.120503652039325
1739209664.6377606;-45.120503652039325
1739209664.6377645;-38.13080360867914
1739209664.6377683;-45.120503652039325
1739209664.637772;-45.120503652039325
1739209664.637776;-45.120503652039325
1739209664.6377797;-45.120503652039325
1739209664.6377835;-45.120503652039325
1739209664.637787;-45.120503652039325
1739209664.637791;-33.981070128970906
1739209664.6377947;-45.120503652039325
1739209664.6377985;-45.120503652039325
1739209664.6378024;-45.120503652039325
1739209664.6378062;-38.13080360867914
1739209664.63781;-35.57807855764607
1739209664.6378136;-35.57807855764607
1739209664.6378174;-35.57807855764607
1739209664.6378212;-45.120503652039325
1739209664.637825;-38.13080360867914
1739209664.6378288;-35.57807855764607
1739209664.6378326;-35.57807855764607
1739209664.6378365;-38.13080360867914
1739209664.6378403;-45.120503652039325
1739209664.6378438;-38.13080360867914
1739209664.6378477;-38.13080360867914
1739209664.6378515;-45.120503652039325
1739209664.6378553;-45.120503652039325
1739209664.637859;-38.13080360867914
1739209664.637863;-35.57807855764607
1739209664.6378667;-45.120503652039325
1739209664.6378703;-38.13080360867914
1739209664.6378741;-45.120503652039325
1739209664.637878;-38.13080360867914
1739209664.6378818;-45.120503652039325
1739209664.6378856;-38.13080360867914
1739209664.6378894;-38.13080360867914
1739209664.6378932;-35.57807855764607
1739209664.6378968;-45.120503652039325
1739209664.6379006;-45.120503652039325
1739209664.6379044;-38.13080360867914
1739209664.6379082;-38.13080360867914
1739209664.637912;-35.57807855764607
1739209664.6379158;-45.120503652039325
1739209664.6379197;-45.120503652039325
1739209664.6379235;-32.816014438256545
1739209664.637927;-45.120503652039325
1739209664.6379309;-33.981070128970906
1739209664.6379347;-38.13080360867914
1739209664.6379385;-38.13080360867914
1739209664.6379423;-38.13080360867914
1739209664.6379461;-45.120503652039325
1739209664.63795;-38.13080360867914
1739209664.6379535;-45.120503652039325
1739209664.6379573;-38.13080360867914
1739209664.6379611;-45.120503652039325
1739209664.637965;-33.981070128970906
1739209664.6379688;-38.13080360867914
1739209664.6379726;-38.13080360867914
1739209664.6379764;-45.120503652039325
1739209664.63798;-45.120503652039325
1739209664.6379838;-45.120503652039325
1739209664.6379876;-45.120503652039325
1739209664.6379914;-33.981070128970906
1739209664.6379952;-35.57807855764607
1739209664.637999;-45.120503652039325
1739209664.6380029;-45.120503652039325
1739209664.6380067;-38.13080360867914
1739209664.6380103;-35.57807855764607
1739209664.638014;-38.13080360867914
1739209664.638018;-45.120503652039325
1739209664.6380217;-45.120503652039325
1739209664.6380255;-45.120503652039325
1739209664.6380293;-45.120503652039325
1739209664.6380332;-45.120503652039325
1739209664.6380367;-45.120503652039325
1739209664.6380405;-45.120503652039325
1739209664.6380444;-38.13080360867914
1739209664.6380482;-38.13080360867914
1739209664.638052;-45.120503652039325
1739209664.6380558;-45.120503652039325
1739209664.6380596;-45.120503652039325
1739209664.6380632;-45.120503652039325
1739209664.638067;-45.120503652039325
1739209664.6380708;-38.13080360867914
1739209664.6380746;-45.120503652039325
1739209664.6380785;-38.13080360867914
1739209664.6380823;-38.13080360867914
1739209664.638086;-38.13080360867914
1739209664.63809;-38.13080360867914
1739209664.6380935;-45.120503652039325
1739209664.6380973;-38.13080360867914
1739209664.638101;-38.13080360867914
1739209664.638105;-45.120503652039325
1739209664.6381087;-45.120503652039325
1739209664.6381125;-38.13080360867914
1739209664.6381164;-38.13080360867914
1739209664.63812;-45.120503652039325
1739209664.6381238;-38.13080360867914
1739209664.6381276;-32.816014438256545
1739209664.6381314;-45.120503652039325
1739209664.6381352;-45.120503652039325
1739209664.638139;-33.981070128970906
1739209664.6381428;-33.981070128970906
1739209664.6381464;-33.981070128970906
1739209664.6381502;-45.120503652039325
1739209664.638154;-38.13080360867914
1739209664.6381578;-45.120503652039325
1739209664.6381617;-45.120503652039325
1739209664.6381655;-38.13080360867914
1739209664.6381693;-38.13080360867914
1739209664.638173;-38.13080360867914
1739209664.6381767;-38.13080360867914
1739209664.6381805;-45.120503652039325
1739209664.6381843;-35.57807855764607
1739209664.6381881;-32.816014438256545
1739209664.638192;-45.120503652039325
1739209664.6381958;-45.120503652039325
1739209664.6381996;-38.13080360867914
1739209664.6382031;-33.981070128970906
1739209664.638207;-29.438486411369347
1739209664.6382108;-45.120503652039325
1739209664.6382146;-38.13080360867914
1739209664.6382184;-33.981070128970906
1739209664.6382222;-33.981070128970906
1739209664.638226;-45.120503652039325
1739209664.6382296;-45.120503652039325
1739209664.6382334;-38.13080360867914
1739209664.6382372;-31.141103565318915
1739209664.638241;-45.120503652039325
1739209664.6382449;-38.13080360867914
1739209664.6382487;-38.13080360867914
1739209664.6382525;-38.13080360867914
1739209664.6382563;-45.120503652039325
1739209664.63826;-45.120503652039325
1739209664.6382637;-38.13080360867914
1739209664.6382675;-33.981070128970906
1739209664.6382713;-45.120503652039325
1739209664.6382751;-33.981070128970906
1739209664.638279;-38.13080360867914
1739209664.6382828;-38.13080360867914
1739209664.6382864;-38.13080360867914
1739209664.6382902;-45.120503652039325
1739209664.638294;-45.120503652039325
1739209664.6382978;-33.981070128970906
1739209664.6383016;-45.120503652039325
1739209664.6383054;-45.120503652039325
1739209664.6383092;-45.120503652039325
1739209664.6383128;-45.120503652039325
1739209664.6383166;-45.120503652039325
1739209664.6383204;-45.120503652039325
1739209664.6383243;-45.120503652039325
1739209664.638328;-33.981070128970906
1739209664.638332;-45.120503652039325
1739209664.6383357;-45.120503652039325
1739209664.6383393;-38.13080360867914
1739209664.638343;-33.981070128970906
1739209664.638347;-45.120503652039325
1739209664.6383507;-45.120503652039325
1739209664.6383545;-38.13080360867914
1739209664.6383584;-35.57807855764607
1739209664.6383622;-45.120503652039325
1739209664.638366;-45.120503652039325
1739209664.6383696;-45.120503652039325
1739209664.6383734;-38.13080360867914
1739209664.6383772;-38.13080360867914
1739209664.638381;-35.57807855764607
1739209664.6383848;-35.57807855764607
1739209664.6383886;-28.992665084841942
1739209664.6383924;-38.13080360867914
1739209664.638396;-33.981070128970906
1739209664.6383998;-38.13080360867914
1739209664.6384037;-38.13080360867914
1739209664.6384075;-45.120503652039325
1739209664.6384113;-45.120503652039325
1739209664.638415;-38.13080360867914
1739209664.638419;-45.120503652039325
1739209664.6384225;-45.120503652039325
1739209664.6384263;-45.120503652039325
1739209664.63843;-45.120503652039325
1739209664.638434;-45.120503652039325
1739209664.6384377;-38.13080360867914
1739209664.6384416;-45.120503652039325
1739209664.6384454;-38.13080360867914
1739209664.6384492;-31.141103565318915
1739209664.6384528;-35.57807855764607
1739209664.6384566;-35.57807855764607
1739209664.6384604;-35.57807855764607
1739209664.6384642;-38.13080360867914
1739209664.638468;-38.13080360867914
1739209664.6384718;-45.120503652039325
1739209664.6384757;-45.120503652039325
1739209664.6384792;-45.120503652039325
1739209664.638483;-45.120503652039325
1739209664.6384869;-38.13080360867914
1739209664.6384907;-45.120503652039325
1739209664.6384945;-38.13080360867914
1739209664.6384983;-35.57807855764607
1739209664.6385021;-45.120503652039325
1739209664.6385057;-38.13080360867914
1739209664.6385095;-45.120503652039325
1739209664.6385133;-45.120503652039325
1739209664.6385171;-45.120503652039325
1739209664.638521;-45.120503652039325
1739209664.6385248;-45.120503652039325
1739209664.6385286;-38.13080360867914
1739209664.6385324;-45.120503652039325
1739209664.638536;-45.120503652039325
1739209664.6385398;-32.816014438256545
1739209664.6385436;-35.57807855764607
1739209664.6385474;-45.120503652039325
1739209664.6385512;-45.120503652039325
1739209664.638555;-35.57807855764607
1739209664.6385589;-38.13080360867914
1739209664.6385624;-45.120503652039325
1739209664.6385663;-45.120503652039325
1739209664.63857;-45.120503652039325
1739209664.638574;-38.13080360867914
1739209664.6385777;-38.13080360867914
1739209664.6385815;-45.120503652039325
1739209664.6385853;-45.120503652039325
1739209664.638589;-33.981070128970906
1739209664.6385927;-38.13080360867914
1739209664.6385965;-45.120503652039325
1739209664.6386003;-33.981070128970906
1739209664.6386042;-38.13080360867914
1739209664.638608;-45.120503652039325
1739209664.6386118;-38.13080360867914
1739209664.6386156;-38.13080360867914
1739209664.6386192;-45.120503652039325
1739209664.638623;-45.120503652039325
1739209664.6386268;-32.816014438256545
1739209664.6386306;-45.120503652039325
1739209664.6386344;-38.13080360867914
1739209664.6386383;-38.13080360867914
1739209664.638642;-45.120503652039325
1739209664.6386456;-38.13080360867914
1739209664.6386495;-32.816014438256545
1739209664.6386533;-45.120503652039325
1739209664.638657;-38.13080360867914
1739209664.638661;-38.13080360867914
1739209664.6386647;-45.120503652039325
1739209664.6386685;-38.13080360867914
1739209664.638672;-38.13080360867914
1739209664.638676;-45.120503652039325
1739209664.6386797;-45.120503652039325
1739209664.6386836;-38.13080360867914
1739209664.6386874;-38.13080360867914
1739209664.6386912;-45.120503652039325
1739209664.638695;-45.120503652039325
1739209664.6386988;-45.120503652039325
1739209664.6387024;-38.13080360867914
1739209664.6387062;-38.13080360867914
1739209664.63871;-45.120503652039325
1739209664.6387138;-38.13080360867914
1739209664.6387177;-38.13080360867914
1739209664.6387215;-45.120503652039325
1739209664.6387253;-38.13080360867914
1739209664.6387289;-35.57807855764607
1739209664.6387327;-35.57807855764607
1739209664.6387365;-38.13080360867914
1739209664.6387403;-45.120503652039325
1739209664.638744;-45.120503652039325
1739209664.638748;-35.57807855764607
1739209664.6387517;-38.13080360867914
1739209664.6387553;-38.13080360867914
1739209664.6387591;-33.981070128970906
1739209664.638763;-45.120503652039325
1739209664.6387668;-38.13080360867914
1739209664.6387706;-38.13080360867914
1739209664.6387744;-38.13080360867914
1739209664.6387782;-33.981070128970906
1739209664.638782;-45.120503652039325
1739209664.6387856;-45.120503652039325
1739209664.6387894;-38.13080360867914
1739209664.6387932;-38.13080360867914
1739209664.638797;-32.816014438256545
1739209664.6388009;-45.120503652039325
1739209664.6388047;-38.13080360867914
1739209664.6388085;-38.13080360867914
1739209664.638812;-38.13080360867914
1739209664.6388159;-32.816014438256545
1739209664.6388197;-38.13080360867914
1739209664.6388235;-38.13080360867914
1739209664.6388273;-38.13080360867914
1739209664.6388311;-35.57807855764607
1739209664.638835;-38.13080360867914
1739209664.6388385;-45.120503652039325
1739209664.6388423;-45.120503652039325
1739209664.6388462;-45.120503652039325
1739209664.63885;-38.13080360867914
1739209664.6388538;-38.13080360867914
1739209664.6388576;-38.13080360867914
1739209664.6388614;-45.120503652039325
1739209664.638865;-38.13080360867914
1739209664.6388688;-38.13080360867914
1739209664.6388726;-38.13080360867914
1739209664.6388764;-38.13080360867914
1739209664.6388803;-33.981070128970906
1739209664.638884;-33.981070128970906
1739209664.638888;-45.120503652039325
1739209664.6388917;-38.13080360867914
1739209664.6388953;-38.13080360867914
1739209664.638899;-45.120503652039325
1739209664.638903;-45.120503652039325
1739209664.6389067;-38.13080360867914
1739209664.6389105;-45.120503652039325
1739209664.6389143;-38.13080360867914
1739209664.6389182;-38.13080360867914
1739209664.6389217;-38.13080360867914
1739209664.6389256;-38.13080360867914
1739209664.6389294;-45.120503652039325
1739209664.6389332;-33.981070128970906
1739209664.638937;-38.13080360867914
1739209664.6389408;-38.13080360867914
1739209664.6389446;-45.120503652039325
1739209664.6389482;-38.13080360867914
1739209664.638952;-38.13080360867914
1739209664.6389558;-45.120503652039325
1739209664.6389596;-38.13080360867914
1739209664.6389635;-38.13080360867914
1739209664.6389673;-38.13080360867914
1739209664.638971;-31.141103565318915
1739209664.638975;-45.120503652039325
1739209664.6389785;-45.120503652039325
1739209664.6389823;-45.120503652039325
1739209664.638986;-38.13080360867914
1739209664.63899;-45.120503652039325
1739209664.6389937;-35.57807855764607
1739209664.6389976;-38.13080360867914
1739209664.6390014;-32.81601443825658
1739209664.639005;-45.120503652039325
1739209664.6390088;-35.57807855764607
1739209664.6390126;-33.981070128970906
1739209664.6390164;-38.13080360867914
1739209664.6390202;-38.13080360867914
1739209664.639024;-38.13080360867914
1739209664.6390278;-38.13080360867914
1739209664.6390314;-27.267205301931607
1739209664.6390352;-35.57807855764607
1739209664.639039;-45.120503652039325
1739209664.6390429;-38.13080360867914
1739209664.6390467;-38.13080360867914
1739209664.6390505;-38.13080360867914
1739209664.6390543;-45.120503652039325
1739209664.639058;-38.13080360867914
1739209664.6390617;-45.120503652039325
1739209664.6390655;-38.13080360867914
1739209664.6390693;-38.13080360867914
1739209664.6390731;-45.120503652039325
1739209664.639077;-45.120503652039325
1739209664.6390808;-45.120503652039325
1739209664.6390846;-45.120503652039325
1739209664.6390882;-45.120503652039325
1739209664.639092;-38.13080360867914
1739209664.6390958;-33.981070128970906
1739209664.6390996;-38.13080360867914
1739209664.6391034;-38.13080360867914
1739209664.6391072;-33.981070128970906
1739209664.639111;-35.57807855764607
1739209664.6391146;-38.13080360867914
1739209664.6391184;-45.120503652039325
1739209664.6391222;-45.120503652039325
1739209664.639126;-45.120503652039325
1739209664.6391299;-45.120503652039325
1739209664.6391337;-45.120503652039325
1739209664.6391375;-45.120503652039325
1739209664.6391413;-45.120503652039325
1739209664.639145;-45.120503652039325
1739209664.6391487;-45.120503652039325
1739209664.6391525;-38.13080360867914
1739209664.6391563;-35.57807855764607
1739209664.6391602;-38.13080360867914
1739209664.639164;-45.120503652039325
1739209664.6391678;-38.13080360867914
1739209664.6391714;-35.57807855764607
1739209664.6391752;-45.120503652039325
1739209664.639179;-45.120503652039325
1739209664.6391828;-38.13080360867914
1739209664.6391866;-35.57807855764607
1739209664.6391904;-45.120503652039325
1739209664.6391943;-45.120503652039325
1739209664.6391978;-33.981070128970906
1739209664.6392016;-45.120503652039325
1739209664.6392055;-45.120503652039325
1739209664.6392093;-33.981070128970906
1739209664.639213;-38.13080360867914
1739209664.639217;-45.120503652039325
1739209664.6392207;-35.57807855764607
1739209664.6392245;-45.120503652039325
1739209664.639228;-45.120503652039325
1739209664.639232;-38.13080360867914
1739209664.6392357;-38.13080360867914
1739209664.6392395;-45.120503652039325
1739209664.6392434;-31.141103565318893
1739209664.6392472;-28.21854285175415
1739209664.639251;-38.13080360867914
1739209664.6392546;-45.120503652039325
1739209664.6392584;-35.57807855764607
1739209664.6392622;-35.57807855764607
1739209664.639266;-45.120503652039325
1739209664.6392698;-35.57807855764607
1739209664.6392736;-45.120503652039325
1739209664.6392775;-38.13080360867914
1739209664.639281;-38.13080360867914
1739209664.6392848;-45.120503652039325
1739209664.6392887;-45.120503652039325
1739209664.6392925;-38.13080360867914
1739209664.6392963;-33.981070128970906
1739209664.6393;-38.13080360867914
1739209664.639304;-38.13080360867914
1739209664.6393075;-29.438486411369333
1739209664.6393113;-33.981070128970906
1739209664.6393151;-45.120503652039325
1739209664.639319;-45.120503652039325
1739209664.6393228;-38.13080360867914
1739209664.6393266;-38.13080360867914
1739209664.6393304;-38.13080360867914
1739209664.6393342;-45.120503652039325
1739209664.6393378;-45.120503652039325
1739209664.6393416;-33.981070128970906
1739209664.6393454;-45.120503652039325
1739209664.6393492;-38.13080360867914
1739209664.639353;-38.13080360867914
1739209664.6393569;-38.13080360867914
1739209664.6393607;-45.120503652039325
1739209664.6393642;-45.120503652039325
1739209664.639368;-45.120503652039325
1739209664.6393719;-38.13080360867914
1739209664.6393757;-45.120503652039325
1739209664.6393795;-45.120503652039325
1739209664.6393833;-45.120503652039325
1739209664.6393871;-45.120503652039325
1739209664.6393907;-45.120503652039325
1739209664.6393945;-38.13080360867914
1739209664.6393983;-35.57807855764607
1739209664.6394022;-31.141103565318915
1739209664.639406;-38.13080360867914
1739209664.6394098;-38.13080360867914
1739209664.6394136;-32.816014438256545
1739209664.6394174;-38.13080360867914
1739209664.639421;-38.13080360867914
1739209664.6394248;-45.120503652039325
1739209664.6394286;-45.120503652039325
1739209664.6394324;-45.120503652039325
1739209664.6394362;-38.13080360867914
1739209664.63944;-45.120503652039325
1739209664.6394439;-45.120503652039325
1739209664.6394475;-38.13080360867914
1739209664.6394513;-35.57807855764607
1739209664.639455;-45.120503652039325
1739209664.639459;-38.13080360867914
1739209664.6394627;-45.120503652039325
1739209664.6394665;-45.120503652039325
1739209664.6394703;-38.13080360867914
1739209664.639474;-38.13080360867914
1739209664.6394777;-33.981070128970906
1739209664.6394815;-45.120503652039325
1739209664.6394854;-45.120503652039325
1739209664.6394892;-45.120503652039325
