CAN Message; 0x39:0cf5e1924dfc23f1
Timestamp;Amplitude
1739209628.6902208;-45.120503652039325
1739209628.690225;-45.120503652039325
1739209628.690229;-45.120503652039325
1739209628.690233;-45.120503652039325
1739209628.690237;-32.816014438256545
1739209628.690241;-45.120503652039325
1739209628.6902452;-31.141103565318893
1739209628.6902492;-28.21854285175415
1739209628.6902533;-45.120503652039325
1739209628.6902573;-38.13080360867914
1739209628.6902614;-35.57807855764607
1739209628.6902654;-35.57807855764607
1739209628.6902695;-38.13080360867914
1739209628.6902735;-38.13080360867914
1739209628.6902776;-45.120503652039325
1739209628.6902816;-38.13080360867914
1739209628.6902857;-45.120503652039325
1739209628.6902897;-45.120503652039325
1739209628.6902938;-45.120503652039325
1739209628.6902978;-45.120503652039325
1739209628.690302;-38.13080360867914
1739209628.690306;-45.120503652039325
1739209628.69031;-38.13080360867914
1739209628.690314;-33.981070128970906
1739209628.690318;-45.120503652039325
1739209628.6903222;-45.120503652039325
1739209628.6903262;-45.120503652039325
1739209628.6903303;-45.120503652039325
1739209628.6903343;-45.120503652039325
1739209628.6903384;-45.120503652039325
1739209628.6903424;-38.13080360867914
1739209628.6903465;-45.120503652039325
1739209628.6903505;-45.120503652039325
1739209628.6903546;-38.13080360867914
1739209628.6903586;-38.13080360867914
1739209628.6903627;-45.120503652039325
1739209628.6903667;-45.120503652039325
1739209628.6903708;-45.120503652039325
1739209628.6903749;-35.57807855764607
1739209628.690379;-35.57807855764607
1739209628.690383;-45.120503652039325
1739209628.690387;-38.13080360867914
1739209628.690391;-38.13080360867914
1739209628.690395;-45.120503652039325
1739209628.6903992;-45.120503652039325
1739209628.6904032;-38.13080360867914
1739209628.6904073;-38.13080360867914
1739209628.6904113;-38.13080360867914
1739209628.6904154;-45.120503652039325
1739209628.6904194;-45.120503652039325
1739209628.6904235;-45.120503652039325
1739209628.6904275;-38.13080360867914
1739209628.6904316;-45.120503652039325
1739209628.6904356;-45.120503652039325
1739209628.6904397;-38.13080360867914
1739209628.6904438;-45.120503652039325
1739209628.6904478;-45.120503652039325
1739209628.6904519;-45.120503652039325
1739209628.690456;-45.120503652039325
1739209628.69046;-38.13080360867914
1739209628.690464;-45.120503652039325
1739209628.690468;-45.120503652039325
1739209628.6904721;-45.120503652039325
1739209628.6904762;-31.141103565318915
1739209628.6904802;-38.13080360867914
1739209628.6904843;-45.120503652039325
1739209628.6904883;-45.120503652039325
1739209628.6904924;-45.120503652039325
1739209628.6904964;-38.13080360867914
1739209628.6905005;-35.57807855764607
1739209628.6905046;-35.57807855764607
1739209628.6905086;-32.816014438256545
1739209628.6905127;-38.13080360867914
1739209628.6905167;-45.120503652039325
1739209628.6905208;-38.13080360867914
1739209628.6905248;-38.13080360867914
1739209628.6905289;-45.120503652039325
1739209628.690533;-45.120503652039325
1739209628.690537;-45.120503652039325
1739209628.690541;-31.141103565318915
1739209628.690545;-33.981070128970906
1739209628.6905491;-38.13080360867914
1739209628.6905532;-38.13080360867914
1739209628.6905572;-38.13080360867914
1739209628.6905613;-38.13080360867914
1739209628.6905653;-38.13080360867914
1739209628.6905694;-35.57807855764607
1739209628.6905735;-33.981070128970906
1739209628.6905775;-33.981070128970906
1739209628.6905816;-38.13080360867914
1739209628.6905856;-45.120503652039325
1739209628.6905897;-45.120503652039325
1739209628.6905937;-45.120503652039325
1739209628.6905978;-45.120503652039325
1739209628.6906018;-45.120503652039325
1739209628.6906059;-33.981070128970906
1739209628.69061;-33.981070128970906
1739209628.690614;-38.13080360867914
1739209628.690618;-45.120503652039325
1739209628.690622;-38.13080360867914
1739209628.6906261;-35.57807855764607
1739209628.6906302;-35.57807855764607
1739209628.690634;-35.57807855764607
1739209628.690638;-35.57807855764607
1739209628.690642;-38.13080360867914
1739209628.6906462;-45.120503652039325
1739209628.6906502;-38.13080360867914
1739209628.6906543;-38.13080360867914
1739209628.6906583;-45.120503652039325
1739209628.6906624;-45.120503652039325
1739209628.6906664;-32.816014438256545
1739209628.6906705;-35.57807855764607
1739209628.6906745;-45.120503652039325
1739209628.6906786;-38.13080360867914
1739209628.6906826;-38.13080360867914
1739209628.6906867;-35.57807855764607
1739209628.6906908;-45.120503652039325
1739209628.6906948;-45.120503652039325
1739209628.6906989;-33.981070128970906
1739209628.690703;-38.13080360867914
1739209628.690707;-38.13080360867914
1739209628.690711;-38.13080360867914
1739209628.690715;-45.120503652039325
1739209628.6907191;-45.120503652039325
1739209628.6907232;-38.13080360867914
1739209628.6907272;-45.120503652039325
1739209628.6907313;-45.120503652039325
1739209628.6907353;-38.13080360867914
1739209628.6907394;-38.13080360867914
1739209628.6907434;-45.120503652039325
1739209628.6907475;-38.13080360867914
1739209628.6907516;-45.120503652039325
1739209628.6907556;-38.13080360867914
1739209628.6907597;-45.120503652039325
1739209628.6907637;-38.13080360867914
1739209628.6907678;-38.13080360867914
1739209628.6907718;-45.120503652039325
1739209628.6907759;-38.13080360867914
1739209628.69078;-38.13080360867914
1739209628.690784;-45.120503652039325
1739209628.690788;-32.816014438256545
1739209628.690792;-33.981070128970906
1739209628.6907961;-45.120503652039325
1739209628.6908002;-38.13080360867914
1739209628.6908042;-38.13080360867914
1739209628.6908083;-38.13080360867914
1739209628.6908123;-45.120503652039325
1739209628.6908164;-45.120503652039325
1739209628.6908205;-45.120503652039325
1739209628.6908245;-45.120503652039325
1739209628.6908286;-38.13080360867914
1739209628.6908326;-45.120503652039325
1739209628.6908367;-45.120503652039325
1739209628.6908407;-45.120503652039325
1739209628.6908448;-38.13080360867914
1739209628.6908488;-38.13080360867914
1739209628.6908529;-38.13080360867914
1739209628.690857;-45.120503652039325
1739209628.690861;-45.120503652039325
1739209628.690865;-45.120503652039325
1739209628.690869;-38.13080360867914
1739209628.6908731;-38.13080360867914
1739209628.6908772;-45.120503652039325
1739209628.6908813;-45.120503652039325
1739209628.6908853;-45.120503652039325
1739209628.6908894;-38.13080360867914
1739209628.6908934;-45.120503652039325
1739209628.6908975;-45.120503652039325
1739209628.6909015;-45.120503652039325
1739209628.6909056;-45.120503652039325
1739209628.6909096;-45.120503652039325
1739209628.6909137;-45.120503652039325
1739209628.6909177;-33.981070128970906
1739209628.6909218;-45.120503652039325
1739209628.6909258;-38.13080360867914
1739209628.69093;-45.120503652039325
1739209628.690934;-38.13080360867914
1739209628.690938;-30.49652367304973
1739209628.690942;-45.120503652039325
1739209628.690946;-45.120503652039325
1739209628.6909502;-45.120503652039325
1739209628.6909542;-38.13080360867914
1739209628.6909583;-38.13080360867914
1739209628.6909623;-45.120503652039325
1739209628.6909664;-45.120503652039325
1739209628.6909704;-45.120503652039325
1739209628.6909745;-38.13080360867914
1739209628.6909785;-45.120503652039325
1739209628.6909826;-45.120503652039325
1739209628.6909866;-45.120503652039325
1739209628.6909907;-45.120503652039325
1739209628.6909947;-45.120503652039325
1739209628.6909988;-35.57807855764607
1739209628.6910028;-32.816014438256545
1739209628.691007;-38.13080360867914
1739209628.691011;-35.57807855764607
1739209628.691015;-35.57807855764607
1739209628.691019;-32.816014438256545
1739209628.691023;-45.120503652039325
1739209628.6910272;-45.120503652039325
1739209628.6910312;-38.13080360867914
1739209628.6910353;-38.13080360867914
1739209628.6910393;-45.120503652039325
1739209628.6910434;-38.13080360867914
1739209628.6910474;-38.13080360867914
1739209628.6910515;-45.120503652039325
1739209628.6910555;-45.120503652039325
1739209628.6910596;-45.120503652039325
1739209628.6910636;-38.13080360867914
1739209628.6910677;-45.120503652039325
1739209628.6910717;-45.120503652039325
1739209628.6910758;-45.120503652039325
1739209628.6910799;-32.816014438256545
1739209628.691084;-38.13080360867914
1739209628.691088;-45.120503652039325
1739209628.691092;-45.120503652039325
1739209628.691096;-38.13080360867914
1739209628.6911001;-27.267205301931607
1739209628.6911042;-38.13080360867914
1739209628.6911082;-45.120503652039325
1739209628.6911123;-32.816014438256545
1739209628.6911163;-31.141103565318915
1739209628.6911204;-38.13080360867914
1739209628.6911244;-45.120503652039325
1739209628.6911285;-35.57807855764607
1739209628.6911325;-38.13080360867914
1739209628.6911366;-45.120503652039325
1739209628.6911407;-38.13080360867914
1739209628.6911447;-38.13080360867914
1739209628.6911488;-45.120503652039325
1739209628.6911528;-45.120503652039325
1739209628.6911569;-45.120503652039325
1739209628.691161;-38.13080360867914
1739209628.691165;-31.141103565318915
1739209628.691169;-38.13080360867914
1739209628.691173;-45.120503652039325
1739209628.6911771;-38.13080360867914
1739209628.6911812;-38.13080360867914
1739209628.6911852;-38.13080360867914
1739209628.6911893;-45.120503652039325
1739209628.6911933;-38.13080360867914
1739209628.6911974;-33.981070128970906
1739209628.6912014;-38.13080360867914
1739209628.6912055;-45.120503652039325
1739209628.6912096;-38.13080360867914
1739209628.6912136;-35.57807855764607
1739209628.6912177;-38.13080360867914
1739209628.6912217;-45.120503652039325
1739209628.6912258;-35.57807855764607
1739209628.6912298;-32.816014438256545
1739209628.6912339;-38.13080360867914
1739209628.691238;-31.141103565318915
1739209628.691242;-38.13080360867914
1739209628.691246;-38.13080360867914
1739209628.69125;-32.816014438256545
1739209628.6912541;-38.13080360867914
1739209628.6912582;-45.120503652039325
1739209628.6912622;-28.992665084841942
1739209628.6912663;-38.13080360867914
1739209628.6912704;-38.13080360867914
1739209628.6912744;-35.57807855764607
1739209628.6912785;-33.981070128970906
1739209628.6912825;-38.13080360867914
1739209628.6912866;-45.120503652039325
1739209628.6912906;-38.13080360867914
1739209628.6912947;-32.816014438256545
1739209628.6912987;-38.13080360867914
1739209628.6913028;-45.120503652039325
1739209628.6913068;-38.13080360867914
1739209628.691311;-45.120503652039325
1739209628.691315;-45.120503652039325
1739209628.691319;-38.13080360867914
1739209628.691323;-45.120503652039325
1739209628.691327;-31.141103565318915
1739209628.6913311;-38.13080360867914
1739209628.6913352;-45.120503652039325
1739209628.6913393;-38.13080360867914
1739209628.6913433;-38.13080360867914
1739209628.6913474;-33.981070128970906
1739209628.6913514;-38.13080360867914
1739209628.6913555;-45.120503652039325
1739209628.6913595;-38.13080360867914
1739209628.6913636;-38.13080360867914
1739209628.6913676;-45.120503652039325
1739209628.6913717;-38.13080360867914
1739209628.6913757;-38.13080360867914
1739209628.6913798;-45.120503652039325
1739209628.6913838;-45.120503652039325
1739209628.691388;-45.120503652039325
1739209628.691392;-33.981070128970906
1739209628.691396;-38.13080360867914
1739209628.6914;-45.120503652039325
1739209628.691404;-45.120503652039325
1739209628.6914082;-45.120503652039325
1739209628.6914122;-45.120503652039325
1739209628.6914163;-38.13080360867914
1739209628.6914203;-38.13080360867914
1739209628.6914244;-38.13080360867914
1739209628.6914284;-38.13080360867914
1739209628.6914325;-45.120503652039325
1739209628.6914365;-32.816014438256545
1739209628.6914406;-38.13080360867914
1739209628.6914446;-38.13080360867914
1739209628.6914487;-35.57807855764607
1739209628.6914527;-45.120503652039325
1739209628.6914568;-35.57807855764607
1739209628.6914608;-45.120503652039325
1739209628.6914647;-38.13080360867914
1739209628.6914687;-38.13080360867914
1739209628.6914728;-38.13080360867914
1739209628.6914768;-38.13080360867914
1739209628.6914809;-45.120503652039325
1739209628.691485;-35.57807855764607
1739209628.691489;-38.13080360867914
1739209628.691493;-38.13080360867914
1739209628.691497;-45.120503652039325
1739209628.6915011;-45.120503652039325
1739209628.6915052;-38.13080360867914
1739209628.6915092;-35.57807855764607
1739209628.6915133;-38.13080360867914
1739209628.6915174;-38.13080360867914
1739209628.6915214;-38.13080360867914
1739209628.6915255;-38.13080360867914
1739209628.6915295;-45.120503652039325
1739209628.6915336;-35.57807855764607
1739209628.6915376;-35.57807855764607
1739209628.6915417;-45.120503652039325
1739209628.6915457;-45.120503652039325
1739209628.6915498;-38.13080360867914
1739209628.6915538;-45.120503652039325
1739209628.691558;-38.13080360867914
1739209628.691562;-38.13080360867914
1739209628.691566;-45.120503652039325
1739209628.69157;-38.13080360867914
1739209628.691574;-35.57807855764607
1739209628.6915781;-35.57807855764607
1739209628.6915822;-45.120503652039325
1739209628.6915863;-38.13080360867914
1739209628.6915903;-45.120503652039325
1739209628.6915944;-45.120503652039325
1739209628.6915984;-38.13080360867914
1739209628.6916025;-33.981070128970906
1739209628.6916065;-45.120503652039325
1739209628.6916106;-45.120503652039325
1739209628.6916146;-45.120503652039325
1739209628.6916187;-38.13080360867914
1739209628.6916227;-45.120503652039325
1739209628.6916268;-45.120503652039325
1739209628.6916308;-35.57807855764607
1739209628.691635;-35.57807855764607
1739209628.691639;-38.13080360867914
1739209628.691643;-38.13080360867914
1739209628.691647;-31.141103565318915
1739209628.691651;-45.120503652039325
1739209628.6916552;-38.13080360867914
1739209628.6916592;-45.120503652039325
1739209628.6916633;-38.13080360867914
1739209628.6916673;-38.13080360867914
1739209628.6916714;-45.120503652039325
1739209628.6916754;-45.120503652039325
1739209628.6916795;-45.120503652039325
1739209628.6916835;-33.981070128970906
1739209628.6916876;-45.120503652039325
1739209628.6916916;-45.120503652039325
1739209628.6916957;-38.13080360867914
1739209628.6916997;-45.120503652039325
1739209628.6917038;-45.120503652039325
1739209628.6917078;-45.120503652039325
1739209628.691712;-45.120503652039325
1739209628.691716;-45.120503652039325
1739209628.69172;-38.13080360867914
1739209628.691724;-35.57807855764607
1739209628.691728;-45.120503652039325
1739209628.6917322;-45.120503652039325
1739209628.6917362;-45.120503652039325
1739209628.6917403;-45.120503652039325
1739209628.6917443;-35.57807855764607
1739209628.6917484;-35.57807855764607
1739209628.6917524;-45.120503652039325
1739209628.6917565;-38.13080360867914
1739209628.6917605;-38.13080360867914
1739209628.6917646;-45.120503652039325
1739209628.6917686;-45.120503652039325
1739209628.6917727;-45.120503652039325
1739209628.6917768;-45.120503652039325
1739209628.6917808;-45.120503652039325
1739209628.6917849;-38.13080360867914
1739209628.691789;-45.120503652039325
1739209628.691793;-45.120503652039325
1739209628.691797;-38.13080360867914
1739209628.691801;-35.57807855764607
1739209628.6918051;-32.816014438256545
1739209628.6918092;-45.120503652039325
1739209628.6918132;-45.120503652039325
1739209628.6918173;-35.57807855764607
1739209628.6918213;-27.267205301931607
1739209628.6918254;-38.13080360867914
1739209628.6918294;-38.13080360867914
1739209628.6918335;-45.120503652039325
1739209628.6918375;-45.120503652039325
1739209628.6918416;-45.120503652039325
1739209628.6918457;-45.120503652039325
1739209628.6918497;-45.120503652039325
1739209628.6918538;-33.981070128970956
1739209628.6918578;-45.120503652039325
1739209628.6918619;-45.120503652039325
1739209628.691866;-32.816014438256545
1739209628.69187;-45.120503652039325
1739209628.691874;-45.120503652039325
1739209628.691878;-45.120503652039325
1739209628.6918821;-38.13080360867914
1739209628.6918862;-28.992665084841942
1739209628.6918902;-45.120503652039325
1739209628.6918943;-38.13080360867914
1739209628.6918983;-45.120503652039325
1739209628.6919024;-33.981070128970906
1739209628.6919065;-45.120503652039325
1739209628.6919105;-45.120503652039325
