CAN Message; 0x1a7:0000e1f725a1e3d0
1739209743.9148183;-38.13080360867914
1739209743.914841;-38.13080360867914
1739209743.9148636;-35.57807855764607
1739209743.9148862;-45.120503652039325
1739209743.914909;-45.120503652039325
1739209743.9149315;-45.120503652039325
1739209743.9149542;-45.120503652039325
1739209743.914977;-33.981070128970906
1739209743.9149997;-38.13080360867914
1739209743.9150224;-35.57807855764607
1739209743.915045;-38.13080360867914
1739209743.9150677;-33.981070128970906
1739209743.9150903;-30.49652367304973
1739209743.915113;-45.120503652039325
1739209743.9151356;-38.13080360867914
1739209743.9151583;-35.57807855764607
1739209743.9151812;-35.57807855764607
1739209743.9152038;-38.13080360867914
1739209743.9152265;-35.57807855764607
1739209743.915249;-38.13080360867914
1739209743.9152718;-45.120503652039325
1739209743.9152944;-45.120503652039325
1739209743.915317;-45.120503652039325
1739209743.9153397;-45.120503652039325
1739209743.9153624;-45.120503652039325
1739209743.9153852;-45.120503652039325
1739209743.915408;-33.981070128970906
1739209743.9154305;-45.120503652039325
1739209743.9154532;-45.120503652039325
1739209743.9154758;-45.120503652039325
1739209743.9154985;-45.120503652039325
1739209743.9155211;-35.57807855764607
1739209743.9155438;-38.13080360867914
1739209743.9155667;-45.120503652039325
1739209743.9155893;-45.120503652039325
1739209743.915612;-32.816014438256545
1739209743.9156346;-26.487275050834715
1739209743.9156573;-45.120503652039325
1739209743.91568;-38.13080360867914
1739209743.9157026;-38.13080360867914
1739209743.9157252;-33.981070128970906
1739209743.915748;-38.13080360867914
1739209743.9157708;-30.49652367304973
1739209743.9157934;-45.120503652039325
1739209743.915816;-33.981070128970956
1739209743.9158387;-33.981070128970906
1739209743.9158614;-35.57807855764607
1739209743.915884;-45.120503652039325
1739209743.9159067;-45.120503652039325
1739209743.9159293;-35.57807855764607
1739209743.915952;-35.57807855764607
1739209743.9159749;-45.120503652039325
1739209743.9159975;-38.13080360867914
1739209743.9160202;-38.13080360867914
1739209743.9160428;-35.57807855764607
1739209743.9160655;-45.120503652039325
1739209743.916088;-45.120503652039325
1739209743.9161108;-35.57807855764607
1739209743.9161334;-35.57807855764607
1739209743.9161563;-45.120503652039325
1739209743.916179;-32.816014438256545
1739209743.9162016;-38.13080360867914
1739209743.9162242;-38.13080360867914
1739209743.916247;-45.120503652039325
1739209743.9162695;-38.13080360867914
1739209743.9162922;-33.981070128970906
1739209743.9163148;-38.13080360867914
1739209743.9163375;-38.13080360867914
1739209743.9163604;-33.981070128970956
1739209743.916383;-38.13080360867914
1739209743.9164057;-38.13080360867914
1739209743.9164283;-38.13080360867914
1739209743.916451;-45.120503652039325
1739209743.9164736;-45.120503652039325
1739209743.9164963;-38.13080360867914
1739209743.916519;-45.120503652039325
1739209743.9165416;-28.992665084841942
1739209743.9165645;-35.57807855764607
1739209743.916587;-38.13080360867914
1739209743.9166098;-38.13080360867914
1739209743.9166324;-32.816014438256545
1739209743.916655;-45.120503652039325
1739209743.9166777;-38.13080360867914
1739209743.9167004;-38.13080360867914
1739209743.916723;-35.57807855764607
1739209743.916746;-38.13080360867914
1739209743.9167686;-45.120503652039325
1739209743.9167912;-38.13080360867914
1739209743.9168139;-38.13080360867914
1739209743.9168365;-38.13080360867914
1739209743.9168591;-38.13080360867914
1739209743.9168818;-38.13080360867914
1739209743.9169044;-45.120503652039325
1739209743.916927;-45.120503652039325
1739209743.91695;-38.13080360867914
1739209743.9169726;-45.120503652039325
1739209743.9169953;-45.120503652039325
1739209743.917018;-38.13080360867914
1739209743.9170406;-38.13080360867914
1739209743.9170632;-45.120503652039325
1739209743.917086;-33.981070128970906
1739209743.9171085;-38.13080360867914
1739209743.9171312;-45.120503652039325
1739209743.917154;-45.120503652039325
1739209743.9171767;-35.57807855764607
1739209743.9171994;-33.981070128970906
1739209743.917222;-38.13080360867914
1739209743.9172447;-45.120503652039325
1739209743.9172673;-45.120503652039325
1739209743.91729;-45.120503652039325
1739209743.9173126;-33.981070128970906
1739209743.9173355;-45.120503652039325
1739209743.9173582;-45.120503652039325
1739209743.9173808;-45.120503652039325
1739209743.9174035;-33.981070128970906
1739209743.917426;-38.13080360867914
1739209743.9174488;-45.120503652039325
1739209743.9174714;-35.57807855764607
1739209743.917494;-35.57807855764607
1739209743.9175167;-38.13080360867914
1739209743.9175396;-38.13080360867914
1739209743.9175622;-38.13080360867914
1739209743.917585;-38.13080360867914
1739209743.9176075;-45.120503652039325
1739209743.9176302;-45.120503652039325
1739209743.9176528;-30.49652367304973
1739209743.9176755;-38.13080360867914
1739209743.9176981;-38.13080360867914
1739209743.9177208;-38.13080360867914
1739209743.9177437;-33.981070128970906
1739209743.9177663;-45.120503652039325
1739209743.917789;-38.13080360867914
1739209743.9178116;-38.13080360867914
1739209743.9178343;-45.120503652039325
1739209743.917857;-45.120503652039325
1739209743.9178796;-38.13080360867914
1739209743.9179022;-45.120503652039325
1739209743.9179251;-45.120503652039325
1739209743.9179478;-45.120503652039325
1739209743.9179704;-38.13080360867914
1739209743.917993;-38.13080360867914
1739209743.9180157;-38.13080360867914
1739209743.9180384;-38.13080360867914
1739209743.918061;-38.13080360867914
1739209743.9180837;-33.981070128970906
1739209743.9181063;-38.13080360867914
1739209743.9181292;-45.120503652039325
1739209743.9181519;-38.13080360867914
1739209743.9181745;-38.13080360867914
1739209743.9181972;-45.120503652039325
1739209743.9182198;-45.120503652039325
1739209743.9182425;-45.120503652039325
1739209743.918265;-45.120503652039325
1739209743.9182878;-45.120503652039325
1739209743.9183104;-45.120503652039325
1739209743.9183333;-35.57807855764607
1739209743.918356;-32.816014438256545
1739209743.9183786;-45.120503652039325
1739209743.9184012;-45.120503652039325
1739209743.918424;-33.981070128970906
1739209743.9184465;-38.13080360867914
1739209743.9184692;-38.13080360867914
1739209743.9184918;-45.120503652039325
1739209743.9185147;-45.120503652039325
1739209743.9185374;-33.981070128970906
1739209743.91856;-30.49652367304973
1739209743.9185827;-35.57807855764607
1739209743.9186053;-45.120503652039325
1739209743.918628;-38.13080360867914
1739209743.9186506;-33.981070128970906
1739209743.9186733;-45.120503652039325
1739209743.918696;-45.120503652039325
1739209743.9187188;-38.13080360867914
1739209743.9187415;-33.981070128970956
1739209743.918764;-45.120503652039325
1739209743.9187868;-38.13080360867914
1739209743.9188094;-45.120503652039325
1739209743.918832;-45.120503652039325
1739209743.9188547;-45.120503652039325
1739209743.9188774;-38.13080360867914
1739209743.9189;-45.120503652039325
1739209743.918923;-27.8777449560314
1739209743.9189456;-31.141103565318893
1739209743.9189682;-45.120503652039325
1739209743.9189909;-45.120503652039325
1739209743.9190135;-32.816014438256545
1739209743.9190361;-32.816014438256545
1739209743.9190588;-45.120503652039325
1739209743.9190814;-38.13080360867914
1739209743.919104;-45.120503652039325
1739209743.919127;-45.120503652039325
1739209743.9191496;-38.13080360867914
1739209743.9191723;-45.120503652039325
1739209743.919195;-45.120503652039325
1739209743.9192176;-38.13080360867914
1739209743.9192402;-38.13080360867914
1739209743.919263;-45.120503652039325
1739209743.9192855;-30.49652367304973
1739209743.9193084;-35.57807855764607
1739209743.919331;-45.120503652039325
1739209743.9193537;-45.120503652039325
1739209743.9193764;-38.13080360867914
1739209743.919399;-38.13080360867914
1739209743.9194217;-38.13080360867914
1739209743.9194443;-45.120503652039325
1739209743.919467;-32.816014438256545
1739209743.9194896;-32.816014438256545
1739209743.9195125;-45.120503652039325
1739209743.9195352;-38.13080360867914
1739209743.9195578;-38.13080360867914
1739209743.9195805;-35.57807855764607
1739209743.919603;-45.120503652039325
1739209743.9196258;-45.120503652039325
1739209743.9196484;-45.120503652039325
1739209743.919671;-45.120503652039325
1739209743.9196937;-35.57807855764607
1739209743.9197166;-38.13080360867914
1739209743.9197392;-45.120503652039325
1739209743.919762;-45.120503652039325
1739209743.9197845;-35.57807855764607
1739209743.9198072;-45.120503652039325
1739209743.9198298;-32.816014438256545
1739209743.9198525;-29.438486411369333
1739209743.9198751;-38.13080360867914
1739209743.919898;-38.13080360867914
1739209743.9199207;-38.13080360867914
1739209743.9199433;-38.13080360867914
1739209743.919966;-45.120503652039325
1739209743.9199886;-38.13080360867914
1739209743.9200113;-45.120503652039325
1739209743.920034;-38.13080360867914
1739209743.9200566;-32.816014438256545
1739209743.9200792;-38.13080360867914
1739209743.9201021;-45.120503652039325
1739209743.9201248;-38.13080360867914
1739209743.9201474;-38.13080360867914
1739209743.92017;-45.120503652039325
1739209743.9201927;-38.13080360867914
1739209743.9202154;-35.57807855764607
1739209743.920238;-38.13080360867914
1739209743.9202607;-38.13080360867914
1739209743.9202833;-45.120503652039325
1739209743.9203062;-38.13080360867914
1739209743.9203289;-35.57807855764607
1739209743.9203515;-35.57807855764607
1739209743.9203742;-38.13080360867914
1739209743.9203968;-35.57807855764607
1739209743.9204195;-38.13080360867914
1739209743.920442;-38.13080360867914
1739209743.9204648;-38.13080360867914
1739209743.9204876;-38.13080360867914
1739209743.9205103;-45.120503652039325
1739209743.920533;-38.13080360867914
1739209743.9205556;-38.13080360867914
1739209743.9205782;-45.120503652039325
1739209743.920601;-38.13080360867914
1739209743.9206235;-45.120503652039325
1739209743.9206462;-38.13080360867914
1739209743.9206688;-38.13080360867914
1739209743.9206917;-33.981070128970906
1739209743.9207144;-45.120503652039325
1739209743.920737;-45.120503652039325
1739209743.9207597;-30.49652367304973
1739209743.9207823;-45.120503652039325
1739209743.920805;-45.120503652039325
1739209743.9208276;-45.120503652039325
1739209743.9208503;-35.57807855764607
1739209743.920873;-38.13080360867914
1739209743.9208958;-45.120503652039325
1739209743.9209185;-28.992665084841942
1739209743.920941;-38.13080360867914
1739209743.9209638;-45.120503652039325
1739209743.9209864;-45.120503652039325
1739209743.921009;-38.13080360867914
1739209743.9210317;-38.13080360867914
1739209743.9210544;-45.120503652039325
1739209743.9210773;-45.120503652039325
1739209743.9211;-33.981070128970906
1739209743.9211226;-38.13080360867914
1739209743.9211452;-38.13080360867914
1739209743.9211679;-38.13080360867914
1739209743.9211905;-38.13080360867914
1739209743.9212132;-45.120503652039325
1739209743.9212358;-45.120503652039325
1739209743.9212584;-38.13080360867914
1739209743.9212813;-38.13080360867914
1739209743.921304;-33.981070128970906
1739209743.9213266;-38.13080360867914
1739209743.9213493;-45.120503652039325
1739209743.921372;-38.13080360867914
1739209743.9213946;-35.57807855764607
1739209743.9214172;-38.13080360867914
1739209743.92144;-45.120503652039325
1739209743.9214625;-33.981070128970906
1739209743.9214854;-38.13080360867914
1739209743.921508;-45.120503652039325
1739209743.9215307;-45.120503652039325
1739209743.9215534;-45.120503652039325
1739209743.921576;-38.13080360867914
1739209743.9215987;-38.13080360867914
1739209743.9216213;-38.13080360867914
1739209743.921644;-45.120503652039325
1739209743.9216669;-38.13080360867914
1739209743.9216895;-38.13080360867914
1739209743.9217122;-38.13080360867914
1739209743.9217348;-45.120503652039325
1739209743.9217575;-38.13080360867914
1739209743.92178;-38.13080360867914
1739209743.9218028;-38.13080360867914
1739209743.9218254;-38.13080360867914
1739209743.921848;-38.13080360867914
1739209743.921871;-28.992665084841942
1739209743.9218936;-38.13080360867914
1739209743.9219162;-45.120503652039325
1739209743.921939;-45.120503652039325
1739209743.9219615;-35.57807855764607
1739209743.9219842;-45.120503652039325
1739209743.9220068;-38.13080360867914
1739209743.9220295;-33.981070128970906
1739209743.9220521;-32.81601443825658
1739209743.922075;-38.13080360867914
1739209743.9220977;-38.13080360867914
1739209743.9221203;-45.120503652039325
1739209743.922143;-38.13080360867914
1739209743.9221656;-45.120503652039325
1739209743.9221883;-45.120503652039325
1739209743.922211;-38.13080360867914
1739209743.9222336;-33.981070128970906
1739209743.9222565;-45.120503652039325
1739209743.9222791;-45.120503652039325
1739209743.9223018;-38.13080360867914
1739209743.9223244;-38.13080360867914
1739209743.922347;-45.120503652039325
1739209743.9223697;-45.120503652039325
1739209743.9223924;-45.120503652039325
1739209743.922415;-38.13080360867914
1739209743.9224377;-45.120503652039325
1739209743.9224606;-45.120503652039325
1739209743.9224832;-45.120503652039325
1739209743.9225059;-38.13080360867914
1739209743.9225285;-45.120503652039325
1739209743.9225512;-38.13080360867914
1739209743.9225738;-35.57807855764607
1739209743.9225965;-38.13080360867914
1739209743.922619;-45.120503652039325
1739209743.9226418;-45.120503652039325
1739209743.9226646;-45.120503652039325
1739209743.9226873;-38.13080360867914
1739209743.92271;-38.13080360867914
1739209743.9227326;-38.13080360867914
1739209743.9227552;-35.57807855764607
1739209743.922778;-28.992665084841942
1739209743.9228005;-38.13080360867914
1739209743.9228232;-45.120503652039325
1739209743.922846;-38.13080360867914
1739209743.9228687;-38.13080360867914
1739209743.9228914;-45.120503652039325
1739209743.922914;-45.120503652039325
1739209743.9229367;-38.13080360867914
1739209743.9229593;-31.141103565318943
1739209743.922982;-45.120503652039325
1739209743.9230046;-33.981070128970906
1739209743.9230273;-38.13080360867914
1739209743.9230502;-45.120503652039325
1739209743.9230728;-45.120503652039325
1739209743.9230955;-45.120503652039325
1739209743.923118;-38.13080360867914
1739209743.9231408;-30.49652367304973
1739209743.9231634;-38.13080360867914
1739209743.923186;-38.13080360867914
1739209743.9232087;-35.57807855764607
1739209743.9232314;-45.120503652039325
1739209743.9232543;-45.120503652039325
1739209743.923277;-38.13080360867914
1739209743.9232996;-29.438486411369333
1739209743.9233222;-45.120503652039325
1739209743.9233449;-45.120503652039325
1739209743.9233675;-45.120503652039325
1739209743.9233902;-38.13080360867914
1739209743.9234128;-38.13080360867914
1739209743.9234357;-45.120503652039325
1739209743.9234583;-38.13080360867914
1739209743.923481;-38.13080360867914
1739209743.9235036;-38.13080360867914
1739209743.9235263;-35.57807855764607
1739209743.923549;-45.120503652039325
1739209743.9235716;-45.120503652039325
1739209743.9235942;-38.13080360867914
1739209743.923617;-45.120503652039325
1739209743.9236398;-38.13080360867914
1739209743.9236624;-32.816014438256545
1739209743.923685;-45.120503652039325
1739209743.9237077;-45.120503652039325
1739209743.9237304;-45.120503652039325
1739209743.923753;-45.120503652039325
1739209743.9237757;-35.57807855764607
1739209743.9237983;-35.57807855764607
1739209743.923821;-45.120503652039325
1739209743.9238439;-45.120503652039325
1739209743.9238665;-38.13080360867914
1739209743.9238892;-38.13080360867914
1739209743.9239118;-45.120503652039325
1739209743.9239345;-45.120503652039325
1739209743.923957;-45.120503652039325
1739209743.9239798;-38.13080360867914
1739209743.9240024;-38.13080360867914
1739209743.9240253;-45.120503652039325
1739209743.924048;-35.57807855764607
1739209743.9240706;-35.57807855764607
1739209743.9240932;-38.13080360867914
1739209743.924116;-45.120503652039325
1739209743.9241385;-38.13080360867914
1739209743.9241612;-33.981070128970906
1739209743.9241838;-45.120503652039325
1739209743.9242065;-45.120503652039325
1739209743.9242294;-45.120503652039325
1739209743.924252;-38.13080360867914
1739209743.9242747;-38.13080360867914
1739209743.9242973;-38.13080360867914
1739209743.92432;-38.13080360867914
1739209743.9243426;-45.120503652039325
1739209743.9243653;-35.57807855764607
1739209743.924388;-38.13080360867914
1739209743.9244106;-38.13080360867914
1739209743.9244335;-38.13080360867914
1739209743.9244561;-33.981070128970906
1739209743.9244788;-33.981070128970906
1739209743.9245014;-38.13080360867914
1739209743.924524;-38.13080360867914
1739209743.9245467;-45.120503652039325
1739209743.9245694;-38.13080360867914
1739209743.924592;-45.120503652039325
1739209743.924615;-45.120503652039325
1739209743.9246376;-38.13080360867914
1739209743.9246602;-38.13080360867914
1739209743.9246829;-45.120503652039325
1739209743.9247055;-45.120503652039325
1739209743.9247282;-33.981070128970906
1739209743.9247508;-38.13080360867914
1739209743.9247735;-45.120503652039325
1739209743.924796;-45.120503652039325
1739209743.924819;-38.13080360867914
1739209743.9248416;-38.13080360867914
1739209743.9248643;-45.120503652039325
1739209743.924887;-45.120503652039325
1739209743.9249096;-38.13080360867914
1739209743.9249322;-38.13080360867914
1739209743.924955;-38.13080360867914
1739209743.9249775;-38.13080360867914
1739209743.9250002;-38.13080360867914
1739209743.925023;-45.120503652039325
1739209743.9250457;-45.120503652039325
1739209743.9250684;-35.57807855764607
1739209743.925091;-38.13080360867914
1739209743.9251137;-45.120503652039325
1739209743.9251363;-45.120503652039325
1739209743.925159;-45.120503652039325
1739209743.9251816;-38.13080360867914
1739209743.9252043;-45.120503652039325
1739209743.9252272;-45.120503652039325
1739209743.9252498;-45.120503652039325
1739209743.9252725;-38.13080360867914
1739209743.925295;-38.13080360867914
1739209743.9253178;-35.57807855764607
1739209743.9253404;-38.13080360867914
1739209743.925363;-33.981070128970906
1739209743.9253857;-45.120503652039325
1739209743.9254086;-35.57807855764607
1739209743.9254313;-35.57807855764607
1739209743.925454;-45.120503652039325
1739209743.9254766;-45.120503652039325
1739209743.9254992;-45.120503652039325
1739209743.9255219;-38.13080360867914
1739209743.9255445;-38.13080360867914
1739209743.9255672;-45.120503652039325
1739209743.9255898;-45.120503652039325
1739209743.9256127;-38.13080360867914
1739209743.9256353;-38.13080360867914
1739209743.925658;-45.120503652039325
1739209743.9256806;-28.992665084841942
1739209743.9257033;-45.120503652039325
1739209743.925726;-45.120503652039325
1739209743.9257486;-38.13080360867914
1739209743.9257712;-38.13080360867914
1739209743.925794;-38.13080360867914
1739209743.9258168;-38.13080360867914
1739209743.9258394;-35.57807855764607
1739209743.925862;-45.120503652039325
1739209743.9258847;-38.13080360867914
1739209743.9259074;-31.141103565318915
1739209743.92593;-38.13080360867914
1739209743.9259527;-45.120503652039325
1739209743.9259753;-45.120503652039325
1739209743.9259982;-45.120503652039325
1739209743.9260209;-33.981070128970906
1739209743.9260435;-45.120503652039325
1739209743.9260662;-33.981070128970906
1739209743.9260888;-32.816014438256545
1739209743.9261115;-35.57807855764607
1739209743.926134;-38.13080360867914
1739209743.9261568;-45.120503652039325
1739209743.9261794;-35.57807855764607
1739209743.9262023;-35.57807855764607
1739209743.926225;-45.120503652039325
1739209743.9262476;-38.13080360867914
1739209743.9262702;-33.981070128970906
1739209743.926293;-35.57807855764607
1739209743.9263155;-38.13080360867914
1739209743.9263382;-38.13080360867914
1739209743.9263608;-38.13080360867914
1739209743.9263835;-32.816014438256545
1739209743.9264064;-45.120503652039325
1739209743.926429;-38.13080360867914
1739209743.9264517;-27.267205301931607
1739209743.9264743;-33.981070128970906
1739209743.926497;-38.13080360867914
1739209743.9265196;-45.120503652039325
1739209743.9265423;-38.13080360867914
1739209743.926565;-45.120503652039325
1739209743.9265878;-45.120503652039325
1739209743.9266105;-45.120503652039325
1739209743.9266331;-38.13080360867914
1739209743.9266558;-38.13080360867914
1739209743.9266784;-38.13080360867914
1739209743.926701;-45.120503652039325
1739209743.9267237;-45.120503652039325
1739209743.9267464;-38.13080360867914
1739209743.926769;-38.13080360867914
1739209743.926792;-38.13080360867914
1739209743.9268146;-31.141103565318915
1739209743.9268372;-35.57807855764607
1739209743.9268599;-45.120503652039325
1739209743.9268825;-38.13080360867914
1739209743.9269052;-45.120503652039325
1739209743.9269278;-45.120503652039325
1739209743.9269505;-38.13080360867914
1739209743.926973;-35.57807855764607
1739209743.926996;-38.13080360867914
1739209743.9270186;-45.120503652039325
1739209743.9270413;-38.13080360867914
1739209743.927064;-38.13080360867914
1739209743.9270866;-45.120503652039325
1739209743.9271092;-45.120503652039325
1739209743.927132;-38.13080360867914
1739209743.9271545;-38.13080360867914
1739209743.9271774;-45.120503652039325
1739209743.9272;-45.120503652039325
1739209743.9272227;-38.13080360867914
1739209743.9272454;-45.120503652039325
1739209743.927268;-45.120503652039325
1739209743.9272907;-38.13080360867914
1739209743.9273133;-45.120503652039325
1739209743.927336;-45.120503652039325
1739209743.9273586;-35.57807855764607
1739209743.9273815;-35.57807855764607
1739209743.9274042;-38.13080360867914
1739209743.9274268;-38.13080360867914
1739209743.9274495;-45.120503652039325
1739209743.927472;-45.120503652039325
1739209743.9274948;-38.13080360867914
1739209743.9275174;-38.13080360867914
1739209743.92754;-38.13080360867914
1739209743.9275627;-45.120503652039325
1739209743.9275856;-45.120503652039325
1739209743.9276083;-45.120503652039325
1739209743.927631;-35.57807855764607
1739209743.9276536;-45.120503652039325
1739209743.9276762;-38.13080360867914
1739209743.9276989;-38.13080360867914
1739209743.9277215;-35.57807855764607
1739209743.9277442;-32.816014438256545
1739209743.927767;-45.120503652039325
1739209743.9277897;-38.13080360867914
1739209743.9278123;-45.120503652039325
1739209743.927835;-33.981070128970906
1739209743.9278576;-45.120503652039325
1739209743.9365425;-45.120503652039325
1739209743.9365647;-45.120503652039325
1739209743.9365869;-32.816014438256545
1739209743.9366093;-38.13080360867914
1739209743.9366314;-45.120503652039325
1739209743.9366536;-35.57807855764607
1739209743.9366758;-38.13080360867914
1739209743.936698;-45.120503652039325
1739209743.9367201;-45.120503652039325
1739209743.9367425;-38.13080360867914
1739209743.9367647;-45.120503652039325
1739209743.936787;-45.120503652039325
1739209743.936809;-38.13080360867914
1739209743.9368312;-45.120503652039325
1739209743.9368534;-38.13080360867914
1739209743.9368758;-38.13080360867914
1739209743.936898;-38.13080360867914
1739209743.9369202;-38.13080360867914
1739209743.9369423;-32.816014438256545
1739209743.9369645;-45.120503652039325
1739209743.9369867;-45.120503652039325
1739209743.937009;-38.13080360867914
1739209743.9370313;-45.120503652039325
1739209743.9370534;-33.981070128970906
1739209743.9370756;-38.13080360867914
1739209743.9370978;-38.13080360867914
1739209743.93712;-45.120503652039325
1739209743.9371424;-45.120503652039325
1739209743.9371645;-35.57807855764607
1739209743.9371867;-38.13080360867914
1739209743.937209;-38.13080360867914
1739209743.937231;-38.13080360867914
1739209743.9372532;-45.120503652039325
1739209743.9372756;-35.57807855764607
1739209743.9372978;-38.13080360867914
1739209743.93732;-45.120503652039325
1739209743.9373422;-45.120503652039325
1739209743.9373643;-45.120503652039325
1739209743.9373865;-33.981070128970906
1739209743.937409;-38.13080360867914
1739209743.937431;-45.120503652039325
1739209743.9374533;-38.13080360867914
1739209743.9374754;-38.13080360867914
1739209743.9374976;-33.981070128970906
1739209743.9375198;-45.120503652039325
1739209743.9375422;-38.13080360867914
1739209743.9375644;-38.13080360867914
1739209743.9375865;-45.120503652039325
1739209743.9376087;-38.13080360867914
1739209743.937631;-38.13080360867914
1739209743.937653;-32.816014438256545
1739209743.9376755;-45.120503652039325
1739209743.9376976;-45.120503652039325
1739209743.9377198;-45.120503652039325
1739209743.937742;-31.141103565318915
1739209743.9377642;-33.981070128970906
1739209743.9377863;-45.120503652039325
1739209743.9378088;-38.13080360867914
1739209743.937831;-38.13080360867914
1739209743.937853;-33.981070128970906
1739209743.9378753;-38.13080360867914
1739209743.9378974;-38.13080360867914
1739209743.9379196;-38.13080360867914
1739209743.937942;-38.13080360867914
1739209743.9379642;-45.120503652039325
1739209743.9379864;-33.981070128970906
1739209743.9380085;-31.141103565318893
1739209743.9380307;-45.120503652039325
1739209743.938053;-45.120503652039325
1739209743.938075;-33.981070128970906
1739209743.9380975;-33.981070128970906
1739209743.9381196;-38.13080360867914
1739209743.9381418;-45.120503652039325
1739209743.938164;-45.120503652039325
1739209743.9381862;-45.120503652039325
1739209743.9382083;-38.13080360867914
1739209743.9382308;-38.13080360867914
1739209743.938253;-38.13080360867914
1739209743.938275;-38.13080360867914
1739209743.9382973;-33.981070128970906
1739209743.9383194;-38.13080360867914
1739209743.9383416;-38.13080360867914
1739209743.938364;-45.120503652039325
1739209743.9383862;-33.981070128970906
1739209743.9384084;-45.120503652039325
1739209743.9384305;-45.120503652039325
1739209743.9384527;-38.13080360867914
1739209743.938475;-33.981070128970906
1739209743.9384973;-38.13080360867914
1739209743.9385195;-35.57807855764607
1739209743.9385417;-45.120503652039325
1739209743.9385638;-45.120503652039325
1739209743.938586;-38.13080360867914
1739209743.9386082;-38.13080360867914
1739209743.9386306;-45.120503652039325
1739209743.9386528;-31.141103565318915
1739209743.938675;-38.13080360867914
1739209743.938697;-45.120503652039325
1739209743.9387193;-45.120503652039325
1739209743.9387414;-35.57807855764607
1739209743.9387639;-35.57807855764607
1739209743.938786;-45.120503652039325
1739209743.9388082;-45.120503652039325
1739209743.9388304;-33.981070128970906
1739209743.9388525;-38.13080360867914
1739209743.9388747;-38.13080360867914
1739209743.9388971;-35.57807855764607
1739209743.9389193;-38.13080360867914
1739209743.9389415;-45.120503652039325
1739209743.9389637;-45.120503652039325
1739209743.9389858;-38.13080360867914
1739209743.939008;-30.49652367304973
1739209743.9390304;-45.120503652039325
1739209743.9390526;-38.13080360867914
1739209743.9390748;-38.13080360867914
1739209743.939097;-45.120503652039325
1739209743.939119;-45.120503652039325
1739209743.9391413;-38.13080360867914
1739209743.9391637;-38.13080360867914
1739209743.9391859;-28.992665084841942
1739209743.939208;-45.120503652039325
1739209743.9392302;-38.13080360867914
1739209743.9392524;-35.57807855764607
1739209743.9392745;-38.13080360867914
1739209743.939297;-45.120503652039325
1739209743.9393191;-45.120503652039325
1739209743.9393413;-38.13080360867914
1739209743.9393635;-29.438486411369347
1739209743.9393857;-45.120503652039325
1739209743.9394078;-35.57807855764607
1739209743.93943;-35.57807855764607
1739209743.9394524;-38.13080360867914
1739209743.9394746;-45.120503652039325
1739209743.9394968;-45.120503652039325
1739209743.939519;-45.120503652039325
1739209743.939541;-33.981070128970906
1739209743.9395633;-38.13080360867914
1739209743.9395857;-35.57807855764607
1739209743.9396079;-38.13080360867914
1739209743.93963;-38.13080360867914
1739209743.9396522;-35.57807855764607
1739209743.9396744;-45.120503652039325
1739209743.9396966;-45.120503652039325
