CAN Message; 0x77:5b98dcc41f90e707
1739209887.0439575;-38.13080360867914
1739209887.0439644;-35.57807855764607
1739209887.0439715;-35.57807855764607
1739209887.0439785;-45.120503652039325
1739209887.0439854;-38.13080360867914
1739209887.0439923;-35.57807855764607
1739209887.0439994;-38.13080360867914
1739209887.0440063;-45.120503652039325
1739209887.0440133;-38.13080360867914
1739209887.0440202;-38.13080360867914
1739209887.0440273;-45.120503652039325
1739209887.0440342;-45.120503652039325
1739209887.0440412;-33.981070128970906
1739209887.044048;-45.120503652039325
1739209887.0440552;-45.120503652039325
1739209887.0440621;-45.120503652039325
1739209887.044069;-33.981070128970906
1739209887.044076;-45.120503652039325
1739209887.044083;-35.57807855764607
1739209887.04409;-38.13080360867914
1739209887.044097;-45.120503652039325
1739209887.0441039;-32.816014438256545
1739209887.044111;-38.13080360867914
1739209887.044118;-45.120503652039325
1739209887.0441248;-45.120503652039325
1739209887.044132;-32.816014438256545
1739209887.044139;-33.981070128970906
1739209887.0441458;-45.120503652039325
1739209887.0441527;-33.981070128970906
1739209887.04416;-35.57807855764607
1739209887.0441668;-45.120503652039325
1739209887.0441737;-38.13080360867914
1739209887.0441806;-38.13080360867914
1739209887.0441878;-45.120503652039325
1739209887.0441947;-45.120503652039325
1739209887.0442016;-45.120503652039325
1739209887.0442085;-45.120503652039325
1739209887.0442157;-35.57807855764607
1739209887.0442226;-38.13080360867914
1739209887.0442295;-45.120503652039325
1739209887.0442364;-45.120503652039325
1739209887.0442436;-45.120503652039325
1739209887.0442505;-38.13080360867914
1739209887.0442574;-45.120503652039325
1739209887.0442643;-45.120503652039325
1739209887.0442715;-45.120503652039325
1739209887.0442784;-45.120503652039325
1739209887.0442853;-38.13080360867914
1739209887.0442924;-45.120503652039325
1739209887.0442994;-45.120503652039325
1739209887.0443063;-45.120503652039325
1739209887.0443132;-32.816014438256545
1739209887.0443203;-38.13080360867914
1739209887.0443273;-45.120503652039325
1739209887.0443342;-45.120503652039325
1739209887.044341;-38.13080360867914
1739209887.0443482;-35.57807855764607
1739209887.0443552;-45.120503652039325
1739209887.044362;-33.981070128970906
1739209887.044369;-38.13080360867914
1739209887.0443761;-45.120503652039325
1739209887.044383;-35.57807855764607
1739209887.04439;-35.57807855764607
1739209887.0443969;-45.120503652039325
1739209887.044404;-45.120503652039325
1739209887.044411;-38.13080360867914
1739209887.0444179;-45.120503652039325
1739209887.0444248;-45.120503652039325
1739209887.044432;-45.120503652039325
1739209887.0444388;-45.120503652039325
1739209887.0444458;-45.120503652039325
1739209887.044453;-38.13080360867914
1739209887.0444598;-38.13080360867914
1739209887.0444667;-45.120503652039325
1739209887.0444736;-45.120503652039325
1739209887.0444808;-27.8777449560314
1739209887.0444877;-31.141103565318915
1739209887.0444946;-35.57807855764607
1739209887.0445015;-35.57807855764607
1739209887.0445087;-45.120503652039325
1739209887.0445156;-35.57807855764607
1739209887.0445225;-45.120503652039325
1739209887.0445294;-38.13080360867914
1739209887.0445366;-38.13080360867914
1739209887.0445435;-38.13080360867914
1739209887.0445504;-35.57807855764607
1739209887.0445573;-38.13080360867914
1739209887.0445645;-38.13080360867914
1739209887.0445714;-45.120503652039325
1739209887.0445783;-45.120503652039325
1739209887.0445852;-35.57807855764607
1739209887.0445924;-32.816014438256545
1739209887.0445993;-31.141103565318915
1739209887.0446062;-45.120503652039325
1739209887.0446134;-38.13080360867914
1739209887.0446203;-38.13080360867914
1739209887.0446272;-45.120503652039325
1739209887.044634;-45.120503652039325
1739209887.0446413;-45.120503652039325
1739209887.0446482;-38.13080360867914
1739209887.044655;-31.141103565318915
1739209887.044662;-45.120503652039325
1739209887.0446692;-38.13080360867914
1739209887.044676;-35.57807855764607
1739209887.044683;-38.13080360867914
1739209887.04469;-45.120503652039325
1739209887.044697;-38.13080360867914
1739209887.044704;-38.13080360867914
1739209887.0447109;-45.120503652039325
1739209887.0447178;-45.120503652039325
1739209887.044725;-45.120503652039325
1739209887.0447319;-45.120503652039325
1739209887.0447388;-45.120503652039325
1739209887.0447457;-38.13080360867914
1739209887.0447528;-38.13080360867914
1739209887.0447598;-32.816014438256545
1739209887.0447667;-28.992665084841942
1739209887.0447738;-45.120503652039325
1739209887.0447807;-45.120503652039325
1739209887.0447876;-38.13080360867914
1739209887.0447946;-35.57807855764607
1739209887.0448017;-38.13080360867914
1739209887.0448086;-45.120503652039325
1739209887.0448155;-45.120503652039325
1739209887.0448225;-38.13080360867914
1739209887.0448296;-38.13080360867914
1739209887.0448365;-38.13080360867914
1739209887.0448434;-32.816014438256545
1739209887.0448503;-45.120503652039325
1739209887.0448575;-45.120503652039325
1739209887.0448644;-38.13080360867914
1739209887.0448713;-45.120503652039325
1739209887.0448782;-45.120503652039325
1739209887.0448854;-38.13080360867914
1739209887.0448923;-38.13080360867914
1739209887.0448992;-45.120503652039325
1739209887.0449061;-45.120503652039325
1739209887.0449133;-38.13080360867914
1739209887.0449202;-38.13080360867914
1739209887.0449271;-45.120503652039325
1739209887.0449343;-35.57807855764607
1739209887.0449412;-32.816014438256545
1739209887.044948;-45.120503652039325
1739209887.044955;-38.13080360867914
1739209887.0449622;-35.57807855764607
1739209887.044969;-38.13080360867914
1739209887.044976;-33.981070128970906
1739209887.044983;-45.120503652039325
1739209887.04499;-32.816014438256545
1739209887.044997;-38.13080360867914
1739209887.045004;-45.120503652039325
1739209887.0450108;-45.120503652039325
1739209887.045018;-45.120503652039325
1739209887.0450249;-38.13080360867914
1739209887.0450318;-38.13080360867914
1739209887.0450387;-38.13080360867914
1739209887.0450459;-38.13080360867914
1739209887.0450528;-38.13080360867914
1739209887.0450597;-38.13080360867914
1739209887.0450666;-45.120503652039325
1739209887.0450737;-38.13080360867914
1739209887.0450807;-33.981070128970906
1739209887.0450876;-33.981070128970906
1739209887.0450947;-45.120503652039325
1739209887.0451016;-38.13080360867914
1739209887.0451086;-35.57807855764607
1739209887.0451155;-38.13080360867914
1739209887.0451226;-45.120503652039325
1739209887.0451295;-38.13080360867914
1739209887.0451365;-38.13080360867914
1739209887.0451434;-45.120503652039325
1739209887.0451505;-45.120503652039325
1739209887.0451574;-45.120503652039325
1739209887.0451643;-45.120503652039325
1739209887.0451713;-38.13080360867914
1739209887.0451784;-45.120503652039325
1739209887.0451853;-38.13080360867914
1739209887.0451922;-45.120503652039325
1739209887.0451992;-38.13080360867914
1739209887.0452063;-45.120503652039325
1739209887.0452132;-38.13080360867914
1739209887.0452201;-32.816014438256545
1739209887.045227;-38.13080360867914
1739209887.0452342;-45.120503652039325
1739209887.045241;-45.120503652039325
1739209887.045248;-32.816014438256545
1739209887.0452552;-45.120503652039325
1739209887.045262;-35.57807855764607
1739209887.045269;-45.120503652039325
1739209887.045276;-45.120503652039325
1739209887.045283;-38.13080360867914
1739209887.04529;-35.57807855764607
1739209887.045297;-38.13080360867914
1739209887.0453038;-45.120503652039325
1739209887.045311;-45.120503652039325
1739209887.045318;-45.120503652039325
1739209887.0453248;-38.13080360867914
1739209887.0453317;-38.13080360867914
1739209887.0453389;-45.120503652039325
1739209887.0453458;-45.120503652039325
1739209887.0453527;-45.120503652039325
1739209887.0453596;-45.120503652039325
1739209887.0453668;-45.120503652039325
1739209887.0453737;-38.13080360867914
1739209887.0453806;-35.57807855764607
1739209887.0453875;-32.816014438256545
1739209887.0453947;-38.13080360867914
1739209887.0454016;-33.981070128970906
1739209887.0454085;-45.120503652039325
1739209887.0454154;-45.120503652039325
1739209887.0454226;-45.120503652039325
1739209887.0454295;-45.120503652039325
1739209887.0454364;-45.120503652039325
1739209887.0454435;-33.981070128970956
1739209887.0454504;-38.13080360867914
1739209887.0454574;-38.13080360867914
1739209887.0454643;-38.13080360867914
1739209887.0454714;-45.120503652039325
1739209887.0454783;-38.13080360867914
1739209887.0454853;-38.13080360867914
1739209887.0454922;-38.13080360867914
1739209887.0454993;-29.438486411369333
1739209887.0455062;-35.57807855764607
1739209887.0455132;-45.120503652039325
1739209887.04552;-38.13080360867914
1739209887.0455272;-38.13080360867914
1739209887.0455341;-45.120503652039325
1739209887.045541;-38.13080360867914
1739209887.045548;-45.120503652039325
1739209887.045555;-45.120503652039325
1739209887.045562;-45.120503652039325
1739209887.045569;-45.120503652039325
1739209887.0455759;-45.120503652039325
1739209887.045583;-38.13080360867914
1739209887.04559;-35.57807855764607
1739209887.0455968;-45.120503652039325
1739209887.045604;-45.120503652039325
1739209887.045611;-45.120503652039325
1739209887.0456178;-38.13080360867914
1739209887.0456247;-35.57807855764607
1739209887.045632;-45.120503652039325
1739209887.0456388;-45.120503652039325
1739209887.0456457;-38.13080360867914
1739209887.0456526;-45.120503652039325
1739209887.0456598;-38.13080360867914
1739209887.0456667;-28.21854285175415
1739209887.0456736;-32.816014438256545
1739209887.0456805;-45.120503652039325
1739209887.0456877;-38.13080360867914
1739209887.0456946;-32.816014438256545
1739209887.0457015;-38.13080360867914
1739209887.0457084;-45.120503652039325
1739209887.0457156;-38.13080360867914
1739209887.0457225;-45.120503652039325
1739209887.0457294;-45.120503652039325
1739209887.0457363;-38.13080360867914
1739209887.0457435;-45.120503652039325
1739209887.0457504;-38.13080360867914
1739209887.0457573;-38.13080360867914
1739209887.0457644;-45.120503652039325
1739209887.0457714;-38.13080360867914
1739209887.0457783;-38.13080360867914
1739209887.0457852;-38.13080360867914
1739209887.0457923;-45.120503652039325
1739209887.0457993;-38.13080360867914
1739209887.0458062;-38.13080360867914
1739209887.045813;-38.13080360867914
1739209887.0458202;-45.120503652039325
1739209887.0458272;-45.120503652039325
1739209887.045834;-32.816014438256545
1739209887.045841;-32.816014438256545
1739209887.0458481;-45.120503652039325
1739209887.045855;-38.13080360867914
1739209887.045862;-32.816014438256545
1739209887.0458689;-38.13080360867914
1739209887.045876;-45.120503652039325
1739209887.045883;-38.13080360867914
1739209887.0458899;-38.13080360867914
1739209887.0458968;-38.13080360867914
1739209887.045904;-38.13080360867914
1739209887.0459108;-45.120503652039325
1739209887.0459177;-45.120503652039325
1739209887.045925;-38.13080360867914
1739209887.0459318;-45.120503652039325
1739209887.0459387;-45.120503652039325
1739209887.0459456;-31.141103565318893
1739209887.0459528;-38.13080360867914
1739209887.0459597;-45.120503652039325
1739209887.0459666;-38.13080360867914
1739209887.0459735;-38.13080360867914
1739209887.0459807;-38.13080360867914
1739209887.0459876;-45.120503652039325
1739209887.0459945;-38.13080360867914
1739209887.0460014;-38.13080360867914
1739209887.0460086;-45.120503652039325
1739209887.0460155;-45.120503652039325
1739209887.0460224;-38.13080360867914
1739209887.0460293;-38.13080360867914
1739209887.0460365;-45.120503652039325
1739209887.0460434;-45.120503652039325
1739209887.0460503;-38.13080360867914
1739209887.0460572;-38.13080360867914
1739209887.0460644;-38.13080360867914
1739209887.0460713;-38.13080360867914
1739209887.0460782;-35.57807855764607
1739209887.0460854;-38.13080360867914
1739209887.0460923;-38.13080360867914
1739209887.0460992;-38.13080360867914
1739209887.046106;-45.120503652039325
1739209887.0461133;-38.13080360867914
1739209887.0461202;-38.13080360867914
1739209887.046127;-35.57807855764607
1739209887.046134;-38.13080360867914
1739209887.0461411;-45.120503652039325
1739209887.046148;-33.981070128970906
1739209887.046155;-33.981070128970906
1739209887.046162;-38.13080360867914
1739209887.046169;-45.120503652039325
1739209887.046176;-45.120503652039325
1739209887.0461829;-38.13080360867914
1739209887.0461898;-45.120503652039325
1739209887.046197;-45.120503652039325
1739209887.0462039;-45.120503652039325
1739209887.0462108;-38.13080360867914
1739209887.0462177;-45.120503652039325
1739209887.0462248;-45.120503652039325
1739209887.0462317;-45.120503652039325
1739209887.0462387;-38.13080360867914
1739209887.0462458;-38.13080360867914
1739209887.0462527;-45.120503652039325
1739209887.0462596;-38.13080360867914
1739209887.0462666;-38.13080360867914
1739209887.0462737;-45.120503652039325
1739209887.0462806;-45.120503652039325
1739209887.0462875;-31.141103565318915
1739209887.0462945;-38.13080360867914
1739209887.0463016;-45.120503652039325
1739209887.0463085;-45.120503652039325
1739209887.0463154;-38.13080360867914
1739209887.0463223;-38.13080360867914
1739209887.0463295;-38.13080360867914
1739209887.0463364;-38.13080360867914
1739209887.0463433;-33.981070128970906
1739209887.0463502;-33.981070128970906
1739209887.0463574;-35.57807855764607
1739209887.0463643;-45.120503652039325
1739209887.0463712;-45.120503652039325
1739209887.0463781;-38.13080360867914
1739209887.0463853;-38.13080360867914
1739209887.0463922;-45.120503652039325
1739209887.046399;-31.141103565318915
1739209887.0464063;-33.981070128970906
1739209887.0464132;-38.13080360867914
1739209887.04642;-45.120503652039325
1739209887.046427;-38.13080360867914
1739209887.0464342;-45.120503652039325
1739209887.046441;-45.120503652039325
1739209887.046448;-45.120503652039325
1739209887.046455;-35.57807855764607
1739209887.046462;-38.13080360867914
1739209887.046469;-38.13080360867914
1739209887.046476;-45.120503652039325
1739209887.0464828;-35.57807855764607
1739209887.04649;-38.13080360867914
1739209887.0464969;-45.120503652039325
1739209887.0465038;-38.13080360867914
1739209887.0465107;-45.120503652039325
1739209887.0465178;-35.57807855764607
1739209887.0465248;-38.13080360867914
1739209887.0465317;-38.13080360867914
1739209887.0465386;-45.120503652039325
1739209887.0465457;-35.57807855764607
1739209887.0465527;-38.13080360867914
1739209887.0465596;-38.13080360867914
1739209887.0465667;-33.981070128970906
1739209887.0465736;-28.58837851428586
1739209887.0465806;-38.13080360867914
1739209887.0465875;-45.120503652039325
1739209887.0465946;-38.13080360867914
1739209887.0466015;-38.13080360867914
1739209887.0466084;-38.13080360867914
1739209887.0466154;-38.13080360867914
1739209887.0466225;-45.120503652039325
1739209887.0466294;-45.120503652039325
1739209887.0466363;-38.13080360867914
1739209887.0466433;-45.120503652039325
1739209887.0466504;-35.57807855764607
1739209887.0466573;-38.13080360867914
1739209887.0466642;-45.120503652039325
1739209887.0466712;-38.13080360867914
1739209887.0466783;-45.120503652039325
1739209887.0466852;-38.13080360867914
1739209887.0466921;-38.13080360867914
1739209887.046699;-45.120503652039325
1739209887.0467062;-45.120503652039325
1739209887.046713;-38.13080360867914
1739209887.04672;-38.13080360867914
1739209887.0467272;-45.120503652039325
1739209887.046734;-35.57807855764607
1739209887.046741;-32.816014438256545
1739209887.046748;-45.120503652039325
1739209887.046755;-45.120503652039325
1739209887.046762;-38.13080360867914
1739209887.046769;-38.13080360867914
1739209887.0467758;-45.120503652039325
1739209887.046783;-31.141103565318893
1739209887.04679;-45.120503652039325
1739209887.0467968;-45.120503652039325
1739209887.0468037;-38.13080360867914
1739209887.0468109;-38.13080360867914
1739209887.0468178;-45.120503652039325
1739209887.0468247;-33.981070128970906
1739209887.0468316;-31.141103565318915
1739209887.0468388;-45.120503652039325
1739209887.0468457;-38.13080360867914
1739209887.0468526;-38.13080360867914
1739209887.0468595;-45.120503652039325
1739209887.0468667;-45.120503652039325
1739209887.0468736;-38.13080360867914
1739209887.0468805;-38.13080360867914
1739209887.0468876;-45.120503652039325
1739209887.0468946;-38.13080360867914
1739209887.0469015;-45.120503652039325
1739209887.0469084;-45.120503652039325
1739209887.0469155;-38.13080360867914
1739209887.0469224;-45.120503652039325
1739209887.0469294;-45.120503652039325
1739209887.0469363;-35.57807855764607
1739209887.0469434;-35.57807855764607
1739209887.0469503;-45.120503652039325
1739209887.0469573;-45.120503652039325
1739209887.0469642;-32.816014438256545
1739209887.0469713;-45.120503652039325
1739209887.0469782;-38.13080360867914
1739209887.0469851;-38.13080360867914
1739209887.046992;-38.13080360867914
1739209887.0469992;-45.120503652039325
1739209887.0470061;-45.120503652039325
1739209887.047013;-45.120503652039325
1739209887.04702;-45.120503652039325
1739209887.047027;-45.120503652039325
1739209887.047034;-45.120503652039325
1739209887.047041;-45.120503652039325
1739209887.047048;-35.57807855764607
1739209887.047055;-38.13080360867914
1739209887.047062;-45.120503652039325
1739209887.0470688;-38.13080360867914
1739209887.047076;-35.57807855764607
1739209887.047083;-38.13080360867914
1739209887.0470898;-45.120503652039325
1739209887.0470967;-45.120503652039325
1739209887.047104;-45.120503652039325
1739209887.0471108;-38.13080360867914
1739209887.0471177;-38.13080360867914
1739209887.0471246;-38.13080360867914
1739209887.0471318;-45.120503652039325
1739209887.0471387;-38.13080360867914
1739209887.0471456;-35.57807855764607
1739209887.0471525;-45.120503652039325
1739209887.0471597;-45.120503652039325
1739209887.0471666;-33.981070128970906
1739209887.0471735;-38.13080360867914
1739209887.0471804;-45.120503652039325
1739209887.0471876;-38.13080360867914
1739209887.0471945;-33.981070128970906
1739209887.0472014;-35.57807855764607
1739209887.0472085;-38.13080360867914
1739209887.0472155;-45.120503652039325
1739209887.0472224;-38.13080360867914
1739209887.0472293;-35.57807855764607
1739209887.0472364;-45.120503652039325
1739209887.0472434;-45.120503652039325
1739209887.0472503;-45.120503652039325
1739209887.0472572;-45.120503652039325
1739209887.0472643;-45.120503652039325
1739209887.0472713;-45.120503652039325
1739209887.0472782;-45.120503652039325
1739209887.047285;-35.57807855764607
1739209887.0472922;-35.57807855764607
1739209887.0472991;-45.120503652039325
1739209887.047306;-45.120503652039325
1739209887.047313;-45.120503652039325
