CAN Message; 0x39:0bff87a0068cb3b0
1739209749.3707848;-45.120503652039325
1739209749.3707902;-45.120503652039325
1739209749.3707955;-38.13080360867914
1739209749.370801;-45.120503652039325
1739209749.3708062;-38.13080360867914
1739209749.3708117;-45.120503652039325
1739209749.370817;-33.981070128970906
1739209749.3708224;-32.816014438256545
1739209749.370828;-38.13080360867914
1739209749.3708332;-45.120503652039325
1739209749.3708386;-35.57807855764607
1739209749.370844;-35.57807855764607
1739209749.3708494;-45.120503652039325
1739209749.3708546;-32.816014438256545
1739209749.37086;-45.120503652039325
1739209749.3708653;-38.13080360867914
1739209749.3708708;-33.981070128970906
1739209749.370876;-45.120503652039325
1739209749.3708816;-45.120503652039325
1739209749.3708868;-45.120503652039325
1739209749.3708923;-35.57807855764607
1739209749.3708975;-45.120503652039325
1739209749.370903;-32.816014438256545
1739209749.3709083;-26.487275050834715
1739209749.3709137;-45.120503652039325
1739209749.370919;-38.13080360867914
1739209749.3709245;-38.13080360867914
1739209749.3709297;-45.120503652039325
1739209749.3709352;-45.120503652039325
1739209749.3709404;-45.120503652039325
1739209749.370946;-45.120503652039325
1739209749.3709514;-38.13080360867914
1739209749.3709567;-45.120503652039325
1739209749.3709621;-35.57807855764607
1739209749.3709674;-45.120503652039325
1739209749.3709729;-45.120503652039325
1739209749.370978;-38.13080360867914
1739209749.3709836;-45.120503652039325
1739209749.3709888;-32.816014438256545
1739209749.3709943;-29.438486411369333
1739209749.3709996;-38.13080360867914
1739209749.371005;-45.120503652039325
1739209749.3710103;-45.120503652039325
1739209749.3710158;-45.120503652039325
1739209749.371021;-45.120503652039325
1739209749.3710265;-45.120503652039325
1739209749.3710318;-38.13080360867914
1739209749.3710372;-45.120503652039325
1739209749.3710425;-45.120503652039325
1739209749.371048;-45.120503652039325
1739209749.3710532;-38.13080360867914
1739209749.3710587;-38.13080360867914
1739209749.371064;-38.13080360867914
1739209749.3710694;-45.120503652039325
1739209749.371075;-45.120503652039325
1739209749.3710802;-45.120503652039325
1739209749.3710856;-38.13080360867914
1739209749.371091;-45.120503652039325
1739209749.3710964;-45.120503652039325
1739209749.3711016;-45.120503652039325
1739209749.371107;-38.13080360867914
1739209749.3711123;-45.120503652039325
1739209749.3711178;-35.57807855764607
1739209749.371123;-32.816014438256545
1739209749.3711286;-45.120503652039325
1739209749.3711338;-45.120503652039325
1739209749.3711393;-45.120503652039325
1739209749.3711445;-38.13080360867914
1739209749.37115;-45.120503652039325
1739209749.3711553;-45.120503652039325
1739209749.3711607;-45.120503652039325
1739209749.371166;-45.120503652039325
1739209749.3711715;-45.120503652039325
1739209749.3711767;-45.120503652039325
1739209749.3711822;-45.120503652039325
1739209749.3711874;-38.13080360867914
1739209749.371193;-38.13080360867914
1739209749.3711984;-45.120503652039325
1739209749.3712037;-38.13080360867914
1739209749.3712091;-38.13080360867914
1739209749.3712144;-38.13080360867914
1739209749.3712199;-45.120503652039325
1739209749.371225;-35.57807855764607
1739209749.3712306;-45.120503652039325
1739209749.3712358;-45.120503652039325
1739209749.3712413;-32.816014438256545
1739209749.3712466;-38.13080360867914
1739209749.371252;-45.120503652039325
1739209749.3712573;-38.13080360867914
1739209749.3712628;-38.13080360867914
1739209749.371268;-38.13080360867914
1739209749.3712735;-35.57807855764607
1739209749.3712788;-38.13080360867914
1739209749.3712842;-45.120503652039325
1739209749.3712895;-33.981070128970906
1739209749.371295;-45.120503652039325
1739209749.3713002;-38.13080360867914
1739209749.3713057;-45.120503652039325
1739209749.371311;-45.120503652039325
1739209749.3713164;-38.13080360867914
1739209749.371322;-38.13080360867914
1739209749.3713272;-45.120503652039325
1739209749.3713326;-45.120503652039325
1739209749.371338;-45.120503652039325
1739209749.3713434;-45.120503652039325
1739209749.3713486;-45.120503652039325
1739209749.371354;-45.120503652039325
1739209749.3713593;-45.120503652039325
1739209749.3713648;-45.120503652039325
1739209749.37137;-38.13080360867914
1739209749.3713756;-38.13080360867914
1739209749.3713808;-38.13080360867914
1739209749.3713863;-38.13080360867914
1739209749.3713915;-45.120503652039325
1739209749.371397;-45.120503652039325
1739209749.3714023;-38.13080360867914
1739209749.3714077;-35.57807855764607
1739209749.371413;-38.13080360867914
1739209749.3714185;-38.13080360867914
1739209749.3714237;-38.13080360867914
1739209749.3714292;-31.141103565318915
1739209749.3714345;-45.120503652039325
1739209749.37144;-45.120503652039325
1739209749.3714454;-45.120503652039325
1739209749.3714507;-38.13080360867914
1739209749.3714561;-28.21854285175415
1739209749.3714614;-38.13080360867914
1739209749.3714669;-38.13080360867914
1739209749.3714721;-27.877744956031414
1739209749.3714776;-38.13080360867914
1739209749.3714828;-35.57807855764607
1739209749.3714883;-38.13080360867914
1739209749.3714936;-38.13080360867914
1739209749.371499;-45.120503652039325
1739209749.3715043;-45.120503652039325
1739209749.3715098;-38.13080360867914
1739209749.371515;-33.981070128970906
1739209749.3715205;-45.120503652039325
1739209749.3715258;-45.120503652039325
1739209749.3715312;-45.120503652039325
1739209749.3715365;-38.13080360867914
1739209749.371542;-45.120503652039325
1739209749.3715472;-45.120503652039325
1739209749.3715527;-38.13080360867914
1739209749.371558;-33.981070128970906
1739209749.3715634;-45.120503652039325
1739209749.3715687;-38.13080360867914
1739209749.3715742;-38.13080360867914
1739209749.3715796;-33.981070128970906
1739209749.371585;-45.120503652039325
1739209749.3715904;-45.120503652039325
1739209749.3715956;-38.13080360867914
1739209749.371601;-28.992665084841942
1739209749.3716063;-38.13080360867914
1739209749.3716118;-45.120503652039325
1739209749.371617;-45.120503652039325
1739209749.3716226;-38.13080360867914
1739209749.3716278;-45.120503652039325
1739209749.3716333;-38.13080360867914
1739209749.3716385;-35.57807855764607
1739209749.371644;-31.14110356531892
1739209749.3716493;-45.120503652039325
1739209749.3716547;-38.13080360867914
1739209749.37166;-38.13080360867914
1739209749.3716655;-33.981070128970906
1739209749.3716707;-35.57807855764607
1739209749.3716762;-45.120503652039325
1739209749.3716815;-35.57807855764607
1739209749.371687;-35.57807855764607
1739209749.3716922;-45.120503652039325
1739209749.3716977;-45.120503652039325
1739209749.3717031;-45.120503652039325
1739209749.3717084;-45.120503652039325
1739209749.3717139;-45.120503652039325
1739209749.3717191;-45.120503652039325
1739209749.3717246;-45.120503652039325
1739209749.3717299;-38.13080360867914
1739209749.3717353;-45.120503652039325
1739209749.3717406;-45.120503652039325
1739209749.371746;-45.120503652039325
1739209749.3717513;-45.120503652039325
1739209749.3717568;-45.120503652039325
1739209749.371762;-38.13080360867914
1739209749.3717675;-45.120503652039325
1739209749.3717728;-45.120503652039325
1739209749.3717782;-38.13080360867914
1739209749.3717835;-38.13080360867914
1739209749.371789;-45.120503652039325
1739209749.3717942;-38.13080360867914
1739209749.3717997;-35.57807855764607
1739209749.371805;-38.13080360867914
1739209749.3718104;-45.120503652039325
1739209749.3718157;-33.981070128970906
1739209749.3718212;-35.57807855764607
1739209749.3718266;-38.13080360867914
1739209749.371832;-45.120503652039325
1739209749.3718374;-45.120503652039325
1739209749.3718426;-38.13080360867914
1739209749.371848;-38.13080360867914
1739209749.3718534;-45.120503652039325
1739209749.3718588;-45.120503652039325
1739209749.371864;-45.120503652039325
1739209749.3718696;-45.120503652039325
1739209749.3718748;-38.13080360867914
1739209749.3718803;-32.816014438256545
1739209749.3718855;-45.120503652039325
1739209749.371891;-38.13080360867914
1739209749.3718963;-38.13080360867914
1739209749.3719018;-45.120503652039325
1739209749.371907;-33.981070128970906
1739209749.3719125;-45.120503652039325
1739209749.3719177;-35.57807855764607
1739209749.3719232;-38.13080360867914
1739209749.3719285;-45.120503652039325
1739209749.371934;-38.13080360867914
1739209749.3719392;-38.13080360867914
1739209749.3719447;-35.57807855764607
1739209749.3719501;-45.120503652039325
1739209749.3719554;-45.120503652039325
1739209749.3719609;-45.120503652039325
1739209749.3719661;-45.120503652039325
1739209749.3719716;-45.120503652039325
1739209749.3719769;-38.13080360867914
1739209749.3719823;-35.57807855764607
1739209749.3719876;-45.120503652039325
1739209749.371993;-45.120503652039325
1739209749.3719983;-35.57807855764607
1739209749.3720038;-45.120503652039325
1739209749.372009;-38.13080360867914
1739209749.3720145;-32.816014438256545
1739209749.3720198;-38.13080360867914
1739209749.3720253;-35.57807855764607
1739209749.3720305;-38.13080360867914
1739209749.372036;-30.49652367304973
1739209749.3720412;-32.816014438256545
1739209749.3720467;-38.13080360867914
1739209749.372052;-45.120503652039325
1739209749.3720574;-45.120503652039325
1739209749.3720627;-35.57807855764607
1739209749.3720682;-38.13080360867914
1739209749.3720737;-45.120503652039325
1739209749.372079;-38.13080360867914
1739209749.3720844;-45.120503652039325
1739209749.3720896;-35.57807855764607
1739209749.372095;-45.120503652039325
1739209749.3721004;-45.120503652039325
1739209749.3721058;-45.120503652039325
1739209749.372111;-45.120503652039325
1739209749.3721166;-45.120503652039325
1739209749.3721218;-35.57807855764607
1739209749.3721273;-38.13080360867914
1739209749.3721325;-45.120503652039325
1739209749.372138;-45.120503652039325
1739209749.3721433;-38.13080360867914
1739209749.3721488;-35.57807855764607
1739209749.372154;-38.13080360867914
1739209749.3721595;-45.120503652039325
1739209749.3721647;-33.981070128970906
1739209749.3721702;-33.981070128970906
1739209749.3721755;-45.120503652039325
1739209749.372181;-45.120503652039325
1739209749.3721862;-38.13080360867914
1739209749.3721917;-38.13080360867914
1739209749.3721972;-45.120503652039325
1739209749.3722024;-33.981070128970906
1739209749.3722079;-45.120503652039325
1739209749.3722131;-45.120503652039325
1739209749.3722186;-38.13080360867914
1739209749.3722239;-45.120503652039325
1739209749.3722293;-45.120503652039325
1739209749.3722346;-38.13080360867914
1739209749.37224;-45.120503652039325
1739209749.3722453;-38.13080360867914
1739209749.3722508;-28.58837851428586
1739209749.372256;-31.141103565318915
1739209749.3722615;-45.120503652039325
1739209749.3722668;-38.13080360867914
1739209749.3722723;-32.816014438256545
1739209749.3722775;-35.57807855764607
1739209749.372283;-45.120503652039325
1739209749.3722882;-38.13080360867914
1739209749.3722937;-38.13080360867914
1739209749.372299;-38.13080360867914
1739209749.3723044;-45.120503652039325
1739209749.3723097;-38.13080360867914
1739209749.3723152;-45.120503652039325
1739209749.3723207;-45.120503652039325
1739209749.372326;-45.120503652039325
1739209749.3723314;-45.120503652039325
1739209749.3723366;-31.141103565318915
1739209749.372342;-28.992665084841942
1739209749.3723474;-45.120503652039325
1739209749.3723528;-45.120503652039325
1739209749.372358;-38.13080360867914
1739209749.3723636;-35.57807855764607
1739209749.3723688;-45.120503652039325
1739209749.3723743;-38.13080360867914
1739209749.3723795;-45.120503652039325
1739209749.372385;-38.13080360867914
1739209749.3723903;-35.57807855764607
1739209749.3723958;-35.57807855764607
1739209749.372401;-45.120503652039325
1739209749.3724065;-45.120503652039325
1739209749.3724117;-33.981070128970906
1739209749.3724172;-45.120503652039325
1739209749.3724225;-45.120503652039325
1739209749.372428;-38.13080360867914
1739209749.3724332;-32.816014438256545
1739209749.3724387;-33.981070128970906
1739209749.372444;-38.13080360867914
1739209749.3724494;-45.120503652039325
1739209749.372455;-45.120503652039325
1739209749.3724601;-45.120503652039325
1739209749.3724656;-45.120503652039325
1739209749.3724709;-35.57807855764607
1739209749.3724763;-38.13080360867914
1739209749.3724816;-45.120503652039325
1739209749.372487;-45.120503652039325
1739209749.3724923;-38.13080360867914
1739209749.3724978;-38.13080360867914
1739209749.372503;-33.981070128970906
1739209749.3725085;-45.120503652039325
1739209749.3725138;-33.981070128970906
1739209749.3725193;-33.981070128970906
1739209749.3725245;-38.13080360867914
1739209749.37253;-45.120503652039325
1739209749.3725352;-33.981070128970906
1739209749.3725407;-32.816014438256545
1739209749.372546;-45.120503652039325
1739209749.3725514;-38.13080360867914
1739209749.3725567;-45.120503652039325
1739209749.3725622;-45.120503652039325
1739209749.3725674;-38.13080360867914
1739209749.372573;-38.13080360867914
1739209749.3725784;-38.13080360867914
1739209749.3725836;-45.120503652039325
1739209749.372589;-38.13080360867914
1739209749.3725944;-45.120503652039325
1739209749.3725998;-35.57807855764607
1739209749.372605;-33.981070128970906
1739209749.3726106;-45.120503652039325
1739209749.3726158;-45.120503652039325
1739209749.3726213;-38.13080360867914
1739209749.3726265;-35.57807855764607
1739209749.372632;-38.13080360867914
1739209749.3726373;-32.816014438256545
1739209749.3726428;-38.13080360867914
1739209749.372648;-45.120503652039325
1739209749.3726535;-35.57807855764607
1739209749.3726587;-32.816014438256545
1739209749.3726642;-45.120503652039325
1739209749.3726695;-45.120503652039325
1739209749.372675;-38.13080360867914
1739209749.3726802;-38.13080360867914
1739209749.3726857;-45.120503652039325
1739209749.372691;-38.13080360867914
1739209749.3726964;-38.13080360867914
1739209749.372702;-45.120503652039325
1739209749.3727071;-38.13080360867914
1739209749.3727126;-38.13080360867914
1739209749.3727179;-38.13080360867914
1739209749.3727233;-35.57807855764607
1739209749.3727286;-38.13080360867914
1739209749.372734;-45.120503652039325
1739209749.3727393;-45.120503652039325
1739209749.3727448;-45.120503652039325
1739209749.37275;-45.120503652039325
1739209749.3727555;-45.120503652039325
1739209749.3727608;-45.120503652039325
1739209749.3727663;-45.120503652039325
1739209749.3727715;-38.13080360867914
1739209749.372777;-38.13080360867914
1739209749.3727822;-35.57807855764607
1739209749.3727877;-35.57807855764607
1739209749.372793;-33.981070128970906
1739209749.3727984;-35.57807855764607
1739209749.3728037;-38.13080360867914
1739209749.3728092;-45.120503652039325
1739209749.3728144;-35.57807855764607
1739209749.37282;-29.438486411369333
1739209749.3728254;-45.120503652039325
1739209749.3728306;-45.120503652039325
1739209749.372836;-45.120503652039325
1739209749.3728414;-45.120503652039325
1739209749.3728468;-45.120503652039325
1739209749.372852;-45.120503652039325
1739209749.3728576;-45.120503652039325
1739209749.3728628;-45.120503652039325
1739209749.3728683;-38.13080360867914
1739209749.3728735;-45.120503652039325
1739209749.372879;-38.13080360867914
1739209749.3728843;-35.57807855764607
1739209749.3728898;-38.13080360867914
1739209749.372895;-45.120503652039325
1739209749.3729005;-32.816014438256545
1739209749.3729057;-25.826314394896354
1739209749.3729112;-38.13080360867914
1739209749.3729165;-45.120503652039325
1739209749.372922;-38.13080360867914
1739209749.3729272;-32.816014438256545
1739209749.3729327;-38.13080360867914
1739209749.372938;-38.13080360867914
1739209749.3729434;-38.13080360867914
1739209749.372949;-45.120503652039325
1739209749.3729541;-45.120503652039325
1739209749.3729596;-45.120503652039325
1739209749.3729649;-45.120503652039325
1739209749.3729703;-45.120503652039325
1739209749.3729756;-38.13080360867914
1739209749.372981;-38.13080360867914
1739209749.3729863;-38.13080360867914
1739209749.3729918;-45.120503652039325
1739209749.372997;-45.120503652039325
1739209749.3730025;-38.13080360867914
1739209749.3730078;-45.120503652039325
1739209749.3730133;-45.120503652039325
1739209749.3730185;-38.13080360867914
1739209749.373024;-45.120503652039325
1739209749.3730292;-38.13080360867914
1739209749.3730347;-32.816014438256545
1739209749.37304;-38.13080360867914
1739209749.3730454;-38.13080360867914
1739209749.3730507;-45.120503652039325
1739209749.3730562;-32.816014438256545
1739209749.3730614;-45.120503652039325
1739209749.373067;-35.57807855764607
1739209749.3730724;-38.13080360867914
1739209749.3730776;-33.981070128970956
1739209749.373083;-45.120503652039325
1739209749.3730884;-38.13080360867914
1739209749.3730938;-38.13080360867914
1739209749.373099;-45.120503652039325
1739209749.3731046;-35.57807855764607
1739209749.3731098;-35.57807855764607
1739209749.3731153;-38.13080360867914
1739209749.3731205;-32.816014438256545
1739209749.373126;-35.57807855764607
1739209749.3731313;-35.57807855764607
1739209749.3731368;-45.120503652039325
1739209749.373142;-38.13080360867914
1739209749.3731475;-38.13080360867914
1739209749.3731527;-35.57807855764607
1739209749.3731582;-38.13080360867914
1739209749.3731635;-45.120503652039325
1739209749.373169;-45.120503652039325
1739209749.3731742;-45.120503652039325
1739209749.3731797;-45.120503652039325
1739209749.373185;-35.57807855764607
1739209749.3731904;-38.13080360867914
1739209749.373196;-45.120503652039325
1739209749.3732011;-38.13080360867914
1739209749.3732066;-38.13080360867914
1739209749.3732119;-38.13080360867914
1739209749.3732173;-45.120503652039325
1739209749.3732226;-38.13080360867914
1739209749.373228;-45.120503652039325
1739209749.3732333;-33.981070128970906
1739209749.3732388;-45.120503652039325
1739209749.373244;-38.13080360867914
1739209749.3732495;-35.57807855764607
1739209749.3732548;-38.13080360867914
1739209749.3732603;-45.120503652039325
1739209749.3732655;-38.13080360867914
1739209749.373271;-35.57807855764607
1739209749.3732762;-38.13080360867914
1739209749.3732817;-45.120503652039325
1739209749.373287;-38.13080360867914
1739209749.3732924;-45.120503652039325
1739209749.3732977;-38.13080360867914
1739209749.3733032;-45.120503652039325
1739209749.3733084;-38.13080360867914
1739209749.373314;-33.981070128970906
1739209749.3733191;-38.13080360867914
1739209749.3733246;-45.120503652039325
1739209749.37333;-45.120503652039325
1739209749.3733354;-38.13080360867914
1739209749.3733408;-33.981070128970906
1739209749.373346;-45.120503652039325
1739209749.3733516;-38.13080360867914
1739209749.3733568;-38.13080360867914
1739209749.3733623;-45.120503652039325
1739209749.3733675;-45.120503652039325
1739209749.373373;-45.120503652039325
1739209749.3733783;-45.120503652039325
1739209749.3733838;-33.981070128970906
1739209749.373389;-38.13080360867914
1739209749.3733945;-45.120503652039325
1739209749.3733997;-45.120503652039325
1739209749.3734052;-33.981070128970906
