CAN Message; 0x62:061463c40088c926
Timestamp;Amplitude
1739209858.0201848;-38.13080360867914
1739209858.0201888;-38.13080360867914
1739209858.020193;-45.120503652039325
1739209858.0201974;-32.816014438256545
1739209858.0202014;-38.13080360867914
1739209858.0202057;-45.120503652039325
1739209858.0202098;-38.13080360867914
1739209858.020214;-45.120503652039325
1739209858.0202184;-45.120503652039325
1739209858.0202224;-45.120503652039325
1739209858.0202267;-45.120503652039325
1739209858.020231;-45.120503652039325
1739209858.020235;-45.120503652039325
1739209858.0202394;-45.120503652039325
1739209858.0202436;-45.120503652039325
1739209858.0202477;-32.816014438256545
1739209858.020252;-38.13080360867914
1739209858.020256;-45.120503652039325
1739209858.0202603;-45.120503652039325
1739209858.0202646;-45.120503652039325
1739209858.0202687;-45.120503652039325
1739209858.020273;-45.120503652039325
1739209858.0202773;-38.13080360867914
1739209858.0202813;-45.120503652039325
1739209858.0202856;-45.120503652039325
1739209858.02029;-33.981070128970906
1739209858.020294;-45.120503652039325
1739209858.0202982;-35.57807855764607
1739209858.0203023;-38.13080360867914
1739209858.0203066;-35.57807855764607
1739209858.0203109;-38.13080360867914
1739209858.020315;-32.816014438256545
1739209858.0203192;-38.13080360867914
1739209858.0203235;-38.13080360867914
1739209858.0203276;-38.13080360867914
1739209858.0203319;-45.120503652039325
1739209858.0203362;-45.120503652039325
1739209858.0203402;-38.13080360867914
1739209858.0203445;-45.120503652039325
1739209858.0203485;-35.57807855764607
1739209858.0203528;-33.981070128970906
1739209858.0203571;-38.13080360867914
1739209858.0203612;-45.120503652039325
1739209858.0203655;-35.57807855764607
1739209858.0203698;-35.57807855764607
1739209858.0203738;-45.120503652039325
1739209858.020378;-45.120503652039325
1739209858.0203824;-45.120503652039325
1739209858.0203865;-45.120503652039325
1739209858.0203907;-38.13080360867914
1739209858.0203948;-38.13080360867914
1739209858.020399;-45.120503652039325
1739209858.0204034;-38.13080360867914
1739209858.0204074;-38.13080360867914
1739209858.0204117;-45.120503652039325
1739209858.020416;-38.13080360867914
1739209858.02042;-35.57807855764607
1739209858.0204244;-45.120503652039325
1739209858.0204287;-45.120503652039325
1739209858.0204327;-45.120503652039325
1739209858.020437;-38.13080360867914
1739209858.020441;-45.120503652039325
1739209858.0204453;-45.120503652039325
1739209858.0204496;-38.13080360867914
1739209858.0204537;-45.120503652039325
1739209858.020458;-45.120503652039325
1739209858.0204623;-45.120503652039325
1739209858.0204663;-38.13080360867914
1739209858.0204706;-38.13080360867914
1739209858.020475;-45.120503652039325
1739209858.020479;-45.120503652039325
1739209858.0204833;-45.120503652039325
1739209858.0204873;-32.816014438256545
1739209858.0204916;-38.13080360867914
1739209858.020496;-38.13080360867914
1739209858.0205;-45.120503652039325
1739209858.0205042;-32.816014438256545
1739209858.0205085;-33.981070128970906
1739209858.0205126;-38.13080360867914
1739209858.0205169;-38.13080360867914
1739209858.0205212;-38.13080360867914
1739209858.0205252;-38.13080360867914
1739209858.0205295;-45.120503652039325
1739209858.0205336;-45.120503652039325
1739209858.0205379;-33.981070128970906
1739209858.0205421;-45.120503652039325
1739209858.0205462;-45.120503652039325
1739209858.0205505;-38.13080360867914
1739209858.0205548;-45.120503652039325
1739209858.0205588;-45.120503652039325
1739209858.0205631;-45.120503652039325
1739209858.0205674;-45.120503652039325
1739209858.0205715;-45.120503652039325
1739209858.0205758;-38.13080360867914
1739209858.0205798;-38.13080360867914
1739209858.020584;-38.13080360867914
1739209858.0205884;-38.13080360867914
1739209858.0205925;-45.120503652039325
1739209858.0205967;-45.120503652039325
1739209858.020601;-35.57807855764607
1739209858.020605;-45.120503652039325
1739209858.0206094;-38.13080360867914
1739209858.0206137;-38.13080360867914
1739209858.0206177;-45.120503652039325
1739209858.020622;-33.981070128970906
1739209858.020626;-33.981070128970906
1739209858.0206304;-38.13080360867914
1739209858.0206347;-35.57807855764607
1739209858.0206387;-31.141103565318915
1739209858.020643;-33.981070128970906
1739209858.0206473;-45.120503652039325
1739209858.0206513;-38.13080360867914
1739209858.0206556;-38.13080360867914
1739209858.02066;-38.13080360867914
1739209858.020664;-38.13080360867914
1739209858.0206683;-33.981070128970906
1739209858.0206723;-32.816014438256545
1739209858.0206766;-32.816014438256545
1739209858.020681;-38.13080360867914
1739209858.020685;-45.120503652039325
1739209858.0206892;-45.120503652039325
1739209858.0206935;-45.120503652039325
1739209858.0206976;-45.120503652039325
1739209858.020702;-38.13080360867914
1739209858.0207062;-31.141103565318915
1739209858.0207102;-28.992665084841942
1739209858.0207145;-33.981070128970906
1739209858.0207186;-45.120503652039325
1739209858.0207229;-45.120503652039325
1739209858.0207272;-33.981070128970906
1739209858.0207312;-45.120503652039325
1739209858.0207355;-45.120503652039325
1739209858.0207398;-38.13080360867914
1739209858.0207438;-35.57807855764607
1739209858.0207481;-45.120503652039325
1739209858.0207524;-38.13080360867914
1739209858.0207565;-38.13080360867914
1739209858.0207608;-45.120503652039325
1739209858.020765;-38.13080360867914
1739209858.0207691;-32.816014438256545
1739209858.0207734;-38.13080360867914
1739209858.0207775;-45.120503652039325
1739209858.0207818;-38.13080360867914
1739209858.020786;-38.13080360867914
1739209858.02079;-45.120503652039325
1739209858.0207944;-45.120503652039325
1739209858.0207987;-38.13080360867914
1739209858.0208027;-35.57807855764607
1739209858.020807;-38.13080360867914
1739209858.0208113;-38.13080360867914
1739209858.0208154;-45.120503652039325
1739209858.0208197;-45.120503652039325
1739209858.0208237;-45.120503652039325
1739209858.020828;-35.57807855764607
1739209858.0208323;-45.120503652039325
1739209858.0208364;-45.120503652039325
1739209858.0208406;-45.120503652039325
1739209858.020845;-33.981070128970956
1739209858.020849;-38.13080360867914
1739209858.0208533;-33.981070128970906
1739209858.0208576;-45.120503652039325
1739209858.0208616;-38.13080360867914
1739209858.020866;-35.57807855764607
1739209858.02087;-38.13080360867914
1739209858.0208743;-33.981070128970906
1739209858.0208786;-30.49652367304973
1739209858.0208826;-38.13080360867914
1739209858.020887;-35.57807855764607
1739209858.0208912;-35.57807855764607
1739209858.0208952;-38.13080360867914
1739209858.0208995;-45.120503652039325
1739209858.0209038;-38.13080360867914
1739209858.0209079;-38.13080360867914
1739209858.0209122;-38.13080360867914
1739209858.0209162;-45.120503652039325
1739209858.0209205;-38.13080360867914
1739209858.0209248;-45.120503652039325
1739209858.0209289;-38.13080360867914
1739209858.0209332;-33.981070128970906
1739209858.0209374;-45.120503652039325
1739209858.0209415;-45.120503652039325
1739209858.0209458;-29.438486411369333
1739209858.02095;-32.816014438256545
1739209858.0209541;-45.120503652039325
1739209858.0209584;-45.120503652039325
1739209858.0209625;-45.120503652039325
1739209858.0209668;-45.120503652039325
1739209858.020971;-32.816014438256545
1739209858.020975;-38.13080360867914
1739209858.0209794;-45.120503652039325
1739209858.0209837;-45.120503652039325
1739209858.0209877;-38.13080360867914
1739209858.020992;-45.120503652039325
1739209858.0209963;-45.120503652039325
1739209858.0210004;-38.13080360867914
1739209858.0210047;-45.120503652039325
1739209858.0210087;-45.120503652039325
1739209858.021013;-45.120503652039325
1739209858.0210173;-45.120503652039325
1739209858.0210214;-35.57807855764607
1739209858.0210257;-45.120503652039325
1739209858.02103;-45.120503652039325
1739209858.021034;-38.13080360867914
1739209858.0210383;-38.13080360867914
1739209858.0210426;-38.13080360867914
1739209858.0210466;-32.816014438256545
1739209858.021051;-35.57807855764607
1739209858.021055;-45.120503652039325
1739209858.0210593;-45.120503652039325
1739209858.0210636;-35.57807855764607
1739209858.0210676;-45.120503652039325
1739209858.021072;-38.13080360867914
1739209858.0210762;-38.13080360867914
1739209858.0210803;-45.120503652039325
1739209858.0210845;-45.120503652039325
1739209858.0210888;-35.57807855764607
1739209858.021093;-45.120503652039325
1739209858.0210972;-45.120503652039325
1739209858.0211012;-45.120503652039325
1739209858.0211055;-38.13080360867914
1739209858.0211098;-38.13080360867914
1739209858.0211139;-38.13080360867914
1739209858.0211182;-38.13080360867914
1739209858.0211225;-45.120503652039325
1739209858.0211265;-38.13080360867914
1739209858.0211308;-45.120503652039325
1739209858.021135;-45.120503652039325
1739209858.0211391;-45.120503652039325
1739209858.0211434;-45.120503652039325
1739209858.0211475;-32.816014438256545
