CAN Message; 0x1d3:00005a9fd483a264
1739209704.658176;-33.981070128970906
1739209704.65819;-35.57807855764607
1739209704.6582043;-38.13080360867914
1739209704.6582186;-45.120503652039325
1739209704.6582327;-45.120503652039325
1739209704.658247;-38.13080360867914
1739209704.6582613;-38.13080360867914
1739209704.6582754;-45.120503652039325
1739209704.6582897;-38.13080360867914
1739209704.658304;-38.13080360867914
1739209704.658318;-45.120503652039325
1739209704.6583323;-45.120503652039325
1739209704.6583467;-45.120503652039325
1739209704.6583607;-38.13080360867914
1739209704.658375;-38.13080360867914
1739209704.6583893;-38.13080360867914
1739209704.6584034;-38.13080360867914
1739209704.6584177;-38.13080360867914
1739209704.658432;-45.120503652039325
1739209704.658446;-45.120503652039325
1739209704.6584604;-28.58837851428586
1739209704.6584747;-38.13080360867914
1739209704.6584888;-45.120503652039325
1739209704.658503;-45.120503652039325
1739209704.6585174;-45.120503652039325
1739209704.6585317;-38.13080360867914
1739209704.6585457;-38.13080360867914
1739209704.65856;-33.981070128970906
1739209704.6585743;-33.981070128970956
1739209704.6585884;-45.120503652039325
1739209704.6586027;-35.57807855764607
1739209704.658617;-45.120503652039325
1739209704.658631;-45.120503652039325
1739209704.6586454;-45.120503652039325
1739209704.6586597;-35.57807855764607
1739209704.6586738;-35.57807855764607
1739209704.658688;-33.981070128970906
1739209704.6587024;-38.13080360867914
1739209704.6587164;-45.120503652039325
1739209704.6587307;-38.13080360867914
1739209704.658745;-45.120503652039325
1739209704.658759;-45.120503652039325
1739209704.6587734;-45.120503652039325
1739209704.6587877;-45.120503652039325
1739209704.6588018;-32.816014438256545
1739209704.658816;-32.816014438256545
1739209704.6588304;-45.120503652039325
1739209704.6588445;-45.120503652039325
1739209704.6588588;-35.57807855764607
1739209704.658873;-38.13080360867914
1739209704.6588871;-45.120503652039325
1739209704.6589015;-32.816014438256545
1739209704.6589158;-38.13080360867914
1739209704.6589298;-45.120503652039325
1739209704.6589441;-35.57807855764607
1739209704.6589584;-45.120503652039325
1739209704.6589725;-45.120503652039325
1739209704.6589868;-45.120503652039325
1739209704.659001;-35.57807855764607
1739209704.6590154;-38.13080360867914
1739209704.6590295;-31.141103565318893
1739209704.6590438;-35.57807855764607
1739209704.659058;-38.13080360867914
1739209704.6590722;-38.13080360867914
1739209704.6590865;-45.120503652039325
1739209704.6591008;-38.13080360867914
1739209704.6591148;-38.13080360867914
1739209704.6591291;-45.120503652039325
1739209704.6591434;-45.120503652039325
1739209704.6591575;-45.120503652039325
1739209704.6591718;-38.13080360867914
1739209704.6591861;-45.120503652039325
1739209704.6592002;-35.57807855764607
1739209704.6592145;-35.57807855764607
1739209704.6592288;-45.120503652039325
1739209704.6592429;-33.981070128970906
1739209704.6592572;-38.13080360867914
1739209704.6592715;-38.13080360867914
1739209704.6592855;-38.13080360867914
1739209704.6592999;-38.13080360867914
1739209704.6593142;-45.120503652039325
1739209704.6593282;-33.981070128970906
1739209704.6593425;-35.57807855764607
1739209704.6593568;-45.120503652039325
1739209704.659371;-31.141103565318893
1739209704.6593852;-30.49652367304973
1739209704.6593995;-45.120503652039325
1739209704.6594136;-45.120503652039325
1739209704.659428;-38.13080360867914
1739209704.6594422;-45.120503652039325
1739209704.6594565;-45.120503652039325
1739209704.6594706;-45.120503652039325
1739209704.6594849;-45.120503652039325
1739209704.6594992;-45.120503652039325
1739209704.6595132;-45.120503652039325
1739209704.6595275;-45.120503652039325
1739209704.6595418;-32.816014438256545
1739209704.659556;-33.981070128970906
1739209704.6595702;-38.13080360867914
1739209704.6595845;-38.13080360867914
1739209704.6595986;-45.120503652039325
1739209704.659613;-45.120503652039325
1739209704.6596272;-38.13080360867914
1739209704.6596413;-38.13080360867914
1739209704.6596556;-45.120503652039325
1739209704.6596699;-45.120503652039325
1739209704.659684;-38.13080360867914
1739209704.6596982;-45.120503652039325
1739209704.6597126;-38.13080360867914
1739209704.6597266;-33.981070128970906
1739209704.659741;-38.13080360867914
1739209704.6597552;-45.120503652039325
1739209704.6597693;-45.120503652039325
1739209704.6597836;-35.57807855764607
1739209704.659798;-38.13080360867914
1739209704.659812;-33.981070128970906
1739209704.6598263;-45.120503652039325
1739209704.6598406;-33.981070128970906
1739209704.6598547;-38.13080360867914
1739209704.659869;-38.13080360867914
1739209704.6598833;-45.120503652039325
1739209704.6598973;-45.120503652039325
1739209704.6599116;-38.13080360867914
1739209704.659926;-45.120503652039325
1739209704.6599402;-45.120503652039325
1739209704.6599543;-38.13080360867914
1739209704.6599686;-38.13080360867914
1739209704.659983;-35.57807855764607
1739209704.659997;-45.120503652039325
1739209704.6600113;-38.13080360867914
1739209704.6600256;-45.120503652039325
1739209704.6600397;-45.120503652039325
1739209704.660054;-38.13080360867914
1739209704.6600683;-33.981070128970906
1739209704.6600823;-45.120503652039325
1739209704.6600966;-45.120503652039325
1739209704.660111;-45.120503652039325
1739209704.660125;-38.13080360867914
1739209704.6601393;-45.120503652039325
1739209704.6601536;-45.120503652039325
1739209704.6601677;-33.981070128970906
1739209704.660182;-28.58837851428586
1739209704.6601963;-38.13080360867914
1739209704.6602104;-38.13080360867914
1739209704.6602247;-38.13080360867914
1739209704.660239;-38.13080360867914
1739209704.660253;-38.13080360867914
1739209704.6602674;-33.981070128970906
1739209704.6602817;-38.13080360867914
1739209704.6602957;-33.981070128970906
1739209704.66031;-33.981070128970906
1739209704.6603243;-45.120503652039325
1739209704.6603384;-38.13080360867914
1739209704.6603527;-45.120503652039325
1739209704.660367;-38.13080360867914
1739209704.660381;-38.13080360867914
1739209704.6603954;-38.13080360867914
1739209704.6604097;-45.120503652039325
1739209704.660424;-45.120503652039325
1739209704.660438;-38.13080360867914
1739209704.6604524;-45.120503652039325
1739209704.6604667;-33.981070128970906
1739209704.6604807;-45.120503652039325
1739209704.660495;-38.13080360867914
1739209704.6605093;-38.13080360867914
1739209704.6605234;-38.13080360867914
1739209704.6605377;-38.13080360867914
1739209704.660552;-38.13080360867914
1739209704.660566;-38.13080360867914
1739209704.6605804;-38.13080360867914
1739209704.6605947;-35.57807855764607
1739209704.6606088;-38.13080360867914
1739209704.660623;-45.120503652039325
1739209704.6606374;-31.141103565318915
1739209704.6606514;-28.992665084841942
1739209704.6606658;-45.120503652039325
1739209704.66068;-45.120503652039325
1739209704.6606941;-38.13080360867914
1739209704.6607084;-38.13080360867914
1739209704.6607227;-45.120503652039325
1739209704.6607368;-33.981070128970906
1739209704.660751;-38.13080360867914
1739209704.6607654;-38.13080360867914
1739209704.6607795;-45.120503652039325
1739209704.6607938;-45.120503652039325
1739209704.660808;-38.13080360867914
1739209704.6608222;-38.13080360867914
1739209704.6608365;-38.13080360867914
1739209704.6608508;-38.13080360867914
1739209704.660865;-35.57807855764607
1739209704.6608791;-31.141103565318915
1739209704.6608934;-45.120503652039325
1739209704.6609077;-38.13080360867914
1739209704.6609218;-35.57807855764607
1739209704.660936;-45.120503652039325
1739209704.6609504;-45.120503652039325
1739209704.6609645;-45.120503652039325
1739209704.6609788;-45.120503652039325
1739209704.660993;-45.120503652039325
1739209704.6610072;-38.13080360867914
1739209704.6610215;-35.57807855764607
1739209704.6610358;-38.13080360867914
1739209704.6610498;-38.13080360867914
1739209704.6610641;-38.13080360867914
1739209704.6610785;-38.13080360867914
1739209704.6610925;-45.120503652039325
1739209704.6611068;-45.120503652039325
1739209704.6611211;-45.120503652039325
1739209704.6611352;-45.120503652039325
1739209704.6611495;-38.13080360867914
1739209704.6611638;-38.13080360867914
1739209704.6611779;-35.57807855764607
1739209704.6611922;-45.120503652039325
1739209704.6612065;-45.120503652039325
1739209704.6612206;-32.816014438256545
1739209704.6612349;-38.13080360867914
1739209704.6612492;-45.120503652039325
1739209704.6612632;-38.13080360867914
1739209704.6612775;-33.981070128970906
1739209704.6612918;-45.120503652039325
1739209704.661306;-45.120503652039325
1739209704.6613202;-45.120503652039325
1739209704.6613345;-38.13080360867914
1739209704.6613488;-35.57807855764607
1739209704.661363;-38.13080360867914
1739209704.6613772;-45.120503652039325
1739209704.6613915;-38.13080360867914
1739209704.6614056;-35.57807855764607
1739209704.6614199;-38.13080360867914
1739209704.6614342;-38.13080360867914
1739209704.6614482;-45.120503652039325
1739209704.6614625;-45.120503652039325
1739209704.6614769;-45.120503652039325
1739209704.661491;-38.13080360867914
1739209704.6615052;-45.120503652039325
1739209704.6615195;-45.120503652039325
1739209704.6615336;-38.13080360867914
1739209704.661548;-38.13080360867914
1739209704.6615622;-45.120503652039325
1739209704.6615763;-45.120503652039325
1739209704.6615906;-33.981070128970906
1739209704.661605;-45.120503652039325
1739209704.661619;-38.13080360867914
1739209704.6616333;-38.13080360867914
1739209704.6616476;-38.13080360867914
1739209704.6616616;-38.13080360867914
1739209704.661676;-33.981070128970906
1739209704.6616902;-32.816014438256545
1739209704.6617043;-45.120503652039325
1739209704.6617186;-45.120503652039325
1739209704.661733;-45.120503652039325
1739209704.661747;-38.13080360867914
1739209704.6617613;-45.120503652039325
1739209704.6617756;-38.13080360867914
1739209704.6617897;-45.120503652039325
1739209704.661804;-45.120503652039325
1739209704.6618183;-45.120503652039325
1739209704.6618326;-45.120503652039325
1739209704.6618466;-45.120503652039325
1739209704.661861;-45.120503652039325
1739209704.6618752;-45.120503652039325
1739209704.6618893;-45.120503652039325
1739209704.6619036;-35.57807855764607
1739209704.661918;-38.13080360867914
1739209704.661932;-45.120503652039325
1739209704.6619463;-38.13080360867914
1739209704.6619606;-31.141103565318893
1739209704.6619747;-32.816014438256545
1739209704.661989;-45.120503652039325
1739209704.6620033;-45.120503652039325
1739209704.6620173;-38.13080360867914
1739209704.6620317;-38.13080360867914
1739209704.662046;-45.120503652039325
1739209704.66206;-38.13080360867914
1739209704.6620743;-38.13080360867914
1739209704.6620886;-45.120503652039325
1739209704.6621027;-35.57807855764607
1739209704.662117;-35.57807855764607
1739209704.6621313;-45.120503652039325
1739209704.6621454;-35.57807855764607
1739209704.6621597;-38.13080360867914
1739209704.662174;-45.120503652039325
1739209704.662188;-45.120503652039325
1739209704.6622024;-38.13080360867914
1739209704.6622167;-35.57807855764607
1739209704.6622307;-38.13080360867914
1739209704.662245;-38.13080360867914
1739209704.6622593;-28.992665084841942
1739209704.6622736;-45.120503652039325
1739209704.6622877;-38.13080360867914
1739209704.662302;-38.13080360867914
1739209704.6623163;-38.13080360867914
1739209704.6623304;-38.13080360867914
1739209704.6623447;-38.13080360867914
1739209704.662359;-45.120503652039325
1739209704.662373;-29.438486411369354
1739209704.6623874;-38.13080360867914
1739209704.6624017;-33.981070128970906
1739209704.6624157;-45.120503652039325
1739209704.66243;-45.120503652039325
1739209704.6624444;-45.120503652039325
1739209704.6624584;-45.120503652039325
1739209704.6624727;-38.13080360867914
1739209704.662487;-28.992665084841942
1739209704.662501;-38.13080360867914
1739209704.6625154;-45.120503652039325
1739209704.6625297;-38.13080360867914
1739209704.6625438;-33.981070128970906
1739209704.662558;-45.120503652039325
1739209704.6625724;-38.13080360867914
1739209704.6625865;-38.13080360867914
1739209704.6626008;-38.13080360867914
1739209704.662615;-38.13080360867914
1739209704.6626291;-33.981070128970906
1739209704.6626434;-33.981070128970906
1739209704.6626577;-45.120503652039325
1739209704.6626718;-45.120503652039325
1739209704.662686;-45.120503652039325
1739209704.6627004;-33.981070128970906
1739209704.6627145;-33.981070128970906
1739209704.6627288;-38.13080360867914
1739209704.662743;-38.13080360867914
1739209704.6627574;-45.120503652039325
1739209704.6627715;-45.120503652039325
1739209704.6627858;-45.120503652039325
1739209704.6628;-38.13080360867914
1739209704.6628141;-45.120503652039325
1739209704.6628284;-31.141103565318915
1739209704.6628428;-33.981070128970906
1739209704.6628568;-45.120503652039325
1739209704.6628711;-45.120503652039325
1739209704.6628854;-45.120503652039325
1739209704.6628995;-35.57807855764607
1739209704.6629138;-38.13080360867914
1739209704.662928;-38.13080360867914
1739209704.6629422;-31.141103565318915
1739209704.6629565;-28.992665084841942
1739209704.6629708;-38.13080360867914
1739209704.6629848;-45.120503652039325
1739209704.6629992;-38.13080360867914
1739209704.6630135;-38.13080360867914
1739209704.6630275;-38.13080360867914
1739209704.6630418;-45.120503652039325
1739209704.6630561;-33.981070128970906
1739209704.6630702;-33.981070128970906
1739209704.6630845;-38.13080360867914
1739209704.6630988;-45.120503652039325
1739209704.6631129;-38.13080360867914
1739209704.6631272;-35.57807855764607
1739209704.6631415;-38.13080360867914
1739209704.6631556;-38.13080360867914
1739209704.6631699;-31.141103565318915
1739209704.6631842;-28.992665084841942
1739209704.6631982;-45.120503652039325
1739209704.6632125;-45.120503652039325
1739209704.6632268;-38.13080360867914
1739209704.6632411;-45.120503652039325
1739209704.6632552;-38.13080360867914
1739209704.6632695;-45.120503652039325
1739209704.6632838;-38.13080360867914
1739209704.663298;-45.120503652039325
1739209704.6633122;-45.120503652039325
1739209704.6633265;-38.13080360867914
1739209704.6633406;-35.57807855764607
1739209704.6633549;-38.13080360867914
1739209704.6633692;-45.120503652039325
1739209704.6633832;-38.13080360867914
1739209704.6633976;-38.13080360867914
1739209704.6634119;-38.13080360867914
1739209704.663426;-33.981070128970906
1739209704.6634402;-38.13080360867914
1739209704.6634545;-45.120503652039325
1739209704.6634686;-32.816014438256545
1739209704.663483;-32.816014438256545
1739209704.6634972;-45.120503652039325
1739209704.6635113;-35.57807855764607
1739209704.6635256;-38.13080360867914
1739209704.66354;-38.13080360867914
1739209704.663554;-38.13080360867914
1739209704.6635683;-38.13080360867914
1739209704.6635826;-45.120503652039325
1739209704.6635966;-45.120503652039325
1739209704.663611;-45.120503652039325
1739209704.6636252;-45.120503652039325
1739209704.6636393;-38.13080360867914
1739209704.6636536;-38.13080360867914
1739209704.663668;-38.13080360867914
1739209704.663682;-45.120503652039325
1739209704.6636963;-35.57807855764607
1739209704.6637106;-35.57807855764607
1739209704.663725;-45.120503652039325
1739209704.663739;-33.981070128970906
1739209704.6637533;-33.981070128970906
1739209704.6637676;-45.120503652039325
1739209704.6637816;-38.13080360867914
1739209704.663796;-45.120503652039325
1739209704.6638103;-45.120503652039325
1739209704.6638243;-38.13080360867914
1739209704.6638386;-38.13080360867914
1739209704.663853;-38.13080360867914
1739209704.663867;-45.120503652039325
1739209704.6638813;-38.13080360867914
1739209704.6638956;-38.13080360867914
1739209704.6639097;-45.120503652039325
1739209704.663924;-45.120503652039325
1739209704.6639383;-38.13080360867914
1739209704.6639524;-30.49652367304973
1739209704.6639667;-38.13080360867914
1739209704.663981;-38.13080360867914
1739209704.663995;-35.57807855764607
1739209704.6640093;-38.13080360867914
1739209704.6640236;-38.13080360867914
1739209704.6640377;-38.13080360867914
1739209704.664052;-38.13080360867914
1739209704.6640663;-45.120503652039325
1739209704.6640804;-33.981070128970906
1739209704.6640947;-45.120503652039325
1739209704.664109;-45.120503652039325
1739209704.664123;-45.120503652039325
1739209704.6641374;-45.120503652039325
1739209704.6641517;-38.13080360867914
1739209704.664166;-45.120503652039325
1739209704.66418;-38.13080360867914
1739209704.6641943;-45.120503652039325
1739209704.6642087;-38.13080360867914
1739209704.6642227;-35.57807855764607
1739209704.664237;-38.13080360867914
1739209704.6642513;-38.13080360867914
1739209704.6642654;-35.57807855764607
1739209704.6642797;-38.13080360867914
1739209704.664294;-45.120503652039325
1739209704.664308;-38.13080360867914
1739209704.6643224;-32.816014438256545
1739209704.6643367;-30.49652367304973
1739209704.6643507;-45.120503652039325
1739209704.664365;-45.120503652039325
1739209704.6643794;-45.120503652039325
1739209704.6643934;-33.981070128970906
1739209704.6644077;-45.120503652039325
1739209704.664422;-38.13080360867914
1739209704.664436;-38.13080360867914
1739209704.6644504;-45.120503652039325
1739209704.6644647;-45.120503652039325
1739209704.6644788;-45.120503652039325
1739209704.664493;-45.120503652039325
1739209704.6645074;-45.120503652039325
1739209704.6645215;-38.13080360867914
1739209704.6645358;-45.120503652039325
1739209704.66455;-38.13080360867914
1739209704.6645641;-30.49652367304973
1739209704.6645784;-45.120503652039325
1739209704.6645927;-45.120503652039325
1739209704.6646068;-38.13080360867914
1739209704.664621;-38.13080360867914
1739209704.6646354;-45.120503652039325
1739209704.6646497;-38.13080360867914
1739209704.6646638;-45.120503652039325
1739209704.664678;-45.120503652039325
1739209704.6646924;-32.816014438256545
1739209704.6647065;-38.13080360867914
1739209704.6647208;-45.120503652039325
1739209704.664735;-45.120503652039325
1739209704.6647491;-45.120503652039325
1739209704.6647635;-45.120503652039325
1739209704.6647778;-38.13080360867914
1739209704.6647918;-38.13080360867914
1739209704.6648061;-38.13080360867914
1739209704.6648204;-33.981070128970906
1739209704.6648345;-45.120503652039325
1739209704.6648488;-45.120503652039325
1739209704.664863;-38.13080360867914
1739209704.6648772;-45.120503652039325
1739209704.6648915;-33.981070128970906
1739209704.6649058;-25.826314394896357
1739209704.6649199;-45.120503652039325
1739209704.6649342;-45.120503652039325
1739209704.6649485;-35.57807855764607
1739209704.6649625;-32.816014438256545
1739209704.6649768;-45.120503652039325
1739209704.6649911;-38.13080360867914
1739209704.6650052;-38.13080360867914
1739209704.6650195;-38.13080360867914
1739209704.6650338;-45.120503652039325
1739209704.665048;-45.120503652039325
1739209704.6650622;-33.981070128970906
1739209704.6650765;-45.120503652039325
1739209704.6650906;-45.120503652039325
1739209704.6651049;-45.120503652039325
1739209704.6651192;-35.57807855764607
1739209704.6651335;-31.141103565318915
1739209704.6651475;-38.13080360867914
1739209704.6651618;-45.120503652039325
1739209704.6651762;-45.120503652039325
1739209704.6651902;-38.13080360867914
1739209704.6652045;-38.13080360867914
1739209704.6652188;-38.13080360867914
1739209704.665233;-45.120503652039325
1739209704.6652472;-45.120503652039325
1739209704.6652615;-38.13080360867914
1739209704.6652756;-45.120503652039325
1739209704.6652899;-45.120503652039325
1739209704.6653042;-38.13080360867914
1739209704.6653183;-35.57807855764607
1739209704.6653326;-38.13080360867914
1739209704.6653469;-45.120503652039325
1739209704.665361;-38.13080360867914
1739209704.6653752;-38.13080360867914
1739209704.6653895;-38.13080360867914
1739209704.6654036;-33.981070128970906
1739209704.665418;-45.120503652039325
1739209704.6654322;-45.120503652039325
1739209704.6654463;-45.120503652039325
1739209704.6654606;-45.120503652039325
1739209704.665475;-33.981070128970906
1739209704.665489;-45.120503652039325
1739209704.6655033;-38.13080360867914
1739209704.6655176;-38.13080360867914
1739209704.6655316;-33.981070128970906
1739209704.665546;-33.981070128970906
1739209704.6655602;-45.120503652039325
1739209704.6655746;-32.816014438256545
1739209704.6655886;-38.13080360867914
1739209704.665603;-45.120503652039325
1739209704.6656172;-45.120503652039325
1739209704.6656313;-35.57807855764607
1739209704.6656456;-45.120503652039325
1739209704.66566;-45.120503652039325
1739209704.665674;-45.120503652039325
1739209704.6656883;-45.120503652039325
1739209704.6657026;-45.120503652039325
1739209704.6657166;-45.120503652039325
1739209704.665731;-38.13080360867914
1739209704.6657453;-38.13080360867914
1739209704.6657593;-45.120503652039325
1739209704.6657736;-45.120503652039325
1739209704.665788;-45.120503652039325
1739209704.665802;-38.13080360867914
1739209704.6658163;-38.13080360867914
1739209704.6658306;-38.13080360867914
1739209704.6658447;-38.13080360867914
1739209704.665859;-38.13080360867914
1739209704.6658733;-38.13080360867914
1739209704.6658874;-38.13080360867914
1739209704.6659017;-38.13080360867914
1739209704.665916;-45.120503652039325
1739209704.66593;-45.120503652039325
1739209704.6659443;-45.120503652039325
1739209704.6659586;-45.120503652039325
1739209704.6659727;-45.120503652039325
1739209704.665987;-38.13080360867914
1739209704.6660013;-45.120503652039325
1739209704.6660154;-45.120503652039325
1739209704.6660297;-45.120503652039325
1739209704.666044;-45.120503652039325
1739209704.6660583;-30.49652367304973
1739209704.6660724;-45.120503652039325
1739209704.6660867;-38.13080360867914
1739209704.666101;-38.13080360867914
1739209704.666115;-38.13080360867914
1739209704.6661294;-45.120503652039325
1739209704.6661437;-38.13080360867914
1739209704.6661577;-45.120503652039325
1739209704.666172;-45.120503652039325
1739209704.6661863;-45.120503652039325
1739209704.6662004;-38.13080360867914
1739209704.6662147;-33.981070128970906
1739209704.666229;-45.120503652039325
1739209704.666243;-45.120503652039325
1739209704.6662574;-45.120503652039325
1739209704.6662717;-38.13080360867914
1739209704.6662858;-45.120503652039325
1739209704.6663;-38.13080360867914
1739209704.6663144;-38.13080360867914
1739209704.6663284;-38.13080360867914
1739209704.6663427;-32.816014438256545
1739209704.666357;-38.13080360867914
1739209704.666371;-38.13080360867914
1739209704.6663854;-33.981070128970906
1739209704.6663997;-29.438486411369333
1739209704.6664138;-35.57807855764607
1739209704.666428;-45.120503652039325
1739209704.6664424;-45.120503652039325
1739209704.6664565;-38.13080360867914
1739209704.6664708;-45.120503652039325
1739209704.666485;-45.120503652039325
1739209704.6664991;-38.13080360867914
1739209704.6665134;-45.120503652039325
1739209704.6665277;-38.13080360867914
1739209704.666542;-45.120503652039325
1739209704.6665561;-38.13080360867914
1739209704.6665704;-38.13080360867914
1739209704.6665847;-45.120503652039325
1739209704.6665988;-45.120503652039325
1739209704.666613;-45.120503652039325
1739209704.6666274;-28.21854285175415
1739209704.6666415;-32.816014438256545
1739209704.6666558;-45.120503652039325
1739209704.66667;-45.120503652039325
1739209704.6666842;-35.57807855764607
1739209704.6666985;-38.13080360867914
1739209704.6667128;-45.120503652039325
1739209704.6667268;-35.57807855764607
1739209704.6667411;-45.120503652039325
1739209704.6667554;-45.120503652039325
1739209704.6667695;-45.120503652039325
1739209704.6667838;-45.120503652039325
1739209704.666798;-45.120503652039325
1739209704.6668122;-45.120503652039325
1739209704.6668265;-45.120503652039325
1739209704.6668408;-45.120503652039325
1739209704.6668549;-32.816014438256545
1739209704.6668692;-35.57807855764607
1739209704.6668835;-45.120503652039325
1739209704.6668975;-33.981070128970906
1739209704.6669118;-38.13080360867914
1739209704.6669261;-45.120503652039325
1739209704.6669402;-38.13080360867914
1739209704.6669545;-45.120503652039325
1739209704.6669688;-38.13080360867914
1739209704.6669831;-35.57807855764607
1739209704.6669972;-38.13080360867914
1739209704.6670115;-38.13080360867914
1739209704.6670258;-35.57807855764607
1739209704.6670399;-38.13080360867914
1739209704.6670542;-38.13080360867914
1739209704.6670685;-35.57807855764607
1739209704.6670825;-45.120503652039325
1739209704.6670969;-38.13080360867914
1739209704.6671112;-35.57807855764607
1739209704.6671252;-38.13080360867914
1739209704.6671395;-45.120503652039325
1739209704.6671538;-45.120503652039325
1739209704.667168;-38.13080360867914
1739209704.6671822;-38.13080360867914
1739209704.6671965;-33.981070128970906
1739209704.6672106;-30.49652367304973
1739209704.667225;-38.13080360867914
1739209704.6672392;-38.13080360867914
1739209704.6672533;-38.13080360867914
1739209704.6672676;-45.120503652039325
1739209704.6672819;-45.120503652039325
1739209704.667296;-35.57807855764607
1739209704.6673102;-45.120503652039325
1739209704.6673245;-38.13080360867914
1739209704.6673386;-38.13080360867914
1739209704.667353;-45.120503652039325
1739209704.6673672;-45.120503652039325
1739209704.6673813;-38.13080360867914
1739209704.6673956;-38.13080360867914
1739209704.66741;-38.13080360867914
1739209704.667424;-35.57807855764607
1739209704.6674383;-38.13080360867914
1739209704.6674526;-45.120503652039325
1739209704.6674669;-38.13080360867914
1739209704.667481;-45.120503652039325
1739209704.6674953;-45.120503652039325
1739209704.6675096;-45.120503652039325
1739209704.6675236;-38.13080360867914
1739209704.667538;-38.13080360867914
1739209704.6675522;-35.57807855764607
