CAN Message; 0x39:028f80875a2beb0c
1739209640.3300512;-38.13080360867914
1739209640.330057;-45.120503652039325
1739209640.3300624;-38.13080360867914
1739209640.330068;-32.816014438256545
1739209640.3300736;-38.13080360867914
1739209640.3300793;-38.13080360867914
1739209640.3300848;-38.13080360867914
1739209640.3300905;-38.13080360867914
1739209640.330096;-38.13080360867914
1739209640.3301017;-45.120503652039325
1739209640.3301072;-38.13080360867914
1739209640.330113;-45.120503652039325
1739209640.3301187;-45.120503652039325
1739209640.3301241;-45.120503652039325
1739209640.3301299;-38.13080360867914
1739209640.3301353;-32.816014438256545
1739209640.330141;-38.13080360867914
1739209640.3301466;-38.13080360867914
1739209640.3301523;-31.141103565318915
1739209640.3301578;-38.13080360867914
1739209640.3301635;-38.13080360867914
1739209640.330169;-38.13080360867914
1739209640.3301747;-35.57807855764607
1739209640.3301802;-33.981070128970906
1739209640.330186;-45.120503652039325
1739209640.3301914;-45.120503652039325
1739209640.330197;-29.438486411369347
1739209640.3302028;-32.816014438256545
1739209640.3302083;-33.981070128970906
1739209640.330214;-45.120503652039325
1739209640.3302195;-45.120503652039325
1739209640.3302252;-45.120503652039325
1739209640.3302307;-38.13080360867914
1739209640.3302364;-45.120503652039325
1739209640.330242;-33.981070128970906
1739209640.3302476;-45.120503652039325
1739209640.3302531;-38.13080360867914
1739209640.3302588;-45.120503652039325
1739209640.3302643;-38.13080360867914
1739209640.33027;-35.57807855764607
1739209640.3302755;-38.13080360867914
1739209640.3302813;-45.120503652039325
1739209640.330287;-33.981070128970906
1739209640.3302925;-35.57807855764607
1739209640.3302982;-38.13080360867914
1739209640.3303037;-45.120503652039325
1739209640.3303094;-45.120503652039325
1739209640.3303149;-45.120503652039325
1739209640.3303206;-45.120503652039325
1739209640.330326;-38.13080360867914
1739209640.3303318;-38.13080360867914
1739209640.3303373;-45.120503652039325
1739209640.330343;-45.120503652039325
1739209640.3303485;-45.120503652039325
1739209640.3303542;-33.981070128970906
1739209640.3303597;-38.13080360867914
1739209640.3303654;-45.120503652039325
1739209640.3303711;-45.120503652039325
1739209640.3303766;-45.120503652039325
1739209640.3303823;-45.120503652039325
1739209640.3303878;-45.120503652039325
1739209640.3303936;-38.13080360867914
1739209640.330399;-38.13080360867914
1739209640.3304048;-32.816014438256545
1739209640.3304102;-45.120503652039325
1739209640.330416;-45.120503652039325
1739209640.3304214;-33.981070128970906
1739209640.3304272;-38.13080360867914
1739209640.3304327;-45.120503652039325
1739209640.3304384;-45.120503652039325
1739209640.3304439;-38.13080360867914
1739209640.3304496;-45.120503652039325
1739209640.3304553;-35.57807855764607
1739209640.3304608;-38.13080360867914
1739209640.3304665;-38.13080360867914
1739209640.330472;-38.13080360867914
1739209640.3304777;-38.13080360867914
1739209640.3304832;-45.120503652039325
1739209640.330489;-38.13080360867914
1739209640.3304944;-30.49652367304973
1739209640.3305001;-45.120503652039325
1739209640.3305056;-45.120503652039325
1739209640.3305113;-33.981070128970906
1739209640.3305168;-38.13080360867914
1739209640.3305225;-45.120503652039325
1739209640.330528;-45.120503652039325
1739209640.3305337;-38.13080360867914
1739209640.3305395;-45.120503652039325
1739209640.330545;-33.981070128970906
1739209640.3305507;-45.120503652039325
1739209640.3305562;-45.120503652039325
1739209640.3305619;-35.57807855764607
1739209640.3305674;-45.120503652039325
1739209640.330573;-45.120503652039325
1739209640.3305786;-38.13080360867914
1739209640.3305843;-32.816014438256545
1739209640.3305898;-38.13080360867914
1739209640.3305955;-45.120503652039325
1739209640.330601;-45.120503652039325
1739209640.3306067;-35.57807855764607
1739209640.3306122;-45.120503652039325
1739209640.330618;-45.120503652039325
1739209640.3306236;-45.120503652039325
1739209640.330629;-35.57807855764607
1739209640.3306348;-38.13080360867914
1739209640.3306403;-45.120503652039325
1739209640.330646;-38.13080360867914
1739209640.3306515;-45.120503652039325
1739209640.3306572;-45.120503652039325
1739209640.3306627;-45.120503652039325
1739209640.3306684;-38.13080360867914
1739209640.330674;-38.13080360867914
1739209640.3306797;-45.120503652039325
1739209640.3306851;-45.120503652039325
1739209640.3306909;-45.120503652039325
1739209640.3306963;-35.57807855764607
1739209640.330702;-35.57807855764607
1739209640.3307078;-45.120503652039325
1739209640.3307133;-38.13080360867914
1739209640.330719;-38.13080360867914
1739209640.3307245;-35.57807855764607
1739209640.3307302;-45.120503652039325
1739209640.3307357;-38.13080360867914
1739209640.3307414;-45.120503652039325
1739209640.330747;-45.120503652039325
1739209640.3307526;-45.120503652039325
1739209640.330758;-33.981070128970906
1739209640.3307638;-38.13080360867914
1739209640.3307693;-45.120503652039325
1739209640.330775;-38.13080360867914
1739209640.3307805;-45.120503652039325
1739209640.3307862;-30.49652367304973
1739209640.330792;-32.816014438256545
1739209640.3307974;-35.57807855764607
1739209640.3308032;-45.120503652039325
1739209640.3308086;-32.816014438256545
1739209640.3308144;-35.57807855764607
1739209640.3308198;-45.120503652039325
1739209640.3308256;-38.13080360867914
1739209640.330831;-45.120503652039325
1739209640.3308368;-45.120503652039325
1739209640.3308423;-45.120503652039325
1739209640.330848;-45.120503652039325
1739209640.3308535;-45.120503652039325
1739209640.3308592;-45.120503652039325
1739209640.3308647;-45.120503652039325
1739209640.3308704;-45.120503652039325
1739209640.330876;-38.13080360867914
1739209640.3308816;-38.13080360867914
1739209640.3308873;-38.13080360867914
1739209640.3308928;-45.120503652039325
1739209640.3308985;-32.816014438256545
1739209640.330904;-35.57807855764607
1739209640.3309097;-45.120503652039325
1739209640.3309152;-45.120503652039325
1739209640.330921;-38.13080360867914
1739209640.3309264;-38.13080360867914
1739209640.3309321;-38.13080360867914
1739209640.3309376;-45.120503652039325
1739209640.3309433;-45.120503652039325
1739209640.3309488;-38.13080360867914
1739209640.3309546;-35.57807855764607
1739209640.3309603;-33.981070128970906
1739209640.3309658;-45.120503652039325
1739209640.3309715;-35.57807855764607
1739209640.330977;-35.57807855764607
1739209640.3309827;-38.13080360867914
1739209640.3309882;-45.120503652039325
1739209640.330994;-38.13080360867914
1739209640.3309994;-35.57807855764607
1739209640.331005;-38.13080360867914
1739209640.3310106;-38.13080360867914
1739209640.3310163;-33.981070128970906
1739209640.3310218;-35.57807855764607
1739209640.3310275;-35.57807855764607
1739209640.331033;-45.120503652039325
1739209640.3310387;-38.13080360867914
1739209640.3310442;-38.13080360867914
1739209640.33105;-33.981070128970906
1739209640.3310556;-45.120503652039325
1739209640.3310611;-29.438486411369354
1739209640.3310668;-35.57807855764607
1739209640.3310723;-38.13080360867914
1739209640.331078;-45.120503652039325
1739209640.3310835;-38.13080360867914
1739209640.3310893;-35.57807855764607
1739209640.3310947;-45.120503652039325
1739209640.3311005;-31.141103565318915
1739209640.331106;-27.267205301931607
1739209640.3311117;-38.13080360867914
1739209640.3311172;-38.13080360867914
1739209640.3311229;-38.13080360867914
1739209640.3311284;-35.57807855764607
1739209640.331134;-38.13080360867914
1739209640.3311398;-32.816014438256545
1739209640.3311453;-45.120503652039325
1739209640.331151;-38.13080360867914
1739209640.3311565;-38.13080360867914
1739209640.3311622;-45.120503652039325
1739209640.3311677;-45.120503652039325
1739209640.3311734;-38.13080360867914
1739209640.331179;-38.13080360867914
1739209640.3311846;-45.120503652039325
1739209640.33119;-45.120503652039325
1739209640.3311958;-45.120503652039325
1739209640.3312013;-45.120503652039325
1739209640.331207;-38.13080360867914
1739209640.3312125;-45.120503652039325
1739209640.3312182;-45.120503652039325
1739209640.331224;-38.13080360867914
1739209640.3312294;-45.120503652039325
1739209640.3312352;-45.120503652039325
1739209640.3312407;-38.13080360867914
1739209640.3312464;-45.120503652039325
1739209640.3312519;-38.13080360867914
1739209640.3312576;-45.120503652039325
1739209640.331263;-45.120503652039325
1739209640.3312688;-38.13080360867914
1739209640.3312743;-45.120503652039325
1739209640.33128;-45.120503652039325
1739209640.3312855;-28.58837851428586
1739209640.3312912;-38.13080360867914
1739209640.3312967;-38.13080360867914
1739209640.3313024;-45.120503652039325
1739209640.3313081;-38.13080360867914
1739209640.3313136;-45.120503652039325
1739209640.3313193;-45.120503652039325
1739209640.3313248;-38.13080360867914
1739209640.3313305;-28.58837851428586
1739209640.331336;-38.13080360867914
1739209640.3313417;-45.120503652039325
1739209640.3313472;-45.120503652039325
1739209640.331353;-35.57807855764607
1739209640.3313584;-32.816014438256545
1739209640.3313642;-38.13080360867914
1739209640.3313696;-45.120503652039325
1739209640.3313754;-31.141103565318915
1739209640.3313808;-33.981070128970906
1739209640.3313866;-38.13080360867914
1739209640.3313923;-38.13080360867914
1739209640.3313978;-45.120503652039325
1739209640.3314035;-45.120503652039325
1739209640.331409;-45.120503652039325
1739209640.3314147;-38.13080360867914
1739209640.3314202;-35.57807855764607
1739209640.331426;-45.120503652039325
1739209640.3314314;-38.13080360867914
1739209640.331437;-45.120503652039325
1739209640.3314426;-38.13080360867914
1739209640.3314483;-45.120503652039325
1739209640.3314538;-45.120503652039325
1739209640.3314595;-38.13080360867914
1739209640.331465;-33.981070128970906
1739209640.3314707;-45.120503652039325
1739209640.3314764;-45.120503652039325
1739209640.331482;-45.120503652039325
1739209640.3314877;-38.13080360867914
1739209640.3314931;-35.57807855764607
1739209640.3314989;-38.13080360867914
1739209640.3315043;-45.120503652039325
1739209640.33151;-38.13080360867914
1739209640.3315156;-45.120503652039325
1739209640.3315213;-38.13080360867914
1739209640.3315268;-38.13080360867914
1739209640.3315325;-38.13080360867914
1739209640.331538;-45.120503652039325
1739209640.3315437;-38.13080360867914
1739209640.3315492;-35.57807855764607
1739209640.331555;-45.120503652039325
1739209640.3315606;-45.120503652039325
1739209640.331566;-35.57807855764607
1739209640.3315718;-45.120503652039325
1739209640.3315773;-45.120503652039325
1739209640.331583;-45.120503652039325
1739209640.3315885;-38.13080360867914
1739209640.3315942;-45.120503652039325
1739209640.3315997;-45.120503652039325
1739209640.3316054;-45.120503652039325
1739209640.331611;-45.120503652039325
1739209640.3316166;-38.13080360867914
1739209640.3316221;-45.120503652039325
1739209640.3316278;-45.120503652039325
1739209640.3316333;-38.13080360867914
1739209640.331639;-45.120503652039325
1739209640.3316448;-45.120503652039325
1739209640.3316503;-45.120503652039325
1739209640.331656;-45.120503652039325
1739209640.3316615;-45.120503652039325
1739209640.3316672;-33.981070128970906
1739209640.3316727;-33.981070128970906
1739209640.3316784;-45.120503652039325
1739209640.3316839;-45.120503652039325
1739209640.3316896;-38.13080360867914
1739209640.331695;-32.816014438256545
1739209640.3317008;-38.13080360867914
1739209640.3317063;-45.120503652039325
1739209640.331712;-38.13080360867914
1739209640.3317175;-38.13080360867914
1739209640.3317232;-38.13080360867914
1739209640.331729;-45.120503652039325
1739209640.3317344;-38.13080360867914
1739209640.3317401;-45.120503652039325
1739209640.3317456;-45.120503652039325
1739209640.3317513;-45.120503652039325
1739209640.3317568;-45.120503652039325
1739209640.3317626;-45.120503652039325
1739209640.331768;-45.120503652039325
1739209640.3317738;-38.13080360867914
1739209640.3317792;-45.120503652039325
1739209640.331785;-35.57807855764607
1739209640.3317904;-45.120503652039325
1739209640.3317962;-38.13080360867914
1739209640.3318017;-33.981070128970906
1739209640.3318074;-32.816014438256545
1739209640.331813;-33.981070128970906
1739209640.3318186;-38.13080360867914
1739209640.3318243;-33.981070128970906
1739209640.3318298;-45.120503652039325
1739209640.3318355;-38.13080360867914
1739209640.331841;-35.57807855764607
1739209640.3318467;-33.981070128970906
1739209640.3318522;-45.120503652039325
1739209640.331858;-45.120503652039325
1739209640.3318634;-45.120503652039325
1739209640.3318691;-45.120503652039325
1739209640.3318746;-45.120503652039325
1739209640.3318803;-45.120503652039325
1739209640.3318858;-38.13080360867914
1739209640.3318915;-38.13080360867914
1739209640.3318973;-32.816014438256545
1739209640.3319027;-45.120503652039325
1739209640.3319085;-45.120503652039325
1739209640.331914;-45.120503652039325
1739209640.3319197;-33.981070128970906
1739209640.3319252;-38.13080360867914
1739209640.3319309;-45.120503652039325
1739209640.3319364;-38.13080360867914
1739209640.331942;-45.120503652039325
1739209640.3319476;-45.120503652039325
1739209640.3319533;-38.13080360867914
1739209640.3319588;-33.981070128970906
1739209640.3319645;-38.13080360867914
1739209640.33197;-45.120503652039325
1739209640.3319757;-38.13080360867914
1739209640.3319814;-45.120503652039325
1739209640.331987;-38.13080360867914
1739209640.3319926;-38.13080360867914
1739209640.331998;-45.120503652039325
1739209640.3353565;-45.120503652039325
1739209640.3353596;-38.13080360867914
1739209640.335363;-38.13080360867914
1739209640.335366;-38.13080360867914
1739209640.335369;-38.13080360867914
1739209640.3353722;-38.13080360867914
1739209640.3353755;-45.120503652039325
1739209640.3353786;-45.120503652039325
1739209640.3353817;-45.120503652039325
1739209640.3353848;-38.13080360867914
1739209640.335388;-35.57807855764607
1739209640.3353913;-32.816014438256545
1739209640.3353944;-35.57807855764607
1739209640.3353975;-45.120503652039325
1739209640.3354006;-38.13080360867914
1739209640.3354037;-35.57807855764607
1739209640.335407;-45.120503652039325
1739209640.33541;-38.13080360867914
1739209640.3354132;-33.981070128970906
1739209640.3354163;-45.120503652039325
1739209640.3354197;-45.120503652039325
1739209640.3354228;-32.816014438256545
1739209640.3354259;-38.13080360867914
1739209640.335429;-45.120503652039325
1739209640.335432;-38.13080360867914
1739209640.3354354;-38.13080360867914
1739209640.3354385;-45.120503652039325
1739209640.3354416;-33.981070128970906
1739209640.3354447;-45.120503652039325
1739209640.3354478;-45.120503652039325
1739209640.3354511;-33.981070128970906
1739209640.3354542;-45.120503652039325
1739209640.3354573;-45.120503652039325
1739209640.3354604;-35.57807855764607
1739209640.3354638;-38.13080360867914
1739209640.3354669;-45.120503652039325
1739209640.33547;-38.13080360867914
1739209640.335473;-45.120503652039325
1739209640.3354762;-38.13080360867914
1739209640.3354795;-45.120503652039325
1739209640.3354826;-45.120503652039325
1739209640.3354857;-45.120503652039325
1739209640.3354888;-45.120503652039325
1739209640.335492;-32.816014438256545
1739209640.3354952;-38.13080360867914
1739209640.3354983;-45.120503652039325
1739209640.3355014;-45.120503652039325
1739209640.3355045;-38.13080360867914
1739209640.3355079;-38.13080360867914
1739209640.335511;-38.13080360867914
1739209640.335514;-38.13080360867914
1739209640.3355172;-45.120503652039325
1739209640.3355203;-38.13080360867914
1739209640.3355236;-45.120503652039325
1739209640.3355267;-38.13080360867914
1739209640.3355298;-45.120503652039325
1739209640.335533;-45.120503652039325
1739209640.3355362;-38.13080360867914
1739209640.3355393;-38.13080360867914
1739209640.3355424;-35.57807855764607
1739209640.3355455;-45.120503652039325
1739209640.3355486;-45.120503652039325
1739209640.335552;-45.120503652039325
1739209640.335555;-38.13080360867914
1739209640.3355582;-33.981070128970906
1739209640.3355613;-45.120503652039325
1739209640.3355644;-35.57807855764607
1739209640.3355677;-45.120503652039325
1739209640.3355708;-38.13080360867914
1739209640.335574;-45.120503652039325
1739209640.335577;-38.13080360867914
1739209640.3355803;-38.13080360867914
1739209640.3355834;-38.13080360867914
1739209640.3355865;-38.13080360867914
1739209640.3355896;-45.120503652039325
1739209640.3355927;-45.120503652039325
1739209640.335596;-38.13080360867914
1739209640.3355992;-38.13080360867914
1739209640.3356023;-45.120503652039325
1739209640.3356054;-45.120503652039325
1739209640.3356085;-45.120503652039325
1739209640.3356118;-45.120503652039325
1739209640.335615;-38.13080360867914
1739209640.335618;-33.981070128970906
1739209640.335621;-38.13080360867914
1739209640.3356245;-45.120503652039325
1739209640.3356276;-38.13080360867914
1739209640.3356307;-32.816014438256545
1739209640.3356338;-28.992665084841942
1739209640.3356369;-38.13080360867914
1739209640.3356402;-38.13080360867914
1739209640.3356433;-35.57807855764607
1739209640.3356464;-33.981070128970906
1739209640.3356495;-45.120503652039325
1739209640.3356528;-45.120503652039325
1739209640.335656;-33.981070128970906
1739209640.335659;-32.816014438256545
1739209640.3356621;-45.120503652039325
1739209640.3356652;-45.120503652039325
1739209640.3356686;-45.120503652039325
1739209640.3356717;-38.13080360867914
1739209640.3356748;-45.120503652039325
1739209640.3356779;-38.13080360867914
1739209640.335681;-35.57807855764607
1739209640.3356843;-33.981070128970906
1739209640.3356874;-45.120503652039325
1739209640.3356905;-38.13080360867914
1739209640.3356936;-38.13080360867914
1739209640.335697;-35.57807855764607
1739209640.3357;-38.13080360867914
1739209640.3357031;-38.13080360867914
1739209640.3357062;-45.120503652039325
1739209640.3357093;-38.13080360867914
1739209640.3357127;-38.13080360867914
1739209640.3357158;-38.13080360867914
1739209640.3357189;-45.120503652039325
1739209640.335722;-45.120503652039325
1739209640.335725;-38.13080360867914
1739209640.3357284;-38.13080360867914
1739209640.3357315;-38.13080360867914
1739209640.3357346;-33.981070128970906
1739209640.3357377;-45.120503652039325
1739209640.335741;-45.120503652039325
1739209640.3357441;-45.120503652039325
1739209640.3357472;-33.981070128970906
1739209640.3357503;-45.120503652039325
1739209640.3357534;-45.120503652039325
1739209640.3357568;-45.120503652039325
1739209640.3357599;-29.438486411369347
1739209640.335763;-38.13080360867914
1739209640.335766;-45.120503652039325
1739209640.3357692;-45.120503652039325
1739209640.3357725;-38.13080360867914
1739209640.3357756;-38.13080360867914
1739209640.3357787;-38.13080360867914
1739209640.3357818;-38.13080360867914
1739209640.3357852;-28.992665084841942
1739209640.3357882;-38.13080360867914
1739209640.3357913;-45.120503652039325
1739209640.3357944;-45.120503652039325
1739209640.3357975;-45.120503652039325
1739209640.335801;-38.13080360867914
1739209640.335804;-38.13080360867914
1739209640.335807;-45.120503652039325
1739209640.3358102;-45.120503652039325
1739209640.3358135;-38.13080360867914
1739209640.3358166;-38.13080360867914
1739209640.3358197;-45.120503652039325
1739209640.3358228;-38.13080360867914
1739209640.335826;-35.57807855764607
1739209640.3358293;-38.13080360867914
1739209640.3358324;-45.120503652039325
1739209640.3358355;-33.981070128970906
1739209640.3358386;-32.816014438256545
1739209640.3358417;-45.120503652039325
1739209640.335845;-45.120503652039325
1739209640.335848;-45.120503652039325
1739209640.3358512;-45.120503652039325
1739209640.3358543;-45.120503652039325
1739209640.3358576;-45.120503652039325
1739209640.3358607;-38.13080360867914
1739209640.3358638;-38.13080360867914
1739209640.335867;-38.13080360867914
1739209640.33587;-45.120503652039325
1739209640.3358734;-38.13080360867914
1739209640.3358765;-45.120503652039325
1739209640.3358796;-45.120503652039325
1739209640.3358827;-38.13080360867914
1739209640.3358858;-45.120503652039325
1739209640.335889;-38.13080360867914
1739209640.3358922;-38.13080360867914
1739209640.3358953;-45.120503652039325
1739209640.3358984;-45.120503652039325
1739209640.3359017;-38.13080360867914
1739209640.3359048;-38.13080360867914
1739209640.335908;-45.120503652039325
1739209640.335911;-33.981070128970906
1739209640.3359141;-38.13080360867914
1739209640.3359175;-45.120503652039325
1739209640.3359206;-38.13080360867914
1739209640.3359237;-38.13080360867914
1739209640.3359268;-45.120503652039325
1739209640.3359299;-45.120503652039325
1739209640.3359332;-38.13080360867914
1739209640.3359363;-45.120503652039325
1739209640.3359394;-45.120503652039325
1739209640.3359425;-38.13080360867914
1739209640.3359458;-38.13080360867914
1739209640.335949;-45.120503652039325
1739209640.335952;-38.13080360867914
1739209640.3359551;-38.13080360867914
1739209640.3359582;-35.57807855764607
1739209640.3359616;-38.13080360867914
1739209640.3359647;-38.13080360867914
1739209640.3359678;-38.13080360867914
1739209640.3359709;-45.120503652039325
1739209640.3359742;-45.120503652039325
1739209640.3359773;-45.120503652039325
1739209640.3359804;-45.120503652039325
1739209640.3359835;-45.120503652039325
1739209640.3359866;-45.120503652039325
1739209640.33599;-45.120503652039325
1739209640.335993;-45.120503652039325
1739209640.3359962;-45.120503652039325
1739209640.3359993;-38.13080360867914
1739209640.3360023;-45.120503652039325
1739209640.3360057;-38.13080360867914
1739209640.3360088;-38.13080360867914
1739209640.336012;-45.120503652039325
1739209640.336015;-31.141103565318893
1739209640.3360183;-45.120503652039325
1739209640.3360214;-45.120503652039325
1739209640.3360245;-45.120503652039325
1739209640.3360276;-33.981070128970906
1739209640.3360307;-38.13080360867914
1739209640.336034;-45.120503652039325
1739209640.3360372;-38.13080360867914
1739209640.3360403;-38.13080360867914
1739209640.3360434;-38.13080360867914
1739209640.3360465;-45.120503652039325
1739209640.3360498;-33.981070128970906
1739209640.336053;-38.13080360867914
1739209640.336056;-45.120503652039325
1739209640.336059;-45.120503652039325
1739209640.3360624;-45.120503652039325
1739209640.3360655;-38.13080360867914
1739209640.3360686;-45.120503652039325
1739209640.3360717;-45.120503652039325
1739209640.3360748;-38.13080360867914
1739209640.3360782;-32.816014438256545
1739209640.3360813;-35.57807855764607
1739209640.3360844;-38.13080360867914
1739209640.3360875;-38.13080360867914
1739209640.3360908;-35.57807855764607
1739209640.336094;-38.13080360867914
1739209640.336097;-45.120503652039325
1739209640.3361;-38.13080360867914
1739209640.3361032;-45.120503652039325
1739209640.3361065;-45.120503652039325
1739209640.3361096;-45.120503652039325
1739209640.3361127;-38.13080360867914
1739209640.3361158;-45.120503652039325
1739209640.336119;-45.120503652039325
1739209640.3361223;-38.13080360867914
1739209640.3361254;-38.13080360867914
1739209640.3361285;-38.13080360867914
1739209640.3361316;-45.120503652039325
1739209640.336135;-38.13080360867914
1739209640.336138;-45.120503652039325
1739209640.336141;-28.992665084841942
1739209640.3361442;-32.816014438256545
1739209640.3361473;-35.57807855764607
1739209640.3361506;-33.981070128970906
1739209640.3361537;-38.13080360867914
1739209640.3361568;-38.13080360867914
1739209640.33616;-35.57807855764607
1739209640.336163;-38.13080360867914
1739209640.3361664;-45.120503652039325
1739209640.3361695;-45.120503652039325
1739209640.3361726;-33.981070128970906
1739209640.3361757;-38.13080360867914
1739209640.336179;-45.120503652039325
1739209640.336182;-45.120503652039325
1739209640.3361852;-35.57807855764607
1739209640.3361883;-38.13080360867914
1739209640.3361914;-35.57807855764607
1739209640.3361948;-38.13080360867914
1739209640.3361979;-35.57807855764607
1739209640.336201;-38.13080360867914
1739209640.336204;-45.120503652039325
1739209640.3362072;-45.120503652039325
1739209640.3362105;-38.13080360867914
1739209640.3362136;-45.120503652039325
1739209640.3362167;-33.981070128970906
1739209640.3362198;-31.141103565318915
1739209640.3362231;-38.13080360867914
1739209640.3362262;-38.13080360867914
1739209640.3362293;-38.13080360867914
1739209640.3362324;-38.13080360867914
1739209640.3362355;-45.120503652039325
1739209640.3362389;-33.981070128970906
1739209640.336242;-45.120503652039325
1739209640.336245;-32.816014438256545
1739209640.3362482;-35.57807855764607
1739209640.3362515;-45.120503652039325
1739209640.3362546;-45.120503652039325
1739209640.3362577;-45.120503652039325
1739209640.3362608;-33.981070128970906
1739209640.336264;-38.13080360867914
1739209640.3362672;-38.13080360867914
1739209640.3362703;-31.141103565318915
1739209640.3362734;-45.120503652039325
1739209640.3362765;-45.120503652039325
1739209640.3362796;-38.13080360867914
1739209640.336283;-33.981070128970906
1739209640.336286;-33.981070128970906
1739209640.3362892;-38.13080360867914
1739209640.3362923;-45.120503652039325
1739209640.3362956;-31.141103565318915
1739209640.3362987;-33.981070128970906
1739209640.3363018;-45.120503652039325
1739209640.336305;-45.120503652039325
1739209640.336308;-45.120503652039325
1739209640.3363113;-35.57807855764607
1739209640.3363144;-38.13080360867914
1739209640.3363175;-45.120503652039325
1739209640.3363206;-38.13080360867914
1739209640.3363237;-35.57807855764607
1739209640.336327;-38.13080360867914
1739209640.3363302;-45.120503652039325
1739209640.3363333;-38.13080360867914
1739209640.3363364;-45.120503652039325
1739209640.3363397;-45.120503652039325
1739209640.3363428;-45.120503652039325
1739209640.336346;-38.13080360867914
1739209640.336349;-35.57807855764607
1739209640.336352;-45.120503652039325
1739209640.3363554;-38.13080360867914
1739209640.3363585;-35.57807855764607
1739209640.3363616;-33.981070128970906
1739209640.3363647;-45.120503652039325
1739209640.3363678;-45.120503652039325
1739209640.3363712;-38.13080360867914
1739209640.3363743;-35.57807855764607
1739209640.3363774;-33.981070128970906
1739209640.3363805;-45.120503652039325
1739209640.3363838;-45.120503652039325
1739209640.336387;-38.13080360867914
1739209640.33639;-45.120503652039325
1739209640.336393;-45.120503652039325
1739209640.3363962;-35.57807855764607
1739209640.3363996;-38.13080360867914
1739209640.3364027;-38.13080360867914
1739209640.3364058;-45.120503652039325
1739209640.3364089;-38.13080360867914
1739209640.3364122;-35.57807855764607
1739209640.3364153;-38.13080360867914
1739209640.3364184;-45.120503652039325
1739209640.3364215;-38.13080360867914
1739209640.3364246;-35.57807855764607
1739209640.336428;-38.13080360867914
1739209640.336431;-45.120503652039325
1739209640.3364341;-38.13080360867914
1739209640.3364372;-38.13080360867914
1739209640.3364403;-38.13080360867914
1739209640.3364437;-45.120503652039325
1739209640.3364468;-45.120503652039325
1739209640.3364499;-45.120503652039325
1739209640.336453;-45.120503652039325
1739209640.3364563;-45.120503652039325
1739209640.3364594;-38.13080360867914
1739209640.3364625;-45.120503652039325
1739209640.3364656;-45.120503652039325
1739209640.3364687;-45.120503652039325
1739209640.336472;-35.57807855764607
1739209640.3364751;-32.816014438256545
1739209640.3364782;-38.13080360867914
1739209640.3364813;-45.120503652039325
