CAN Message; 0x150:0500cce5bed043c0
Timestamp;Amplitude
1739209838.0699327;-27.267205301931607
1739209838.069938;-38.13080360867914
1739209838.0699432;-35.57807855764607
1739209838.0699482;-35.57807855764607
1739209838.0699534;-38.13080360867914
1739209838.0699587;-45.120503652039325
1739209838.069964;-38.13080360867914
1739209838.0699692;-38.13080360867914
1739209838.0699744;-35.57807855764607
1739209838.0699794;-38.13080360867914
1739209838.0699847;-45.120503652039325
1739209838.06999;-38.13080360867914
1739209838.0699952;-35.57807855764607
1739209838.0700004;-38.13080360867914
1739209838.0700057;-45.120503652039325
1739209838.0700107;-38.13080360867914
1739209838.070016;-38.13080360867914
1739209838.0700212;-45.120503652039325
1739209838.0700264;-45.120503652039325
1739209838.0700316;-45.120503652039325
1739209838.070037;-38.13080360867914
1739209838.070042;-33.981070128970906
1739209838.0700471;-45.120503652039325
1739209838.0700524;-38.13080360867914
1739209838.0700576;-33.981070128970906
1739209838.0700629;-38.13080360867914
1739209838.0700681;-45.120503652039325
1739209838.0700734;-38.13080360867914
1739209838.0700784;-38.13080360867914
1739209838.0700836;-45.120503652039325
1739209838.0700889;-45.120503652039325
1739209838.070094;-38.13080360867914
1739209838.0700994;-38.13080360867914
1739209838.0701046;-38.13080360867914
1739209838.0701096;-38.13080360867914
1739209838.0701149;-45.120503652039325
1739209838.07012;-38.13080360867914
1739209838.0701253;-35.57807855764607
1739209838.0701306;-45.120503652039325
1739209838.0701358;-35.57807855764607
1739209838.0701408;-38.13080360867914
1739209838.070146;-45.120503652039325
1739209838.0701513;-38.13080360867914
1739209838.0701566;-38.13080360867914
1739209838.0701618;-45.120503652039325
1739209838.070167;-45.120503652039325
1739209838.0701723;-38.13080360867914
1739209838.0701773;-38.13080360867914
1739209838.0701826;-45.120503652039325
1739209838.0701878;-45.120503652039325
1739209838.070193;-38.13080360867914
1739209838.0701983;-38.13080360867914
1739209838.0702035;-38.13080360867914
1739209838.0702085;-38.13080360867914
1739209838.0702138;-38.13080360867914
1739209838.070219;-38.13080360867914
1739209838.0702243;-45.120503652039325
1739209838.0702295;-38.13080360867914
1739209838.0702348;-38.13080360867914
1739209838.0702398;-38.13080360867914
1739209838.070245;-45.120503652039325
1739209838.0702503;-38.13080360867914
1739209838.0702555;-38.13080360867914
1739209838.0702608;-38.13080360867914
1739209838.070266;-45.120503652039325
1739209838.070271;-45.120503652039325
1739209838.0702763;-45.120503652039325
1739209838.0702815;-33.981070128970906
1739209838.0702868;-38.13080360867914
1739209838.070292;-38.13080360867914
1739209838.0702972;-45.120503652039325
1739209838.0703025;-45.120503652039325
1739209838.0703075;-35.57807855764607
1739209838.0703127;-30.49652367304973
1739209838.070318;-45.120503652039325
1739209838.0703232;-45.120503652039325
1739209838.0703285;-38.13080360867914
1739209838.0703337;-38.13080360867914
1739209838.0703387;-45.120503652039325
1739209838.070344;-38.13080360867914
1739209838.0703492;-38.13080360867914
1739209838.0703545;-38.13080360867914
1739209838.0703597;-38.13080360867914
1739209838.070365;-38.13080360867914
1739209838.07037;-38.13080360867914
1739209838.0703752;-45.120503652039325
1739209838.0703804;-45.120503652039325
1739209838.0703857;-45.120503652039325
1739209838.070391;-45.120503652039325
1739209838.0703962;-33.981070128970956
1739209838.0704014;-45.120503652039325
1739209838.0704064;-45.120503652039325
1739209838.0704117;-38.13080360867914
1739209838.070417;-45.120503652039325
1739209838.0704222;-45.120503652039325
1739209838.0704274;-38.13080360867914
1739209838.0704327;-35.57807855764607
1739209838.0704377;-28.992665084841942
1739209838.070443;-45.120503652039325
1739209838.0704482;-45.120503652039325
1739209838.0704534;-45.120503652039325
1739209838.0704587;-38.13080360867914
1739209838.070464;-45.120503652039325
1739209838.070469;-38.13080360867914
1739209838.0704741;-45.120503652039325
1739209838.0704794;-45.120503652039325
1739209838.0704846;-45.120503652039325
1739209838.07049;-38.13080360867914
1739209838.0704951;-38.13080360867914
1739209838.0705001;-45.120503652039325
1739209838.0705054;-31.141103565318915
1739209838.0705106;-45.120503652039325
1739209838.0705159;-45.120503652039325
1739209838.070521;-35.57807855764607
1739209838.0705264;-38.13080360867914
1739209838.0705316;-33.981070128970906
1739209838.0705366;-45.120503652039325
1739209838.0705419;-45.120503652039325
1739209838.070547;-45.120503652039325
1739209838.0705523;-35.57807855764607
1739209838.0705576;-45.120503652039325
1739209838.0705628;-31.141103565318915
1739209838.0705678;-32.816014438256545
1739209838.070573;-35.57807855764607
1739209838.0705783;-38.13080360867914
1739209838.0705836;-38.13080360867914
1739209838.0705888;-31.141103565318915
1739209838.070594;-38.13080360867914
1739209838.070599;-38.13080360867914
1739209838.0706043;-38.13080360867914
1739209838.0706096;-38.13080360867914
1739209838.0706148;-38.13080360867914
1739209838.07062;-45.120503652039325
1739209838.0706253;-45.120503652039325
1739209838.0706306;-31.141103565318915
1739209838.0706356;-38.13080360867914
1739209838.0706408;-45.120503652039325
1739209838.070646;-35.57807855764607
1739209838.0706513;-38.13080360867914
1739209838.0706565;-33.981070128970906
1739209838.0706618;-45.120503652039325
1739209838.0706668;-45.120503652039325
1739209838.070672;-35.57807855764607
1739209838.0706773;-38.13080360867914
1739209838.0706825;-45.120503652039325
1739209838.0706878;-38.13080360867914
1739209838.070693;-45.120503652039325
1739209838.070698;-38.13080360867914
1739209838.0707033;-38.13080360867914
1739209838.0707085;-45.120503652039325
1739209838.0707138;-45.120503652039325
1739209838.070719;-38.13080360867914
1739209838.0707242;-45.120503652039325
1739209838.0707293;-45.120503652039325
1739209838.0707345;-38.13080360867914
1739209838.0707397;-38.13080360867914
1739209838.070745;-45.120503652039325
1739209838.0707502;-38.13080360867914
1739209838.0707555;-35.57807855764607
1739209838.0707607;-45.120503652039325
1739209838.0707657;-45.120503652039325
1739209838.070771;-38.13080360867914
1739209838.0707762;-45.120503652039325
1739209838.0707815;-35.57807855764607
1739209838.0707867;-38.13080360867914
1739209838.070792;-45.120503652039325
1739209838.070797;-45.120503652039325
1739209838.0708022;-38.13080360867914
1739209838.0708075;-38.13080360867914
1739209838.0708127;-38.13080360867914
1739209838.070818;-45.120503652039325
1739209838.0708232;-38.13080360867914
1739209838.0708282;-45.120503652039325
1739209838.0708334;-38.13080360867914
1739209838.0708387;-38.13080360867914
1739209838.070844;-45.120503652039325
1739209838.0708492;-38.13080360867914
1739209838.0708544;-45.120503652039325
1739209838.0708597;-33.981070128970906
1739209838.0708647;-45.120503652039325
1739209838.07087;-45.120503652039325
1739209838.0708752;-45.120503652039325
1739209838.0708804;-45.120503652039325
1739209838.0708857;-45.120503652039325
1739209838.070891;-38.13080360867914
1739209838.070896;-33.981070128970906
1739209838.0709012;-32.81601443825658
1739209838.0709064;-45.120503652039325
1739209838.0709116;-35.57807855764607
1739209838.070917;-35.57807855764607
1739209838.0709221;-45.120503652039325
1739209838.0709271;-38.13080360867914
1739209838.0709324;-45.120503652039325
1739209838.0709376;-38.13080360867914
1739209838.0709429;-28.992665084841942
1739209838.0709481;-35.57807855764607
1739209838.0709534;-45.120503652039325
1739209838.0709584;-38.13080360867914
1739209838.0709636;-30.49652367304973
1739209838.0709689;-38.13080360867914
1739209838.070974;-45.120503652039325
1739209838.0709794;-45.120503652039325
1739209838.0709846;-45.120503652039325
1739209838.0709898;-45.120503652039325
1739209838.0709949;-45.120503652039325
1739209838.071;-45.120503652039325
1739209838.0710053;-35.57807855764607
1739209838.0710106;-35.57807855764607
1739209838.0710158;-45.120503652039325
1739209838.071021;-45.120503652039325
1739209838.071026;-45.120503652039325
1739209838.0710313;-38.13080360867914
1739209838.0710366;-38.13080360867914
1739209838.0710418;-45.120503652039325
1739209838.071047;-38.13080360867914
1739209838.0710523;-38.13080360867914
1739209838.0710573;-45.120503652039325
1739209838.0710626;-45.120503652039325
1739209838.0710678;-26.991370085610722
1739209838.071073;-35.57807855764607
1739209838.0710783;-45.120503652039325
1739209838.0710835;-35.57807855764607
1739209838.0710888;-33.981070128970906
1739209838.0710938;-45.120503652039325
1739209838.071099;-38.13080360867914
1739209838.0711043;-38.13080360867914
1739209838.0711095;-38.13080360867914
1739209838.0711148;-45.120503652039325
1739209838.07112;-45.120503652039325
1739209838.071125;-45.120503652039325
1739209838.0711303;-45.120503652039325
1739209838.0711355;-45.120503652039325
1739209838.0711408;-45.120503652039325
1739209838.071146;-45.120503652039325
1739209838.0711513;-35.57807855764607
1739209838.0711563;-35.57807855764607
1739209838.0711615;-38.13080360867914
1739209838.0711668;-45.120503652039325
1739209838.071172;-45.120503652039325
1739209838.0711772;-38.13080360867914
1739209838.0711825;-33.981070128970906
1739209838.0711875;-45.120503652039325
1739209838.0711927;-45.120503652039325
1739209838.071198;-45.120503652039325
1739209838.0712032;-30.49652367304973
1739209838.0712085;-35.57807855764607
1739209838.0712137;-38.13080360867914
1739209838.071219;-38.13080360867914
1739209838.071224;-45.120503652039325
1739209838.0712292;-45.120503652039325
1739209838.0712345;-45.120503652039325
1739209838.0712397;-45.120503652039325
1739209838.071245;-45.120503652039325
1739209838.0712502;-45.120503652039325
1739209838.0712552;-45.120503652039325
1739209838.0712605;-33.981070128970906
1739209838.0712657;-38.13080360867914
1739209838.071271;-45.120503652039325
1739209838.0712762;-35.57807855764607
1739209838.0712814;-38.13080360867914
1739209838.0712864;-45.120503652039325
1739209838.0712917;-38.13080360867914
1739209838.071297;-33.981070128970906
1739209838.0713022;-45.120503652039325
1739209838.0713074;-45.120503652039325
1739209838.0713127;-38.13080360867914
1739209838.0713177;-38.13080360867914
1739209838.071323;-45.120503652039325
1739209838.0713282;-45.120503652039325
1739209838.0713334;-45.120503652039325
1739209838.0713387;-38.13080360867914
1739209838.071344;-38.13080360867914
1739209838.0713491;-45.120503652039325
1739209838.0713542;-45.120503652039325
1739209838.0713594;-45.120503652039325
1739209838.0713646;-33.981070128970906
1739209838.07137;-35.57807855764607
1739209838.0713751;-38.13080360867914
1739209838.0713804;-45.120503652039325
1739209838.0713854;-45.120503652039325
1739209838.0713906;-32.816014438256545
1739209838.0713959;-38.13080360867914
1739209838.0714011;-45.120503652039325
1739209838.0714064;-35.57807855764607
1739209838.0714116;-38.13080360867914
1739209838.0714166;-38.13080360867914
1739209838.0714219;-38.13080360867914
1739209838.071427;-38.13080360867914
1739209838.0714324;-45.120503652039325
1739209838.0714376;-38.13080360867914
1739209838.0714428;-38.13080360867914
1739209838.071448;-35.57807855764607
1739209838.071453;-45.120503652039325
1739209838.0714583;-45.120503652039325
1739209838.0714636;-45.120503652039325
1739209838.0714688;-38.13080360867914
1739209838.071474;-45.120503652039325
1739209838.0714793;-45.120503652039325
1739209838.0714843;-38.13080360867914
1739209838.0714896;-31.141103565318915
1739209838.0714948;-38.13080360867914
1739209838.0715;-45.120503652039325
1739209838.0715053;-45.120503652039325
1739209838.0715106;-45.120503652039325
1739209838.0715156;-38.13080360867914
1739209838.0715208;-38.13080360867914
1739209838.071526;-32.816014438256545
1739209838.0715313;-32.816014438256545
1739209838.0715365;-38.13080360867914
1739209838.0715418;-45.120503652039325
1739209838.0715468;-38.13080360867914
