CAN Message; 0x1a7:0000a30e411e2f10
1739209607.6310523;-33.981070128970906
1739209607.631066;-38.13080360867914
1739209607.63108;-38.13080360867914
1739209607.6310937;-38.13080360867914
1739209607.6311076;-31.141103565318915
1739209607.6311214;-38.13080360867914
1739209607.6311352;-38.13080360867914
1739209607.631149;-38.13080360867914
1739209607.631163;-45.120503652039325
1739209607.6311767;-45.120503652039325
1739209607.6311905;-38.13080360867914
1739209607.6312044;-38.13080360867914
1739209607.6312182;-33.981070128970956
1739209607.631232;-45.120503652039325
1739209607.6312459;-45.120503652039325
1739209607.6312597;-45.120503652039325
1739209607.6312735;-45.120503652039325
1739209607.6312873;-38.13080360867914
1739209607.6313014;-38.13080360867914
1739209607.6313152;-45.120503652039325
1739209607.631329;-28.992665084841942
1739209607.631343;-38.13080360867914
1739209607.6313567;-45.120503652039325
1739209607.6313705;-45.120503652039325
1739209607.6313844;-38.13080360867914
1739209607.6313982;-38.13080360867914
1739209607.631412;-45.120503652039325
1739209607.6314259;-38.13080360867914
1739209607.6314397;-38.13080360867914
1739209607.6314535;-35.57807855764607
1739209607.6314673;-38.13080360867914
1739209607.6314812;-35.57807855764607
1739209607.631495;-38.13080360867914
1739209607.6315088;-45.120503652039325
1739209607.6315227;-45.120503652039325
1739209607.6315365;-38.13080360867914
1739209607.6315503;-35.57807855764607
1739209607.6315641;-45.120503652039325
1739209607.631578;-35.57807855764607
1739209607.6315918;-38.13080360867914
1739209607.6316056;-38.13080360867914
1739209607.6316195;-45.120503652039325
1739209607.6316335;-45.120503652039325
1739209607.6316473;-45.120503652039325
1739209607.6316612;-28.992665084841942
1739209607.631675;-31.141103565318915
1739209607.6316888;-38.13080360867914
1739209607.6317027;-45.120503652039325
1739209607.6317165;-38.13080360867914
1739209607.6317303;-38.13080360867914
1739209607.6317441;-38.13080360867914
1739209607.631758;-38.13080360867914
1739209607.6317718;-38.13080360867914
1739209607.6317856;-33.981070128970906
1739209607.6317995;-33.981070128970906
1739209607.6318133;-38.13080360867914
1739209607.631827;-38.13080360867914
1739209607.631841;-38.13080360867914
1739209607.6318548;-38.13080360867914
1739209607.6318686;-38.13080360867914
1739209607.6318824;-38.13080360867914
1739209607.6318963;-38.13080360867914
1739209607.63191;-38.13080360867914
1739209607.631924;-38.13080360867914
1739209607.6319377;-38.13080360867914
1739209607.6319516;-45.120503652039325
1739209607.6319656;-38.13080360867914
1739209607.6319795;-45.120503652039325
1739209607.6319933;-38.13080360867914
1739209607.6320071;-35.57807855764607
1739209607.632021;-45.120503652039325
1739209607.6320348;-45.120503652039325
1739209607.6320486;-38.13080360867914
1739209607.6320624;-32.816014438256545
1739209607.6320763;-45.120503652039325
1739209607.63209;-38.13080360867914
1739209607.632104;-38.13080360867914
1739209607.6321177;-38.13080360867914
1739209607.6321316;-45.120503652039325
1739209607.6321454;-45.120503652039325
1739209607.6321592;-45.120503652039325
1739209607.632173;-45.120503652039325
1739209607.632187;-38.13080360867914
1739209607.6322007;-45.120503652039325
1739209607.6322145;-38.13080360867914
1739209607.6322284;-38.13080360867914
1739209607.6322422;-45.120503652039325
1739209607.632256;-45.120503652039325
1739209607.6322699;-38.13080360867914
1739209607.6322837;-33.981070128970906
1739209607.6322978;-33.981070128970906
1739209607.6323116;-45.120503652039325
1739209607.6323254;-45.120503652039325
1739209607.6323392;-32.816014438256545
1739209607.632353;-33.981070128970906
1739209607.632367;-38.13080360867914
1739209607.6323807;-45.120503652039325
1739209607.6323946;-32.816014438256545
1739209607.6324084;-35.57807855764607
1739209607.6324222;-45.120503652039325
1739209607.632436;-45.120503652039325
1739209607.6324499;-45.120503652039325
1739209607.6324637;-45.120503652039325
1739209607.6324775;-45.120503652039325
1739209607.6324914;-45.120503652039325
1739209607.6325052;-38.13080360867914
1739209607.632519;-38.13080360867914
1739209607.6325328;-45.120503652039325
1739209607.6325467;-45.120503652039325
1739209607.6325605;-30.49652367304973
1739209607.6325743;-35.57807855764607
1739209607.6325881;-45.120503652039325
1739209607.632602;-45.120503652039325
1739209607.6326158;-35.57807855764607
1739209607.6326299;-35.57807855764607
1739209607.6326437;-45.120503652039325
1739209607.6326575;-45.120503652039325
1739209607.6326714;-38.13080360867914
1739209607.6326852;-38.13080360867914
1739209607.632699;-45.120503652039325
1739209607.6327128;-45.120503652039325
1739209607.6327267;-45.120503652039325
1739209607.6327405;-45.120503652039325
1739209607.6327543;-45.120503652039325
1739209607.6327682;-45.120503652039325
1739209607.632782;-45.120503652039325
1739209607.6327958;-33.981070128970906
1739209607.6328096;-45.120503652039325
1739209607.6328235;-45.120503652039325
1739209607.6328373;-32.816014438256545
1739209607.6328511;-35.57807855764607
1739209607.632865;-45.120503652039325
1739209607.6328788;-45.120503652039325
1739209607.6328926;-32.816014438256545
1739209607.6329064;-33.981070128970906
1739209607.6329203;-45.120503652039325
1739209607.632934;-38.13080360867914
1739209607.6329482;-38.13080360867914
1739209607.632962;-45.120503652039325
1739209607.6329758;-45.120503652039325
1739209607.6329896;-45.120503652039325
1739209607.6330035;-45.120503652039325
1739209607.6330173;-45.120503652039325
1739209607.6330311;-38.13080360867914
1739209607.633045;-38.13080360867914
1739209607.6330588;-45.120503652039325
1739209607.6330726;-45.120503652039325
1739209607.6330864;-33.981070128970906
1739209607.6331003;-45.120503652039325
1739209607.633114;-31.141103565318893
1739209607.633128;-31.141103565318893
1739209607.6331418;-45.120503652039325
1739209607.6331556;-45.120503652039325
1739209607.6331694;-38.13080360867914
1739209607.6331832;-38.13080360867914
1739209607.633197;-38.13080360867914
1739209607.633211;-45.120503652039325
1739209607.6332247;-45.120503652039325
1739209607.6332386;-45.120503652039325
1739209607.6332524;-35.57807855764607
1739209607.6332662;-35.57807855764607
1739209607.6332803;-45.120503652039325
1739209607.633294;-35.57807855764607
1739209607.633308;-38.13080360867914
1739209607.6333218;-35.57807855764607
1739209607.6333356;-45.120503652039325
1739209607.6333494;-45.120503652039325
1739209607.6333632;-38.13080360867914
1739209607.633377;-38.13080360867914
1739209607.633391;-45.120503652039325
1739209607.6334047;-45.120503652039325
1739209607.6334186;-45.120503652039325
1739209607.6334324;-45.120503652039325
1739209607.6334462;-32.816014438256545
1739209607.63346;-27.8777449560314
1739209607.6334739;-35.57807855764607
1739209607.6334877;-38.13080360867914
1739209607.6335015;-38.13080360867914
1739209607.6335154;-33.981070128970906
1739209607.6335292;-45.120503652039325
1739209607.633543;-38.13080360867914
1739209607.6335568;-45.120503652039325
1739209607.6335707;-38.13080360867914
1739209607.6335845;-35.57807855764607
1739209607.6335983;-45.120503652039325
1739209607.6336124;-45.120503652039325
1739209607.6336262;-45.120503652039325
1739209607.63364;-38.13080360867914
1739209607.6336539;-38.13080360867914
1739209607.6336677;-38.13080360867914
1739209607.6336815;-45.120503652039325
1739209607.6336954;-38.13080360867914
1739209607.6337092;-35.57807855764607
1739209607.633723;-45.120503652039325
1739209607.6337368;-45.120503652039325
1739209607.6337507;-38.13080360867914
1739209607.6337645;-45.120503652039325
1739209607.6337783;-45.120503652039325
1739209607.6337922;-38.13080360867914
1739209607.633806;-35.57807855764607
1739209607.6338198;-35.57807855764607
1739209607.6338336;-45.120503652039325
1739209607.6338475;-38.13080360867914
1739209607.6338613;-38.13080360867914
1739209607.6338751;-38.13080360867914
1739209607.633889;-45.120503652039325
1739209607.6339028;-45.120503652039325
1739209607.6339166;-38.13080360867914
1739209607.6339304;-45.120503652039325
1739209607.6339445;-45.120503652039325
1739209607.6339583;-45.120503652039325
1739209607.6339722;-38.13080360867914
1739209607.633986;-45.120503652039325
1739209607.6339998;-35.57807855764607
1739209607.6340137;-32.816014438256545
1739209607.6340275;-38.13080360867914
1739209607.6340413;-35.57807855764607
1739209607.6340551;-45.120503652039325
1739209607.634069;-38.13080360867914
1739209607.6340828;-33.981070128970906
1739209607.6340966;-38.13080360867914
1739209607.6341105;-45.120503652039325
1739209607.6341243;-38.13080360867914
1739209607.634138;-38.13080360867914
1739209607.634152;-45.120503652039325
1739209607.6341658;-45.120503652039325
1739209607.6341796;-45.120503652039325
1739209607.6341934;-38.13080360867914
1739209607.6342072;-38.13080360867914
1739209607.634221;-45.120503652039325
1739209607.634235;-38.13080360867914
1739209607.6342487;-38.13080360867914
1739209607.6342626;-35.57807855764607
1739209607.6342766;-45.120503652039325
1739209607.6342905;-45.120503652039325
1739209607.6343043;-38.13080360867914
1739209607.634318;-35.57807855764607
1739209607.634332;-45.120503652039325
1739209607.6343458;-38.13080360867914
1739209607.6343596;-38.13080360867914
1739209607.6343734;-38.13080360867914
1739209607.6343873;-45.120503652039325
1739209607.634401;-45.120503652039325
1739209607.634415;-38.13080360867914
1739209607.6344287;-38.13080360867914
1739209607.6344426;-38.13080360867914
1739209607.6344564;-45.120503652039325
1739209607.6344702;-38.13080360867914
1739209607.634484;-38.13080360867914
1739209607.634498;-38.13080360867914
1739209607.6345117;-38.13080360867914
1739209607.6345255;-38.13080360867914
1739209607.6345394;-38.13080360867914
1739209607.6345532;-45.120503652039325
1739209607.634567;-38.13080360867914
1739209607.6345809;-38.13080360867914
1739209607.634595;-45.120503652039325
1739209607.6346087;-45.120503652039325
1739209607.6346226;-38.13080360867914
1739209607.6346364;-45.120503652039325
1739209607.6346502;-33.981070128970906
1739209607.634664;-35.57807855764607
1739209607.634678;-35.57807855764607
1739209607.6346917;-32.816014438256545
1739209607.6347055;-45.120503652039325
1739209607.6347194;-45.120503652039325
1739209607.6347332;-33.981070128970906
1739209607.634747;-38.13080360867914
1739209607.6347609;-45.120503652039325
1739209607.6347747;-38.13080360867914
1739209607.6347885;-38.13080360867914
1739209607.6348023;-29.438486411369354
1739209607.6348162;-45.120503652039325
1739209607.63483;-33.981070128970906
1739209607.6348438;-38.13080360867914
1739209607.6348577;-45.120503652039325
1739209607.6348715;-38.13080360867914
1739209607.6348853;-38.13080360867914
1739209607.6348991;-32.816014438256545
1739209607.634913;-31.141103565318915
1739209607.634927;-45.120503652039325
1739209607.6349409;-32.816014438256545
1739209607.6349547;-35.57807855764607
1739209607.6349685;-38.13080360867914
1739209607.6349823;-45.120503652039325
1739209607.6349962;-38.13080360867914
1739209607.63501;-38.13080360867914
1739209607.6350238;-32.81601443825658
1739209607.6350377;-45.120503652039325
1739209607.6350515;-38.13080360867914
1739209607.6350653;-45.120503652039325
1739209607.6350791;-45.120503652039325
1739209607.635093;-45.120503652039325
1739209607.6351068;-38.13080360867914
1739209607.6351206;-35.57807855764607
1739209607.6351345;-45.120503652039325
1739209607.6351483;-45.120503652039325
1739209607.635162;-38.13080360867914
1739209607.635176;-45.120503652039325
1739209607.6351898;-45.120503652039325
1739209607.6352036;-38.13080360867914
1739209607.6352174;-45.120503652039325
1739209607.6352313;-45.120503652039325
1739209607.635245;-28.992665084841942
1739209607.6352592;-38.13080360867914
1739209607.635273;-45.120503652039325
1739209607.6352868;-45.120503652039325
1739209607.6353006;-33.981070128970906
1739209607.6353145;-45.120503652039325
1739209607.6353283;-45.120503652039325
1739209607.6353421;-45.120503652039325
1739209607.635356;-38.13080360867914
1739209607.6353698;-45.120503652039325
1739209607.6353836;-38.13080360867914
1739209607.6353974;-45.120503652039325
1739209607.6354113;-38.13080360867914
1739209607.635425;-35.57807855764607
1739209607.635439;-45.120503652039325
1739209607.6354527;-45.120503652039325
1739209607.6354666;-29.438486411369333
1739209607.6354804;-32.816014438256545
1739209607.6354942;-45.120503652039325
1739209607.635508;-45.120503652039325
1739209607.635522;-38.13080360867914
1739209607.6355357;-45.120503652039325
1739209607.6355495;-45.120503652039325
1739209607.6355634;-45.120503652039325
1739209607.6355772;-45.120503652039325
1739209607.6355913;-38.13080360867914
1739209607.635605;-38.13080360867914
1739209607.635619;-45.120503652039325
1739209607.6356328;-32.816014438256545
1739209607.6356466;-35.57807855764607
1739209607.6356604;-45.120503652039325
1739209607.6356742;-38.13080360867914
1739209607.635688;-45.120503652039325
1739209607.635702;-45.120503652039325
1739209607.6357157;-45.120503652039325
1739209607.6357296;-45.120503652039325
1739209607.6357434;-45.120503652039325
1739209607.6357572;-33.981070128970906
1739209607.635771;-45.120503652039325
1739209607.6357849;-45.120503652039325
1739209607.6357987;-35.57807855764607
1739209607.6358125;-35.57807855764607
1739209607.6358263;-38.13080360867914
1739209607.6358402;-45.120503652039325
1739209607.635854;-35.57807855764607
1739209607.6358678;-38.13080360867914
1739209607.6358817;-45.120503652039325
1739209607.6358955;-38.13080360867914
1739209607.6359093;-45.120503652039325
1739209607.6359234;-45.120503652039325
1739209607.6359372;-38.13080360867914
1739209607.635951;-38.13080360867914
1739209607.6359649;-38.13080360867914
1739209607.6359787;-33.981070128970906
1739209607.6359925;-45.120503652039325
1739209607.6360064;-45.120503652039325
1739209607.6360202;-38.13080360867914
1739209607.636034;-35.57807855764607
1739209607.6360478;-45.120503652039325
1739209607.6360617;-45.120503652039325
1739209607.6360755;-38.13080360867914
1739209607.6360893;-38.13080360867914
1739209607.6361032;-45.120503652039325
1739209607.636117;-45.120503652039325
1739209607.6361308;-35.57807855764607
1739209607.6361446;-35.57807855764607
1739209607.6361585;-45.120503652039325
1739209607.6361723;-45.120503652039325
1739209607.6361861;-35.57807855764607
1739209607.6362;-35.57807855764607
1739209607.6362138;-45.120503652039325
1739209607.6362276;-45.120503652039325
1739209607.6362414;-38.13080360867914
1739209607.6362555;-33.981070128970906
1739209607.6362693;-38.13080360867914
1739209607.6362832;-45.120503652039325
1739209607.636297;-45.120503652039325
1739209607.6363108;-38.13080360867914
1739209607.6363246;-38.13080360867914
1739209607.6363385;-45.120503652039325
1739209607.6363523;-38.13080360867914
1739209607.6363661;-38.13080360867914
1739209607.63638;-38.13080360867914
1739209607.6363938;-45.120503652039325
1739209607.6364076;-45.120503652039325
1739209607.6364214;-38.13080360867914
1739209607.6364353;-45.120503652039325
1739209607.636449;-45.120503652039325
1739209607.636463;-45.120503652039325
1739209607.6364768;-38.13080360867914
1739209607.6364906;-45.120503652039325
1739209607.6365044;-45.120503652039325
1739209607.6365182;-38.13080360867914
1739209607.636532;-33.981070128970906
1739209607.636546;-38.13080360867914
1739209607.6365597;-45.120503652039325
1739209607.6365738;-45.120503652039325
1739209607.6365876;-33.981070128970906
1739209607.6366014;-38.13080360867914
1739209607.6366153;-45.120503652039325
1739209607.636629;-45.120503652039325
1739209607.636643;-45.120503652039325
1739209607.6366568;-38.13080360867914
1739209607.6366706;-38.13080360867914
1739209607.6366844;-38.13080360867914
1739209607.6366982;-33.981070128970906
1739209607.636712;-38.13080360867914
1739209607.636726;-45.120503652039325
1739209607.6367397;-45.120503652039325
1739209607.6367536;-33.981070128970906
1739209607.6367674;-45.120503652039325
1739209607.6367812;-45.120503652039325
1739209607.636795;-38.13080360867914
1739209607.6368089;-31.141103565318915
1739209607.6368227;-33.981070128970906
1739209607.6368365;-38.13080360867914
1739209607.6368504;-45.120503652039325
1739209607.6368642;-45.120503652039325
1739209607.636878;-45.120503652039325
1739209607.6368918;-45.120503652039325
1739209607.636906;-38.13080360867914
1739209607.6369197;-32.816014438256545
1739209607.6369336;-28.992665084841942
1739209607.6369474;-45.120503652039325
1739209607.6369612;-35.57807855764607
1739209607.636975;-35.57807855764607
1739209607.6369889;-45.120503652039325
1739209607.6370027;-45.120503652039325
1739209607.6370165;-38.13080360867914
1739209607.6370304;-33.981070128970906
1739209607.6370442;-38.13080360867914
1739209607.637058;-38.13080360867914
1739209607.6370718;-38.13080360867914
1739209607.6370857;-33.981070128970906
1739209607.6370995;-38.13080360867914
1739209607.6371133;-45.120503652039325
1739209607.6371272;-45.120503652039325
1739209607.637141;-38.13080360867914
1739209607.6371548;-38.13080360867914
1739209607.6371686;-45.120503652039325
1739209607.6371825;-45.120503652039325
1739209607.6371963;-38.13080360867914
1739209607.6372101;-38.13080360867914
1739209607.637224;-45.120503652039325
1739209607.637238;-35.57807855764607
1739209607.6372519;-35.57807855764607
1739209607.6372657;-31.141103565318915
1739209607.6372795;-45.120503652039325
1739209607.6372933;-45.120503652039325
1739209607.6373072;-45.120503652039325
1739209607.637321;-45.120503652039325
1739209607.6373348;-45.120503652039325
1739209607.6373487;-45.120503652039325
1739209607.6373625;-38.13080360867914
1739209607.6373763;-32.81601443825658
1739209607.6373901;-38.13080360867914
1739209607.637404;-35.57807855764607
1739209607.6374178;-45.120503652039325
1739209607.6374316;-38.13080360867914
1739209607.6374454;-38.13080360867914
1739209607.6374593;-45.120503652039325
1739209607.637473;-38.13080360867914
1739209607.637487;-31.141103565318915
1739209607.6375008;-45.120503652039325
1739209607.6375146;-35.57807855764607
1739209607.6375284;-35.57807855764607
1739209607.6375422;-38.13080360867914
1739209607.637556;-33.981070128970906
1739209607.6375701;-45.120503652039325
1739209607.637584;-38.13080360867914
1739209607.6375978;-38.13080360867914
1739209607.6376116;-45.120503652039325
1739209607.6376255;-45.120503652039325
1739209607.6376393;-45.120503652039325
1739209607.637653;-38.13080360867914
1739209607.637667;-45.120503652039325
1739209607.6376808;-38.13080360867914
1739209607.6376946;-35.57807855764607
1739209607.6377084;-45.120503652039325
1739209607.6377223;-38.13080360867914
1739209607.637736;-45.120503652039325
1739209607.63775;-38.13080360867914
1739209607.6377637;-38.13080360867914
1739209607.6377776;-35.57807855764607
1739209607.6377914;-45.120503652039325
1739209607.6378052;-45.120503652039325
1739209607.637819;-31.141103565318915
1739209607.6378329;-45.120503652039325
1739209607.6378467;-45.120503652039325
1739209607.6378605;-45.120503652039325
1739209607.6378744;-38.13080360867914
1739209607.6378882;-45.120503652039325
1739209607.6379023;-45.120503652039325
1739209607.637916;-45.120503652039325
1739209607.63793;-45.120503652039325
1739209607.6379437;-38.13080360867914
1739209607.6379576;-38.13080360867914
1739209607.6379714;-38.13080360867914
1739209607.6379852;-35.57807855764607
1739209607.637999;-32.816014438256545
1739209607.638013;-45.120503652039325
1739209607.6380267;-45.120503652039325
1739209607.6380405;-35.57807855764607
1739209607.6380544;-38.13080360867914
1739209607.6380682;-45.120503652039325
1739209607.638082;-45.120503652039325
1739209607.6380959;-38.13080360867914
1739209607.6381097;-45.120503652039325
1739209607.6381235;-38.13080360867914
1739209607.6381373;-45.120503652039325
1739209607.6381512;-45.120503652039325
1739209607.638165;-45.120503652039325
1739209607.6381788;-45.120503652039325
1739209607.6381927;-38.13080360867914
1739209607.6382065;-45.120503652039325
1739209607.6382205;-38.13080360867914
1739209607.6382344;-38.13080360867914
1739209607.6382482;-38.13080360867914
1739209607.638262;-33.981070128970906
1739209607.6382759;-31.141103565318915
1739209607.6382897;-38.13080360867914
1739209607.6383035;-38.13080360867914
1739209607.6383173;-45.120503652039325
1739209607.6383312;-45.120503652039325
1739209607.638345;-38.13080360867914
1739209607.6383588;-45.120503652039325
1739209607.6383727;-45.120503652039325
1739209607.6383865;-45.120503652039325
1739209607.6384003;-45.120503652039325
1739209607.6384141;-45.120503652039325
1739209607.638428;-35.57807855764607
1739209607.6384418;-38.13080360867914
1739209607.6384556;-45.120503652039325
1739209607.6384695;-45.120503652039325
1739209607.6384833;-45.120503652039325
1739209607.638497;-31.141103565318915
1739209607.638511;-38.13080360867914
1739209607.6385248;-38.13080360867914
1739209607.6385386;-38.13080360867914
1739209607.6385527;-33.981070128970906
1739209607.6385665;-45.120503652039325
1739209607.6385803;-45.120503652039325
1739209607.6385942;-45.120503652039325
1739209607.638608;-45.120503652039325
1739209607.6386218;-38.13080360867914
1739209607.6386356;-38.13080360867914
1739209607.6386495;-45.120503652039325
1739209607.6386633;-38.13080360867914
1739209607.6386771;-45.120503652039325
1739209607.638691;-45.120503652039325
1739209607.6387048;-45.120503652039325
1739209607.6387186;-38.13080360867914
1739209607.6387324;-38.13080360867914
1739209607.6387463;-38.13080360867914
1739209607.63876;-35.57807855764607
1739209607.638774;-32.816014438256545
1739209607.6387877;-45.120503652039325
1739209607.6388016;-45.120503652039325
1739209607.6388154;-38.13080360867914
1739209607.6388292;-33.981070128970906
1739209607.638843;-38.13080360867914
1739209607.638857;-45.120503652039325
1739209607.6388707;-35.57807855764607
1739209607.6388848;-38.13080360867914
1739209607.6388986;-45.120503652039325
1739209607.6389124;-45.120503652039325
1739209607.6389263;-38.13080360867914
1739209607.63894;-38.13080360867914
1739209607.638954;-45.120503652039325
1739209607.6389678;-45.120503652039325
1739209607.6389816;-35.57807855764607
1739209607.6389954;-32.816014438256545
1739209607.6390092;-38.13080360867914
1739209607.639023;-45.120503652039325
1739209607.639037;-32.816014438256545
1739209607.6390507;-25.826314394896357
1739209607.6390646;-38.13080360867914
1739209607.6390784;-38.13080360867914
1739209607.6390922;-38.13080360867914
1739209607.639106;-38.13080360867914
1739209607.6391199;-45.120503652039325
1739209607.6391337;-45.120503652039325
1739209607.6391475;-45.120503652039325
1739209607.6391613;-35.57807855764607
1739209607.6391752;-38.13080360867914
1739209607.639189;-45.120503652039325
1739209607.6392028;-38.13080360867914
1739209607.639217;-38.13080360867914
1739209607.6392307;-45.120503652039325
1739209607.6392446;-45.120503652039325
1739209607.6392584;-45.120503652039325
1739209607.6392722;-38.13080360867914
1739209607.639286;-45.120503652039325
1739209607.6392999;-45.120503652039325
1739209607.6393137;-38.13080360867914
1739209607.6393275;-38.13080360867914
1739209607.6393414;-45.120503652039325
1739209607.6393552;-38.13080360867914
1739209607.639369;-45.120503652039325
1739209607.6393828;-27.267205301931607
1739209607.6393967;-28.992665084841942
1739209607.6394105;-38.13080360867914
1739209607.6394243;-38.13080360867914
1739209607.6394382;-38.13080360867914
1739209607.639452;-38.13080360867914
1739209607.6394658;-45.120503652039325
1739209607.6394796;-35.57807855764607
1739209607.6394935;-33.981070128970906
1739209607.6395073;-33.981070128970906
1739209607.6395211;-45.120503652039325
1739209607.639535;-33.981070128970906
1739209607.639549;-35.57807855764607
1739209607.6395628;-45.120503652039325
1739209607.6395767;-38.13080360867914
1739209607.6395905;-38.13080360867914
1739209607.6396043;-38.13080360867914
1739209607.6396182;-38.13080360867914
1739209607.639632;-38.13080360867914
1739209607.6396458;-45.120503652039325
1739209607.6396596;-45.120503652039325
1739209607.6396735;-35.57807855764607
1739209607.6396873;-45.120503652039325
1739209607.6397011;-45.120503652039325
1739209607.639715;-45.120503652039325
1739209607.6397288;-45.120503652039325
1739209607.6397426;-38.13080360867914
1739209607.6397564;-38.13080360867914
1739209607.6397703;-38.13080360867914
1739209607.639784;-35.57807855764607
1739209607.639798;-45.120503652039325
1739209607.6398118;-45.120503652039325
1739209607.6398256;-35.57807855764607
1739209607.6398394;-45.120503652039325
1739209607.6398532;-45.120503652039325
1739209607.6398673;-38.13080360867914
1739209607.6398811;-45.120503652039325
1739209607.639895;-45.120503652039325
1739209607.6399088;-38.13080360867914
1739209607.6399226;-45.120503652039325
1739209607.6399364;-38.13080360867914
1739209607.6399503;-45.120503652039325
1739209607.639964;-45.120503652039325
1739209607.639978;-45.120503652039325
1739209607.6399918;-45.120503652039325
1739209607.6400056;-45.120503652039325
