CAN Message; 0x39:06e1bd6a8238b7a2
1739209631.1676438;-45.120503652039325
1739209631.1676528;-38.13080360867914
1739209631.167662;-38.13080360867914
1739209631.1676707;-38.13080360867914
1739209631.1676798;-45.120503652039325
1739209631.1676888;-33.981070128970906
1739209631.167698;-28.992665084841942
1739209631.167707;-45.120503652039325
1739209631.1677158;-45.120503652039325
1739209631.1677248;-45.120503652039325
1739209631.167734;-35.57807855764607
1739209631.167743;-38.13080360867914
1739209631.1677518;-45.120503652039325
1739209631.1677608;-45.120503652039325
1739209631.16777;-38.13080360867914
1739209631.167779;-27.267205301931607
1739209631.167788;-38.13080360867914
1739209631.1677969;-38.13080360867914
1739209631.167806;-38.13080360867914
1739209631.167815;-31.141103565318915
1739209631.167824;-45.120503652039325
1739209631.167833;-45.120503652039325
1739209631.167842;-38.13080360867914
1739209631.167851;-33.981070128970906
1739209631.16786;-45.120503652039325
1739209631.167869;-45.120503652039325
1739209631.167878;-38.13080360867914
1739209631.167887;-45.120503652039325
1739209631.167896;-45.120503652039325
1739209631.167905;-45.120503652039325
1739209631.1679142;-45.120503652039325
1739209631.167923;-31.141103565318915
1739209631.167932;-45.120503652039325
1739209631.167941;-45.120503652039325
1739209631.1679502;-38.13080360867914
1739209631.167959;-35.57807855764607
1739209631.167968;-45.120503652039325
1739209631.167977;-45.120503652039325
1739209631.1679862;-38.13080360867914
1739209631.1679952;-38.13080360867914
1739209631.168004;-38.13080360867914
1739209631.168013;-38.13080360867914
1739209631.1680222;-35.57807855764607
1739209631.1680312;-33.981070128970906
1739209631.16804;-45.120503652039325
1739209631.168049;-45.120503652039325
1739209631.1680582;-38.13080360867914
1739209631.1680672;-38.13080360867914
1739209631.1680763;-45.120503652039325
1739209631.168085;-45.120503652039325
1739209631.1680942;-45.120503652039325
1739209631.1681032;-38.13080360867914
1739209631.1681123;-45.120503652039325
1739209631.168121;-35.57807855764607
1739209631.1681302;-38.13080360867914
1739209631.1681392;-38.13080360867914
1739209631.1681483;-38.13080360867914
1739209631.1681573;-35.57807855764607
1739209631.1681662;-45.120503652039325
1739209631.1681752;-38.13080360867914
1739209631.1681843;-32.816014438256545
1739209631.1681933;-45.120503652039325
1739209631.1682022;-45.120503652039325
1739209631.1682112;-38.13080360867914
1739209631.1682203;-38.13080360867914
1739209631.1682293;-38.13080360867914
1739209631.1682384;-45.120503652039325
1739209631.1682472;-45.120503652039325
1739209631.1682563;-38.13080360867914
1739209631.1682653;-38.13080360867914
1739209631.1682744;-45.120503652039325
1739209631.1682832;-35.57807855764607
1739209631.1682923;-35.57807855764607
1739209631.1683013;-38.13080360867914
1739209631.1683104;-45.120503652039325
1739209631.1683195;-38.13080360867914
1739209631.1683283;-33.981070128970906
1739209631.1683373;-45.120503652039325
1739209631.1683464;-38.13080360867914
1739209631.1683555;-38.13080360867914
1739209631.1683643;-32.816014438256545
1739209631.1683733;-38.13080360867914
1739209631.1683824;-45.120503652039325
1739209631.1683915;-45.120503652039325
1739209631.1684005;-38.13080360867914
1739209631.1684093;-33.981070128970906
1739209631.1684184;-45.120503652039325
1739209631.1684275;-45.120503652039325
1739209631.1684365;-45.120503652039325
1739209631.1684453;-33.981070128970906
1739209631.1684544;-45.120503652039325
1739209631.1684635;-38.13080360867914
1739209631.1684725;-38.13080360867914
1739209631.1684816;-38.13080360867914
1739209631.1684904;-38.13080360867914
1739209631.1684995;-38.13080360867914
1739209631.1685085;-31.141103565318893
1739209631.1685176;-35.57807855764607
1739209631.1685264;-45.120503652039325
1739209631.1685355;-45.120503652039325
1739209631.1685445;-32.816014438256545
1739209631.1685536;-35.57807855764607
1739209631.1685627;-45.120503652039325
1739209631.1685715;-33.981070128970906
1739209631.1685805;-45.120503652039325
1739209631.1685896;-33.981070128970906
1739209631.1685987;-45.120503652039325
1739209631.1686075;-38.13080360867914
1739209631.1686165;-38.13080360867914
1739209631.1686256;-45.120503652039325
1739209631.1686347;-38.13080360867914
1739209631.1686437;-33.981070128970906
1739209631.1686525;-31.141103565318893
1739209631.1686616;-32.816014438256545
1739209631.1686707;-38.13080360867914
1739209631.1686797;-35.57807855764607
1739209631.1686885;-35.57807855764607
1739209631.1686976;-38.13080360867914
1739209631.1687067;-38.13080360867914
1739209631.1687157;-38.13080360867914
1739209631.1687248;-38.13080360867914
1739209631.1687336;-38.13080360867914
1739209631.1687427;-38.13080360867914
1739209631.1687517;-45.120503652039325
1739209631.1687608;-45.120503652039325
1739209631.1687696;-38.13080360867914
1739209631.1687787;-45.120503652039325
1739209631.1687877;-38.13080360867914
1739209631.1687968;-45.120503652039325
1739209631.1688058;-45.120503652039325
1739209631.1688147;-45.120503652039325
1739209631.1688237;-45.120503652039325
1739209631.1688328;-33.981070128970906
1739209631.1688418;-45.120503652039325
1739209631.1688507;-38.13080360867914
1739209631.1688597;-45.120503652039325
1739209631.1688688;-27.8777449560314
1739209631.1688778;-32.816014438256545
1739209631.168887;-45.120503652039325
1739209631.1688957;-45.120503652039325
1739209631.1689048;-38.13080360867914
1739209631.1689138;-35.57807855764607
1739209631.168923;-38.13080360867914
1739209631.1689317;-35.57807855764607
1739209631.1689408;-45.120503652039325
1739209631.1689498;-45.120503652039325
1739209631.168959;-38.13080360867914
1739209631.168968;-38.13080360867914
1739209631.1689768;-45.120503652039325
1739209631.1689858;-38.13080360867914
1739209631.168995;-35.57807855764607
1739209631.169004;-45.120503652039325
1739209631.1690128;-31.141103565318893
1739209631.1690218;-32.816014438256545
1739209631.169031;-45.120503652039325
1739209631.16904;-45.120503652039325
1739209631.169049;-35.57807855764607
1739209631.1690578;-35.57807855764607
1739209631.169067;-45.120503652039325
1739209631.169076;-33.981070128970906
1739209631.169085;-45.120503652039325
1739209631.1690938;-38.13080360867914
1739209631.169103;-38.13080360867914
1739209631.169112;-45.120503652039325
1739209631.169121;-45.120503652039325
1739209631.16913;-45.120503652039325
1739209631.169139;-38.13080360867914
1739209631.169148;-45.120503652039325
1739209631.169157;-45.120503652039325
1739209631.169166;-45.120503652039325
1739209631.169175;-45.120503652039325
1739209631.169184;-45.120503652039325
1739209631.169193;-38.13080360867914
1739209631.169202;-45.120503652039325
1739209631.1692111;-38.13080360867914
1739209631.16922;-45.120503652039325
1739209631.169229;-31.141103565318915
1739209631.169238;-28.58837851428586
1739209631.1692472;-45.120503652039325
1739209631.169256;-45.120503652039325
1739209631.169265;-35.57807855764607
1739209631.169274;-35.57807855764607
1739209631.1692832;-45.120503652039325
1739209631.1692922;-38.13080360867914
1739209631.169301;-38.13080360867914
1739209631.16931;-38.13080360867914
1739209631.1693192;-45.120503652039325
1739209631.1693282;-45.120503652039325
1739209631.169337;-45.120503652039325
1739209631.169346;-45.120503652039325
1739209631.1693552;-45.120503652039325
1739209631.1693642;-45.120503652039325
1739209631.1693733;-38.13080360867914
1739209631.169382;-38.13080360867914
1739209631.1693912;-45.120503652039325
1739209631.1694002;-38.13080360867914
1739209631.1694093;-38.13080360867914
1739209631.169418;-45.120503652039325
1739209631.1694272;-45.120503652039325
1739209631.1694362;-38.13080360867914
1739209631.1694453;-38.13080360867914
1739209631.1694543;-33.981070128970906
1739209631.1694632;-45.120503652039325
1739209631.1694722;-45.120503652039325
1739209631.1694813;-35.57807855764607
1739209631.1694903;-32.816014438256545
1739209631.1694992;-45.120503652039325
1739209631.1695082;-45.120503652039325
1739209631.1695173;-38.13080360867914
1739209631.1695263;-38.13080360867914
1739209631.1695354;-45.120503652039325
1739209631.1695442;-38.13080360867914
1739209631.1695533;-38.13080360867914
1739209631.1695623;-45.120503652039325
1739209631.1695714;-45.120503652039325
1739209631.1695802;-38.13080360867914
1739209631.1695893;-45.120503652039325
1739209631.1695983;-38.13080360867914
1739209631.1696074;-32.816014438256545
1739209631.1696165;-45.120503652039325
1739209631.1696253;-45.120503652039325
1739209631.1696343;-38.13080360867914
1739209631.1696434;-38.13080360867914
1739209631.1696525;-45.120503652039325
1739209631.1696615;-45.120503652039325
1739209631.1696703;-45.120503652039325
1739209631.1696794;-45.120503652039325
1739209631.1696885;-45.120503652039325
1739209631.1696975;-45.120503652039325
1739209631.1697063;-45.120503652039325
1739209631.1697154;-38.13080360867914
1739209631.1697245;-38.13080360867914
1739209631.1697335;-45.120503652039325
1739209631.1697426;-45.120503652039325
1739209631.1697514;-45.120503652039325
1739209631.1697605;-38.13080360867914
1739209631.1697695;-38.13080360867914
1739209631.1697786;-38.13080360867914
1739209631.1697874;-38.13080360867914
1739209631.1697965;-33.981070128970906
1739209631.1698055;-45.120503652039325
1739209631.1698146;-45.120503652039325
1739209631.1698236;-35.57807855764607
1739209631.1698325;-38.13080360867914
1739209631.1698415;-45.120503652039325
1739209631.1698506;-38.13080360867914
1739209631.1698596;-35.57807855764607
1739209631.1698685;-38.13080360867914
1739209631.1698775;-45.120503652039325
1739209631.1698866;-45.120503652039325
1739209631.1698956;-38.13080360867914
1739209631.1699047;-45.120503652039325
1739209631.1699135;-45.120503652039325
1739209631.1699226;-38.13080360867914
1739209631.1699317;-38.13080360867914
1739209631.1699407;-33.981070128970906
1739209631.1699495;-45.120503652039325
1739209631.1699586;-38.13080360867914
1739209631.1699677;-30.49652367304973
1739209631.1699767;-35.57807855764607
1739209631.1699858;-38.13080360867914
1739209631.1699946;-38.13080360867914
1739209631.1700037;-35.57807855764607
1739209631.1700127;-45.120503652039325
1739209631.1700218;-45.120503652039325
1739209631.1700306;-38.13080360867914
1739209631.1700397;-38.13080360867914
1739209631.1700487;-38.13080360867914
1739209631.1700578;-45.120503652039325
1739209631.1700668;-45.120503652039325
1739209631.1700757;-45.120503652039325
1739209631.1700847;-38.13080360867914
1739209631.1700938;-38.13080360867914
1739209631.1701028;-45.120503652039325
1739209631.1701117;-45.120503652039325
1739209631.1701207;-38.13080360867914
1739209631.1701298;-45.120503652039325
1739209631.1701388;-38.13080360867914
1739209631.170148;-38.13080360867914
1739209631.1701567;-45.120503652039325
1739209631.1701658;-45.120503652039325
1739209631.1701748;-38.13080360867914
1739209631.170184;-29.438486411369333
1739209631.1701927;-38.13080360867914
1739209631.1702018;-45.120503652039325
1739209631.1702108;-45.120503652039325
1739209631.17022;-38.13080360867914
1739209631.170229;-45.120503652039325
1739209631.1702378;-45.120503652039325
1739209631.1702468;-45.120503652039325
1739209631.170256;-38.13080360867914
1739209631.170265;-45.120503652039325
1739209631.1702738;-45.120503652039325
1739209631.1702828;-33.981070128970906
1739209631.170292;-33.981070128970906
1739209631.170301;-45.120503652039325
1739209631.17031;-45.120503652039325
1739209631.1703188;-38.13080360867914
1739209631.170328;-26.991370085610736
1739209631.170337;-35.57807855764607
1739209631.170346;-45.120503652039325
1739209631.1703548;-38.13080360867914
1739209631.170364;-32.816014438256545
1739209631.170373;-33.981070128970906
1739209631.170382;-45.120503652039325
1739209631.170391;-35.57807855764607
1739209631.1704;-38.13080360867914
1739209631.170409;-45.120503652039325
1739209631.170418;-45.120503652039325
1739209631.170427;-45.120503652039325
1739209631.170436;-45.120503652039325
1739209631.170445;-45.120503652039325
1739209631.170454;-45.120503652039325
1739209631.170463;-45.120503652039325
1739209631.1704721;-29.438486411369333
1739209631.170481;-38.13080360867914
1739209631.17049;-45.120503652039325
1739209631.170499;-38.13080360867914
1739209631.1705081;-32.816014438256545
1739209631.170517;-38.13080360867914
1739209631.170526;-45.120503652039325
1739209631.170535;-45.120503652039325
1739209631.1705441;-38.13080360867914
1739209631.1705532;-38.13080360867914
1739209631.170562;-38.13080360867914
1739209631.170571;-38.13080360867914
1739209631.1705801;-45.120503652039325
1739209631.1705892;-38.13080360867914
1739209631.170598;-45.120503652039325
1739209631.170607;-38.13080360867914
1739209631.1706161;-45.120503652039325
1739209631.1706252;-45.120503652039325
1739209631.1706343;-45.120503652039325
1739209631.170643;-45.120503652039325
1739209631.1706522;-45.120503652039325
1739209631.1706612;-38.13080360867914
1739209631.1706703;-38.13080360867914
1739209631.170679;-45.120503652039325
1739209631.1706882;-28.58837851428586
1739209631.1706972;-30.49652367304973
1739209631.1707063;-45.120503652039325
1739209631.1707153;-38.13080360867914
1739209631.1707242;-35.57807855764607
1739209631.1707332;-38.13080360867914
1739209631.1707423;-45.120503652039325
1739209631.1707513;-38.13080360867914
1739209631.1707602;-38.13080360867914
1739209631.1707692;-45.120503652039325
1739209631.1707783;-38.13080360867914
1739209631.1707873;-38.13080360867914
1739209631.1707964;-38.13080360867914
1739209631.1708052;-38.13080360867914
1739209631.1708143;-45.120503652039325
1739209631.1708233;-38.13080360867914
1739209631.1708324;-33.981070128970906
1739209631.1708412;-45.120503652039325
1739209631.1708503;-38.13080360867914
1739209631.1708593;-35.57807855764607
1739209631.1708684;-38.13080360867914
1739209631.1708775;-38.13080360867914
1739209631.1708863;-38.13080360867914
1739209631.1708953;-45.120503652039325
1739209631.1709044;-33.981070128970906
1739209631.1709135;-33.981070128970906
1739209631.1709223;-45.120503652039325
1739209631.1709313;-35.57807855764607
1739209631.1709404;-35.57807855764607
1739209631.1709495;-35.57807855764607
1739209631.1709585;-45.120503652039325
1739209631.1709673;-38.13080360867914
1739209631.1709764;-38.13080360867914
1739209631.1709855;-45.120503652039325
1739209631.1709945;-45.120503652039325
1739209631.1710033;-38.13080360867914
1739209631.1710124;-38.13080360867914
1739209631.1710215;-38.13080360867914
1739209631.1710305;-38.13080360867914
1739209631.1710396;-38.13080360867914
1739209631.1710484;-35.57807855764607
1739209631.1710575;-38.13080360867914
1739209631.1710665;-45.120503652039325
1739209631.1710756;-45.120503652039325
1739209631.1710844;-38.13080360867914
1739209631.1710935;-38.13080360867914
1739209631.1711025;-35.57807855764607
1739209631.1711116;-33.981070128970906
1739209631.1711206;-45.120503652039325
1739209631.1711295;-45.120503652039325
1739209631.1711385;-45.120503652039325
1739209631.1711476;-38.13080360867914
1739209631.1711566;-45.120503652039325
1739209631.1711655;-45.120503652039325
1739209631.1711745;-45.120503652039325
1739209631.1711836;-38.13080360867914
1739209631.1711926;-45.120503652039325
1739209631.1712017;-45.120503652039325
1739209631.1712105;-35.57807855764607
1739209631.1712196;-38.13080360867914
1739209631.1712286;-45.120503652039325
1739209631.1712377;-45.120503652039325
1739209631.1712465;-38.13080360867914
1739209631.1712556;-38.13080360867914
1739209631.1712646;-38.13080360867914
1739209631.1712737;-33.981070128970906
1739209631.1712828;-33.981070128970906
1739209631.1712916;-38.13080360867914
1739209631.1713006;-45.120503652039325
1739209631.1713097;-35.57807855764607
1739209631.1713188;-33.981070128970906
1739209631.1713276;-38.13080360867914
1739209631.1713367;-45.120503652039325
1739209631.1713457;-45.120503652039325
1739209631.1713548;-38.13080360867914
1739209631.1713638;-38.13080360867914
1739209631.1713727;-45.120503652039325
1739209631.1713817;-45.120503652039325
1739209631.1713908;-38.13080360867914
1739209631.1713998;-33.981070128970906
1739209631.1714087;-45.120503652039325
1739209631.1714177;-38.13080360867914
1739209631.1714268;-33.981070128970906
1739209631.1714358;-45.120503652039325
1739209631.171445;-45.120503652039325
1739209631.1714537;-33.981070128970906
1739209631.1714628;-33.981070128970906
1739209631.1714718;-38.13080360867914
1739209631.171481;-38.13080360867914
1739209631.1714897;-45.120503652039325
1739209631.1714988;-45.120503652039325
1739209631.1715078;-45.120503652039325
1739209631.171517;-32.816014438256545
1739209631.171526;-38.13080360867914
1739209631.1715348;-45.120503652039325
1739209631.1715438;-38.13080360867914
1739209631.171553;-38.13080360867914
1739209631.171562;-38.13080360867914
1739209631.171571;-45.120503652039325
1739209631.1715798;-35.57807855764607
1739209631.171589;-45.120503652039325
1739209631.171598;-38.13080360867914
1739209631.171607;-38.13080360867914
1739209631.1716158;-38.13080360867914
1739209631.171625;-45.120503652039325
1739209631.171634;-33.981070128970906
1739209631.171643;-28.58837851428586
1739209631.171652;-38.13080360867914
1739209631.171661;-45.120503652039325
1739209631.17167;-38.13080360867914
1739209631.171679;-33.981070128970906
1739209631.171688;-38.13080360867914
1739209631.171697;-45.120503652039325
1739209631.171706;-45.120503652039325
1739209631.171715;-45.120503652039325
1739209631.171724;-38.13080360867914
1739209631.1717331;-45.120503652039325
1739209631.171742;-45.120503652039325
1739209631.171751;-38.13080360867914
1739209631.17176;-38.13080360867914
1739209631.1717691;-45.120503652039325
1739209631.171778;-38.13080360867914
1739209631.171787;-28.58837851428586
1739209631.171796;-38.13080360867914
1739209631.1718051;-38.13080360867914
1739209631.1718142;-35.57807855764607
1739209631.171823;-31.141103565318893
1739209631.171832;-33.981070128970906
1739209631.1718411;-45.120503652039325
1739209631.1718502;-45.120503652039325
1739209631.171859;-35.57807855764607
1739209631.171868;-38.13080360867914
1739209631.1718771;-45.120503652039325
1739209631.1718862;-38.13080360867914
1739209631.1718953;-38.13080360867914
1739209631.171904;-45.120503652039325
1739209631.1719131;-38.13080360867914
1739209631.1719222;-38.13080360867914
1739209631.1719313;-45.120503652039325
1739209631.17194;-38.13080360867914
1739209631.1719491;-45.120503652039325
1739209631.1719582;-45.120503652039325
1739209631.1719673;-45.120503652039325
1739209631.1719763;-33.981070128970906
1739209631.1719851;-45.120503652039325
1739209631.1719942;-38.13080360867914
1739209631.1720033;-24.746238672633048
1739209631.1720123;-33.981070128970906
1739209631.1720212;-45.120503652039325
1739209631.1720302;-38.13080360867914
1739209631.1720393;-33.981070128970906
1739209631.1720483;-45.120503652039325
1739209631.1720574;-38.13080360867914
1739209631.1720662;-35.57807855764607
1739209631.1720753;-45.120503652039325
1739209631.1720843;-45.120503652039325
1739209631.1720934;-35.57807855764607
1739209631.1721022;-45.120503652039325
1739209631.1721113;-45.120503652039325
1739209631.1721203;-38.13080360867914
1739209631.1721294;-45.120503652039325
1739209631.1721385;-45.120503652039325
1739209631.1721473;-29.438486411369333
1739209631.1721563;-32.816014438256545
1739209631.1721654;-45.120503652039325
1739209631.1721745;-38.13080360867914
1739209631.1721833;-45.120503652039325
1739209631.1721923;-45.120503652039325
1739209631.1722014;-45.120503652039325
1739209631.1722105;-45.120503652039325
1739209631.1722195;-45.120503652039325
1739209631.1722283;-45.120503652039325
1739209631.1722374;-45.120503652039325
1739209631.1722465;-38.13080360867914
1739209631.1722555;-35.57807855764607
1739209631.1722643;-38.13080360867914
1739209631.1722734;-45.120503652039325
1739209631.1722825;-38.13080360867914
1739209631.1722915;-38.13080360867914
1739209631.1723006;-45.120503652039325
1739209631.1723094;-38.13080360867914
1739209631.1723185;-45.120503652039325
1739209631.1723275;-45.120503652039325
1739209631.1723366;-38.13080360867914
1739209631.1723454;-45.120503652039325
1739209631.1723545;-45.120503652039325
1739209631.1723635;-32.816014438256545
1739209631.1723726;-35.57807855764607
1739209631.1723816;-38.13080360867914
1739209631.1723905;-45.120503652039325
1739209631.1723995;-35.57807855764607
1739209631.1724086;-38.13080360867914
1739209631.1724176;-45.120503652039325
1739209631.1724265;-38.13080360867914
1739209631.1724355;-30.49652367304973
1739209631.1724446;-38.13080360867914
1739209631.1724536;-38.13080360867914
1739209631.1724627;-45.120503652039325
1739209631.1724715;-45.120503652039325
1739209631.1724806;-33.981070128970906
1739209631.1724896;-35.57807855764607
1739209631.1724987;-38.13080360867914
1739209631.1725075;-45.120503652039325
1739209631.1725166;-45.120503652039325
1739209631.1725256;-35.57807855764607
1739209631.1725347;-35.57807855764607
1739209631.1725438;-45.120503652039325
1739209631.1725526;-45.120503652039325
1739209631.1725616;-45.120503652039325
1739209631.1725707;-45.120503652039325
1739209631.1725798;-45.120503652039325
1739209631.1725886;-38.13080360867914
1739209631.1725976;-45.120503652039325
1739209631.1726067;-38.13080360867914
1739209631.1726158;-35.57807855764607
1739209631.1726248;-32.816014438256545
1739209631.1726336;-38.13080360867914
1739209631.1726427;-38.13080360867914
1739209631.1726518;-45.120503652039325
1739209631.1726608;-33.981070128970906
1739209631.1726696;-38.13080360867914
1739209631.1726787;-45.120503652039325
1739209631.1726878;-45.120503652039325
1739209631.1726968;-45.120503652039325
1739209631.172706;-45.120503652039325
1739209631.1727147;-38.13080360867914
1739209631.1727238;-35.57807855764607
1739209631.1727328;-33.981070128970906
1739209631.172742;-33.981070128970906
1739209631.1727507;-45.120503652039325
1739209631.1727598;-45.120503652039325
1739209631.1727688;-38.13080360867914
1739209631.172778;-38.13080360867914
1739209631.172787;-45.120503652039325
1739209631.1727958;-45.120503652039325
1739209631.1728048;-38.13080360867914
1739209631.172814;-38.13080360867914
1739209631.172823;-38.13080360867914
1739209631.1728318;-38.13080360867914
1739209631.1728408;-38.13080360867914
1739209631.17285;-38.13080360867914
1739209631.172859;-45.120503652039325
1739209631.172868;-45.120503652039325
1739209631.1728768;-45.120503652039325
1739209631.172886;-38.13080360867914
1739209631.172895;-38.13080360867914
1739209631.172904;-45.120503652039325
1739209631.1729128;-33.981070128970906
1739209631.172922;-32.816014438256545
1739209631.172931;-38.13080360867914
1739209631.17294;-45.120503652039325
1739209631.172949;-33.981070128970906
1739209631.172958;-38.13080360867914
1739209631.172967;-45.120503652039325
1739209631.172976;-45.120503652039325
1739209631.172985;-38.13080360867914
1739209631.172994;-45.120503652039325
1739209631.173003;-45.120503652039325
1739209631.173012;-45.120503652039325
1739209631.173021;-38.13080360867914
1739209631.1730301;-38.13080360867914
1739209631.173039;-38.13080360867914
1739209631.173048;-45.120503652039325
1739209631.173057;-45.120503652039325
1739209631.1730661;-38.13080360867914
1739209631.173075;-38.13080360867914
1739209631.173084;-38.13080360867914
1739209631.173093;-31.141103565318915
1739209631.1731021;-33.981070128970906
1739209631.1731112;-45.120503652039325
1739209631.17312;-32.816014438256545
1739209631.173129;-38.13080360867914
1739209631.1731381;-38.13080360867914
1739209631.1731472;-45.120503652039325
1739209631.173156;-45.120503652039325
1739209631.173165;-33.981070128970906
1739209631.1731741;-32.81601443825658
1739209631.1731832;-45.120503652039325
1739209631.1731923;-45.120503652039325
1739209631.173201;-45.120503652039325
1739209631.1732101;-45.120503652039325
1739209631.1732192;-45.120503652039325
1739209631.1732283;-45.120503652039325
1739209631.173237;-31.141103565318915
1739209631.1732461;-31.141103565318915
1739209631.1732552;-38.13080360867914
1739209631.1732643;-38.13080360867914
1739209631.1732733;-38.13080360867914
1739209631.1732821;-38.13080360867914
1739209631.1732912;-45.120503652039325
1739209631.1733003;-38.13080360867914
1739209631.1733093;-38.13080360867914
1739209631.1733181;-38.13080360867914
1739209631.1733272;-38.13080360867914
1739209631.1733363;-45.120503652039325
1739209631.1733453;-38.13080360867914
1739209631.1733544;-45.120503652039325
1739209631.1733632;-38.13080360867914
1739209631.1733723;-35.57807855764607
1739209631.1733813;-38.13080360867914
1739209631.1733904;-45.120503652039325
1739209631.1733994;-45.120503652039325
1739209631.1734083;-45.120503652039325
1739209631.1734173;-38.13080360867914
1739209631.1734264;-45.120503652039325
1739209631.1734354;-38.13080360867914
1739209631.1734443;-45.120503652039325
1739209631.1734533;-38.13080360867914
1739209631.1734624;-30.49652367304973
1739209631.1734715;-38.13080360867914
1739209631.1734805;-45.120503652039325
1739209631.1734893;-38.13080360867914
1739209631.1734984;-38.13080360867914
1739209631.1735075;-45.120503652039325
1739209631.1735165;-38.13080360867914
1739209631.1735253;-45.120503652039325
1739209631.1735344;-31.141103565318943
1739209631.1735435;-45.120503652039325
1739209631.1735525;-38.13080360867914
1739209631.1735616;-38.13080360867914
1739209631.1735704;-45.120503652039325
1739209631.1735795;-45.120503652039325
1739209631.1735885;-45.120503652039325
1739209631.1735976;-38.13080360867914
1739209631.1736064;-29.438486411369333
1739209631.1736155;-45.120503652039325
1739209631.1736245;-45.120503652039325
1739209631.1736336;-38.13080360867914
1739209631.1736426;-38.13080360867914
1739209631.1736515;-45.120503652039325
1739209631.1736605;-45.120503652039325
1739209631.1736696;-45.120503652039325
1739209631.1736786;-45.120503652039325
1739209631.1736875;-45.120503652039325
1739209631.1736965;-45.120503652039325
1739209631.1737056;-38.13080360867914
1739209631.1737146;-38.13080360867914
1739209631.1737237;-38.13080360867914
1739209631.1737325;-45.120503652039325
1739209631.1737416;-45.120503652039325
1739209631.1737506;-35.57807855764607
1739209631.1737597;-38.13080360867914
1739209631.1737685;-45.120503652039325
1739209631.1737776;-45.120503652039325
1739209631.1737866;-45.120503652039325
1739209631.1737957;-38.13080360867914
1739209631.1738048;-38.13080360867914
1739209631.1738136;-38.13080360867914
1739209631.1738226;-35.57807855764607
1739209631.1738317;-38.13080360867914
1739209631.1738408;-45.120503652039325
1739209631.1738496;-35.57807855764607
1739209631.1738586;-32.816014438256545
1739209631.1738677;-45.120503652039325
1739209631.1738768;-45.120503652039325
1739209631.1738858;-38.13080360867914
1739209631.1738946;-45.120503652039325
1739209631.1739037;-38.13080360867914
1739209631.1739128;-38.13080360867914
1739209631.1739218;-45.120503652039325
1739209631.1739306;-45.120503652039325
1739209631.1739397;-38.13080360867914
