CAN Message; 0x150:06006820d4f46700
1739209710.5791106;-38.13080360867914
1739209710.579113;-45.120503652039325
1739209710.5791154;-45.120503652039325
1739209710.5791175;-38.13080360867914
1739209710.57912;-35.57807855764607
1739209710.5791223;-45.120503652039325
1739209710.5791247;-38.13080360867914
1739209710.5791268;-35.57807855764607
1739209710.5791292;-35.57807855764607
1739209710.5791316;-38.13080360867914
1739209710.579134;-38.13080360867914
1739209710.5791361;-45.120503652039325
1739209710.5791385;-45.120503652039325
1739209710.579141;-45.120503652039325
1739209710.5791433;-45.120503652039325
1739209710.5791454;-38.13080360867914
1739209710.5791478;-38.13080360867914
1739209710.5791502;-38.13080360867914
1739209710.5791526;-45.120503652039325
1739209710.5791547;-28.58837851428586
1739209710.579157;-32.816014438256545
1739209710.5791595;-38.13080360867914
1739209710.579162;-38.13080360867914
1739209710.579164;-35.57807855764607
1739209710.5791664;-38.13080360867914
1739209710.5791688;-38.13080360867914
1739209710.5791712;-33.981070128970906
1739209710.5791733;-38.13080360867914
1739209710.5791757;-45.120503652039325
1739209710.579178;-38.13080360867914
1739209710.5791805;-45.120503652039325
1739209710.5791826;-45.120503652039325
1739209710.579185;-38.13080360867914
1739209710.5791874;-38.13080360867914
1739209710.5791898;-45.120503652039325
1739209710.579192;-32.816014438256545
1739209710.5791943;-31.141103565318893
1739209710.5791967;-45.120503652039325
1739209710.579199;-45.120503652039325
1739209710.5792012;-45.120503652039325
1739209710.5792036;-45.120503652039325
1739209710.579206;-45.120503652039325
1739209710.5792084;-38.13080360867914
1739209710.5792105;-45.120503652039325
1739209710.579213;-45.120503652039325
1739209710.5792153;-38.13080360867914
1739209710.5792177;-45.120503652039325
1739209710.5792198;-45.120503652039325
1739209710.5792222;-38.13080360867914
1739209710.5792246;-45.120503652039325
1739209710.579227;-45.120503652039325
1739209710.579229;-45.120503652039325
1739209710.5792315;-45.120503652039325
1739209710.579234;-45.120503652039325
1739209710.5792363;-38.13080360867914
1739209710.5792384;-45.120503652039325
1739209710.5792408;-45.120503652039325
1739209710.5792432;-38.13080360867914
1739209710.5792456;-45.120503652039325
1739209710.5792477;-35.57807855764607
1739209710.57925;-31.141103565318893
1739209710.5792525;-45.120503652039325
1739209710.5792549;-38.13080360867914
1739209710.579257;-35.57807855764607
1739209710.5792594;-38.13080360867914
1739209710.5792618;-45.120503652039325
1739209710.5792642;-38.13080360867914
1739209710.5792663;-45.120503652039325
1739209710.5792687;-45.120503652039325
1739209710.579271;-38.13080360867914
1739209710.5792732;-38.13080360867914
1739209710.5792756;-45.120503652039325
1739209710.579278;-38.13080360867914
1739209710.5792804;-38.13080360867914
1739209710.5792825;-45.120503652039325
1739209710.579285;-38.13080360867914
1739209710.5792873;-38.13080360867914
1739209710.5792897;-45.120503652039325
1739209710.5792918;-45.120503652039325
1739209710.5792942;-45.120503652039325
1739209710.5792966;-45.120503652039325
1739209710.579299;-45.120503652039325
1739209710.579301;-45.120503652039325
1739209710.5793035;-45.120503652039325
1739209710.579306;-45.120503652039325
1739209710.5793083;-45.120503652039325
1739209710.5793104;-38.13080360867914
1739209710.5793128;-35.57807855764607
1739209710.5793152;-30.49652367304973
1739209710.5793176;-45.120503652039325
1739209710.5793197;-38.13080360867914
1739209710.579322;-38.13080360867914
1739209710.5793245;-38.13080360867914
1739209710.5793269;-38.13080360867914
1739209710.579329;-45.120503652039325
1739209710.5793314;-38.13080360867914
1739209710.5793338;-45.120503652039325
1739209710.5793362;-38.13080360867914
1739209710.5793383;-45.120503652039325
1739209710.5793407;-45.120503652039325
1739209710.579343;-38.13080360867914
1739209710.5793455;-38.13080360867914
1739209710.5793476;-45.120503652039325
1739209710.57935;-45.120503652039325
1739209710.5793524;-32.816014438256545
1739209710.5793548;-45.120503652039325
1739209710.579357;-45.120503652039325
1739209710.5793593;-38.13080360867914
1739209710.5793617;-38.13080360867914
1739209710.579364;-38.13080360867914
1739209710.5793662;-45.120503652039325
1739209710.5793686;-38.13080360867914
1739209710.579371;-45.120503652039325
1739209710.5793734;-38.13080360867914
1739209710.5793755;-38.13080360867914
1739209710.579378;-38.13080360867914
1739209710.5793803;-33.981070128970906
1739209710.5793827;-33.981070128970906
1739209710.5793848;-38.13080360867914
1739209710.5793872;-45.120503652039325
1739209710.5793896;-35.57807855764607
1739209710.579392;-38.13080360867914
1739209710.579394;-38.13080360867914
1739209710.5793965;-33.981070128970906
1739209710.5793989;-45.120503652039325
1739209710.5794013;-38.13080360867914
1739209710.5794034;-45.120503652039325
1739209710.5794058;-45.120503652039325
1739209710.5794082;-45.120503652039325
1739209710.5794106;-38.13080360867914
1739209710.5794127;-35.57807855764607
1739209710.579415;-45.120503652039325
1739209710.5794175;-45.120503652039325
1739209710.5794199;-35.57807855764607
1739209710.579422;-35.57807855764607
1739209710.5794244;-45.120503652039325
1739209710.5794268;-38.13080360867914
1739209710.5794291;-38.13080360867914
1739209710.5794313;-45.120503652039325
1739209710.5794337;-45.120503652039325
1739209710.579436;-38.13080360867914
1739209710.5794384;-31.141103565318915
1739209710.5794406;-32.816014438256545
1739209710.579443;-45.120503652039325
1739209710.5794454;-45.120503652039325
1739209710.5794477;-38.13080360867914
1739209710.57945;-45.120503652039325
1739209710.5794523;-45.120503652039325
1739209710.5794547;-38.13080360867914
1739209710.579457;-31.14110356531892
1739209710.5794592;-45.120503652039325
1739209710.5794616;-45.120503652039325
1739209710.579464;-45.120503652039325
1739209710.5794663;-38.13080360867914
1739209710.5794685;-45.120503652039325
1739209710.5794709;-45.120503652039325
1739209710.5794733;-38.13080360867914
1739209710.5794754;-31.141103565318915
1739209710.5794778;-35.57807855764607
1739209710.5794802;-38.13080360867914
1739209710.5794826;-35.57807855764607
1739209710.5794847;-35.57807855764607
1739209710.579487;-45.120503652039325
1739209710.5794895;-35.57807855764607
1739209710.5794919;-45.120503652039325
1739209710.579494;-45.120503652039325
1739209710.5794964;-45.120503652039325
1739209710.5794988;-45.120503652039325
1739209710.5795012;-38.13080360867914
1739209710.5795033;-38.13080360867914
1739209710.5795057;-45.120503652039325
1739209710.579508;-45.120503652039325
1739209710.5795105;-45.120503652039325
1739209710.5795126;-38.13080360867914
1739209710.579515;-38.13080360867914
1739209710.5795174;-38.13080360867914
1739209710.5795197;-45.120503652039325
1739209710.579522;-45.120503652039325
1739209710.5795243;-38.13080360867914
1739209710.5795267;-45.120503652039325
1739209710.579529;-45.120503652039325
1739209710.5795312;-25.62660358559016
1739209710.5795336;-31.141103565318893
1739209710.579536;-45.120503652039325
1739209710.5795383;-45.120503652039325
1739209710.5795405;-33.981070128970906
1739209710.5795429;-45.120503652039325
1739209710.5795453;-45.120503652039325
1739209710.5795476;-45.120503652039325
1739209710.5795498;-45.120503652039325
1739209710.5795522;-38.13080360867914
1739209710.5795546;-32.816014438256545
1739209710.579557;-38.13080360867914
1739209710.579559;-35.57807855764607
1739209710.5795615;-32.816014438256545
1739209710.5795639;-45.120503652039325
1739209710.5795662;-35.57807855764607
1739209710.5795684;-38.13080360867914
1739209710.5795708;-45.120503652039325
1739209710.5795732;-38.13080360867914
1739209710.5795755;-32.816014438256545
1739209710.5795777;-38.13080360867914
1739209710.57958;-45.120503652039325
1739209710.5795825;-33.981070128970906
1739209710.5795848;-38.13080360867914
1739209710.579587;-38.13080360867914
1739209710.5795894;-38.13080360867914
1739209710.5795918;-38.13080360867914
1739209710.5795941;-33.981070128970906
1739209710.5795963;-32.816014438256545
1739209710.5795987;-38.13080360867914
1739209710.579601;-35.57807855764607
1739209710.5796034;-35.57807855764607
1739209710.5796056;-45.120503652039325
1739209710.579608;-45.120503652039325
1739209710.5796103;-45.120503652039325
1739209710.5796127;-45.120503652039325
1739209710.5796149;-38.13080360867914
1739209710.5796173;-35.57807855764607
1739209710.5796196;-38.13080360867914
1739209710.579622;-35.57807855764607
1739209710.5796242;-38.13080360867914
1739209710.5796266;-38.13080360867914
1739209710.579629;-45.120503652039325
1739209710.5796313;-45.120503652039325
1739209710.5796335;-33.981070128970906
1739209710.5796359;-45.120503652039325
1739209710.5796382;-38.13080360867914
1739209710.5796406;-38.13080360867914
1739209710.5796428;-45.120503652039325
1739209710.5796452;-38.13080360867914
1739209710.5796475;-38.13080360867914
1739209710.57965;-45.120503652039325
1739209710.579652;-32.816014438256545
1739209710.5796545;-32.816014438256545
1739209710.5796568;-45.120503652039325
1739209710.5796592;-45.120503652039325
1739209710.5796614;-45.120503652039325
1739209710.5796638;-30.49652367304973
1739209710.5796661;-45.120503652039325
1739209710.5796683;-45.120503652039325
1739209710.5796707;-38.13080360867914
1739209710.579673;-45.120503652039325
1739209710.5796754;-45.120503652039325
1739209710.5796776;-45.120503652039325
1739209710.57968;-45.120503652039325
1739209710.5796824;-45.120503652039325
1739209710.5796847;-45.120503652039325
1739209710.5796869;-45.120503652039325
1739209710.5796893;-45.120503652039325
1739209710.5796916;-38.13080360867914
1739209710.579694;-45.120503652039325
1739209710.5796962;-38.13080360867914
1739209710.5796986;-38.13080360867914
1739209710.579701;-33.981070128970906
1739209710.5797033;-35.57807855764607
1739209710.5797055;-35.57807855764607
1739209710.5797079;-38.13080360867914
1739209710.5797102;-38.13080360867914
1739209710.5797126;-45.120503652039325
1739209710.5797148;-45.120503652039325
1739209710.5797172;-45.120503652039325
1739209710.5797195;-45.120503652039325
1739209710.579722;-35.57807855764607
1739209710.579724;-38.13080360867914
1739209710.5797265;-45.120503652039325
1739209710.5797288;-45.120503652039325
1739209710.5797312;-38.13080360867914
1739209710.5797334;-32.816014438256545
1739209710.5797358;-45.120503652039325
1739209710.5797381;-35.57807855764607
1739209710.5797405;-38.13080360867914
1739209710.5797427;-38.13080360867914
1739209710.579745;-38.13080360867914
1739209710.5797474;-45.120503652039325
1739209710.5797498;-45.120503652039325
1739209710.579752;-38.13080360867914
1739209710.5797544;-45.120503652039325
1739209710.5797567;-33.981070128970906
1739209710.5797591;-38.13080360867914
1739209710.5797613;-38.13080360867914
1739209710.5797637;-45.120503652039325
1739209710.579766;-45.120503652039325
1739209710.5797684;-38.13080360867914
1739209710.5797706;-35.57807855764607
1739209710.579773;-38.13080360867914
1739209710.5797753;-35.57807855764607
1739209710.5797777;-33.981070128970906
1739209710.5797799;-32.816014438256545
1739209710.5797822;-45.120503652039325
1739209710.5797846;-38.13080360867914
1739209710.579787;-38.13080360867914
1739209710.5797892;-38.13080360867914
1739209710.5797915;-45.120503652039325
1739209710.579794;-31.141103565318915
1739209710.5797963;-33.981070128970906
1739209710.5797985;-38.13080360867914
1739209710.5798008;-38.13080360867914
1739209710.5798032;-33.981070128970906
1739209710.5798056;-38.13080360867914
1739209710.5798078;-45.120503652039325
1739209710.5798101;-45.120503652039325
1739209710.5798125;-45.120503652039325
1739209710.579815;-45.120503652039325
1739209710.579817;-45.120503652039325
1739209710.5798194;-45.120503652039325
1739209710.5798218;-45.120503652039325
1739209710.5798242;-38.13080360867914
1739209710.5798264;-38.13080360867914
1739209710.5798287;-45.120503652039325
1739209710.5798311;-38.13080360867914
1739209710.5798335;-38.13080360867914
1739209710.5798357;-45.120503652039325
1739209710.579838;-45.120503652039325
1739209710.5798404;-38.13080360867914
1739209710.5798428;-38.13080360867914
1739209710.579845;-45.120503652039325
1739209710.5798473;-33.981070128970906
1739209710.5798497;-31.141103565318915
1739209710.579852;-33.981070128970906
1739209710.5798542;-35.57807855764607
1739209710.5798566;-38.13080360867914
1739209710.579859;-38.13080360867914
1739209710.5798614;-38.13080360867914
1739209710.5798635;-35.57807855764607
1739209710.579866;-38.13080360867914
1739209710.5798683;-38.13080360867914
1739209710.5798705;-28.992665084841942
1739209710.5798728;-32.816014438256545
1739209710.5798752;-45.120503652039325
1739209710.5798776;-45.120503652039325
1739209710.5798798;-33.981070128970906
1739209710.5798821;-45.120503652039325
1739209710.5798845;-45.120503652039325
1739209710.579887;-45.120503652039325
1739209710.579889;-38.13080360867914
1739209710.5798914;-38.13080360867914
1739209710.5798938;-38.13080360867914
1739209710.5798962;-45.120503652039325
1739209710.5798984;-45.120503652039325
1739209710.5799007;-38.13080360867914
1739209710.5799031;-38.13080360867914
1739209710.5799055;-45.120503652039325
1739209710.5799077;-38.13080360867914
1739209710.57991;-35.57807855764607
1739209710.5799124;-45.120503652039325
1739209710.5799148;-38.13080360867914
1739209710.579917;-38.13080360867914
1739209710.5799193;-45.120503652039325
1739209710.5799217;-45.120503652039325
1739209710.579924;-38.13080360867914
1739209710.5799263;-38.13080360867914
1739209710.5799286;-45.120503652039325
1739209710.579931;-38.13080360867914
1739209710.5799334;-38.13080360867914
1739209710.5799356;-45.120503652039325
1739209710.579938;-45.120503652039325
1739209710.5799403;-32.816014438256545
1739209710.5799427;-38.13080360867914
1739209710.5799448;-38.13080360867914
1739209710.5799472;-45.120503652039325
1739209710.5799496;-45.120503652039325
1739209710.579952;-45.120503652039325
1739209710.5799541;-35.57807855764607
1739209710.5799565;-38.13080360867914
1739209710.579959;-38.13080360867914
1739209710.5799613;-35.57807855764607
1739209710.5799634;-38.13080360867914
1739209710.5799658;-38.13080360867914
1739209710.5799682;-45.120503652039325
1739209710.5799706;-45.120503652039325
1739209710.5799727;-45.120503652039325
1739209710.5799751;-38.13080360867914
1739209710.5799775;-35.57807855764607
1739209710.57998;-38.13080360867914
1739209710.579982;-45.120503652039325
1739209710.5799844;-38.13080360867914
1739209710.5799868;-38.13080360867914
1739209710.5799892;-45.120503652039325
1739209710.5799913;-33.981070128970906
1739209710.5799937;-38.13080360867914
1739209710.579996;-33.981070128970906
1739209710.5799985;-45.120503652039325
1739209710.5800006;-35.57807855764607
1739209710.580003;-35.57807855764607
1739209710.5800054;-45.120503652039325
1739209710.5800078;-45.120503652039325
1739209710.58001;-45.120503652039325
1739209710.5800123;-38.13080360867914
1739209710.5800147;-45.120503652039325
1739209710.580017;-45.120503652039325
1739209710.5800192;-45.120503652039325
1739209710.5800216;-45.120503652039325
1739209710.580024;-38.13080360867914
1739209710.5800264;-45.120503652039325
1739209710.5800285;-38.13080360867914
1739209710.580031;-45.120503652039325
1739209710.5800333;-45.120503652039325
1739209710.5800357;-38.13080360867914
1739209710.5800378;-38.13080360867914
1739209710.5800402;-38.13080360867914
1739209710.5800426;-45.120503652039325
1739209710.580045;-45.120503652039325
1739209710.5800471;-38.13080360867914
1739209710.5800495;-45.120503652039325
1739209710.580052;-35.57807855764607
1739209710.5800543;-35.57807855764607
1739209710.5800564;-38.13080360867914
1739209710.5800588;-31.141103565318893
1739209710.5800612;-38.13080360867914
1739209710.5800633;-45.120503652039325
1739209710.5800657;-45.120503652039325
1739209710.580068;-38.13080360867914
1739209710.5800705;-38.13080360867914
1739209710.5800726;-45.120503652039325
1739209710.580075;-45.120503652039325
1739209710.5800774;-45.120503652039325
1739209710.5800798;-45.120503652039325
1739209710.580082;-38.13080360867914
1739209710.5800843;-38.13080360867914
1739209710.5800867;-45.120503652039325
1739209710.580089;-38.13080360867914
1739209710.5800912;-45.120503652039325
1739209710.5800936;-35.57807855764607
1739209710.580096;-26.487275050834715
1739209710.5800984;-38.13080360867914
1739209710.5801005;-38.13080360867914
1739209710.580103;-38.13080360867914
1739209710.5801053;-35.57807855764607
1739209710.5801077;-45.120503652039325
1739209710.5801098;-45.120503652039325
1739209710.5801122;-38.13080360867914
1739209710.5801146;-31.141103565318915
1739209710.580117;-38.13080360867914
1739209710.5801191;-45.120503652039325
1739209710.5801215;-35.57807855764607
1739209710.580124;-32.816014438256545
1739209710.5801263;-45.120503652039325
1739209710.5801284;-45.120503652039325
1739209710.5801308;-45.120503652039325
1739209710.5801332;-38.13080360867914
1739209710.5801356;-45.120503652039325
1739209710.5801377;-45.120503652039325
1739209710.58014;-33.981070128970906
1739209710.5801425;-45.120503652039325
1739209710.580145;-38.13080360867914
1739209710.580147;-45.120503652039325
1739209710.5801494;-35.57807855764607
1739209710.5801518;-28.58837851428586
1739209710.5801542;-38.13080360867914
1739209710.5801563;-38.13080360867914
1739209710.5801587;-38.13080360867914
1739209710.580161;-45.120503652039325
1739209710.5801635;-38.13080360867914
1739209710.5801656;-38.13080360867914
1739209710.580168;-45.120503652039325
1739209710.5801704;-33.981070128970956
1739209710.5801728;-45.120503652039325
1739209710.580175;-45.120503652039325
1739209710.5801773;-45.120503652039325
1739209710.5801797;-38.13080360867914
1739209710.580182;-38.13080360867914
1739209710.5801842;-38.13080360867914
1739209710.5801866;-45.120503652039325
1739209710.580189;-45.120503652039325
1739209710.5801914;-45.120503652039325
1739209710.5801935;-45.120503652039325
1739209710.580196;-45.120503652039325
1739209710.5801983;-45.120503652039325
1739209710.5802007;-38.13080360867914
1739209710.5802028;-38.13080360867914
1739209710.5802052;-45.120503652039325
1739209710.5802076;-33.981070128970906
1739209710.58021;-38.13080360867914
1739209710.580212;-38.13080360867914
1739209710.5802145;-38.13080360867914
1739209710.580217;-35.57807855764607
1739209710.5802193;-33.981070128970906
1739209710.5802214;-45.120503652039325
1739209710.5802238;-38.13080360867914
1739209710.5802262;-45.120503652039325
1739209710.5802286;-45.120503652039325
1739209710.5802307;-45.120503652039325
1739209710.580233;-38.13080360867914
1739209710.5802355;-33.981070128970906
1739209710.5802379;-45.120503652039325
1739209710.58024;-45.120503652039325
1739209710.5802424;-38.13080360867914
1739209710.5802448;-45.120503652039325
1739209710.5802472;-45.120503652039325
1739209710.5802493;-45.120503652039325
1739209710.5802517;-45.120503652039325
1739209710.580254;-45.120503652039325
1739209710.5802565;-45.120503652039325
1739209710.5802586;-45.120503652039325
1739209710.580261;-33.981070128970906
1739209710.5802634;-33.981070128970906
1739209710.5802655;-38.13080360867914
1739209710.580268;-45.120503652039325
1739209710.5802703;-38.13080360867914
1739209710.5802727;-33.981070128970906
1739209710.5802748;-38.13080360867914
1739209710.5802772;-45.120503652039325
1739209710.5802796;-38.13080360867914
1739209710.580282;-38.13080360867914
1739209710.580284;-38.13080360867914
1739209710.5802865;-45.120503652039325
1739209710.580289;-38.13080360867914
1739209710.5802913;-33.981070128970906
1739209710.5802934;-45.120503652039325
1739209710.5802958;-45.120503652039325
1739209710.5802982;-45.120503652039325
1739209710.5803006;-38.13080360867914
1739209710.5803027;-33.981070128970906
1739209710.580305;-45.120503652039325
1739209710.5803075;-38.13080360867914
1739209710.5803099;-38.13080360867914
1739209710.580312;-35.57807855764607
1739209710.5803144;-38.13080360867914
1739209710.5803168;-45.120503652039325
1739209710.5803192;-45.120503652039325
1739209710.5803213;-38.13080360867914
1739209710.5803237;-45.120503652039325
1739209710.580326;-33.981070128970906
1739209710.5803285;-38.13080360867914
1739209710.5803306;-38.13080360867914
1739209710.580333;-38.13080360867914
1739209710.5803354;-38.13080360867914
1739209710.5803378;-45.120503652039325
1739209710.58034;-38.13080360867914
1739209710.5803423;-38.13080360867914
1739209710.5803447;-38.13080360867914
1739209710.580347;-45.120503652039325
1739209710.5803492;-38.13080360867914
1739209710.5803516;-38.13080360867914
1739209710.580354;-45.120503652039325
1739209710.5803564;-45.120503652039325
1739209710.5803585;-27.267205301931607
1739209710.580361;-32.816014438256545
1739209710.5803633;-38.13080360867914
1739209710.5803657;-35.57807855764607
1739209710.5803678;-45.120503652039325
1739209710.5803702;-32.816014438256545
1739209710.5803726;-38.13080360867914
1739209710.580375;-38.13080360867914
1739209710.580377;-38.13080360867914
1739209710.5803795;-45.120503652039325
1739209710.5803819;-45.120503652039325
1739209710.5803843;-45.120503652039325
1739209710.5803864;-45.120503652039325
1739209710.5803888;-45.120503652039325
1739209710.5803912;-45.120503652039325
1739209710.5803936;-38.13080360867914
1739209710.5803957;-28.58837851428586
1739209710.580398;-35.57807855764607
1739209710.5804005;-45.120503652039325
1739209710.5804029;-38.13080360867914
1739209710.580405;-32.816014438256545
1739209710.5804074;-35.57807855764607
1739209710.5804098;-35.57807855764607
1739209710.5804121;-35.57807855764607
1739209710.5804143;-38.13080360867914
1739209710.5804167;-38.13080360867914
1739209710.580419;-38.13080360867914
1739209710.5804214;-35.57807855764607
1739209710.5804236;-45.120503652039325
1739209710.580426;-45.120503652039325
1739209710.5804284;-35.57807855764607
1739209710.5804307;-32.816014438256545
1739209710.580433;-33.981070128970956
1739209710.5804353;-45.120503652039325
1739209710.5804377;-38.13080360867914
1739209710.58044;-45.120503652039325
1739209710.5804422;-45.120503652039325
1739209710.5804446;-45.120503652039325
1739209710.580447;-35.57807855764607
1739209710.5804493;-38.13080360867914
1739209710.5804515;-32.816014438256545
1739209710.5804539;-32.816014438256545
1739209710.5804563;-38.13080360867914
1739209710.5804586;-35.57807855764607
1739209710.5804608;-45.120503652039325
1739209710.5804632;-45.120503652039325
1739209710.5804656;-45.120503652039325
1739209710.5804677;-45.120503652039325
1739209710.58047;-38.13080360867914
1739209710.5804725;-45.120503652039325
1739209710.5804749;-45.120503652039325
1739209710.580477;-45.120503652039325
1739209710.5804794;-45.120503652039325
1739209710.5804818;-33.981070128970906
1739209710.5804842;-45.120503652039325
1739209710.5804863;-45.120503652039325
1739209710.5804887;-38.13080360867914
1739209710.580491;-38.13080360867914
1739209710.5804935;-38.13080360867914
1739209710.5804956;-45.120503652039325
1739209710.580498;-45.120503652039325
1739209710.5805004;-33.981070128970906
1739209710.5805027;-35.57807855764607
1739209710.580505;-38.13080360867914
1739209710.5805073;-38.13080360867914
1739209710.5805097;-38.13080360867914
1739209710.580512;-45.120503652039325
1739209710.5805142;-45.120503652039325
1739209710.5805166;-38.13080360867914
1739209710.580519;-38.13080360867914
1739209710.5805213;-45.120503652039325
1739209710.5805235;-45.120503652039325
1739209710.5805259;-45.120503652039325
1739209710.5805283;-45.120503652039325
1739209710.5805306;-45.120503652039325
1739209710.5805328;-45.120503652039325
1739209710.5805352;-45.120503652039325
1739209710.5805376;-38.13080360867914
1739209710.58054;-45.120503652039325
1739209710.580542;-45.120503652039325
1739209710.5805445;-45.120503652039325
1739209710.5805469;-38.13080360867914
1739209710.5805492;-45.120503652039325
1739209710.5805514;-38.13080360867914
1739209710.5805538;-45.120503652039325
1739209710.5805562;-45.120503652039325
1739209710.5805585;-32.816014438256545
1739209710.5805607;-45.120503652039325
1739209710.580563;-38.13080360867914
1739209710.5805655;-32.81601443825658
1739209710.5805678;-38.13080360867914
1739209710.58057;-35.57807855764607
1739209710.5805724;-45.120503652039325
1739209710.5805748;-45.120503652039325
1739209710.5805771;-38.13080360867914
1739209710.5805793;-45.120503652039325
1739209710.5805817;-45.120503652039325
1739209710.580584;-38.13080360867914
1739209710.5805864;-35.57807855764607
1739209710.5805886;-38.13080360867914
1739209710.580591;-38.13080360867914
1739209710.5805933;-38.13080360867914
1739209710.5805957;-38.13080360867914
1739209710.5805979;-28.58837851428586
1739209710.5806003;-38.13080360867914
1739209710.5806026;-31.141103565318915
1739209710.580605;-33.981070128970906
1739209710.5806072;-45.120503652039325
1739209710.5806096;-38.13080360867914
1739209710.580612;-38.13080360867914
1739209710.5806143;-38.13080360867914
1739209710.5806165;-45.120503652039325
1739209710.5806189;-38.13080360867914
1739209710.5806212;-31.14110356531892
1739209710.5806236;-33.981070128970906
1739209710.5806258;-38.13080360867914
1739209710.5806282;-38.13080360867914
1739209710.5806305;-38.13080360867914
1739209710.580633;-38.13080360867914
1739209710.580635;-45.120503652039325
1739209710.5806375;-38.13080360867914
1739209710.5806398;-33.981070128970906
1739209710.5806422;-32.816014438256545
1739209710.5806444;-32.816014438256545
1739209710.5806468;-38.13080360867914
1739209710.5806491;-38.13080360867914
1739209710.5806515;-38.13080360867914
1739209710.5806537;-35.57807855764607
1739209710.580656;-45.120503652039325
1739209710.5806584;-38.13080360867914
1739209710.5806606;-33.981070128970906
1739209710.580663;-38.13080360867914
1739209710.5806653;-38.13080360867914
1739209710.5806677;-33.981070128970906
1739209710.5806699;-35.57807855764607
1739209710.5806723;-38.13080360867914
1739209710.5806746;-38.13080360867914
1739209710.580677;-33.981070128970906
1739209710.5806792;-33.981070128970906
1739209710.5806816;-45.120503652039325
1739209710.580684;-45.120503652039325
1739209710.5806863;-45.120503652039325
1739209710.5806885;-45.120503652039325
1739209710.5806909;-38.13080360867914
1739209710.5806932;-38.13080360867914
1739209710.5806956;-33.981070128970906
1739209710.5806978;-45.120503652039325
