CAN Message; 0x77:19d1fb7de98000d3
Timestamp;Amplitude
1739209726.001526;-45.120503652039325
1739209726.0015354;-45.120503652039325
1739209726.0015445;-45.120503652039325
1739209726.0015535;-45.120503652039325
1739209726.0015628;-45.120503652039325
1739209726.001572;-45.120503652039325
1739209726.001581;-38.13080360867914
1739209726.0015903;-38.13080360867914
1739209726.0015993;-45.120503652039325
1739209726.0016084;-38.13080360867914
1739209726.0016177;-45.120503652039325
1739209726.0016267;-38.13080360867914
1739209726.001636;-33.981070128970906
1739209726.001645;-45.120503652039325
1739209726.0016541;-38.13080360867914
1739209726.0016634;-38.13080360867914
1739209726.0016725;-33.981070128970906
1739209726.0016816;-32.816014438256545
1739209726.0016909;-38.13080360867914
1739209726.0017;-45.120503652039325
1739209726.001709;-45.120503652039325
1739209726.0017183;-32.816014438256545
1739209726.0017273;-45.120503652039325
1739209726.0017364;-45.120503652039325
1739209726.0017457;-45.120503652039325
1739209726.0017548;-45.120503652039325
1739209726.0017638;-38.13080360867914
1739209726.001773;-45.120503652039325
1739209726.0017822;-33.981070128970906
1739209726.0017915;-38.13080360867914
1739209726.0018005;-38.13080360867914
1739209726.0018096;-45.120503652039325
1739209726.001819;-28.58837851428586
1739209726.001828;-26.991370085610736
1739209726.001837;-45.120503652039325
1739209726.0018463;-38.13080360867914
1739209726.0018554;-32.816014438256545
1739209726.0018644;-35.57807855764607
1739209726.0018737;-38.13080360867914
1739209726.0018828;-38.13080360867914
1739209726.0018919;-45.120503652039325
1739209726.0019011;-38.13080360867914
1739209726.0019102;-38.13080360867914
1739209726.0019195;-45.120503652039325
1739209726.0019286;-45.120503652039325
1739209726.0019376;-38.13080360867914
1739209726.001947;-38.13080360867914
1739209726.001956;-45.120503652039325
1739209726.001965;-32.816014438256545
1739209726.0019743;-29.438486411369333
1739209726.0019834;-45.120503652039325
1739209726.0019925;-45.120503652039325
1739209726.0020018;-38.13080360867914
1739209726.0020108;-32.816014438256545
1739209726.00202;-38.13080360867914
1739209726.0020292;-45.120503652039325
1739209726.0020382;-33.981070128970906
1739209726.0020473;-35.57807855764607
1739209726.0020566;-45.120503652039325
1739209726.0020657;-45.120503652039325
1739209726.002075;-38.13080360867914
1739209726.002084;-38.13080360867914
1739209726.002093;-38.13080360867914
1739209726.0021024;-35.57807855764607
1739209726.0021114;-45.120503652039325
1739209726.0021205;-38.13080360867914
1739209726.0021298;-35.57807855764607
1739209726.0021389;-45.120503652039325
1739209726.002148;-38.13080360867914
1739209726.0021572;-33.981070128970906
1739209726.0021663;-33.981070128970906
1739209726.0021753;-45.120503652039325
1739209726.0021846;-38.13080360867914
1739209726.0021937;-26.991370085610736
1739209726.002203;-38.13080360867914
1739209726.002212;-45.120503652039325
1739209726.002221;-38.13080360867914
1739209726.0022304;-38.13080360867914
1739209726.0022395;-45.120503652039325
1739209726.0022485;-45.120503652039325
1739209726.0022578;-45.120503652039325
1739209726.002267;-38.13080360867914
1739209726.002276;-45.120503652039325
1739209726.0022852;-45.120503652039325
1739209726.0022943;-38.13080360867914
1739209726.0023034;-38.13080360867914
1739209726.0023127;-33.981070128970906
1739209726.0023217;-45.120503652039325
1739209726.0023308;-33.981070128970906
1739209726.00234;-29.438486411369333
1739209726.0023491;-38.13080360867914
1739209726.0023584;-38.13080360867914
