CAN Message; 0x77:19d1fb7de98000d3
Timestamp;Amplitude
1739209726.007514;-32.816014438256545
1739209726.0075152;-31.141103565318893
1739209726.0075166;-45.120503652039325
1739209726.007518;-45.120503652039325
1739209726.0075192;-35.57807855764607
1739209726.0075207;-35.57807855764607
1739209726.0075219;-38.13080360867914
1739209726.0075233;-45.120503652039325
1739209726.0075247;-45.120503652039325
1739209726.007526;-45.120503652039325
1739209726.0075274;-45.120503652039325
1739209726.0075285;-45.120503652039325
1739209726.00753;-45.120503652039325
1739209726.0075314;-45.120503652039325
1739209726.0075326;-45.120503652039325
1739209726.007534;-38.13080360867914
1739209726.0075352;-35.57807855764607
1739209726.0075366;-45.120503652039325
1739209726.007538;-38.13080360867914
1739209726.0075393;-38.13080360867914
1739209726.0075407;-45.120503652039325
1739209726.007542;-45.120503652039325
1739209726.0075433;-35.57807855764607
1739209726.0075445;-35.57807855764607
1739209726.007546;-38.13080360867914
1739209726.0075474;-28.58837851428586
1739209726.0075486;-38.13080360867914
1739209726.00755;-38.13080360867914
1739209726.0075512;-38.13080360867914
1739209726.0075526;-35.57807855764607
1739209726.007554;-33.981070128970906
1739209726.0075552;-32.816014438256545
1739209726.0075567;-45.120503652039325
1739209726.0075579;-45.120503652039325
1739209726.0075593;-38.13080360867914
1739209726.0075607;-38.13080360867914
1739209726.007562;-45.120503652039325
1739209726.0075634;-45.120503652039325
1739209726.0075645;-38.13080360867914
1739209726.007566;-35.57807855764607
1739209726.0075674;-38.13080360867914
1739209726.0075686;-45.120503652039325
1739209726.00757;-38.13080360867914
1739209726.0075712;-32.816014438256545
1739209726.0075727;-38.13080360867914
1739209726.0075738;-45.120503652039325
1739209726.0075753;-38.13080360867914
1739209726.0075767;-38.13080360867914
1739209726.007578;-45.120503652039325
1739209726.0075793;-38.13080360867914
1739209726.0075805;-35.57807855764607
1739209726.007582;-35.57807855764607
1739209726.0075834;-38.13080360867914
1739209726.0075846;-35.57807855764607
1739209726.007586;-33.981070128970906
1739209726.0075872;-38.13080360867914
1739209726.0075886;-38.13080360867914
1739209726.00759;-45.120503652039325
1739209726.0075912;-38.13080360867914
1739209726.0075927;-35.57807855764607
1739209726.0075939;-45.120503652039325
1739209726.0075953;-45.120503652039325
1739209726.0075965;-38.13080360867914
1739209726.007598;-45.120503652039325
1739209726.0075994;-45.120503652039325
1739209726.0076005;-35.57807855764607
1739209726.007602;-38.13080360867914
1739209726.0076032;-45.120503652039325
1739209726.0076046;-38.13080360867914
1739209726.007606;-38.13080360867914
1739209726.0076072;-38.13080360867914
1739209726.0076087;-45.120503652039325
1739209726.0076098;-45.120503652039325
1739209726.0076113;-45.120503652039325
1739209726.0076127;-45.120503652039325
1739209726.007614;-45.120503652039325
1739209726.0076153;-45.120503652039325
1739209726.0076165;-45.120503652039325
1739209726.007618;-38.13080360867914
1739209726.0076194;-45.120503652039325
1739209726.0076206;-38.13080360867914
1739209726.007622;-38.13080360867914
1739209726.0076232;-45.120503652039325
1739209726.0076246;-38.13080360867914
1739209726.0076258;-38.13080360867914
1739209726.0076272;-45.120503652039325
1739209726.0076287;-45.120503652039325
1739209726.0076299;-45.120503652039325
1739209726.0076313;-38.13080360867914
1739209726.0076325;-32.816014438256545
1739209726.007634;-31.141103565318915
1739209726.0076354;-38.13080360867914
1739209726.0076365;-38.13080360867914
1739209726.007638;-45.120503652039325
1739209726.0076392;-35.57807855764607
1739209726.0076406;-45.120503652039325
1739209726.007642;-45.120503652039325
1739209726.0076432;-45.120503652039325
1739209726.0076447;-38.13080360867914
1739209726.0076458;-45.120503652039325
1739209726.0076473;-38.13080360867914
1739209726.0076487;-45.120503652039325
1739209726.00765;-38.13080360867914
1739209726.0076513;-38.13080360867914
1739209726.0076525;-45.120503652039325
1739209726.007654;-45.120503652039325
1739209726.0076551;-45.120503652039325
1739209726.0076566;-45.120503652039325
1739209726.007658;-38.13080360867914
1739209726.0076592;-33.981070128970906
1739209726.0076606;-33.981070128970906
1739209726.0076618;-45.120503652039325
1739209726.0076632;-33.981070128970906
1739209726.0076647;-45.120503652039325
1739209726.0076659;-45.120503652039325
1739209726.0076673;-38.13080360867914
1739209726.0076685;-45.120503652039325
1739209726.00767;-38.13080360867914
1739209726.0076714;-38.13080360867914
1739209726.0076725;-38.13080360867914
1739209726.007674;-35.57807855764607
1739209726.0076752;-35.57807855764607
1739209726.0076766;-38.13080360867914
1739209726.007678;-45.120503652039325
1739209726.0076792;-38.13080360867914
1739209726.0076807;-38.13080360867914
1739209726.0076818;-33.981070128970906
1739209726.0076833;-45.120503652039325
1739209726.0076845;-38.13080360867914
1739209726.007686;-38.13080360867914
1739209726.0076873;-28.992665084841942
1739209726.0076885;-38.13080360867914
1739209726.00769;-45.120503652039325
1739209726.0076911;-45.120503652039325
1739209726.0076926;-35.57807855764607
1739209726.007694;-38.13080360867914
1739209726.0076952;-38.13080360867914
1739209726.0076966;-45.120503652039325
1739209726.0076978;-38.13080360867914
1739209726.0076993;-38.13080360867914
1739209726.0077007;-38.13080360867914
1739209726.0077019;-38.13080360867914
1739209726.0077033;-38.13080360867914
1739209726.0077045;-45.120503652039325
1739209726.007706;-35.57807855764607
1739209726.0077074;-45.120503652039325
1739209726.0077085;-28.58837851428586
1739209726.00771;-30.49652367304973
1739209726.0077112;-45.120503652039325
1739209726.0077126;-45.120503652039325
1739209726.0077138;-38.13080360867914
1739209726.0077152;-38.13080360867914
1739209726.0077167;-45.120503652039325
1739209726.0077178;-38.13080360867914
1739209726.0077193;-45.120503652039325
1739209726.0077205;-38.13080360867914
1739209726.007722;-38.13080360867914
1739209726.0077233;-35.57807855764607
1739209726.0077245;-45.120503652039325
1739209726.007726;-45.120503652039325
1739209726.0077271;-38.13080360867914
1739209726.0077286;-35.57807855764607
1739209726.00773;-45.120503652039325
1739209726.0077312;-45.120503652039325
1739209726.0077326;-38.13080360867914
1739209726.0077338;-45.120503652039325
1739209726.0077353;-45.120503652039325
1739209726.0077367;-38.13080360867914
1739209726.0077379;-45.120503652039325
1739209726.0077393;-45.120503652039325
1739209726.0077405;-30.49652367304973
1739209726.007742;-32.816014438256545
1739209726.0077431;-45.120503652039325
1739209726.0077446;-38.13080360867914
1739209726.007746;-35.57807855764607
1739209726.0077472;-38.13080360867914
1739209726.0077486;-45.120503652039325
1739209726.0077498;-38.13080360867914
1739209726.0077512;-45.120503652039325
1739209726.0077527;-45.120503652039325
1739209726.0077538;-35.57807855764607
1739209726.0077553;-32.816014438256545
1739209726.0077565;-45.120503652039325
1739209726.007758;-45.120503652039325
1739209726.0077593;-35.57807855764607
1739209726.0077605;-45.120503652039325
1739209726.007762;-35.57807855764607
1739209726.0077631;-28.21854285175415
1739209726.0077646;-45.120503652039325
1739209726.007766;-45.120503652039325
1739209726.0077672;-45.120503652039325
1739209726.0077686;-45.120503652039325
1739209726.0077698;-45.120503652039325
1739209726.0077713;-38.13080360867914
1739209726.0077724;-38.13080360867914
1739209726.0077739;-45.120503652039325
1739209726.0077753;-38.13080360867914
1739209726.0077765;-38.13080360867914
1739209726.007778;-45.120503652039325
1739209726.0077791;-45.120503652039325
1739209726.0077806;-45.120503652039325
1739209726.007782;-45.120503652039325
1739209726.0077832;-45.120503652039325
1739209726.0077846;-45.120503652039325
1739209726.0077858;-45.120503652039325
1739209726.0077872;-38.13080360867914
1739209726.0077887;-45.120503652039325
1739209726.0077899;-45.120503652039325
1739209726.0077913;-45.120503652039325
1739209726.0077925;-38.13080360867914
1739209726.007794;-38.13080360867914
1739209726.0077953;-45.120503652039325
1739209726.0077965;-33.981070128970906
1739209726.007798;-38.13080360867914
1739209726.0077991;-33.981070128970906
1739209726.0078006;-38.13080360867914
1739209726.0078018;-38.13080360867914
1739209726.0078032;-38.13080360867914
1739209726.0078046;-45.120503652039325
1739209726.0078058;-45.120503652039325
1739209726.0078073;-45.120503652039325
1739209726.0078084;-33.981070128970906
1739209726.0078099;-45.120503652039325
1739209726.0078113;-45.120503652039325
1739209726.0078125;-38.13080360867914
1739209726.007814;-45.120503652039325
1739209726.0078151;-38.13080360867914
1739209726.0078166;-35.57807855764607
1739209726.007818;-33.981070128970906
1739209726.0078192;-35.57807855764607
1739209726.0078206;-45.120503652039325
1739209726.0078218;-32.816014438256545
1739209726.0078232;-31.141103565318915
1739209726.0078247;-38.13080360867914
1739209726.0078259;-45.120503652039325
1739209726.0078273;-45.120503652039325
1739209726.0078285;-38.13080360867914
1739209726.00783;-45.120503652039325
1739209726.007831;-45.120503652039325
1739209726.0078325;-45.120503652039325
1739209726.007834;-38.13080360867914
1739209726.0078351;-45.120503652039325
1739209726.0078366;-38.13080360867914
1739209726.0078378;-38.13080360867914
1739209726.0078392;-38.13080360867914
1739209726.0078406;-38.13080360867914
1739209726.0078418;-35.57807855764607
1739209726.0078433;-38.13080360867914
1739209726.0078444;-38.13080360867914
1739209726.0078459;-35.57807855764607
1739209726.0078473;-45.120503652039325
1739209726.0078485;-45.120503652039325
1739209726.00785;-45.120503652039325
1739209726.0078511;-38.13080360867914
1739209726.0078526;-38.13080360867914
1739209726.007854;-38.13080360867914
1739209726.0078552;-38.13080360867914
1739209726.0078566;-45.120503652039325
1739209726.0078578;-45.120503652039325
1739209726.0078592;-45.120503652039325
1739209726.0078604;-45.120503652039325
1739209726.0078619;-45.120503652039325
1739209726.0078633;-38.13080360867914
1739209726.0078645;-45.120503652039325
1739209726.007866;-38.13080360867914
1739209726.007867;-38.13080360867914
1739209726.0078685;-38.13080360867914
1739209726.00787;-45.120503652039325
1739209726.0078712;-33.981070128970906
1739209726.0078726;-45.120503652039325
1739209726.0078738;-45.120503652039325
1739209726.0078752;-38.13080360867914
1739209726.0078766;-33.981070128970906
1739209726.0078778;-45.120503652039325
1739209726.0078793;-38.13080360867914
1739209726.0078804;-35.57807855764607
1739209726.0078819;-35.57807855764607
1739209726.0078833;-45.120503652039325
1739209726.0078845;-38.13080360867914
1739209726.007886;-35.57807855764607
1739209726.0078871;-45.120503652039325
1739209726.0078886;-45.120503652039325
1739209726.0078897;-38.13080360867914
1739209726.0078912;-38.13080360867914
1739209726.0078926;-33.981070128970906
1739209726.0078938;-45.120503652039325
1739209726.0078952;-45.120503652039325
1739209726.0078964;-38.13080360867914
1739209726.0078979;-35.57807855764607
1739209726.0078993;-38.13080360867914
1739209726.0079005;-45.120503652039325
1739209726.007902;-45.120503652039325
1739209726.007903;-38.13080360867914
1739209726.0079045;-45.120503652039325
1739209726.007906;-38.13080360867914
1739209726.0079072;-35.57807855764607
1739209726.0079086;-45.120503652039325
1739209726.0079098;-45.120503652039325
1739209726.0079112;-38.13080360867914
1739209726.0079126;-38.13080360867914
1739209726.0079138;-38.13080360867914
1739209726.0079153;-38.13080360867914
1739209726.0079165;-38.13080360867914
1739209726.007918;-35.57807855764607
1739209726.007919;-38.13080360867914
1739209726.0079205;-38.13080360867914
1739209726.007922;-45.120503652039325
1739209726.0079231;-45.120503652039325
1739209726.0079246;-38.13080360867914
1739209726.0079257;-45.120503652039325
1739209726.0079272;-38.13080360867914
1739209726.0079286;-45.120503652039325
1739209726.0079298;-38.13080360867914
1739209726.0079312;-45.120503652039325
1739209726.0079324;-45.120503652039325
1739209726.0079339;-35.57807855764607
1739209726.0079353;-38.13080360867914
1739209726.0079365;-38.13080360867914
1739209726.007938;-45.120503652039325
1739209726.007939;-35.57807855764607
1739209726.0079405;-38.13080360867914
1739209726.007942;-45.120503652039325
1739209726.0079432;-33.981070128970906
1739209726.0079446;-45.120503652039325
1739209726.0079458;-30.49652367304973
1739209726.0079472;-32.816014438256545
1739209726.0079484;-45.120503652039325
1739209726.0079498;-45.120503652039325
1739209726.0079513;-38.13080360867914
1739209726.0079525;-45.120503652039325
1739209726.007954;-38.13080360867914
1739209726.007955;-45.120503652039325
1739209726.0079565;-38.13080360867914
1739209726.007958;-45.120503652039325
1739209726.0079591;-45.120503652039325
1739209726.0079606;-45.120503652039325
1739209726.0079618;-38.13080360867914
1739209726.0079632;-38.13080360867914
1739209726.0079646;-45.120503652039325
1739209726.0079658;-45.120503652039325
1739209726.0079672;-28.58837851428586
1739209726.0079684;-30.49652367304973
1739209726.0079699;-45.120503652039325
1739209726.0079713;-45.120503652039325
1739209726.0079725;-38.13080360867914
1739209726.007974;-35.57807855764607
1739209726.007975;-45.120503652039325
1739209726.0079765;-45.120503652039325
1739209726.0079777;-45.120503652039325
1739209726.0079792;-45.120503652039325
1739209726.0079806;-38.13080360867914
1739209726.0079818;-35.57807855764607
1739209726.0079832;-45.120503652039325
1739209726.0079844;-45.120503652039325
1739209726.0079858;-45.120503652039325
1739209726.0079873;-45.120503652039325
1739209726.0079885;-45.120503652039325
1739209726.00799;-45.120503652039325
1739209726.007991;-45.120503652039325
1739209726.0079925;-38.13080360867914
1739209726.007994;-38.13080360867914
1739209726.0079951;-38.13080360867914
1739209726.0079966;-33.981070128970906
1739209726.0079978;-45.120503652039325
1739209726.0079992;-32.816014438256545
1739209726.0080006;-31.141103565318893
1739209726.0080018;-45.120503652039325
1739209726.0080032;-45.120503652039325
1739209726.0080044;-35.57807855764607
1739209726.0080059;-35.57807855764607
1739209726.008007;-45.120503652039325
1739209726.0080085;-38.13080360867914
1739209726.00801;-45.120503652039325
1739209726.008011;-45.120503652039325
1739209726.0080125;-38.13080360867914
1739209726.0080137;-38.13080360867914
1739209726.0080152;-38.13080360867914
1739209726.0080166;-38.13080360867914
1739209726.0080178;-35.57807855764607
1739209726.0080192;-38.13080360867914
1739209726.0080204;-38.13080360867914
1739209726.0080218;-29.438486411369333
1739209726.0080233;-45.120503652039325
1739209726.0080245;-38.13080360867914
1739209726.008522;-33.981070128970906
1739209726.0085227;-38.13080360867914
1739209726.0085232;-38.13080360867914
1739209726.008524;-45.120503652039325
1739209726.0085247;-35.57807855764607
1739209726.0085251;-38.13080360867914
1739209726.0085258;-38.13080360867914
1739209726.0085266;-35.57807855764607
1739209726.008527;-38.13080360867914
1739209726.0085278;-38.13080360867914
1739209726.0085285;-45.120503652039325
1739209726.008529;-38.13080360867914
1739209726.0085297;-38.13080360867914
1739209726.0085304;-38.13080360867914
1739209726.0085309;-38.13080360867914
1739209726.0085316;-27.267205301931607
1739209726.0085323;-31.141103565318915
1739209726.0085328;-38.13080360867914
1739209726.0085335;-38.13080360867914
1739209726.0085342;-45.120503652039325
1739209726.0085347;-45.120503652039325
1739209726.0085354;-45.120503652039325
1739209726.008536;-38.13080360867914
1739209726.0085366;-35.57807855764607
1739209726.0085373;-32.816014438256545
1739209726.008538;-38.13080360867914
1739209726.0085385;-45.120503652039325
1739209726.0085392;-38.13080360867914
1739209726.00854;-38.13080360867914
1739209726.0085404;-45.120503652039325
1739209726.008541;-45.120503652039325
1739209726.0085418;-33.981070128970906
1739209726.0085423;-31.141103565318915
1739209726.008543;-38.13080360867914
1739209726.0085437;-38.13080360867914
1739209726.0085442;-38.13080360867914
1739209726.008545;-38.13080360867914
1739209726.0085456;-38.13080360867914
1739209726.008546;-33.981070128970906
1739209726.0085468;-38.13080360867914
1739209726.0085475;-33.981070128970906
1739209726.008548;-38.13080360867914
1739209726.0085487;-45.120503652039325
1739209726.0085495;-38.13080360867914
1739209726.00855;-38.13080360867914
1739209726.0085506;-38.13080360867914
1739209726.0085514;-45.120503652039325
1739209726.0085518;-38.13080360867914
1739209726.0085526;-45.120503652039325
1739209726.0085533;-45.120503652039325
1739209726.0085537;-35.57807855764607
1739209726.0085545;-38.13080360867914
1739209726.0085552;-45.120503652039325
1739209726.0085557;-45.120503652039325
1739209726.0085564;-38.13080360867914
1739209726.008557;-38.13080360867914
1739209726.0085576;-32.816014438256545
1739209726.0085583;-45.120503652039325
1739209726.008559;-45.120503652039325
1739209726.0085595;-38.13080360867914
1739209726.0085602;-38.13080360867914
1739209726.008561;-38.13080360867914
1739209726.0085614;-38.13080360867914
1739209726.008562;-38.13080360867914
1739209726.0085628;-28.992665084841942
1739209726.0085633;-38.13080360867914
1739209726.008564;-38.13080360867914
1739209726.0085647;-38.13080360867914
1739209726.0085652;-45.120503652039325
1739209726.008566;-45.120503652039325
1739209726.0085666;-38.13080360867914
1739209726.008567;-33.981070128970906
1739209726.0085678;-31.14110356531892
1739209726.0085685;-45.120503652039325
1739209726.008569;-38.13080360867914
1739209726.0085697;-38.13080360867914
1739209726.0085704;-33.981070128970906
1739209726.008571;-45.120503652039325
1739209726.0085716;-38.13080360867914
1739209726.0085723;-38.13080360867914
1739209726.0085728;-35.57807855764607
1739209726.0085735;-38.13080360867914
1739209726.0085742;-45.120503652039325
1739209726.0085747;-32.816014438256545
1739209726.0085754;-45.120503652039325
1739209726.0085762;-45.120503652039325
1739209726.0085766;-38.13080360867914
1739209726.0085773;-45.120503652039325
1739209726.008578;-38.13080360867914
1739209726.0085785;-45.120503652039325
1739209726.0085793;-38.13080360867914
1739209726.00858;-35.57807855764607
1739209726.0085804;-38.13080360867914
1739209726.0085812;-45.120503652039325
1739209726.0085819;-38.13080360867914
1739209726.0085824;-35.57807855764607
1739209726.008583;-45.120503652039325
1739209726.0085838;-38.13080360867914
1739209726.0085843;-35.57807855764607
1739209726.008585;-38.13080360867914
1739209726.0085857;-45.120503652039325
1739209726.0085862;-33.981070128970906
1739209726.008587;-45.120503652039325
1739209726.0085876;-45.120503652039325
1739209726.008588;-33.981070128970906
1739209726.0085888;-38.13080360867914
1739209726.0085895;-45.120503652039325
1739209726.00859;-45.120503652039325
1739209726.0085907;-38.13080360867914
1739209726.0085914;-45.120503652039325
1739209726.008592;-45.120503652039325
1739209726.0085926;-38.13080360867914
1739209726.0085933;-38.13080360867914
1739209726.0085938;-38.13080360867914
1739209726.0085945;-38.13080360867914
1739209726.0085952;-45.120503652039325
1739209726.0085957;-38.13080360867914
1739209726.0085964;-38.13080360867914
1739209726.0085971;-45.120503652039325
1739209726.0085976;-38.13080360867914
1739209726.0085983;-38.13080360867914
1739209726.008599;-35.57807855764607
1739209726.0085995;-38.13080360867914
1739209726.0086002;-45.120503652039325
1739209726.008601;-38.13080360867914
1739209726.0086014;-35.57807855764607
1739209726.0086021;-45.120503652039325
1739209726.0086029;-45.120503652039325
1739209726.0086033;-45.120503652039325
1739209726.008604;-45.120503652039325
1739209726.0086048;-45.120503652039325
1739209726.0086052;-45.120503652039325
1739209726.008606;-38.13080360867914
1739209726.0086067;-45.120503652039325
1739209726.0086071;-45.120503652039325
1739209726.0086079;-45.120503652039325
1739209726.0086086;-38.13080360867914
1739209726.008609;-30.49652367304973
1739209726.0086098;-38.13080360867914
1739209726.0086105;-32.816014438256545
1739209726.008611;-38.13080360867914
1739209726.0086117;-38.13080360867914
1739209726.0086124;-35.57807855764607
1739209726.0086129;-35.57807855764607
1739209726.0086136;-38.13080360867914
1739209726.0086143;-45.120503652039325
1739209726.0086148;-38.13080360867914
1739209726.0086155;-35.57807855764607
1739209726.0086162;-38.13080360867914
1739209726.0086167;-38.13080360867914
1739209726.0086174;-45.120503652039325
1739209726.008618;-45.120503652039325
1739209726.0086186;-45.120503652039325
1739209726.0086193;-33.981070128970906
1739209726.00862;-38.13080360867914
1739209726.0086205;-45.120503652039325
1739209726.0086212;-45.120503652039325
1739209726.008622;-38.13080360867914
1739209726.0086224;-33.981070128970906
1739209726.0086231;-45.120503652039325
1739209726.0086238;-38.13080360867914
1739209726.0086243;-45.120503652039325
1739209726.008625;-45.120503652039325
1739209726.0086257;-32.816014438256545
1739209726.0086262;-45.120503652039325
1739209726.008627;-45.120503652039325
1739209726.0086277;-38.13080360867914
1739209726.0086281;-38.13080360867914
1739209726.0086288;-38.13080360867914
1739209726.0086296;-38.13080360867914
1739209726.00863;-38.13080360867914
1739209726.0086308;-38.13080360867914
1739209726.0086315;-38.13080360867914
1739209726.008632;-45.120503652039325
1739209726.0086327;-38.13080360867914
1739209726.0086334;-35.57807855764607
1739209726.0086339;-38.13080360867914
1739209726.0086346;-28.992665084841942
1739209726.0086353;-35.57807855764607
1739209726.0086358;-38.13080360867914
1739209726.0086365;-38.13080360867914
1739209726.0086372;-45.120503652039325
1739209726.0086377;-32.816014438256545
1739209726.0086384;-35.57807855764607
1739209726.008639;-33.981070128970906
1739209726.0086396;-45.120503652039325
1739209726.0086403;-38.13080360867914
1739209726.008641;-32.816014438256545
1739209726.0086415;-45.120503652039325
1739209726.0086422;-45.120503652039325
1739209726.008643;-38.13080360867914
1739209726.0086434;-32.816014438256545
1739209726.008644;-38.13080360867914
1739209726.0086448;-45.120503652039325
1739209726.0086453;-38.13080360867914
1739209726.008646;-38.13080360867914
1739209726.0086467;-45.120503652039325
1739209726.0086472;-45.120503652039325
1739209726.008648;-38.13080360867914
1739209726.0086486;-38.13080360867914
1739209726.008649;-45.120503652039325
1739209726.0086498;-38.13080360867914
1739209726.0086505;-32.816014438256545
1739209726.008651;-38.13080360867914
1739209726.0086517;-38.13080360867914
1739209726.0086524;-38.13080360867914
1739209726.008653;-38.13080360867914
1739209726.0086536;-35.57807855764607
1739209726.0086544;-38.13080360867914
1739209726.0086548;-38.13080360867914
1739209726.0086555;-38.13080360867914
1739209726.0086563;-45.120503652039325
1739209726.008657;-38.13080360867914
1739209726.0086575;-38.13080360867914
1739209726.008026;-38.13080360867914
1739209726.008027;-45.120503652039325
1739209726.0080285;-38.13080360867914
1739209726.00803;-38.13080360867914
1739209726.0080311;-45.120503652039325
1739209726.0080326;-38.13080360867914
1739209726.0080338;-45.120503652039325
1739209726.0080352;-45.120503652039325
1739209726.0080364;-38.13080360867914
1739209726.0080378;-38.13080360867914
1739209726.0080392;-38.13080360867914
1739209726.0080404;-45.120503652039325
1739209726.0080419;-38.13080360867914
1739209726.008043;-45.120503652039325
1739209726.0080445;-45.120503652039325
1739209726.008046;-33.981070128970906
1739209726.008047;-45.120503652039325
1739209726.0080485;-45.120503652039325
1739209726.0080497;-35.57807855764607
1739209726.0080512;-35.57807855764607
1739209726.0080526;-38.13080360867914
1739209726.0080538;-35.57807855764607
1739209726.0080552;-38.13080360867914
1739209726.0080564;-32.816014438256545
1739209726.0080578;-33.981070128970906
1739209726.0080593;-33.981070128970906
1739209726.0080605;-38.13080360867914
1739209726.008062;-32.816014438256545
1739209726.008063;-45.120503652039325
1739209726.0080645;-45.120503652039325
1739209726.0080657;-33.981070128970906
1739209726.0080671;-38.13080360867914
1739209726.0080686;-45.120503652039325
1739209726.0080698;-45.120503652039325
1739209726.0080712;-33.981070128970906
1739209726.0080724;-38.13080360867914
1739209726.0080738;-45.120503652039325
1739209726.0080752;-45.120503652039325
1739209726.0080764;-38.13080360867914
1739209726.0080779;-45.120503652039325
1739209726.008079;-45.120503652039325
1739209726.0080805;-45.120503652039325
1739209726.008082;-45.120503652039325
1739209726.008083;-45.120503652039325
1739209726.0080845;-45.120503652039325
1739209726.0080857;-45.120503652039325
1739209726.0080872;-45.120503652039325
1739209726.0080886;-45.120503652039325
1739209726.0080898;-45.120503652039325
1739209726.0080912;-33.981070128970906
1739209726.0080924;-38.13080360867914
1739209726.0080938;-45.120503652039325
1739209726.008095;-45.120503652039325
1739209726.0080965;-38.13080360867914
1739209726.008098;-38.13080360867914
1739209726.008099;-35.57807855764607
1739209726.0081005;-38.13080360867914
1739209726.0081017;-45.120503652039325
1739209726.0081031;-45.120503652039325
1739209726.0081046;-38.13080360867914
1739209726.0081058;-38.13080360867914
1739209726.0081072;-45.120503652039325
1739209726.0081084;-38.13080360867914
1739209726.0081098;-35.57807855764607
1739209726.0081112;-38.13080360867914
1739209726.0081124;-38.13080360867914
1739209726.0081139;-31.141103565318915
1739209726.008115;-38.13080360867914
1739209726.0081165;-38.13080360867914
1739209726.008118;-45.120503652039325
1739209726.008119;-33.981070128970906
1739209726.0081205;-35.57807855764607
1739209726.0081217;-35.57807855764607
1739209726.0081232;-38.13080360867914
1739209726.0081244;-38.13080360867914
1739209726.0081258;-45.120503652039325
1739209726.0081272;-45.120503652039325
1739209726.0081284;-45.120503652039325
1739209726.0081298;-38.13080360867914
1739209726.008131;-35.57807855764607
1739209726.0081325;-45.120503652039325
1739209726.008134;-45.120503652039325
1739209726.008135;-38.13080360867914
1739209726.0081365;-33.981070128970906
1739209726.0081377;-38.13080360867914
1739209726.0081391;-45.120503652039325
1739209726.0081406;-28.992665084841942
1739209726.0081418;-35.57807855764607
1739209726.0081432;-45.120503652039325
1739209726.0081444;-38.13080360867914
1739209726.0081458;-35.57807855764607
1739209726.0081472;-38.13080360867914
1739209726.0081484;-38.13080360867914
1739209726.0081499;-45.120503652039325
1739209726.008151;-35.57807855764607
1739209726.0081525;-38.13080360867914
1739209726.0081537;-38.13080360867914
1739209726.008155;-45.120503652039325
1739209726.0081565;-38.13080360867914
1739209726.0081577;-45.120503652039325
1739209726.0081592;-45.120503652039325
1739209726.0081604;-45.120503652039325
1739209726.0081618;-27.267205301931607
1739209726.0081632;-35.57807855764607
1739209726.0081644;-45.120503652039325
1739209726.0081658;-45.120503652039325
1739209726.008167;-38.13080360867914
1739209726.0081685;-38.13080360867914
1739209726.00817;-38.13080360867914
1739209726.008171;-38.13080360867914
1739209726.0081725;-32.81601443825658
1739209726.0081737;-45.120503652039325
1739209726.0081751;-45.120503652039325
1739209726.0081766;-45.120503652039325
1739209726.0081778;-45.120503652039325
1739209726.0081792;-38.13080360867914
1739209726.0081804;-35.57807855764607
1739209726.0081818;-45.120503652039325
1739209726.008183;-27.267205301931607
1739209726.0081844;-35.57807855764607
1739209726.0081859;-38.13080360867914
1739209726.008187;-38.13080360867914
1739209726.0081885;-32.816014438256545
1739209726.0081897;-35.57807855764607
1739209726.008191;-38.13080360867914
1739209726.0081925;-38.13080360867914
1739209726.0081937;-45.120503652039325
1739209726.0081952;-38.13080360867914
1739209726.0081964;-38.13080360867914
1739209726.0081978;-45.120503652039325
1739209726.0081992;-35.57807855764607
1739209726.0082004;-35.57807855764607
1739209726.0082018;-45.120503652039325
1739209726.008203;-45.120503652039325
1739209726.0082045;-38.13080360867914
1739209726.008206;-38.13080360867914
1739209726.008207;-38.13080360867914
1739209726.0082085;-45.120503652039325
1739209726.0082097;-45.120503652039325
1739209726.0082111;-38.13080360867914
1739209726.0082123;-38.13080360867914
1739209726.0082138;-45.120503652039325
1739209726.0082152;-30.49652367304973
1739209726.0082164;-32.816014438256545
1739209726.0082178;-45.120503652039325
1739209726.008219;-45.120503652039325
1739209726.0082204;-33.981070128970906
1739209726.0082219;-38.13080360867914
1739209726.008223;-45.120503652039325
1739209726.0082245;-38.13080360867914
1739209726.0082257;-45.120503652039325
1739209726.008227;-45.120503652039325
1739209726.0082285;-45.120503652039325
1739209726.0082297;-45.120503652039325
1739209726.0082312;-45.120503652039325
1739209726.0082324;-33.981070128970906
1739209726.0082338;-38.13080360867914
1739209726.0082352;-45.120503652039325
1739209726.0082364;-28.58837851428586
1739209726.0082378;-26.991370085610736
1739209726.008239;-45.120503652039325
1739209726.0082405;-45.120503652039325
1739209726.0082417;-33.981070128970906
1739209726.008243;-35.57807855764607
1739209726.0082445;-45.120503652039325
1739209726.0082457;-38.13080360867914
1739209726.0082471;-45.120503652039325
1739209726.0082483;-45.120503652039325
1739209726.0082498;-35.57807855764607
1739209726.0086582;-45.120503652039325
1739209726.008659;-38.13080360867914
1739209726.0086594;-38.13080360867914
1739209726.00866;-33.981070128970906
1739209726.0086608;-38.13080360867914
1739209726.0086613;-45.120503652039325
1739209726.008662;-38.13080360867914
1739209726.0086627;-38.13080360867914
1739209726.0086632;-45.120503652039325
1739209726.008664;-45.120503652039325
1739209726.0086646;-38.13080360867914
1739209726.008665;-38.13080360867914
1739209726.0086658;-38.13080360867914
1739209726.0086665;-35.57807855764607
1739209726.008667;-45.120503652039325
1739209726.0086677;-45.120503652039325
1739209726.0086684;-35.57807855764607
1739209726.008669;-35.57807855764607
