CAN Message; 0x150:0500a04bdb97462b
1739209755.3558826;-45.120503652039325
1739209755.355885;-45.120503652039325
1739209755.3558874;-45.120503652039325
1739209755.3558898;-45.120503652039325
1739209755.3558922;-38.13080360867914
1739209755.3558946;-45.120503652039325
1739209755.355897;-30.49652367304973
1739209755.355899;-28.21854285175415
1739209755.3559015;-45.120503652039325
1739209755.3559039;-45.120503652039325
1739209755.3559062;-33.981070128970906
1739209755.3559086;-32.816014438256545
1739209755.355911;-45.120503652039325
1739209755.3559134;-45.120503652039325
1739209755.3559155;-45.120503652039325
1739209755.355918;-38.13080360867914
1739209755.3559203;-33.981070128970906
1739209755.3559227;-45.120503652039325
1739209755.355925;-45.120503652039325
1739209755.3559275;-35.57807855764607
1739209755.3559299;-45.120503652039325
1739209755.355932;-45.120503652039325
1739209755.3559344;-45.120503652039325
1739209755.3559368;-38.13080360867914
1739209755.3559391;-38.13080360867914
1739209755.3559415;-45.120503652039325
1739209755.355944;-38.13080360867914
1739209755.3559463;-45.120503652039325
1739209755.3559487;-45.120503652039325
1739209755.3559508;-45.120503652039325
1739209755.3559532;-38.13080360867914
1739209755.3559556;-38.13080360867914
1739209755.355958;-45.120503652039325
1739209755.3559604;-38.13080360867914
1739209755.3559628;-38.13080360867914
1739209755.3559651;-45.120503652039325
1739209755.3559673;-45.120503652039325
1739209755.3559697;-38.13080360867914
1739209755.355972;-45.120503652039325
1739209755.3559744;-45.120503652039325
1739209755.3559768;-33.981070128970906
1739209755.3559792;-38.13080360867914
1739209755.3559816;-45.120503652039325
1739209755.3559837;-45.120503652039325
1739209755.355986;-32.816014438256545
1739209755.3559885;-38.13080360867914
1739209755.355991;-38.13080360867914
1739209755.3559933;-35.57807855764607
1739209755.3559957;-45.120503652039325
1739209755.355998;-38.13080360867914
1739209755.3560004;-38.13080360867914
1739209755.3560026;-45.120503652039325
1739209755.356005;-45.120503652039325
1739209755.3560073;-45.120503652039325
1739209755.3560097;-38.13080360867914
1739209755.356012;-45.120503652039325
1739209755.3560145;-45.120503652039325
1739209755.3560169;-45.120503652039325
1739209755.356019;-45.120503652039325
1739209755.3560214;-35.57807855764607
1739209755.3560238;-45.120503652039325
1739209755.3560262;-45.120503652039325
1739209755.3560286;-45.120503652039325
1739209755.356031;-33.981070128970906
1739209755.3560333;-33.981070128970906
1739209755.3560355;-45.120503652039325
1739209755.3560379;-38.13080360867914
1739209755.3560402;-38.13080360867914
1739209755.3560426;-38.13080360867914
1739209755.356045;-45.120503652039325
1739209755.3560474;-38.13080360867914
1739209755.3560498;-33.981070128970906
1739209755.3560522;-45.120503652039325
1739209755.3560543;-45.120503652039325
1739209755.3560567;-38.13080360867914
1739209755.356059;-38.13080360867914
1739209755.3560615;-45.120503652039325
1739209755.3560638;-45.120503652039325
1739209755.3560662;-33.981070128970906
1739209755.3560686;-38.13080360867914
1739209755.3560708;-38.13080360867914
1739209755.3560731;-45.120503652039325
1739209755.3560755;-38.13080360867914
1739209755.356078;-33.981070128970906
1739209755.3560803;-38.13080360867914
1739209755.3560827;-45.120503652039325
1739209755.356085;-35.57807855764607
1739209755.3560872;-38.13080360867914
1739209755.3560896;-38.13080360867914
1739209755.356092;-38.13080360867914
1739209755.3560944;-38.13080360867914
1739209755.3560967;-45.120503652039325
1739209755.3560991;-45.120503652039325
1739209755.3561015;-38.13080360867914
1739209755.3561037;-38.13080360867914
1739209755.356106;-38.13080360867914
1739209755.3561084;-33.981070128970906
1739209755.3561108;-33.981070128970906
1739209755.3561132;-38.13080360867914
1739209755.3561156;-38.13080360867914
1739209755.356118;-38.13080360867914
1739209755.3561203;-45.120503652039325
1739209755.3561225;-38.13080360867914
1739209755.3561249;-33.981070128970906
1739209755.3561273;-31.141103565318915
1739209755.3561296;-45.120503652039325
1739209755.356132;-45.120503652039325
1739209755.3561344;-45.120503652039325
1739209755.3561368;-38.13080360867914
1739209755.356139;-45.120503652039325
1739209755.3561413;-38.13080360867914
1739209755.3561437;-38.13080360867914
1739209755.356146;-28.58837851428586
1739209755.3561485;-38.13080360867914
1739209755.3561509;-38.13080360867914
1739209755.3561532;-38.13080360867914
1739209755.3561554;-38.13080360867914
1739209755.3561578;-33.981070128970906
1739209755.3561602;-45.120503652039325
1739209755.3561625;-45.120503652039325
1739209755.356165;-33.981070128970906
1739209755.3561673;-45.120503652039325
1739209755.3561697;-38.13080360867914
1739209755.356172;-32.816014438256545
1739209755.3561742;-33.981070128970906
1739209755.3561766;-45.120503652039325
1739209755.356179;-45.120503652039325
1739209755.3561814;-45.120503652039325
1739209755.3561838;-32.816014438256545
1739209755.3561862;-45.120503652039325
1739209755.3561885;-45.120503652039325
1739209755.3561907;-38.13080360867914
1739209755.356193;-38.13080360867914
1739209755.3561954;-45.120503652039325
1739209755.3561978;-38.13080360867914
1739209755.3562002;-35.57807855764607
1739209755.3562026;-28.992665084841942
1739209755.356205;-38.13080360867914
1739209755.3562071;-45.120503652039325
1739209755.3562095;-32.816014438256545
1739209755.356212;-33.981070128970906
1739209755.3562143;-45.120503652039325
1739209755.3562167;-45.120503652039325
1739209755.356219;-45.120503652039325
1739209755.3562214;-32.816014438256545
1739209755.3562238;-45.120503652039325
1739209755.356226;-38.13080360867914
1739209755.3562284;-45.120503652039325
1739209755.3562307;-45.120503652039325
1739209755.3562331;-38.13080360867914
1739209755.3562355;-45.120503652039325
1739209755.356238;-45.120503652039325
1739209755.3562403;-38.13080360867914
1739209755.3562424;-35.57807855764607
1739209755.3562448;-45.120503652039325
1739209755.3562472;-45.120503652039325
1739209755.3562496;-45.120503652039325
1739209755.356252;-38.13080360867914
1739209755.3562543;-38.13080360867914
1739209755.3562567;-45.120503652039325
1739209755.3562589;-38.13080360867914
1739209755.3562613;-35.57807855764607
1739209755.3562636;-38.13080360867914
1739209755.356266;-38.13080360867914
1739209755.3562684;-38.13080360867914
1739209755.3562708;-35.57807855764607
1739209755.3562732;-38.13080360867914
1739209755.3562756;-45.120503652039325
1739209755.3562777;-38.13080360867914
1739209755.35628;-32.816014438256545
1739209755.3562825;-38.13080360867914
1739209755.3562849;-45.120503652039325
1739209755.3562872;-45.120503652039325
1739209755.3562896;-32.816014438256545
1739209755.356292;-45.120503652039325
1739209755.3562942;-45.120503652039325
1739209755.3562965;-33.981070128970906
1739209755.356299;-38.13080360867914
1739209755.3563013;-45.120503652039325
1739209755.3563037;-45.120503652039325
1739209755.356306;-45.120503652039325
1739209755.3563085;-45.120503652039325
1739209755.3563106;-38.13080360867914
1739209755.356313;-38.13080360867914
1739209755.3563154;-38.13080360867914
1739209755.3563178;-45.120503652039325
1739209755.3563201;-33.981070128970906
1739209755.3563225;-45.120503652039325
1739209755.356325;-45.120503652039325
1739209755.3563273;-45.120503652039325
1739209755.3563294;-38.13080360867914
1739209755.3563318;-38.13080360867914
1739209755.3563342;-33.981070128970906
1739209755.3563366;-35.57807855764607
1739209755.356339;-38.13080360867914
1739209755.3563414;-35.57807855764607
1739209755.3563437;-38.13080360867914
1739209755.356346;-45.120503652039325
1739209755.3563483;-33.981070128970906
1739209755.3563507;-38.13080360867914
1739209755.356353;-45.120503652039325
1739209755.3563554;-45.120503652039325
1739209755.3563578;-38.13080360867914
1739209755.3563602;-35.57807855764607
1739209755.3563623;-45.120503652039325
1739209755.3563647;-38.13080360867914
1739209755.356367;-45.120503652039325
1739209755.3563695;-38.13080360867914
1739209755.3563719;-38.13080360867914
1739209755.3563743;-33.981070128970906
1739209755.3563766;-38.13080360867914
1739209755.356379;-38.13080360867914
1739209755.3563812;-38.13080360867914
1739209755.3563836;-38.13080360867914
1739209755.356386;-38.13080360867914
1739209755.3563883;-35.57807855764607
1739209755.3563907;-45.120503652039325
1739209755.356393;-33.981070128970956
1739209755.3563955;-45.120503652039325
1739209755.3563976;-45.120503652039325
1739209755.3564;-45.120503652039325
1739209755.3564024;-33.981070128970906
1739209755.3564048;-45.120503652039325
1739209755.3564072;-45.120503652039325
1739209755.3564095;-45.120503652039325
1739209755.356412;-45.120503652039325
1739209755.356414;-45.120503652039325
1739209755.3564165;-45.120503652039325
1739209755.3564188;-38.13080360867914
1739209755.3564212;-35.57807855764607
1739209755.3564236;-45.120503652039325
1739209755.356426;-45.120503652039325
1739209755.3564284;-38.13080360867914
1739209755.3564305;-32.816014438256545
1739209755.356433;-38.13080360867914
1739209755.3564353;-45.120503652039325
1739209755.3564377;-45.120503652039325
1739209755.35644;-45.120503652039325
1739209755.3564425;-45.120503652039325
1739209755.3564448;-45.120503652039325
1739209755.3564472;-38.13080360867914
1739209755.3564494;-38.13080360867914
1739209755.3564517;-45.120503652039325
1739209755.3564541;-45.120503652039325
1739209755.3564565;-38.13080360867914
1739209755.356459;-35.57807855764607
1739209755.3564613;-45.120503652039325
1739209755.3564637;-45.120503652039325
1739209755.3564658;-45.120503652039325
1739209755.3564682;-27.267205301931607
1739209755.3564706;-33.981070128970906
1739209755.356473;-45.120503652039325
1739209755.3564754;-45.120503652039325
1739209755.3564777;-38.13080360867914
1739209755.3564801;-38.13080360867914
1739209755.3564823;-45.120503652039325
1739209755.3564847;-33.981070128970906
1739209755.356487;-38.13080360867914
1739209755.3564894;-45.120503652039325
1739209755.3564918;-45.120503652039325
1739209755.3564942;-45.120503652039325
1739209755.3564966;-45.120503652039325
1739209755.356499;-45.120503652039325
1739209755.356501;-45.120503652039325
1739209755.3565035;-45.120503652039325
1739209755.3565059;-38.13080360867914
1739209755.3565083;-45.120503652039325
1739209755.3565106;-38.13080360867914
1739209755.356513;-38.13080360867914
1739209755.3565154;-45.120503652039325
1739209755.3565176;-45.120503652039325
1739209755.35652;-38.13080360867914
1739209755.3565223;-45.120503652039325
1739209755.3565247;-31.141103565318915
1739209755.356527;-31.141103565318915
1739209755.3565295;-38.13080360867914
1739209755.3565319;-38.13080360867914
1739209755.356534;-38.13080360867914
1739209755.3565364;-38.13080360867914
1739209755.3565388;-38.13080360867914
1739209755.3565412;-38.13080360867914
1739209755.3565435;-45.120503652039325
1739209755.356546;-33.981070128970906
1739209755.3565483;-38.13080360867914
1739209755.3565507;-33.981070128970906
1739209755.3565528;-33.981070128970906
1739209755.3565552;-45.120503652039325
1739209755.3565576;-45.120503652039325
1739209755.35656;-38.13080360867914
1739209755.3565624;-33.981070128970906
1739209755.3565648;-31.141103565318915
1739209755.3565671;-38.13080360867914
1739209755.3565693;-38.13080360867914
1739209755.3565717;-32.816014438256545
1739209755.356574;-38.13080360867914
1739209755.3565764;-45.120503652039325
1739209755.3565788;-38.13080360867914
1739209755.3565812;-38.13080360867914
1739209755.3565836;-45.120503652039325
1739209755.3565857;-45.120503652039325
1739209755.3565881;-38.13080360867914
1739209755.3565905;-38.13080360867914
1739209755.356593;-38.13080360867914
1739209755.3565953;-45.120503652039325
1739209755.3565977;-35.57807855764607
1739209755.3566;-35.57807855764607
1739209755.3566024;-45.120503652039325
1739209755.3566046;-45.120503652039325
1739209755.356607;-45.120503652039325
1739209755.3566093;-38.13080360867914
1739209755.3566117;-38.13080360867914
1739209755.356614;-45.120503652039325
1739209755.3566165;-38.13080360867914
1739209755.356619;-33.981070128970906
1739209755.356621;-33.981070128970906
1739209755.3566234;-38.13080360867914
1739209755.3566258;-45.120503652039325
1739209755.3566282;-38.13080360867914
1739209755.3566306;-32.816014438256545
1739209755.356633;-33.981070128970906
1739209755.3566353;-45.120503652039325
1739209755.3566375;-38.13080360867914
1739209755.3566399;-45.120503652039325
1739209755.3566422;-45.120503652039325
1739209755.3566446;-45.120503652039325
1739209755.356647;-38.13080360867914
1739209755.3566494;-45.120503652039325
1739209755.3566518;-38.13080360867914
1739209755.3566542;-38.13080360867914
1739209755.3566563;-45.120503652039325
1739209755.3566587;-38.13080360867914
1739209755.356661;-45.120503652039325
1739209755.3566635;-38.13080360867914
1739209755.3566658;-38.13080360867914
1739209755.3566682;-38.13080360867914
1739209755.3566706;-45.120503652039325
1739209755.3566728;-45.120503652039325
1739209755.3566751;-38.13080360867914
1739209755.3566775;-38.13080360867914
1739209755.35668;-32.816014438256545
1739209755.3566823;-38.13080360867914
1739209755.3566847;-45.120503652039325
1739209755.356687;-35.57807855764607
1739209755.3566892;-35.57807855764607
1739209755.3566916;-45.120503652039325
1739209755.356694;-38.13080360867914
1739209755.3566964;-45.120503652039325
1739209755.3566988;-38.13080360867914
1739209755.3567011;-38.13080360867914
1739209755.3567035;-45.120503652039325
1739209755.3567057;-45.120503652039325
1739209755.356708;-45.120503652039325
1739209755.3567104;-45.120503652039325
1739209755.3567128;-45.120503652039325
1739209755.3567152;-35.57807855764607
1739209755.3567176;-32.816014438256545
1739209755.35672;-38.13080360867914
1739209755.3567224;-38.13080360867914
1739209755.3567245;-38.13080360867914
1739209755.356727;-38.13080360867914
1739209755.3567293;-45.120503652039325
1739209755.3567317;-45.120503652039325
1739209755.356734;-45.120503652039325
1739209755.3567364;-38.13080360867914
1739209755.3567388;-38.13080360867914
1739209755.356741;-45.120503652039325
1739209755.3567433;-45.120503652039325
1739209755.3567457;-45.120503652039325
1739209755.356748;-45.120503652039325
1739209755.3567505;-38.13080360867914
1739209755.3567529;-45.120503652039325
1739209755.3567553;-45.120503652039325
1739209755.3567574;-45.120503652039325
1739209755.3567598;-45.120503652039325
1739209755.3567622;-38.13080360867914
1739209755.3567646;-38.13080360867914
1739209755.356767;-45.120503652039325
1739209755.3567693;-45.120503652039325
1739209755.3567717;-33.981070128970906
1739209755.356774;-32.816014438256545
1739209755.3567762;-45.120503652039325
1739209755.3567786;-35.57807855764607
1739209755.356781;-38.13080360867914
1739209755.3567834;-38.13080360867914
1739209755.3567858;-45.120503652039325
1739209755.3567882;-45.120503652039325
1739209755.3567905;-45.120503652039325
1739209755.3567927;-38.13080360867914
1739209755.356795;-38.13080360867914
1739209755.3567975;-32.816014438256545
1739209755.3567998;-45.120503652039325
1739209755.3568022;-45.120503652039325
1739209755.3568046;-38.13080360867914
1739209755.356807;-45.120503652039325
1739209755.3568091;-45.120503652039325
1739209755.3568115;-35.57807855764607
1739209755.356814;-45.120503652039325
1739209755.3568163;-45.120503652039325
1739209755.3568187;-38.13080360867914
1739209755.356821;-35.57807855764607
1739209755.3568234;-38.13080360867914
1739209755.3568258;-38.13080360867914
1739209755.356828;-38.13080360867914
1739209755.3568304;-31.141103565318893
1739209755.3568327;-38.13080360867914
1739209755.3568351;-45.120503652039325
1739209755.3568375;-38.13080360867914
1739209755.35684;-32.816014438256545
1739209755.3568423;-45.120503652039325
1739209755.3568444;-45.120503652039325
1739209755.3568468;-45.120503652039325
1739209755.3568492;-45.120503652039325
1739209755.3568516;-45.120503652039325
1739209755.356854;-45.120503652039325
1739209755.3568563;-38.13080360867914
1739209755.3568587;-38.13080360867914
1739209755.3568609;-38.13080360867914
1739209755.3568633;-45.120503652039325
1739209755.3568656;-45.120503652039325
1739209755.356868;-25.252786309376837
1739209755.3568704;-38.13080360867914
1739209755.3568728;-45.120503652039325
1739209755.3568752;-35.57807855764607
1739209755.3568776;-35.57807855764607
1739209755.3568797;-45.120503652039325
1739209755.356882;-45.120503652039325
1739209755.3568845;-38.13080360867914
1739209755.3568869;-45.120503652039325
1739209755.3568892;-45.120503652039325
1739209755.3568916;-38.13080360867914
1739209755.356894;-45.120503652039325
1739209755.3568962;-38.13080360867914
1739209755.3568985;-38.13080360867914
1739209755.356901;-45.120503652039325
1739209755.3569033;-38.13080360867914
1739209755.3569057;-45.120503652039325
1739209755.356908;-45.120503652039325
1739209755.3569105;-38.13080360867914
1739209755.3569126;-45.120503652039325
1739209755.356915;-45.120503652039325
1739209755.3569174;-45.120503652039325
1739209755.3569198;-45.120503652039325
1739209755.3569221;-45.120503652039325
1739209755.3569245;-38.13080360867914
1739209755.356927;-35.57807855764607
1739209755.3569293;-35.57807855764607
1739209755.3569314;-38.13080360867914
1739209755.3569338;-35.57807855764607
1739209755.3569362;-38.13080360867914
1739209755.3569386;-38.13080360867914
1739209755.356941;-45.120503652039325
1739209755.3569434;-38.13080360867914
1739209755.3569458;-45.120503652039325
1739209755.356948;-45.120503652039325
1739209755.3569503;-45.120503652039325
1739209755.3569527;-45.120503652039325
1739209755.356955;-38.13080360867914
1739209755.3569574;-35.57807855764607
1739209755.3569598;-45.120503652039325
1739209755.3569622;-38.13080360867914
1739209755.3569643;-32.816014438256545
1739209755.3569667;-38.13080360867914
1739209755.356969;-38.13080360867914
1739209755.3569715;-38.13080360867914
1739209755.356974;-38.13080360867914
1739209755.3569763;-38.13080360867914
1739209755.3569787;-45.120503652039325
1739209755.3569808;-45.120503652039325
1739209755.3569832;-45.120503652039325
1739209755.3569856;-45.120503652039325
1739209755.356988;-45.120503652039325
1739209755.3569903;-38.13080360867914
1739209755.3569927;-38.13080360867914
1739209755.356995;-45.120503652039325
1739209755.3569975;-45.120503652039325
1739209755.3569996;-38.13080360867914
1739209755.357002;-45.120503652039325
1739209755.3570044;-45.120503652039325
1739209755.3570068;-38.13080360867914
1739209755.3570092;-38.13080360867914
1739209755.3570116;-45.120503652039325
1739209755.357014;-45.120503652039325
1739209755.357016;-45.120503652039325
1739209755.3570185;-38.13080360867914
1739209755.3570209;-33.981070128970906
1739209755.3570232;-45.120503652039325
1739209755.3570256;-38.13080360867914
1739209755.357028;-38.13080360867914
1739209755.3570304;-38.13080360867914
1739209755.3570325;-45.120503652039325
1739209755.357035;-45.120503652039325
1739209755.3570373;-32.816014438256545
1739209755.3570397;-35.57807855764607
1739209755.357042;-45.120503652039325
1739209755.3570445;-38.13080360867914
1739209755.3570468;-38.13080360867914
1739209755.3570492;-38.13080360867914
1739209755.3570514;-45.120503652039325
1739209755.3570538;-45.120503652039325
1739209755.3570561;-45.120503652039325
1739209755.3570585;-38.13080360867914
1739209755.357061;-45.120503652039325
1739209755.3570633;-45.120503652039325
1739209755.3570657;-45.120503652039325
1739209755.3570678;-33.981070128970906
1739209755.3570702;-38.13080360867914
1739209755.3570726;-45.120503652039325
1739209755.357075;-45.120503652039325
1739209755.3570774;-38.13080360867914
1739209755.3570797;-38.13080360867914
1739209755.3570821;-45.120503652039325
1739209755.3570843;-45.120503652039325
1739209755.3570867;-38.13080360867914
1739209755.357089;-45.120503652039325
1739209755.3570914;-45.120503652039325
1739209755.3570938;-45.120503652039325
1739209755.3570962;-45.120503652039325
1739209755.3570986;-45.120503652039325
1739209755.357101;-45.120503652039325
1739209755.357103;-45.120503652039325
1739209755.3571055;-45.120503652039325
1739209755.3571079;-45.120503652039325
1739209755.3571103;-38.13080360867914
1739209755.3571126;-35.57807855764607
1739209755.357115;-28.992665084841942
1739209755.3571174;-38.13080360867914
1739209755.3571196;-38.13080360867914
1739209755.357122;-31.141103565318915
1739209755.3571243;-33.981070128970906
1739209755.3571267;-38.13080360867914
1739209755.357129;-45.120503652039325
1739209755.3571315;-38.13080360867914
1739209755.3571339;-31.141103565318943
1739209755.357136;-38.13080360867914
1739209755.3571384;-38.13080360867914
1739209755.3571408;-38.13080360867914
1739209755.3571432;-45.120503652039325
1739209755.3571455;-45.120503652039325
1739209755.357148;-38.13080360867914
1739209755.3571503;-45.120503652039325
1739209755.3571527;-32.816014438256545
1739209755.3571548;-35.57807855764607
1739209755.3571572;-45.120503652039325
1739209755.3571596;-45.120503652039325
1739209755.357162;-38.13080360867914
1739209755.3571644;-45.120503652039325
1739209755.3571668;-45.120503652039325
1739209755.3571692;-45.120503652039325
1739209755.3571713;-45.120503652039325
1739209755.3571737;-45.120503652039325
1739209755.357176;-45.120503652039325
1739209755.3571784;-45.120503652039325
1739209755.3571808;-33.981070128970906
1739209755.3571832;-31.141103565318893
1739209755.3571856;-45.120503652039325
1739209755.3571877;-38.13080360867914
1739209755.3571901;-45.120503652039325
1739209755.3571925;-45.120503652039325
1739209755.357195;-45.120503652039325
1739209755.3571973;-45.120503652039325
1739209755.3571997;-38.13080360867914
1739209755.357202;-38.13080360867914
1739209755.3572044;-38.13080360867914
1739209755.3572066;-45.120503652039325
1739209755.357209;-28.58837851428586
1739209755.3572114;-27.8777449560314
1739209755.3572137;-45.120503652039325
1739209755.3572161;-45.120503652039325
1739209755.3572185;-38.13080360867914
1739209755.357221;-38.13080360867914
1739209755.357223;-45.120503652039325
1739209755.3572254;-38.13080360867914
1739209755.3572278;-45.120503652039325
1739209755.3572302;-45.120503652039325
1739209755.3572326;-45.120503652039325
1739209755.357235;-45.120503652039325
1739209755.3572373;-38.13080360867914
1739209755.3572395;-38.13080360867914
1739209755.3572419;-38.13080360867914
1739209755.3572443;-45.120503652039325
1739209755.3572466;-33.981070128970906
1739209755.357249;-31.141103565318893
1739209755.3572514;-45.120503652039325
1739209755.3572538;-45.120503652039325
1739209755.3572562;-38.13080360867914
1739209755.3572583;-38.13080360867914
1739209755.3572607;-38.13080360867914
1739209755.357263;-45.120503652039325
1739209755.3572655;-38.13080360867914
1739209755.3572679;-32.816014438256545
1739209755.3572702;-45.120503652039325
1739209755.3572726;-45.120503652039325
1739209755.3572748;-38.13080360867914
1739209755.3572772;-38.13080360867914
1739209755.3572795;-45.120503652039325
1739209755.357282;-38.13080360867914
1739209755.3572843;-45.120503652039325
1739209755.3572867;-45.120503652039325
1739209755.357289;-45.120503652039325
1739209755.3572912;-38.13080360867914
1739209755.3572936;-45.120503652039325
1739209755.357296;-45.120503652039325
1739209755.3572984;-38.13080360867914
1739209755.3573008;-38.13080360867914
1739209755.3573031;-38.13080360867914
1739209755.3573055;-38.13080360867914
1739209755.3573077;-38.13080360867914
1739209755.35731;-35.57807855764607
1739209755.3573124;-38.13080360867914
1739209755.3573148;-38.13080360867914
1739209755.3573172;-38.13080360867914
1739209755.3573196;-38.13080360867914
