CAN Message; 0x1b8:0000c4a05fe5e07a
1739209864.3356605;-35.57807855764607
1739209864.3356748;-35.57807855764607
1739209864.3356893;-38.13080360867914
1739209864.3357036;-35.57807855764607
1739209864.335718;-45.120503652039325
1739209864.3357322;-45.120503652039325
1739209864.3357465;-38.13080360867914
1739209864.3357608;-45.120503652039325
1739209864.3357751;-45.120503652039325
1739209864.3357897;-45.120503652039325
1739209864.335804;-38.13080360867914
1739209864.3358183;-35.57807855764607
1739209864.3358326;-45.120503652039325
1739209864.335847;-45.120503652039325
1739209864.3358612;-38.13080360867914
1739209864.3358755;-38.13080360867914
1739209864.33589;-45.120503652039325
1739209864.3359044;-45.120503652039325
1739209864.3359187;-32.816014438256545
1739209864.335933;-45.120503652039325
1739209864.3359473;-31.141103565318893
1739209864.3359616;-28.21854285175415
1739209864.3359761;-38.13080360867914
1739209864.3359904;-38.13080360867914
1739209864.3360047;-45.120503652039325
1739209864.336019;-45.120503652039325
1739209864.3360333;-38.13080360867914
1739209864.3360476;-38.13080360867914
1739209864.336062;-38.13080360867914
1739209864.3360765;-45.120503652039325
1739209864.3360908;-38.13080360867914
1739209864.336105;-45.120503652039325
1739209864.3361194;-45.120503652039325
1739209864.3361337;-38.13080360867914
1739209864.336148;-38.13080360867914
1739209864.3361626;-45.120503652039325
1739209864.3361769;-45.120503652039325
1739209864.3361912;-45.120503652039325
1739209864.3362055;-45.120503652039325
1739209864.3362198;-38.13080360867914
1739209864.336234;-45.120503652039325
1739209864.3362484;-45.120503652039325
1739209864.336263;-38.13080360867914
1739209864.3362772;-38.13080360867914
1739209864.3362916;-38.13080360867914
1739209864.3363059;-35.57807855764607
1739209864.3363202;-45.120503652039325
1739209864.3363345;-45.120503652039325
1739209864.336349;-38.13080360867914
1739209864.3363633;-35.57807855764607
1739209864.3363776;-45.120503652039325
1739209864.336392;-45.120503652039325
1739209864.3364062;-38.13080360867914
1739209864.3364205;-45.120503652039325
1739209864.3364348;-45.120503652039325
1739209864.3364494;-38.13080360867914
1739209864.3364637;-45.120503652039325
1739209864.336478;-45.120503652039325
1739209864.3364923;-38.13080360867914
1739209864.3365066;-32.816014438256545
1739209864.336521;-38.13080360867914
1739209864.3365355;-45.120503652039325
1739209864.3365498;-33.981070128970906
1739209864.336564;-35.57807855764607
1739209864.3365784;-38.13080360867914
1739209864.3365927;-38.13080360867914
1739209864.336607;-38.13080360867914
1739209864.3366213;-45.120503652039325
1739209864.3366358;-38.13080360867914
1739209864.3366501;-45.120503652039325
1739209864.3366644;-38.13080360867914
1739209864.3366787;-35.57807855764607
1739209864.336693;-45.120503652039325
1739209864.3367074;-38.13080360867914
1739209864.3367217;-38.13080360867914
1739209864.3367362;-38.13080360867914
1739209864.3367505;-38.13080360867914
1739209864.3367648;-45.120503652039325
1739209864.336779;-38.13080360867914
1739209864.3367934;-38.13080360867914
1739209864.3368077;-45.120503652039325
1739209864.3368223;-38.13080360867914
1739209864.3368366;-38.13080360867914
1739209864.336851;-38.13080360867914
1739209864.3368652;-38.13080360867914
1739209864.3368795;-45.120503652039325
1739209864.3368938;-38.13080360867914
1739209864.336908;-45.120503652039325
1739209864.3369226;-38.13080360867914
1739209864.336937;-35.57807855764607
1739209864.3369513;-38.13080360867914
1739209864.3369656;-45.120503652039325
1739209864.3369799;-38.13080360867914
1739209864.3369942;-45.120503652039325
1739209864.3370087;-38.13080360867914
1739209864.337023;-45.120503652039325
1739209864.3370373;-45.120503652039325
1739209864.3370516;-45.120503652039325
1739209864.337066;-38.13080360867914
1739209864.3370802;-32.816014438256545
1739209864.3370945;-38.13080360867914
1739209864.337109;-45.120503652039325
1739209864.3371234;-33.981070128970906
1739209864.3371377;-45.120503652039325
1739209864.337152;-45.120503652039325
1739209864.3371663;-38.13080360867914
1739209864.3371806;-35.57807855764607
1739209864.3371952;-45.120503652039325
1739209864.3372095;-38.13080360867914
1739209864.3372238;-35.57807855764607
1739209864.337238;-38.13080360867914
1739209864.3372524;-45.120503652039325
1739209864.3372667;-38.13080360867914
1739209864.337281;-35.57807855764607
1739209864.3372955;-45.120503652039325
1739209864.3373098;-38.13080360867914
1739209864.3373241;-45.120503652039325
1739209864.3373384;-45.120503652039325
1739209864.3373528;-33.981070128970906
1739209864.337367;-35.57807855764607
1739209864.3373814;-38.13080360867914
1739209864.337396;-45.120503652039325
1739209864.3374102;-35.57807855764607
1739209864.3374245;-35.57807855764607
1739209864.3374388;-38.13080360867914
1739209864.3374531;-45.120503652039325
1739209864.3374674;-38.13080360867914
1739209864.337482;-45.120503652039325
1739209864.3374963;-45.120503652039325
1739209864.3375106;-38.13080360867914
1739209864.337525;-38.13080360867914
1739209864.3375392;-45.120503652039325
1739209864.3375535;-38.13080360867914
1739209864.3375678;-38.13080360867914
1739209864.3375823;-33.981070128970906
1739209864.3375967;-38.13080360867914
1739209864.337611;-45.120503652039325
1739209864.3376253;-45.120503652039325
1739209864.3376396;-31.141103565318915
1739209864.3376539;-38.13080360867914
1739209864.3376684;-45.120503652039325
1739209864.3376827;-45.120503652039325
1739209864.337697;-38.13080360867914
1739209864.3377113;-45.120503652039325
1739209864.3377256;-38.13080360867914
1739209864.33774;-35.57807855764607
1739209864.3377542;-45.120503652039325
1739209864.3377688;-38.13080360867914
1739209864.337783;-38.13080360867914
1739209864.3377974;-38.13080360867914
1739209864.3378117;-45.120503652039325
1739209864.337826;-38.13080360867914
1739209864.3378403;-38.13080360867914
1739209864.3378549;-45.120503652039325
1739209864.3378692;-38.13080360867914
1739209864.3378835;-38.13080360867914
1739209864.3378978;-38.13080360867914
1739209864.337912;-38.13080360867914
1739209864.3379264;-28.992665084841942
1739209864.3379407;-31.141103565318915
1739209864.3379552;-45.120503652039325
1739209864.3379695;-38.13080360867914
1739209864.3379838;-45.120503652039325
1739209864.3379982;-45.120503652039325
1739209864.3380125;-45.120503652039325
1739209864.3380268;-45.120503652039325
1739209864.3380413;-45.120503652039325
1739209864.3380556;-45.120503652039325
1739209864.33807;-38.13080360867914
1739209864.3380842;-45.120503652039325
1739209864.3380985;-45.120503652039325
1739209864.3381128;-45.120503652039325
1739209864.3381271;-38.13080360867914
1739209864.3381417;-45.120503652039325
1739209864.338156;-33.981070128970906
1739209864.3381703;-33.981070128970906
1739209864.3381846;-45.120503652039325
1739209864.338199;-45.120503652039325
1739209864.3382132;-38.13080360867914
1739209864.3382275;-45.120503652039325
1739209864.338242;-38.13080360867914
1739209864.3382564;-38.13080360867914
1739209864.3382707;-32.816014438256545
1739209864.338285;-31.141103565318915
1739209864.3382993;-45.120503652039325
1739209864.3383136;-45.120503652039325
1739209864.3383281;-33.981070128970906
1739209864.3383424;-35.57807855764607
1739209864.3383567;-38.13080360867914
1739209864.338371;-38.13080360867914
1739209864.3383853;-45.120503652039325
1739209864.3383996;-45.120503652039325
1739209864.338414;-38.13080360867914
1739209864.3384285;-24.438645034577675
1739209864.3384428;-28.992665084841942
1739209864.338457;-45.120503652039325
1739209864.3384714;-38.13080360867914
1739209864.3384857;-45.120503652039325
1739209864.3385;-27.267205301931607
1739209864.3385146;-25.826314394896354
1739209864.3385289;-45.120503652039325
1739209864.3385432;-45.120503652039325
1739209864.3385575;-28.992665084841942
1739209864.3385718;-33.981070128970906
1739209864.338586;-38.13080360867914
1739209864.3386004;-31.141103565318943
1739209864.338615;-24.15140352195873
1739209864.3386292;-32.816014438256545
1739209864.3386436;-45.120503652039325
1739209864.3386579;-38.13080360867914
1739209864.3386722;-32.816014438256545
1739209864.3386865;-29.438486411369333
1739209864.338701;-45.120503652039325
1739209864.3387153;-38.13080360867914
1739209864.3387296;-38.13080360867914
1739209864.338744;-38.13080360867914
1739209864.3387582;-31.141103565318915
1739209864.3387725;-26.991370085610722
1739209864.3387868;-25.62660358559016
1739209864.3388014;-31.14110356531892
1739209864.3388157;-31.14110356531892
1739209864.33883;-29.438486411369375
1739209864.3388443;-29.438486411369333
1739209864.3388586;-27.267205301931607
1739209864.338873;-38.13080360867914
1739209864.3388872;-31.141103565318915
1739209864.3389018;-33.981070128970906
1739209864.338916;-32.816014438256545
1739209864.3389304;-45.120503652039325
1739209864.3389447;-24.589719217205094
1739209864.338959;-23.506823629689542
1739209864.3413894;-31.141103565318915
1739209864.3413963;-35.57807855764607
1739209864.341403;-45.120503652039325
1739209864.34141;-28.992665084841942
1739209864.3414166;-25.826314394896354
1739209864.3414235;-27.267205301931607
1739209864.3414302;-45.120503652039325
1739209864.3414369;-22.740042620751332
1739209864.3414438;-35.57807855764607
1739209864.3414505;-38.13080360867914
1739209864.3414574;-38.13080360867914
1739209864.341464;-38.13080360867914
1739209864.3414707;-26.487275050834725
1739209864.3414776;-38.13080360867914
1739209864.3414843;-27.267205301931607
1739209864.3414912;-38.13080360867914
1739209864.341498;-30.49652367304976
1739209864.3415048;-33.981070128970906
1739209864.3415115;-28.58837851428586
1739209864.3415182;-32.816014438256545
1739209864.341525;-45.120503652039325
1739209864.3415318;-45.120503652039325
1739209864.3415387;-25.62660358559016
1739209864.3415453;-33.981070128970906
1739209864.3415523;-27.267205301931607
1739209864.341559;-27.877744956031414
1739209864.3415656;-24.74623867263306
1739209864.3415725;-30.49652367304973
1739209864.3415792;-31.141103565318893
1739209864.341586;-26.035653463252796
1739209864.3415928;-32.816014438256545
1739209864.3415995;-33.981070128970906
1739209864.3416064;-32.816014438256545
1739209864.341613;-35.57807855764607
1739209864.34162;-31.141103565318915
1739209864.3416266;-29.438486411369333
1739209864.3416336;-28.58837851428586
1739209864.3416402;-38.13080360867914
1739209864.341647;-28.992665084841942
1739209864.3416538;-28.21854285175415
1739209864.3416605;-33.981070128970906
1739209864.3416674;-33.981070128970906
1739209864.341674;-28.21854285175415
1739209864.341681;-24.15140352195872
1739209864.3416877;-26.991370085610754
1739209864.3416944;-38.13080360867914
1739209864.3417013;-25.826314394896357
1739209864.341708;-33.981070128970956
1739209864.3417149;-29.438486411369347
1739209864.3417215;-32.816014438256545
1739209864.3417282;-30.49652367304973
1739209864.3417351;-33.981070128970906
1739209864.3417418;-38.13080360867914
1739209864.3417487;-33.981070128970906
1739209864.3417554;-27.877744956031414
1739209864.3417623;-32.816014438256545
1739209864.341769;-29.438486411369354
1739209864.3417757;-38.13080360867914
1739209864.3417826;-26.991370085610747
1739209864.3417892;-45.120503652039325
1739209864.3417962;-33.981070128970906
1739209864.3418028;-33.981070128970906
1739209864.3418097;-38.13080360867914
1739209864.3418164;-33.981070128970906
1739209864.341823;-25.826314394896357
1739209864.34183;-33.981070128970906
1739209864.3418367;-33.981070128970906
1739209864.3418436;-31.141103565318943
1739209864.3418503;-32.816014438256545
1739209864.341857;-24.746238672633048
1739209864.3418639;-27.877744956031417
1739209864.3418705;-30.49652367304973
1739209864.3418775;-30.49652367304973
1739209864.3418841;-45.120503652039325
1739209864.341891;-33.981070128970906
1739209864.3418977;-38.13080360867914
1739209864.3419044;-31.141103565318915
1739209864.3419113;-30.49652367304973
1739209864.341918;-45.120503652039325
1739209864.341925;-27.8777449560314
1739209864.3419316;-26.487275050834725
1739209864.3419385;-32.81601443825658
1739209864.3419452;-27.267205301931607
1739209864.3419518;-28.58837851428586
1739209864.3419588;-45.120503652039325
1739209864.3419654;-24.438645034577675
1739209864.3419724;-38.13080360867914
1739209864.341979;-31.141103565318915
1739209864.3419857;-25.826314394896357
1739209864.3419926;-28.58837851428586
1739209864.3419993;-30.49652367304976
1739209864.3420062;-32.816014438256545
1739209864.342013;-27.267205301931607
1739209864.3420198;-45.120503652039325
1739209864.3420265;-28.992665084841942
1739209864.3420331;-27.8777449560314
1739209864.34204;-38.13080360867914
1739209864.3420467;-29.438486411369333
1739209864.3420537;-31.141103565318915
1739209864.3420603;-28.992665084841942
1739209864.3420672;-38.13080360867914
1739209864.342074;-26.991370085610722
1739209864.3420806;-28.58837851428586
1739209864.3420875;-26.991370085610722
1739209864.3420942;-38.13080360867914
1739209864.342101;-28.58837851428586
1739209864.3421078;-25.826314394896357
1739209864.3421144;-45.120503652039325
1739209864.3421214;-38.13080360867914
1739209864.342128;-31.141103565318915
1739209864.342135;-26.991370085610722
1739209864.3421416;-38.13080360867914
1739209864.3421485;-31.141103565318893
1739209864.3421552;-31.141103565318915
1739209864.342162;-38.13080360867914
1739209864.3421688;-38.13080360867914
1739209864.3421755;-31.14110356531892
1739209864.3421824;-33.981070128970906
1739209864.342189;-28.992665084841942
1739209864.342196;-45.120503652039325
1739209864.3422027;-28.992665084841942
1739209864.3422093;-45.120503652039325
1739209864.3422163;-38.13080360867914
1739209864.342223;-32.816014438256545
1739209864.3422298;-45.120503652039325
1739209864.3422365;-45.120503652039325
1739209864.3422432;-45.120503652039325
1739209864.34225;-32.816014438256545
1739209864.3422568;-45.120503652039325
1739209864.3422637;-45.120503652039325
1739209864.3422704;-38.13080360867914
1739209864.3422773;-35.57807855764607
1739209864.342284;-45.120503652039325
1739209864.3422906;-45.120503652039325
1739209864.3422976;-45.120503652039325
1739209864.3423042;-45.120503652039325
1739209864.3423111;-45.120503652039325
1739209864.3423178;-38.13080360867914
1739209864.3423247;-38.13080360867914
1739209864.3423314;-45.120503652039325
1739209864.342338;-45.120503652039325
1739209864.342345;-45.120503652039325
1739209864.3423517;-33.981070128970906
1739209864.3423586;-45.120503652039325
1739209864.3423653;-38.13080360867914
1739209864.342372;-45.120503652039325
1739209864.3423789;-38.13080360867914
1739209864.3423855;-32.816014438256545
1739209864.3423924;-45.120503652039325
1739209864.3423991;-45.120503652039325
1739209864.342406;-45.120503652039325
1739209864.3424127;-38.13080360867914
1739209864.3424194;-45.120503652039325
1739209864.3424263;-45.120503652039325
1739209864.342433;-38.13080360867914
1739209864.34244;-45.120503652039325
1739209864.3424466;-45.120503652039325
1739209864.3424535;-45.120503652039325
1739209864.3424602;-33.981070128970906
1739209864.3424668;-45.120503652039325
1739209864.3424737;-38.13080360867914
1739209864.3424804;-38.13080360867914
1739209864.3424873;-45.120503652039325
1739209864.342494;-32.816014438256545
1739209864.3425007;-38.13080360867914
1739209864.3425076;-45.120503652039325
1739209864.3425143;-38.13080360867914
1739209864.3425212;-35.57807855764607
1739209864.3425279;-38.13080360867914
1739209864.3425348;-35.57807855764607
1739209864.3425415;-45.120503652039325
1739209864.3425481;-45.120503652039325
1739209864.342555;-45.120503652039325
1739209864.3425617;-45.120503652039325
1739209864.3425686;-45.120503652039325
1739209864.3425753;-45.120503652039325
1739209864.342582;-45.120503652039325
1739209864.342589;-45.120503652039325
1739209864.3425956;-33.981070128970906
1739209864.3426025;-45.120503652039325
1739209864.3426092;-45.120503652039325
1739209864.342616;-45.120503652039325
1739209864.3426228;-35.57807855764607
1739209864.3426294;-35.57807855764607
1739209864.3426363;-38.13080360867914
1739209864.342643;-38.13080360867914
1739209864.34265;-35.57807855764607
1739209864.3426566;-26.991370085610736
1739209864.3426635;-38.13080360867914
1739209864.3426702;-45.120503652039325
1739209864.3426769;-38.13080360867914
1739209864.3426838;-38.13080360867914
1739209864.3426905;-38.13080360867914
1739209864.3426974;-38.13080360867914
1739209864.342704;-38.13080360867914
1739209864.3427107;-33.981070128970956
1739209864.3427176;-45.120503652039325
1739209864.3427243;-45.120503652039325
1739209864.3427312;-38.13080360867914
1739209864.342738;-45.120503652039325
1739209864.3427448;-45.120503652039325
1739209864.3427515;-45.120503652039325
1739209864.3427582;-45.120503652039325
1739209864.342765;-30.49652367304973
1739209864.3427718;-38.13080360867914
1739209864.3427787;-35.57807855764607
1739209864.3427854;-45.120503652039325
1739209864.3427923;-38.13080360867914
1739209864.342799;-45.120503652039325
1739209864.3428056;-45.120503652039325
1739209864.3428125;-45.120503652039325
1739209864.3428192;-38.13080360867914
1739209864.3428261;-38.13080360867914
1739209864.3389733;-28.992665084841967
1739209864.3389878;-45.120503652039325
1739209864.3390021;-45.120503652039325
1739209864.3390164;-33.981070128970906
1739209864.3390307;-38.13080360867914
1739209864.339045;-45.120503652039325
1739209864.3390594;-45.120503652039325
1739209864.3390737;-35.57807855764607
1739209864.3390882;-26.991370085610736
1739209864.3391025;-38.13080360867914
1739209864.3391168;-45.120503652039325
1739209864.339131;-25.62660358559016
1739209864.3391454;-27.8777449560314
1739209864.3391597;-33.981070128970906
1739209864.3391743;-25.62660358559016
1739209864.3391886;-26.991370085610722
1739209864.339203;-38.13080360867914
1739209864.3392172;-31.14110356531892
1739209864.3392315;-45.120503652039325
1739209864.3392458;-38.13080360867914
1739209864.33926;-32.816014438256545
1739209864.3392746;-45.120503652039325
1739209864.339289;-33.981070128970906
1739209864.3393033;-28.992665084841967
1739209864.3393176;-24.74623867263306
1739209864.3393319;-28.992665084841942
1739209864.3393462;-45.120503652039325
1739209864.3393607;-28.992665084841942
1739209864.339375;-38.13080360867914
1739209864.3393893;-32.81601443825658
1739209864.3394036;-31.141103565318893
1739209864.339418;-45.120503652039325
1739209864.3394322;-45.120503652039325
1739209864.3394465;-45.120503652039325
1739209864.339461;-33.981070128970906
1739209864.3394754;-25.826314394896357
1739209864.3394897;-27.267205301931607
1739209864.339504;-38.13080360867914
1739209864.3395183;-32.816014438256545
1739209864.3395326;-27.267205301931607
1739209864.3395472;-32.816014438256545
1739209864.3395615;-33.981070128970906
1739209864.3395758;-32.816014438256545
1739209864.33959;-45.120503652039325
1739209864.3396044;-38.13080360867914
1739209864.3396187;-28.58837851428586
1739209864.339633;-33.981070128970906
1739209864.3396475;-30.49652367304973
1739209864.3396618;-30.49652367304976
1739209864.3396761;-28.992665084841942
1739209864.3396904;-38.13080360867914
1739209864.3397048;-32.81601443825658
1739209864.339719;-45.120503652039325
1739209864.3397334;-28.58837851428586
1739209864.339748;-38.13080360867914
1739209864.3397622;-31.141103565318915
1739209864.3397765;-45.120503652039325
1739209864.3397908;-45.120503652039325
1739209864.3398051;-45.120503652039325
1739209864.3398194;-29.438486411369333
1739209864.339834;-26.487275050834725
1739209864.3398483;-28.218542851754187
1739209864.3398626;-31.14110356531892
1739209864.339877;-33.981070128970906
1739209864.3398912;-45.120503652039325
1739209864.3399055;-32.816014438256545
1739209864.3399198;-45.120503652039325
1739209864.3399343;-38.13080360867914
1739209864.3399487;-45.120503652039325
1739209864.339963;-38.13080360867914
1739209864.3399773;-45.120503652039325
1739209864.3399916;-45.120503652039325
1739209864.3400059;-45.120503652039325
1739209864.3400204;-28.992665084841942
1739209864.3400347;-32.816014438256545
1739209864.340049;-45.120503652039325
1739209864.3400633;-38.13080360867914
1739209864.3400776;-35.57807855764607
1739209864.340092;-35.57807855764607
1739209864.3401062;-38.13080360867914
1739209864.3401208;-38.13080360867914
1739209864.340135;-31.14110356531892
1739209864.3401494;-38.13080360867914
1739209864.3401637;-38.13080360867914
1739209864.340178;-45.120503652039325
1739209864.3401923;-45.120503652039325
1739209864.3402069;-45.120503652039325
1739209864.3402212;-45.120503652039325
1739209864.3402355;-45.120503652039325
1739209864.3402498;-28.992665084841942
1739209864.340264;-38.13080360867914
1739209864.3402784;-45.120503652039325
1739209864.3402927;-45.120503652039325
1739209864.3403072;-33.981070128970906
1739209864.3403215;-38.13080360867914
1739209864.3403358;-38.13080360867914
1739209864.3403502;-32.816014438256545
1739209864.3403645;-35.57807855764607
1739209864.3403788;-45.120503652039325
1739209864.340393;-38.13080360867914
1739209864.3404076;-30.49652367304973
1739209864.340422;-33.981070128970906
1739209864.3404362;-38.13080360867914
1739209864.3404505;-35.57807855764607
1739209864.3404648;-30.49652367304973
1739209864.3404791;-32.816014438256545
1739209864.3404937;-38.13080360867914
1739209864.340508;-38.13080360867914
1739209864.3405223;-35.57807855764607
1739209864.3405366;-33.981070128970906
1739209864.340551;-38.13080360867914
1739209864.3405652;-45.120503652039325
1739209864.3405795;-45.120503652039325
1739209864.340594;-38.13080360867914
1739209864.3406084;-38.13080360867914
1739209864.3406227;-45.120503652039325
1739209864.340637;-38.13080360867914
1739209864.3406513;-38.13080360867914
1739209864.3406656;-45.120503652039325
1739209864.3406801;-45.120503652039325
1739209864.3406944;-38.13080360867914
1739209864.3407087;-38.13080360867914
1739209864.340723;-38.13080360867914
1739209864.3407373;-33.981070128970906
1739209864.3407516;-45.120503652039325
1739209864.340766;-45.120503652039325
1739209864.3407805;-38.13080360867914
1739209864.3407948;-38.13080360867914
1739209864.340809;-45.120503652039325
1739209864.3408234;-28.992665084841942
1739209864.3408377;-30.49652367304973
1739209864.340852;-38.13080360867914
1739209864.3408666;-45.120503652039325
1739209864.3408809;-38.13080360867914
1739209864.3408952;-38.13080360867914
1739209864.3409095;-38.13080360867914
1739209864.3409238;-45.120503652039325
1739209864.340938;-45.120503652039325
1739209864.3409524;-45.120503652039325
1739209864.340967;-38.13080360867914
1739209864.3409812;-38.13080360867914
1739209864.3409956;-38.13080360867914
1739209864.3410099;-45.120503652039325
1739209864.3410242;-38.13080360867914
1739209864.3410385;-35.57807855764607
1739209864.3410528;-45.120503652039325
1739209864.3410673;-45.120503652039325
1739209864.3410816;-33.981070128970906
1739209864.341096;-45.120503652039325
1739209864.3411102;-45.120503652039325
1739209864.3411245;-35.57807855764607
1739209864.3411388;-33.981070128970906
1739209864.3411534;-38.13080360867914
1739209864.3411677;-28.21854285175415
1739209864.341182;-31.141103565318915
1739209864.3411963;-35.57807855764607
1739209864.3412106;-26.991370085610736
1739209864.341225;-45.120503652039325
1739209864.3412392;-28.992665084841942
1739209864.3412538;-30.49652367304973
1739209864.341268;-45.120503652039325
1739209864.3412824;-26.487275050834715
1739209864.3412967;-31.141103565318915
1739209864.341311;-32.816014438256545
1739209864.3413253;-45.120503652039325
1739209864.3413398;-35.57807855764607
1739209864.3413541;-45.120503652039325
1739209864.3413684;-29.438486411369333
1739209864.3413827;-31.141103565318915
1739209864.3483353;-45.120503652039325
1739209864.3483493;-45.120503652039325
1739209864.3483632;-38.13080360867914
1739209864.348377;-38.13080360867914
1739209864.348391;-32.816014438256545
1739209864.348405;-38.13080360867914
1739209864.3484187;-38.13080360867914
1739209864.3484325;-38.13080360867914
1739209864.3484466;-38.13080360867914
1739209864.3484604;-35.57807855764607
1739209864.3484743;-38.13080360867914
1739209864.3484883;-45.120503652039325
1739209864.3485022;-45.120503652039325
1739209864.348516;-45.120503652039325
1739209864.34853;-45.120503652039325
1739209864.348544;-45.120503652039325
1739209864.3485577;-38.13080360867914
1739209864.3485718;-45.120503652039325
1739209864.3485856;-33.981070128970906
1739209864.3485994;-35.57807855764607
1739209864.3486135;-38.13080360867914
1739209864.3486273;-45.120503652039325
1739209864.3486412;-33.981070128970906
1739209864.348655;-38.13080360867914
1739209864.348669;-33.981070128970906
1739209864.3486829;-38.13080360867914
1739209864.3486967;-45.120503652039325
1739209864.3487108;-45.120503652039325
1739209864.3487246;-31.141103565318915
1739209864.3487384;-31.141103565318893
1739209864.3487525;-45.120503652039325
1739209864.3487663;-45.120503652039325
1739209864.3487802;-45.120503652039325
1739209864.3487942;-45.120503652039325
1739209864.348808;-45.120503652039325
1739209864.3488219;-38.13080360867914
1739209864.3488357;-38.13080360867914
1739209864.3488498;-38.13080360867914
1739209864.3488636;-38.13080360867914
1739209864.3488774;-38.13080360867914
1739209864.3488915;-45.120503652039325
1739209864.3489053;-38.13080360867914
1739209864.3489192;-35.57807855764607
1739209864.3489332;-45.120503652039325
1739209864.348947;-32.816014438256545
1739209864.3489609;-27.8777449560314
1739209864.348975;-45.120503652039325
1739209864.3489888;-45.120503652039325
1739209864.3490026;-35.57807855764607
1739209864.3490164;-38.13080360867914
1739209864.3490305;-45.120503652039325
1739209864.3490443;-45.120503652039325
1739209864.3490582;-45.120503652039325
1739209864.3490722;-45.120503652039325
1739209864.349086;-35.57807855764607
1739209864.3490999;-35.57807855764607
1739209864.349114;-45.120503652039325
1739209864.3491278;-45.120503652039325
1739209864.3491416;-33.981070128970906
1739209864.3491557;-38.13080360867914
1739209864.3491695;-38.13080360867914
1739209864.3491833;-38.13080360867914
1739209864.3491974;-38.13080360867914
1739209864.3492112;-35.57807855764607
1739209864.349225;-38.13080360867914
1739209864.3492389;-35.57807855764607
1739209864.349253;-45.120503652039325
1739209864.3492668;-45.120503652039325
1739209864.3492806;-35.57807855764607
1739209864.3492947;-29.438486411369333
1739209864.3493085;-38.13080360867914
1739209864.3493223;-35.57807855764607
1739209864.3493364;-38.13080360867914
1739209864.3493502;-35.57807855764607
1739209864.349364;-45.120503652039325
1739209864.349378;-33.981070128970906
1739209864.349392;-45.120503652039325
1739209864.3494058;-33.981070128970956
1739209864.3494196;-45.120503652039325
1739209864.3494337;-35.57807855764607
1739209864.3494475;-45.120503652039325
1739209864.3494613;-45.120503652039325
1739209864.3494754;-35.57807855764607
1739209864.3494892;-38.13080360867914
1739209864.349503;-38.13080360867914
1739209864.349517;-29.438486411369333
1739209864.349531;-45.120503652039325
1739209864.3495448;-45.120503652039325
1739209864.3495588;-38.13080360867914
1739209864.3495727;-45.120503652039325
1739209864.3495865;-45.120503652039325
1739209864.3496003;-38.13080360867914
1739209864.3496144;-45.120503652039325
1739209864.3496282;-45.120503652039325
1739209864.349642;-38.13080360867914
1739209864.349656;-35.57807855764607
1739209864.34967;-38.13080360867914
1739209864.3496838;-35.57807855764607
1739209864.3496978;-38.13080360867914
1739209864.3497117;-35.57807855764607
1739209864.3497255;-45.120503652039325
1739209864.3497396;-45.120503652039325
1739209864.3497534;-38.13080360867914
1739209864.3497672;-45.120503652039325
1739209864.3497813;-38.13080360867914
1739209864.349795;-45.120503652039325
1739209864.349809;-38.13080360867914
1739209864.3498228;-45.120503652039325
1739209864.3498368;-35.57807855764607
1739209864.3498507;-35.57807855764607
1739209864.3498645;-38.13080360867914
1739209864.3498785;-32.816014438256545
1739209864.3498924;-38.13080360867914
1739209864.3499062;-38.13080360867914
1739209864.3499203;-33.981070128970906
1739209864.349934;-38.13080360867914
1739209864.349948;-45.120503652039325
1739209864.349962;-45.120503652039325
1739209864.3499758;-38.13080360867914
1739209864.3499897;-45.120503652039325
1739209864.3500035;-45.120503652039325
1739209864.3500175;-38.13080360867914
1739209864.3500314;-38.13080360867914
1739209864.3500452;-45.120503652039325
1739209864.3500593;-45.120503652039325
1739209864.350073;-45.120503652039325
1739209864.350087;-45.120503652039325
1739209864.350101;-32.816014438256545
1739209864.3501148;-29.438486411369347
1739209864.3501287;-30.49652367304976
1739209864.3501427;-31.141103565318915
1739209864.3501565;-45.120503652039325
1739209864.3501704;-32.816014438256545
1739209864.3501842;-33.981070128970906
1739209864.3501983;-38.13080360867914
1739209864.350212;-33.981070128970906
1739209864.350226;-38.13080360867914
1739209864.35024;-45.120503652039325
1739209864.3502538;-35.57807855764607
1739209864.3502676;-45.120503652039325
1739209864.3502817;-27.8777449560314
1739209864.3502955;-26.991370085610722
1739209864.3503094;-45.120503652039325
1739209864.3503234;-32.816014438256545
1739209864.3503373;-28.992665084841942
1739209864.350351;-31.141103565318915
1739209864.3503652;-33.981070128970956
1739209864.350379;-35.57807855764607
1739209864.3503928;-38.13080360867914
1739209864.3504066;-38.13080360867914
1739209864.3504207;-30.49652367304973
1739209864.3504345;-32.816014438256545
1739209864.3504484;-33.981070128970956
1739209864.3504624;-23.506823629689542
1739209864.3504763;-24.438645034577675
1739209864.35049;-38.13080360867914
1739209864.3505042;-31.141103565318915
1739209864.350518;-38.13080360867914
1739209864.3505318;-29.438486411369354
1739209864.350546;-28.58837851428586
1739209864.3505597;-38.13080360867914
1739209864.3505735;-38.13080360867914
1739209864.3505874;-38.13080360867914
1739209864.3506014;-45.120503652039325
1739209864.3506153;-33.981070128970906
1739209864.350629;-33.981070128970956
1739209864.3506432;-25.25278630937684
1739209864.350657;-29.438486411369333
1739209864.3506708;-38.13080360867914
1739209864.350685;-38.13080360867914
1739209864.3506987;-38.13080360867914
1739209864.3507125;-32.816014438256545
1739209864.3507266;-38.13080360867914
