CAN Message; 0x39:06e1c3ed0ce95bd4
1739209606.34155;-45.120503652039325
1739209606.341555;-45.120503652039325
1739209606.3415601;-45.120503652039325
1739209606.3415651;-38.13080360867914
1739209606.3415701;-31.141103565318915
1739209606.3415751;-38.13080360867914
1739209606.3415804;-38.13080360867914
1739209606.3415854;-45.120503652039325
1739209606.3415904;-38.13080360867914
1739209606.3415954;-32.816014438256545
1739209606.3416004;-45.120503652039325
1739209606.3416054;-45.120503652039325
1739209606.3416104;-33.981070128970906
1739209606.3416157;-45.120503652039325
1739209606.3416207;-45.120503652039325
1739209606.3416257;-38.13080360867914
1739209606.3416307;-45.120503652039325
1739209606.3416357;-45.120503652039325
1739209606.3416407;-38.13080360867914
1739209606.341646;-38.13080360867914
1739209606.341651;-38.13080360867914
1739209606.341656;-38.13080360867914
1739209606.341661;-45.120503652039325
1739209606.341666;-45.120503652039325
1739209606.341671;-38.13080360867914
1739209606.3416762;-33.981070128970906
1739209606.3416812;-45.120503652039325
1739209606.3416862;-45.120503652039325
1739209606.3416913;-38.13080360867914
1739209606.3416963;-45.120503652039325
1739209606.3417013;-45.120503652039325
1739209606.3417065;-38.13080360867914
1739209606.3417115;-38.13080360867914
1739209606.3417165;-45.120503652039325
1739209606.3417215;-45.120503652039325
1739209606.3417265;-35.57807855764607
1739209606.3417315;-45.120503652039325
1739209606.3417366;-45.120503652039325
1739209606.3417418;-38.13080360867914
1739209606.3417468;-45.120503652039325
1739209606.3417518;-38.13080360867914
1739209606.3417568;-35.57807855764607
1739209606.3417618;-45.120503652039325
1739209606.3417668;-45.120503652039325
1739209606.341772;-45.120503652039325
1739209606.341777;-38.13080360867914
1739209606.341782;-38.13080360867914
1739209606.341787;-38.13080360867914
1739209606.341792;-38.13080360867914
1739209606.341797;-45.120503652039325
1739209606.3418024;-33.981070128970906
1739209606.3418074;-38.13080360867914
1739209606.3418124;-45.120503652039325
1739209606.3418174;-45.120503652039325
1739209606.3418224;-35.57807855764607
1739209606.3418274;-33.981070128970906
1739209606.3418326;-38.13080360867914
1739209606.3418376;-38.13080360867914
1739209606.3418427;-45.120503652039325
1739209606.3418477;-32.816014438256545
1739209606.3418527;-38.13080360867914
1739209606.3418577;-38.13080360867914
1739209606.341863;-45.120503652039325
1739209606.341868;-45.120503652039325
1739209606.341873;-38.13080360867914
1739209606.341878;-45.120503652039325
1739209606.341883;-38.13080360867914
1739209606.341888;-45.120503652039325
1739209606.341893;-45.120503652039325
1739209606.3418982;-38.13080360867914
1739209606.3419032;-45.120503652039325
1739209606.3419082;-45.120503652039325
1739209606.3419132;-38.13080360867914
1739209606.3419182;-38.13080360867914
1739209606.3419232;-45.120503652039325
1739209606.3419285;-35.57807855764607
1739209606.3419335;-38.13080360867914
1739209606.3419385;-32.816014438256545
1739209606.3419435;-35.57807855764607
1739209606.3419485;-45.120503652039325
1739209606.3419535;-45.120503652039325
1739209606.3419588;-35.57807855764607
1739209606.3419638;-38.13080360867914
1739209606.3419688;-45.120503652039325
1739209606.3419738;-45.120503652039325
1739209606.3419788;-45.120503652039325
1739209606.3419838;-45.120503652039325
1739209606.341989;-45.120503652039325
1739209606.341994;-38.13080360867914
1739209606.341999;-38.13080360867914
1739209606.342004;-45.120503652039325
1739209606.342009;-45.120503652039325
1739209606.342014;-45.120503652039325
1739209606.3420193;-45.120503652039325
1739209606.3420243;-45.120503652039325
1739209606.3420293;-45.120503652039325
1739209606.3420343;-38.13080360867914
1739209606.3420393;-38.13080360867914
1739209606.3420444;-38.13080360867914
1739209606.3420494;-45.120503652039325
1739209606.3420546;-45.120503652039325
1739209606.3420596;-38.13080360867914
1739209606.3420646;-35.57807855764607
1739209606.3420696;-38.13080360867914
1739209606.3420746;-45.120503652039325
1739209606.3420796;-45.120503652039325
1739209606.342085;-38.13080360867914
1739209606.34209;-45.120503652039325
1739209606.342095;-38.13080360867914
1739209606.3421;-35.57807855764607
1739209606.342105;-38.13080360867914
1739209606.34211;-38.13080360867914
1739209606.3421152;-38.13080360867914
1739209606.3421202;-45.120503652039325
1739209606.3421252;-45.120503652039325
1739209606.3421302;-38.13080360867914
1739209606.3421352;-45.120503652039325
1739209606.3421402;-28.992665084841942
1739209606.3421454;-28.992665084841942
1739209606.3421504;-45.120503652039325
1739209606.3421555;-38.13080360867914
1739209606.3421605;-38.13080360867914
1739209606.3421655;-38.13080360867914
1739209606.3421705;-38.13080360867914
1739209606.3421757;-38.13080360867914
1739209606.3421807;-35.57807855764607
1739209606.3421857;-32.816014438256545
1739209606.3421907;-38.13080360867914
1739209606.3421957;-33.981070128970906
1739209606.3422008;-38.13080360867914
1739209606.3422058;-45.120503652039325
1739209606.342211;-38.13080360867914
1739209606.342216;-38.13080360867914
1739209606.342221;-45.120503652039325
1739209606.342226;-38.13080360867914
1739209606.342231;-38.13080360867914
1739209606.342236;-38.13080360867914
1739209606.3422413;-45.120503652039325
1739209606.3422463;-38.13080360867914
1739209606.3422513;-38.13080360867914
1739209606.3422563;-45.120503652039325
1739209606.3422613;-45.120503652039325
1739209606.3422663;-38.13080360867914
1739209606.3422716;-38.13080360867914
1739209606.3422766;-45.120503652039325
1739209606.3422816;-45.120503652039325
1739209606.3422866;-45.120503652039325
1739209606.3422916;-35.57807855764607
1739209606.3422966;-45.120503652039325
1739209606.3423018;-38.13080360867914
1739209606.3423069;-30.49652367304973
1739209606.3423119;-31.141103565318915
1739209606.3423169;-33.981070128970906
1739209606.3423219;-38.13080360867914
1739209606.3423269;-38.13080360867914
1739209606.3423321;-38.13080360867914
1739209606.3423371;-45.120503652039325
1739209606.3423421;-33.981070128970906
1739209606.3423471;-30.49652367304973
1739209606.3423522;-38.13080360867914
1739209606.3423572;-38.13080360867914
1739209606.3423622;-45.120503652039325
1739209606.3423674;-35.57807855764607
1739209606.3423724;-38.13080360867914
1739209606.3423774;-38.13080360867914
1739209606.3423824;-38.13080360867914
1739209606.3423874;-33.981070128970906
1739209606.3423924;-35.57807855764607
1739209606.3423977;-45.120503652039325
1739209606.3424027;-45.120503652039325
1739209606.3424077;-45.120503652039325
1739209606.3424127;-33.981070128970906
1739209606.3424177;-45.120503652039325
1739209606.3424227;-38.13080360867914
1739209606.342428;-38.13080360867914
1739209606.342433;-45.120503652039325
1739209606.342438;-45.120503652039325
1739209606.342443;-45.120503652039325
1739209606.342448;-45.120503652039325
1739209606.342453;-45.120503652039325
1739209606.3424582;-45.120503652039325
1739209606.3424633;-45.120503652039325
1739209606.3424683;-38.13080360867914
1739209606.3424733;-35.57807855764607
1739209606.3424783;-38.13080360867914
1739209606.3424833;-38.13080360867914
1739209606.3424885;-35.57807855764607
1739209606.3424935;-35.57807855764607
1739209606.3424985;-38.13080360867914
1739209606.3425035;-45.120503652039325
1739209606.3425086;-28.992665084841942
1739209606.3425136;-35.57807855764607
1739209606.3425186;-45.120503652039325
1739209606.3425238;-38.13080360867914
1739209606.3425288;-38.13080360867914
1739209606.3425338;-45.120503652039325
1739209606.3425388;-38.13080360867914
1739209606.3425438;-45.120503652039325
1739209606.3425488;-38.13080360867914
1739209606.342554;-35.57807855764607
1739209606.342559;-45.120503652039325
1739209606.342564;-45.120503652039325
1739209606.342569;-38.13080360867914
1739209606.3425741;-35.57807855764607
1739209606.3425791;-45.120503652039325
1739209606.3425844;-45.120503652039325
1739209606.3425894;-33.981070128970906
1739209606.3425944;-45.120503652039325
1739209606.3425994;-45.120503652039325
1739209606.3426044;-38.13080360867914
1739209606.3426094;-33.981070128970906
1739209606.3426147;-45.120503652039325
1739209606.3426197;-38.13080360867914
1739209606.3426247;-38.13080360867914
1739209606.3426297;-45.120503652039325
1739209606.3426347;-38.13080360867914
1739209606.3426397;-45.120503652039325
1739209606.342645;-45.120503652039325
1739209606.34265;-38.13080360867914
1739209606.342655;-38.13080360867914
1739209606.34266;-45.120503652039325
1739209606.342665;-45.120503652039325
1739209606.34267;-38.13080360867914
1739209606.342675;-45.120503652039325
1739209606.3426802;-38.13080360867914
1739209606.3426852;-35.57807855764607
1739209606.3426902;-45.120503652039325
1739209606.3426952;-45.120503652039325
1739209606.3427002;-38.13080360867914
1739209606.3427052;-38.13080360867914
1739209606.3427105;-45.120503652039325
1739209606.3427155;-45.120503652039325
1739209606.3427205;-45.120503652039325
1739209606.3427255;-45.120503652039325
1739209606.3427305;-38.13080360867914
1739209606.3427355;-45.120503652039325
1739209606.3427408;-45.120503652039325
1739209606.3427458;-35.57807855764607
1739209606.3427508;-35.57807855764607
1739209606.3427558;-38.13080360867914
1739209606.3427608;-38.13080360867914
1739209606.3427658;-31.141103565318893
1739209606.342771;-45.120503652039325
1739209606.342776;-45.120503652039325
1739209606.342781;-38.13080360867914
1739209606.342786;-32.816014438256545
1739209606.342791;-45.120503652039325
1739209606.342796;-33.981070128970956
1739209606.342801;-38.13080360867914
1739209606.3428063;-45.120503652039325
1739209606.3428113;-45.120503652039325
1739209606.3428164;-45.120503652039325
1739209606.3428214;-38.13080360867914
1739209606.3428264;-35.57807855764607
1739209606.3428314;-45.120503652039325
1739209606.3428366;-35.57807855764607
1739209606.3428416;-38.13080360867914
1739209606.3428466;-45.120503652039325
1739209606.3428516;-45.120503652039325
1739209606.3428566;-38.13080360867914
1739209606.3428617;-38.13080360867914
1739209606.342867;-38.13080360867914
1739209606.342872;-38.13080360867914
1739209606.342877;-45.120503652039325
1739209606.342882;-45.120503652039325
1739209606.342887;-32.816014438256545
1739209606.342892;-45.120503652039325
1739209606.3428972;-45.120503652039325
1739209606.3429022;-35.57807855764607
1739209606.3429072;-38.13080360867914
1739209606.3429122;-38.13080360867914
1739209606.3429172;-45.120503652039325
1739209606.3429222;-45.120503652039325
1739209606.3429275;-38.13080360867914
1739209606.3429325;-38.13080360867914
1739209606.3429375;-45.120503652039325
1739209606.3429425;-38.13080360867914
1739209606.3429475;-35.57807855764607
1739209606.3429525;-38.13080360867914
1739209606.3429575;-30.49652367304973
1739209606.3429627;-38.13080360867914
1739209606.3429677;-38.13080360867914
1739209606.3429728;-38.13080360867914
1739209606.3429778;-45.120503652039325
1739209606.3429828;-38.13080360867914
1739209606.3429878;-45.120503652039325
1739209606.342993;-38.13080360867914
1739209606.342998;-31.141103565318943
1739209606.343003;-45.120503652039325
1739209606.343008;-35.57807855764607
1739209606.343013;-45.120503652039325
1739209606.343018;-45.120503652039325
1739209606.3430233;-45.120503652039325
1739209606.3430283;-45.120503652039325
1739209606.3430333;-45.120503652039325
1739209606.3430383;-28.992665084841942
1739209606.3430433;-33.981070128970906
1739209606.3430483;-38.13080360867914
1739209606.3430536;-45.120503652039325
1739209606.3430586;-45.120503652039325
1739209606.3430636;-35.57807855764607
1739209606.3430686;-35.57807855764607
1739209606.3430736;-45.120503652039325
1739209606.3430786;-45.120503652039325
1739209606.3430839;-45.120503652039325
1739209606.3430889;-38.13080360867914
1739209606.3430939;-38.13080360867914
1739209606.3430989;-45.120503652039325
1739209606.343104;-38.13080360867914
1739209606.343109;-35.57807855764607
1739209606.343114;-38.13080360867914
1739209606.3431191;-35.57807855764607
1739209606.3431242;-35.57807855764607
1739209606.3431292;-45.120503652039325
1739209606.3431342;-38.13080360867914
1739209606.3431392;-38.13080360867914
1739209606.3431442;-38.13080360867914
1739209606.3431494;-38.13080360867914
1739209606.3431544;-45.120503652039325
1739209606.3431594;-38.13080360867914
1739209606.3431644;-38.13080360867914
1739209606.3431695;-35.57807855764607
1739209606.3431745;-38.13080360867914
1739209606.3431797;-38.13080360867914
1739209606.3431847;-38.13080360867914
1739209606.3431897;-38.13080360867914
1739209606.3431947;-38.13080360867914
1739209606.3431997;-38.13080360867914
1739209606.3432047;-32.816014438256545
1739209606.34321;-38.13080360867914
1739209606.343215;-45.120503652039325
1739209606.34322;-45.120503652039325
1739209606.343225;-45.120503652039325
1739209606.34323;-33.981070128970906
1739209606.343235;-45.120503652039325
1739209606.3432403;-33.981070128970906
1739209606.3432453;-33.981070128970906
1739209606.3432503;-45.120503652039325
1739209606.3432553;-38.13080360867914
1739209606.3432603;-38.13080360867914
1739209606.3432653;-35.57807855764607
1739209606.3432703;-45.120503652039325
1739209606.3432755;-38.13080360867914
1739209606.3432806;-38.13080360867914
1739209606.3432856;-38.13080360867914
1739209606.3432906;-45.120503652039325
1739209606.3432956;-38.13080360867914
1739209606.3433006;-38.13080360867914
1739209606.3433058;-45.120503652039325
1739209606.3433108;-45.120503652039325
1739209606.3433158;-45.120503652039325
1739209606.3433208;-45.120503652039325
1739209606.3433259;-45.120503652039325
1739209606.3433309;-45.120503652039325
1739209606.343336;-38.13080360867914
1739209606.343341;-35.57807855764607
1739209606.343346;-38.13080360867914
1739209606.3433511;-35.57807855764607
1739209606.3433561;-38.13080360867914
1739209606.3433611;-38.13080360867914
1739209606.3433664;-33.981070128970906
1739209606.3433714;-38.13080360867914
1739209606.3433764;-45.120503652039325
1739209606.3433814;-38.13080360867914
1739209606.3433864;-33.981070128970906
1739209606.3433914;-45.120503652039325
1739209606.3433967;-45.120503652039325
1739209606.3434017;-38.13080360867914
1739209606.3434067;-45.120503652039325
1739209606.3434117;-45.120503652039325
1739209606.3434167;-45.120503652039325
1739209606.3434217;-38.13080360867914
1739209606.3434267;-45.120503652039325
1739209606.343432;-45.120503652039325
1739209606.343437;-38.13080360867914
1739209606.343442;-38.13080360867914
1739209606.343447;-38.13080360867914
1739209606.343452;-38.13080360867914
1739209606.343457;-38.13080360867914
1739209606.3434622;-45.120503652039325
1739209606.3434672;-38.13080360867914
1739209606.3434722;-38.13080360867914
1739209606.3434772;-45.120503652039325
1739209606.3434823;-38.13080360867914
1739209606.3434873;-45.120503652039325
1739209606.3434925;-45.120503652039325
1739209606.3434975;-38.13080360867914
1739209606.3435025;-35.57807855764607
1739209606.3435075;-45.120503652039325
1739209606.3435125;-45.120503652039325
1739209606.3435175;-38.13080360867914
1739209606.3435228;-35.57807855764607
1739209606.3435278;-45.120503652039325
1739209606.3435328;-45.120503652039325
1739209606.3435378;-38.13080360867914
1739209606.3435428;-38.13080360867914
1739209606.3435478;-38.13080360867914
1739209606.343553;-45.120503652039325
1739209606.343558;-45.120503652039325
1739209606.343563;-45.120503652039325
1739209606.343568;-38.13080360867914
1739209606.343573;-35.57807855764607
1739209606.343578;-38.13080360867914
1739209606.343583;-35.57807855764607
1739209606.3435884;-38.13080360867914
1739209606.3435934;-38.13080360867914
1739209606.3435984;-38.13080360867914
1739209606.3436034;-35.57807855764607
1739209606.3436084;-45.120503652039325
1739209606.3436134;-45.120503652039325
1739209606.3436186;-38.13080360867914
1739209606.3436236;-38.13080360867914
1739209606.3436286;-38.13080360867914
1739209606.3436337;-45.120503652039325
1739209606.3436387;-35.57807855764607
1739209606.3436437;-38.13080360867914
1739209606.343649;-38.13080360867914
1739209606.343654;-35.57807855764607
1739209606.343659;-38.13080360867914
1739209606.343664;-35.57807855764607
1739209606.343669;-45.120503652039325
1739209606.343674;-32.816014438256545
1739209606.3436792;-45.120503652039325
1739209606.3436842;-45.120503652039325
1739209606.3436892;-45.120503652039325
1739209606.3436942;-45.120503652039325
1739209606.3436992;-35.57807855764607
1739209606.3437042;-35.57807855764607
1739209606.3437095;-38.13080360867914
1739209606.3437145;-45.120503652039325
1739209606.3437195;-38.13080360867914
1739209606.3437245;-38.13080360867914
1739209606.3437295;-45.120503652039325
1739209606.3437345;-38.13080360867914
1739209606.3437395;-38.13080360867914
1739209606.3437448;-45.120503652039325
1739209606.3437498;-38.13080360867914
1739209606.3437548;-32.816014438256545
1739209606.3437598;-45.120503652039325
1739209606.3437648;-45.120503652039325
1739209606.3437698;-38.13080360867914
1739209606.343775;-32.816014438256545
1739209606.34378;-38.13080360867914
1739209606.343785;-38.13080360867914
1739209606.34379;-45.120503652039325
1739209606.343795;-45.120503652039325
1739209606.3438;-45.120503652039325
1739209606.3438053;-45.120503652039325
1739209606.3438103;-45.120503652039325
1739209606.3438153;-33.981070128970956
1739209606.3438203;-45.120503652039325
1739209606.3438253;-45.120503652039325
1739209606.3438303;-45.120503652039325
1739209606.3438356;-45.120503652039325
1739209606.3438406;-45.120503652039325
1739209606.3438456;-38.13080360867914
1739209606.3438506;-35.57807855764607
1739209606.3438556;-26.487275050834715
1739209606.3438606;-38.13080360867914
1739209606.3438656;-45.120503652039325
1739209606.3438709;-33.981070128970906
1739209606.343876;-35.57807855764607
1739209606.343881;-38.13080360867914
1739209606.343886;-38.13080360867914
1739209606.343891;-38.13080360867914
1739209606.343896;-45.120503652039325
1739209606.3439012;-38.13080360867914
1739209606.3439062;-45.120503652039325
1739209606.3439112;-38.13080360867914
1739209606.3439162;-38.13080360867914
1739209606.3439212;-38.13080360867914
1739209606.3439262;-38.13080360867914
1739209606.3439314;-38.13080360867914
1739209606.3439364;-45.120503652039325
1739209606.3439415;-45.120503652039325
1739209606.3439465;-38.13080360867914
1739209606.3439515;-35.57807855764607
1739209606.3439565;-38.13080360867914
1739209606.3439617;-45.120503652039325
1739209606.3439667;-45.120503652039325
1739209606.3439717;-45.120503652039325
1739209606.3439767;-27.267205301931607
1739209606.3439817;-31.141103565318915
1739209606.3439867;-38.13080360867914
1739209606.343992;-45.120503652039325
1739209606.343997;-35.57807855764607
1739209606.344002;-35.57807855764607
1739209606.344007;-38.13080360867914
1739209606.344012;-45.120503652039325
1739209606.344017;-35.57807855764607
1739209606.344022;-38.13080360867914
1739209606.3440273;-38.13080360867914
1739209606.3440323;-45.120503652039325
1739209606.3440373;-38.13080360867914
1739209606.3440423;-45.120503652039325
1739209606.3440473;-38.13080360867914
1739209606.3440523;-38.13080360867914
1739209606.3440576;-31.141103565318915
1739209606.3440626;-33.981070128970906
1739209606.3440676;-45.120503652039325
1739209606.3440726;-38.13080360867914
1739209606.3440776;-35.57807855764607
1739209606.3440826;-33.981070128970906
1739209606.3440878;-45.120503652039325
1739209606.3440928;-38.13080360867914
1739209606.3440979;-45.120503652039325
1739209606.3441029;-38.13080360867914
1739209606.3441079;-35.57807855764607
1739209606.3441129;-45.120503652039325
1739209606.344118;-45.120503652039325
1739209606.3441231;-38.13080360867914
1739209606.3441281;-38.13080360867914
1739209606.3441331;-45.120503652039325
1739209606.3441381;-45.120503652039325
1739209606.3441432;-38.13080360867914
1739209606.3441484;-38.13080360867914
1739209606.3441534;-38.13080360867914
1739209606.3441584;-45.120503652039325
1739209606.3441634;-45.120503652039325
1739209606.3441684;-45.120503652039325
1739209606.3441734;-45.120503652039325
1739209606.3441784;-38.13080360867914
1739209606.3441837;-35.57807855764607
1739209606.3441887;-45.120503652039325
1739209606.3441937;-38.13080360867914
1739209606.3441987;-38.13080360867914
1739209606.3442037;-32.816014438256545
1739209606.3442087;-38.13080360867914
1739209606.344214;-45.120503652039325
1739209606.344219;-38.13080360867914
1739209606.344224;-38.13080360867914
1739209606.344229;-32.816014438256545
1739209606.344234;-45.120503652039325
1739209606.344239;-45.120503652039325
1739209606.3442442;-38.13080360867914
1739209606.3442492;-38.13080360867914
1739209606.3442543;-45.120503652039325
1739209606.3442593;-45.120503652039325
1739209606.3442643;-38.13080360867914
1739209606.3442693;-38.13080360867914
1739209606.3442745;-45.120503652039325
1739209606.3442795;-38.13080360867914
1739209606.3442845;-38.13080360867914
1739209606.3442895;-38.13080360867914
1739209606.3442945;-45.120503652039325
1739209606.3442996;-45.120503652039325
1739209606.3443048;-33.981070128970906
1739209606.3443098;-45.120503652039325
1739209606.3443148;-45.120503652039325
1739209606.3443198;-45.120503652039325
1739209606.3443248;-33.981070128970906
1739209606.3443298;-32.816014438256545
1739209606.3443348;-38.13080360867914
1739209606.34434;-45.120503652039325
1739209606.344345;-45.120503652039325
1739209606.34435;-31.141103565318893
1739209606.344355;-35.57807855764607
1739209606.34436;-35.57807855764607
1739209606.3443651;-45.120503652039325
1739209606.3443704;-33.981070128970906
1739209606.3443754;-38.13080360867914
1739209606.3443804;-38.13080360867914
1739209606.3443854;-35.57807855764607
1739209606.3443904;-38.13080360867914
1739209606.3443954;-45.120503652039325
1739209606.3444006;-45.120503652039325
1739209606.3444057;-33.981070128970906
1739209606.3444107;-35.57807855764607
1739209606.3444157;-45.120503652039325
1739209606.3444207;-38.13080360867914
1739209606.3444257;-27.267205301931607
1739209606.344431;-31.141103565318915
1739209606.344436;-45.120503652039325
1739209606.344441;-45.120503652039325
1739209606.344446;-38.13080360867914
1739209606.344451;-35.57807855764607
1739209606.344456;-38.13080360867914
1739209606.3444612;-38.13080360867914
1739209606.3444662;-33.981070128970956
1739209606.3444712;-38.13080360867914
1739209606.3444762;-38.13080360867914
1739209606.3444812;-45.120503652039325
1739209606.3444862;-45.120503652039325
1739209606.3444912;-38.13080360867914
1739209606.3444965;-38.13080360867914
1739209606.3445015;-45.120503652039325
1739209606.3445065;-28.58837851428586
1739209606.3445115;-32.816014438256545
1739209606.3445165;-45.120503652039325
1739209606.3445215;-38.13080360867914
1739209606.3445268;-35.57807855764607
1739209606.3445318;-32.816014438256545
1739209606.3445368;-45.120503652039325
1739209606.3445418;-45.120503652039325
1739209606.3445468;-45.120503652039325
1739209606.3445518;-45.120503652039325
1739209606.344557;-45.120503652039325
1739209606.344562;-45.120503652039325
1739209606.344567;-45.120503652039325
1739209606.344572;-45.120503652039325
1739209606.344577;-45.120503652039325
1739209606.344582;-45.120503652039325
1739209606.3445873;-45.120503652039325
1739209606.3445923;-45.120503652039325
1739209606.3445973;-38.13080360867914
1739209606.3446023;-35.57807855764607
1739209606.3446074;-38.13080360867914
1739209606.3446124;-45.120503652039325
1739209606.3446176;-45.120503652039325
1739209606.3446226;-45.120503652039325
1739209606.3446276;-32.816014438256545
1739209606.3446326;-29.438486411369333
1739209606.3446376;-45.120503652039325
1739209606.3446426;-38.13080360867914
1739209606.3446476;-35.57807855764607
1739209606.344653;-35.57807855764607
1739209606.344658;-45.120503652039325
1739209606.344663;-35.57807855764607
1739209606.344668;-38.13080360867914
1739209606.344673;-35.57807855764607
1739209606.344678;-35.57807855764607
1739209606.3446832;-38.13080360867914
1739209606.3446882;-45.120503652039325
1739209606.3446932;-45.120503652039325
1739209606.3446982;-45.120503652039325
1739209606.3447032;-38.13080360867914
1739209606.3447082;-38.13080360867914
1739209606.3447134;-29.438486411369333
1739209606.3447185;-45.120503652039325
1739209606.3447235;-38.13080360867914
1739209606.3447285;-38.13080360867914
1739209606.3447335;-45.120503652039325
1739209606.3447385;-45.120503652039325
1739209606.3447437;-45.120503652039325
1739209606.3447487;-45.120503652039325
1739209606.3447537;-45.120503652039325
1739209606.3447587;-33.981070128970906
1739209606.3447638;-35.57807855764607
1739209606.3447688;-45.120503652039325
1739209606.3447738;-38.13080360867914
1739209606.344779;-38.13080360867914
1739209606.344784;-38.13080360867914
1739209606.344789;-38.13080360867914
1739209606.344794;-45.120503652039325
1739209606.344799;-45.120503652039325
1739209606.344804;-45.120503652039325
1739209606.3448093;-45.120503652039325
1739209606.3448143;-45.120503652039325
1739209606.3448193;-45.120503652039325
1739209606.3448243;-38.13080360867914
1739209606.3448293;-38.13080360867914
1739209606.3448343;-38.13080360867914
1739209606.3448396;-38.13080360867914
1739209606.3448446;-35.57807855764607
1739209606.3448496;-38.13080360867914
1739209606.3448546;-38.13080360867914
1739209606.3448596;-38.13080360867914
1739209606.3448646;-33.981070128970906
1739209606.3448699;-45.120503652039325
1739209606.3448749;-38.13080360867914
1739209606.3448799;-38.13080360867914
1739209606.3448849;-32.816014438256545
1739209606.3448899;-45.120503652039325
1739209606.344895;-45.120503652039325
1739209606.3449001;-38.13080360867914
1739209606.3449051;-35.57807855764607
1739209606.3449101;-38.13080360867914
1739209606.3449152;-35.57807855764607
1739209606.3449202;-38.13080360867914
1739209606.3449252;-38.13080360867914
1739209606.3449302;-38.13080360867914
1739209606.3449354;-45.120503652039325
1739209606.3449404;-38.13080360867914
1739209606.3449454;-38.13080360867914
1739209606.3449504;-38.13080360867914
1739209606.3449554;-45.120503652039325
1739209606.3449605;-45.120503652039325
1739209606.3449657;-38.13080360867914
1739209606.3449707;-38.13080360867914
1739209606.3449757;-45.120503652039325
1739209606.3449807;-38.13080360867914
1739209606.3449857;-38.13080360867914
1739209606.3449907;-38.13080360867914
1739209606.344996;-45.120503652039325
1739209606.345001;-38.13080360867914
1739209606.345006;-35.57807855764607
1739209606.345011;-38.13080360867914
1739209606.345016;-35.57807855764607
1739209606.345021;-33.981070128970906
1739209606.3450263;-38.13080360867914
1739209606.3450313;-45.120503652039325
1739209606.3450363;-38.13080360867914
1739209606.3450413;-38.13080360867914
1739209606.3450463;-38.13080360867914
1739209606.3450513;-45.120503652039325
1739209606.3450565;-45.120503652039325
1739209606.3450615;-45.120503652039325
1739209606.3450665;-38.13080360867914
1739209606.3450716;-35.57807855764607
1739209606.3450766;-38.13080360867914
1739209606.3450816;-38.13080360867914
