CAN Message; 0x150:0600b76e333be2b5
Timestamp;Amplitude
1739209915.7420387;-45.120503652039325
1739209915.7420437;-38.13080360867914
1739209915.7420487;-45.120503652039325
1739209915.7420535;-45.120503652039325
1739209915.7420585;-38.13080360867914
1739209915.7420635;-38.13080360867914
1739209915.7420685;-38.13080360867914
1739209915.7420735;-28.58837851428586
1739209915.7420785;-38.13080360867914
1739209915.7420833;-45.120503652039325
1739209915.7420883;-45.120503652039325
1739209915.7420933;-38.13080360867914
1739209915.7420983;-45.120503652039325
1739209915.7421033;-45.120503652039325
1739209915.7421083;-38.13080360867914
1739209915.742113;-33.981070128970906
1739209915.7421181;-35.57807855764607
1739209915.7421231;-45.120503652039325
1739209915.7421281;-38.13080360867914
1739209915.7421331;-38.13080360867914
1739209915.7421381;-45.120503652039325
1739209915.7421432;-45.120503652039325
1739209915.742148;-45.120503652039325
1739209915.742153;-33.981070128970906
1739209915.742158;-45.120503652039325
1739209915.742163;-45.120503652039325
1739209915.742168;-45.120503652039325
1739209915.742173;-45.120503652039325
1739209915.7421777;-45.120503652039325
1739209915.7421827;-45.120503652039325
1739209915.7421877;-45.120503652039325
1739209915.7421927;-31.141103565318915
1739209915.7421978;-45.120503652039325
1739209915.7422028;-45.120503652039325
1739209915.7422075;-45.120503652039325
1739209915.7422125;-33.981070128970906
1739209915.7422175;-45.120503652039325
1739209915.7422225;-45.120503652039325
1739209915.7422276;-38.13080360867914
1739209915.7422326;-32.816014438256545
1739209915.7422376;-45.120503652039325
1739209915.7422423;-38.13080360867914
1739209915.7422473;-38.13080360867914
1739209915.7422523;-33.981070128970906
1739209915.7422574;-38.13080360867914
1739209915.7422624;-38.13080360867914
1739209915.7422674;-38.13080360867914
1739209915.7422721;-32.816014438256545
1739209915.7422771;-38.13080360867914
1739209915.7422822;-45.120503652039325
1739209915.7422872;-38.13080360867914
1739209915.7422922;-38.13080360867914
1739209915.7422972;-45.120503652039325
1739209915.7423022;-45.120503652039325
1739209915.742307;-45.120503652039325
1739209915.742312;-45.120503652039325
1739209915.742317;-45.120503652039325
1739209915.742322;-45.120503652039325
1739209915.742327;-45.120503652039325
1739209915.742332;-45.120503652039325
1739209915.7423368;-45.120503652039325
1739209915.7423418;-33.981070128970906
1739209915.7423468;-38.13080360867914
1739209915.7423518;-38.13080360867914
1739209915.7423568;-38.13080360867914
1739209915.7423618;-38.13080360867914
1739209915.7423666;-45.120503652039325
1739209915.7423716;-33.981070128970906
1739209915.7423766;-38.13080360867914
1739209915.7423816;-45.120503652039325
1739209915.7423866;-38.13080360867914
1739209915.7423916;-45.120503652039325
1739209915.7423966;-45.120503652039325
1739209915.7424014;-45.120503652039325
1739209915.7424064;-35.57807855764607
1739209915.7424114;-38.13080360867914
1739209915.7424164;-45.120503652039325
1739209915.7424214;-33.981070128970906
1739209915.7424264;-38.13080360867914
1739209915.7424312;-38.13080360867914
1739209915.7424362;-45.120503652039325
1739209915.7424412;-45.120503652039325
1739209915.7424462;-33.981070128970906
1739209915.7424512;-38.13080360867914
1739209915.7424562;-45.120503652039325
1739209915.742461;-35.57807855764607
1739209915.742466;-32.816014438256545
1739209915.742471;-33.981070128970906
1739209915.742476;-35.57807855764607
1739209915.742481;-38.13080360867914
1739209915.742486;-38.13080360867914
1739209915.742491;-45.120503652039325
1739209915.7424958;-38.13080360867914
1739209915.7425008;-33.981070128970906
1739209915.7425058;-38.13080360867914
1739209915.7425108;-45.120503652039325
1739209915.7425158;-38.13080360867914
1739209915.7425208;-45.120503652039325
1739209915.7425256;-45.120503652039325
1739209915.7425306;-38.13080360867914
1739209915.7425356;-45.120503652039325
1739209915.7425406;-38.13080360867914
1739209915.7425456;-35.57807855764607
1739209915.7425506;-38.13080360867914
1739209915.7425554;-38.13080360867914
1739209915.7425604;-38.13080360867914
1739209915.7425654;-35.57807855764607
1739209915.7425704;-35.57807855764607
1739209915.7425754;-35.57807855764607
1739209915.7425804;-45.120503652039325
1739209915.7425854;-35.57807855764607
1739209915.7425902;-38.13080360867914
1739209915.7425952;-45.120503652039325
1739209915.7426002;-45.120503652039325
1739209915.7426052;-35.57807855764607
1739209915.7426102;-45.120503652039325
1739209915.7426152;-45.120503652039325
1739209915.74262;-45.120503652039325
1739209915.742625;-38.13080360867914
1739209915.74263;-38.13080360867914
1739209915.742635;-38.13080360867914
1739209915.74264;-45.120503652039325
1739209915.742645;-45.120503652039325
1739209915.74265;-35.57807855764607
1739209915.7426548;-38.13080360867914
1739209915.7426598;-38.13080360867914
1739209915.7426648;-35.57807855764607
1739209915.7426698;-38.13080360867914
1739209915.7426748;-26.487275050834715
1739209915.7426798;-35.57807855764607
1739209915.7426846;-38.13080360867914
1739209915.7426896;-38.13080360867914
1739209915.7426946;-35.57807855764607
1739209915.7426996;-33.981070128970906
1739209915.7427046;-45.120503652039325
1739209915.7427096;-38.13080360867914
1739209915.7427144;-33.981070128970956
1739209915.7427194;-38.13080360867914
1739209915.7427244;-35.57807855764607
1739209915.7427294;-45.120503652039325
1739209915.7427344;-45.120503652039325
1739209915.7427394;-45.120503652039325
1739209915.7427444;-38.13080360867914
1739209915.7427492;-38.13080360867914
1739209915.7427542;-45.120503652039325
1739209915.7427592;-45.120503652039325
1739209915.7427642;-38.13080360867914
1739209915.7427692;-38.13080360867914
1739209915.7427742;-45.120503652039325
1739209915.742779;-38.13080360867914
1739209915.742784;-32.816014438256545
1739209915.742789;-38.13080360867914
1739209915.742794;-31.141103565318915
1739209915.742799;-32.816014438256545
1739209915.742804;-38.13080360867914
1739209915.7428088;-45.120503652039325
1739209915.7428138;-38.13080360867914
1739209915.7428188;-33.981070128970906
1739209915.7428238;-32.816014438256545
1739209915.7428288;-33.981070128970906
1739209915.7428339;-33.981070128970956
1739209915.7428389;-38.13080360867914
1739209915.7428436;-33.981070128970906
1739209915.7428486;-45.120503652039325
1739209915.7428536;-45.120503652039325
1739209915.7428586;-38.13080360867914
1739209915.7428637;-35.57807855764607
1739209915.7428687;-38.13080360867914
1739209915.7428734;-45.120503652039325
1739209915.7428784;-38.13080360867914
1739209915.7428834;-35.57807855764607
1739209915.7428885;-35.57807855764607
1739209915.7428935;-38.13080360867914
1739209915.7428985;-45.120503652039325
1739209915.7429032;-32.816014438256545
1739209915.7429082;-45.120503652039325
1739209915.7429132;-45.120503652039325
1739209915.7429183;-35.57807855764607
1739209915.7429233;-35.57807855764607
1739209915.7429283;-45.120503652039325
1739209915.7429333;-38.13080360867914
1739209915.742938;-31.141103565318915
1739209915.742943;-35.57807855764607
1739209915.742948;-38.13080360867914
1739209915.742953;-38.13080360867914
1739209915.742958;-38.13080360867914
1739209915.742963;-45.120503652039325
1739209915.7429678;-38.13080360867914
1739209915.7429729;-45.120503652039325
1739209915.7429779;-45.120503652039325
1739209915.7429829;-33.981070128970906
1739209915.7429879;-45.120503652039325
1739209915.7429929;-45.120503652039325
1739209915.7429976;-38.13080360867914
1739209915.7430027;-38.13080360867914
1739209915.7430077;-45.120503652039325
1739209915.7430127;-45.120503652039325
1739209915.7430177;-31.141103565318915
1739209915.7430227;-35.57807855764607
1739209915.7430277;-45.120503652039325
1739209915.7430325;-38.13080360867914
1739209915.7430375;-38.13080360867914
1739209915.7430425;-35.57807855764607
1739209915.7430475;-45.120503652039325
1739209915.7430525;-45.120503652039325
1739209915.7430575;-45.120503652039325
1739209915.7430623;-45.120503652039325
1739209915.7430673;-45.120503652039325
1739209915.7430723;-45.120503652039325
1739209915.7430773;-45.120503652039325
1739209915.7430823;-32.816014438256545
1739209915.7430873;-38.13080360867914
1739209915.7430923;-45.120503652039325
1739209915.743097;-38.13080360867914
1739209915.743102;-38.13080360867914
1739209915.743107;-38.13080360867914
1739209915.743112;-45.120503652039325
1739209915.743117;-30.49652367304973
1739209915.743122;-32.816014438256545
1739209915.7431269;-38.13080360867914
1739209915.7431319;-45.120503652039325
1739209915.743137;-32.816014438256545
1739209915.743142;-35.57807855764607
1739209915.743147;-38.13080360867914
1739209915.743152;-38.13080360867914
1739209915.7431567;-45.120503652039325
1739209915.7431617;-45.120503652039325
1739209915.7431667;-38.13080360867914
1739209915.7431717;-45.120503652039325
1739209915.7431767;-45.120503652039325
1739209915.7431817;-45.120503652039325
1739209915.7431867;-38.13080360867914
1739209915.7431915;-38.13080360867914
1739209915.7431965;-31.141103565318915
1739209915.7432015;-32.816014438256545
1739209915.7432065;-38.13080360867914
1739209915.7432115;-45.120503652039325
1739209915.7432165;-33.981070128970906
1739209915.7432213;-35.57807855764607
1739209915.7432263;-38.13080360867914
1739209915.7432313;-45.120503652039325
1739209915.7432363;-33.981070128970906
1739209915.7432413;-32.816014438256545
1739209915.7432463;-38.13080360867914
1739209915.743251;-45.120503652039325
1739209915.743256;-38.13080360867914
1739209915.743261;-38.13080360867914
1739209915.743266;-45.120503652039325
1739209915.743271;-45.120503652039325
1739209915.7432761;-45.120503652039325
1739209915.7432811;-45.120503652039325
1739209915.743286;-38.13080360867914
1739209915.743291;-38.13080360867914
1739209915.743296;-45.120503652039325
1739209915.743301;-38.13080360867914
1739209915.743306;-38.13080360867914
1739209915.743311;-45.120503652039325
1739209915.7433157;-32.816014438256545
1739209915.7433207;-29.438486411369333
1739209915.7433257;-38.13080360867914
1739209915.7433307;-45.120503652039325
1739209915.7433357;-35.57807855764607
1739209915.7433407;-35.57807855764607
1739209915.7433455;-35.57807855764607
1739209915.7433505;-38.13080360867914
1739209915.7433555;-38.13080360867914
1739209915.7433605;-32.816014438256545
1739209915.7433655;-45.120503652039325
1739209915.7433705;-45.120503652039325
1739209915.7433755;-38.13080360867914
1739209915.7433803;-38.13080360867914
1739209915.7433853;-45.120503652039325
1739209915.7433903;-35.57807855764607
1739209915.7433953;-45.120503652039325
1739209915.7434003;-38.13080360867914
1739209915.7434053;-38.13080360867914
1739209915.74341;-38.13080360867914
1739209915.743415;-45.120503652039325
1739209915.7434201;-45.120503652039325
1739209915.7434251;-33.981070128970906
1739209915.7434301;-45.120503652039325
1739209915.7434351;-33.981070128970906
1739209915.7434402;-38.13080360867914
1739209915.743445;-45.120503652039325
1739209915.74345;-35.57807855764607
1739209915.743455;-45.120503652039325
1739209915.74346;-45.120503652039325
1739209915.743465;-45.120503652039325
1739209915.74347;-45.120503652039325
1739209915.7434747;-38.13080360867914
1739209915.7434797;-38.13080360867914
1739209915.7434847;-45.120503652039325
1739209915.7434897;-45.120503652039325
1739209915.7434947;-38.13080360867914
1739209915.7434998;-45.120503652039325
1739209915.7435045;-45.120503652039325
1739209915.7435095;-35.57807855764607
1739209915.7435145;-45.120503652039325
1739209915.7435195;-45.120503652039325
1739209915.7435246;-45.120503652039325
1739209915.7435296;-38.13080360867914
1739209915.7435346;-45.120503652039325
1739209915.7435393;-38.13080360867914
1739209915.7435443;-32.816014438256545
1739209915.7435493;-45.120503652039325
1739209915.7435544;-38.13080360867914
1739209915.7435594;-35.57807855764607
1739209915.7435644;-45.120503652039325
1739209915.7435691;-32.816014438256545
1739209915.7435741;-38.13080360867914
1739209915.7435791;-45.120503652039325
1739209915.7435842;-38.13080360867914
1739209915.7435892;-45.120503652039325
1739209915.7435942;-45.120503652039325
1739209915.743599;-45.120503652039325
1739209915.743604;-38.13080360867914
1739209915.743609;-38.13080360867914
1739209915.743614;-45.120503652039325
1739209915.743619;-35.57807855764607
1739209915.743624;-38.13080360867914
1739209915.743629;-38.13080360867914
1739209915.7436337;-45.120503652039325
1739209915.7436388;-45.120503652039325
1739209915.7436438;-38.13080360867914
1739209915.7436488;-45.120503652039325
1739209915.7436538;-45.120503652039325
1739209915.7436588;-45.120503652039325
1739209915.7436635;-38.13080360867914
1739209915.7436686;-45.120503652039325
1739209915.7436736;-38.13080360867914
1739209915.7436786;-45.120503652039325
1739209915.7436836;-38.13080360867914
1739209915.7436886;-35.57807855764607
1739209915.7436934;-38.13080360867914
1739209915.7436984;-45.120503652039325
1739209915.7437034;-38.13080360867914
1739209915.7437084;-35.57807855764607
1739209915.7437134;-38.13080360867914
1739209915.7437184;-38.13080360867914
1739209915.7437234;-38.13080360867914
1739209915.7437282;-38.13080360867914
1739209915.7437332;-45.120503652039325
1739209915.7437382;-38.13080360867914
1739209915.7437432;-38.13080360867914
1739209915.7437482;-45.120503652039325
1739209915.7437532;-45.120503652039325
1739209915.743758;-33.981070128970906
1739209915.743763;-31.141103565318915
1739209915.743768;-45.120503652039325
1739209915.743773;-38.13080360867914
1739209915.743778;-45.120503652039325
1739209915.743783;-38.13080360867914
1739209915.7437878;-45.120503652039325
1739209915.7437928;-45.120503652039325
1739209915.7437978;-38.13080360867914
1739209915.7438028;-32.816014438256545
