CAN Message; 0x150:0600b76e333be2b5
1739209915.7438078;-45.120503652039325
1739209915.7438128;-45.120503652039325
1739209915.7438178;-38.13080360867914
1739209915.7438226;-45.120503652039325
1739209915.7438276;-45.120503652039325
1739209915.7438326;-45.120503652039325
1739209915.7438376;-38.13080360867914
1739209915.7438426;-38.13080360867914
1739209915.7438476;-45.120503652039325
1739209915.7438524;-45.120503652039325
1739209915.7438574;-38.13080360867914
1739209915.7438624;-38.13080360867914
1739209915.7438674;-45.120503652039325
1739209915.7438724;-45.120503652039325
1739209915.7438774;-33.981070128970906
1739209915.7438824;-31.141103565318915
1739209915.7438872;-38.13080360867914
1739209915.7438922;-38.13080360867914
1739209915.7438972;-38.13080360867914
1739209915.7439022;-38.13080360867914
1739209915.7439072;-32.816014438256545
1739209915.7439122;-45.120503652039325
1739209915.743917;-38.13080360867914
1739209915.743922;-28.992665084841942
1739209915.743927;-38.13080360867914
1739209915.743932;-45.120503652039325
1739209915.743937;-45.120503652039325
1739209915.743942;-38.13080360867914
1739209915.7439468;-38.13080360867914
1739209915.7439518;-45.120503652039325
1739209915.7439568;-45.120503652039325
1739209915.7439618;-38.13080360867914
1739209915.7439668;-45.120503652039325
1739209915.7439718;-45.120503652039325
1739209915.7439768;-45.120503652039325
1739209915.7439816;-38.13080360867914
1739209915.7439866;-45.120503652039325
1739209915.7439916;-45.120503652039325
1739209915.7439966;-38.13080360867914
1739209915.7440016;-33.981070128970906
1739209915.7440066;-38.13080360867914
1739209915.7440114;-45.120503652039325
1739209915.7440164;-45.120503652039325
1739209915.7440214;-35.57807855764607
1739209915.7440264;-35.57807855764607
1739209915.7440314;-38.13080360867914
1739209915.7440364;-38.13080360867914
1739209915.7440412;-45.120503652039325
1739209915.7440462;-38.13080360867914
1739209915.7440512;-38.13080360867914
1739209915.7440562;-45.120503652039325
1739209915.7440612;-45.120503652039325
1739209915.7440662;-45.120503652039325
1739209915.7440712;-45.120503652039325
1739209915.744076;-45.120503652039325
1739209915.744081;-45.120503652039325
1739209915.744086;-45.120503652039325
1739209915.744091;-38.13080360867914
1739209915.744096;-45.120503652039325
1739209915.744101;-38.13080360867914
1739209915.7441058;-45.120503652039325
1739209915.7441108;-45.120503652039325
1739209915.7441158;-38.13080360867914
1739209915.7441208;-32.816014438256545
1739209915.7441258;-38.13080360867914
1739209915.7441308;-45.120503652039325
1739209915.7441356;-38.13080360867914
1739209915.7441406;-38.13080360867914
1739209915.7441456;-38.13080360867914
1739209915.7441506;-45.120503652039325
1739209915.7441556;-45.120503652039325
1739209915.7441607;-45.120503652039325
1739209915.7441657;-45.120503652039325
1739209915.7441704;-45.120503652039325
1739209915.7441754;-38.13080360867914
1739209915.7441804;-38.13080360867914
1739209915.7441854;-45.120503652039325
1739209915.7441905;-45.120503652039325
1739209915.7441955;-45.120503652039325
1739209915.7442002;-45.120503652039325
1739209915.7442052;-45.120503652039325
1739209915.7442102;-45.120503652039325
1739209915.7442153;-38.13080360867914
1739209915.7442203;-38.13080360867914
1739209915.7442253;-45.120503652039325
1739209915.7442303;-45.120503652039325
1739209915.744235;-45.120503652039325
1739209915.74424;-32.816014438256545
1739209915.744245;-31.141103565318893
1739209915.74425;-45.120503652039325
1739209915.744255;-45.120503652039325
1739209915.74426;-38.13080360867914
1739209915.7442648;-35.57807855764607
1739209915.7442698;-45.120503652039325
1739209915.7442749;-35.57807855764607
1739209915.7442799;-45.120503652039325
1739209915.7442849;-38.13080360867914
1739209915.7442899;-38.13080360867914
1739209915.7442946;-45.120503652039325
1739209915.7442997;-45.120503652039325
1739209915.7443047;-45.120503652039325
1739209915.7443097;-45.120503652039325
1739209915.7443147;-45.120503652039325
1739209915.7443197;-38.13080360867914
1739209915.7443247;-35.57807855764607
1739209915.7443295;-38.13080360867914
1739209915.7443345;-45.120503652039325
1739209915.7443395;-38.13080360867914
1739209915.7443445;-35.57807855764607
1739209915.7443495;-45.120503652039325
1739209915.7443545;-45.120503652039325
1739209915.7443593;-32.816014438256545
1739209915.7443643;-26.991370085610736
1739209915.7443693;-45.120503652039325
1739209915.7443743;-45.120503652039325
1739209915.7443793;-38.13080360867914
1739209915.7443843;-35.57807855764607
1739209915.744389;-45.120503652039325
1739209915.744394;-45.120503652039325
1739209915.744399;-45.120503652039325
1739209915.744404;-45.120503652039325
1739209915.744409;-38.13080360867914
1739209915.744414;-38.13080360867914
1739209915.744419;-45.120503652039325
1739209915.7444239;-45.120503652039325
1739209915.7444289;-33.981070128970906
1739209915.7444339;-45.120503652039325
1739209915.744439;-32.816014438256545
1739209915.744444;-32.816014438256545
1739209915.744449;-45.120503652039325
1739209915.7444537;-45.120503652039325
1739209915.7444587;-38.13080360867914
1739209915.7444637;-38.13080360867914
1739209915.7444687;-38.13080360867914
1739209915.7444737;-45.120503652039325
1739209915.7444787;-45.120503652039325
1739209915.7444835;-38.13080360867914
1739209915.7444885;-35.57807855764607
1739209915.7444935;-38.13080360867914
1739209915.7444985;-38.13080360867914
1739209915.7445035;-38.13080360867914
1739209915.7445085;-38.13080360867914
1739209915.7445135;-38.13080360867914
1739209915.7445183;-45.120503652039325
1739209915.7445233;-45.120503652039325
1739209915.7445283;-45.120503652039325
1739209915.7445333;-45.120503652039325
1739209915.7445383;-38.13080360867914
1739209915.7445433;-38.13080360867914
1739209915.744548;-38.13080360867914
1739209915.744553;-45.120503652039325
1739209915.744558;-45.120503652039325
1739209915.744563;-32.816014438256545
1739209915.744568;-45.120503652039325
1739209915.744573;-35.57807855764607
1739209915.744578;-38.13080360867914
1739209915.744583;-38.13080360867914
1739209915.744588;-38.13080360867914
1739209915.744593;-45.120503652039325
1739209915.744598;-45.120503652039325
1739209915.744603;-45.120503652039325
1739209915.744608;-45.120503652039325
1739209915.7446127;-45.120503652039325
1739209915.7446177;-45.120503652039325
1739209915.7446227;-45.120503652039325
1739209915.7446277;-38.13080360867914
1739209915.7446327;-45.120503652039325
1739209915.7446377;-35.57807855764607
1739209915.7446425;-35.57807855764607
1739209915.7446475;-38.13080360867914
1739209915.7446525;-38.13080360867914
1739209915.7446575;-33.981070128970906
1739209915.7446625;-45.120503652039325
1739209915.7446675;-45.120503652039325
1739209915.7446725;-45.120503652039325
1739209915.7446773;-38.13080360867914
1739209915.7446823;-45.120503652039325
1739209915.7446873;-38.13080360867914
1739209915.7446923;-38.13080360867914
1739209915.7446973;-45.120503652039325
1739209915.7447023;-45.120503652039325
1739209915.744707;-38.13080360867914
1739209915.744712;-45.120503652039325
1739209915.7447171;-45.120503652039325
1739209915.7447221;-45.120503652039325
1739209915.7447271;-45.120503652039325
1739209915.7447321;-45.120503652039325
1739209915.744737;-45.120503652039325
1739209915.744742;-38.13080360867914
1739209915.744747;-33.981070128970906
1739209915.744752;-35.57807855764607
1739209915.744757;-45.120503652039325
1739209915.744762;-45.120503652039325
1739209915.744767;-33.981070128970906
1739209915.7447717;-38.13080360867914
1739209915.7447767;-38.13080360867914
1739209915.7447817;-45.120503652039325
1739209915.7447867;-45.120503652039325
1739209915.7447917;-35.57807855764607
1739209915.7447968;-38.13080360867914
1739209915.7448015;-38.13080360867914
1739209915.7448065;-28.992665084841942
1739209915.7448115;-35.57807855764607
1739209915.7448165;-45.120503652039325
1739209915.7448215;-38.13080360867914
1739209915.7448266;-33.981070128970906
1739209915.7448313;-45.120503652039325
1739209915.7448363;-45.120503652039325
1739209915.7448413;-38.13080360867914
1739209915.7448463;-35.57807855764607
1739209915.7448514;-45.120503652039325
1739209915.7448564;-38.13080360867914
1739209915.7448614;-45.120503652039325
1739209915.7448661;-38.13080360867914
1739209915.7448711;-45.120503652039325
1739209915.7448761;-38.13080360867914
1739209915.7448812;-35.57807855764607
1739209915.7448862;-33.981070128970906
1739209915.7448912;-38.13080360867914
1739209915.744896;-45.120503652039325
1739209915.744901;-45.120503652039325
1739209915.744906;-33.981070128970906
1739209915.744911;-45.120503652039325
1739209915.744916;-38.13080360867914
1739209915.744921;-38.13080360867914
1739209915.7449257;-38.13080360867914
1739209915.7449307;-38.13080360867914
1739209915.7449358;-45.120503652039325
1739209915.7449408;-45.120503652039325
1739209915.7449458;-33.981070128970906
1739209915.7449508;-45.120503652039325
1739209915.7449558;-45.120503652039325
1739209915.7449605;-38.13080360867914
1739209915.7449656;-31.14110356531892
1739209915.7449706;-38.13080360867914
1739209915.7449756;-45.120503652039325
1739209915.7449806;-45.120503652039325
1739209915.7449856;-35.57807855764607
1739209915.7449903;-35.57807855764607
1739209915.7449954;-45.120503652039325
1739209915.7450004;-45.120503652039325
1739209915.7450054;-33.981070128970906
1739209915.7450104;-35.57807855764607
1739209915.7450154;-45.120503652039325
1739209915.7450204;-45.120503652039325
1739209915.7450252;-45.120503652039325
1739209915.7450302;-38.13080360867914
1739209915.7450352;-38.13080360867914
1739209915.7450402;-45.120503652039325
1739209915.7450452;-33.981070128970906
1739209915.7450502;-38.13080360867914
1739209915.745055;-38.13080360867914
1739209915.74506;-45.120503652039325
1739209915.745065;-31.141103565318915
1739209915.74507;-45.120503652039325
1739209915.745075;-38.13080360867914
1739209915.74508;-45.120503652039325
1739209915.7450848;-45.120503652039325
1739209915.7450898;-33.981070128970906
1739209915.7450948;-38.13080360867914
1739209915.7450998;-45.120503652039325
1739209915.7451048;-38.13080360867914
1739209915.7451098;-27.8777449560314
1739209915.7451148;-45.120503652039325
1739209915.7451196;-45.120503652039325
1739209915.7451246;-31.141103565318915
1739209915.7451296;-32.816014438256545
1739209915.7451346;-38.13080360867914
1739209915.7451396;-38.13080360867914
1739209915.7451446;-38.13080360867914
1739209915.7451494;-45.120503652039325
1739209915.7451544;-45.120503652039325
1739209915.7451594;-45.120503652039325
1739209915.7451644;-45.120503652039325
1739209915.7451694;-38.13080360867914
1739209915.7451744;-38.13080360867914
1739209915.7451792;-45.120503652039325
1739209915.7451842;-38.13080360867914
1739209915.7451892;-32.816014438256545
1739209915.7451942;-45.120503652039325
1739209915.7451992;-45.120503652039325
1739209915.7452042;-45.120503652039325
1739209915.7452092;-45.120503652039325
1739209915.745214;-45.120503652039325
1739209915.745219;-45.120503652039325
1739209915.745224;-45.120503652039325
1739209915.745229;-45.120503652039325
1739209915.745234;-38.13080360867914
1739209915.745239;-38.13080360867914
1739209915.7452438;-38.13080360867914
1739209915.7452488;-45.120503652039325
1739209915.7452538;-38.13080360867914
1739209915.7452588;-45.120503652039325
1739209915.7452638;-38.13080360867914
1739209915.7452688;-38.13080360867914
1739209915.7452736;-45.120503652039325
1739209915.7452786;-45.120503652039325
1739209915.7452836;-45.120503652039325
1739209915.7452886;-33.981070128970906
1739209915.7452936;-38.13080360867914
1739209915.7452986;-45.120503652039325
1739209915.7453036;-38.13080360867914
1739209915.7453084;-38.13080360867914
1739209915.7453134;-38.13080360867914
1739209915.7453184;-45.120503652039325
1739209915.7453234;-35.57807855764607
1739209915.7453284;-38.13080360867914
1739209915.7453334;-45.120503652039325
1739209915.7453382;-45.120503652039325
1739209915.7453432;-33.981070128970906
1739209915.7453482;-38.13080360867914
1739209915.7453532;-45.120503652039325
1739209915.7453582;-45.120503652039325
1739209915.7453632;-45.120503652039325
1739209915.7453682;-26.991370085610722
1739209915.745373;-38.13080360867914
1739209915.745378;-45.120503652039325
1739209915.745383;-45.120503652039325
1739209915.745388;-33.981070128970906
1739209915.745393;-33.981070128970906
1739209915.745398;-45.120503652039325
1739209915.7454028;-35.57807855764607
1739209915.7454078;-35.57807855764607
1739209915.7454128;-38.13080360867914
1739209915.7454178;-45.120503652039325
1739209915.7454228;-38.13080360867914
1739209915.7454278;-45.120503652039325
1739209915.7454326;-45.120503652039325
1739209915.7454376;-45.120503652039325
1739209915.7454426;-33.981070128970906
1739209915.7454476;-35.57807855764607
1739209915.7454526;-38.13080360867914
1739209915.7454576;-35.57807855764607
1739209915.7454627;-38.13080360867914
1739209915.7454674;-30.49652367304973
1739209915.7454724;-45.120503652039325
1739209915.7454774;-38.13080360867914
1739209915.7454824;-38.13080360867914
1739209915.7454875;-26.991370085610722
1739209915.7454925;-31.141103565318915
1739209915.7454972;-45.120503652039325
1739209915.7455022;-45.120503652039325
1739209915.7455072;-38.13080360867914
1739209915.7455122;-38.13080360867914
1739209915.7455173;-45.120503652039325
1739209915.7455223;-38.13080360867914
1739209915.745527;-35.57807855764607
1739209915.745532;-45.120503652039325
1739209915.745537;-45.120503652039325
1739209915.745542;-38.13080360867914
1739209915.745547;-38.13080360867914
1739209915.745552;-45.120503652039325
1739209915.745557;-38.13080360867914
1739209915.7455618;-38.13080360867914
1739209915.7455668;-38.13080360867914
1739209915.7455719;-38.13080360867914
1739209915.7455769;-45.120503652039325
1739209915.7455819;-33.981070128970906
1739209915.7455869;-35.57807855764607
1739209915.7455916;-38.13080360867914
1739209915.7455966;-45.120503652039325
1739209915.7456017;-38.13080360867914
1739209915.7456067;-33.981070128970906
1739209915.7456117;-31.141103565318915
1739209915.7456167;-38.13080360867914
1739209915.7456214;-38.13080360867914
1739209915.7456264;-32.816014438256545
1739209915.7456315;-32.816014438256545
1739209915.7456365;-38.13080360867914
1739209915.7456415;-45.120503652039325
1739209915.7456465;-33.981070128970906
1739209915.7456515;-32.816014438256545
1739209915.7456563;-45.120503652039325
1739209915.7456613;-38.13080360867914
1739209915.7456663;-32.816014438256545
1739209915.7456713;-38.13080360867914
1739209915.7456763;-38.13080360867914
1739209915.7456813;-45.120503652039325
1739209915.745686;-28.992665084841942
1739209915.745691;-28.58837851428586
1739209915.745696;-45.120503652039325
1739209915.745701;-38.13080360867914
1739209915.745706;-35.57807855764607
1739209915.745711;-38.13080360867914
1739209915.7457159;-38.13080360867914
1739209915.7457209;-38.13080360867914
1739209915.7457259;-38.13080360867914
1739209915.7457309;-38.13080360867914
1739209915.745736;-45.120503652039325
1739209915.745741;-38.13080360867914
1739209915.745746;-38.13080360867914
1739209915.7457507;-35.57807855764607
1739209915.7457557;-45.120503652039325
1739209915.7457607;-45.120503652039325
1739209915.7457657;-38.13080360867914
1739209915.7457707;-38.13080360867914
1739209915.7457757;-45.120503652039325
1739209915.7457805;-38.13080360867914
1739209915.7457855;-38.13080360867914
1739209915.7457905;-45.120503652039325
1739209915.7457955;-38.13080360867914
1739209915.7458005;-45.120503652039325
1739209915.7458055;-32.816014438256545
1739209915.7458105;-31.141103565318915
1739209915.7458153;-38.13080360867914
1739209915.7458203;-38.13080360867914
1739209915.7458253;-38.13080360867914
1739209915.7458303;-33.981070128970906
1739209915.7458353;-38.13080360867914
1739209915.7458403;-45.120503652039325
1739209915.745845;-38.13080360867914
1739209915.74585;-38.13080360867914
1739209915.745855;-45.120503652039325
1739209915.74586;-38.13080360867914
1739209915.745865;-38.13080360867914
1739209915.74587;-45.120503652039325
1739209915.745875;-45.120503652039325
1739209915.74588;-33.981070128970906
1739209915.745885;-38.13080360867914
1739209915.74589;-38.13080360867914
1739209915.745895;-45.120503652039325
1739209915.7459;-38.13080360867914
1739209915.745905;-45.120503652039325
1739209915.7459097;-38.13080360867914
1739209915.7459147;-45.120503652039325
1739209915.7459197;-45.120503652039325
1739209915.7459247;-32.816014438256545
1739209915.7459297;-45.120503652039325
