CAN Message; 0x77:991864677f353877
Timestamp;Amplitude
1739209855.0835202;-45.120503652039325
1739209855.0835245;-45.120503652039325
1739209855.0835285;-45.120503652039325
1739209855.0835326;-45.120503652039325
1739209855.0835369;-45.120503652039325
1739209855.083541;-45.120503652039325
1739209855.083545;-38.13080360867914
1739209855.0835493;-45.120503652039325
1739209855.0835533;-32.816014438256545
1739209855.0835574;-31.141103565318915
1739209855.0835617;-38.13080360867914
1739209855.0835657;-35.57807855764607
1739209855.0835698;-45.120503652039325
1739209855.083574;-32.816014438256545
1739209855.083578;-38.13080360867914
1739209855.0835824;-45.120503652039325
1739209855.0835865;-45.120503652039325
1739209855.0835905;-33.981070128970956
1739209855.0835948;-38.13080360867914
1739209855.0835989;-38.13080360867914
1739209855.083603;-38.13080360867914
1739209855.0836072;-45.120503652039325
1739209855.0836112;-33.981070128970906
1739209855.0836153;-45.120503652039325
1739209855.0836196;-38.13080360867914
1739209855.0836236;-28.992665084841942
1739209855.0836277;-38.13080360867914
1739209855.083632;-45.120503652039325
1739209855.083636;-38.13080360867914
1739209855.08364;-35.57807855764607
1739209855.0836444;-45.120503652039325
1739209855.0836484;-38.13080360867914
1739209855.0836525;-45.120503652039325
1739209855.0836568;-32.81601443825658
1739209855.0836608;-38.13080360867914
1739209855.083665;-38.13080360867914
1739209855.0836692;-45.120503652039325
1739209855.0836732;-38.13080360867914
1739209855.0836773;-35.57807855764607
1739209855.0836816;-38.13080360867914
1739209855.0836856;-45.120503652039325
1739209855.08369;-45.120503652039325
1739209855.083694;-35.57807855764607
1739209855.083698;-38.13080360867914
1739209855.0837023;-45.120503652039325
1739209855.0837064;-38.13080360867914
1739209855.0837104;-38.13080360867914
1739209855.0837147;-33.981070128970906
1739209855.0837188;-45.120503652039325
1739209855.0837228;-35.57807855764607
1739209855.0837271;-35.57807855764607
1739209855.0837312;-45.120503652039325
1739209855.0837352;-45.120503652039325
1739209855.0837395;-35.57807855764607
1739209855.0837436;-38.13080360867914
1739209855.0837476;-45.120503652039325
1739209855.083752;-45.120503652039325
1739209855.083756;-45.120503652039325
1739209855.08376;-38.13080360867914
1739209855.0837643;-38.13080360867914
1739209855.0837684;-45.120503652039325
1739209855.0837724;-38.13080360867914
1739209855.0837767;-38.13080360867914
1739209855.0837808;-45.120503652039325
1739209855.0837848;-38.13080360867914
1739209855.083789;-32.816014438256545
1739209855.0837932;-38.13080360867914
1739209855.0837975;-45.120503652039325
1739209855.0838015;-31.141103565318893
1739209855.0838056;-32.816014438256545
1739209855.0838099;-45.120503652039325
1739209855.083814;-38.13080360867914
1739209855.083818;-38.13080360867914
1739209855.0838223;-38.13080360867914
1739209855.0838263;-33.981070128970906
1739209855.0838304;-38.13080360867914
1739209855.0838346;-38.13080360867914
1739209855.0838387;-38.13080360867914
1739209855.0838428;-35.57807855764607
1739209855.083847;-38.13080360867914
1739209855.083851;-38.13080360867914
1739209855.0838552;-45.120503652039325
1739209855.0838594;-45.120503652039325
1739209855.0838635;-45.120503652039325
1739209855.0838675;-45.120503652039325
1739209855.0838718;-38.13080360867914
1739209855.083876;-45.120503652039325
1739209855.08388;-32.816014438256545
1739209855.0838842;-45.120503652039325
1739209855.0838883;-38.13080360867914
1739209855.0838923;-31.141103565318915
1739209855.0838966;-38.13080360867914
1739209855.0839007;-45.120503652039325
1739209855.0839047;-38.13080360867914
1739209855.083909;-33.981070128970906
1739209855.083913;-38.13080360867914
1739209855.0839174;-45.120503652039325
1739209855.0839214;-45.120503652039325
1739209855.0839255;-38.13080360867914
1739209855.0839298;-38.13080360867914
1739209855.0839338;-45.120503652039325
1739209855.083938;-45.120503652039325
1739209855.0839422;-38.13080360867914
1739209855.0839462;-35.57807855764607
1739209855.0839503;-45.120503652039325
1739209855.0839546;-45.120503652039325
1739209855.0839586;-35.57807855764607
1739209855.0839627;-33.981070128970906
1739209855.083967;-45.120503652039325
1739209855.083971;-38.13080360867914
1739209855.083975;-38.13080360867914
1739209855.0839794;-35.57807855764607
1739209855.0839834;-45.120503652039325
1739209855.0839875;-38.13080360867914
1739209855.0839918;-31.141103565318915
1739209855.0839958;-38.13080360867914
1739209855.0839999;-45.120503652039325
1739209855.0840042;-45.120503652039325
1739209855.0840082;-38.13080360867914
1739209855.0840123;-38.13080360867914
1739209855.0840166;-45.120503652039325
1739209855.0840206;-45.120503652039325
1739209855.084025;-38.13080360867914
1739209855.084029;-45.120503652039325
1739209855.084033;-35.57807855764607
1739209855.0840373;-32.816014438256545
1739209855.0840414;-45.120503652039325
1739209855.0840454;-38.13080360867914
1739209855.0840497;-45.120503652039325
1739209855.0840538;-45.120503652039325
1739209855.0840578;-27.8777449560314
1739209855.084062;-38.13080360867914
1739209855.0840662;-45.120503652039325
1739209855.0840702;-38.13080360867914
1739209855.0840745;-38.13080360867914
1739209855.0840786;-45.120503652039325
1739209855.0840826;-38.13080360867914
1739209855.084087;-38.13080360867914
1739209855.084091;-45.120503652039325
1739209855.084095;-45.120503652039325
1739209855.0840993;-45.120503652039325
1739209855.0841033;-45.120503652039325
1739209855.0841074;-45.120503652039325
1739209855.0841117;-45.120503652039325
1739209855.0841157;-45.120503652039325
1739209855.0841198;-38.13080360867914
1739209855.084124;-45.120503652039325
1739209855.0841281;-45.120503652039325
1739209855.0841324;-45.120503652039325
1739209855.0841365;-45.120503652039325
1739209855.0841405;-45.120503652039325
1739209855.0841448;-38.13080360867914
1739209855.084149;-38.13080360867914
1739209855.084153;-38.13080360867914
1739209855.0841572;-25.826314394896354
1739209855.0841613;-31.141103565318893
1739209855.0841653;-45.120503652039325
1739209855.0841696;-35.57807855764607
1739209855.0841737;-33.981070128970906
1739209855.0841777;-38.13080360867914
1739209855.084182;-45.120503652039325
1739209855.084186;-45.120503652039325
1739209855.0841901;-45.120503652039325
1739209855.0841944;-45.120503652039325
1739209855.0841985;-38.13080360867914
1739209855.0842025;-45.120503652039325
1739209855.0842068;-32.816014438256545
1739209855.0842109;-35.57807855764607
1739209855.084215;-45.120503652039325
1739209855.0842192;-45.120503652039325
1739209855.0842233;-38.13080360867914
1739209855.0842273;-33.981070128970906
1739209855.0842316;-33.981070128970906
1739209855.0842357;-38.13080360867914
1739209855.0842397;-45.120503652039325
1739209855.084244;-33.981070128970906
1739209855.084248;-45.120503652039325
1739209855.0842524;-45.120503652039325
1739209855.0842564;-32.816014438256545
1739209855.0842605;-35.57807855764607
1739209855.0842648;-45.120503652039325
1739209855.0842688;-38.13080360867914
1739209855.0842729;-30.49652367304973
1739209855.0842772;-38.13080360867914
1739209855.0842812;-45.120503652039325
1739209855.0842853;-38.13080360867914
1739209855.0842896;-45.120503652039325
1739209855.0842936;-45.120503652039325
1739209855.0842977;-45.120503652039325
1739209855.084302;-45.120503652039325
1739209855.084306;-35.57807855764607
1739209855.08431;-35.57807855764607
1739209855.0843143;-45.120503652039325
1739209855.0843184;-38.13080360867914
1739209855.0843225;-38.13080360867914
1739209855.0843267;-33.981070128970906
1739209855.0843308;-45.120503652039325
1739209855.0843349;-45.120503652039325
1739209855.0843391;-45.120503652039325
1739209855.0843432;-45.120503652039325
1739209855.0843472;-38.13080360867914
1739209855.0843515;-38.13080360867914
1739209855.0843556;-45.120503652039325
1739209855.08436;-35.57807855764607
1739209855.084364;-35.57807855764607
1739209855.084368;-45.120503652039325
1739209855.0843723;-35.57807855764607
1739209855.0843763;-38.13080360867914
1739209855.0843804;-45.120503652039325
1739209855.0843847;-45.120503652039325
1739209855.0843887;-45.120503652039325
1739209855.0843928;-33.981070128970906
1739209855.084397;-35.57807855764607
1739209855.0844011;-35.57807855764607
1739209855.0844052;-45.120503652039325
1739209855.0844095;-38.13080360867914
1739209855.0844135;-45.120503652039325
1739209855.0844176;-45.120503652039325
1739209855.0844219;-38.13080360867914
1739209855.084426;-38.13080360867914
1739209855.08443;-38.13080360867914
1739209855.0844343;-38.13080360867914
1739209855.0844383;-35.57807855764607
1739209855.0844424;-38.13080360867914
1739209855.0844467;-45.120503652039325
1739209855.0844507;-38.13080360867914
1739209855.0844548;-38.13080360867914
1739209855.084459;-38.13080360867914
1739209855.0844631;-45.120503652039325
1739209855.0844674;-45.120503652039325
1739209855.0844715;-45.120503652039325
1739209855.0844755;-33.981070128970906
1739209855.0844798;-45.120503652039325
1739209855.0844839;-45.120503652039325
1739209855.084488;-45.120503652039325
1739209855.0844922;-38.13080360867914
1739209855.0844963;-38.13080360867914
1739209855.0845003;-38.13080360867914
1739209855.0845046;-38.13080360867914
1739209855.0845087;-45.120503652039325
1739209855.0845127;-45.120503652039325
1739209855.084517;-38.13080360867914
1739209855.084521;-35.57807855764607
1739209855.084525;-38.13080360867914
1739209855.0845294;-45.120503652039325
1739209855.0845335;-45.120503652039325
1739209855.0845375;-45.120503652039325
1739209855.0845418;-38.13080360867914
1739209855.0845459;-45.120503652039325
1739209855.08455;-45.120503652039325
1739209855.0845542;-38.13080360867914
1739209855.0845582;-31.141103565318915
1739209855.0845623;-38.13080360867914
1739209855.0845666;-38.13080360867914
1739209855.0845706;-38.13080360867914
1739209855.0845747;-45.120503652039325
1739209855.084579;-38.13080360867914
1739209855.084583;-38.13080360867914
1739209855.0845873;-45.120503652039325
1739209855.0845914;-31.141103565318915
1739209855.0845954;-33.981070128970906
1739209855.0845997;-45.120503652039325
1739209855.0846038;-45.120503652039325
