CAN Message; 0x1a7:000055876f2cdb6a
Timestamp;Amplitude
1739209712.0183103;-45.120503652039325
1739209712.018318;-38.13080360867914
1739209712.0183258;-38.13080360867914
1739209712.0183334;-45.120503652039325
1739209712.018341;-45.120503652039325
1739209712.0183487;-35.57807855764607
1739209712.0183563;-35.57807855764607
1739209712.018364;-38.13080360867914
1739209712.0183718;-45.120503652039325
1739209712.0183794;-38.13080360867914
1739209712.018387;-38.13080360867914
1739209712.0183947;-38.13080360867914
1739209712.0184023;-45.120503652039325
1739209712.0184102;-45.120503652039325
1739209712.0184178;-38.13080360867914
1739209712.0184255;-45.120503652039325
1739209712.018433;-45.120503652039325
1739209712.0184407;-31.141103565318915
1739209712.0184486;-45.120503652039325
1739209712.0184562;-45.120503652039325
1739209712.0184639;-45.120503652039325
1739209712.0184715;-33.981070128970906
1739209712.018479;-45.120503652039325
1739209712.018487;-38.13080360867914
1739209712.0184946;-35.57807855764607
1739209712.0185022;-45.120503652039325
1739209712.0185099;-45.120503652039325
1739209712.0185175;-45.120503652039325
1739209712.0185251;-45.120503652039325
1739209712.018533;-38.13080360867914
1739209712.0185406;-38.13080360867914
1739209712.0185483;-45.120503652039325
1739209712.0185559;-45.120503652039325
1739209712.0185635;-45.120503652039325
1739209712.0185714;-45.120503652039325
1739209712.018579;-45.120503652039325
1739209712.0185866;-45.120503652039325
1739209712.0185943;-38.13080360867914
1739209712.018602;-45.120503652039325
1739209712.0186095;-38.13080360867914
1739209712.0186174;-45.120503652039325
1739209712.018625;-33.981070128970906
1739209712.0186327;-35.57807855764607
1739209712.0186403;-38.13080360867914
1739209712.018648;-38.13080360867914
1739209712.0186558;-38.13080360867914
1739209712.0186634;-38.13080360867914
1739209712.018671;-45.120503652039325
1739209712.0186787;-32.816014438256545
1739209712.0186863;-32.81601443825658
1739209712.0186942;-45.120503652039325
1739209712.0187018;-31.141103565318915
1739209712.0187094;-32.816014438256545
1739209712.018717;-38.13080360867914
1739209712.0187247;-45.120503652039325
1739209712.0187325;-33.981070128970906
1739209712.0187402;-38.13080360867914
1739209712.0187478;-28.992665084841942
1739209712.0187554;-32.816014438256545
1739209712.018763;-38.13080360867914
1739209712.0187707;-35.57807855764607
1739209712.0187786;-33.981070128970906
1739209712.0187862;-45.120503652039325
1739209712.0187938;-45.120503652039325
1739209712.0188015;-45.120503652039325
1739209712.018809;-45.120503652039325
1739209712.018817;-45.120503652039325
1739209712.0188246;-45.120503652039325
1739209712.0188322;-45.120503652039325
1739209712.0188398;-45.120503652039325
1739209712.0188475;-45.120503652039325
1739209712.018855;-45.120503652039325
1739209712.018863;-45.120503652039325
1739209712.0188706;-45.120503652039325
1739209712.0188782;-38.13080360867914
1739209712.0188859;-38.13080360867914
1739209712.0188935;-45.120503652039325
1739209712.0189013;-38.13080360867914
1739209712.018909;-38.13080360867914
1739209712.0189166;-35.57807855764607
1739209712.0189242;-45.120503652039325
1739209712.0189319;-38.13080360867914
1739209712.0189397;-29.438486411369333
1739209712.0189474;-38.13080360867914
1739209712.018955;-45.120503652039325
1739209712.0189626;-35.57807855764607
1739209712.0189703;-32.816014438256545
1739209712.018978;-45.120503652039325
1739209712.0189857;-38.13080360867914
1739209712.0189934;-45.120503652039325
1739209712.019001;-45.120503652039325
1739209712.0190086;-45.120503652039325
1739209712.0190163;-45.120503652039325
1739209712.0190241;-45.120503652039325
1739209712.0190318;-45.120503652039325
1739209712.0190394;-38.13080360867914
1739209712.019047;-45.120503652039325
1739209712.0190547;-30.49652367304973
1739209712.0190625;-27.8777449560314
1739209712.0190701;-45.120503652039325
1739209712.0190778;-38.13080360867914
1739209712.0190854;-38.13080360867914
1739209712.019093;-45.120503652039325
1739209712.0191007;-38.13080360867914
1739209712.0191085;-32.816014438256545
1739209712.0191162;-45.120503652039325
1739209712.0191238;-45.120503652039325
1739209712.0191314;-38.13080360867914
1739209712.019139;-45.120503652039325
1739209712.019147;-38.13080360867914
1739209712.0191545;-35.57807855764607
1739209712.0191622;-38.13080360867914
1739209712.0191698;-45.120503652039325
1739209712.0191774;-45.120503652039325
1739209712.0191853;-45.120503652039325
1739209712.019193;-38.13080360867914
1739209712.0192006;-35.57807855764607
1739209712.0192082;-45.120503652039325
1739209712.0192158;-38.13080360867914
1739209712.0192237;-35.57807855764607
1739209712.0192313;-45.120503652039325
1739209712.019239;-38.13080360867914
1739209712.0192466;-35.57807855764607
1739209712.0192542;-45.120503652039325
1739209712.0192618;-38.13080360867914
1739209712.0192697;-38.13080360867914
1739209712.0192773;-35.57807855764607
1739209712.019285;-45.120503652039325
1739209712.0192926;-32.816014438256545
1739209712.0193002;-45.120503652039325
1739209712.019308;-45.120503652039325
1739209712.0193157;-38.13080360867914
1739209712.0193233;-45.120503652039325
1739209712.019331;-45.120503652039325
1739209712.0193386;-38.13080360867914
1739209712.0193462;-35.57807855764607
1739209712.019354;-38.13080360867914
1739209712.0193617;-38.13080360867914
1739209712.0193694;-38.13080360867914
1739209712.019377;-45.120503652039325
1739209712.0193846;-45.120503652039325
1739209712.0193925;-45.120503652039325
1739209712.0194001;-38.13080360867914
1739209712.0194077;-45.120503652039325
1739209712.0194154;-45.120503652039325
1739209712.019423;-38.13080360867914
1739209712.0194309;-38.13080360867914
1739209712.0194385;-38.13080360867914
1739209712.0194461;-45.120503652039325
1739209712.0194538;-38.13080360867914
1739209712.0194614;-38.13080360867914
1739209712.0194693;-38.13080360867914
1739209712.019477;-31.141103565318915
1739209712.0194845;-35.57807855764607
1739209712.0194921;-32.816014438256545
1739209712.0194998;-38.13080360867914
1739209712.0195074;-45.120503652039325
1739209712.0195153;-45.120503652039325
1739209712.019523;-45.120503652039325
1739209712.0195305;-45.120503652039325
1739209712.0195382;-45.120503652039325
1739209712.0195458;-38.13080360867914
1739209712.0195537;-38.13080360867914
1739209712.0195613;-38.13080360867914
1739209712.019569;-45.120503652039325
1739209712.0195765;-45.120503652039325
1739209712.0195842;-38.13080360867914
1739209712.0195918;-38.13080360867914
1739209712.0195997;-38.13080360867914
1739209712.0196073;-45.120503652039325
1739209712.019615;-45.120503652039325
1739209712.0196226;-38.13080360867914
1739209712.0196302;-35.57807855764607
1739209712.019638;-38.13080360867914
1739209712.0196457;-45.120503652039325
1739209712.0196533;-38.13080360867914
1739209712.019661;-35.57807855764607
1739209712.0196686;-38.13080360867914
1739209712.0196764;-45.120503652039325
1739209712.019684;-33.981070128970906
1739209712.0196917;-38.13080360867914
1739209712.0196993;-38.13080360867914
1739209712.019707;-45.120503652039325
1739209712.0197148;-33.981070128970906
1739209712.0197225;-38.13080360867914
1739209712.01973;-45.120503652039325
1739209712.0197377;-45.120503652039325
1739209712.0197453;-45.120503652039325
1739209712.019753;-38.13080360867914
1739209712.0197608;-38.13080360867914
1739209712.0197685;-45.120503652039325
1739209712.019776;-38.13080360867914
1739209712.0197837;-38.13080360867914
1739209712.0197914;-38.13080360867914
1739209712.0197992;-45.120503652039325
1739209712.0198069;-38.13080360867914
1739209712.0198145;-38.13080360867914
1739209712.0198221;-45.120503652039325
1739209712.0198298;-38.13080360867914
1739209712.0198374;-38.13080360867914
1739209712.0198452;-45.120503652039325
1739209712.0198529;-38.13080360867914
1739209712.0198605;-45.120503652039325
1739209712.0198681;-38.13080360867914
1739209712.0198758;-45.120503652039325
1739209712.0198836;-38.13080360867914
1739209712.0198913;-35.57807855764607
1739209712.019899;-38.13080360867914
1739209712.0199065;-45.120503652039325
1739209712.0199142;-45.120503652039325
1739209712.019922;-45.120503652039325
1739209712.0199296;-32.816014438256545
1739209712.0199373;-45.120503652039325
1739209712.019945;-45.120503652039325
1739209712.0199525;-38.13080360867914
1739209712.0199604;-45.120503652039325
1739209712.019968;-38.13080360867914
1739209712.0199757;-38.13080360867914
1739209712.0199833;-35.57807855764607
1739209712.019991;-28.992665084841942
1739209712.0199986;-38.13080360867914
1739209712.0200064;-45.120503652039325
1739209712.020014;-35.57807855764607
1739209712.0200217;-38.13080360867914
1739209712.0200293;-45.120503652039325
1739209712.020037;-38.13080360867914
1739209712.0200448;-32.816014438256545
1739209712.0200524;-29.438486411369354
1739209712.02006;-45.120503652039325
1739209712.0200677;-38.13080360867914
1739209712.0200753;-38.13080360867914
1739209712.020083;-38.13080360867914
1739209712.0200908;-45.120503652039325
1739209712.0200984;-33.981070128970906
1739209712.020106;-38.13080360867914
1739209712.0201137;-32.816014438256545
1739209712.0201213;-32.816014438256545
1739209712.0201292;-38.13080360867914
1739209712.0201368;-35.57807855764607
1739209712.0201445;-35.57807855764607
1739209712.020152;-45.120503652039325
1739209712.0201597;-45.120503652039325
1739209712.0201676;-35.57807855764607
1739209712.0201752;-35.57807855764607
1739209712.0201828;-38.13080360867914
1739209712.0201905;-45.120503652039325
1739209712.020198;-45.120503652039325
1739209712.020206;-38.13080360867914
1739209712.0202136;-45.120503652039325
1739209712.0202212;-38.13080360867914
1739209712.0202289;-38.13080360867914
1739209712.0202365;-38.13080360867914
1739209712.0202441;-45.120503652039325
1739209712.020252;-45.120503652039325
1739209712.0202596;-38.13080360867914
1739209712.0202672;-38.13080360867914
1739209712.0202749;-38.13080360867914
1739209712.0202825;-38.13080360867914
1739209712.0202904;-45.120503652039325
1739209712.020298;-30.49652367304973
1739209712.0203056;-29.438486411369333
1739209712.0203133;-45.120503652039325
1739209712.020321;-45.120503652039325
1739209712.0203285;-38.13080360867914
1739209712.0203364;-38.13080360867914
1739209712.020344;-38.13080360867914
1739209712.0203516;-45.120503652039325
1739209712.0203593;-45.120503652039325
1739209712.020367;-45.120503652039325
1739209712.0203748;-45.120503652039325
1739209712.0203824;-45.120503652039325
1739209712.02039;-38.13080360867914
1739209712.0203977;-38.13080360867914
1739209712.0204053;-45.120503652039325
1739209712.0204132;-32.816014438256545
1739209712.0204208;-45.120503652039325
1739209712.0204284;-45.120503652039325
1739209712.020436;-45.120503652039325
1739209712.0204437;-38.13080360867914
1739209712.0204515;-45.120503652039325
1739209712.0204592;-45.120503652039325
1739209712.0204668;-33.981070128970906
1739209712.0204744;-38.13080360867914
1739209712.020482;-35.57807855764607
1739209712.0204897;-38.13080360867914
1739209712.0204976;-38.13080360867914
1739209712.0205052;-38.13080360867914
1739209712.0205128;-35.57807855764607
1739209712.0205204;-38.13080360867914
1739209712.020528;-45.120503652039325
1739209712.020536;-32.816014438256545
1739209712.0205436;-45.120503652039325
1739209712.0205512;-45.120503652039325
1739209712.0205588;-38.13080360867914
1739209712.0205665;-32.816014438256545
1739209712.020574;-45.120503652039325
1739209712.020582;-38.13080360867914
1739209712.0205896;-32.816014438256545
1739209712.0205972;-35.57807855764607
1739209712.0206048;-38.13080360867914
1739209712.0206125;-45.120503652039325
1739209712.0206203;-45.120503652039325
1739209712.020628;-38.13080360867914
1739209712.0206356;-38.13080360867914
1739209712.0206432;-45.120503652039325
1739209712.0206509;-33.981070128970906
1739209712.0206587;-35.57807855764607
1739209712.0206664;-38.13080360867914
1739209712.020674;-45.120503652039325
1739209712.0206816;-38.13080360867914
1739209712.0206892;-45.120503652039325
1739209712.020697;-38.13080360867914
1739209712.0207047;-35.57807855764607
1739209712.0207124;-45.120503652039325
1739209712.02072;-33.981070128970906
1739209712.0207276;-38.13080360867914
1739209712.0207353;-45.120503652039325
1739209712.0207431;-38.13080360867914
1739209712.0207508;-38.13080360867914
1739209712.0207584;-38.13080360867914
1739209712.020766;-45.120503652039325
1739209712.0207736;-38.13080360867914
1739209712.0207815;-45.120503652039325
1739209712.0207891;-38.13080360867914
1739209712.0207968;-38.13080360867914
1739209712.0208044;-38.13080360867914
1739209712.020812;-38.13080360867914
1739209712.0208197;-38.13080360867914
1739209712.0208275;-38.13080360867914
1739209712.0208352;-38.13080360867914
1739209712.0208428;-38.13080360867914
1739209712.0208504;-35.57807855764607
1739209712.020858;-38.13080360867914
1739209712.020866;-33.981070128970906
1739209712.0208735;-35.57807855764607
1739209712.0208812;-45.120503652039325
1739209712.0208888;-45.120503652039325
1739209712.0208964;-45.120503652039325
1739209712.0209043;-38.13080360867914
1739209712.020912;-45.120503652039325
1739209712.0209196;-38.13080360867914
1739209712.0209272;-38.13080360867914
1739209712.0209348;-45.120503652039325
1739209712.0209427;-38.13080360867914
1739209712.0209503;-35.57807855764607
1739209712.020958;-45.120503652039325
1739209712.0209656;-45.120503652039325
1739209712.0209732;-45.120503652039325
1739209712.0209808;-38.13080360867914
1739209712.0209887;-38.13080360867914
1739209712.0209963;-45.120503652039325
1739209712.021004;-45.120503652039325
1739209712.0210116;-31.141103565318915
1739209712.0210192;-33.981070128970906
1739209712.021027;-38.13080360867914
1739209712.0210347;-38.13080360867914
1739209712.0210423;-38.13080360867914
1739209712.02105;-45.120503652039325
1739209712.0210576;-45.120503652039325
1739209712.0210652;-35.57807855764607
1739209712.021073;-38.13080360867914
1739209712.0210807;-45.120503652039325
1739209712.0210884;-35.57807855764607
1739209712.021096;-38.13080360867914
1739209712.0211036;-38.13080360867914
