CAN Message; 0x1b8:0200ca347679c458
1739209609.0095484;-45.120503652039325
1739209609.0095563;-45.120503652039325
1739209609.009564;-38.13080360867914
1739209609.0095716;-33.981070128970906
1739209609.0095792;-38.13080360867914
1739209609.0095868;-38.13080360867914
1739209609.0095944;-45.120503652039325
1739209609.009602;-38.13080360867914
1739209609.0096097;-45.120503652039325
1739209609.0096173;-45.120503652039325
1739209609.009625;-35.57807855764607
1739209609.0096326;-38.13080360867914
1739209609.0096402;-45.120503652039325
1739209609.009648;-45.120503652039325
1739209609.0096557;-38.13080360867914
1739209609.0096633;-33.981070128970906
1739209609.009671;-38.13080360867914
1739209609.0096786;-33.981070128970906
1739209609.0096862;-45.120503652039325
1739209609.0096939;-38.13080360867914
1739209609.0097015;-38.13080360867914
1739209609.0097091;-38.13080360867914
1739209609.0097167;-45.120503652039325
1739209609.0097244;-38.13080360867914
1739209609.009732;-35.57807855764607
1739209609.0097399;-45.120503652039325
1739209609.0097475;-45.120503652039325
1739209609.0097551;-38.13080360867914
1739209609.0097628;-35.57807855764607
1739209609.0097704;-38.13080360867914
1739209609.009778;-45.120503652039325
1739209609.0097857;-38.13080360867914
1739209609.0097933;-38.13080360867914
1739209609.009801;-45.120503652039325
1739209609.0098085;-38.13080360867914
1739209609.0098162;-38.13080360867914
1739209609.0098238;-45.120503652039325
1739209609.0098317;-38.13080360867914
1739209609.0098393;-45.120503652039325
1739209609.009847;-45.120503652039325
1739209609.0098546;-45.120503652039325
1739209609.0098622;-45.120503652039325
1739209609.0098698;-45.120503652039325
1739209609.0098774;-33.981070128970906
1739209609.009885;-33.981070128970906
1739209609.0098927;-38.13080360867914
1739209609.0099003;-45.120503652039325
1739209609.009908;-45.120503652039325
1739209609.0099156;-45.120503652039325
1739209609.0099235;-45.120503652039325
1739209609.009931;-38.13080360867914
1739209609.0099387;-28.58837851428586
1739209609.0099463;-38.13080360867914
1739209609.009954;-33.981070128970906
1739209609.0099616;-45.120503652039325
1739209609.0099692;-38.13080360867914
1739209609.0099769;-38.13080360867914
1739209609.0099845;-45.120503652039325
1739209609.0099921;-45.120503652039325
1739209609.0099998;-38.13080360867914
1739209609.0100074;-38.13080360867914
1739209609.010015;-45.120503652039325
1739209609.0100229;-45.120503652039325
1739209609.0100305;-38.13080360867914
1739209609.0100381;-45.120503652039325
1739209609.0100458;-38.13080360867914
1739209609.0100534;-45.120503652039325
1739209609.010061;-38.13080360867914
1739209609.0100687;-38.13080360867914
1739209609.0100763;-45.120503652039325
1739209609.010084;-45.120503652039325
1739209609.0100915;-38.13080360867914
1739209609.0100992;-38.13080360867914
1739209609.0101068;-35.57807855764607
1739209609.0101147;-45.120503652039325
1739209609.0101223;-31.141103565318915
1739209609.01013;-31.141103565318915
1739209609.0101376;-45.120503652039325
1739209609.0101452;-38.13080360867914
1739209609.0101528;-38.13080360867914
1739209609.0101604;-45.120503652039325
1739209609.010168;-45.120503652039325
1739209609.0101757;-33.981070128970906
1739209609.0101833;-38.13080360867914
1739209609.010191;-35.57807855764607
1739209609.0101986;-38.13080360867914
1739209609.0102065;-35.57807855764607
1739209609.010214;-38.13080360867914
1739209609.0102217;-45.120503652039325
1739209609.0102293;-38.13080360867914
1739209609.010237;-45.120503652039325
1739209609.0102446;-35.57807855764607
1739209609.0102522;-35.57807855764607
1739209609.0102599;-38.13080360867914
1739209609.0102675;-33.981070128970906
1739209609.0102751;-38.13080360867914
1739209609.0102828;-45.120503652039325
1739209609.0102904;-38.13080360867914
1739209609.0102983;-35.57807855764607
1739209609.010306;-38.13080360867914
1739209609.0103135;-45.120503652039325
1739209609.0103211;-45.120503652039325
1739209609.0103288;-45.120503652039325
1739209609.0103364;-38.13080360867914
1739209609.010344;-45.120503652039325
1739209609.0103517;-38.13080360867914
1739209609.0103593;-38.13080360867914
1739209609.010367;-45.120503652039325
1739209609.0103745;-45.120503652039325
1739209609.0103822;-38.13080360867914
1739209609.01039;-38.13080360867914
1739209609.0103977;-33.981070128970906
1739209609.0104053;-38.13080360867914
1739209609.010413;-33.981070128970906
1739209609.0104206;-35.57807855764607
1739209609.0104282;-32.816014438256545
1739209609.0104358;-33.981070128970906
1739209609.0104434;-38.13080360867914
1739209609.010451;-38.13080360867914
1739209609.0104587;-45.120503652039325
1739209609.0104663;-45.120503652039325
1739209609.010474;-45.120503652039325
1739209609.0104818;-35.57807855764607
1739209609.0104895;-45.120503652039325
1739209609.010497;-38.13080360867914
1739209609.0105047;-35.57807855764607
1739209609.0105124;-35.57807855764607
1739209609.01052;-45.120503652039325
1739209609.0105276;-38.13080360867914
1739209609.0105352;-35.57807855764607
1739209609.0105429;-45.120503652039325
1739209609.0105505;-38.13080360867914
1739209609.0105581;-38.13080360867914
1739209609.0105658;-45.120503652039325
1739209609.0105734;-38.13080360867914
1739209609.0105813;-38.13080360867914
1739209609.010589;-38.13080360867914
1739209609.0105965;-38.13080360867914
1739209609.0106041;-45.120503652039325
1739209609.0106118;-38.13080360867914
1739209609.0106194;-45.120503652039325
1739209609.010627;-38.13080360867914
1739209609.0106347;-32.816014438256545
1739209609.0106423;-38.13080360867914
1739209609.01065;-35.57807855764607
1739209609.0106575;-38.13080360867914
1739209609.0106652;-38.13080360867914
1739209609.010673;-38.13080360867914
1739209609.0106807;-35.57807855764607
1739209609.0106883;-33.981070128970906
1739209609.010696;-45.120503652039325
1739209609.0107036;-33.981070128970906
1739209609.0107112;-38.13080360867914
1739209609.0107188;-31.141103565318915
1739209609.0107265;-45.120503652039325
1739209609.010734;-38.13080360867914
1739209609.0107417;-38.13080360867914
1739209609.0107493;-45.120503652039325
1739209609.010757;-38.13080360867914
1739209609.0107648;-45.120503652039325
1739209609.0107725;-45.120503652039325
1739209609.01078;-45.120503652039325
1739209609.0107877;-45.120503652039325
1739209609.0107954;-38.13080360867914
1739209609.010803;-35.57807855764607
1739209609.0108106;-33.981070128970906
1739209609.0108182;-45.120503652039325
1739209609.0108259;-38.13080360867914
1739209609.0108335;-45.120503652039325
1739209609.0108411;-45.120503652039325
1739209609.0108488;-45.120503652039325
1739209609.0108566;-45.120503652039325
1739209609.0108643;-45.120503652039325
1739209609.010872;-45.120503652039325
1739209609.0108795;-35.57807855764607
1739209609.0108871;-38.13080360867914
1739209609.0108948;-38.13080360867914
1739209609.0109024;-45.120503652039325
1739209609.01091;-33.981070128970906
1739209609.0109177;-45.120503652039325
1739209609.0109253;-45.120503652039325
1739209609.010933;-38.13080360867914
1739209609.0109406;-38.13080360867914
1739209609.0109484;-38.13080360867914
1739209609.010956;-45.120503652039325
1739209609.0109637;-38.13080360867914
1739209609.0109713;-35.57807855764607
1739209609.010979;-45.120503652039325
1739209609.0109866;-38.13080360867914
1739209609.0109942;-28.992665084841942
1739209609.0110018;-45.120503652039325
1739209609.0110095;-45.120503652039325
1739209609.011017;-45.120503652039325
1739209609.0110247;-38.13080360867914
1739209609.0110323;-32.816014438256545
1739209609.01104;-33.981070128970906
1739209609.0110478;-45.120503652039325
1739209609.0110555;-29.438486411369354
1739209609.011063;-35.57807855764607
1739209609.0110707;-38.13080360867914
1739209609.0110784;-45.120503652039325
1739209609.011086;-45.120503652039325
1739209609.0110936;-32.816014438256545
1739209609.0111012;-38.13080360867914
1739209609.0111089;-38.13080360867914
1739209609.0111165;-33.981070128970906
1739209609.0111241;-45.120503652039325
1739209609.0111318;-45.120503652039325
1739209609.0111396;-45.120503652039325
1739209609.0111473;-45.120503652039325
1739209609.011155;-45.120503652039325
1739209609.0111625;-45.120503652039325
1739209609.0111701;-45.120503652039325
1739209609.0111778;-33.981070128970906
1739209609.0111854;-45.120503652039325
1739209609.011193;-45.120503652039325
1739209609.0112007;-38.13080360867914
1739209609.0112083;-38.13080360867914
1739209609.011216;-38.13080360867914
1739209609.0112236;-45.120503652039325
1739209609.0112314;-45.120503652039325
1739209609.011239;-32.816014438256545
1739209609.0112467;-45.120503652039325
1739209609.0112543;-45.120503652039325
1739209609.011262;-38.13080360867914
1739209609.0112696;-38.13080360867914
1739209609.0112772;-45.120503652039325
1739209609.0112848;-45.120503652039325
1739209609.0112925;-45.120503652039325
1739209609.0113;-28.992665084841942
1739209609.0113077;-45.120503652039325
1739209609.0113153;-45.120503652039325
1739209609.0113232;-35.57807855764607
1739209609.0113308;-38.13080360867914
1739209609.0113385;-45.120503652039325
1739209609.011346;-45.120503652039325
1739209609.0113537;-45.120503652039325
1739209609.0113614;-38.13080360867914
1739209609.011369;-45.120503652039325
1739209609.0113766;-45.120503652039325
1739209609.0113842;-33.981070128970906
1739209609.0113919;-38.13080360867914
1739209609.0113995;-38.13080360867914
1739209609.0114071;-38.13080360867914
1739209609.011415;-35.57807855764607
1739209609.0114226;-38.13080360867914
1739209609.0114303;-45.120503652039325
1739209609.011438;-35.57807855764607
1739209609.0114455;-45.120503652039325
1739209609.0114532;-38.13080360867914
1739209609.0114608;-45.120503652039325
1739209609.0114684;-38.13080360867914
1739209609.011476;-30.49652367304973
1739209609.0114837;-33.981070128970906
1739209609.0114913;-45.120503652039325
1739209609.011499;-38.13080360867914
1739209609.0115066;-38.13080360867914
1739209609.0115144;-38.13080360867914
1739209609.011522;-35.57807855764607
1739209609.0115297;-45.120503652039325
1739209609.0115373;-45.120503652039325
1739209609.011545;-33.981070128970906
1739209609.0115526;-45.120503652039325
1739209609.0115602;-38.13080360867914
1739209609.0115678;-38.13080360867914
1739209609.0115755;-45.120503652039325
1739209609.011583;-45.120503652039325
1739209609.0115907;-33.981070128970906
1739209609.0115983;-45.120503652039325
1739209609.0116062;-45.120503652039325
1739209609.0116138;-45.120503652039325
1739209609.0116215;-33.981070128970906
1739209609.011629;-45.120503652039325
1739209609.0116367;-38.13080360867914
1739209609.0116444;-35.57807855764607
1739209609.011652;-38.13080360867914
1739209609.0116596;-45.120503652039325
1739209609.0116673;-45.120503652039325
1739209609.011675;-35.57807855764607
1739209609.0116825;-38.13080360867914
1739209609.0116901;-45.120503652039325
1739209609.011698;-45.120503652039325
1739209609.0117056;-31.141103565318893
1739209609.0117133;-45.120503652039325
1739209609.011721;-38.13080360867914
1739209609.0117285;-33.981070128970906
1739209609.0117362;-45.120503652039325
1739209609.0117438;-45.120503652039325
1739209609.0117514;-35.57807855764607
1739209609.011759;-38.13080360867914
1739209609.0117667;-45.120503652039325
1739209609.0117743;-38.13080360867914
1739209609.011782;-45.120503652039325
1739209609.0117898;-38.13080360867914
1739209609.0117974;-29.438486411369333
1739209609.011805;-35.57807855764607
1739209609.0118127;-35.57807855764607
1739209609.0118203;-38.13080360867914
1739209609.011828;-35.57807855764607
1739209609.0118356;-38.13080360867914
1739209609.0118432;-38.13080360867914
1739209609.0118508;-45.120503652039325
1739209609.0118585;-38.13080360867914
1739209609.011866;-35.57807855764607
1739209609.0118737;-38.13080360867914
1739209609.0118816;-45.120503652039325
1739209609.0118892;-45.120503652039325
1739209609.0118968;-38.13080360867914
1739209609.0119045;-38.13080360867914
1739209609.011912;-33.981070128970906
1739209609.0119197;-33.981070128970956
1739209609.0119274;-45.120503652039325
1739209609.011935;-38.13080360867914
1739209609.0119426;-45.120503652039325
1739209609.0119503;-45.120503652039325
1739209609.011958;-38.13080360867914
1739209609.0119655;-38.13080360867914
1739209609.0119734;-45.120503652039325
1739209609.011981;-26.991370085610736
1739209609.0119886;-35.57807855764607
1739209609.0119963;-45.120503652039325
1739209609.012004;-45.120503652039325
1739209609.0120115;-32.816014438256545
1739209609.0120192;-35.57807855764607
1739209609.0120268;-35.57807855764607
1739209609.0120344;-32.816014438256545
1739209609.012042;-45.120503652039325
1739209609.0120497;-38.13080360867914
1739209609.0120573;-32.816014438256545
1739209609.012065;-45.120503652039325
1739209609.0120728;-45.120503652039325
1739209609.0120804;-45.120503652039325
1739209609.012088;-35.57807855764607
1739209609.0120957;-45.120503652039325
1739209609.0121033;-38.13080360867914
1739209609.012111;-38.13080360867914
1739209609.0121186;-45.120503652039325
1739209609.0121262;-33.981070128970906
1739209609.0121338;-45.120503652039325
1739209609.0121415;-38.13080360867914
1739209609.012149;-38.13080360867914
1739209609.0121567;-45.120503652039325
1739209609.0121646;-28.58837851428586
1739209609.0121722;-31.141103565318893
1739209609.0121799;-45.120503652039325
1739209609.0121875;-38.13080360867914
1739209609.012195;-32.816014438256545
1739209609.0122027;-33.981070128970906
1739209609.0122104;-45.120503652039325
1739209609.012218;-33.981070128970906
1739209609.0122256;-45.120503652039325
1739209609.0122333;-45.120503652039325
1739209609.012241;-38.13080360867914
1739209609.0122485;-45.120503652039325
1739209609.0122564;-45.120503652039325
1739209609.012264;-33.981070128970906
1739209609.0122716;-38.13080360867914
1739209609.0122793;-38.13080360867914
1739209609.012287;-28.21854285175415
1739209609.0122945;-31.141103565318915
1739209609.0123022;-45.120503652039325
1739209609.0123098;-45.120503652039325
1739209609.0123174;-45.120503652039325
1739209609.012325;-45.120503652039325
1739209609.0123327;-35.57807855764607
1739209609.0123403;-38.13080360867914
1739209609.0123482;-29.438486411369333
1739209609.0123558;-32.816014438256545
1739209609.0123634;-45.120503652039325
1739209609.012371;-45.120503652039325
1739209609.0123787;-38.13080360867914
1739209609.0123863;-38.13080360867914
1739209609.012394;-45.120503652039325
1739209609.0124016;-45.120503652039325
1739209609.0124092;-45.120503652039325
1739209609.0124168;-45.120503652039325
1739209609.0124245;-45.120503652039325
1739209609.012432;-38.13080360867914
1739209609.01244;-38.13080360867914
1739209609.0124476;-45.120503652039325
1739209609.0124552;-38.13080360867914
1739209609.0124629;-38.13080360867914
1739209609.0124705;-35.57807855764607
1739209609.012478;-38.13080360867914
1739209609.0124857;-38.13080360867914
1739209609.0124934;-38.13080360867914
1739209609.012501;-45.120503652039325
1739209609.0125086;-45.120503652039325
1739209609.0125163;-45.120503652039325
1739209609.012524;-45.120503652039325
1739209609.0125315;-45.120503652039325
1739209609.0125394;-45.120503652039325
1739209609.012547;-38.13080360867914
1739209609.0125546;-38.13080360867914
1739209609.0125623;-38.13080360867914
1739209609.01257;-32.816014438256545
1739209609.0125775;-33.981070128970906
1739209609.0125852;-38.13080360867914
1739209609.0125928;-45.120503652039325
1739209609.0126004;-38.13080360867914
1739209609.012608;-45.120503652039325
1739209609.0126157;-45.120503652039325
1739209609.0126233;-45.120503652039325
1739209609.0126312;-45.120503652039325
1739209609.0126388;-35.57807855764607
1739209609.0126464;-45.120503652039325
1739209609.012654;-45.120503652039325
1739209609.0126617;-33.981070128970906
1739209609.0126693;-38.13080360867914
1739209609.012677;-45.120503652039325
1739209609.0126846;-45.120503652039325
1739209609.0126922;-38.13080360867914
1739209609.0126998;-38.13080360867914
1739209609.0127075;-38.13080360867914
1739209609.012715;-38.13080360867914
1739209609.012723;-38.13080360867914
1739209609.0127306;-45.120503652039325
1739209609.0127382;-38.13080360867914
1739209609.0127459;-45.120503652039325
1739209609.0127535;-45.120503652039325
1739209609.012761;-45.120503652039325
1739209609.0127687;-38.13080360867914
1739209609.0127764;-45.120503652039325
1739209609.012784;-45.120503652039325
1739209609.0127916;-38.13080360867914
1739209609.0127993;-38.13080360867914
1739209609.012807;-45.120503652039325
1739209609.0128148;-38.13080360867914
1739209609.0128224;-32.816014438256545
1739209609.01283;-38.13080360867914
1739209609.0128376;-45.120503652039325
1739209609.0128453;-31.141103565318915
1739209609.012853;-31.141103565318915
1739209609.0128605;-33.981070128970906
1739209609.0128682;-45.120503652039325
1739209609.0128758;-33.981070128970906
1739209609.0128834;-33.981070128970906
1739209609.012891;-38.13080360867914
1739209609.0128987;-45.120503652039325
1739209609.0129066;-45.120503652039325
1739209609.0129142;-38.13080360867914
1739209609.0129218;-38.13080360867914
1739209609.0129294;-45.120503652039325
1739209609.012937;-45.120503652039325
1739209609.0129447;-45.120503652039325
1739209609.0129523;-45.120503652039325
1739209609.01296;-45.120503652039325
1739209609.0129676;-45.120503652039325
1739209609.0129752;-45.120503652039325
1739209609.0129828;-45.120503652039325
1739209609.0129905;-45.120503652039325
1739209609.012998;-45.120503652039325
1739209609.013006;-38.13080360867914
1739209609.0130136;-38.13080360867914
1739209609.0130212;-45.120503652039325
1739209609.0130289;-31.141103565318915
1739209609.0130365;-28.992665084841942
1739209609.013044;-45.120503652039325
1739209609.0130517;-45.120503652039325
1739209609.0130594;-45.120503652039325
1739209609.013067;-45.120503652039325
1739209609.0130746;-45.120503652039325
1739209609.0130823;-45.120503652039325
1739209609.01309;-38.13080360867914
1739209609.0130978;-38.13080360867914
1739209609.0131054;-38.13080360867914
1739209609.013113;-45.120503652039325
1739209609.0131207;-45.120503652039325
1739209609.0131283;-35.57807855764607
1739209609.013136;-45.120503652039325
1739209609.0131435;-45.120503652039325
1739209609.0131512;-38.13080360867914
1739209609.0131588;-38.13080360867914
1739209609.0131664;-38.13080360867914
1739209609.013174;-35.57807855764607
1739209609.0131817;-38.13080360867914
1739209609.0131896;-45.120503652039325
1739209609.0131972;-33.981070128970906
1739209609.0132048;-45.120503652039325
1739209609.0132124;-45.120503652039325
1739209609.01322;-38.13080360867914
1739209609.0132277;-45.120503652039325
1739209609.0132353;-38.13080360867914
1739209609.013243;-32.816014438256545
1739209609.0132506;-45.120503652039325
1739209609.0132582;-45.120503652039325
1739209609.0132658;-32.816014438256545
1739209609.0132735;-45.120503652039325
1739209609.0132813;-45.120503652039325
1739209609.013289;-38.13080360867914
1739209609.0132966;-38.13080360867914
1739209609.0133042;-45.120503652039325
1739209609.0133119;-35.57807855764607
1739209609.0133195;-35.57807855764607
1739209609.0133271;-38.13080360867914
1739209609.0133348;-38.13080360867914
1739209609.0133424;-38.13080360867914
1739209609.01335;-38.13080360867914
1739209609.0133576;-38.13080360867914
1739209609.0133653;-33.981070128970906
1739209609.0133731;-45.120503652039325
1739209609.0133808;-38.13080360867914
1739209609.0133884;-45.120503652039325
1739209609.013396;-38.13080360867914
1739209609.0134037;-45.120503652039325
1739209609.0134113;-45.120503652039325
1739209609.013419;-45.120503652039325
1739209609.0134265;-38.13080360867914
1739209609.0134342;-38.13080360867914
1739209609.0134418;-45.120503652039325
1739209609.0134494;-38.13080360867914
1739209609.013457;-45.120503652039325
1739209609.0134647;-33.981070128970906
1739209609.0134726;-31.141103565318915
1739209609.0134802;-38.13080360867914
1739209609.0134878;-38.13080360867914
1739209609.0134954;-38.13080360867914
1739209609.013503;-38.13080360867914
1739209609.0135107;-45.120503652039325
1739209609.0135183;-38.13080360867914
1739209609.013526;-45.120503652039325
1739209609.0135336;-45.120503652039325
1739209609.0135412;-45.120503652039325
1739209609.0135489;-45.120503652039325
1739209609.0135565;-45.120503652039325
1739209609.0135643;-45.120503652039325
1739209609.013572;-38.13080360867914
1739209609.0135796;-38.13080360867914
1739209609.0135872;-38.13080360867914
1739209609.0135949;-45.120503652039325
1739209609.0136025;-45.120503652039325
1739209609.0136101;-45.120503652039325
1739209609.0136178;-32.816014438256545
1739209609.0136254;-38.13080360867914
1739209609.013633;-38.13080360867914
1739209609.0136406;-35.57807855764607
1739209609.0136483;-45.120503652039325
1739209609.0136561;-33.981070128970906
1739209609.0136638;-45.120503652039325
1739209609.0136714;-45.120503652039325
1739209609.013679;-45.120503652039325
1739209609.0136867;-45.120503652039325
1739209609.0136943;-45.120503652039325
1739209609.013702;-45.120503652039325
1739209609.0137095;-45.120503652039325
1739209609.0137172;-35.57807855764607
1739209609.0137248;-35.57807855764607
1739209609.0137324;-38.13080360867914
1739209609.01374;-45.120503652039325
1739209609.013748;-45.120503652039325
1739209609.0137556;-38.13080360867914
1739209609.0137632;-45.120503652039325
1739209609.0137708;-33.981070128970906
1739209609.0137784;-27.267205301931607
1739209609.013786;-35.57807855764607
1739209609.0137937;-33.981070128970906
1739209609.0138013;-38.13080360867914
1739209609.013809;-38.13080360867914
1739209609.0138166;-38.13080360867914
1739209609.0138242;-38.13080360867914
1739209609.0138319;-45.120503652039325
1739209609.0138397;-45.120503652039325
1739209609.0138474;-38.13080360867914
1739209609.013855;-38.13080360867914
1739209609.0138626;-38.13080360867914
1739209609.0138702;-45.120503652039325
1739209609.0138779;-45.120503652039325
1739209609.0138855;-38.13080360867914
1739209609.0138931;-45.120503652039325
1739209609.0139008;-32.816014438256545
1739209609.0139084;-33.981070128970906
1739209609.013916;-45.120503652039325
1739209609.0139236;-45.120503652039325
1739209609.0139313;-45.120503652039325
1739209609.0139391;-38.13080360867914
1739209609.0139468;-35.57807855764607
1739209609.0139544;-35.57807855764607
1739209609.013962;-28.992665084841942
1739209609.0139697;-45.120503652039325
1739209609.0139773;-45.120503652039325
1739209609.013985;-38.13080360867914
1739209609.0139925;-38.13080360867914
1739209609.0140002;-45.120503652039325
1739209609.0140078;-38.13080360867914
1739209609.0140154;-45.120503652039325
1739209609.014023;-29.438486411369347
1739209609.014031;-45.120503652039325
1739209609.0140386;-38.13080360867914
1739209609.0140462;-38.13080360867914
1739209609.0140538;-45.120503652039325
1739209609.0140615;-45.120503652039325
1739209609.014069;-38.13080360867914
1739209609.0140767;-38.13080360867914
1739209609.0140843;-33.981070128970906
1739209609.014092;-38.13080360867914
1739209609.0140996;-38.13080360867914
1739209609.0141072;-38.13080360867914
1739209609.0141149;-45.120503652039325
1739209609.0141227;-45.120503652039325
1739209609.0141304;-45.120503652039325
1739209609.014138;-45.120503652039325
1739209609.0141456;-38.13080360867914
1739209609.0141532;-32.816014438256545
1739209609.0141609;-35.57807855764607
1739209609.0141685;-45.120503652039325
1739209609.0141761;-38.13080360867914
1739209609.0141838;-35.57807855764607
1739209609.0141914;-45.120503652039325
1739209609.014199;-45.120503652039325
1739209609.0142066;-45.120503652039325
1739209609.0142145;-45.120503652039325
1739209609.0142221;-45.120503652039325
1739209609.0142298;-35.57807855764607
1739209609.0142374;-45.120503652039325
1739209609.014245;-45.120503652039325
1739209609.0142527;-38.13080360867914
1739209609.0142603;-33.981070128970906
1739209609.014268;-31.141103565318915
1739209609.0142756;-38.13080360867914
1739209609.0142832;-38.13080360867914
1739209609.0142908;-35.57807855764607
1739209609.0142984;-38.13080360867914
1739209609.0143063;-45.120503652039325
1739209609.014314;-45.120503652039325
1739209609.0143216;-33.981070128970906
1739209609.0143292;-38.13080360867914
1739209609.0143368;-45.120503652039325
1739209609.0143445;-45.120503652039325
1739209609.014352;-33.981070128970906
1739209609.0143597;-45.120503652039325
1739209609.0143673;-45.120503652039325
1739209609.014375;-45.120503652039325
1739209609.0143826;-38.13080360867914
1739209609.0143902;-38.13080360867914
1739209609.014398;-45.120503652039325
1739209609.0144057;-38.13080360867914
1739209609.0144134;-35.57807855764607
1739209609.014421;-35.57807855764607
1739209609.0144286;-45.120503652039325
1739209609.0144362;-45.120503652039325
1739209609.0144439;-45.120503652039325
1739209609.0144515;-38.13080360867914
1739209609.0144591;-31.141103565318893
1739209609.0144668;-45.120503652039325
1739209609.0144744;-38.13080360867914
1739209609.014482;-38.13080360867914
1739209609.0144897;-35.57807855764607
1739209609.0144975;-38.13080360867914
1739209609.0145051;-45.120503652039325
1739209609.0145128;-38.13080360867914
1739209609.0145204;-45.120503652039325
1739209609.014528;-45.120503652039325
1739209609.0145357;-45.120503652039325
1739209609.0145433;-45.120503652039325
1739209609.014551;-45.120503652039325
1739209609.0145586;-45.120503652039325
1739209609.0145662;-38.13080360867914
1739209609.0145738;-38.13080360867914
1739209609.0145814;-32.816014438256545
1739209609.0145893;-38.13080360867914
1739209609.014597;-45.120503652039325
1739209609.0146046;-38.13080360867914
1739209609.0146122;-32.816014438256545
1739209609.0146198;-38.13080360867914
1739209609.0146275;-45.120503652039325
1739209609.014635;-38.13080360867914
1739209609.0146427;-38.13080360867914
1739209609.0146503;-38.13080360867914
1739209609.014658;-45.120503652039325
1739209609.0146656;-38.13080360867914
1739209609.0146732;-38.13080360867914
1739209609.014681;-33.981070128970906
1739209609.0146887;-45.120503652039325
1739209609.0146964;-38.13080360867914
1739209609.014704;-45.120503652039325
1739209609.0147116;-45.120503652039325
1739209609.0147192;-38.13080360867914
1739209609.0147269;-38.13080360867914
1739209609.0147345;-38.13080360867914
1739209609.0147421;-45.120503652039325
1739209609.0147498;-45.120503652039325
1739209609.0147574;-45.120503652039325
1739209609.014765;-26.035653463252796
1739209609.014773;-32.816014438256545
1739209609.0147805;-45.120503652039325
1739209609.0147882;-38.13080360867914
1739209609.0147958;-31.141103565318893
1739209609.0148034;-35.57807855764607
1739209609.014811;-45.120503652039325
1739209609.0148187;-38.13080360867914
1739209609.0148263;-45.120503652039325
1739209609.014834;-45.120503652039325
1739209609.0148416;-45.120503652039325
1739209609.0148492;-45.120503652039325
1739209609.0148568;-38.13080360867914
1739209609.0148647;-38.13080360867914
1739209609.0148723;-45.120503652039325
1739209609.01488;-33.981070128970906
1739209609.0148876;-45.120503652039325
1739209609.0148952;-45.120503652039325
1739209609.0149028;-45.120503652039325
1739209609.0149105;-45.120503652039325
1739209609.014918;-45.120503652039325
1739209609.0149257;-38.13080360867914
1739209609.0149333;-45.120503652039325
1739209609.014941;-45.120503652039325
1739209609.0149486;-26.991370085610736
1739209609.0149562;-29.438486411369333
1739209609.014964;-45.120503652039325
1739209609.0149717;-45.120503652039325
1739209609.0149794;-45.120503652039325
1739209609.014987;-38.13080360867914
1739209609.0149946;-45.120503652039325
1739209609.0150023;-33.981070128970906
1739209609.0150099;-38.13080360867914
1739209609.0150175;-45.120503652039325
1739209609.0150251;-32.816014438256545
1739209609.0150328;-38.13080360867914
