CAN Message; 0x39:019af7c90d98be00
1739209750.5626297;-38.13080360867914
1739209750.5626357;-45.120503652039325
1739209750.5626416;-38.13080360867914
1739209750.5626476;-45.120503652039325
1739209750.5626535;-35.57807855764607
1739209750.5626597;-35.57807855764607
1739209750.5626657;-45.120503652039325
1739209750.5626717;-45.120503652039325
1739209750.5626776;-38.13080360867914
1739209750.5626836;-45.120503652039325
1739209750.5626898;-38.13080360867914
1739209750.5626957;-45.120503652039325
1739209750.5627017;-45.120503652039325
1739209750.5627077;-45.120503652039325
1739209750.5627136;-45.120503652039325
1739209750.5627198;-38.13080360867914
1739209750.5627258;-38.13080360867914
1739209750.5627317;-45.120503652039325
1739209750.5627377;-45.120503652039325
1739209750.5627437;-38.13080360867914
1739209750.5627499;-35.57807855764607
1739209750.5627558;-38.13080360867914
1739209750.5627618;-38.13080360867914
1739209750.5627677;-45.120503652039325
1739209750.5627737;-38.13080360867914
1739209750.56278;-38.13080360867914
1739209750.5627859;-38.13080360867914
1739209750.5627918;-35.57807855764607
1739209750.5627978;-38.13080360867914
1739209750.5628037;-45.120503652039325
1739209750.56281;-38.13080360867914
1739209750.562816;-38.13080360867914
1739209750.5628219;-45.120503652039325
1739209750.5628278;-45.120503652039325
1739209750.5628338;-38.13080360867914
1739209750.56284;-35.57807855764607
1739209750.562846;-38.13080360867914
1739209750.562852;-45.120503652039325
1739209750.5628579;-38.13080360867914
1739209750.5628638;-45.120503652039325
1739209750.56287;-38.13080360867914
1739209750.562876;-32.816014438256545
1739209750.562882;-45.120503652039325
1739209750.562888;-45.120503652039325
1739209750.5628939;-38.13080360867914
1739209750.5629;-35.57807855764607
1739209750.562906;-38.13080360867914
1739209750.562912;-45.120503652039325
1739209750.562918;-45.120503652039325
1739209750.562924;-45.120503652039325
1739209750.56293;-38.13080360867914
1739209750.562936;-45.120503652039325
1739209750.562942;-38.13080360867914
1739209750.562948;-45.120503652039325
1739209750.562954;-38.13080360867914
1739209750.5629601;-45.120503652039325
1739209750.562966;-38.13080360867914
1739209750.562972;-29.438486411369333
1739209750.562978;-45.120503652039325
1739209750.562984;-45.120503652039325
1739209750.5629902;-35.57807855764607
1739209750.5629961;-35.57807855764607
1739209750.563002;-35.57807855764607
1739209750.563008;-35.57807855764607
1739209750.563014;-45.120503652039325
1739209750.5630202;-45.120503652039325
1739209750.5630262;-38.13080360867914
1739209750.5630322;-45.120503652039325
1739209750.563038;-45.120503652039325
1739209750.563044;-38.13080360867914
1739209750.5630503;-38.13080360867914
1739209750.5630562;-45.120503652039325
1739209750.5630622;-33.981070128970906
1739209750.5630682;-35.57807855764607
1739209750.563074;-38.13080360867914
1739209750.5630803;-45.120503652039325
1739209750.5630863;-38.13080360867914
1739209750.5630922;-31.141103565318893
1739209750.5630982;-38.13080360867914
1739209750.5631042;-45.120503652039325
1739209750.56311;-33.981070128970906
1739209750.5631163;-32.816014438256545
1739209750.5631223;-38.13080360867914
1739209750.5631282;-45.120503652039325
1739209750.5631342;-45.120503652039325
1739209750.5631402;-38.13080360867914
1739209750.5631464;-38.13080360867914
1739209750.5631523;-45.120503652039325
1739209750.5631583;-38.13080360867914
1739209750.5631642;-45.120503652039325
1739209750.5631702;-38.13080360867914
1739209750.5631764;-38.13080360867914
1739209750.5631824;-38.13080360867914
1739209750.5631883;-35.57807855764607
1739209750.5631943;-33.981070128970906
1739209750.5632002;-45.120503652039325
1739209750.5632064;-38.13080360867914
1739209750.5632124;-27.8777449560314
1739209750.5632184;-33.981070128970906
1739209750.5632243;-45.120503652039325
1739209750.5632303;-45.120503652039325
1739209750.5632365;-38.13080360867914
1739209750.5632424;-38.13080360867914
1739209750.5632484;-38.13080360867914
1739209750.5632544;-45.120503652039325
1739209750.5632603;-38.13080360867914
1739209750.5632665;-45.120503652039325
1739209750.5632725;-45.120503652039325
1739209750.5632784;-38.13080360867914
1739209750.5632844;-45.120503652039325
1739209750.5632904;-38.13080360867914
1739209750.5632966;-45.120503652039325
1739209750.5633025;-45.120503652039325
1739209750.5633085;-30.49652367304973
1739209750.5633144;-32.816014438256545
1739209750.5633204;-38.13080360867914
1739209750.5633266;-45.120503652039325
1739209750.5633326;-35.57807855764607
1739209750.5633385;-38.13080360867914
1739209750.5633445;-38.13080360867914
1739209750.5633504;-38.13080360867914
1739209750.5633566;-45.120503652039325
1739209750.5633626;-38.13080360867914
1739209750.5633686;-45.120503652039325
1739209750.5633745;-45.120503652039325
1739209750.5633805;-45.120503652039325
1739209750.5633867;-38.13080360867914
1739209750.5633926;-38.13080360867914
1739209750.5633986;-45.120503652039325
1739209750.5634046;-38.13080360867914
1739209750.5634105;-45.120503652039325
1739209750.5634167;-38.13080360867914
1739209750.5634227;-38.13080360867914
1739209750.5634286;-45.120503652039325
1739209750.5634346;-45.120503652039325
1739209750.5634406;-45.120503652039325
1739209750.5634468;-45.120503652039325
1739209750.5634527;-33.981070128970906
1739209750.5634587;-38.13080360867914
1739209750.5634646;-38.13080360867914
1739209750.5634706;-38.13080360867914
1739209750.5634768;-38.13080360867914
1739209750.5634828;-38.13080360867914
1739209750.5634887;-38.13080360867914
1739209750.5634947;-45.120503652039325
1739209750.5635006;-38.13080360867914
1739209750.5635068;-38.13080360867914
1739209750.5635128;-45.120503652039325
1739209750.5635188;-45.120503652039325
1739209750.5635247;-45.120503652039325
1739209750.5635307;-45.120503652039325
1739209750.563537;-45.120503652039325
1739209750.5635428;-45.120503652039325
1739209750.5635488;-31.141103565318915
1739209750.5635548;-33.981070128970906
1739209750.5635607;-45.120503652039325
1739209750.563567;-38.13080360867914
1739209750.563573;-35.57807855764607
1739209750.5635788;-45.120503652039325
1739209750.5635848;-45.120503652039325
1739209750.5635908;-38.13080360867914
1739209750.563597;-35.57807855764607
1739209750.563603;-35.57807855764607
1739209750.563609;-45.120503652039325
1739209750.5636148;-33.981070128970906
1739209750.5636208;-32.816014438256545
1739209750.563627;-33.981070128970906
1739209750.563633;-35.57807855764607
1739209750.563639;-38.13080360867914
1739209750.563645;-38.13080360867914
1739209750.5636508;-45.120503652039325
1739209750.563657;-45.120503652039325
1739209750.563663;-38.13080360867914
1739209750.563669;-38.13080360867914
1739209750.563675;-45.120503652039325
1739209750.563681;-45.120503652039325
1739209750.563687;-33.981070128970906
1739209750.563693;-33.981070128970906
1739209750.563699;-31.141103565318915
1739209750.563705;-38.13080360867914
1739209750.563711;-38.13080360867914
1739209750.5637171;-38.13080360867914
1739209750.563723;-35.57807855764607
1739209750.563729;-45.120503652039325
1739209750.563735;-45.120503652039325
1739209750.563741;-38.13080360867914
1739209750.5637472;-38.13080360867914
1739209750.5637531;-45.120503652039325
1739209750.563759;-38.13080360867914
1739209750.563765;-35.57807855764607
1739209750.563771;-38.13080360867914
1739209750.5637772;-45.120503652039325
1739209750.5637832;-38.13080360867914
1739209750.5637891;-38.13080360867914
1739209750.563795;-38.13080360867914
1739209750.563801;-45.120503652039325
1739209750.5638072;-45.120503652039325
1739209750.5638132;-32.816014438256545
1739209750.5638192;-38.13080360867914
1739209750.5638251;-45.120503652039325
1739209750.563831;-38.13080360867914
1739209750.5638373;-38.13080360867914
1739209750.5638433;-45.120503652039325
1739209750.5638492;-45.120503652039325
1739209750.5638552;-45.120503652039325
1739209750.5638611;-38.13080360867914
1739209750.5638673;-38.13080360867914
1739209750.5638733;-45.120503652039325
1739209750.5638793;-45.120503652039325
1739209750.5638852;-35.57807855764607
1739209750.5638912;-38.13080360867914
1739209750.5638974;-45.120503652039325
1739209750.5639033;-45.120503652039325
1739209750.5639093;-45.120503652039325
1739209750.5639153;-38.13080360867914
1739209750.5639212;-35.57807855764607
1739209750.5639274;-38.13080360867914
1739209750.5639334;-38.13080360867914
1739209750.5639393;-35.57807855764607
1739209750.5639453;-38.13080360867914
1739209750.5639513;-45.120503652039325
1739209750.5639575;-45.120503652039325
1739209750.5639634;-38.13080360867914
1739209750.5639694;-35.57807855764607
1739209750.5639753;-45.120503652039325
1739209750.5639813;-45.120503652039325
1739209750.5639875;-45.120503652039325
1739209750.5639935;-45.120503652039325
1739209750.5639994;-45.120503652039325
1739209750.5640054;-45.120503652039325
1739209750.5640113;-33.981070128970906
1739209750.5640175;-45.120503652039325
1739209750.5640235;-38.13080360867914
1739209750.5640295;-38.13080360867914
1739209750.5640354;-35.57807855764607
1739209750.5640414;-32.816014438256545
1739209750.5640476;-38.13080360867914
1739209750.5640535;-45.120503652039325
1739209750.5640595;-45.120503652039325
1739209750.5640655;-32.816014438256545
1739209750.5640714;-45.120503652039325
1739209750.5640776;-45.120503652039325
1739209750.5640836;-38.13080360867914
1739209750.5640895;-45.120503652039325
1739209750.5640955;-38.13080360867914
1739209750.5641015;-45.120503652039325
1739209750.5641077;-38.13080360867914
1739209750.5641136;-45.120503652039325
1739209750.5641196;-38.13080360867914
1739209750.5641255;-45.120503652039325
1739209750.5641315;-38.13080360867914
1739209750.5641377;-35.57807855764607
1739209750.5641437;-38.13080360867914
1739209750.5641496;-45.120503652039325
1739209750.5641556;-38.13080360867914
1739209750.5641615;-35.57807855764607
1739209750.5641677;-38.13080360867914
1739209750.5641737;-32.816014438256545
1739209750.5641797;-38.13080360867914
1739209750.5641856;-45.120503652039325
1739209750.5641916;-38.13080360867914
1739209750.5641978;-38.13080360867914
1739209750.5642037;-38.13080360867914
1739209750.5642097;-45.120503652039325
1739209750.5642157;-45.120503652039325
1739209750.5642216;-38.13080360867914
1739209750.5642278;-38.13080360867914
1739209750.5642338;-45.120503652039325
1739209750.5642397;-33.981070128970906
1739209750.5642457;-38.13080360867914
1739209750.5642517;-35.57807855764607
1739209750.5642579;-35.57807855764607
1739209750.5642638;-38.13080360867914
1739209750.5642698;-35.57807855764607
1739209750.5642757;-45.120503652039325
1739209750.5642817;-30.49652367304973
1739209750.564288;-38.13080360867914
1739209750.5642939;-38.13080360867914
1739209750.5642998;-45.120503652039325
1739209750.5643058;-45.120503652039325
1739209750.5643117;-45.120503652039325
1739209750.564318;-38.13080360867914
1739209750.564324;-38.13080360867914
1739209750.5643299;-33.981070128970956
1739209750.5643358;-45.120503652039325
1739209750.5643418;-38.13080360867914
1739209750.564348;-38.13080360867914
1739209750.564354;-45.120503652039325
1739209750.56436;-45.120503652039325
1739209750.5643659;-45.120503652039325
1739209750.5643718;-38.13080360867914
1739209750.564378;-27.8777449560314
1739209750.564384;-38.13080360867914
1739209750.56439;-38.13080360867914
1739209750.564396;-45.120503652039325
1739209750.5644019;-38.13080360867914
1739209750.564408;-38.13080360867914
1739209750.564414;-45.120503652039325
1739209750.56442;-38.13080360867914
1739209750.564426;-45.120503652039325
1739209750.564432;-45.120503652039325
1739209750.564438;-38.13080360867914
1739209750.564444;-38.13080360867914
1739209750.56445;-38.13080360867914
1739209750.564456;-35.57807855764607
1739209750.564462;-45.120503652039325
1739209750.5644681;-33.981070128970906
1739209750.564474;-38.13080360867914
1739209750.56448;-45.120503652039325
1739209750.564486;-38.13080360867914
1739209750.564492;-38.13080360867914
1739209750.5644982;-45.120503652039325
1739209750.5645041;-45.120503652039325
1739209750.56451;-35.57807855764607
1739209750.564516;-45.120503652039325
1739209750.564522;-30.49652367304973
1739209750.5645282;-38.13080360867914
1739209750.5645342;-38.13080360867914
1739209750.5645401;-45.120503652039325
1739209750.564546;-33.981070128970906
1739209750.564552;-45.120503652039325
1739209750.5645583;-45.120503652039325
1739209750.5645642;-38.13080360867914
1739209750.5645702;-38.13080360867914
1739209750.5645761;-38.13080360867914
1739209750.564582;-35.57807855764607
1739209750.5645883;-45.120503652039325
1739209750.5645943;-45.120503652039325
1739209750.5646002;-45.120503652039325
1739209750.5646062;-38.13080360867914
1739209750.5646122;-38.13080360867914
1739209750.564618;-32.816014438256545
1739209750.5646243;-33.981070128970906
1739209750.5646303;-45.120503652039325
1739209750.5646362;-38.13080360867914
1739209750.5646422;-32.816014438256545
1739209750.5646482;-38.13080360867914
1739209750.5646544;-38.13080360867914
1739209750.5646603;-35.57807855764607
1739209750.5646663;-35.57807855764607
1739209750.5646722;-45.120503652039325
1739209750.5646782;-38.13080360867914
1739209750.5646844;-38.13080360867914
1739209750.5646904;-38.13080360867914
1739209750.5646963;-38.13080360867914
1739209750.5647023;-45.120503652039325
1739209750.5647082;-38.13080360867914
1739209750.5647144;-38.13080360867914
1739209750.5647204;-38.13080360867914
1739209750.5647264;-38.13080360867914
1739209750.5647323;-38.13080360867914
1739209750.5647383;-45.120503652039325
1739209750.5647445;-45.120503652039325
1739209750.5647504;-45.120503652039325
1739209750.5647564;-45.120503652039325
1739209750.5647624;-38.13080360867914
1739209750.5647683;-33.981070128970906
1739209750.5647745;-38.13080360867914
1739209750.5647805;-45.120503652039325
1739209750.5647864;-38.13080360867914
1739209750.5647924;-32.816014438256545
1739209750.5647984;-38.13080360867914
1739209750.5648046;-38.13080360867914
1739209750.5648105;-38.13080360867914
1739209750.5648165;-38.13080360867914
1739209750.5648224;-45.120503652039325
1739209750.5648284;-38.13080360867914
1739209750.5648346;-32.816014438256545
1739209750.5648406;-45.120503652039325
1739209750.5648465;-45.120503652039325
1739209750.5648525;-38.13080360867914
1739209750.5648584;-38.13080360867914
1739209750.5648646;-33.981070128970906
1739209750.5648706;-35.57807855764607
1739209750.5648766;-38.13080360867914
1739209750.5648825;-38.13080360867914
1739209750.5648885;-35.57807855764607
1739209750.5648947;-35.57807855764607
1739209750.5649006;-38.13080360867914
1739209750.5649066;-38.13080360867914
1739209750.5649126;-45.120503652039325
1739209750.5649185;-33.981070128970906
1739209750.5649247;-38.13080360867914
1739209750.5649307;-38.13080360867914
1739209750.5649366;-45.120503652039325
1739209750.5649426;-45.120503652039325
1739209750.5649486;-38.13080360867914
1739209750.5649548;-38.13080360867914
1739209750.5649607;-38.13080360867914
1739209750.5649667;-38.13080360867914
1739209750.5649726;-45.120503652039325
1739209750.5649786;-45.120503652039325
1739209750.5649848;-38.13080360867914
1739209750.5649908;-35.57807855764607
1739209750.5649967;-45.120503652039325
1739209750.5650027;-45.120503652039325
1739209750.5650086;-38.13080360867914
1739209750.5650148;-35.57807855764607
1739209750.5650208;-45.120503652039325
1739209750.5650268;-45.120503652039325
1739209750.5650327;-38.13080360867914
1739209750.5650387;-35.57807855764607
1739209750.5650449;-45.120503652039325
1739209750.5650508;-45.120503652039325
1739209750.5650568;-45.120503652039325
1739209750.5650628;-38.13080360867914
1739209750.5650687;-38.13080360867914
1739209750.565075;-45.120503652039325
1739209750.565081;-33.981070128970906
1739209750.5650868;-45.120503652039325
1739209750.5650928;-45.120503652039325
1739209750.5650988;-45.120503652039325
1739209750.565105;-35.57807855764607
1739209750.565111;-35.57807855764607
1739209750.565117;-45.120503652039325
1739209750.5651228;-45.120503652039325
1739209750.5651288;-38.13080360867914
1739209750.565135;-32.816014438256545
1739209750.565141;-45.120503652039325
1739209750.565147;-45.120503652039325
1739209750.565153;-45.120503652039325
1739209750.5651588;-45.120503652039325
1739209750.565165;-45.120503652039325
1739209750.565171;-45.120503652039325
1739209750.565177;-33.981070128970906
1739209750.565183;-45.120503652039325
1739209750.565189;-38.13080360867914
1739209750.565195;-45.120503652039325
1739209750.565201;-35.57807855764607
1739209750.565207;-29.438486411369333
1739209750.565213;-38.13080360867914
1739209750.565219;-38.13080360867914
1739209750.5652251;-38.13080360867914
1739209750.565231;-35.57807855764607
1739209750.565237;-45.120503652039325
1739209750.565243;-45.120503652039325
1739209750.565249;-45.120503652039325
1739209750.5652552;-38.13080360867914
1739209750.5652611;-38.13080360867914
1739209750.565267;-45.120503652039325
1739209750.565273;-45.120503652039325
1739209750.565279;-45.120503652039325
1739209750.5652852;-45.120503652039325
1739209750.5652912;-45.120503652039325
1739209750.5652971;-38.13080360867914
1739209750.565303;-45.120503652039325
1739209750.565309;-45.120503652039325
1739209750.5653152;-45.120503652039325
1739209750.5653212;-35.57807855764607
1739209750.5653272;-35.57807855764607
1739209750.5653331;-38.13080360867914
1739209750.565339;-38.13080360867914
1739209750.5653453;-35.57807855764607
1739209750.5653512;-31.141103565318893
1739209750.5653572;-38.13080360867914
1739209750.5653632;-45.120503652039325
1739209750.5653691;-45.120503652039325
1739209750.5653753;-33.981070128970906
1739209750.5653813;-45.120503652039325
1739209750.5653872;-45.120503652039325
1739209750.5653932;-45.120503652039325
1739209750.5653992;-32.81601443825658
1739209750.5654054;-45.120503652039325
1739209750.5654113;-45.120503652039325
1739209750.5654173;-38.13080360867914
1739209750.5654233;-38.13080360867914
1739209750.5654292;-38.13080360867914
1739209750.5654354;-45.120503652039325
1739209750.5654414;-35.57807855764607
1739209750.5654473;-25.826314394896354
1739209750.5654533;-38.13080360867914
1739209750.5654593;-45.120503652039325
1739209750.5654655;-38.13080360867914
1739209750.5654714;-32.816014438256545
1739209750.5654774;-45.120503652039325
1739209750.5654833;-45.120503652039325
1739209750.5654893;-33.981070128970906
