CAN Message; 0x150:010089cd304d053f
1739209696.340786;-38.13080360867914
1739209696.3407884;-33.981070128970906
1739209696.340791;-45.120503652039325
1739209696.3407934;-45.120503652039325
1739209696.340796;-45.120503652039325
1739209696.3407984;-45.120503652039325
1739209696.340801;-45.120503652039325
1739209696.3408034;-38.13080360867914
1739209696.340806;-45.120503652039325
1739209696.3408084;-45.120503652039325
1739209696.340811;-45.120503652039325
1739209696.3408134;-45.120503652039325
1739209696.340816;-45.120503652039325
1739209696.3408184;-38.13080360867914
1739209696.340821;-38.13080360867914
1739209696.3408234;-38.13080360867914
1739209696.340826;-38.13080360867914
1739209696.3408284;-45.120503652039325
1739209696.340831;-45.120503652039325
1739209696.3408334;-33.981070128970906
1739209696.340836;-38.13080360867914
1739209696.3408384;-38.13080360867914
1739209696.340841;-38.13080360867914
1739209696.3408434;-38.13080360867914
1739209696.340846;-45.120503652039325
1739209696.3408484;-38.13080360867914
1739209696.340851;-35.57807855764607
1739209696.3408535;-45.120503652039325
1739209696.340856;-45.120503652039325
1739209696.3408585;-38.13080360867914
1739209696.340861;-45.120503652039325
1739209696.3408635;-33.981070128970906
1739209696.340866;-45.120503652039325
1739209696.3408685;-45.120503652039325
1739209696.340871;-38.13080360867914
1739209696.3408735;-38.13080360867914
1739209696.340876;-35.57807855764607
1739209696.3408785;-38.13080360867914
1739209696.340881;-45.120503652039325
1739209696.3408835;-38.13080360867914
1739209696.340886;-38.13080360867914
1739209696.3408885;-45.120503652039325
1739209696.3408911;-45.120503652039325
1739209696.3408935;-38.13080360867914
1739209696.3408961;-35.57807855764607
1739209696.3408985;-38.13080360867914
1739209696.3409011;-38.13080360867914
1739209696.3409035;-38.13080360867914
1739209696.3409061;-45.120503652039325
1739209696.3409085;-35.57807855764607
1739209696.3409111;-45.120503652039325
1739209696.3409135;-38.13080360867914
1739209696.3409162;-45.120503652039325
1739209696.3409185;-38.13080360867914
1739209696.3409212;-38.13080360867914
1739209696.3409235;-38.13080360867914
1739209696.3409262;-32.816014438256545
1739209696.3409286;-38.13080360867914
1739209696.3409312;-38.13080360867914
1739209696.3409336;-45.120503652039325
1739209696.3409362;-35.57807855764607
1739209696.3409386;-45.120503652039325
1739209696.3409412;-38.13080360867914
1739209696.3409436;-45.120503652039325
1739209696.3409462;-45.120503652039325
1739209696.3409486;-45.120503652039325
1739209696.3409512;-45.120503652039325
1739209696.3409536;-38.13080360867914
1739209696.3409562;-45.120503652039325
1739209696.3409586;-45.120503652039325
1739209696.3409612;-38.13080360867914
1739209696.3409636;-38.13080360867914
1739209696.3409662;-35.57807855764607
1739209696.3409686;-38.13080360867914
1739209696.3409712;-38.13080360867914
1739209696.3409736;-38.13080360867914
1739209696.3409762;-35.57807855764607
1739209696.3409786;-38.13080360867914
1739209696.3409812;-38.13080360867914
1739209696.3409839;-38.13080360867914
1739209696.3409863;-45.120503652039325
1739209696.3409889;-45.120503652039325
1739209696.3409913;-38.13080360867914
1739209696.340994;-38.13080360867914
1739209696.3409963;-45.120503652039325
1739209696.340999;-45.120503652039325
1739209696.3410013;-38.13080360867914
1739209696.341004;-38.13080360867914
1739209696.3410063;-45.120503652039325
1739209696.341009;-45.120503652039325
1739209696.3410113;-38.13080360867914
1739209696.341014;-38.13080360867914
1739209696.3410163;-33.981070128970906
1739209696.341019;-38.13080360867914
1739209696.3410213;-45.120503652039325
1739209696.341024;-45.120503652039325
1739209696.3410263;-32.816014438256545
1739209696.341029;-33.981070128970906
1739209696.3410313;-38.13080360867914
1739209696.341034;-38.13080360867914
1739209696.3410363;-45.120503652039325
1739209696.341039;-38.13080360867914
1739209696.3410413;-35.57807855764607
1739209696.341044;-38.13080360867914
1739209696.3410463;-38.13080360867914
1739209696.341049;-45.120503652039325
1739209696.3410513;-35.57807855764607
1739209696.341054;-38.13080360867914
1739209696.3410563;-45.120503652039325
1739209696.341059;-38.13080360867914
1739209696.3410614;-45.120503652039325
1739209696.341064;-38.13080360867914
1739209696.3410664;-26.991370085610736
1739209696.341069;-32.816014438256545
1739209696.3410714;-45.120503652039325
1739209696.341074;-45.120503652039325
1739209696.3410764;-38.13080360867914
1739209696.341079;-35.57807855764607
1739209696.3410814;-45.120503652039325
1739209696.341084;-38.13080360867914
1739209696.3410864;-45.120503652039325
1739209696.341089;-45.120503652039325
1739209696.3410914;-45.120503652039325
1739209696.341094;-45.120503652039325
1739209696.3410964;-45.120503652039325
1739209696.341099;-45.120503652039325
1739209696.3411014;-45.120503652039325
1739209696.341104;-38.13080360867914
1739209696.3411064;-35.57807855764607
1739209696.341109;-38.13080360867914
1739209696.3411114;-35.57807855764607
1739209696.341114;-45.120503652039325
1739209696.3411164;-38.13080360867914
1739209696.341119;-38.13080360867914
1739209696.3411214;-45.120503652039325
1739209696.341124;-38.13080360867914
1739209696.3411264;-35.57807855764607
1739209696.341129;-38.13080360867914
1739209696.3411314;-38.13080360867914
1739209696.341134;-45.120503652039325
1739209696.3411365;-45.120503652039325
1739209696.341139;-38.13080360867914
1739209696.3411415;-45.120503652039325
1739209696.341144;-38.13080360867914
1739209696.3411465;-45.120503652039325
1739209696.341149;-38.13080360867914
1739209696.3411515;-38.13080360867914
1739209696.341154;-45.120503652039325
1739209696.3411565;-45.120503652039325
1739209696.341159;-45.120503652039325
1739209696.3411615;-38.13080360867914
1739209696.341164;-38.13080360867914
1739209696.3411665;-31.141103565318915
1739209696.341169;-28.992665084841942
1739209696.3411715;-38.13080360867914
1739209696.3411741;-45.120503652039325
1739209696.3411765;-45.120503652039325
1739209696.3411791;-38.13080360867914
1739209696.3411815;-38.13080360867914
1739209696.3411841;-32.816014438256545
1739209696.3411865;-33.981070128970906
1739209696.3411891;-30.49652367304976
1739209696.3411915;-33.981070128970906
1739209696.3411942;-38.13080360867914
1739209696.3411965;-45.120503652039325
1739209696.3411992;-45.120503652039325
1739209696.3412015;-35.57807855764607
1739209696.3412042;-45.120503652039325
1739209696.3412066;-38.13080360867914
1739209696.3412092;-31.141103565318915
1739209696.3412116;-45.120503652039325
1739209696.3412142;-38.13080360867914
1739209696.3412166;-35.57807855764607
1739209696.3412192;-38.13080360867914
1739209696.3412216;-45.120503652039325
1739209696.3412242;-38.13080360867914
1739209696.3412266;-38.13080360867914
1739209696.3412292;-38.13080360867914
1739209696.3412316;-45.120503652039325
1739209696.3412342;-38.13080360867914
1739209696.3412366;-35.57807855764607
1739209696.3412392;-38.13080360867914
1739209696.3412416;-45.120503652039325
1739209696.3412442;-45.120503652039325
1739209696.3412466;-38.13080360867914
1739209696.3412492;-45.120503652039325
1739209696.3412516;-45.120503652039325
1739209696.3412542;-38.13080360867914
1739209696.3412566;-32.816014438256545
1739209696.3412592;-45.120503652039325
1739209696.3412616;-38.13080360867914
1739209696.3412642;-45.120503652039325
1739209696.3412666;-45.120503652039325
1739209696.3412693;-33.981070128970906
1739209696.3412716;-45.120503652039325
1739209696.3412743;-38.13080360867914
1739209696.3412766;-45.120503652039325
1739209696.3412793;-38.13080360867914
1739209696.3412817;-38.13080360867914
1739209696.3412843;-45.120503652039325
1739209696.3412867;-45.120503652039325
1739209696.3412893;-38.13080360867914
1739209696.3412917;-38.13080360867914
1739209696.3412943;-38.13080360867914
1739209696.3412967;-45.120503652039325
1739209696.3412993;-45.120503652039325
1739209696.3413017;-38.13080360867914
1739209696.3413043;-38.13080360867914
1739209696.3413067;-38.13080360867914
1739209696.3413093;-38.13080360867914
1739209696.3413117;-38.13080360867914
1739209696.3413143;-38.13080360867914
1739209696.3413167;-45.120503652039325
1739209696.3413193;-38.13080360867914
1739209696.3413217;-38.13080360867914
1739209696.3413243;-38.13080360867914
1739209696.3413267;-45.120503652039325
1739209696.3413293;-33.981070128970906
1739209696.3413317;-30.49652367304973
1739209696.3413343;-38.13080360867914
1739209696.3413367;-45.120503652039325
1739209696.3413393;-45.120503652039325
1739209696.3413417;-38.13080360867914
1739209696.3413444;-45.120503652039325
1739209696.3413467;-45.120503652039325
1739209696.3413494;-45.120503652039325
1739209696.3413517;-45.120503652039325
1739209696.3413544;-38.13080360867914
1739209696.3413568;-45.120503652039325
1739209696.3413594;-38.13080360867914
1739209696.3413618;-38.13080360867914
1739209696.3413644;-38.13080360867914
1739209696.3413668;-45.120503652039325
1739209696.3413694;-38.13080360867914
1739209696.3413718;-32.816014438256545
1739209696.3413744;-38.13080360867914
1739209696.3413768;-45.120503652039325
1739209696.3413794;-38.13080360867914
1739209696.3413818;-35.57807855764607
1739209696.3413844;-45.120503652039325
1739209696.3413868;-38.13080360867914
1739209696.3413894;-45.120503652039325
1739209696.3413918;-45.120503652039325
1739209696.3413944;-38.13080360867914
1739209696.3413968;-38.13080360867914
1739209696.3413994;-38.13080360867914
1739209696.3414018;-45.120503652039325
1739209696.3414044;-38.13080360867914
1739209696.3414068;-45.120503652039325
1739209696.3414094;-33.981070128970906
1739209696.3414118;-38.13080360867914
1739209696.3414145;-45.120503652039325
1739209696.3414168;-38.13080360867914
1739209696.3414195;-38.13080360867914
1739209696.3414218;-38.13080360867914
1739209696.3414245;-45.120503652039325
1739209696.3414268;-45.120503652039325
1739209696.3414295;-38.13080360867914
1739209696.3414319;-35.57807855764607
1739209696.3414345;-45.120503652039325
1739209696.3414369;-45.120503652039325
1739209696.3414395;-38.13080360867914
1739209696.3414419;-45.120503652039325
1739209696.3414445;-45.120503652039325
1739209696.3414469;-38.13080360867914
1739209696.3414495;-45.120503652039325
1739209696.341452;-45.120503652039325
1739209696.3414545;-32.816014438256545
1739209696.341457;-38.13080360867914
1739209696.3414595;-45.120503652039325
1739209696.341462;-45.120503652039325
1739209696.3414645;-38.13080360867914
1739209696.341467;-45.120503652039325
1739209696.3414695;-38.13080360867914
1739209696.341472;-26.991370085610736
1739209696.3414745;-38.13080360867914
1739209696.341477;-45.120503652039325
1739209696.3414795;-38.13080360867914
1739209696.341482;-32.816014438256545
1739209696.3414845;-38.13080360867914
1739209696.341487;-45.120503652039325
1739209696.3414896;-45.120503652039325
1739209696.341492;-45.120503652039325
1739209696.3414946;-45.120503652039325
1739209696.341497;-45.120503652039325
1739209696.3414996;-45.120503652039325
1739209696.341502;-45.120503652039325
1739209696.3415046;-45.120503652039325
1739209696.341507;-38.13080360867914
1739209696.3415096;-38.13080360867914
1739209696.341512;-35.57807855764607
1739209696.3415146;-35.57807855764607
1739209696.341517;-38.13080360867914
1739209696.3415196;-38.13080360867914
1739209696.341522;-38.13080360867914
1739209696.3415246;-38.13080360867914
1739209696.341527;-45.120503652039325
1739209696.3415296;-45.120503652039325
1739209696.341532;-32.816014438256545
1739209696.3415346;-38.13080360867914
1739209696.341537;-45.120503652039325
1739209696.3415396;-38.13080360867914
1739209696.341542;-38.13080360867914
1739209696.3415446;-38.13080360867914
1739209696.341547;-45.120503652039325
1739209696.3415496;-38.13080360867914
1739209696.341552;-33.981070128970956
1739209696.3415546;-45.120503652039325
1739209696.341557;-38.13080360867914
1739209696.3415596;-38.13080360867914
1739209696.341562;-45.120503652039325
1739209696.3415647;-45.120503652039325
1739209696.341567;-38.13080360867914
1739209696.3415697;-45.120503652039325
1739209696.341572;-28.58837851428586
1739209696.3415747;-32.816014438256545
1739209696.341577;-38.13080360867914
1739209696.3415797;-38.13080360867914
1739209696.341582;-32.816014438256545
1739209696.3415847;-35.57807855764607
1739209696.341587;-45.120503652039325
1739209696.3415897;-38.13080360867914
1739209696.341592;-38.13080360867914
1739209696.3415947;-45.120503652039325
1739209696.341597;-38.13080360867914
1739209696.3415997;-45.120503652039325
1739209696.341602;-38.13080360867914
1739209696.3416047;-33.981070128970906
1739209696.341607;-45.120503652039325
1739209696.3416097;-38.13080360867914
1739209696.341612;-38.13080360867914
1739209696.3416147;-45.120503652039325
1739209696.341617;-45.120503652039325
1739209696.3416197;-45.120503652039325
1739209696.341622;-38.13080360867914
1739209696.3416247;-45.120503652039325
1739209696.3416274;-38.13080360867914
1739209696.3416297;-45.120503652039325
1739209696.3416324;-38.13080360867914
1739209696.3416348;-38.13080360867914
1739209696.3416374;-45.120503652039325
1739209696.3416398;-45.120503652039325
1739209696.3416424;-38.13080360867914
1739209696.3416448;-35.57807855764607
1739209696.3416474;-45.120503652039325
1739209696.3416498;-38.13080360867914
1739209696.3416524;-45.120503652039325
1739209696.3416548;-45.120503652039325
1739209696.3416574;-45.120503652039325
1739209696.3416598;-45.120503652039325
1739209696.3416624;-35.57807855764607
1739209696.3416648;-33.981070128970906
1739209696.3416674;-38.13080360867914
1739209696.3416698;-38.13080360867914
1739209696.3416724;-45.120503652039325
1739209696.3416748;-45.120503652039325
1739209696.3416774;-35.57807855764607
1739209696.3416798;-38.13080360867914
1739209696.3416824;-45.120503652039325
1739209696.3416848;-45.120503652039325
1739209696.3416874;-45.120503652039325
1739209696.3416898;-45.120503652039325
1739209696.3416924;-38.13080360867914
1739209696.3416948;-38.13080360867914
1739209696.3416975;-45.120503652039325
1739209696.3416998;-45.120503652039325
1739209696.3417025;-45.120503652039325
1739209696.3417048;-38.13080360867914
1739209696.3417075;-32.816014438256545
1739209696.3417099;-28.992665084841942
1739209696.3417125;-35.57807855764607
1739209696.3417149;-38.13080360867914
1739209696.3417175;-38.13080360867914
1739209696.3417199;-45.120503652039325
1739209696.3417225;-38.13080360867914
1739209696.3417249;-45.120503652039325
1739209696.3417275;-38.13080360867914
1739209696.3417299;-38.13080360867914
1739209696.3417325;-45.120503652039325
1739209696.341735;-33.981070128970906
1739209696.3417375;-38.13080360867914
1739209696.34174;-45.120503652039325
1739209696.3417425;-45.120503652039325
1739209696.341745;-33.981070128970906
1739209696.3417475;-45.120503652039325
1739209696.34175;-38.13080360867914
1739209696.3417525;-38.13080360867914
1739209696.341755;-38.13080360867914
1739209696.3417575;-45.120503652039325
1739209696.34176;-45.120503652039325
1739209696.3417625;-45.120503652039325
1739209696.341765;-38.13080360867914
1739209696.3417675;-45.120503652039325
1739209696.34177;-38.13080360867914
1739209696.3417726;-38.13080360867914
1739209696.341775;-38.13080360867914
1739209696.3417776;-45.120503652039325
1739209696.34178;-38.13080360867914
1739209696.3417826;-33.981070128970906
1739209696.341785;-35.57807855764607
1739209696.3417876;-45.120503652039325
1739209696.34179;-33.981070128970906
1739209696.3417926;-38.13080360867914
1739209696.341795;-31.141103565318915
1739209696.3417976;-33.981070128970906
1739209696.3418;-45.120503652039325
1739209696.3418026;-35.57807855764607
1739209696.341805;-38.13080360867914
1739209696.3418076;-45.120503652039325
1739209696.34181;-45.120503652039325
1739209696.3418126;-35.57807855764607
1739209696.341815;-32.816014438256545
1739209696.3418176;-33.981070128970956
1739209696.34182;-38.13080360867914
1739209696.3418226;-38.13080360867914
1739209696.341825;-45.120503652039325
1739209696.3418276;-45.120503652039325
1739209696.34183;-38.13080360867914
1739209696.3418326;-45.120503652039325
1739209696.341835;-33.981070128970906
1739209696.3418376;-28.58837851428586
1739209696.34184;-45.120503652039325
1739209696.3418427;-45.120503652039325
1739209696.341845;-32.816014438256545
1739209696.3418477;-33.981070128970906
1739209696.34185;-45.120503652039325
1739209696.3418527;-45.120503652039325
1739209696.341855;-38.13080360867914
1739209696.3418577;-33.981070128970906
1739209696.34186;-45.120503652039325
1739209696.3418627;-45.120503652039325
1739209696.341865;-35.57807855764607
1739209696.3418677;-35.57807855764607
1739209696.34187;-45.120503652039325
1739209696.3418727;-45.120503652039325
1739209696.341875;-45.120503652039325
1739209696.3418777;-38.13080360867914
1739209696.34188;-38.13080360867914
1739209696.3418827;-38.13080360867914
1739209696.341885;-45.120503652039325
1739209696.3418877;-45.120503652039325
1739209696.34189;-45.120503652039325
1739209696.3418927;-38.13080360867914
1739209696.341895;-35.57807855764607
1739209696.3418977;-32.816014438256545
1739209696.3419;-45.120503652039325
1739209696.3419027;-45.120503652039325
1739209696.341905;-45.120503652039325
1739209696.3419077;-45.120503652039325
1739209696.3419101;-45.120503652039325
1739209696.3419127;-31.141103565318893
1739209696.3419151;-38.13080360867914
1739209696.3419178;-45.120503652039325
1739209696.3419201;-38.13080360867914
1739209696.3419228;-35.57807855764607
1739209696.3419251;-38.13080360867914
1739209696.3419278;-45.120503652039325
1739209696.3419302;-38.13080360867914
1739209696.3419328;-35.57807855764607
1739209696.3419352;-45.120503652039325
1739209696.3419378;-38.13080360867914
1739209696.3419402;-38.13080360867914
1739209696.3419428;-45.120503652039325
1739209696.3419452;-38.13080360867914
1739209696.3419478;-45.120503652039325
1739209696.3419502;-45.120503652039325
1739209696.3419528;-35.57807855764607
1739209696.3419552;-38.13080360867914
1739209696.3419578;-35.57807855764607
1739209696.3419602;-45.120503652039325
1739209696.3419628;-45.120503652039325
1739209696.3419652;-45.120503652039325
1739209696.3419678;-32.816014438256545
1739209696.3419702;-45.120503652039325
1739209696.3419728;-45.120503652039325
1739209696.3419752;-31.141103565318915
1739209696.3419778;-38.13080360867914
1739209696.3419802;-33.981070128970906
1739209696.3419828;-45.120503652039325
1739209696.3419852;-45.120503652039325
1739209696.3419878;-38.13080360867914
1739209696.3419902;-33.981070128970906
1739209696.3419929;-45.120503652039325
1739209696.3419952;-45.120503652039325
1739209696.3419979;-35.57807855764607
1739209696.3420002;-45.120503652039325
1739209696.3420029;-45.120503652039325
1739209696.3420053;-38.13080360867914
1739209696.3420079;-38.13080360867914
1739209696.3420103;-45.120503652039325
1739209696.342013;-45.120503652039325
1739209696.3420153;-38.13080360867914
1739209696.342018;-38.13080360867914
1739209696.3420203;-45.120503652039325
1739209696.342023;-45.120503652039325
1739209696.3420253;-38.13080360867914
1739209696.342028;-38.13080360867914
1739209696.3420303;-45.120503652039325
1739209696.342033;-35.57807855764607
1739209696.3420353;-38.13080360867914
1739209696.342038;-38.13080360867914
1739209696.3420403;-35.57807855764607
1739209696.342043;-35.57807855764607
1739209696.3420453;-35.57807855764607
1739209696.342048;-45.120503652039325
1739209696.3420503;-38.13080360867914
1739209696.342053;-38.13080360867914
1739209696.3420553;-45.120503652039325
1739209696.342058;-45.120503652039325
1739209696.3420603;-38.13080360867914
1739209696.342063;-35.57807855764607
1739209696.3420653;-38.13080360867914
1739209696.342068;-38.13080360867914
1739209696.3420703;-38.13080360867914
1739209696.342073;-45.120503652039325
1739209696.3420753;-35.57807855764607
1739209696.342078;-45.120503652039325
1739209696.3420804;-38.13080360867914
1739209696.342083;-38.13080360867914
1739209696.3420854;-38.13080360867914
1739209696.342088;-45.120503652039325
1739209696.3420904;-38.13080360867914
1739209696.342093;-38.13080360867914
1739209696.3420954;-45.120503652039325
1739209696.342098;-45.120503652039325
1739209696.3421004;-38.13080360867914
1739209696.342103;-45.120503652039325
1739209696.3421054;-45.120503652039325
1739209696.342108;-35.57807855764607
1739209696.3421104;-45.120503652039325
1739209696.342113;-45.120503652039325
1739209696.3421154;-33.981070128970906
1739209696.342118;-35.57807855764607
1739209696.3421204;-38.13080360867914
1739209696.342123;-45.120503652039325
1739209696.3421254;-45.120503652039325
1739209696.342128;-32.816014438256545
1739209696.3421304;-33.981070128970906
1739209696.342133;-45.120503652039325
1739209696.3421354;-45.120503652039325
1739209696.342138;-45.120503652039325
1739209696.3421404;-33.981070128970906
1739209696.342143;-45.120503652039325
1739209696.3421454;-38.13080360867914
1739209696.342148;-45.120503652039325
1739209696.3421504;-45.120503652039325
1739209696.342153;-45.120503652039325
1739209696.3421555;-45.120503652039325
1739209696.342158;-45.120503652039325
1739209696.3421605;-29.438486411369347
1739209696.342163;-38.13080360867914
1739209696.3421655;-45.120503652039325
1739209696.342168;-45.120503652039325
1739209696.3421705;-38.13080360867914
1739209696.342173;-35.57807855764607
1739209696.3421755;-38.13080360867914
1739209696.342178;-45.120503652039325
1739209696.3421805;-27.877744956031414
1739209696.342183;-45.120503652039325
1739209696.3421855;-38.13080360867914
1739209696.3421881;-45.120503652039325
1739209696.3421905;-45.120503652039325
1739209696.3421931;-38.13080360867914
1739209696.3421955;-38.13080360867914
1739209696.3421981;-45.120503652039325
1739209696.3422005;-28.58837851428586
1739209696.3422031;-33.981070128970906
1739209696.3422055;-38.13080360867914
1739209696.3422081;-45.120503652039325
1739209696.3422105;-33.981070128970906
1739209696.3422132;-35.57807855764607
1739209696.3422155;-38.13080360867914
1739209696.3422182;-45.120503652039325
1739209696.3422205;-38.13080360867914
1739209696.3422232;-38.13080360867914
1739209696.3422256;-38.13080360867914
1739209696.3422282;-45.120503652039325
1739209696.3422306;-45.120503652039325
1739209696.3422332;-35.57807855764607
1739209696.3422356;-33.981070128970906
1739209696.3422382;-45.120503652039325
1739209696.3422406;-33.981070128970906
1739209696.3422432;-38.13080360867914
1739209696.3422456;-38.13080360867914
1739209696.3422482;-35.57807855764607
1739209696.3422506;-45.120503652039325
1739209696.3422532;-45.120503652039325
1739209696.3422556;-38.13080360867914
1739209696.3422582;-45.120503652039325
1739209696.3422606;-33.981070128970906
1739209696.3422632;-33.981070128970906
1739209696.3422656;-38.13080360867914
1739209696.3422682;-45.120503652039325
1739209696.3422709;-38.13080360867914
1739209696.3422732;-35.57807855764607
1739209696.3422759;-38.13080360867914
1739209696.3422782;-38.13080360867914
1739209696.3422809;-38.13080360867914
1739209696.3422832;-38.13080360867914
1739209696.3422859;-38.13080360867914
1739209696.3422883;-45.120503652039325
1739209696.3422909;-45.120503652039325
1739209696.3422933;-38.13080360867914
1739209696.342296;-38.13080360867914
1739209696.3422983;-45.120503652039325
1739209696.342301;-31.141103565318893
1739209696.3423033;-28.992665084841942
1739209696.342306;-45.120503652039325
1739209696.3423083;-35.57807855764607
1739209696.342311;-38.13080360867914
