CAN Message; 0x1b8:02004c45e0738658
Timestamp;Amplitude
1739209912.7658186;-33.981070128970906
1739209912.765821;-38.13080360867914
1739209912.7658234;-38.13080360867914
1739209912.7658257;-38.13080360867914
1739209912.7658281;-45.120503652039325
1739209912.7658303;-38.13080360867914
1739209912.7658327;-38.13080360867914
1739209912.765835;-38.13080360867914
1739209912.7658374;-31.14110356531892
1739209912.7658398;-45.120503652039325
1739209912.7658422;-38.13080360867914
1739209912.7658446;-38.13080360867914
1739209912.765847;-38.13080360867914
1739209912.7658494;-38.13080360867914
1739209912.7658517;-38.13080360867914
1739209912.7658541;-35.57807855764607
1739209912.7658563;-33.981070128970906
1739209912.7658587;-45.120503652039325
1739209912.765861;-38.13080360867914
1739209912.7658634;-35.57807855764607
1739209912.7658658;-45.120503652039325
1739209912.7658682;-45.120503652039325
1739209912.7658706;-38.13080360867914
1739209912.765873;-38.13080360867914
1739209912.7658753;-38.13080360867914
1739209912.7658777;-45.120503652039325
1739209912.76588;-45.120503652039325
1739209912.7658823;-45.120503652039325
1739209912.7658846;-38.13080360867914
1739209912.765887;-38.13080360867914
1739209912.7658894;-38.13080360867914
1739209912.7658918;-38.13080360867914
1739209912.7658942;-38.13080360867914
1739209912.7658966;-38.13080360867914
1739209912.765899;-38.13080360867914
1739209912.7659013;-38.13080360867914
1739209912.7659037;-38.13080360867914
1739209912.765906;-38.13080360867914
1739209912.7659082;-38.13080360867914
1739209912.7659106;-38.13080360867914
1739209912.765913;-32.816014438256545
1739209912.7659154;-32.816014438256545
1739209912.7659178;-38.13080360867914
1739209912.7659202;-35.57807855764607
1739209912.7659225;-45.120503652039325
1739209912.765925;-45.120503652039325
1739209912.7659273;-38.13080360867914
1739209912.7659297;-38.13080360867914
1739209912.765932;-38.13080360867914
1739209912.7659342;-45.120503652039325
1739209912.7659366;-33.981070128970906
1739209912.765939;-35.57807855764607
1739209912.7659414;-45.120503652039325
1739209912.7659438;-35.57807855764607
1739209912.7659461;-38.13080360867914
1739209912.7659485;-38.13080360867914
1739209912.765951;-45.120503652039325
1739209912.7659533;-38.13080360867914
1739209912.7659557;-38.13080360867914
1739209912.765958;-35.57807855764607
1739209912.7659602;-45.120503652039325
1739209912.7659626;-38.13080360867914
1739209912.765965;-38.13080360867914
1739209912.7659674;-35.57807855764607
1739209912.7659698;-45.120503652039325
1739209912.7659721;-45.120503652039325
1739209912.7659745;-45.120503652039325
1739209912.765977;-38.13080360867914
1739209912.7659793;-35.57807855764607
1739209912.7659817;-45.120503652039325
1739209912.765984;-38.13080360867914
1739209912.7659862;-38.13080360867914
1739209912.7659886;-38.13080360867914
1739209912.765991;-35.57807855764607
1739209912.7659934;-45.120503652039325
1739209912.7659957;-45.120503652039325
1739209912.7659981;-45.120503652039325
1739209912.7660005;-38.13080360867914
1739209912.766003;-33.981070128970906
1739209912.7660053;-38.13080360867914
1739209912.7660077;-38.13080360867914
1739209912.76601;-33.981070128970956
1739209912.7660122;-38.13080360867914
1739209912.7660146;-45.120503652039325
1739209912.766017;-38.13080360867914
1739209912.7660193;-45.120503652039325
1739209912.7660217;-45.120503652039325
1739209912.766024;-35.57807855764607
1739209912.7660265;-45.120503652039325
1739209912.766029;-38.13080360867914
1739209912.7660313;-38.13080360867914
1739209912.7660336;-45.120503652039325
1739209912.766036;-45.120503652039325
1739209912.7660382;-38.13080360867914
1739209912.7660406;-35.57807855764607
1739209912.766043;-35.57807855764607
1739209912.7660453;-45.120503652039325
1739209912.7660477;-33.981070128970956
1739209912.76605;-38.13080360867914
1739209912.7660525;-38.13080360867914
1739209912.7660549;-45.120503652039325
1739209912.7660573;-45.120503652039325
1739209912.7660596;-33.981070128970906
1739209912.766062;-38.13080360867914
1739209912.7660642;-38.13080360867914
1739209912.7660666;-45.120503652039325
1739209912.766069;-38.13080360867914
1739209912.7660713;-33.981070128970906
1739209912.7660737;-38.13080360867914
1739209912.766076;-38.13080360867914
1739209912.7660785;-32.816014438256545
1739209912.7660809;-38.13080360867914
1739209912.7660832;-45.120503652039325
1739209912.7660856;-38.13080360867914
1739209912.766088;-33.981070128970906
1739209912.7660902;-32.816014438256545
1739209912.7660925;-38.13080360867914
1739209912.766095;-45.120503652039325
1739209912.7660973;-38.13080360867914
1739209912.7660997;-38.13080360867914
1739209912.766102;-38.13080360867914
1739209912.7661045;-38.13080360867914
1739209912.7661068;-38.13080360867914
1739209912.7661092;-32.816014438256545
1739209912.7661116;-45.120503652039325
1739209912.766114;-45.120503652039325
1739209912.7661161;-45.120503652039325
1739209912.7661185;-38.13080360867914
