CAN Message; 0x1a7:0000b4c92b53aee0
Timestamp;Amplitude
1739209700.254568;-45.120503652039325
1739209700.2545776;-38.13080360867914
1739209700.254587;-35.57807855764607
1739209700.2545965;-38.13080360867914
1739209700.2546058;-35.57807855764607
1739209700.254615;-38.13080360867914
1739209700.2546246;-45.120503652039325
1739209700.254634;-45.120503652039325
1739209700.2546434;-45.120503652039325
1739209700.2546527;-45.120503652039325
1739209700.254662;-38.13080360867914
1739209700.2546716;-45.120503652039325
1739209700.2546809;-35.57807855764607
1739209700.2546904;-38.13080360867914
1739209700.2546997;-45.120503652039325
1739209700.254709;-38.13080360867914
1739209700.2547185;-38.13080360867914
1739209700.2547278;-38.13080360867914
1739209700.2547374;-38.13080360867914
1739209700.2547467;-38.13080360867914
1739209700.254756;-31.141103565318915
1739209700.2547655;-27.8777449560314
1739209700.2547748;-28.992665084841942
1739209700.2547843;-45.120503652039325
1739209700.2547936;-45.120503652039325
1739209700.254803;-38.13080360867914
1739209700.2548125;-32.816014438256545
1739209700.2548218;-45.120503652039325
1739209700.2548313;-45.120503652039325
1739209700.2548406;-45.120503652039325
1739209700.25485;-33.981070128970956
1739209700.2548594;-45.120503652039325
1739209700.2548687;-45.120503652039325
1739209700.2548783;-45.120503652039325
1739209700.2548876;-38.13080360867914
1739209700.2548969;-35.57807855764607
1739209700.2549064;-45.120503652039325
1739209700.2549157;-33.981070128970906
1739209700.2549253;-26.487275050834715
1739209700.2549345;-45.120503652039325
1739209700.2549438;-45.120503652039325
1739209700.2549534;-38.13080360867914
1739209700.2549627;-38.13080360867914
1739209700.2549722;-45.120503652039325
1739209700.2549815;-38.13080360867914
1739209700.2549908;-45.120503652039325
1739209700.2550004;-45.120503652039325
1739209700.2550097;-38.13080360867914
1739209700.2550192;-38.13080360867914
1739209700.2550285;-45.120503652039325
1739209700.2550378;-35.57807855764607
1739209700.2550473;-35.57807855764607
1739209700.2550566;-45.120503652039325
1739209700.2550662;-38.13080360867914
1739209700.2550755;-31.141103565318893
1739209700.2550848;-38.13080360867914
1739209700.2550943;-31.141103565318893
1739209700.2551036;-38.13080360867914
1739209700.2551131;-45.120503652039325
1739209700.2551224;-38.13080360867914
1739209700.2551317;-35.57807855764607
1739209700.2551413;-38.13080360867914
1739209700.2551506;-45.120503652039325
1739209700.25516;-38.13080360867914
1739209700.2551694;-38.13080360867914
1739209700.2551787;-45.120503652039325
1739209700.2551882;-45.120503652039325
1739209700.2551975;-45.120503652039325
1739209700.255207;-33.981070128970906
1739209700.2552164;-45.120503652039325
1739209700.2552257;-45.120503652039325
1739209700.2552352;-38.13080360867914
1739209700.2552445;-38.13080360867914
1739209700.255254;-31.14110356531892
1739209700.2552633;-31.141103565318915
1739209700.2552726;-33.981070128970906
1739209700.2552822;-38.13080360867914
1739209700.2552915;-38.13080360867914
1739209700.255301;-31.141103565318915
1739209700.2553103;-25.62660358559016
1739209700.2553196;-28.58837851428586
1739209700.2553291;-45.120503652039325
1739209700.2553384;-38.13080360867914
1739209700.255348;-38.13080360867914
1739209700.2553573;-45.120503652039325
1739209700.2553666;-45.120503652039325
1739209700.255376;-35.57807855764607
1739209700.2553854;-38.13080360867914
1739209700.255395;-26.991370085610736
1739209700.2554042;-33.981070128970906
1739209700.2554135;-32.816014438256545
1739209700.255423;-45.120503652039325
1739209700.2554324;-45.120503652039325
1739209700.255442;-38.13080360867914
1739209700.2554512;-23.75329798047522
1739209700.2554605;-31.141103565318915
1739209700.25547;-33.981070128970906
1739209700.2554793;-25.077289914212862
1739209700.2554889;-29.438486411369347
1739209700.2554982;-35.57807855764607
1739209700.2555075;-31.141103565318943
1739209700.255517;-45.120503652039325
1739209700.2555263;-32.81601443825658
1739209700.2555358;-29.438486411369354
1739209700.2555451;-30.49652367304973
1739209700.2555544;-30.49652367304976
1739209700.255564;-30.49652367304976
1739209700.2555733;-38.13080360867914
1739209700.2555828;-33.981070128970906
1739209700.255592;-25.826314394896357
1739209700.2556014;-32.81601443825658
1739209700.255611;-31.141103565318915
1739209700.2556202;-32.816014438256545
1739209700.2556298;-33.981070128970906
1739209700.255639;-28.21854285175415
1739209700.2556484;-31.141103565318915
1739209700.255658;-29.438486411369333
1739209700.2556672;-33.981070128970906
1739209700.2556767;-32.816014438256545
1739209700.255686;-33.981070128970906
1739209700.2556953;-38.13080360867914
1739209700.2557049;-27.267205301931607
1739209700.2557142;-38.13080360867914
1739209700.2557237;-35.57807855764607
1739209700.255733;-33.981070128970906
1739209700.2557423;-25.826314394896357
1739209700.2557518;-25.826314394896354
1739209700.2557611;-35.57807855764607
1739209700.2557707;-31.141103565318915
1739209700.25578;-32.816014438256545
1739209700.2557893;-45.120503652039325
1739209700.2557988;-33.981070128970906
1739209700.255808;-31.141103565318915
1739209700.2558177;-26.487275050834715
1739209700.255827;-28.992665084841967
1739209700.2558362;-33.981070128970906
1739209700.2558458;-25.62660358559016
1739209700.255855;-28.992665084841967
1739209700.2558646;-32.81601443825658
1739209700.255874;-31.141103565318915
1739209700.2558832;-24.151403521958727
1739209700.2558928;-32.816014438256545
1739209700.255902;-45.120503652039325
1739209700.2559116;-45.120503652039325
1739209700.255921;-33.981070128970906
1739209700.2559302;-38.13080360867914
1739209700.2559397;-32.81601443825658
1739209700.255949;-45.120503652039325
1739209700.2559586;-38.13080360867914
1739209700.2559679;-45.120503652039325
1739209700.2559772;-31.141103565318915
1739209700.2559867;-28.992665084841942
1739209700.255996;-45.120503652039325
1739209700.2560055;-28.992665084841942
1739209700.2560148;-26.991370085610736
1739209700.2560241;-31.141103565318915
1739209700.2560337;-27.8777449560314
1739209700.256043;-30.49652367304976
1739209700.2560525;-27.267205301931607
1739209700.2560618;-24.292649948874775
1739209700.256071;-28.588378514285886
1739209700.2560806;-33.981070128970956
1739209700.25609;-38.13080360867914
1739209700.2560995;-45.120503652039325
1739209700.2561088;-45.120503652039325
1739209700.256118;-45.120503652039325
1739209700.2561276;-27.267205301931607
1739209700.256137;-28.21854285175415
1739209700.2561464;-45.120503652039325
1739209700.2561557;-26.035653463252796
1739209700.256165;-25.826314394896357
1739209700.2561746;-38.13080360867914
1739209700.2561839;-33.981070128970906
1739209700.2561934;-33.981070128970906
1739209700.2562027;-38.13080360867914
1739209700.256212;-28.992665084841942
1739209700.2562215;-45.120503652039325
1739209700.2562308;-27.877744956031417
1739209700.2562404;-28.992665084841942
1739209700.2562497;-35.57807855764607
1739209700.256259;-38.13080360867914
1739209700.2562685;-38.13080360867914
1739209700.2562778;-33.981070128970906
1739209700.2562873;-38.13080360867914
1739209700.2562966;-28.58837851428586
1739209700.256306;-31.141103565318893
1739209700.2563155;-28.992665084841942
1739209700.2563248;-29.438486411369333
1739209700.2563343;-32.816014438256545
1739209700.2563436;-32.816014438256545
1739209700.256353;-45.120503652039325
1739209700.2563624;-38.13080360867914
1739209700.2563717;-23.273589343863303
1739209700.2563813;-25.826314394896354
1739209700.2563906;-45.120503652039325
1739209700.2563999;-24.438645034577675
1739209700.2564094;-24.589719217205094
1739209700.2564187;-35.57807855764607
1739209700.2564282;-38.13080360867914
1739209700.2564375;-38.13080360867914
1739209700.2564468;-29.438486411369333
1739209700.2564564;-45.120503652039325
1739209700.2564657;-28.58837851428586
1739209700.2564752;-31.141103565318915
1739209700.2564845;-38.13080360867914
1739209700.2564938;-38.13080360867914
1739209700.2565033;-38.13080360867914
1739209700.2565126;-30.49652367304973
1739209700.2565222;-30.49652367304973
1739209700.2565315;-45.120503652039325
1739209700.2565408;-28.58837851428586
1739209700.2565503;-45.120503652039325
1739209700.2565596;-28.992665084841942
1739209700.2565691;-31.141103565318893
1739209700.2565784;-38.13080360867914
1739209700.2565877;-35.57807855764607
1739209700.2565973;-27.8777449560314
1739209700.2566066;-38.13080360867914
1739209700.256616;-38.13080360867914
1739209700.2566254;-32.816014438256545
1739209700.2566347;-45.120503652039325
1739209700.2566442;-45.120503652039325
1739209700.2566535;-32.816014438256545
1739209700.256663;-35.57807855764607
1739209700.2566724;-45.120503652039325
1739209700.2566817;-45.120503652039325
1739209700.2566912;-38.13080360867914
1739209700.2567005;-45.120503652039325
1739209700.25671;-38.13080360867914
1739209700.2567194;-35.57807855764607
1739209700.2567286;-38.13080360867914
1739209700.2567382;-38.13080360867914
1739209700.2567475;-45.120503652039325
1739209700.256757;-45.120503652039325
1739209700.2567663;-33.981070128970906
1739209700.2567756;-45.120503652039325
1739209700.2567852;-45.120503652039325
1739209700.2567945;-38.13080360867914
1739209700.256804;-38.13080360867914
1739209700.2568133;-33.981070128970906
1739209700.2568226;-32.816014438256545
1739209700.2568321;-38.13080360867914
1739209700.2568414;-38.13080360867914
1739209700.256851;-38.13080360867914
1739209700.2568603;-45.120503652039325
1739209700.2568696;-45.120503652039325
1739209700.256879;-38.13080360867914
1739209700.2568884;-38.13080360867914
1739209700.256898;-45.120503652039325
1739209700.2569072;-45.120503652039325
1739209700.2569165;-38.13080360867914
1739209700.256926;-45.120503652039325
1739209700.2569354;-33.981070128970906
1739209700.256945;-33.981070128970906
1739209700.2569542;-45.120503652039325
1739209700.2569637;-38.13080360867914
1739209700.256973;-35.57807855764607
1739209700.2569823;-38.13080360867914
1739209700.2569919;-45.120503652039325
1739209700.2570012;-38.13080360867914
1739209700.2570107;-35.57807855764607
1739209700.25702;-38.13080360867914
1739209700.2570293;-45.120503652039325
1739209700.2570388;-45.120503652039325
1739209700.2570481;-38.13080360867914
1739209700.2570577;-38.13080360867914
1739209700.257067;-45.120503652039325
1739209700.2570763;-45.120503652039325
1739209700.2570858;-32.816014438256545
1739209700.257095;-45.120503652039325
1739209700.2571046;-35.57807855764607
1739209700.257114;-45.120503652039325
1739209700.2571232;-38.13080360867914
1739209700.2571328;-33.981070128970906
1739209700.257142;-35.57807855764607
1739209700.2571516;-33.981070128970906
1739209700.257161;-45.120503652039325
1739209700.2571702;-38.13080360867914
1739209700.2571797;-38.13080360867914
1739209700.257189;-45.120503652039325
1739209700.2571986;-45.120503652039325
1739209700.2572079;-38.13080360867914
1739209700.2572172;-32.816014438256545
1739209700.2572267;-38.13080360867914
1739209700.257236;-45.120503652039325
1739209700.2572455;-33.981070128970906
1739209700.2572548;-45.120503652039325
1739209700.2572641;-45.120503652039325
1739209700.2572737;-38.13080360867914
1739209700.257283;-38.13080360867914
1739209700.2572925;-38.13080360867914
1739209700.2573018;-38.13080360867914
1739209700.257311;-38.13080360867914
1739209700.2573206;-35.57807855764607
1739209700.25733;-35.57807855764607
1739209700.2573395;-38.13080360867914
1739209700.2573488;-45.120503652039325
1739209700.257358;-35.57807855764607
1739209700.2573676;-38.13080360867914
1739209700.257377;-45.120503652039325
1739209700.2573864;-38.13080360867914
1739209700.2573957;-45.120503652039325
1739209700.257405;-45.120503652039325
1739209700.2574146;-45.120503652039325
1739209700.2574239;-45.120503652039325
1739209700.2574334;-32.816014438256545
1739209700.2574427;-45.120503652039325
1739209700.257452;-45.120503652039325
1739209700.2574615;-35.57807855764607
1739209700.2574708;-45.120503652039325
1739209700.2574804;-45.120503652039325
1739209700.2574897;-38.13080360867914
1739209700.257499;-32.816014438256545
1739209700.2575085;-28.58837851428586
1739209700.2575178;-45.120503652039325
1739209700.2575274;-45.120503652039325
1739209700.2575366;-45.120503652039325
1739209700.257546;-38.13080360867914
1739209700.2575555;-45.120503652039325
1739209700.2575648;-38.13080360867914
1739209700.2575743;-38.13080360867914
1739209700.2575836;-33.981070128970906
1739209700.257593;-45.120503652039325
1739209700.2576025;-38.13080360867914
1739209700.2576118;-38.13080360867914
1739209700.2576213;-38.13080360867914
1739209700.2576306;-45.120503652039325
1739209700.25764;-38.13080360867914
1739209700.2576494;-35.57807855764607
1739209700.2576587;-38.13080360867914
1739209700.2576683;-45.120503652039325
1739209700.2576776;-38.13080360867914
1739209700.2576869;-45.120503652039325
1739209700.2576964;-45.120503652039325
1739209700.2577057;-45.120503652039325
1739209700.2577152;-45.120503652039325
1739209700.2577245;-38.13080360867914
1739209700.2577338;-33.981070128970906
1739209700.2577434;-38.13080360867914
1739209700.2577527;-38.13080360867914
1739209700.2577622;-45.120503652039325
1739209700.2577715;-45.120503652039325
1739209700.2577808;-35.57807855764607
1739209700.2577903;-35.57807855764607
1739209700.2577996;-38.13080360867914
1739209700.2578092;-31.141103565318915
1739209700.2578185;-38.13080360867914
1739209700.2578278;-45.120503652039325
1739209700.2578373;-45.120503652039325
1739209700.2578466;-45.120503652039325
1739209700.2578561;-45.120503652039325
1739209700.2578654;-38.13080360867914
1739209700.2578747;-35.57807855764607
1739209700.2578843;-38.13080360867914
1739209700.2578936;-45.120503652039325
1739209700.257903;-38.13080360867914
1739209700.2579124;-35.57807855764607
1739209700.2579217;-38.13080360867914
1739209700.2579312;-45.120503652039325
1739209700.2579405;-45.120503652039325
1739209700.25795;-35.57807855764607
1739209700.2579594;-38.13080360867914
1739209700.2579687;-45.120503652039325
1739209700.2579782;-45.120503652039325
1739209700.2579875;-45.120503652039325
1739209700.257997;-38.13080360867914
1739209700.2580063;-45.120503652039325
1739209700.2580156;-45.120503652039325
1739209700.2580252;-45.120503652039325
1739209700.2580345;-33.981070128970906
1739209700.258044;-45.120503652039325
1739209700.2580533;-45.120503652039325
1739209700.2580626;-45.120503652039325
1739209700.2580721;-38.13080360867914
1739209700.2580814;-45.120503652039325
1739209700.258091;-45.120503652039325
1739209700.2581003;-33.981070128970906
1739209700.2581096;-45.120503652039325
1739209700.258119;-45.120503652039325
1739209700.2581284;-45.120503652039325
1739209700.258138;-38.13080360867914
1739209700.2581472;-38.13080360867914
1739209700.2581565;-35.57807855764607
1739209700.258166;-38.13080360867914
1739209700.2581754;-45.120503652039325
1739209700.258185;-35.57807855764607
1739209700.2581942;-38.13080360867914
1739209700.2582035;-45.120503652039325
1739209700.258213;-45.120503652039325
1739209700.2582223;-45.120503652039325
1739209700.2582319;-38.13080360867914
1739209700.2582412;-38.13080360867914
1739209700.2582505;-45.120503652039325
1739209700.25826;-38.13080360867914
1739209700.2582693;-35.57807855764607
1739209700.2582788;-35.57807855764607
1739209700.2582881;-45.120503652039325
1739209700.2582974;-38.13080360867914
1739209700.258307;-35.57807855764607
1739209700.2583163;-33.981070128970906
1739209700.2583258;-45.120503652039325
1739209700.258335;-38.13080360867914
1739209700.2583444;-32.816014438256545
1739209700.258354;-38.13080360867914
1739209700.2583632;-45.120503652039325
1739209700.2583728;-45.120503652039325
1739209700.258382;-38.13080360867914
1739209700.2583914;-33.981070128970906
1739209700.258401;-45.120503652039325
1739209700.2584102;-35.57807855764607
1739209700.2584198;-38.13080360867914
1739209700.258429;-38.13080360867914
1739209700.2584383;-45.120503652039325
1739209700.258448;-38.13080360867914
1739209700.2584572;-38.13080360867914
1739209700.2584667;-45.120503652039325
1739209700.258476;-45.120503652039325
1739209700.2584853;-45.120503652039325
1739209700.2584949;-31.141103565318893
1739209700.2585042;-38.13080360867914
1739209700.2585137;-45.120503652039325
1739209700.258523;-38.13080360867914
1739209700.2585323;-38.13080360867914
1739209700.2585418;-33.981070128970906
1739209700.2585511;-33.981070128970906
1739209700.2585607;-35.57807855764607
1739209700.25857;-45.120503652039325
1739209700.2585793;-45.120503652039325
1739209700.2585888;-45.120503652039325
1739209700.258598;-38.13080360867914
1739209700.2586076;-45.120503652039325
1739209700.258617;-45.120503652039325
1739209700.2586262;-38.13080360867914
1739209700.2586358;-38.13080360867914
1739209700.258645;-35.57807855764607
1739209700.2586546;-38.13080360867914
1739209700.258664;-38.13080360867914
1739209700.2586732;-38.13080360867914
1739209700.2586827;-38.13080360867914
1739209700.258692;-38.13080360867914
1739209700.2587016;-45.120503652039325
1739209700.2587109;-38.13080360867914
1739209700.2587202;-38.13080360867914
1739209700.2587297;-45.120503652039325
1739209700.258739;-45.120503652039325
1739209700.2587485;-38.13080360867914
1739209700.2587578;-45.120503652039325
1739209700.2587671;-45.120503652039325
