CAN Message; 0x1d3:00000887e7b2f93f
1739209682.9282668;-38.13080360867914
1739209682.9282699;-38.13080360867914
1739209682.928273;-35.57807855764607
1739209682.9282763;-38.13080360867914
1739209682.9282794;-45.120503652039325
1739209682.9282825;-45.120503652039325
1739209682.9282858;-32.816014438256545
1739209682.928289;-33.981070128970906
1739209682.928292;-45.120503652039325
1739209682.9282954;-38.13080360867914
1739209682.9282985;-32.816014438256545
1739209682.9283016;-38.13080360867914
1739209682.928305;-45.120503652039325
1739209682.928308;-45.120503652039325
1739209682.928311;-33.981070128970906
1739209682.9283144;-31.141103565318915
1739209682.9283175;-45.120503652039325
1739209682.9283206;-38.13080360867914
1739209682.928324;-38.13080360867914
1739209682.928327;-38.13080360867914
1739209682.9283302;-38.13080360867914
1739209682.9283333;-45.120503652039325
1739209682.9283366;-38.13080360867914
1739209682.9283397;-38.13080360867914
1739209682.9283428;-38.13080360867914
1739209682.9283462;-35.57807855764607
1739209682.9283493;-38.13080360867914
1739209682.9283524;-38.13080360867914
1739209682.9283557;-38.13080360867914
1739209682.9283588;-38.13080360867914
1739209682.928362;-38.13080360867914
1739209682.9283652;-33.981070128970906
1739209682.9283683;-45.120503652039325
1739209682.9283714;-38.13080360867914
1739209682.9283748;-32.816014438256545
1739209682.9283779;-45.120503652039325
1739209682.928381;-45.120503652039325
1739209682.9283843;-38.13080360867914
1739209682.9283874;-38.13080360867914
1739209682.9283905;-38.13080360867914
1739209682.9283936;-35.57807855764607
1739209682.928397;-38.13080360867914
1739209682.9284;-45.120503652039325
1739209682.9284031;-38.13080360867914
1739209682.9284065;-32.816014438256545
1739209682.9284096;-38.13080360867914
1739209682.9284127;-45.120503652039325
1739209682.928416;-33.981070128970906
1739209682.928419;-38.13080360867914
1739209682.9284222;-45.120503652039325
1739209682.9284256;-38.13080360867914
1739209682.9284286;-45.120503652039325
1739209682.9284317;-45.120503652039325
1739209682.928435;-38.13080360867914
1739209682.9284382;-38.13080360867914
1739209682.9284413;-45.120503652039325
1739209682.9284446;-45.120503652039325
1739209682.9284477;-45.120503652039325
1739209682.9284508;-38.13080360867914
1739209682.928454;-35.57807855764607
1739209682.9284573;-35.57807855764607
1739209682.9284604;-45.120503652039325
1739209682.9284635;-45.120503652039325
1739209682.9284668;-45.120503652039325
1739209682.92847;-31.141103565318915
1739209682.928473;-30.49652367304973
1739209682.9284763;-38.13080360867914
1739209682.9284794;-38.13080360867914
1739209682.9284825;-38.13080360867914
1739209682.9284859;-35.57807855764607
1739209682.928489;-45.120503652039325
1739209682.928492;-33.981070128970906
1739209682.9284954;-38.13080360867914
1739209682.9284985;-45.120503652039325
1739209682.9285016;-32.816014438256545
1739209682.928505;-45.120503652039325
1739209682.928508;-45.120503652039325
1739209682.9285111;-45.120503652039325
1739209682.9285145;-33.981070128970906
1739209682.9285176;-38.13080360867914
1739209682.9285207;-33.981070128970906
1739209682.9285238;-31.141103565318915
1739209682.928527;-45.120503652039325
1739209682.9285302;-38.13080360867914
1739209682.9285333;-35.57807855764607
1739209682.9285367;-38.13080360867914
1739209682.9285398;-35.57807855764607
1739209682.9285429;-38.13080360867914
1739209682.9285462;-45.120503652039325
1739209682.9285493;-45.120503652039325
1739209682.9285524;-45.120503652039325
1739209682.9285557;-45.120503652039325
1739209682.9285588;-38.13080360867914
1739209682.928562;-38.13080360867914
1739209682.9285653;-38.13080360867914
1739209682.9285684;-35.57807855764607
1739209682.9285715;-33.981070128970906
1739209682.9285748;-35.57807855764607
1739209682.928578;-45.120503652039325
1739209682.928581;-33.981070128970906
1739209682.928584;-31.141103565318915
1739209682.9285874;-45.120503652039325
1739209682.9285905;-45.120503652039325
1739209682.9285936;-38.13080360867914
1739209682.928597;-30.49652367304973
1739209682.9286;-27.267205301931607
1739209682.9286032;-45.120503652039325
1739209682.9286065;-38.13080360867914
1739209682.9286096;-32.816014438256545
1739209682.9286127;-32.816014438256545
1739209682.928616;-38.13080360867914
1739209682.9286191;-45.120503652039325
1739209682.9286222;-45.120503652039325
1739209682.9286256;-33.981070128970906
1739209682.9286287;-38.13080360867914
1739209682.9286318;-45.120503652039325
1739209682.9286351;-45.120503652039325
1739209682.9286382;-45.120503652039325
1739209682.9286413;-45.120503652039325
1739209682.9286444;-38.13080360867914
1739209682.9286478;-35.57807855764607
1739209682.9286509;-38.13080360867914
1739209682.928654;-45.120503652039325
1739209682.9286573;-45.120503652039325
1739209682.9286604;-45.120503652039325
1739209682.9286635;-45.120503652039325
1739209682.9286668;-45.120503652039325
1739209682.92867;-45.120503652039325
1739209682.928673;-45.120503652039325
1739209682.9286764;-45.120503652039325
1739209682.9286795;-38.13080360867914
1739209682.9286826;-45.120503652039325
1739209682.928686;-45.120503652039325
1739209682.928689;-38.13080360867914
1739209682.928692;-35.57807855764607
1739209682.9286954;-38.13080360867914
1739209682.9286985;-45.120503652039325
1739209682.9287016;-38.13080360867914
1739209682.9287047;-35.57807855764607
1739209682.928708;-38.13080360867914
1739209682.9287112;-35.57807855764607
1739209682.9287143;-38.13080360867914
1739209682.9287176;-38.13080360867914
1739209682.9287207;-38.13080360867914
1739209682.9287238;-45.120503652039325
1739209682.9287271;-33.981070128970906
1739209682.9287302;-38.13080360867914
1739209682.9287333;-45.120503652039325
1739209682.9287367;-45.120503652039325
1739209682.9287398;-38.13080360867914
1739209682.928743;-35.57807855764607
1739209682.9287462;-45.120503652039325
1739209682.9287493;-45.120503652039325
1739209682.9287524;-38.13080360867914
1739209682.9287558;-38.13080360867914
1739209682.9287589;-38.13080360867914
1739209682.928762;-45.120503652039325
1739209682.928765;-38.13080360867914
1739209682.9287684;-45.120503652039325
1739209682.9287715;-38.13080360867914
1739209682.9287746;-45.120503652039325
1739209682.928778;-45.120503652039325
1739209682.928781;-45.120503652039325
1739209682.9287841;-45.120503652039325
1739209682.9287875;-45.120503652039325
1739209682.9287906;-33.981070128970906
1739209682.9287937;-45.120503652039325
1739209682.928797;-45.120503652039325
1739209682.9288;-45.120503652039325
1739209682.9288032;-45.120503652039325
1739209682.9288065;-35.57807855764607
1739209682.9288096;-45.120503652039325
1739209682.9288127;-38.13080360867914
1739209682.928816;-45.120503652039325
1739209682.9288192;-32.816014438256545
1739209682.9288223;-38.13080360867914
1739209682.9288256;-38.13080360867914
1739209682.9288287;-45.120503652039325
1739209682.9288318;-45.120503652039325
1739209682.928835;-45.120503652039325
1739209682.9288383;-45.120503652039325
1739209682.9288414;-33.981070128970906
1739209682.9288445;-38.13080360867914
1739209682.9288478;-45.120503652039325
1739209682.928851;-45.120503652039325
1739209682.928854;-38.13080360867914
1739209682.9288573;-28.21854285175415
1739209682.9288604;-38.13080360867914
1739209682.9288635;-45.120503652039325
1739209682.9288669;-45.120503652039325
1739209682.92887;-32.816014438256545
1739209682.928873;-38.13080360867914
1739209682.9288764;-45.120503652039325
1739209682.9288795;-38.13080360867914
1739209682.9288826;-45.120503652039325
1739209682.928886;-38.13080360867914
1739209682.928889;-45.120503652039325
1739209682.9288921;-33.981070128970906
1739209682.9288952;-38.13080360867914
1739209682.9288986;-38.13080360867914
1739209682.9289017;-45.120503652039325
1739209682.9289048;-38.13080360867914
1739209682.928908;-29.438486411369333
1739209682.9289112;-38.13080360867914
1739209682.9289143;-45.120503652039325
1739209682.9289176;-45.120503652039325
1739209682.9289207;-35.57807855764607
1739209682.9289238;-38.13080360867914
1739209682.9289272;-45.120503652039325
1739209682.9289303;-38.13080360867914
1739209682.9289334;-45.120503652039325
1739209682.9289367;-45.120503652039325
1739209682.9289398;-45.120503652039325
1739209682.928943;-45.120503652039325
1739209682.9289463;-45.120503652039325
1739209682.9289494;-38.13080360867914
1739209682.9289525;-45.120503652039325
1739209682.9289556;-38.13080360867914
1739209682.928959;-38.13080360867914
1739209682.928962;-45.120503652039325
1739209682.928965;-45.120503652039325
1739209682.9289684;-38.13080360867914
1739209682.9289715;-31.141103565318893
1739209682.9289746;-38.13080360867914
1739209682.928978;-45.120503652039325
1739209682.928981;-38.13080360867914
1739209682.9289842;-31.141103565318893
1739209682.9289875;-33.981070128970906
1739209682.9289906;-45.120503652039325
1739209682.9289937;-45.120503652039325
1739209682.928997;-45.120503652039325
1739209682.9290001;-38.13080360867914
1739209682.9290032;-45.120503652039325
1739209682.9290066;-38.13080360867914
1739209682.9290097;-38.13080360867914
1739209682.9290128;-45.120503652039325
1739209682.9290159;-38.13080360867914
1739209682.9290192;-45.120503652039325
1739209682.9290223;-38.13080360867914
1739209682.9290254;-45.120503652039325
1739209682.9290287;-38.13080360867914
1739209682.9290318;-45.120503652039325
1739209682.929035;-30.49652367304973
1739209682.9290383;-32.816014438256545
1739209682.9290414;-45.120503652039325
1739209682.9290445;-38.13080360867914
1739209682.9290478;-35.57807855764607
1739209682.929051;-38.13080360867914
1739209682.929054;-38.13080360867914
1739209682.9290574;-38.13080360867914
1739209682.9290605;-45.120503652039325
1739209682.9290636;-38.13080360867914
1739209682.929067;-35.57807855764607
1739209682.92907;-38.13080360867914
1739209682.929073;-45.120503652039325
1739209682.9290764;-45.120503652039325
1739209682.9290795;-45.120503652039325
1739209682.9290826;-45.120503652039325
1739209682.9290857;-45.120503652039325
1739209682.929089;-45.120503652039325
1739209682.9290922;-35.57807855764607
1739209682.9290953;-38.13080360867914
1739209682.9290986;-45.120503652039325
1739209682.9291017;-45.120503652039325
1739209682.9291048;-45.120503652039325
1739209682.9291081;-38.13080360867914
1739209682.9291112;-31.141103565318915
1739209682.9291143;-31.141103565318915
1739209682.9291177;-45.120503652039325
1739209682.9291208;-45.120503652039325
1739209682.9291239;-38.13080360867914
1739209682.9291272;-35.57807855764607
1739209682.9291303;-38.13080360867914
1739209682.9291334;-35.57807855764607
1739209682.9291368;-38.13080360867914
1739209682.9291399;-38.13080360867914
1739209682.929143;-45.120503652039325
1739209682.929146;-38.13080360867914
1739209682.9291494;-38.13080360867914
1739209682.9291525;-45.120503652039325
1739209682.9291556;-38.13080360867914
1739209682.929159;-38.13080360867914
1739209682.929162;-32.816014438256545
1739209682.9291651;-31.141103565318915
1739209682.9291685;-45.120503652039325
1739209682.9291716;-45.120503652039325
1739209682.9291747;-45.120503652039325
1739209682.929178;-33.981070128970906
1739209682.929181;-45.120503652039325
1739209682.9291842;-45.120503652039325
1739209682.9291875;-45.120503652039325
1739209682.9291906;-45.120503652039325
1739209682.9291937;-45.120503652039325
1739209682.929197;-38.13080360867914
1739209682.9292002;-45.120503652039325
1739209682.9292033;-33.981070128970906
1739209682.9292064;-35.57807855764607
1739209682.9292097;-38.13080360867914
1739209682.9292128;-38.13080360867914
1739209682.929216;-32.816014438256545
1739209682.9292192;-38.13080360867914
1739209682.9292223;-38.13080360867914
1739209682.9292254;-45.120503652039325
1739209682.9292288;-38.13080360867914
1739209682.929232;-35.57807855764607
1739209682.929235;-45.120503652039325
1739209682.9292383;-45.120503652039325
1739209682.9292414;-35.57807855764607
1739209682.9292445;-35.57807855764607
1739209682.9292479;-45.120503652039325
1739209682.929251;-45.120503652039325
1739209682.929254;-35.57807855764607
1739209682.9292574;-38.13080360867914
1739209682.9292605;-38.13080360867914
1739209682.9292636;-45.120503652039325
1739209682.9292667;-38.13080360867914
1739209682.92927;-45.120503652039325
1739209682.9292731;-38.13080360867914
1739209682.9292762;-38.13080360867914
1739209682.9292796;-45.120503652039325
1739209682.9292827;-45.120503652039325
1739209682.9292858;-38.13080360867914
1739209682.929289;-38.13080360867914
1739209682.9292922;-38.13080360867914
1739209682.9292953;-45.120503652039325
1739209682.9292986;-45.120503652039325
1739209682.9293017;-45.120503652039325
1739209682.9293048;-35.57807855764607
1739209682.9293082;-33.981070128970906
1739209682.9293113;-45.120503652039325
1739209682.9293144;-45.120503652039325
1739209682.9293177;-45.120503652039325
1739209682.9293208;-45.120503652039325
1739209682.929324;-45.120503652039325
1739209682.929327;-45.120503652039325
1739209682.9293303;-33.981070128970906
1739209682.9293334;-45.120503652039325
1739209682.9293365;-38.13080360867914
1739209682.92934;-38.13080360867914
1739209682.929343;-45.120503652039325
1739209682.929346;-45.120503652039325
1739209682.9293494;-45.120503652039325
1739209682.9293525;-38.13080360867914
1739209682.9293556;-38.13080360867914
1739209682.929359;-45.120503652039325
1739209682.929362;-45.120503652039325
1739209682.9293652;-45.120503652039325
1739209682.9293685;-38.13080360867914
1739209682.9293716;-38.13080360867914
1739209682.9293747;-45.120503652039325
1739209682.929378;-38.13080360867914
1739209682.9293811;-45.120503652039325
1739209682.9293842;-35.57807855764607
1739209682.9293876;-45.120503652039325
1739209682.9293907;-35.57807855764607
1739209682.9293938;-38.13080360867914
1739209682.9293969;-45.120503652039325
1739209682.9294002;-45.120503652039325
1739209682.9294033;-38.13080360867914
1739209682.9294064;-35.57807855764607
1739209682.9294097;-45.120503652039325
1739209682.9294128;-38.13080360867914
1739209682.929416;-45.120503652039325
1739209682.9294193;-45.120503652039325
1739209682.9294224;-31.141103565318893
1739209682.9294255;-45.120503652039325
1739209682.9294288;-38.13080360867914
1739209682.929432;-38.13080360867914
1739209682.929435;-45.120503652039325
1739209682.9294384;-38.13080360867914
1739209682.9294415;-45.120503652039325
1739209682.9294446;-45.120503652039325
1739209682.929448;-45.120503652039325
1739209682.929451;-38.13080360867914
1739209682.929454;-35.57807855764607
1739209682.9294572;-38.13080360867914
1739209682.9294605;-45.120503652039325
1739209682.9294636;-38.13080360867914
1739209682.9294667;-45.120503652039325
1739209682.92947;-45.120503652039325
1739209682.9294732;-45.120503652039325
1739209682.9294763;-38.13080360867914
1739209682.9294796;-35.57807855764607
1739209682.9294827;-38.13080360867914
1739209682.9294858;-45.120503652039325
1739209682.9294891;-45.120503652039325
1739209682.9294922;-35.57807855764607
1739209682.9294953;-38.13080360867914
1739209682.9294987;-31.141103565318893
1739209682.9295018;-38.13080360867914
1739209682.9295049;-38.13080360867914
1739209682.9295082;-38.13080360867914
1739209682.9295113;-45.120503652039325
1739209682.9295144;-38.13080360867914
1739209682.9295175;-35.57807855764607
1739209682.9295208;-38.13080360867914
1739209682.929524;-32.81601443825658
1739209682.929527;-45.120503652039325
1739209682.9295304;-35.57807855764607
1739209682.9295335;-38.13080360867914
1739209682.9295366;-45.120503652039325
1739209682.92954;-38.13080360867914
1739209682.929543;-35.57807855764607
1739209682.929546;-38.13080360867914
1739209682.9295495;-26.991370085610736
1739209682.9295526;-38.13080360867914
1739209682.9295557;-35.57807855764607
1739209682.929559;-38.13080360867914
1739209682.929562;-38.13080360867914
1739209682.9295652;-35.57807855764607
1739209682.9295685;-35.57807855764607
1739209682.9295716;-38.13080360867914
1739209682.9295747;-45.120503652039325
1739209682.9295778;-38.13080360867914
1739209682.9295812;-35.57807855764607
1739209682.9295843;-38.13080360867914
1739209682.9295874;-45.120503652039325
1739209682.9295907;-38.13080360867914
1739209682.9295938;-38.13080360867914
1739209682.929597;-45.120503652039325
1739209682.9296002;-45.120503652039325
1739209682.9296033;-45.120503652039325
1739209682.9296064;-45.120503652039325
1739209682.9296098;-45.120503652039325
1739209682.9296129;-45.120503652039325
1739209682.929616;-45.120503652039325
1739209682.9296193;-38.13080360867914
1739209682.9296224;-45.120503652039325
1739209682.9296255;-33.981070128970906
1739209682.9296288;-35.57807855764607
1739209682.929632;-38.13080360867914
1739209682.929635;-45.120503652039325
1739209682.9296384;-35.57807855764607
1739209682.9296415;-38.13080360867914
1739209682.9296446;-45.120503652039325
1739209682.9296477;-38.13080360867914
1739209682.929651;-38.13080360867914
1739209682.9296541;-45.120503652039325
1739209682.9296572;-38.13080360867914
1739209682.9296606;-38.13080360867914
1739209682.9296637;-38.13080360867914
1739209682.9296668;-38.13080360867914
1739209682.92967;-45.120503652039325
1739209682.9296732;-38.13080360867914
1739209682.9296763;-28.58837851428586
1739209682.9296796;-28.992665084841942
1739209682.9296827;-45.120503652039325
1739209682.9296858;-45.120503652039325
1739209682.9296892;-32.816014438256545
1739209682.9296923;-35.57807855764607
1739209682.9296954;-45.120503652039325
1739209682.9296987;-45.120503652039325
1739209682.9297018;-45.120503652039325
1739209682.929705;-35.57807855764607
1739209682.929708;-45.120503652039325
1739209682.9297113;-45.120503652039325
1739209682.9297144;-45.120503652039325
1739209682.9297175;-45.120503652039325
1739209682.9297209;-45.120503652039325
1739209682.929724;-45.120503652039325
1739209682.929727;-33.981070128970906
1739209682.9297304;-31.141103565318915
1739209682.9297335;-35.57807855764607
1739209682.9297366;-38.13080360867914
1739209682.92974;-45.120503652039325
1739209682.929743;-38.13080360867914
1739209682.9297462;-45.120503652039325
1739209682.9297495;-45.120503652039325
1739209682.9297526;-45.120503652039325
1739209682.9297557;-38.13080360867914
1739209682.929759;-35.57807855764607
1739209682.9297621;-38.13080360867914
1739209682.9297652;-45.120503652039325
1739209682.9297683;-38.13080360867914
1739209682.9297717;-35.57807855764607
1739209682.9297748;-45.120503652039325
1739209682.9297779;-38.13080360867914
1739209682.9297812;-38.13080360867914
1739209682.9297843;-45.120503652039325
1739209682.9297874;-45.120503652039325
1739209682.9297907;-45.120503652039325
1739209682.9297938;-38.13080360867914
1739209682.929797;-35.57807855764607
1739209682.9298003;-45.120503652039325
1739209682.9298034;-38.13080360867914
1739209682.9298065;-35.57807855764607
1739209682.9298098;-35.57807855764607
1739209682.929813;-38.13080360867914
1739209682.929816;-45.120503652039325
1739209682.9298193;-38.13080360867914
1739209682.9298224;-33.981070128970906
1739209682.9298255;-33.981070128970906
1739209682.9298286;-45.120503652039325
1739209682.929832;-38.13080360867914
1739209682.929835;-45.120503652039325
1739209682.9298382;-38.13080360867914
1739209682.9298415;-45.120503652039325
1739209682.9298446;-45.120503652039325
1739209682.9298477;-45.120503652039325
1739209682.929851;-38.13080360867914
1739209682.9298542;-45.120503652039325
1739209682.9298573;-33.981070128970906
1739209682.9298606;-32.816014438256545
1739209682.9298637;-45.120503652039325
1739209682.9298668;-45.120503652039325
1739209682.9298701;-35.57807855764607
1739209682.9298732;-32.816014438256545
1739209682.9298763;-45.120503652039325
1739209682.9298797;-45.120503652039325
1739209682.9298828;-38.13080360867914
1739209682.9298859;-45.120503652039325
1739209682.9298892;-38.13080360867914
1739209682.9298923;-38.13080360867914
1739209682.9298954;-45.120503652039325
1739209682.9298985;-45.120503652039325
1739209682.9299018;-38.13080360867914
1739209682.929905;-45.120503652039325
1739209682.929908;-38.13080360867914
1739209682.9299114;-35.57807855764607
1739209682.9299145;-38.13080360867914
1739209682.9299176;-38.13080360867914
1739209682.929921;-38.13080360867914
1739209682.929924;-38.13080360867914
1739209682.929927;-38.13080360867914
1739209682.9299304;-35.57807855764607
1739209682.9299335;-38.13080360867914
1739209682.9299366;-45.120503652039325
1739209682.92994;-45.120503652039325
1739209682.929943;-38.13080360867914
1739209682.9299462;-45.120503652039325
1739209682.9299495;-45.120503652039325
1739209682.9299526;-38.13080360867914
1739209682.9299557;-38.13080360867914
1739209682.9299588;-45.120503652039325
1739209682.9299622;-45.120503652039325
1739209682.9299653;-45.120503652039325
1739209682.9299684;-45.120503652039325
1739209682.9299717;-38.13080360867914
1739209682.9299748;-38.13080360867914
1739209682.929978;-45.120503652039325
1739209682.9299812;-38.13080360867914
1739209682.9299843;-38.13080360867914
1739209682.9299874;-38.13080360867914
1739209682.9299908;-38.13080360867914
1739209682.9299939;-38.13080360867914
1739209682.929997;-45.120503652039325
1739209682.9300003;-33.981070128970906
1739209682.9300034;-45.120503652039325
1739209682.9300065;-45.120503652039325
1739209682.9300098;-45.120503652039325
1739209682.930013;-45.120503652039325
1739209682.930016;-45.120503652039325
1739209682.9300191;-38.13080360867914
1739209682.9300225;-45.120503652039325
1739209682.9300256;-45.120503652039325
1739209682.9300287;-38.13080360867914
1739209682.930032;-45.120503652039325
1739209682.930035;-38.13080360867914
1739209682.9300382;-32.816014438256545
1739209682.9300416;-35.57807855764607
1739209682.9300447;-45.120503652039325
1739209682.9300478;-45.120503652039325
1739209682.930051;-35.57807855764607
1739209682.9300542;-35.57807855764607
1739209682.9300573;-45.120503652039325
1739209682.9300606;-45.120503652039325
1739209682.9300637;-45.120503652039325
1739209682.9300668;-38.13080360867914
1739209682.9300702;-38.13080360867914
1739209682.9300733;-45.120503652039325
1739209682.9300764;-45.120503652039325
1739209682.9300795;-45.120503652039325
1739209682.9300828;-45.120503652039325
1739209682.930086;-45.120503652039325
1739209682.930089;-45.120503652039325
1739209682.9300923;-45.120503652039325
1739209682.9300954;-45.120503652039325
1739209682.9300985;-38.13080360867914
1739209682.9301019;-38.13080360867914
1739209682.930105;-38.13080360867914
1739209682.930108;-35.57807855764607
1739209682.9301114;-38.13080360867914
1739209682.9301145;-28.21854285175415
1739209682.9301176;-33.981070128970906
1739209682.930121;-45.120503652039325
1739209682.930124;-45.120503652039325
1739209682.9301271;-38.13080360867914
1739209682.9301305;-38.13080360867914
1739209682.9301336;-45.120503652039325
1739209682.9301367;-45.120503652039325
1739209682.93014;-35.57807855764607
1739209682.930143;-45.120503652039325
1739209682.9301462;-38.13080360867914
1739209682.9301493;-33.981070128970906
1739209682.9301527;-31.141103565318915
1739209682.9301558;-45.120503652039325
1739209682.9301589;-45.120503652039325
1739209682.9301622;-33.981070128970906
1739209682.9301653;-29.438486411369333
1739209682.9301684;-33.981070128970906
1739209682.9301717;-45.120503652039325
1739209682.9301748;-38.13080360867914
1739209682.930178;-32.816014438256545
1739209682.9301813;-38.13080360867914
1739209682.9301844;-45.120503652039325
1739209682.9301875;-38.13080360867914
1739209682.9301908;-45.120503652039325
1739209682.930194;-45.120503652039325
1739209682.930197;-45.120503652039325
1739209682.9302003;-38.13080360867914
1739209682.9302034;-45.120503652039325
1739209682.9302065;-35.57807855764607
1739209682.9302096;-35.57807855764607
1739209682.930213;-38.13080360867914
1739209682.930216;-32.816014438256545
1739209682.9302192;-38.13080360867914
1739209682.9302225;-45.120503652039325
1739209682.9302256;-45.120503652039325
1739209682.9302287;-35.57807855764607
1739209682.930232;-45.120503652039325
1739209682.9302351;-45.120503652039325
1739209682.9302382;-38.13080360867914
1739209682.9302416;-32.816014438256545
1739209682.9302447;-31.141103565318915
1739209682.9302478;-45.120503652039325
1739209682.9302511;-45.120503652039325
1739209682.9302542;-32.816014438256545
1739209682.9302573;-38.13080360867914
1739209682.9302607;-45.120503652039325
1739209682.9302638;-38.13080360867914
1739209682.9302669;-45.120503652039325
1739209682.93027;-45.120503652039325
1739209682.9302733;-38.13080360867914
1739209682.9302764;-45.120503652039325
1739209682.9302795;-45.120503652039325
1739209682.9302828;-45.120503652039325
1739209682.930286;-45.120503652039325
1739209682.930289;-33.981070128970906
1739209682.9302924;-29.438486411369333
1739209682.9302955;-28.992665084841942
1739209682.9302986;-45.120503652039325
1739209682.930302;-45.120503652039325
1739209682.930305;-38.13080360867914
1739209682.930308;-35.57807855764607
1739209682.9303114;-45.120503652039325
1739209682.9303145;-45.120503652039325
1739209682.9303176;-38.13080360867914
1739209682.930321;-38.13080360867914
1739209682.930324;-45.120503652039325
1739209682.9303272;-38.13080360867914
1739209682.9303303;-38.13080360867914
1739209682.9303336;-38.13080360867914
1739209682.9303367;-45.120503652039325
1739209682.9303398;-38.13080360867914
1739209682.9303432;-32.816014438256545
1739209682.9303463;-33.981070128970906
1739209682.9303493;-45.120503652039325
1739209682.9303527;-38.13080360867914
1739209682.9303558;-38.13080360867914
1739209682.930359;-45.120503652039325
1739209682.9303622;-45.120503652039325
1739209682.9303653;-38.13080360867914
1739209682.9303684;-32.816014438256545
1739209682.9303718;-38.13080360867914
1739209682.9303749;-38.13080360867914
1739209682.930378;-33.981070128970906
1739209682.9303813;-35.57807855764607
1739209682.9303844;-31.141103565318915
1739209682.9303875;-45.120503652039325
1739209682.9303906;-45.120503652039325
1739209682.930394;-45.120503652039325
1739209682.930397;-45.120503652039325
1739209682.9304001;-45.120503652039325
1739209682.9304035;-45.120503652039325
1739209682.9304066;-32.816014438256545
1739209682.9304097;-45.120503652039325
1739209682.930413;-38.13080360867914
1739209682.930416;-38.13080360867914
1739209682.9304192;-38.13080360867914
1739209682.9304225;-31.141103565318915
1739209682.9304256;-38.13080360867914
1739209682.9304287;-45.120503652039325
1739209682.930432;-45.120503652039325
1739209682.9304352;-33.981070128970906
1739209682.9304383;-45.120503652039325
1739209682.9304416;-45.120503652039325
1739209682.9304447;-35.57807855764607
1739209682.9304478;-38.13080360867914
1739209682.9304512;-45.120503652039325
1739209682.9304543;-38.13080360867914
1739209682.9304574;-32.816014438256545
1739209682.9304605;-45.120503652039325
1739209682.9304638;-45.120503652039325
1739209682.930467;-31.141103565318915
1739209682.93047;-38.13080360867914
1739209682.9304733;-33.981070128970906
1739209682.9304764;-35.57807855764607
1739209682.9304795;-45.120503652039325
1739209682.9304829;-45.120503652039325
1739209682.930486;-35.57807855764607
1739209682.930489;-35.57807855764607
1739209682.9304924;-45.120503652039325
1739209682.9304955;-45.120503652039325
1739209682.9304986;-45.120503652039325
1739209682.930502;-45.120503652039325
1739209682.930505;-38.13080360867914
1739209682.9305081;-45.120503652039325
1739209682.9305115;-45.120503652039325
1739209682.9305146;-38.13080360867914
1739209682.9305177;-38.13080360867914
1739209682.9305208;-45.120503652039325
1739209682.930524;-38.13080360867914
1739209682.9305272;-35.57807855764607
1739209682.9305303;-38.13080360867914
1739209682.9305336;-45.120503652039325
1739209682.9305367;-38.13080360867914
1739209682.9305398;-45.120503652039325
1739209682.9305432;-45.120503652039325
1739209682.9305463;-45.120503652039325
1739209682.9305487;-45.120503652039325
1739209682.9305508;-32.816014438256545
1739209682.9305532;-38.13080360867914
1739209682.9305553;-45.120503652039325
1739209682.9305577;-45.120503652039325
1739209682.9305599;-32.816014438256545
1739209682.9305623;-38.13080360867914
1739209682.9305644;-32.816014438256545
1739209682.9305668;-38.13080360867914
1739209682.930569;-45.120503652039325
1739209682.9305713;-38.13080360867914
1739209682.9305735;-45.120503652039325
1739209682.9305758;-38.13080360867914
1739209682.930578;-45.120503652039325
1739209682.9305804;-45.120503652039325
1739209682.9305825;-45.120503652039325
1739209682.930585;-38.13080360867914
1739209682.930587;-32.816014438256545
1739209682.9305894;-38.13080360867914
1739209682.9305916;-38.13080360867914
1739209682.930594;-38.13080360867914
1739209682.9305964;-38.13080360867914
1739209682.9305985;-38.13080360867914
1739209682.930601;-45.120503652039325
1739209682.930603;-45.120503652039325
1739209682.9306054;-45.120503652039325
1739209682.9306076;-45.120503652039325
1739209682.93061;-35.57807855764607
1739209682.930612;-35.57807855764607
1739209682.9306145;-45.120503652039325
1739209682.9306166;-45.120503652039325
1739209682.930619;-45.120503652039325
1739209682.9306211;-38.13080360867914
1739209682.9306235;-32.816014438256545
1739209682.9306257;-45.120503652039325
1739209682.930628;-38.13080360867914
1739209682.9306302;-38.13080360867914
1739209682.9306326;-35.57807855764607
1739209682.9306347;-45.120503652039325
1739209682.9306371;-38.13080360867914
1739209682.9306395;-38.13080360867914
1739209682.9306417;-45.120503652039325
1739209682.930644;-45.120503652039325
1739209682.9306462;-45.120503652039325
1739209682.9306486;-45.120503652039325
1739209682.9306507;-45.120503652039325
1739209682.930653;-38.13080360867914
1739209682.9306552;-35.57807855764607
1739209682.9306576;-38.13080360867914
1739209682.9306598;-45.120503652039325
1739209682.9306622;-38.13080360867914
1739209682.9306643;-38.13080360867914
1739209682.9306667;-33.981070128970906
1739209682.9306688;-38.13080360867914
1739209682.9306712;-45.120503652039325
1739209682.9306734;-38.13080360867914
1739209682.9306757;-45.120503652039325
1739209682.930678;-26.991370085610736
1739209682.9306803;-33.981070128970906
1739209682.9306824;-38.13080360867914
1739209682.9306848;-38.13080360867914
1739209682.9306872;-45.120503652039325
1739209682.9306893;-45.120503652039325
1739209682.9306917;-45.120503652039325
1739209682.9306939;-38.13080360867914
1739209682.9306962;-35.57807855764607
1739209682.9306984;-45.120503652039325
