CAN Message; 0x1d3:000001e22dc1edfd
1739209712.4102776;-45.120503652039325
1739209712.410283;-45.120503652039325
1739209712.4102886;-45.120503652039325
1739209712.4102938;-38.13080360867914
1739209712.4102993;-38.13080360867914
1739209712.4103048;-33.981070128970906
1739209712.41031;-38.13080360867914
1739209712.4103155;-45.120503652039325
1739209712.410321;-45.120503652039325
1739209712.4103265;-45.120503652039325
1739209712.4103317;-45.120503652039325
1739209712.4103372;-45.120503652039325
1739209712.4103427;-35.57807855764607
1739209712.410348;-38.13080360867914
1739209712.4103534;-45.120503652039325
1739209712.410359;-38.13080360867914
1739209712.4103644;-38.13080360867914
1739209712.4103696;-33.981070128970906
1739209712.410375;-38.13080360867914
1739209712.4103806;-38.13080360867914
1739209712.4103858;-38.13080360867914
1739209712.4103913;-38.13080360867914
1739209712.4103968;-32.816014438256545
1739209712.4104023;-38.13080360867914
1739209712.4104075;-45.120503652039325
1739209712.410413;-38.13080360867914
1739209712.4104185;-38.13080360867914
1739209712.4104238;-38.13080360867914
1739209712.4104292;-45.120503652039325
1739209712.4104347;-45.120503652039325
1739209712.4104402;-38.13080360867914
1739209712.4104455;-38.13080360867914
1739209712.410451;-45.120503652039325
1739209712.4104564;-38.13080360867914
1739209712.4104617;-35.57807855764607
1739209712.4104671;-35.57807855764607
1739209712.4104726;-45.120503652039325
1739209712.410478;-38.13080360867914
1739209712.4104834;-45.120503652039325
1739209712.4104888;-33.981070128970906
1739209712.4104943;-38.13080360867914
1739209712.4104996;-45.120503652039325
1739209712.410505;-27.8777449560314
1739209712.4105105;-35.57807855764607
1739209712.410516;-45.120503652039325
1739209712.4105213;-45.120503652039325
1739209712.4105268;-35.57807855764607
1739209712.4105322;-45.120503652039325
1739209712.4105377;-45.120503652039325
1739209712.410543;-45.120503652039325
1739209712.4105484;-45.120503652039325
1739209712.410554;-38.13080360867914
1739209712.4105592;-45.120503652039325
1739209712.4105647;-38.13080360867914
1739209712.4105701;-38.13080360867914
1739209712.4105756;-45.120503652039325
1739209712.4105809;-45.120503652039325
1739209712.4105864;-38.13080360867914
1739209712.4105918;-38.13080360867914
1739209712.410597;-38.13080360867914
1739209712.4106026;-38.13080360867914
1739209712.410608;-38.13080360867914
1739209712.4106135;-35.57807855764607
1739209712.4106188;-38.13080360867914
1739209712.4106243;-45.120503652039325
1739209712.4106297;-38.13080360867914
1739209712.410635;-30.49652367304973
1739209712.4106405;-38.13080360867914
1739209712.410646;-45.120503652039325
1739209712.4106514;-45.120503652039325
1739209712.4106567;-35.57807855764607
1739209712.4106622;-38.13080360867914
1739209712.4106677;-45.120503652039325
1739209712.410673;-38.13080360867914
1739209712.4106784;-38.13080360867914
1739209712.4106839;-45.120503652039325
1739209712.4106894;-38.13080360867914
1739209712.4106946;-45.120503652039325
1739209712.4107;-45.120503652039325
1739209712.4107056;-45.120503652039325
1739209712.4107108;-38.13080360867914
1739209712.4107163;-38.13080360867914
1739209712.4107218;-31.141103565318893
1739209712.4107273;-32.816014438256545
1739209712.4107325;-35.57807855764607
1739209712.410738;-35.57807855764607
1739209712.4107435;-45.120503652039325
1739209712.4107487;-45.120503652039325
1739209712.4107542;-45.120503652039325
1739209712.4107597;-38.13080360867914
1739209712.4107652;-38.13080360867914
1739209712.4107704;-38.13080360867914
1739209712.410776;-35.57807855764607
1739209712.4107814;-35.57807855764607
1739209712.4107866;-38.13080360867914
1739209712.410792;-38.13080360867914
1739209712.4107976;-45.120503652039325
1739209712.410803;-38.13080360867914
1739209712.4108083;-38.13080360867914
1739209712.4108138;-45.120503652039325
1739209712.4108193;-35.57807855764607
1739209712.4108245;-45.120503652039325
1739209712.41083;-45.120503652039325
1739209712.4108355;-38.13080360867914
1739209712.410841;-32.816014438256545
1739209712.4108462;-45.120503652039325
1739209712.4108517;-29.438486411369333
1739209712.4108572;-31.141103565318893
1739209712.4108624;-45.120503652039325
1739209712.410868;-38.13080360867914
1739209712.4108734;-32.816014438256545
1739209712.410879;-38.13080360867914
1739209712.4108841;-45.120503652039325
1739209712.4108896;-35.57807855764607
1739209712.410895;-38.13080360867914
1739209712.4109004;-45.120503652039325
1739209712.4109058;-45.120503652039325
1739209712.4109113;-38.13080360867914
1739209712.4109168;-38.13080360867914
1739209712.410922;-33.981070128970906
1739209712.4109275;-45.120503652039325
1739209712.410933;-45.120503652039325
1739209712.4109383;-35.57807855764607
1739209712.4109437;-38.13080360867914
1739209712.4109492;-45.120503652039325
1739209712.4109547;-38.13080360867914
1739209712.41096;-38.13080360867914
1739209712.4109654;-45.120503652039325
1739209712.410971;-45.120503652039325
1739209712.4109762;-45.120503652039325
1739209712.4109817;-35.57807855764607
1739209712.4109871;-32.816014438256545
1739209712.4109926;-38.13080360867914
1739209712.4109979;-38.13080360867914
1739209712.4110034;-32.816014438256545
1739209712.4110088;-38.13080360867914
1739209712.411014;-45.120503652039325
1739209712.4110196;-45.120503652039325
1739209712.411025;-45.120503652039325
1739209712.4110305;-45.120503652039325
1739209712.4110358;-38.13080360867914
1739209712.4110413;-38.13080360867914
1739209712.4110467;-45.120503652039325
1739209712.411052;-38.13080360867914
1739209712.4110575;-38.13080360867914
1739209712.411063;-38.13080360867914
1739209712.4110684;-38.13080360867914
1739209712.4110737;-45.120503652039325
1739209712.4110792;-45.120503652039325
1739209712.4110847;-45.120503652039325
1739209712.41109;-45.120503652039325
1739209712.4110954;-45.120503652039325
1739209712.4111009;-38.13080360867914
1739209712.4111063;-38.13080360867914
1739209712.4111116;-45.120503652039325
1739209712.411117;-38.13080360867914
1739209712.4111226;-38.13080360867914
1739209712.4111278;-45.120503652039325
1739209712.4111333;-45.120503652039325
1739209712.4111388;-38.13080360867914
1739209712.4111443;-38.13080360867914
1739209712.4111495;-38.13080360867914
1739209712.411155;-38.13080360867914
1739209712.4111605;-33.981070128970906
1739209712.4111657;-33.981070128970906
1739209712.4111712;-35.57807855764607
1739209712.4111767;-38.13080360867914
1739209712.4111822;-38.13080360867914
1739209712.4111874;-38.13080360867914
1739209712.411193;-38.13080360867914
1739209712.4111984;-35.57807855764607
1739209712.4112036;-38.13080360867914
1739209712.411209;-45.120503652039325
1739209712.4112146;-45.120503652039325
1739209712.41122;-45.120503652039325
1739209712.4112253;-38.13080360867914
1739209712.4112308;-45.120503652039325
1739209712.4112363;-45.120503652039325
1739209712.4112415;-45.120503652039325
1739209712.411247;-33.981070128970906
1739209712.4112525;-45.120503652039325
1739209712.411258;-38.13080360867914
1739209712.4112632;-38.13080360867914
1739209712.4112687;-35.57807855764607
1739209712.4112742;-38.13080360867914
1739209712.4112794;-45.120503652039325
1739209712.411285;-33.981070128970906
1739209712.4112904;-30.49652367304973
1739209712.411296;-38.13080360867914
1739209712.4113011;-45.120503652039325
1739209712.4113066;-38.13080360867914
1739209712.411312;-33.981070128970906
1739209712.4113173;-38.13080360867914
1739209712.4113228;-38.13080360867914
1739209712.4113283;-35.57807855764607
1739209712.4113338;-38.13080360867914
1739209712.411339;-45.120503652039325
1739209712.4113445;-45.120503652039325
1739209712.41135;-45.120503652039325
1739209712.4113553;-45.120503652039325
1739209712.4113607;-38.13080360867914
1739209712.4113662;-38.13080360867914
1739209712.4113717;-38.13080360867914
1739209712.411377;-31.141103565318915
1739209712.4113824;-28.992665084841942
1739209712.411388;-45.120503652039325
1739209712.4113932;-38.13080360867914
1739209712.4113986;-38.13080360867914
1739209712.4114041;-45.120503652039325
1739209712.4114096;-38.13080360867914
1739209712.4114149;-45.120503652039325
1739209712.4114203;-38.13080360867914
1739209712.4114258;-38.13080360867914
1739209712.411431;-38.13080360867914
1739209712.4114366;-45.120503652039325
1739209712.411442;-38.13080360867914
1739209712.4114475;-35.57807855764607
1739209712.4114528;-38.13080360867914
1739209712.4114583;-45.120503652039325
1739209712.4114637;-45.120503652039325
1739209712.411469;-35.57807855764607
1739209712.4114745;-38.13080360867914
1739209712.41148;-45.120503652039325
1739209712.4114854;-45.120503652039325
1739209712.4114907;-38.13080360867914
1739209712.4114962;-35.57807855764607
1739209712.4115016;-45.120503652039325
1739209712.411507;-38.13080360867914
1739209712.4115124;-38.13080360867914
1739209712.4115179;-45.120503652039325
1739209712.4115233;-45.120503652039325
1739209712.4115286;-35.57807855764607
1739209712.411534;-38.13080360867914
1739209712.4115396;-45.120503652039325
1739209712.4115448;-38.13080360867914
1739209712.4115503;-45.120503652039325
1739209712.4115558;-45.120503652039325
1739209712.4115613;-45.120503652039325
1739209712.4115665;-45.120503652039325
1739209712.411572;-45.120503652039325
1739209712.4115775;-32.816014438256545
1739209712.4115827;-38.13080360867914
1739209712.4115882;-45.120503652039325
1739209712.4115937;-35.57807855764607
1739209712.4115992;-35.57807855764607
1739209712.4116044;-38.13080360867914
1739209712.41161;-38.13080360867914
1739209712.4116154;-45.120503652039325
1739209712.4116206;-45.120503652039325
1739209712.411626;-45.120503652039325
1739209712.4116316;-45.120503652039325
1739209712.411637;-38.13080360867914
1739209712.4116423;-45.120503652039325
1739209712.4116478;-38.13080360867914
1739209712.4116533;-32.816014438256545
1739209712.4116585;-32.816014438256545
1739209712.411664;-33.981070128970906
1739209712.4116695;-45.120503652039325
1739209712.411675;-45.120503652039325
1739209712.4116802;-38.13080360867914
1739209712.4116857;-31.141103565318893
1739209712.4116912;-35.57807855764607
1739209712.4116964;-38.13080360867914
1739209712.411702;-38.13080360867914
1739209712.4117074;-38.13080360867914
1739209712.411713;-31.141103565318915
1739209712.4117181;-38.13080360867914
1739209712.4117236;-32.816014438256545
1739209712.411729;-45.120503652039325
1739209712.4117343;-45.120503652039325
1739209712.4117398;-33.981070128970906
1739209712.4117453;-38.13080360867914
1739209712.4117508;-45.120503652039325
1739209712.411756;-45.120503652039325
1739209712.4117615;-45.120503652039325
1739209712.411767;-38.13080360867914
1739209712.4117723;-45.120503652039325
1739209712.4117777;-33.981070128970956
1739209712.4117832;-38.13080360867914
1739209712.4117887;-38.13080360867914
1739209712.411794;-45.120503652039325
1739209712.4117994;-45.120503652039325
1739209712.411805;-35.57807855764607
1739209712.4118102;-38.13080360867914
1739209712.4118156;-31.141103565318893
1739209712.4118211;-32.816014438256545
1739209712.4118266;-38.13080360867914
1739209712.4118319;-45.120503652039325
1739209712.4118373;-38.13080360867914
1739209712.4118428;-38.13080360867914
1739209712.411848;-45.120503652039325
1739209712.4118536;-38.13080360867914
1739209712.411859;-45.120503652039325
1739209712.4118645;-45.120503652039325
1739209712.4118698;-38.13080360867914
1739209712.4118752;-45.120503652039325
1739209712.4118807;-45.120503652039325
1739209712.411886;-45.120503652039325
1739209712.4118915;-45.120503652039325
1739209712.411897;-45.120503652039325
1739209712.4119024;-32.816014438256545
1739209712.4119077;-33.981070128970906
1739209712.4119132;-45.120503652039325
1739209712.4119186;-38.13080360867914
1739209712.411924;-38.13080360867914
1739209712.4119294;-38.13080360867914
1739209712.4119349;-38.13080360867914
1739209712.4119403;-45.120503652039325
1739209712.4119456;-32.816014438256545
1739209712.411951;-30.49652367304973
1739209712.4119565;-45.120503652039325
1739209712.411962;-35.57807855764607
1739209712.4119673;-35.57807855764607
1739209712.4119728;-35.57807855764607
1739209712.4119782;-45.120503652039325
1739209712.4119835;-45.120503652039325
1739209712.411989;-38.13080360867914
1739209712.4119945;-38.13080360867914
1739209712.412;-38.13080360867914
1739209712.4120052;-38.13080360867914
1739209712.4120107;-45.120503652039325
1739209712.4120162;-45.120503652039325
1739209712.4120214;-38.13080360867914
1739209712.412027;-45.120503652039325
1739209712.4120324;-38.13080360867914
1739209712.4120378;-38.13080360867914
1739209712.412043;-45.120503652039325
1739209712.4120486;-38.13080360867914
1739209712.412054;-45.120503652039325
1739209712.4120593;-45.120503652039325
1739209712.4120648;-45.120503652039325
1739209712.4120703;-45.120503652039325
1739209712.4120758;-38.13080360867914
1739209712.412081;-35.57807855764607
1739209712.4120865;-35.57807855764607
1739209712.412092;-38.13080360867914
1739209712.4120972;-45.120503652039325
1739209712.4121027;-45.120503652039325
1739209712.4121082;-45.120503652039325
1739209712.4121137;-38.13080360867914
1739209712.412119;-45.120503652039325
1739209712.4121244;-45.120503652039325
1739209712.4121299;-38.13080360867914
1739209712.4121351;-38.13080360867914
1739209712.4121406;-45.120503652039325
1739209712.412146;-45.120503652039325
1739209712.4121516;-38.13080360867914
1739209712.4121568;-38.13080360867914
1739209712.4121623;-38.13080360867914
1739209712.4121678;-38.13080360867914
1739209712.412173;-32.816014438256545
1739209712.4121785;-38.13080360867914
1739209712.412184;-38.13080360867914
1739209712.4121895;-33.981070128970906
1739209712.4121947;-33.981070128970906
1739209712.4122002;-38.13080360867914
1739209712.4122057;-45.120503652039325
1739209712.412211;-35.57807855764607
1739209712.4122164;-38.13080360867914
1739209712.412222;-33.981070128970906
1739209712.4122274;-45.120503652039325
1739209712.4122326;-45.120503652039325
1739209712.4122381;-33.981070128970906
1739209712.4122436;-32.816014438256545
1739209712.4122488;-45.120503652039325
1739209712.4122543;-38.13080360867914
1739209712.4122598;-38.13080360867914
1739209712.4122653;-45.120503652039325
1739209712.4122705;-45.120503652039325
1739209712.412276;-38.13080360867914
1739209712.4122815;-45.120503652039325
1739209712.4122868;-38.13080360867914
1739209712.4122922;-38.13080360867914
1739209712.4122977;-35.57807855764607
1739209712.4123032;-38.13080360867914
1739209712.4123085;-45.120503652039325
1739209712.412314;-45.120503652039325
1739209712.4123194;-38.13080360867914
1739209712.4123247;-45.120503652039325
1739209712.4123302;-45.120503652039325
1739209712.4123356;-33.981070128970906
1739209712.412341;-45.120503652039325
1739209712.4123464;-33.981070128970906
1739209712.4123518;-38.13080360867914
1739209712.4123573;-38.13080360867914
1739209712.4123626;-45.120503652039325
1739209712.412368;-38.13080360867914
1739209712.4123735;-32.816014438256545
1739209712.412379;-45.120503652039325
1739209712.4123843;-38.13080360867914
1739209712.4123898;-31.141103565318915
1739209712.4123952;-38.13080360867914
1739209712.4124005;-35.57807855764607
1739209712.412406;-35.57807855764607
1739209712.4124115;-33.981070128970906
1739209712.412417;-38.13080360867914
1739209712.4124222;-33.981070128970906
1739209712.4124277;-45.120503652039325
1739209712.4124331;-45.120503652039325
1739209712.4124384;-45.120503652039325
1739209712.4124439;-38.13080360867914
1739209712.4124494;-38.13080360867914
1739209712.4124548;-45.120503652039325
1739209712.41246;-45.120503652039325
1739209712.4124656;-38.13080360867914
1739209712.412471;-38.13080360867914
1739209712.4124763;-45.120503652039325
1739209712.4124818;-45.120503652039325
1739209712.4124873;-45.120503652039325
1739209712.4124928;-35.57807855764607
1739209712.412498;-38.13080360867914
1739209712.4125035;-45.120503652039325
1739209712.412509;-38.13080360867914
1739209712.4125142;-38.13080360867914
1739209712.4125197;-38.13080360867914
1739209712.4125252;-38.13080360867914
1739209712.4125307;-38.13080360867914
1739209712.412536;-38.13080360867914
1739209712.4125414;-38.13080360867914
1739209712.4125469;-45.120503652039325
1739209712.412552;-35.57807855764607
1739209712.4125576;-38.13080360867914
1739209712.412563;-33.981070128970956
1739209712.4125686;-45.120503652039325
1739209712.4125738;-45.120503652039325
1739209712.4125793;-38.13080360867914
1739209712.4125848;-45.120503652039325
1739209712.41259;-38.13080360867914
1739209712.4125955;-38.13080360867914
1739209712.412601;-45.120503652039325
1739209712.4126065;-26.991370085610736
1739209712.4126117;-35.57807855764607
1739209712.4126172;-38.13080360867914
1739209712.4126227;-35.57807855764607
1739209712.412628;-32.816014438256545
1739209712.4126334;-45.120503652039325
1739209712.412639;-45.120503652039325
1739209712.4126444;-45.120503652039325
1739209712.4126496;-33.981070128970956
1739209712.412655;-38.13080360867914
1739209712.4126606;-45.120503652039325
1739209712.4126658;-45.120503652039325
1739209712.4126713;-45.120503652039325
1739209712.4126768;-33.981070128970906
1739209712.4126823;-45.120503652039325
1739209712.4126875;-38.13080360867914
1739209712.412693;-45.120503652039325
1739209712.4126985;-45.120503652039325
1739209712.4127038;-45.120503652039325
1739209712.4127092;-45.120503652039325
1739209712.4127147;-33.981070128970906
1739209712.4127202;-38.13080360867914
1739209712.4127254;-45.120503652039325
1739209712.412731;-38.13080360867914
1739209712.4127364;-26.991370085610736
1739209712.4127417;-32.816014438256545
1739209712.4127471;-45.120503652039325
1739209712.4127526;-38.13080360867914
1739209712.412758;-32.816014438256545
1739209712.4127634;-38.13080360867914
1739209712.4127688;-45.120503652039325
1739209712.4127743;-38.13080360867914
1739209712.4127796;-45.120503652039325
1739209712.412785;-45.120503652039325
1739209712.4127905;-45.120503652039325
1739209712.412796;-38.13080360867914
1739209712.4128013;-45.120503652039325
1739209712.4128067;-38.13080360867914
1739209712.4128122;-45.120503652039325
1739209712.4128175;-45.120503652039325
1739209712.412823;-29.438486411369333
1739209712.4128284;-32.816014438256545
1739209712.412834;-45.120503652039325
1739209712.4128392;-45.120503652039325
1739209712.4128447;-45.120503652039325
1739209712.4128501;-45.120503652039325
1739209712.4128554;-45.120503652039325
1739209712.4128609;-45.120503652039325
1739209712.4128664;-45.120503652039325
1739209712.4128718;-45.120503652039325
1739209712.412877;-45.120503652039325
1739209712.4128826;-45.120503652039325
1739209712.412888;-38.13080360867914
1739209712.4128933;-33.981070128970906
1739209712.4128988;-45.120503652039325
1739209712.4129043;-45.120503652039325
1739209712.4129097;-45.120503652039325
1739209712.412915;-45.120503652039325
1739209712.4129205;-45.120503652039325
1739209712.412926;-38.13080360867914
1739209712.4129312;-45.120503652039325
1739209712.4129367;-38.13080360867914
1739209712.4129422;-32.816014438256545
1739209712.4129477;-38.13080360867914
1739209712.412953;-38.13080360867914
1739209712.4129584;-38.13080360867914
1739209712.4129639;-45.120503652039325
1739209712.412969;-45.120503652039325
1739209712.4129746;-45.120503652039325
1739209712.41298;-38.13080360867914
1739209712.4129856;-45.120503652039325
1739209712.4129908;-45.120503652039325
1739209712.4129963;-38.13080360867914
1739209712.4130018;-33.981070128970906
1739209712.413007;-45.120503652039325
1739209712.4130125;-45.120503652039325
1739209712.413018;-35.57807855764607
1739209712.4130235;-35.57807855764607
1739209712.4130287;-45.120503652039325
1739209712.4130342;-45.120503652039325
1739209712.4130397;-45.120503652039325
1739209712.413045;-38.13080360867914
1739209712.4130504;-45.120503652039325
1739209712.413056;-38.13080360867914
1739209712.4130614;-38.13080360867914
1739209712.4130666;-45.120503652039325
1739209712.413072;-45.120503652039325
1739209712.4130776;-38.13080360867914
1739209712.4130828;-35.57807855764607
1739209712.4130883;-38.13080360867914
1739209712.4130938;-45.120503652039325
1739209712.4130993;-45.120503652039325
1739209712.4131045;-38.13080360867914
1739209712.41311;-38.13080360867914
1739209712.4131155;-45.120503652039325
1739209712.4131207;-38.13080360867914
1739209712.4131262;-38.13080360867914
1739209712.4131317;-38.13080360867914
1739209712.4131372;-45.120503652039325
1739209712.4131424;-45.120503652039325
1739209712.413148;-38.13080360867914
1739209712.4131534;-31.141103565318915
1739209712.4131587;-45.120503652039325
1739209712.4131641;-45.120503652039325
1739209712.4131696;-35.57807855764607
1739209712.413175;-31.141103565318915
1739209712.4131804;-45.120503652039325
1739209712.4131858;-45.120503652039325
1739209712.4131913;-38.13080360867914
1739209712.4131966;-45.120503652039325
1739209712.413202;-45.120503652039325
1739209712.4132075;-38.13080360867914
1739209712.413213;-38.13080360867914
1739209712.4132183;-28.992665084841942
1739209712.4132237;-38.13080360867914
1739209712.4132292;-38.13080360867914
1739209712.4132345;-38.13080360867914
1739209712.41324;-38.13080360867914
1739209712.4132454;-38.13080360867914
1739209712.413251;-45.120503652039325
1739209712.4132562;-45.120503652039325
1739209712.4132617;-33.981070128970906
1739209712.4132671;-38.13080360867914
1739209712.4132724;-38.13080360867914
1739209712.4132779;-38.13080360867914
1739209712.4132833;-38.13080360867914
1739209712.4132888;-38.13080360867914
1739209712.413294;-45.120503652039325
1739209712.4132996;-45.120503652039325
1739209712.413305;-45.120503652039325
1739209712.4133105;-38.13080360867914
1739209712.4133158;-38.13080360867914
1739209712.4133213;-38.13080360867914
1739209712.4133267;-38.13080360867914
1739209712.413332;-35.57807855764607
1739209712.4133375;-35.57807855764607
1739209712.413343;-38.13080360867914
1739209712.4133484;-38.13080360867914
1739209712.4133537;-38.13080360867914
1739209712.4133592;-45.120503652039325
1739209712.4133646;-45.120503652039325
1739209712.41337;-45.120503652039325
1739209712.4133754;-45.120503652039325
1739209712.4133809;-45.120503652039325
1739209712.4133863;-31.141103565318915
1739209712.4133916;-33.981070128970906
1739209712.413397;-35.57807855764607
1739209712.4134026;-38.13080360867914
1739209712.4134078;-38.13080360867914
1739209712.4134133;-38.13080360867914
1739209712.4134188;-38.13080360867914
1739209712.4134243;-45.120503652039325
1739209712.4134295;-38.13080360867914
1739209712.413435;-35.57807855764607
1739209712.4134405;-33.981070128970906
1739209712.4134457;-38.13080360867914
1739209712.4134512;-38.13080360867914
1739209712.4134567;-45.120503652039325
1739209712.4134622;-45.120503652039325
1739209712.4134674;-38.13080360867914
1739209712.413473;-45.120503652039325
1739209712.4134784;-38.13080360867914
1739209712.4134836;-45.120503652039325
1739209712.413489;-38.13080360867914
1739209712.4134946;-45.120503652039325
1739209712.4135;-38.13080360867914
1739209712.4135053;-38.13080360867914
1739209712.4135108;-45.120503652039325
1739209712.4135163;-33.981070128970906
1739209712.4135215;-45.120503652039325
1739209712.413527;-38.13080360867914
1739209712.4135325;-38.13080360867914
1739209712.413538;-38.13080360867914
1739209712.4135432;-45.120503652039325
1739209712.4135487;-32.816014438256545
1739209712.4135542;-33.981070128970906
1739209712.4135594;-38.13080360867914
1739209712.413565;-38.13080360867914
1739209712.4135704;-38.13080360867914
1739209712.413576;-45.120503652039325
1739209712.4135811;-38.13080360867914
1739209712.4135866;-35.57807855764607
1739209712.413592;-45.120503652039325
1739209712.4135973;-45.120503652039325
1739209712.4136028;-45.120503652039325
1739209712.4136083;-45.120503652039325
1739209712.4136138;-45.120503652039325
1739209712.413619;-45.120503652039325
1739209712.4136245;-45.120503652039325
1739209712.41363;-38.13080360867914
1739209712.4136353;-33.981070128970906
1739209712.4136407;-38.13080360867914
1739209712.4136462;-38.13080360867914
1739209712.4136517;-45.120503652039325
1739209712.413657;-32.816014438256545
1739209712.4136624;-35.57807855764607
1739209712.413668;-45.120503652039325
1739209712.4136732;-45.120503652039325
1739209712.4136786;-38.13080360867914
1739209712.4136841;-38.13080360867914
1739209712.4136896;-45.120503652039325
1739209712.4136949;-38.13080360867914
1739209712.4137003;-45.120503652039325
1739209712.4137058;-45.120503652039325
1739209712.413711;-45.120503652039325
1739209712.4137166;-45.120503652039325
1739209712.413722;-38.13080360867914
1739209712.4137275;-45.120503652039325
1739209712.4137328;-45.120503652039325
1739209712.4137383;-45.120503652039325
1739209712.4137437;-32.816014438256545
1739209712.413749;-33.981070128970906
1739209712.4137545;-45.120503652039325
1739209712.41376;-38.13080360867914
1739209712.4137654;-35.57807855764607
1739209712.4137707;-35.57807855764607
1739209712.4137762;-45.120503652039325
1739209712.4137816;-45.120503652039325
1739209712.413787;-35.57807855764607
1739209712.4137924;-38.13080360867914
1739209712.4137979;-45.120503652039325
1739209712.4138033;-38.13080360867914
1739209712.4138086;-45.120503652039325
1739209712.413814;-33.981070128970906
1739209712.4138196;-45.120503652039325
1739209712.4138248;-38.13080360867914
1739209712.4138303;-45.120503652039325
1739209712.4138358;-33.981070128970956
1739209712.4138412;-38.13080360867914
1739209712.4138465;-38.13080360867914
1739209712.413852;-38.13080360867914
1739209712.4138575;-45.120503652039325
1739209712.4138627;-38.13080360867914
1739209712.4138682;-45.120503652039325
1739209712.4138737;-29.438486411369333
1739209712.4138792;-31.141103565318893
1739209712.4138844;-45.120503652039325
1739209712.41389;-38.13080360867914
1739209712.4138954;-38.13080360867914
1739209712.4139006;-38.13080360867914
1739209712.413906;-35.57807855764607
1739209712.4139116;-33.981070128970906
1739209712.413917;-38.13080360867914
1739209712.4139223;-38.13080360867914
1739209712.4139278;-33.981070128970906
1739209712.4139333;-38.13080360867914
1739209712.4139385;-45.120503652039325
1739209712.413944;-45.120503652039325
1739209712.4139495;-45.120503652039325
1739209712.413955;-33.981070128970906
1739209712.4139602;-45.120503652039325
1739209712.4139657;-38.13080360867914
1739209712.4139712;-45.120503652039325
1739209712.4139764;-38.13080360867914
1739209712.413982;-38.13080360867914
1739209712.4139874;-45.120503652039325
1739209712.413993;-35.57807855764607
1739209712.4139981;-38.13080360867914
1739209712.4140036;-35.57807855764607
1739209712.414009;-28.992665084841942
1739209712.4140143;-33.981070128970906
1739209712.4140198;-38.13080360867914
1739209712.4140253;-35.57807855764607
1739209712.4140308;-38.13080360867914
1739209712.414036;-38.13080360867914
1739209712.4140415;-38.13080360867914
1739209712.414047;-45.120503652039325
1739209712.4140522;-38.13080360867914
1739209712.4140577;-45.120503652039325
1739209712.4140632;-45.120503652039325
1739209712.4140687;-38.13080360867914
1739209712.414074;-33.981070128970906
1739209712.4140794;-45.120503652039325
1739209712.414085;-45.120503652039325
1739209712.4140902;-32.816014438256545
1739209712.4140956;-35.57807855764607
