CAN Message; 0x24:04a48715de747437
Timestamp;Amplitude
1739209694.0961473;-33.981070128970906
1739209694.09615;-38.13080360867914
1739209694.0961523;-45.120503652039325
1739209694.096155;-35.57807855764607
1739209694.0961573;-35.57807855764607
1739209694.0961597;-45.120503652039325
1739209694.0961623;-38.13080360867914
1739209694.0961647;-38.13080360867914
1739209694.0961673;-38.13080360867914
1739209694.0961697;-45.120503652039325
1739209694.096172;-45.120503652039325
1739209694.0961747;-45.120503652039325
1739209694.096177;-45.120503652039325
1739209694.0961797;-38.13080360867914
1739209694.096182;-38.13080360867914
1739209694.0961845;-45.120503652039325
1739209694.096187;-38.13080360867914
1739209694.0961895;-38.13080360867914
1739209694.0961921;-45.120503652039325
1739209694.0961945;-38.13080360867914
1739209694.096197;-45.120503652039325
1739209694.0961995;-45.120503652039325
1739209694.096202;-38.13080360867914
1739209694.0962045;-38.13080360867914
1739209694.096207;-45.120503652039325
1739209694.0962093;-38.13080360867914
1739209694.096212;-38.13080360867914
1739209694.0962143;-38.13080360867914
1739209694.096217;-38.13080360867914
1739209694.0962193;-33.981070128970906
1739209694.0962217;-35.57807855764607
1739209694.0962243;-38.13080360867914
1739209694.0962267;-38.13080360867914
1739209694.0962293;-38.13080360867914
1739209694.0962317;-32.816014438256545
1739209694.096234;-45.120503652039325
1739209694.0962367;-38.13080360867914
1739209694.096239;-38.13080360867914
1739209694.0962417;-38.13080360867914
1739209694.096244;-38.13080360867914
1739209694.0962465;-38.13080360867914
1739209694.096249;-31.141103565318893
1739209694.0962515;-32.816014438256545
1739209694.096254;-38.13080360867914
1739209694.0962565;-38.13080360867914
1739209694.0962589;-38.13080360867914
1739209694.0962615;-38.13080360867914
1739209694.096264;-38.13080360867914
1739209694.0962665;-35.57807855764607
1739209694.096269;-38.13080360867914
1739209694.0962713;-45.120503652039325
1739209694.096274;-45.120503652039325
1739209694.0962763;-33.981070128970906
1739209694.096279;-33.981070128970906
1739209694.0962813;-45.120503652039325
1739209694.0962837;-45.120503652039325
1739209694.0962863;-45.120503652039325
1739209694.0962887;-45.120503652039325
1739209694.0962913;-38.13080360867914
1739209694.0962937;-38.13080360867914
1739209694.096296;-38.13080360867914
1739209694.0962987;-38.13080360867914
1739209694.096301;-45.120503652039325
1739209694.0963037;-45.120503652039325
1739209694.096306;-38.13080360867914
1739209694.0963085;-45.120503652039325
1739209694.096311;-45.120503652039325
1739209694.0963135;-38.13080360867914
1739209694.096316;-35.57807855764607
1739209694.0963185;-45.120503652039325
1739209694.0963209;-45.120503652039325
1739209694.0963235;-33.981070128970906
1739209694.0963259;-33.981070128970906
1739209694.0963285;-38.13080360867914
1739209694.096331;-45.120503652039325
1739209694.0963335;-45.120503652039325
1739209694.096336;-38.13080360867914
1739209694.0963383;-45.120503652039325
1739209694.096341;-45.120503652039325
1739209694.0963433;-35.57807855764607
1739209694.096346;-38.13080360867914
1739209694.0963483;-38.13080360867914
1739209694.0963507;-38.13080360867914
1739209694.0963533;-38.13080360867914
1739209694.0963557;-38.13080360867914
1739209694.0963583;-31.141103565318915
1739209694.0963607;-38.13080360867914
1739209694.096363;-45.120503652039325
1739209694.0963657;-38.13080360867914
1739209694.096368;-38.13080360867914
1739209694.0963707;-38.13080360867914
1739209694.096373;-38.13080360867914
1739209694.0963755;-45.120503652039325
1739209694.096378;-33.981070128970906
1739209694.0963805;-32.816014438256545
1739209694.096383;-38.13080360867914
1739209694.0963855;-45.120503652039325
1739209694.0963879;-38.13080360867914
1739209694.0963905;-38.13080360867914
1739209694.0963929;-45.120503652039325
1739209694.0963955;-38.13080360867914
1739209694.0963979;-27.267205301931607
1739209694.0964003;-38.13080360867914
1739209694.096403;-38.13080360867914
1739209694.0964053;-45.120503652039325
1739209694.096408;-33.981070128970906
1739209694.0964103;-45.120503652039325
1739209694.0964127;-45.120503652039325
1739209694.0964153;-38.13080360867914
1739209694.0964177;-38.13080360867914
1739209694.0964203;-38.13080360867914
1739209694.0964227;-35.57807855764607
1739209694.096425;-38.13080360867914
1739209694.0964277;-45.120503652039325
1739209694.09643;-45.120503652039325
1739209694.0964327;-38.13080360867914
1739209694.096435;-35.57807855764607
1739209694.0964375;-45.120503652039325
1739209694.09644;-45.120503652039325
1739209694.0964425;-38.13080360867914
1739209694.096445;-38.13080360867914
1739209694.0964475;-38.13080360867914
1739209694.0964499;-45.120503652039325
1739209694.0964525;-38.13080360867914
1739209694.0964549;-45.120503652039325
1739209694.0964575;-31.141103565318915
1739209694.0964599;-38.13080360867914
1739209694.0964622;-38.13080360867914
1739209694.0964649;-38.13080360867914
1739209694.0964673;-38.13080360867914
1739209694.0964699;-45.120503652039325
1739209694.0964723;-45.120503652039325
1739209694.0964746;-38.13080360867914
1739209694.0964773;-28.588378514285886
1739209694.0964797;-45.120503652039325
1739209694.0964823;-33.981070128970906
1739209694.0964847;-38.13080360867914
1739209694.096487;-38.13080360867914
1739209694.0964897;-35.57807855764607
1739209694.096492;-45.120503652039325
1739209694.0964947;-38.13080360867914
1739209694.096497;-30.49652367304973
1739209694.0964994;-38.13080360867914
1739209694.096502;-45.120503652039325
1739209694.0965044;-45.120503652039325
1739209694.096507;-38.13080360867914
1739209694.0965095;-45.120503652039325
1739209694.0965118;-45.120503652039325
1739209694.0965145;-45.120503652039325
1739209694.0965168;-45.120503652039325
1739209694.0965195;-38.13080360867914
1739209694.0965219;-38.13080360867914
1739209694.0965242;-45.120503652039325
1739209694.0965269;-38.13080360867914
1739209694.0965292;-38.13080360867914
1739209694.0965319;-45.120503652039325
1739209694.0965343;-45.120503652039325
1739209694.0965366;-30.49652367304973
1739209694.0965393;-35.57807855764607
1739209694.0965416;-45.120503652039325
1739209694.0965443;-45.120503652039325
1739209694.0965466;-33.981070128970906
1739209694.096549;-45.120503652039325
1739209694.0965517;-45.120503652039325
1739209694.096554;-45.120503652039325
1739209694.0965567;-38.13080360867914
1739209694.096559;-45.120503652039325
1739209694.0965614;-38.13080360867914
1739209694.096564;-45.120503652039325
1739209694.0965664;-35.57807855764607
1739209694.096569;-31.141103565318893
1739209694.0965714;-45.120503652039325
1739209694.0965738;-45.120503652039325
1739209694.0965765;-45.120503652039325
1739209694.0965788;-38.13080360867914
1739209694.0965815;-38.13080360867914
1739209694.0965838;-45.120503652039325
1739209694.0965862;-45.120503652039325
1739209694.0965889;-38.13080360867914
1739209694.0965912;-35.57807855764607
1739209694.0965939;-45.120503652039325
1739209694.0965962;-32.816014438256545
1739209694.0965986;-32.816014438256545
1739209694.0966012;-45.120503652039325
1739209694.0966036;-45.120503652039325
1739209694.0966063;-38.13080360867914
1739209694.0966086;-38.13080360867914
1739209694.096611;-45.120503652039325
1739209694.0966136;-35.57807855764607
1739209694.096616;-45.120503652039325
1739209694.0966187;-38.13080360867914
1739209694.096621;-38.13080360867914
1739209694.0966234;-38.13080360867914
1739209694.096626;-45.120503652039325
1739209694.0966284;-38.13080360867914
1739209694.096631;-38.13080360867914
1739209694.0966334;-45.120503652039325
1739209694.0966358;-38.13080360867914
1739209694.0966384;-35.57807855764607
1739209694.0966408;-45.120503652039325
1739209694.0966434;-38.13080360867914
1739209694.0966458;-38.13080360867914
1739209694.0966482;-45.120503652039325
1739209694.0966508;-45.120503652039325
1739209694.0966532;-38.13080360867914
1739209694.0966558;-45.120503652039325
1739209694.0966582;-45.120503652039325
1739209694.0966606;-38.13080360867914
1739209694.0966632;-45.120503652039325
1739209694.0966656;-38.13080360867914
1739209694.0966682;-38.13080360867914
1739209694.0966706;-38.13080360867914
1739209694.096673;-33.981070128970906
1739209694.0966756;-38.13080360867914
1739209694.096678;-38.13080360867914
1739209694.0966806;-38.13080360867914
1739209694.096683;-45.120503652039325
1739209694.0966854;-45.120503652039325
1739209694.096688;-45.120503652039325
1739209694.0966904;-38.13080360867914
1739209694.096693;-45.120503652039325
1739209694.0966954;-38.13080360867914
1739209694.096698;-33.981070128970906
1739209694.0967004;-45.120503652039325
1739209694.0967028;-45.120503652039325
1739209694.0967054;-38.13080360867914
1739209694.0967078;-35.57807855764607
1739209694.0967104;-38.13080360867914
1739209694.0967128;-38.13080360867914
1739209694.0967152;-33.981070128970906
1739209694.0967178;-33.981070128970906
1739209694.0967202;-33.981070128970906
1739209694.0967228;-45.120503652039325
1739209694.0967252;-38.13080360867914
1739209694.0967276;-38.13080360867914
1739209694.0967302;-38.13080360867914
1739209694.0967326;-45.120503652039325
1739209694.0967352;-33.981070128970906
1739209694.0967376;-33.981070128970906
1739209694.09674;-38.13080360867914
1739209694.0967426;-38.13080360867914
1739209694.096745;-38.13080360867914
1739209694.0967476;-35.57807855764607
1739209694.09675;-38.13080360867914
1739209694.0967524;-45.120503652039325
1739209694.096755;-38.13080360867914
1739209694.0967574;-38.13080360867914
1739209694.09676;-45.120503652039325
1739209694.0967624;-38.13080360867914
1739209694.0967648;-45.120503652039325
1739209694.0967674;-33.981070128970906
1739209694.0967698;-38.13080360867914
1739209694.0967724;-35.57807855764607
1739209694.0967748;-45.120503652039325
1739209694.0967772;-33.981070128970906
1739209694.0967798;-45.120503652039325
1739209694.0967822;-45.120503652039325
1739209694.0967848;-38.13080360867914
1739209694.0967872;-45.120503652039325
1739209694.0967896;-38.13080360867914
1739209694.0967922;-35.57807855764607
1739209694.0967946;-45.120503652039325
1739209694.0967972;-38.13080360867914
1739209694.0967996;-31.141103565318915
1739209694.096802;-45.120503652039325
1739209694.0968046;-45.120503652039325
1739209694.096807;-45.120503652039325
1739209694.0968096;-38.13080360867914
1739209694.096812;-38.13080360867914
1739209694.0968144;-38.13080360867914
1739209694.096817;-38.13080360867914
1739209694.0968194;-31.141103565318915
1739209694.096822;-38.13080360867914
1739209694.0968244;-45.120503652039325
1739209694.0968268;-45.120503652039325
1739209694.0968294;-45.120503652039325
1739209694.0968318;-45.120503652039325
1739209694.0968344;-45.120503652039325
1739209694.0968368;-33.981070128970906
1739209694.0968392;-31.141103565318915
