CAN Message; 0x1a7:0000a121b0ebfc24
1739209840.9213815;-38.13080360867914
1739209840.921391;-38.13080360867914
1739209840.9214005;-32.816014438256545
1739209840.9214103;-45.120503652039325
1739209840.9214199;-45.120503652039325
1739209840.9214294;-45.120503652039325
1739209840.921439;-38.13080360867914
1739209840.9214485;-35.57807855764607
1739209840.921458;-38.13080360867914
1739209840.9214675;-38.13080360867914
1739209840.9214773;-28.992665084841942
1739209840.9214869;-38.13080360867914
1739209840.9214964;-38.13080360867914
1739209840.921506;-45.120503652039325
1739209840.9215155;-45.120503652039325
1739209840.921525;-45.120503652039325
1739209840.9215348;-45.120503652039325
1739209840.9215443;-45.120503652039325
1739209840.9215539;-45.120503652039325
1739209840.9215634;-45.120503652039325
1739209840.921573;-38.13080360867914
1739209840.9215825;-45.120503652039325
1739209840.9215922;-45.120503652039325
1739209840.9216018;-45.120503652039325
1739209840.9216113;-38.13080360867914
1739209840.9216208;-45.120503652039325
1739209840.9216304;-45.120503652039325
1739209840.92164;-45.120503652039325
1739209840.9216497;-45.120503652039325
1739209840.9216592;-38.13080360867914
1739209840.9216688;-38.13080360867914
1739209840.9216783;-35.57807855764607
1739209840.9216878;-38.13080360867914
1739209840.9216974;-45.120503652039325
1739209840.921707;-33.981070128970906
1739209840.9217167;-45.120503652039325
1739209840.9217262;-45.120503652039325
1739209840.9217358;-45.120503652039325
1739209840.9217453;-38.13080360867914
1739209840.9217548;-45.120503652039325
1739209840.9217644;-38.13080360867914
1739209840.9217741;-45.120503652039325
1739209840.9217837;-38.13080360867914
1739209840.9217932;-32.816014438256545
1739209840.9218028;-38.13080360867914
1739209840.9218123;-45.120503652039325
1739209840.9218218;-38.13080360867914
1739209840.9218316;-32.816014438256545
1739209840.9218411;-45.120503652039325
1739209840.9218507;-45.120503652039325
1739209840.9218602;-31.141103565318915
1739209840.9218698;-38.13080360867914
1739209840.9218793;-45.120503652039325
1739209840.921889;-45.120503652039325
1739209840.9218986;-45.120503652039325
1739209840.9219081;-45.120503652039325
1739209840.9219177;-38.13080360867914
1739209840.9219272;-38.13080360867914
1739209840.9219368;-45.120503652039325
1739209840.9219465;-45.120503652039325
1739209840.921956;-45.120503652039325
1739209840.9219656;-45.120503652039325
1739209840.9219751;-33.981070128970906
1739209840.9219847;-38.13080360867914
1739209840.9219942;-38.13080360867914
1739209840.9220037;-45.120503652039325
1739209840.9220135;-38.13080360867914
1739209840.922023;-30.49652367304973
1739209840.9220326;-38.13080360867914
1739209840.9220421;-45.120503652039325
1739209840.9220517;-45.120503652039325
1739209840.9220612;-38.13080360867914
1739209840.922071;-38.13080360867914
1739209840.9220805;-45.120503652039325
1739209840.92209;-45.120503652039325
1739209840.9220996;-45.120503652039325
1739209840.9221091;-38.13080360867914
1739209840.9221187;-38.13080360867914
1739209840.9221284;-38.13080360867914
1739209840.922138;-38.13080360867914
1739209840.9221475;-38.13080360867914
1739209840.922157;-38.13080360867914
1739209840.9221666;-38.13080360867914
1739209840.9221761;-45.120503652039325
1739209840.922186;-45.120503652039325
1739209840.9221954;-38.13080360867914
1739209840.922205;-38.13080360867914
1739209840.9222145;-35.57807855764607
1739209840.922224;-45.120503652039325
1739209840.9222336;-45.120503652039325
1739209840.922243;-38.13080360867914
1739209840.922253;-35.57807855764607
1739209840.9222624;-45.120503652039325
1739209840.922272;-45.120503652039325
1739209840.9222815;-45.120503652039325
1739209840.922291;-38.13080360867914
1739209840.9223006;-38.13080360867914
1739209840.9223104;-35.57807855764607
1739209840.92232;-45.120503652039325
1739209840.9223294;-38.13080360867914
1739209840.922339;-45.120503652039325
1739209840.9223485;-45.120503652039325
1739209840.922358;-45.120503652039325
1739209840.9223678;-45.120503652039325
1739209840.9223773;-38.13080360867914
1739209840.922387;-45.120503652039325
1739209840.9223964;-38.13080360867914
1739209840.922406;-26.991370085610722
1739209840.9224155;-38.13080360867914
1739209840.9224253;-45.120503652039325
1739209840.9224348;-38.13080360867914
1739209840.9224443;-30.49652367304973
1739209840.9224539;-38.13080360867914
1739209840.9224634;-45.120503652039325
1739209840.922473;-38.13080360867914
1739209840.9224825;-45.120503652039325
1739209840.9224923;-45.120503652039325
1739209840.9225018;-45.120503652039325
1739209840.9225113;-33.981070128970906
1739209840.9225209;-38.13080360867914
1739209840.9225304;-45.120503652039325
1739209840.92254;-45.120503652039325
1739209840.9225497;-45.120503652039325
1739209840.9225593;-38.13080360867914
1739209840.9225688;-45.120503652039325
1739209840.9225783;-45.120503652039325
1739209840.9225879;-35.57807855764607
1739209840.9225974;-38.13080360867914
1739209840.9226072;-45.120503652039325
1739209840.9226167;-45.120503652039325
1739209840.9226263;-38.13080360867914
1739209840.9226358;-31.141103565318915
1739209840.9226453;-38.13080360867914
1739209840.9226549;-45.120503652039325
1739209840.9226646;-45.120503652039325
1739209840.9226742;-38.13080360867914
1739209840.9226837;-33.981070128970906
1739209840.9226933;-38.13080360867914
1739209840.9227028;-38.13080360867914
1739209840.9227123;-32.81601443825658
1739209840.9227219;-38.13080360867914
1739209840.9227316;-33.981070128970906
1739209840.9227412;-45.120503652039325
1739209840.9227507;-45.120503652039325
1739209840.9227602;-45.120503652039325
1739209840.9227698;-38.13080360867914
1739209840.9227793;-45.120503652039325
1739209840.922789;-33.981070128970906
1739209840.9227986;-38.13080360867914
1739209840.9228082;-45.120503652039325
1739209840.9228177;-38.13080360867914
1739209840.9228272;-38.13080360867914
1739209840.9228368;-38.13080360867914
1739209840.9228466;-45.120503652039325
1739209840.922856;-33.981070128970906
1739209840.9228656;-35.57807855764607
1739209840.9228752;-31.141103565318915
1739209840.9228847;-45.120503652039325
1739209840.9228942;-45.120503652039325
1739209840.922904;-45.120503652039325
1739209840.9229136;-45.120503652039325
1739209840.922923;-45.120503652039325
1739209840.9229326;-38.13080360867914
1739209840.9229422;-38.13080360867914
1739209840.9229517;-38.13080360867914
1739209840.9229612;-38.13080360867914
1739209840.922971;-35.57807855764607
1739209840.9229805;-38.13080360867914
1739209840.92299;-45.120503652039325
1739209840.9229996;-45.120503652039325
1739209840.9230092;-45.120503652039325
1739209840.9230187;-31.141103565318915
1739209840.9230285;-32.816014438256545
1739209840.923038;-45.120503652039325
1739209840.9230475;-45.120503652039325
1739209840.923057;-38.13080360867914
1739209840.9230666;-38.13080360867914
1739209840.9230762;-45.120503652039325
1739209840.923086;-38.13080360867914
1739209840.9230955;-35.57807855764607
1739209840.923105;-45.120503652039325
1739209840.9231145;-45.120503652039325
1739209840.923124;-45.120503652039325
1739209840.9231336;-38.13080360867914
1739209840.9231434;-38.13080360867914
1739209840.923153;-45.120503652039325
1739209840.9231625;-38.13080360867914
1739209840.923172;-35.57807855764607
1739209840.9231815;-45.120503652039325
1739209840.923191;-45.120503652039325
1739209840.9232006;-32.816014438256545
1739209840.9232104;-35.57807855764607
1739209840.92322;-45.120503652039325
1739209840.9232295;-38.13080360867914
1739209840.923239;-35.57807855764607
1739209840.9232485;-45.120503652039325
1739209840.923258;-33.981070128970906
1739209840.9232678;-38.13080360867914
1739209840.9232774;-45.120503652039325
1739209840.923287;-38.13080360867914
1739209840.9232965;-38.13080360867914
1739209840.923306;-38.13080360867914
1739209840.9233155;-45.120503652039325
1739209840.9233253;-38.13080360867914
1739209840.9233348;-45.120503652039325
1739209840.9233444;-45.120503652039325
1739209840.923354;-45.120503652039325
1739209840.9233634;-45.120503652039325
1739209840.923373;-45.120503652039325
1739209840.9233828;-38.13080360867914
1739209840.9233923;-38.13080360867914
1739209840.9234018;-45.120503652039325
1739209840.9234114;-45.120503652039325
1739209840.923421;-38.13080360867914
1739209840.9234304;-45.120503652039325
1739209840.92344;-45.120503652039325
1739209840.9234498;-33.981070128970906
1739209840.9234593;-35.57807855764607
1739209840.9234688;-38.13080360867914
1739209840.9234784;-45.120503652039325
1739209840.923488;-30.49652367304973
1739209840.9234974;-31.141103565318893
1739209840.9235072;-38.13080360867914
1739209840.9235168;-35.57807855764607
1739209840.9235263;-45.120503652039325
1739209840.9235358;-45.120503652039325
1739209840.9235454;-33.981070128970906
1739209840.923555;-38.13080360867914
1739209840.9235647;-38.13080360867914
1739209840.9235742;-38.13080360867914
1739209840.9235837;-38.13080360867914
1739209840.9235933;-45.120503652039325
1739209840.9236028;-45.120503652039325
1739209840.9236124;-45.120503652039325
1739209840.9236221;-38.13080360867914
1739209840.9236317;-38.13080360867914
1739209840.9236412;-29.438486411369333
1739209840.9236507;-32.816014438256545
1739209840.9236603;-45.120503652039325
1739209840.9236698;-38.13080360867914
1739209840.9236794;-38.13080360867914
1739209840.9236891;-38.13080360867914
1739209840.9236987;-38.13080360867914
1739209840.9237082;-32.816014438256545
1739209840.9237177;-45.120503652039325
1739209840.9237273;-45.120503652039325
1739209840.9237368;-38.13080360867914
1739209840.9237466;-35.57807855764607
1739209840.9237561;-45.120503652039325
1739209840.9237657;-45.120503652039325
1739209840.9237752;-38.13080360867914
1739209840.9237847;-45.120503652039325
1739209840.9237943;-45.120503652039325
1739209840.923804;-38.13080360867914
1739209840.9238136;-38.13080360867914
1739209840.923823;-45.120503652039325
1739209840.9238327;-38.13080360867914
1739209840.9238422;-38.13080360867914
1739209840.9238517;-38.13080360867914
1739209840.9238615;-45.120503652039325
1739209840.923871;-32.816014438256545
1739209840.9238806;-29.438486411369333
1739209840.92389;-45.120503652039325
1739209840.9238997;-45.120503652039325
1739209840.9239092;-38.13080360867914
1739209840.9239187;-35.57807855764607
1739209840.9239285;-45.120503652039325
1739209840.923938;-45.120503652039325
1739209840.9239476;-45.120503652039325
1739209840.923957;-45.120503652039325
1739209840.9239666;-38.13080360867914
1739209840.9239762;-38.13080360867914
1739209840.923986;-38.13080360867914
1739209840.9239955;-38.13080360867914
1739209840.924005;-45.120503652039325
1739209840.9240146;-45.120503652039325
1739209840.924024;-35.57807855764607
1739209840.9240336;-29.438486411369333
1739209840.9240434;-45.120503652039325
1739209840.924053;-33.981070128970906
1739209840.9240625;-38.13080360867914
1739209840.924072;-45.120503652039325
1739209840.9240816;-45.120503652039325
1739209840.924091;-45.120503652039325
1739209840.9241009;-45.120503652039325
1739209840.9241104;-45.120503652039325
1739209840.92412;-38.13080360867914
1739209840.9241295;-35.57807855764607
1739209840.924139;-45.120503652039325
1739209840.9241486;-45.120503652039325
1739209840.924158;-38.13080360867914
1739209840.9241679;-38.13080360867914
1739209840.9241774;-38.13080360867914
1739209840.924187;-45.120503652039325
1739209840.9241965;-38.13080360867914
1739209840.924206;-32.816014438256545
1739209840.9242156;-45.120503652039325
1739209840.9242253;-45.120503652039325
1739209840.9242349;-38.13080360867914
1739209840.9242444;-38.13080360867914
1739209840.924254;-38.13080360867914
1739209840.9242635;-35.57807855764607
1739209840.924273;-38.13080360867914
1739209840.9242828;-32.816014438256545
1739209840.9242923;-38.13080360867914
1739209840.9243019;-38.13080360867914
1739209840.9243114;-38.13080360867914
1739209840.924321;-45.120503652039325
1739209840.9243305;-45.120503652039325
1739209840.9243402;-45.120503652039325
1739209840.9243498;-38.13080360867914
1739209840.9243593;-38.13080360867914
1739209840.9243689;-45.120503652039325
1739209840.9243784;-45.120503652039325
1739209840.924388;-38.13080360867914
1739209840.9243975;-35.57807855764607
1739209840.9244072;-45.120503652039325
1739209840.9244168;-45.120503652039325
1739209840.9244263;-38.13080360867914
1739209840.9244359;-38.13080360867914
1739209840.9244454;-38.13080360867914
1739209840.924455;-45.120503652039325
1739209840.9244647;-38.13080360867914
1739209840.9244742;-32.816014438256545
1739209840.9244838;-38.13080360867914
1739209840.9244933;-38.13080360867914
1739209840.9245028;-38.13080360867914
1739209840.9245124;-45.120503652039325
1739209840.9245222;-45.120503652039325
1739209840.9245317;-33.981070128970906
1739209840.9245412;-45.120503652039325
1739209840.9245508;-45.120503652039325
1739209840.9245603;-38.13080360867914
1739209840.9245698;-45.120503652039325
1739209840.9245796;-38.13080360867914
1739209840.9245892;-38.13080360867914
1739209840.9245987;-33.981070128970906
1739209840.9246082;-45.120503652039325
1739209840.9246178;-38.13080360867914
1739209840.9246273;-38.13080360867914
1739209840.924637;-38.13080360867914
1739209840.9246466;-35.57807855764607
1739209840.9246562;-33.981070128970906
1739209840.9246657;-45.120503652039325
1739209840.9246752;-38.13080360867914
1739209840.9246848;-35.57807855764607
1739209840.9246943;-45.120503652039325
1739209840.924704;-45.120503652039325
1739209840.9247136;-38.13080360867914
1739209840.9247231;-38.13080360867914
1739209840.9247327;-38.13080360867914
1739209840.9247422;-45.120503652039325
1739209840.9247518;-45.120503652039325
1739209840.9247615;-38.13080360867914
1739209840.924771;-38.13080360867914
1739209840.9247806;-45.120503652039325
1739209840.9247901;-33.981070128970906
1739209840.9247997;-38.13080360867914
1739209840.9248092;-38.13080360867914
1739209840.924819;-38.13080360867914
1739209840.9248285;-38.13080360867914
1739209840.924838;-38.13080360867914
1739209840.9248476;-31.141103565318915
1739209840.9248571;-32.816014438256545
1739209840.9248667;-38.13080360867914
1739209840.9248765;-38.13080360867914
1739209840.924886;-27.267205301931607
1739209840.9248955;-38.13080360867914
1739209840.924905;-45.120503652039325
1739209840.9249146;-45.120503652039325
1739209840.9249241;-38.13080360867914
1739209840.9249337;-33.981070128970906
1739209840.9249434;-45.120503652039325
1739209840.924953;-45.120503652039325
1739209840.9249625;-32.816014438256545
1739209840.924972;-45.120503652039325
1739209840.9249816;-45.120503652039325
1739209840.9249911;-45.120503652039325
1739209840.925001;-38.13080360867914
1739209840.9250104;-38.13080360867914
1739209840.92502;-45.120503652039325
1739209840.9250295;-45.120503652039325
1739209840.925039;-31.141103565318915
1739209840.9250486;-38.13080360867914
1739209840.9250584;-45.120503652039325
1739209840.925068;-45.120503652039325
1739209840.9250774;-45.120503652039325
1739209840.925087;-38.13080360867914
1739209840.9250965;-45.120503652039325
1739209840.925106;-38.13080360867914
1739209840.9251158;-38.13080360867914
1739209840.9251254;-45.120503652039325
1739209840.925135;-38.13080360867914
1739209840.9251444;-38.13080360867914
1739209840.925154;-45.120503652039325
1739209840.9251635;-45.120503652039325
1739209840.925173;-38.13080360867914
1739209840.9251828;-45.120503652039325
1739209840.9251924;-45.120503652039325
1739209840.925202;-45.120503652039325
1739209840.9252114;-35.57807855764607
1739209840.925221;-35.57807855764607
1739209840.9252305;-38.13080360867914
1739209840.9252403;-45.120503652039325
1739209840.9252498;-38.13080360867914
1739209840.9252594;-45.120503652039325
1739209840.925269;-27.267205301931607
1739209840.9252784;-38.13080360867914
1739209840.925288;-45.120503652039325
1739209840.9252977;-45.120503652039325
1739209840.9253073;-38.13080360867914
1739209840.9253168;-45.120503652039325
1739209840.9253263;-45.120503652039325
1739209840.925336;-35.57807855764607
1739209840.9253454;-38.13080360867914
1739209840.9253552;-45.120503652039325
1739209840.9253647;-35.57807855764607
1739209840.9253743;-45.120503652039325
1739209840.9253838;-45.120503652039325
1739209840.9253933;-38.13080360867914
1739209840.9254029;-35.57807855764607
1739209840.9254124;-35.57807855764607
1739209840.9254222;-30.49652367304973
1739209840.9254317;-32.816014438256545
1739209840.9254413;-45.120503652039325
1739209840.9254508;-38.13080360867914
1739209840.9254603;-45.120503652039325
1739209840.9254699;-45.120503652039325
1739209840.9254797;-45.120503652039325
1739209840.9254892;-45.120503652039325
1739209840.9254987;-38.13080360867914
1739209840.9255083;-38.13080360867914
1739209840.9255178;-45.120503652039325
1739209840.9255273;-45.120503652039325
1739209840.925537;-35.57807855764607
1739209840.9255466;-35.57807855764607
1739209840.9255562;-45.120503652039325
1739209840.9255657;-45.120503652039325
1739209840.9255753;-45.120503652039325
1739209840.9255848;-45.120503652039325
1739209840.9255946;-38.13080360867914
1739209840.925604;-45.120503652039325
1739209840.9256136;-38.13080360867914
1739209840.9256232;-30.49652367304973
1739209840.9256327;-45.120503652039325
1739209840.9256423;-45.120503652039325
1739209840.9256518;-33.981070128970906
1739209840.9256616;-38.13080360867914
1739209840.925671;-38.13080360867914
1739209840.9256806;-38.13080360867914
1739209840.9256902;-45.120503652039325
1739209840.9256997;-45.120503652039325
1739209840.9257092;-38.13080360867914
1739209840.925719;-45.120503652039325
1739209840.9257286;-45.120503652039325
1739209840.925738;-45.120503652039325
1739209840.9257476;-45.120503652039325
1739209840.9257572;-45.120503652039325
1739209840.9257667;-35.57807855764607
1739209840.9257765;-38.13080360867914
1739209840.925786;-45.120503652039325
1739209840.9257956;-38.13080360867914
1739209840.925805;-45.120503652039325
1739209840.9258146;-38.13080360867914
1739209840.9258242;-38.13080360867914
1739209840.925834;-38.13080360867914
1739209840.9258435;-45.120503652039325
1739209840.925853;-38.13080360867914
1739209840.9258626;-35.57807855764607
1739209840.925872;-45.120503652039325
1739209840.9258816;-38.13080360867914
1739209840.9258912;-45.120503652039325
1739209840.925901;-38.13080360867914
1739209840.9259105;-45.120503652039325
1739209840.92592;-45.120503652039325
1739209840.9259295;-38.13080360867914
1739209840.925939;-38.13080360867914
1739209840.9259486;-38.13080360867914
1739209840.9259584;-38.13080360867914
1739209840.925968;-32.816014438256545
1739209840.9259775;-45.120503652039325
1739209840.925987;-45.120503652039325
1739209840.9259965;-38.13080360867914
1739209840.926006;-31.141103565318893
1739209840.9260159;-45.120503652039325
1739209840.9260254;-45.120503652039325
1739209840.926035;-45.120503652039325
1739209840.9260445;-31.141103565318915
1739209840.926054;-32.816014438256545
1739209840.9260635;-38.13080360867914
1739209840.9260733;-38.13080360867914
1739209840.9260828;-38.13080360867914
1739209840.9260924;-38.13080360867914
1739209840.926102;-45.120503652039325
1739209840.9261115;-38.13080360867914
1739209840.926121;-38.13080360867914
1739209840.9261305;-38.13080360867914
1739209840.9261403;-45.120503652039325
1739209840.9261498;-38.13080360867914
1739209840.9261594;-38.13080360867914
1739209840.926169;-45.120503652039325
1739209840.9261785;-45.120503652039325
1739209840.926188;-45.120503652039325
1739209840.9261978;-27.267205301931607
1739209840.9262073;-33.981070128970906
1739209840.9262168;-45.120503652039325
1739209840.9262264;-45.120503652039325
1739209840.926236;-38.13080360867914
1739209840.9262455;-38.13080360867914
1739209840.9262552;-45.120503652039325
1739209840.9262648;-38.13080360867914
1739209840.9262743;-45.120503652039325
1739209840.9262838;-38.13080360867914
1739209840.9262934;-45.120503652039325
1739209840.926303;-45.120503652039325
1739209840.9263127;-45.120503652039325
1739209840.9263222;-45.120503652039325
1739209840.9263318;-38.13080360867914
1739209840.9263413;-38.13080360867914
1739209840.9263508;-35.57807855764607
1739209840.9263604;-38.13080360867914
1739209840.92637;-45.120503652039325
1739209840.9263797;-45.120503652039325
1739209840.9263892;-45.120503652039325
1739209840.9263988;-38.13080360867914
1739209840.9264083;-38.13080360867914
1739209840.9264178;-45.120503652039325
1739209840.9264274;-33.981070128970906
1739209840.9264371;-31.141103565318915
1739209840.9264467;-38.13080360867914
1739209840.9264562;-38.13080360867914
1739209840.9264657;-38.13080360867914
1739209840.9264753;-38.13080360867914
1739209840.9264848;-38.13080360867914
1739209840.9264946;-38.13080360867914
1739209840.9265041;-33.981070128970906
1739209840.9265137;-33.981070128970906
1739209840.9265232;-38.13080360867914
1739209840.9265327;-38.13080360867914
1739209840.9265423;-38.13080360867914
1739209840.926552;-33.981070128970906
1739209840.9265616;-33.981070128970906
1739209840.9265711;-45.120503652039325
1739209840.9265807;-45.120503652039325
1739209840.9265902;-30.49652367304973
1739209840.9265997;-31.141103565318893
1739209840.9266093;-38.13080360867914
1739209840.926619;-45.120503652039325
1739209840.9266286;-32.816014438256545
1739209840.9266381;-38.13080360867914
1739209840.9266477;-38.13080360867914
1739209840.9266572;-35.57807855764607
1739209840.9266667;-31.141103565318915
1739209840.9266765;-45.120503652039325
1739209840.926686;-45.120503652039325
1739209840.9266956;-38.13080360867914
1739209840.9267051;-38.13080360867914
1739209840.9267147;-45.120503652039325
1739209840.9267242;-45.120503652039325
1739209840.926734;-45.120503652039325
1739209840.9267435;-38.13080360867914
1739209840.926753;-38.13080360867914
1739209840.9267626;-38.13080360867914
1739209840.926772;-35.57807855764607
1739209840.9267817;-45.120503652039325
1739209840.9267914;-45.120503652039325
1739209840.926801;-33.981070128970906
1739209840.9268105;-45.120503652039325
1739209840.92682;-38.13080360867914
1739209840.9268296;-38.13080360867914
1739209840.926839;-33.981070128970906
1739209840.926849;-38.13080360867914
1739209840.9268584;-33.981070128970906
1739209840.926868;-38.13080360867914
1739209840.9268775;-45.120503652039325
1739209840.926887;-32.816014438256545
1739209840.9268966;-33.981070128970906
1739209840.926906;-45.120503652039325
1739209840.926916;-45.120503652039325
1739209840.9269254;-38.13080360867914
1739209840.926935;-45.120503652039325
1739209840.9269445;-45.120503652039325
1739209840.926954;-33.981070128970906
1739209840.9269636;-45.120503652039325
1739209840.9269733;-38.13080360867914
1739209840.9269829;-38.13080360867914
1739209840.9269924;-38.13080360867914
1739209840.927002;-38.13080360867914
1739209840.9270115;-45.120503652039325
1739209840.927021;-38.13080360867914
1739209840.9270308;-38.13080360867914
1739209840.9270403;-45.120503652039325
1739209840.9270499;-33.981070128970906
1739209840.9270594;-38.13080360867914
1739209840.927069;-45.120503652039325
1739209840.9270785;-45.120503652039325
1739209840.9270883;-38.13080360867914
1739209840.9270978;-38.13080360867914
1739209840.9271073;-45.120503652039325
1739209840.9271169;-45.120503652039325
1739209840.9271264;-45.120503652039325
1739209840.927136;-45.120503652039325
1739209840.9271455;-45.120503652039325
1739209840.9271553;-45.120503652039325
1739209840.9271648;-33.981070128970906
1739209840.9271743;-45.120503652039325
1739209840.9271839;-45.120503652039325
1739209840.9271934;-45.120503652039325
1739209840.927203;-38.13080360867914
1739209840.9272127;-35.57807855764607
1739209840.9272223;-45.120503652039325
1739209840.9272318;-45.120503652039325
1739209840.9272413;-45.120503652039325
1739209840.9272509;-33.981070128970906
1739209840.9272604;-38.13080360867914
1739209840.9272702;-45.120503652039325
1739209840.9272797;-38.13080360867914
1739209840.9272892;-45.120503652039325
1739209840.9272988;-45.120503652039325
1739209840.9273083;-38.13080360867914
1739209840.9273179;-38.13080360867914
1739209840.9273276;-45.120503652039325
1739209840.9273372;-38.13080360867914
1739209840.9273467;-38.13080360867914
1739209840.9273562;-45.120503652039325
1739209840.9273658;-45.120503652039325
1739209840.9273753;-45.120503652039325
1739209840.9273849;-38.13080360867914
1739209840.9273946;-35.57807855764607
1739209840.9274042;-35.57807855764607
1739209840.9274137;-38.13080360867914
1739209840.9274232;-38.13080360867914
1739209840.9274328;-45.120503652039325
1739209840.9274423;-38.13080360867914
1739209840.927452;-38.13080360867914
1739209840.9274616;-38.13080360867914
1739209840.9274712;-45.120503652039325
1739209840.9274807;-45.120503652039325
1739209840.9274902;-45.120503652039325
1739209840.9274998;-45.120503652039325
1739209840.9275095;-45.120503652039325
1739209840.927519;-33.981070128970956
1739209840.9275286;-38.13080360867914
1739209840.9275382;-38.13080360867914
1739209840.9275477;-35.57807855764607
1739209840.9275572;-35.57807855764607
1739209840.927567;-38.13080360867914
1739209840.9275765;-38.13080360867914
1739209840.927586;-38.13080360867914
1739209840.9275956;-27.8777449560314
1739209840.9276052;-33.981070128970906
1739209840.9276147;-45.120503652039325
1739209840.9276242;-38.13080360867914
1739209840.927634;-32.816014438256545
1739209840.9276435;-45.120503652039325
1739209840.927653;-38.13080360867914
1739209840.9276626;-45.120503652039325
1739209840.9276721;-38.13080360867914
1739209840.9276817;-45.120503652039325
1739209840.9276915;-35.57807855764607
1739209840.927701;-33.981070128970906
1739209840.9277105;-45.120503652039325
1739209840.92772;-38.13080360867914
1739209840.9277296;-38.13080360867914
1739209840.9277391;-45.120503652039325
1739209840.927749;-33.981070128970906
1739209840.9277585;-38.13080360867914
1739209840.927768;-45.120503652039325
1739209840.9277775;-35.57807855764607
1739209840.927787;-32.816014438256545
1739209840.9277966;-45.120503652039325
1739209840.9278064;-38.13080360867914
1739209840.927816;-38.13080360867914
1739209840.9278255;-33.981070128970906
1739209840.927835;-38.13080360867914
1739209840.9278445;-45.120503652039325
1739209840.927854;-38.13080360867914
1739209840.9278636;-33.981070128970906
1739209840.9278734;-38.13080360867914
1739209840.927883;-38.13080360867914
1739209840.9278924;-38.13080360867914
1739209840.927902;-30.49652367304976
1739209840.9279115;-33.981070128970906
1739209840.927921;-45.120503652039325
1739209840.9279308;-45.120503652039325
1739209840.9279404;-45.120503652039325
1739209840.92795;-38.13080360867914
1739209840.9279594;-38.13080360867914
1739209840.927969;-45.120503652039325
1739209840.9279785;-33.981070128970906
1739209840.9279883;-35.57807855764607
1739209840.9279978;-38.13080360867914
1739209840.9280074;-45.120503652039325
1739209840.928017;-38.13080360867914
1739209840.9280264;-38.13080360867914
1739209840.928036;-33.981070128970906
1739209840.9280457;-45.120503652039325
1739209840.9280553;-45.120503652039325
1739209840.9280648;-45.120503652039325
1739209840.9280744;-38.13080360867914
1739209840.928084;-38.13080360867914
1739209840.9280934;-35.57807855764607
1739209840.928103;-38.13080360867914
1739209840.9281127;-38.13080360867914
1739209840.9281223;-38.13080360867914
1739209840.9281318;-38.13080360867914
1739209840.9281414;-45.120503652039325
1739209840.928151;-45.120503652039325
1739209840.9281604;-45.120503652039325
1739209840.9281702;-38.13080360867914
1739209840.9281797;-45.120503652039325
1739209840.9281893;-38.13080360867914
1739209840.9281988;-38.13080360867914
1739209840.9282084;-33.981070128970906
1739209840.928218;-32.816014438256545
1739209840.9282277;-38.13080360867914
