CAN Message; 0x150:0400ad4420070551
Timestamp;Amplitude
1739209744.3935103;-45.120503652039325
1739209744.3935177;-38.13080360867914
1739209744.3935254;-45.120503652039325
1739209744.3935328;-38.13080360867914
1739209744.3935404;-45.120503652039325
1739209744.3935478;-33.981070128970906
1739209744.3935554;-45.120503652039325
1739209744.3935628;-27.267205301931607
1739209744.3935704;-38.13080360867914
1739209744.3935778;-45.120503652039325
1739209744.3935854;-45.120503652039325
1739209744.3935928;-38.13080360867914
1739209744.3936005;-38.13080360867914
1739209744.3936079;-45.120503652039325
1739209744.3936155;-45.120503652039325
1739209744.3936229;-30.49652367304973
1739209744.3936305;-33.981070128970906
1739209744.393638;-45.120503652039325
1739209744.3936455;-38.13080360867914
1739209744.393653;-45.120503652039325
1739209744.3936605;-45.120503652039325
1739209744.393668;-45.120503652039325
1739209744.3936756;-38.13080360867914
1739209744.393683;-33.981070128970906
1739209744.3936906;-45.120503652039325
1739209744.393698;-38.13080360867914
1739209744.3937056;-38.13080360867914
1739209744.393713;-45.120503652039325
1739209744.3937206;-45.120503652039325
1739209744.393728;-45.120503652039325
1739209744.3937356;-38.13080360867914
1739209744.393743;-33.981070128970906
1739209744.3937507;-45.120503652039325
1739209744.393758;-38.13080360867914
1739209744.3937657;-35.57807855764607
1739209744.393773;-33.981070128970906
1739209744.3937807;-45.120503652039325
1739209744.393788;-45.120503652039325
1739209744.3937957;-38.13080360867914
1739209744.3938031;-38.13080360867914
1739209744.3938107;-45.120503652039325
1739209744.3938181;-38.13080360867914
1739209744.3938258;-38.13080360867914
1739209744.3938332;-35.57807855764607
1739209744.3938408;-45.120503652039325
1739209744.3938482;-45.120503652039325
1739209744.3938558;-31.141103565318915
1739209744.3938634;-45.120503652039325
1739209744.3938708;-35.57807855764607
1739209744.3938785;-38.13080360867914
1739209744.3938859;-33.981070128970906
1739209744.3938935;-45.120503652039325
1739209744.3939009;-32.816014438256545
1739209744.3939085;-38.13080360867914
1739209744.393916;-45.120503652039325
1739209744.3939235;-45.120503652039325
1739209744.393931;-35.57807855764607
1739209744.3939385;-38.13080360867914
1739209744.393946;-45.120503652039325
1739209744.3939536;-45.120503652039325
1739209744.393961;-38.13080360867914
1739209744.3939686;-38.13080360867914
1739209744.393976;-45.120503652039325
1739209744.3939836;-38.13080360867914
1739209744.393991;-38.13080360867914
1739209744.3939986;-38.13080360867914
1739209744.394006;-38.13080360867914
1739209744.3940136;-38.13080360867914
1739209744.394021;-38.13080360867914
1739209744.3940287;-33.981070128970906
1739209744.394036;-45.120503652039325
1739209744.3940437;-45.120503652039325
1739209744.394051;-31.141103565318893
1739209744.3940587;-35.57807855764607
1739209744.394066;-45.120503652039325
1739209744.3940737;-45.120503652039325
1739209744.394081;-38.13080360867914
1739209744.3940887;-38.13080360867914
1739209744.3940961;-45.120503652039325
1739209744.3941038;-38.13080360867914
1739209744.3941112;-45.120503652039325
1739209744.3941188;-45.120503652039325
1739209744.3941262;-45.120503652039325
1739209744.3941338;-45.120503652039325
1739209744.3941412;-38.13080360867914
1739209744.3941488;-45.120503652039325
1739209744.3941562;-38.13080360867914
1739209744.3941638;-38.13080360867914
1739209744.3941712;-35.57807855764607
1739209744.3941789;-38.13080360867914
1739209744.3941863;-32.816014438256545
1739209744.394194;-35.57807855764607
1739209744.3942013;-32.816014438256545
1739209744.394209;-35.57807855764607
1739209744.3942165;-38.13080360867914
1739209744.394224;-35.57807855764607
1739209744.3942316;-38.13080360867914
1739209744.394239;-38.13080360867914
1739209744.3942466;-45.120503652039325
1739209744.394254;-38.13080360867914
1739209744.3942616;-45.120503652039325
1739209744.394269;-45.120503652039325
1739209744.3942766;-45.120503652039325
1739209744.394284;-45.120503652039325
1739209744.3942916;-45.120503652039325
1739209744.394299;-45.120503652039325
1739209744.3943067;-45.120503652039325
1739209744.394314;-38.13080360867914
1739209744.3943217;-45.120503652039325
1739209744.394329;-38.13080360867914
1739209744.3943367;-38.13080360867914
1739209744.394344;-45.120503652039325
1739209744.3943517;-32.816014438256545
1739209744.394359;-32.816014438256545
1739209744.3943667;-45.120503652039325
1739209744.3943741;-45.120503652039325
1739209744.3943818;-45.120503652039325
1739209744.3943892;-38.13080360867914
1739209744.3943968;-38.13080360867914
1739209744.3944042;-32.816014438256545
1739209744.3944118;-45.120503652039325
1739209744.3944192;-45.120503652039325
1739209744.3944268;-38.13080360867914
1739209744.3944342;-45.120503652039325
1739209744.3944418;-45.120503652039325
1739209744.3944492;-45.120503652039325
1739209744.3944569;-45.120503652039325
1739209744.3944643;-45.120503652039325
1739209744.394472;-31.141103565318893
1739209744.3944793;-30.49652367304973
1739209744.394487;-45.120503652039325
1739209744.3944943;-38.13080360867914
