CAN Message; 0x24:0bff3bc441427b92
Timestamp;Amplitude
1739209895.4626656;-38.13080360867914
1739209895.462675;-45.120503652039325
1739209895.4626849;-45.120503652039325
1739209895.4626944;-45.120503652039325
1739209895.462704;-45.120503652039325
1739209895.4627135;-45.120503652039325
1739209895.4627233;-45.120503652039325
1739209895.4627328;-45.120503652039325
1739209895.4627423;-26.991370085610736
1739209895.4627519;-32.816014438256545
1739209895.4627614;-45.120503652039325
1739209895.4627712;-38.13080360867914
1739209895.4627807;-32.816014438256545
1739209895.4627903;-38.13080360867914
1739209895.4627998;-38.13080360867914
1739209895.4628096;-38.13080360867914
1739209895.462819;-38.13080360867914
1739209895.4628286;-45.120503652039325
1739209895.4628382;-38.13080360867914
1739209895.4628477;-38.13080360867914
1739209895.4628575;-38.13080360867914
1739209895.462867;-31.141103565318915
1739209895.4628766;-45.120503652039325
1739209895.462886;-45.120503652039325
1739209895.4628959;-28.21854285175415
1739209895.4629054;-30.49652367304973
1739209895.462915;-45.120503652039325
1739209895.4629245;-45.120503652039325
1739209895.462934;-38.13080360867914
1739209895.4629438;-45.120503652039325
1739209895.4629533;-38.13080360867914
1739209895.4629629;-33.981070128970906
1739209895.4629724;-45.120503652039325
1739209895.4629822;-45.120503652039325
1739209895.4629917;-45.120503652039325
1739209895.4630013;-38.13080360867914
1739209895.4630108;-38.13080360867914
1739209895.4630203;-38.13080360867914
1739209895.46303;-45.120503652039325
1739209895.4630396;-38.13080360867914
1739209895.4630492;-32.816014438256545
1739209895.4630587;-38.13080360867914
1739209895.4630685;-45.120503652039325
1739209895.463078;-38.13080360867914
1739209895.4630876;-38.13080360867914
1739209895.463097;-45.120503652039325
1739209895.4631069;-45.120503652039325
1739209895.4631164;-45.120503652039325
1739209895.463126;-38.13080360867914
1739209895.4631355;-38.13080360867914
1739209895.463145;-45.120503652039325
1739209895.4631548;-38.13080360867914
1739209895.4631643;-35.57807855764607
1739209895.4631739;-38.13080360867914
1739209895.4631834;-45.120503652039325
1739209895.4631932;-38.13080360867914
1739209895.4632027;-38.13080360867914
1739209895.4632123;-45.120503652039325
1739209895.4632218;-45.120503652039325
1739209895.4632313;-38.13080360867914
1739209895.463241;-38.13080360867914
1739209895.4632506;-45.120503652039325
1739209895.4632602;-33.981070128970906
1739209895.4632697;-38.13080360867914
1739209895.4632795;-35.57807855764607
1739209895.463289;-32.816014438256545
1739209895.4632986;-38.13080360867914
1739209895.463308;-38.13080360867914
1739209895.4633176;-38.13080360867914
1739209895.4633274;-32.816014438256545
1739209895.463337;-38.13080360867914
1739209895.4633465;-38.13080360867914
1739209895.463356;-38.13080360867914
1739209895.4633658;-45.120503652039325
1739209895.4633753;-38.13080360867914
1739209895.4633849;-38.13080360867914
1739209895.4633944;-38.13080360867914
1739209895.463404;-33.981070128970906
1739209895.4634137;-45.120503652039325
1739209895.4634233;-45.120503652039325
1739209895.4634328;-38.13080360867914
1739209895.4634423;-32.816014438256545
1739209895.463452;-38.13080360867914
1739209895.4634616;-45.120503652039325
1739209895.4634712;-38.13080360867914
1739209895.4634807;-35.57807855764607
1739209895.4634902;-38.13080360867914
1739209895.4635;-35.57807855764607
1739209895.4635096;-33.981070128970906
1739209895.463519;-45.120503652039325
1739209895.4635286;-45.120503652039325
1739209895.4635384;-45.120503652039325
1739209895.463548;-33.981070128970906
1739209895.4635575;-45.120503652039325
1739209895.463567;-45.120503652039325
1739209895.4635766;-45.120503652039325
1739209895.4635863;-35.57807855764607
1739209895.4635959;-33.981070128970906
1739209895.4636054;-38.13080360867914
1739209895.463615;-33.981070128970906
1739209895.4636247;-35.57807855764607
1739209895.4636343;-35.57807855764607
1739209895.4636438;-45.120503652039325
1739209895.4636533;-38.13080360867914
1739209895.4636629;-33.981070128970906
1739209895.4636726;-45.120503652039325
1739209895.4636822;-45.120503652039325
1739209895.4636917;-38.13080360867914
1739209895.4637012;-38.13080360867914
1739209895.463711;-38.13080360867914
1739209895.4637206;-38.13080360867914
1739209895.46373;-38.13080360867914
1739209895.4637396;-38.13080360867914
1739209895.4637492;-45.120503652039325
1739209895.463759;-38.13080360867914
1739209895.4637685;-45.120503652039325
1739209895.463778;-45.120503652039325
1739209895.4637876;-45.120503652039325
1739209895.4637973;-38.13080360867914
1739209895.4638069;-45.120503652039325
1739209895.4638164;-38.13080360867914
1739209895.463826;-45.120503652039325
1739209895.4638357;-38.13080360867914
1739209895.4638453;-38.13080360867914
1739209895.4638548;-45.120503652039325
1739209895.4638643;-38.13080360867914
1739209895.4638739;-38.13080360867914
1739209895.4638836;-45.120503652039325
1739209895.4638932;-45.120503652039325
1739209895.4639027;-45.120503652039325
1739209895.4639122;-45.120503652039325
1739209895.463922;-38.13080360867914
1739209895.4639316;-38.13080360867914
1739209895.463941;-45.120503652039325
1739209895.4639506;-38.13080360867914
1739209895.4639602;-38.13080360867914
1739209895.46397;-45.120503652039325
1739209895.4639795;-35.57807855764607
1739209895.463989;-33.981070128970906
1739209895.4639986;-45.120503652039325
1739209895.4640083;-45.120503652039325
1739209895.4640179;-38.13080360867914
1739209895.4640274;-35.57807855764607
1739209895.464037;-45.120503652039325
1739209895.4640465;-45.120503652039325
1739209895.4640563;-45.120503652039325
1739209895.4640658;-38.13080360867914
1739209895.4640753;-38.13080360867914
1739209895.4640849;-45.120503652039325
1739209895.4640946;-38.13080360867914
1739209895.4641042;-45.120503652039325
1739209895.4641137;-45.120503652039325
1739209895.4641232;-45.120503652039325
1739209895.4641328;-45.120503652039325
1739209895.4641426;-32.816014438256545
1739209895.464152;-45.120503652039325
1739209895.4641616;-45.120503652039325
1739209895.4641712;-38.13080360867914
1739209895.464181;-32.816014438256545
1739209895.4641905;-38.13080360867914
1739209895.4642;-45.120503652039325
1739209895.4642096;-45.120503652039325
1739209895.464219;-45.120503652039325
1739209895.4642289;-45.120503652039325
1739209895.4642384;-38.13080360867914
1739209895.464248;-45.120503652039325
1739209895.4642575;-45.120503652039325
1739209895.4642673;-38.13080360867914
1739209895.4642768;-45.120503652039325
1739209895.4642863;-45.120503652039325
1739209895.4642959;-45.120503652039325
1739209895.4643054;-38.13080360867914
1739209895.4643152;-45.120503652039325
1739209895.4643247;-33.981070128970906
1739209895.4643342;-33.981070128970906
1739209895.4643438;-45.120503652039325
1739209895.4643536;-45.120503652039325
1739209895.464363;-45.120503652039325
1739209895.4643726;-29.438486411369333
1739209895.4643822;-35.57807855764607
1739209895.4643917;-45.120503652039325
1739209895.4644015;-45.120503652039325
1739209895.464411;-38.13080360867914
1739209895.4644206;-38.13080360867914
1739209895.46443;-45.120503652039325
1739209895.4644399;-38.13080360867914
1739209895.4644494;-45.120503652039325
1739209895.464459;-45.120503652039325
1739209895.4644685;-45.120503652039325
1739209895.464478;-45.120503652039325
1739209895.4644878;-38.13080360867914
1739209895.4644973;-45.120503652039325
1739209895.4645069;-45.120503652039325
1739209895.4645164;-45.120503652039325
1739209895.4645262;-26.991370085610736
1739209895.4645357;-32.816014438256545
1739209895.4645452;-45.120503652039325
1739209895.4645548;-38.13080360867914
1739209895.4645646;-32.816014438256545
1739209895.464574;-38.13080360867914
1739209895.4645836;-38.13080360867914
1739209895.4645932;-33.981070128970906
1739209895.4646027;-45.120503652039325
1739209895.4646125;-45.120503652039325
1739209895.464622;-45.120503652039325
1739209895.4646316;-45.120503652039325
1739209895.464641;-45.120503652039325
1739209895.4646509;-45.120503652039325
1739209895.4646604;-33.981070128970906
1739209895.46467;-38.13080360867914
1739209895.4646795;-32.816014438256545
1739209895.464689;-33.981070128970906
1739209895.4646988;-45.120503652039325
1739209895.4647083;-38.13080360867914
1739209895.4647179;-32.816014438256545
1739209895.4647274;-35.57807855764607
1739209895.4647372;-38.13080360867914
1739209895.4647467;-35.57807855764607
1739209895.4647563;-45.120503652039325
1739209895.4647658;-45.120503652039325
1739209895.4647753;-38.13080360867914
1739209895.464785;-45.120503652039325
1739209895.4647946;-45.120503652039325
1739209895.4648042;-45.120503652039325
1739209895.4648137;-45.120503652039325
1739209895.4648235;-38.13080360867914
1739209895.464833;-45.120503652039325
1739209895.4648426;-45.120503652039325
1739209895.464852;-45.120503652039325
1739209895.4648616;-45.120503652039325
1739209895.4648714;-45.120503652039325
1739209895.464881;-45.120503652039325
1739209895.4648905;-38.13080360867914
1739209895.4649;-38.13080360867914
1739209895.4649098;-32.816014438256545
1739209895.4649193;-30.49652367304973
1739209895.4649289;-38.13080360867914
1739209895.4649384;-35.57807855764607
1739209895.464948;-35.57807855764607
1739209895.4649577;-35.57807855764607
1739209895.4649673;-38.13080360867914
1739209895.4649768;-35.57807855764607
1739209895.4649863;-45.120503652039325
1739209895.464996;-38.13080360867914
1739209895.4650056;-45.120503652039325
1739209895.4650152;-45.120503652039325
1739209895.4650247;-45.120503652039325
1739209895.4650342;-45.120503652039325
1739209895.465044;-38.13080360867914
1739209895.4650536;-45.120503652039325
1739209895.465063;-38.13080360867914
1739209895.4650726;-28.992665084841942
1739209895.4650824;-45.120503652039325
1739209895.465092;-45.120503652039325
1739209895.4651015;-33.981070128970906
1739209895.465111;-35.57807855764607
1739209895.4651206;-38.13080360867914
1739209895.4651303;-45.120503652039325
1739209895.4651399;-45.120503652039325
1739209895.4651494;-45.120503652039325
1739209895.465159;-38.13080360867914
1739209895.4651687;-35.57807855764607
1739209895.4651783;-38.13080360867914
1739209895.4651878;-38.13080360867914
1739209895.4651973;-35.57807855764607
1739209895.4652069;-38.13080360867914
1739209895.4652166;-38.13080360867914
1739209895.4652262;-38.13080360867914
1739209895.4652357;-45.120503652039325
1739209895.4652452;-38.13080360867914
1739209895.465255;-38.13080360867914
1739209895.4652646;-45.120503652039325
1739209895.465274;-45.120503652039325
1739209895.4652836;-45.120503652039325
1739209895.4652932;-38.13080360867914
1739209895.465303;-33.981070128970906
1739209895.4653125;-45.120503652039325
1739209895.465322;-45.120503652039325
1739209895.4653316;-45.120503652039325
1739209895.4653413;-38.13080360867914
1739209895.4653509;-38.13080360867914
1739209895.4653604;-45.120503652039325
1739209895.46537;-45.120503652039325
1739209895.4653797;-38.13080360867914
1739209895.4653893;-45.120503652039325
1739209895.4653988;-45.120503652039325
1739209895.4654083;-45.120503652039325
1739209895.4654179;-38.13080360867914
1739209895.4654276;-38.13080360867914
1739209895.4654372;-38.13080360867914
1739209895.4654467;-35.57807855764607
1739209895.4654562;-45.120503652039325
1739209895.465466;-45.120503652039325
1739209895.4654756;-45.120503652039325
1739209895.465485;-45.120503652039325
1739209895.4654946;-38.13080360867914
1739209895.4655042;-45.120503652039325
1739209895.465514;-45.120503652039325
1739209895.4655235;-38.13080360867914
1739209895.465533;-35.57807855764607
1739209895.4655426;-32.816014438256545
1739209895.4655523;-38.13080360867914
1739209895.4655619;-45.120503652039325
1739209895.4655714;-33.981070128970906
1739209895.465581;-33.981070128970906
1739209895.4655905;-45.120503652039325
1739209895.4656003;-45.120503652039325
1739209895.4656098;-45.120503652039325
1739209895.4656193;-45.120503652039325
1739209895.4656289;-45.120503652039325
1739209895.4656386;-45.120503652039325
1739209895.4656482;-38.13080360867914
1739209895.4656577;-45.120503652039325
1739209895.4656672;-33.981070128970906
1739209895.4656768;-38.13080360867914
1739209895.4656866;-35.57807855764607
1739209895.465696;-30.49652367304973
1739209895.4657056;-33.981070128970906
1739209895.4657152;-45.120503652039325
1739209895.465725;-38.13080360867914
