CAN Message; 0x1b8:03006ff692066267
1739209608.032035;-45.120503652039325
1739209608.0320423;-38.13080360867914
1739209608.0320492;-38.13080360867914
1739209608.032056;-45.120503652039325
1739209608.0320632;-45.120503652039325
1739209608.0320702;-31.141103565318915
1739209608.032077;-38.13080360867914
1739209608.0320842;-45.120503652039325
1739209608.0320911;-45.120503652039325
1739209608.032098;-45.120503652039325
1739209608.0321052;-45.120503652039325
1739209608.0321121;-45.120503652039325
1739209608.032119;-38.13080360867914
1739209608.032126;-45.120503652039325
1739209608.032133;-45.120503652039325
1739209608.03214;-38.13080360867914
1739209608.032147;-45.120503652039325
1739209608.032154;-38.13080360867914
1739209608.032161;-38.13080360867914
1739209608.032168;-38.13080360867914
1739209608.032175;-35.57807855764607
1739209608.032182;-38.13080360867914
1739209608.032189;-45.120503652039325
1739209608.032196;-38.13080360867914
1739209608.032203;-35.57807855764607
1739209608.0322099;-38.13080360867914
1739209608.032217;-45.120503652039325
1739209608.032224;-38.13080360867914
1739209608.0322309;-38.13080360867914
1739209608.032238;-35.57807855764607
1739209608.032245;-38.13080360867914
1739209608.0322518;-45.120503652039325
1739209608.0322587;-32.816014438256545
1739209608.032266;-38.13080360867914
1739209608.0322728;-45.120503652039325
1739209608.0322797;-45.120503652039325
1739209608.032287;-45.120503652039325
1739209608.0322938;-38.13080360867914
1739209608.0323007;-45.120503652039325
1739209608.0323079;-38.13080360867914
1739209608.0323148;-38.13080360867914
1739209608.0323217;-38.13080360867914
1739209608.0323288;-38.13080360867914
1739209608.0323358;-38.13080360867914
1739209608.0323427;-45.120503652039325
1739209608.0323498;-38.13080360867914
1739209608.0323567;-31.141103565318915
1739209608.0323637;-38.13080360867914
1739209608.0323708;-35.57807855764607
1739209608.0323777;-38.13080360867914
1739209608.0323846;-38.13080360867914
1739209608.0323915;-45.120503652039325
1739209608.0323987;-33.981070128970906
1739209608.0324056;-33.981070128970906
1739209608.0324125;-33.981070128970956
1739209608.0324197;-45.120503652039325
1739209608.0324266;-38.13080360867914
1739209608.0324335;-38.13080360867914
1739209608.0324407;-35.57807855764607
1739209608.0324476;-35.57807855764607
1739209608.0324545;-45.120503652039325
1739209608.0324616;-33.981070128970906
1739209608.0324686;-31.141103565318915
1739209608.0324755;-45.120503652039325
1739209608.0324826;-45.120503652039325
1739209608.0324895;-38.13080360867914
1739209608.0324965;-38.13080360867914
1739209608.0325036;-38.13080360867914
1739209608.0325105;-35.57807855764607
1739209608.0325174;-33.981070128970906
1739209608.0325243;-45.120503652039325
1739209608.0325315;-45.120503652039325
1739209608.0325384;-38.13080360867914
1739209608.0325453;-38.13080360867914
1739209608.0325525;-45.120503652039325
1739209608.0325594;-45.120503652039325
1739209608.0325663;-45.120503652039325
1739209608.0325735;-45.120503652039325
1739209608.0325804;-45.120503652039325
1739209608.0325873;-38.13080360867914
1739209608.0325944;-38.13080360867914
1739209608.0326014;-38.13080360867914
1739209608.0326083;-45.120503652039325
1739209608.0326154;-45.120503652039325
1739209608.0326223;-45.120503652039325
1739209608.0326293;-38.13080360867914
1739209608.0326364;-35.57807855764607
1739209608.0326433;-45.120503652039325
1739209608.0326502;-45.120503652039325
1739209608.0326571;-45.120503652039325
1739209608.0326643;-38.13080360867914
1739209608.0326712;-38.13080360867914
1739209608.0326781;-35.57807855764607
1739209608.0326853;-33.981070128970906
1739209608.0326922;-45.120503652039325
1739209608.032699;-35.57807855764607
1739209608.0327063;-32.816014438256545
1739209608.0327132;-38.13080360867914
1739209608.03272;-45.120503652039325
1739209608.0327272;-35.57807855764607
1739209608.0327342;-45.120503652039325
1739209608.032741;-38.13080360867914
1739209608.0327482;-32.816014438256545
1739209608.0327551;-45.120503652039325
1739209608.032762;-38.13080360867914
1739209608.0327692;-38.13080360867914
1739209608.032776;-45.120503652039325
1739209608.032783;-38.13080360867914
1739209608.03279;-35.57807855764607
1739209608.032797;-38.13080360867914
1739209608.032804;-45.120503652039325
1739209608.032811;-38.13080360867914
1739209608.032818;-35.57807855764607
1739209608.032825;-45.120503652039325
1739209608.032832;-45.120503652039325
1739209608.032839;-32.816014438256545
1739209608.032846;-38.13080360867914
1739209608.032853;-45.120503652039325
1739209608.03286;-33.981070128970906
1739209608.032867;-45.120503652039325
1739209608.0328739;-38.13080360867914
1739209608.032881;-38.13080360867914
1739209608.032888;-45.120503652039325
1739209608.0328948;-38.13080360867914
1739209608.0329018;-45.120503652039325
1739209608.032909;-45.120503652039325
1739209608.0329158;-45.120503652039325
1739209608.0329227;-45.120503652039325
1739209608.03293;-33.981070128970906
1739209608.0329368;-45.120503652039325
1739209608.0329437;-38.13080360867914
1739209608.0329509;-38.13080360867914
1739209608.0329578;-45.120503652039325
1739209608.0329647;-45.120503652039325
1739209608.0329719;-45.120503652039325
1739209608.0329788;-38.13080360867914
1739209608.0329857;-45.120503652039325
1739209608.0329928;-38.13080360867914
1739209608.0329998;-45.120503652039325
1739209608.0330067;-45.120503652039325
1739209608.0330138;-35.57807855764607
1739209608.0330207;-38.13080360867914
1739209608.0330276;-38.13080360867914
1739209608.0330346;-38.13080360867914
1739209608.0330417;-45.120503652039325
1739209608.0330486;-45.120503652039325
1739209608.0330555;-45.120503652039325
1739209608.0330627;-38.13080360867914
1739209608.0330696;-45.120503652039325
1739209608.0330765;-45.120503652039325
1739209608.0330837;-38.13080360867914
1739209608.0330906;-31.141103565318915
1739209608.0330975;-38.13080360867914
1739209608.0331047;-38.13080360867914
1739209608.0331116;-45.120503652039325
1739209608.0331185;-38.13080360867914
1739209608.0331256;-35.57807855764607
1739209608.0331326;-38.13080360867914
1739209608.0331395;-45.120503652039325
1739209608.0331466;-33.981070128970906
1739209608.0331535;-35.57807855764607
1739209608.0331604;-38.13080360867914
1739209608.0331674;-45.120503652039325
1739209608.0331745;-33.981070128970906
1739209608.0331814;-45.120503652039325
1739209608.0331883;-38.13080360867914
1739209608.0331955;-45.120503652039325
1739209608.0332024;-35.57807855764607
1739209608.0332093;-35.57807855764607
1739209608.0332165;-35.57807855764607
1739209608.0332234;-38.13080360867914
1739209608.0332303;-32.816014438256545
1739209608.0332375;-38.13080360867914
1739209608.0332444;-45.120503652039325
1739209608.0332513;-45.120503652039325
1739209608.0332584;-38.13080360867914
1739209608.0332654;-45.120503652039325
1739209608.0332723;-38.13080360867914
1739209608.0332794;-45.120503652039325
1739209608.0332863;-45.120503652039325
1739209608.0332932;-38.13080360867914
1739209608.0333002;-38.13080360867914
1739209608.0333073;-45.120503652039325
1739209608.0333142;-31.141103565318915
1739209608.0333211;-38.13080360867914
1739209608.0333283;-45.120503652039325
1739209608.0333352;-35.57807855764607
1739209608.0333421;-38.13080360867914
1739209608.0333493;-45.120503652039325
1739209608.0333562;-45.120503652039325
1739209608.033363;-33.981070128970906
1739209608.0333703;-31.141103565318915
1739209608.0333772;-45.120503652039325
1739209608.033384;-38.13080360867914
1739209608.0333912;-35.57807855764607
1739209608.0333982;-33.981070128970906
1739209608.033405;-45.120503652039325
1739209608.0334122;-38.13080360867914
1739209608.0334191;-35.57807855764607
1739209608.033426;-31.141103565318915
1739209608.033433;-38.13080360867914
1739209608.03344;-45.120503652039325
1739209608.033447;-38.13080360867914
1739209608.033454;-38.13080360867914
1739209608.033461;-45.120503652039325
1739209608.033468;-38.13080360867914
1739209608.033475;-38.13080360867914
1739209608.033482;-38.13080360867914
1739209608.033489;-38.13080360867914
1739209608.033496;-45.120503652039325
1739209608.033503;-38.13080360867914
1739209608.03351;-38.13080360867914
1739209608.033517;-45.120503652039325
1739209608.033524;-45.120503652039325
1739209608.033531;-38.13080360867914
1739209608.0335379;-38.13080360867914
1739209608.033545;-45.120503652039325
1739209608.033552;-45.120503652039325
1739209608.0335588;-45.120503652039325
1739209608.0335658;-45.120503652039325
1739209608.033573;-38.13080360867914
1739209608.0335798;-38.13080360867914
1739209608.0335867;-45.120503652039325
1739209608.033594;-38.13080360867914
1739209608.0336008;-38.13080360867914
1739209608.0336077;-45.120503652039325
1739209608.0336149;-45.120503652039325
1739209608.0336218;-38.13080360867914
1739209608.0336287;-45.120503652039325
1739209608.0336359;-38.13080360867914
1739209608.0336428;-35.57807855764607
1739209608.0336497;-38.13080360867914
1739209608.0336568;-33.981070128970906
1739209608.0336637;-38.13080360867914
1739209608.0336707;-45.120503652039325
1739209608.0336778;-45.120503652039325
1739209608.0336847;-45.120503652039325
1739209608.0336916;-45.120503652039325
1739209608.0336986;-45.120503652039325
1739209608.0337057;-33.981070128970906
1739209608.0337126;-31.141103565318915
1739209608.0337195;-38.13080360867914
1739209608.0337267;-38.13080360867914
1739209608.0337336;-45.120503652039325
1739209608.0337405;-45.120503652039325
1739209608.0337477;-45.120503652039325
1739209608.0337546;-38.13080360867914
1739209608.0337615;-45.120503652039325
1739209608.0337687;-38.13080360867914
1739209608.0337756;-38.13080360867914
1739209608.0337825;-35.57807855764607
1739209608.0337896;-38.13080360867914
1739209608.0337965;-38.13080360867914
1739209608.0338035;-38.13080360867914
1739209608.0338106;-35.57807855764607
1739209608.0338175;-35.57807855764607
1739209608.0338244;-30.49652367304973
1739209608.0338314;-38.13080360867914
1739209608.0338385;-35.57807855764607
1739209608.0338454;-35.57807855764607
1739209608.0338523;-45.120503652039325
1739209608.0338595;-45.120503652039325
1739209608.0338664;-35.57807855764607
1739209608.0338733;-38.13080360867914
1739209608.0338805;-45.120503652039325
1739209608.0338874;-45.120503652039325
1739209608.0338943;-45.120503652039325
1739209608.0339015;-38.13080360867914
1739209608.0339084;-38.13080360867914
1739209608.0339153;-45.120503652039325
1739209608.0339224;-38.13080360867914
1739209608.0339293;-45.120503652039325
1739209608.0339363;-38.13080360867914
1739209608.0339432;-35.57807855764607
1739209608.0339503;-38.13080360867914
1739209608.0339572;-45.120503652039325
1739209608.0339642;-38.13080360867914
1739209608.0339713;-35.57807855764607
1739209608.0339782;-45.120503652039325
1739209608.0339851;-45.120503652039325
1739209608.0339923;-32.816014438256545
1739209608.0339992;-38.13080360867914
1739209608.034006;-45.120503652039325
1739209608.0340133;-38.13080360867914
1739209608.0340202;-38.13080360867914
1739209608.034027;-45.120503652039325
1739209608.0340343;-45.120503652039325
1739209608.0340412;-38.13080360867914
1739209608.034048;-45.120503652039325
1739209608.0340552;-38.13080360867914
1739209608.0340621;-38.13080360867914
1739209608.034069;-38.13080360867914
1739209608.034076;-38.13080360867914
1739209608.0340831;-33.981070128970906
1739209608.03409;-45.120503652039325
1739209608.034097;-38.13080360867914
1739209608.034104;-32.816014438256545
1739209608.034111;-45.120503652039325
1739209608.034118;-45.120503652039325
1739209608.034125;-38.13080360867914
1739209608.034132;-38.13080360867914
1739209608.034139;-45.120503652039325
1739209608.034146;-45.120503652039325
1739209608.034153;-38.13080360867914
1739209608.03416;-38.13080360867914
1739209608.034167;-38.13080360867914
1739209608.034174;-45.120503652039325
1739209608.0341809;-45.120503652039325
1739209608.034188;-35.57807855764607
1739209608.034195;-38.13080360867914
1739209608.0342019;-38.13080360867914
1739209608.0342088;-35.57807855764607
1739209608.034216;-35.57807855764607
1739209608.0342228;-33.981070128970906
1739209608.0342298;-45.120503652039325
1739209608.034237;-45.120503652039325
1739209608.0342438;-45.120503652039325
1739209608.0342507;-45.120503652039325
1739209608.034258;-45.120503652039325
1739209608.0342648;-45.120503652039325
1739209608.0342717;-45.120503652039325
1739209608.0342789;-45.120503652039325
1739209608.0342858;-45.120503652039325
1739209608.0342927;-45.120503652039325
1739209608.0342999;-35.57807855764607
1739209608.0343068;-45.120503652039325
1739209608.0343137;-45.120503652039325
1739209608.0343208;-45.120503652039325
1739209608.0343277;-33.981070128970906
1739209608.0343347;-28.992665084841942
1739209608.0343416;-45.120503652039325
1739209608.0343487;-38.13080360867914
1739209608.0343556;-35.57807855764607
1739209608.0343626;-38.13080360867914
1739209608.0343697;-45.120503652039325
1739209608.0343766;-45.120503652039325
1739209608.0343835;-45.120503652039325
1739209608.0343907;-45.120503652039325
1739209608.0343976;-45.120503652039325
1739209608.0344045;-45.120503652039325
1739209608.0344117;-45.120503652039325
1739209608.0344186;-45.120503652039325
1739209608.0344255;-45.120503652039325
1739209608.0344326;-38.13080360867914
1739209608.0344396;-38.13080360867914
1739209608.0344465;-45.120503652039325
1739209608.0344536;-45.120503652039325
1739209608.0344605;-45.120503652039325
1739209608.0344675;-32.816014438256545
1739209608.0344744;-30.49652367304973
1739209608.0344815;-45.120503652039325
1739209608.0344884;-38.13080360867914
1739209608.0344954;-38.13080360867914
1739209608.0345025;-31.141103565318915
1739209608.0345094;-38.13080360867914
1739209608.0345163;-45.120503652039325
1739209608.0345235;-45.120503652039325
1739209608.0345304;-38.13080360867914
1739209608.0345373;-35.57807855764607
1739209608.0345445;-45.120503652039325
1739209608.0345514;-45.120503652039325
1739209608.0345583;-33.981070128970906
1739209608.0345654;-45.120503652039325
1739209608.0345724;-45.120503652039325
1739209608.0345793;-35.57807855764607
1739209608.0345864;-45.120503652039325
1739209608.0345933;-35.57807855764607
1739209608.0346003;-35.57807855764607
1739209608.0346072;-45.120503652039325
1739209608.0346143;-28.992665084841942
1739209608.0346212;-38.13080360867914
1739209608.0346282;-35.57807855764607
1739209608.0346353;-38.13080360867914
1739209608.0346422;-33.981070128970906
1739209608.0346491;-45.120503652039325
1739209608.0346563;-45.120503652039325
1739209608.0346632;-45.120503652039325
1739209608.03467;-33.981070128970906
1739209608.0346773;-38.13080360867914
1739209608.0346842;-45.120503652039325
1739209608.034691;-45.120503652039325
1739209608.0346982;-45.120503652039325
1739209608.0347052;-45.120503652039325
1739209608.034712;-45.120503652039325
1739209608.0347192;-45.120503652039325
1739209608.0347261;-33.981070128970906
1739209608.034733;-38.13080360867914
1739209608.03474;-45.120503652039325
1739209608.0347471;-38.13080360867914
1739209608.034754;-33.981070128970906
1739209608.034761;-45.120503652039325
1739209608.034768;-45.120503652039325
1739209608.034775;-33.981070128970906
1739209608.034782;-30.49652367304973
1739209608.034789;-45.120503652039325
1739209608.034796;-38.13080360867914
1739209608.034803;-45.120503652039325
1739209608.03481;-45.120503652039325
1739209608.034817;-45.120503652039325
1739209608.034824;-45.120503652039325
1739209608.034831;-45.120503652039325
1739209608.034838;-31.141103565318915
1739209608.0348449;-33.981070128970906
1739209608.0348518;-45.120503652039325
1739209608.034859;-35.57807855764607
1739209608.0348659;-38.13080360867914
1739209608.0348728;-38.13080360867914
1739209608.03488;-35.57807855764607
1739209608.0348868;-38.13080360867914
1739209608.0348938;-33.981070128970906
1739209608.034901;-45.120503652039325
1739209608.0349078;-38.13080360867914
1739209608.0349147;-38.13080360867914
1739209608.034922;-38.13080360867914
1739209608.0349288;-45.120503652039325
1739209608.0349357;-45.120503652039325
1739209608.0349429;-38.13080360867914
1739209608.0349498;-38.13080360867914
1739209608.0349567;-38.13080360867914
1739209608.0349638;-38.13080360867914
1739209608.0349708;-38.13080360867914
1739209608.0349777;-45.120503652039325
1739209608.0349846;-35.57807855764607
1739209608.0349917;-45.120503652039325
1739209608.0349987;-45.120503652039325
1739209608.0350056;-31.141103565318915
1739209608.0350127;-32.816014438256545
1739209608.0350196;-45.120503652039325
1739209608.0350266;-38.13080360867914
1739209608.0350337;-32.816014438256545
1739209608.0350406;-45.120503652039325
1739209608.0350475;-45.120503652039325
1739209608.0350547;-32.816014438256545
1739209608.0350616;-45.120503652039325
1739209608.0350685;-45.120503652039325
1739209608.0350757;-45.120503652039325
1739209608.0350826;-45.120503652039325
1739209608.0350895;-38.13080360867914
1739209608.0350966;-33.981070128970906
1739209608.0351036;-38.13080360867914
1739209608.0351105;-38.13080360867914
1739209608.0351174;-35.57807855764607
1739209608.0351245;-38.13080360867914
1739209608.0351315;-45.120503652039325
1739209608.0351384;-45.120503652039325
1739209608.0351455;-45.120503652039325
1739209608.0351524;-45.120503652039325
1739209608.0351593;-45.120503652039325
1739209608.0351665;-33.981070128970906
1739209608.0351734;-45.120503652039325
1739209608.0351803;-45.120503652039325
1739209608.0351875;-38.13080360867914
1739209608.0351944;-38.13080360867914
1739209608.0352013;-38.13080360867914
1739209608.0352085;-35.57807855764607
1739209608.0352154;-38.13080360867914
1739209608.0352223;-45.120503652039325
1739209608.0352294;-38.13080360867914
1739209608.0352364;-32.816014438256545
1739209608.0352433;-35.57807855764607
1739209608.0352502;-38.13080360867914
1739209608.0352573;-45.120503652039325
1739209608.0352643;-38.13080360867914
1739209608.0352712;-38.13080360867914
1739209608.0352783;-45.120503652039325
1739209608.0352852;-45.120503652039325
1739209608.0352921;-45.120503652039325
1739209608.0352993;-45.120503652039325
1739209608.0353062;-45.120503652039325
1739209608.0353131;-45.120503652039325
1739209608.0353203;-32.816014438256545
1739209608.0353272;-45.120503652039325
1739209608.035334;-38.13080360867914
1739209608.0353413;-45.120503652039325
1739209608.0353482;-30.49652367304973
1739209608.035355;-32.816014438256545
1739209608.0353622;-45.120503652039325
1739209608.0353692;-45.120503652039325
1739209608.035376;-38.13080360867914
1739209608.035383;-33.981070128970906
1739209608.0353901;-45.120503652039325
1739209608.035397;-38.13080360867914
1739209608.035404;-38.13080360867914
1739209608.0354111;-45.120503652039325
1739209608.035418;-38.13080360867914
1739209608.035425;-38.13080360867914
1739209608.035432;-33.981070128970906
1739209608.035439;-45.120503652039325
1739209608.035446;-45.120503652039325
1739209608.035453;-45.120503652039325
1739209608.03546;-38.13080360867914
1739209608.035467;-33.981070128970906
1739209608.035474;-45.120503652039325
1739209608.035481;-45.120503652039325
1739209608.035488;-38.13080360867914
1739209608.035495;-38.13080360867914
1739209608.035502;-45.120503652039325
1739209608.0355089;-38.13080360867914
1739209608.0355158;-45.120503652039325
1739209608.035523;-45.120503652039325
1739209608.0355299;-45.120503652039325
1739209608.0355368;-38.13080360867914
1739209608.035544;-38.13080360867914
1739209608.0355508;-38.13080360867914
1739209608.0355577;-38.13080360867914
1739209608.035565;-45.120503652039325
1739209608.0355718;-45.120503652039325
1739209608.0355787;-38.13080360867914
1739209608.0355859;-45.120503652039325
1739209608.0355928;-38.13080360867914
1739209608.0355997;-35.57807855764607
1739209608.0356069;-45.120503652039325
1739209608.0356138;-45.120503652039325
1739209608.0356207;-45.120503652039325
1739209608.0356278;-33.981070128970906
1739209608.0356348;-31.141103565318915
1739209608.0356417;-38.13080360867914
1739209608.0356486;-35.57807855764607
1739209608.0356557;-45.120503652039325
1739209608.0356627;-45.120503652039325
1739209608.0356696;-45.120503652039325
1739209608.0356767;-45.120503652039325
1739209608.0356836;-45.120503652039325
1739209608.0356905;-38.13080360867914
1739209608.0356977;-45.120503652039325
1739209608.0357046;-45.120503652039325
1739209608.0357115;-38.13080360867914
1739209608.0357187;-38.13080360867914
