CAN Message; 0x1bb:0000b378cbcb2bd3
1739209841.2973921;-45.120503652039325
1739209841.2973971;-38.13080360867914
1739209841.2974024;-38.13080360867914
1739209841.2974076;-38.13080360867914
1739209841.2974129;-33.981070128970906
1739209841.297418;-45.120503652039325
1739209841.2974231;-33.981070128970906
1739209841.2974284;-38.13080360867914
1739209841.2974336;-38.13080360867914
1739209841.2974389;-33.981070128970906
1739209841.2974439;-45.120503652039325
1739209841.297449;-45.120503652039325
1739209841.2974544;-38.13080360867914
1739209841.2974596;-38.13080360867914
1739209841.2974646;-45.120503652039325
1739209841.2974699;-45.120503652039325
1739209841.297475;-45.120503652039325
1739209841.2974803;-45.120503652039325
1739209841.2974854;-45.120503652039325
1739209841.2974906;-38.13080360867914
1739209841.2974958;-38.13080360867914
1739209841.297501;-38.13080360867914
1739209841.297506;-38.13080360867914
1739209841.2975113;-45.120503652039325
1739209841.2975166;-38.13080360867914
1739209841.2975218;-38.13080360867914
1739209841.297527;-45.120503652039325
1739209841.297532;-45.120503652039325
1739209841.2975373;-45.120503652039325
1739209841.2975426;-33.981070128970906
1739209841.2975478;-33.981070128970906
1739209841.2975528;-45.120503652039325
1739209841.297558;-38.13080360867914
1739209841.2975633;-38.13080360867914
1739209841.2975686;-45.120503652039325
1739209841.2975736;-45.120503652039325
1739209841.2975788;-38.13080360867914
1739209841.297584;-33.981070128970906
1739209841.2975893;-32.816014438256545
1739209841.2975943;-45.120503652039325
1739209841.2975996;-33.981070128970906
1739209841.2976048;-45.120503652039325
1739209841.29761;-33.981070128970906
1739209841.297615;-45.120503652039325
1739209841.2976203;-38.13080360867914
1739209841.2976255;-38.13080360867914
1739209841.2976308;-45.120503652039325
1739209841.297636;-45.120503652039325
1739209841.297641;-45.120503652039325
1739209841.2976463;-35.57807855764607
1739209841.2976515;-38.13080360867914
1739209841.2976568;-45.120503652039325
1739209841.2976618;-32.816014438256545
1739209841.297667;-32.816014438256545
1739209841.2976723;-38.13080360867914
1739209841.2976775;-45.120503652039325
1739209841.2976825;-38.13080360867914
1739209841.2976878;-45.120503652039325
1739209841.297693;-45.120503652039325
1739209841.2976983;-38.13080360867914
1739209841.2977033;-45.120503652039325
1739209841.2977085;-38.13080360867914
1739209841.2977138;-38.13080360867914
1739209841.297719;-45.120503652039325
1739209841.297724;-45.120503652039325
1739209841.2977293;-38.13080360867914
1739209841.2977345;-38.13080360867914
1739209841.2977397;-45.120503652039325
1739209841.297745;-33.981070128970906
1739209841.29775;-33.981070128970906
1739209841.2977552;-45.120503652039325
1739209841.2977605;-45.120503652039325
1739209841.2977657;-33.981070128970906
1739209841.2977707;-38.13080360867914
1739209841.297776;-45.120503652039325
1739209841.2977812;-45.120503652039325
1739209841.2977865;-45.120503652039325
1739209841.2977915;-38.13080360867914
1739209841.2977967;-38.13080360867914
1739209841.297802;-35.57807855764607
1739209841.2978072;-45.120503652039325
1739209841.2978122;-38.13080360867914
1739209841.2978175;-38.13080360867914
1739209841.2978227;-38.13080360867914
1739209841.297828;-38.13080360867914
1739209841.297833;-45.120503652039325
1739209841.2978382;-45.120503652039325
1739209841.2978435;-45.120503652039325
1739209841.2978487;-45.120503652039325
1739209841.297854;-45.120503652039325
1739209841.297859;-38.13080360867914
1739209841.2978642;-45.120503652039325
1739209841.2978694;-45.120503652039325
1739209841.2978747;-45.120503652039325
1739209841.2978797;-45.120503652039325
1739209841.297885;-45.120503652039325
1739209841.2978902;-33.981070128970906
1739209841.2978954;-33.981070128970906
1739209841.2979004;-45.120503652039325
1739209841.2979057;-45.120503652039325
1739209841.297911;-45.120503652039325
1739209841.2979162;-31.141103565318915
1739209841.2979212;-38.13080360867914
1739209841.2979264;-45.120503652039325
1739209841.2979317;-38.13080360867914
1739209841.297937;-38.13080360867914
1739209841.297942;-33.981070128970906
1739209841.2979472;-45.120503652039325
1739209841.2979524;-45.120503652039325
1739209841.2979577;-45.120503652039325
1739209841.297963;-45.120503652039325
1739209841.297968;-45.120503652039325
1739209841.2979732;-45.120503652039325
1739209841.2979784;-45.120503652039325
1739209841.2979836;-45.120503652039325
1739209841.2979887;-45.120503652039325
1739209841.297994;-38.13080360867914
1739209841.2979991;-38.13080360867914
1739209841.2980044;-45.120503652039325
1739209841.2980094;-45.120503652039325
1739209841.2980146;-45.120503652039325
1739209841.29802;-35.57807855764607
1739209841.2980251;-38.13080360867914
1739209841.2980301;-35.57807855764607
1739209841.2980354;-38.13080360867914
1739209841.2980406;-33.981070128970906
1739209841.2980459;-32.816014438256545
1739209841.2980509;-38.13080360867914
1739209841.2980561;-38.13080360867914
1739209841.2980614;-45.120503652039325
1739209841.2980666;-38.13080360867914
1739209841.2980719;-38.13080360867914
1739209841.2980769;-38.13080360867914
1739209841.298082;-33.981070128970956
1739209841.2980874;-35.57807855764607
1739209841.2980926;-32.816014438256545
1739209841.2980976;-38.13080360867914
1739209841.2981029;-45.120503652039325
1739209841.298108;-38.13080360867914
1739209841.2981133;-38.13080360867914
1739209841.2981184;-45.120503652039325
1739209841.2981236;-30.49652367304973
1739209841.2981288;-31.141103565318915
1739209841.298134;-45.120503652039325
1739209841.298139;-45.120503652039325
1739209841.2981443;-35.57807855764607
1739209841.2981496;-38.13080360867914
1739209841.2981548;-45.120503652039325
1739209841.2981598;-38.13080360867914
1739209841.298165;-38.13080360867914
1739209841.2981703;-38.13080360867914
1739209841.2981756;-45.120503652039325
1739209841.2981808;-38.13080360867914
1739209841.2981858;-35.57807855764607
1739209841.298191;-33.981070128970906
1739209841.2981963;-45.120503652039325
1739209841.2982016;-38.13080360867914
1739209841.2982066;-38.13080360867914
1739209841.2982118;-35.57807855764607
1739209841.298217;-45.120503652039325
1739209841.2982223;-38.13080360867914
1739209841.2982273;-38.13080360867914
1739209841.2982326;-45.120503652039325
1739209841.2982378;-45.120503652039325
1739209841.298243;-38.13080360867914
1739209841.298248;-33.981070128970906
1739209841.2982533;-27.267205301931607
1739209841.2982585;-38.13080360867914
1739209841.2982638;-38.13080360867914
1739209841.2982688;-35.57807855764607
1739209841.298274;-33.981070128970906
1739209841.2982793;-45.120503652039325
1739209841.2982845;-38.13080360867914
1739209841.2982898;-38.13080360867914
1739209841.2982948;-38.13080360867914
1739209841.2983;-45.120503652039325
1739209841.2983053;-45.120503652039325
1739209841.2983105;-45.120503652039325
1739209841.2983155;-38.13080360867914
1739209841.2983208;-45.120503652039325
1739209841.298326;-45.120503652039325
1739209841.2983313;-38.13080360867914
1739209841.2983363;-38.13080360867914
1739209841.2983415;-45.120503652039325
1739209841.2983468;-45.120503652039325
1739209841.298352;-45.120503652039325
1739209841.298357;-38.13080360867914
1739209841.2983623;-45.120503652039325
1739209841.2983675;-45.120503652039325
1739209841.2983727;-45.120503652039325
1739209841.2983778;-38.13080360867914
1739209841.298383;-38.13080360867914
1739209841.2983882;-45.120503652039325
1739209841.2983935;-45.120503652039325
1739209841.2983987;-35.57807855764607
1739209841.2984037;-32.816014438256545
1739209841.298409;-38.13080360867914
1739209841.2984142;-45.120503652039325
1739209841.2984195;-38.13080360867914
1739209841.2984245;-35.57807855764607
1739209841.2984297;-35.57807855764607
1739209841.298435;-38.13080360867914
1739209841.2984402;-38.13080360867914
1739209841.2984452;-38.13080360867914
1739209841.2984505;-38.13080360867914
1739209841.2984557;-38.13080360867914
1739209841.298461;-38.13080360867914
1739209841.298466;-35.57807855764607
1739209841.2984712;-38.13080360867914
1739209841.2984765;-45.120503652039325
1739209841.2984817;-38.13080360867914
1739209841.2984867;-32.816014438256545
1739209841.298492;-38.13080360867914
1739209841.2984972;-45.120503652039325
1739209841.2985024;-45.120503652039325
1739209841.2985077;-45.120503652039325
1739209841.2985127;-45.120503652039325
1739209841.298518;-45.120503652039325
1739209841.2985232;-45.120503652039325
1739209841.2985284;-35.57807855764607
1739209841.2985334;-45.120503652039325
1739209841.2985387;-45.120503652039325
1739209841.298544;-45.120503652039325
1739209841.2985492;-45.120503652039325
1739209841.2985542;-45.120503652039325
1739209841.2985594;-45.120503652039325
1739209841.2985647;-38.13080360867914
1739209841.29857;-45.120503652039325
1739209841.298575;-35.57807855764607
1739209841.2985802;-45.120503652039325
1739209841.2985854;-35.57807855764607
1739209841.2985907;-32.816014438256545
1739209841.2985957;-38.13080360867914
1739209841.298601;-38.13080360867914
1739209841.2986062;-38.13080360867914
1739209841.2986114;-35.57807855764607
1739209841.2986164;-45.120503652039325
1739209841.2986217;-38.13080360867914
1739209841.298627;-38.13080360867914
1739209841.2986321;-45.120503652039325
1739209841.2986374;-38.13080360867914
1739209841.2986424;-38.13080360867914
1739209841.2986476;-38.13080360867914
1739209841.298653;-45.120503652039325
1739209841.2986581;-45.120503652039325
1739209841.2986631;-45.120503652039325
1739209841.2986684;-38.13080360867914
1739209841.2986736;-45.120503652039325
1739209841.2986789;-38.13080360867914
1739209841.298684;-38.13080360867914
1739209841.2986891;-38.13080360867914
1739209841.2986944;-38.13080360867914
1739209841.2986996;-38.13080360867914
1739209841.2987046;-38.13080360867914
1739209841.2987099;-45.120503652039325
1739209841.298715;-38.13080360867914
1739209841.2987204;-38.13080360867914
1739209841.2987254;-35.57807855764607
1739209841.2987306;-45.120503652039325
1739209841.2987359;-38.13080360867914
1739209841.298741;-38.13080360867914
1739209841.2987463;-35.57807855764607
1739209841.2987514;-45.120503652039325
1739209841.2987566;-45.120503652039325
1739209841.2987618;-45.120503652039325
1739209841.298767;-38.13080360867914
1739209841.298772;-35.57807855764607
1739209841.2987773;-45.120503652039325
1739209841.2987826;-45.120503652039325
1739209841.2987878;-38.13080360867914
1739209841.2987928;-45.120503652039325
1739209841.298798;-28.21854285175415
1739209841.2988033;-38.13080360867914
1739209841.2988086;-35.57807855764607
1739209841.2988136;-35.57807855764607
1739209841.2988188;-45.120503652039325
1739209841.298824;-45.120503652039325
1739209841.2988293;-45.120503652039325
1739209841.2988343;-45.120503652039325
1739209841.2988396;-35.57807855764607
1739209841.2988448;-45.120503652039325
1739209841.29885;-38.13080360867914
1739209841.2988553;-38.13080360867914
1739209841.2988603;-45.120503652039325
1739209841.2988656;-45.120503652039325
1739209841.2988708;-45.120503652039325
1739209841.298876;-38.13080360867914
1739209841.298881;-29.438486411369333
1739209841.2988863;-38.13080360867914
1739209841.2988915;-45.120503652039325
1739209841.2988968;-38.13080360867914
1739209841.2989018;-35.57807855764607
1739209841.298907;-45.120503652039325
1739209841.2989123;-38.13080360867914
1739209841.2989175;-38.13080360867914
1739209841.2989225;-38.13080360867914
1739209841.2989278;-38.13080360867914
1739209841.298933;-38.13080360867914
1739209841.2989383;-45.120503652039325
1739209841.2989433;-38.13080360867914
1739209841.2989485;-38.13080360867914
1739209841.2989538;-38.13080360867914
1739209841.298959;-35.57807855764607
1739209841.2989643;-38.13080360867914
1739209841.2989693;-45.120503652039325
1739209841.2989745;-35.57807855764607
1739209841.2989798;-38.13080360867914
1739209841.298985;-45.120503652039325
1739209841.29899;-38.13080360867914
1739209841.2989953;-35.57807855764607
1739209841.2990005;-38.13080360867914
1739209841.2990057;-27.8777449560314
1739209841.2990108;-32.816014438256545
1739209841.299016;-45.120503652039325
1739209841.2990212;-38.13080360867914
1739209841.2990265;-38.13080360867914
1739209841.2990315;-45.120503652039325
1739209841.2990367;-35.57807855764607
1739209841.299042;-35.57807855764607
1739209841.2990472;-33.981070128970956
1739209841.2990522;-45.120503652039325
1739209841.2990575;-45.120503652039325
1739209841.2990627;-38.13080360867914
1739209841.299068;-45.120503652039325
1739209841.2990732;-45.120503652039325
1739209841.2990782;-45.120503652039325
1739209841.2990835;-45.120503652039325
1739209841.2990887;-45.120503652039325
1739209841.299094;-35.57807855764607
1739209841.299099;-35.57807855764607
1739209841.2991042;-38.13080360867914
1739209841.2991095;-38.13080360867914
1739209841.2991147;-38.13080360867914
1739209841.2991197;-35.57807855764607
1739209841.299125;-38.13080360867914
1739209841.2991302;-45.120503652039325
1739209841.2991354;-38.13080360867914
1739209841.2991405;-38.13080360867914
1739209841.2991457;-45.120503652039325
1739209841.299151;-33.981070128970906
1739209841.2991562;-35.57807855764607
1739209841.2991612;-38.13080360867914
1739209841.2991664;-38.13080360867914
1739209841.2991717;-45.120503652039325
1739209841.299177;-45.120503652039325
1739209841.2991822;-45.120503652039325
1739209841.2991872;-45.120503652039325
1739209841.2991924;-45.120503652039325
1739209841.2991977;-45.120503652039325
1739209841.299203;-45.120503652039325
1739209841.299208;-45.120503652039325
1739209841.2992132;-33.981070128970906
1739209841.2992184;-33.981070128970906
1739209841.2992237;-45.120503652039325
1739209841.2992287;-45.120503652039325
1739209841.299234;-31.141103565318893
1739209841.2992392;-38.13080360867914
1739209841.2992444;-45.120503652039325
1739209841.2992494;-35.57807855764607
1739209841.2992547;-30.49652367304973
1739209841.29926;-45.120503652039325
1739209841.2992651;-45.120503652039325
1739209841.2992702;-38.13080360867914
1739209841.2992754;-38.13080360867914
1739209841.2992806;-45.120503652039325
1739209841.299286;-45.120503652039325
1739209841.2992911;-38.13080360867914
1739209841.2992961;-35.57807855764607
1739209841.2993014;-38.13080360867914
1739209841.2993066;-45.120503652039325
1739209841.2993119;-38.13080360867914
1739209841.299317;-32.816014438256545
1739209841.2993221;-38.13080360867914
1739209841.2993274;-45.120503652039325
1739209841.2993326;-38.13080360867914
1739209841.2993376;-38.13080360867914
1739209841.2993429;-38.13080360867914
1739209841.299348;-45.120503652039325
1739209841.2993534;-38.13080360867914
1739209841.2993584;-45.120503652039325
1739209841.2993636;-38.13080360867914
