CAN Message; 0x1bb:0000b378cbcb2bd3
Timestamp;Amplitude
1739209841.2953012;-45.120503652039325
1739209841.2953064;-38.13080360867914
1739209841.2953115;-35.57807855764607
1739209841.2953167;-33.981070128970906
1739209841.295322;-45.120503652039325
1739209841.2953272;-45.120503652039325
1739209841.2953322;-38.13080360867914
1739209841.2953374;-38.13080360867914
1739209841.2953427;-45.120503652039325
1739209841.295348;-45.120503652039325
1739209841.295353;-38.13080360867914
1739209841.2953582;-32.816014438256545
1739209841.2953634;-45.120503652039325
1739209841.2953687;-45.120503652039325
1739209841.2953737;-45.120503652039325
1739209841.295379;-45.120503652039325
1739209841.2953842;-33.981070128970906
1739209841.2953894;-38.13080360867914
1739209841.2953944;-33.981070128970906
1739209841.2953997;-27.267205301931607
1739209841.295405;-33.981070128970906
1739209841.2954102;-45.120503652039325
1739209841.2954154;-38.13080360867914
1739209841.2954204;-35.57807855764607
1739209841.2954257;-35.57807855764607
1739209841.295431;-38.13080360867914
1739209841.2954361;-45.120503652039325
1739209841.2954412;-32.816014438256545
1739209841.2954464;-45.120503652039325
1739209841.2954516;-45.120503652039325
1739209841.295457;-45.120503652039325
1739209841.295462;-45.120503652039325
1739209841.2954671;-38.13080360867914
1739209841.2954724;-45.120503652039325
1739209841.2954776;-38.13080360867914
1739209841.2954826;-33.981070128970906
1739209841.2954879;-45.120503652039325
1739209841.2954931;-38.13080360867914
1739209841.2954984;-45.120503652039325
1739209841.2955034;-38.13080360867914
1739209841.2955086;-38.13080360867914
1739209841.2955139;-33.981070128970906
1739209841.295519;-45.120503652039325
1739209841.2955244;-45.120503652039325
1739209841.2955294;-45.120503652039325
1739209841.2955346;-38.13080360867914
1739209841.2955399;-45.120503652039325
1739209841.295545;-45.120503652039325
1739209841.29555;-38.13080360867914
1739209841.2955554;-35.57807855764607
1739209841.2955606;-45.120503652039325
1739209841.2955658;-45.120503652039325
1739209841.2955709;-45.120503652039325
1739209841.295576;-45.120503652039325
1739209841.2955813;-35.57807855764607
1739209841.2955866;-38.13080360867914
1739209841.2955916;-45.120503652039325
1739209841.2955968;-38.13080360867914
1739209841.295602;-38.13080360867914
1739209841.2956073;-45.120503652039325
1739209841.2956123;-45.120503652039325
1739209841.2956176;-38.13080360867914
1739209841.2956228;-38.13080360867914
1739209841.295628;-33.981070128970906
1739209841.2956333;-45.120503652039325
1739209841.2956383;-45.120503652039325
1739209841.2956436;-35.57807855764607
1739209841.2956488;-38.13080360867914
1739209841.295654;-45.120503652039325
1739209841.295659;-45.120503652039325
1739209841.2956643;-38.13080360867914
1739209841.2956696;-45.120503652039325
1739209841.2956748;-45.120503652039325
1739209841.2956798;-45.120503652039325
1739209841.295685;-45.120503652039325
1739209841.2956903;-45.120503652039325
1739209841.2956955;-45.120503652039325
1739209841.2957006;-45.120503652039325
1739209841.2957058;-45.120503652039325
1739209841.295711;-45.120503652039325
1739209841.2957163;-38.13080360867914
1739209841.2957213;-38.13080360867914
1739209841.2957265;-45.120503652039325
1739209841.2957318;-38.13080360867914
1739209841.295737;-45.120503652039325
1739209841.2957423;-45.120503652039325
1739209841.2957473;-45.120503652039325
1739209841.2957525;-45.120503652039325
1739209841.2957578;-45.120503652039325
1739209841.295763;-45.120503652039325
1739209841.295768;-38.13080360867914
1739209841.2957733;-38.13080360867914
1739209841.2957785;-45.120503652039325
1739209841.2957838;-38.13080360867914
1739209841.2957888;-45.120503652039325
1739209841.295794;-38.13080360867914
1739209841.2957993;-35.57807855764607
1739209841.2958045;-38.13080360867914
1739209841.2958095;-45.120503652039325
1739209841.2958148;-31.141103565318915
1739209841.29582;-38.13080360867914
1739209841.2958252;-45.120503652039325
1739209841.2958302;-45.120503652039325
1739209841.2958355;-33.981070128970906
1739209841.2958407;-45.120503652039325
1739209841.295846;-45.120503652039325
1739209841.2958512;-45.120503652039325
1739209841.2958562;-45.120503652039325
1739209841.2958615;-38.13080360867914
1739209841.2958667;-38.13080360867914
1739209841.295872;-45.120503652039325
1739209841.295877;-38.13080360867914
1739209841.2958822;-32.816014438256545
1739209841.2958875;-38.13080360867914
1739209841.2958927;-45.120503652039325
1739209841.2958977;-33.981070128970906
1739209841.295903;-38.13080360867914
1739209841.2959082;-38.13080360867914
1739209841.2959135;-45.120503652039325
1739209841.2959185;-38.13080360867914
1739209841.2959237;-45.120503652039325
1739209841.295929;-45.120503652039325
1739209841.2959342;-45.120503652039325
1739209841.2959392;-45.120503652039325
1739209841.2959445;-33.981070128970906
1739209841.2959497;-32.816014438256545
1739209841.295955;-45.120503652039325
1739209841.29596;-38.13080360867914
1739209841.2959652;-38.13080360867914
1739209841.2959704;-35.57807855764607
1739209841.2959757;-45.120503652039325
1739209841.295981;-38.13080360867914
1739209841.295986;-32.816014438256545
1739209841.2959912;-45.120503652039325
1739209841.2959964;-45.120503652039325
1739209841.2960017;-38.13080360867914
1739209841.2960067;-45.120503652039325
1739209841.296012;-38.13080360867914
1739209841.2960172;-45.120503652039325
1739209841.2960224;-45.120503652039325
1739209841.2960274;-38.13080360867914
1739209841.2960327;-45.120503652039325
1739209841.296038;-35.57807855764607
1739209841.2960432;-38.13080360867914
1739209841.2960482;-35.57807855764607
1739209841.2960534;-38.13080360867914
1739209841.2960587;-45.120503652039325
1739209841.296064;-38.13080360867914
1739209841.296069;-32.816014438256545
1739209841.2960742;-32.816014438256545
1739209841.2960794;-38.13080360867914
1739209841.2960846;-45.120503652039325
1739209841.29609;-45.120503652039325
1739209841.296095;-32.816014438256545
1739209841.2961001;-38.13080360867914
1739209841.2961054;-45.120503652039325
1739209841.2961106;-45.120503652039325
1739209841.2961156;-45.120503652039325
1739209841.296121;-38.13080360867914
1739209841.2961261;-45.120503652039325
1739209841.2961314;-35.57807855764607
1739209841.2961364;-38.13080360867914
1739209841.2961416;-45.120503652039325
1739209841.2961469;-45.120503652039325
1739209841.296152;-38.13080360867914
1739209841.2961571;-38.13080360867914
1739209841.2961624;-38.13080360867914
1739209841.2961676;-38.13080360867914
1739209841.2961729;-45.120503652039325
1739209841.2961779;-45.120503652039325
1739209841.296183;-45.120503652039325
1739209841.2961884;-38.13080360867914
1739209841.2961936;-38.13080360867914
1739209841.2961988;-45.120503652039325
1739209841.2962039;-38.13080360867914
1739209841.296209;-35.57807855764607
1739209841.2962143;-38.13080360867914
1739209841.2962196;-45.120503652039325
1739209841.2962246;-45.120503652039325
1739209841.2962298;-38.13080360867914
1739209841.296235;-38.13080360867914
1739209841.2962403;-45.120503652039325
1739209841.2962453;-45.120503652039325
1739209841.2962506;-38.13080360867914
1739209841.2962558;-32.816014438256545
1739209841.296261;-33.981070128970906
1739209841.296266;-45.120503652039325
1739209841.2962713;-45.120503652039325
1739209841.2962766;-38.13080360867914
1739209841.2962818;-33.981070128970906
1739209841.2962868;-38.13080360867914
1739209841.296292;-38.13080360867914
1739209841.2962973;-45.120503652039325
1739209841.2963026;-45.120503652039325
1739209841.2963078;-35.57807855764607
1739209841.2963128;-45.120503652039325
1739209841.296318;-45.120503652039325
1739209841.2963233;-32.816014438256545
1739209841.2963285;-38.13080360867914
1739209841.2963336;-45.120503652039325
1739209841.2963388;-38.13080360867914
1739209841.296344;-45.120503652039325
1739209841.2963493;-38.13080360867914
1739209841.2963543;-38.13080360867914
1739209841.2963595;-38.13080360867914
1739209841.2963648;-31.141103565318915
1739209841.29637;-38.13080360867914
1739209841.296375;-38.13080360867914
1739209841.2963803;-45.120503652039325
1739209841.2963855;-35.57807855764607
1739209841.2963908;-35.57807855764607
1739209841.2963958;-45.120503652039325
1739209841.296401;-45.120503652039325
1739209841.2964063;-33.981070128970906
1739209841.2964115;-35.57807855764607
1739209841.2964168;-45.120503652039325
1739209841.2964218;-38.13080360867914
1739209841.296427;-38.13080360867914
1739209841.2964323;-38.13080360867914
1739209841.2964375;-45.120503652039325
1739209841.2964425;-38.13080360867914
1739209841.2964478;-31.141103565318915
1739209841.296453;-45.120503652039325
1739209841.2964582;-38.13080360867914
1739209841.2964633;-35.57807855764607
1739209841.2964685;-33.981070128970906
1739209841.2964737;-38.13080360867914
1739209841.296479;-35.57807855764607
1739209841.296484;-35.57807855764607
1739209841.2964892;-38.13080360867914
1739209841.2964945;-45.120503652039325
1739209841.2964997;-45.120503652039325
1739209841.2965047;-38.13080360867914
1739209841.29651;-45.120503652039325
1739209841.2965152;-45.120503652039325
1739209841.2965205;-38.13080360867914
1739209841.2965257;-45.120503652039325
1739209841.2965307;-33.981070128970906
1739209841.296536;-45.120503652039325
1739209841.2965412;-45.120503652039325
1739209841.2965465;-38.13080360867914
1739209841.2965515;-45.120503652039325
1739209841.2965567;-45.120503652039325
1739209841.296562;-38.13080360867914
1739209841.2965672;-35.57807855764607
1739209841.2965722;-31.14110356531892
1739209841.2965775;-38.13080360867914
1739209841.2965827;-45.120503652039325
1739209841.296588;-38.13080360867914
1739209841.296593;-38.13080360867914
1739209841.2965982;-35.57807855764607
1739209841.2966034;-38.13080360867914
1739209841.2966087;-45.120503652039325
1739209841.2966137;-31.141103565318915
1739209841.296619;-33.981070128970906
1739209841.2966242;-45.120503652039325
1739209841.2966294;-45.120503652039325
1739209841.2966347;-38.13080360867914
1739209841.2966397;-38.13080360867914
1739209841.296645;-33.981070128970906
1739209841.2966502;-45.120503652039325
1739209841.2966554;-45.120503652039325
1739209841.2966604;-38.13080360867914
1739209841.2966657;-45.120503652039325
1739209841.296671;-45.120503652039325
1739209841.2966762;-38.13080360867914
1739209841.2966812;-35.57807855764607
1739209841.2966864;-38.13080360867914
1739209841.2966917;-45.120503652039325
1739209841.296697;-38.13080360867914
1739209841.296702;-35.57807855764607
1739209841.2967072;-38.13080360867914
1739209841.2967124;-45.120503652039325
1739209841.2967176;-45.120503652039325
1739209841.2967227;-35.57807855764607
1739209841.296728;-35.57807855764607
1739209841.2967331;-45.120503652039325
1739209841.2967384;-38.13080360867914
1739209841.2967436;-38.13080360867914
1739209841.2967486;-38.13080360867914
1739209841.296754;-45.120503652039325
1739209841.2967591;-38.13080360867914
1739209841.2967644;-45.120503652039325
1739209841.2967694;-45.120503652039325
1739209841.2967746;-45.120503652039325
1739209841.2967799;-45.120503652039325
1739209841.296785;-32.816014438256545
1739209841.2967901;-38.13080360867914
1739209841.2967954;-45.120503652039325
1739209841.2968006;-38.13080360867914
1739209841.2968059;-31.141103565318893
1739209841.2968109;-45.120503652039325
1739209841.296816;-38.13080360867914
1739209841.2968214;-38.13080360867914
1739209841.2968266;-45.120503652039325
1739209841.2968316;-38.13080360867914
1739209841.2968369;-32.816014438256545
1739209841.296842;-38.13080360867914
1739209841.2968473;-45.120503652039325
1739209841.2968526;-38.13080360867914
1739209841.2968576;-35.57807855764607
1739209841.2968628;-45.120503652039325
1739209841.296868;-45.120503652039325
1739209841.2968733;-33.981070128970906
1739209841.2968783;-38.13080360867914
1739209841.2968836;-38.13080360867914
1739209841.2968888;-45.120503652039325
1739209841.296894;-45.120503652039325
1739209841.296899;-38.13080360867914
1739209841.2969043;-38.13080360867914
1739209841.2969096;-45.120503652039325
1739209841.2969148;-38.13080360867914
1739209841.2969198;-38.13080360867914
1739209841.296925;-45.120503652039325
1739209841.2969303;-45.120503652039325
1739209841.2969356;-35.57807855764607
1739209841.2969406;-35.57807855764607
1739209841.2969458;-33.981070128970906
1739209841.296951;-45.120503652039325
1739209841.2969563;-38.13080360867914
1739209841.2969615;-35.57807855764607
1739209841.2969666;-45.120503652039325
1739209841.2969718;-38.13080360867914
1739209841.296977;-45.120503652039325
1739209841.2969823;-38.13080360867914
1739209841.2969873;-38.13080360867914
1739209841.2969925;-32.816014438256545
1739209841.2969978;-33.981070128970906
1739209841.297003;-38.13080360867914
1739209841.297008;-38.13080360867914
1739209841.2970133;-45.120503652039325
1739209841.2970185;-38.13080360867914
1739209841.2970238;-45.120503652039325
1739209841.2970288;-33.981070128970906
1739209841.297034;-45.120503652039325
1739209841.2970393;-45.120503652039325
1739209841.2970445;-38.13080360867914
1739209841.2970495;-38.13080360867914
1739209841.2970548;-38.13080360867914
1739209841.29706;-45.120503652039325
1739209841.2970653;-45.120503652039325
1739209841.2970705;-45.120503652039325
1739209841.2970755;-35.57807855764607
1739209841.2970808;-38.13080360867914
1739209841.297086;-38.13080360867914
1739209841.2970912;-38.13080360867914
1739209841.2970963;-35.57807855764607
1739209841.2971015;-38.13080360867914
1739209841.2971067;-35.57807855764607
1739209841.297112;-45.120503652039325
1739209841.297117;-30.49652367304973
1739209841.2971222;-33.981070128970906
1739209841.2971275;-45.120503652039325
1739209841.2971327;-32.816014438256545
1739209841.2971377;-45.120503652039325
1739209841.297143;-38.13080360867914
1739209841.2971482;-35.57807855764607
1739209841.2971535;-38.13080360867914
1739209841.2971585;-38.13080360867914
1739209841.2971637;-35.57807855764607
1739209841.297169;-32.816014438256545
1739209841.2971742;-38.13080360867914
1739209841.2971795;-45.120503652039325
1739209841.2971845;-45.120503652039325
1739209841.2971897;-35.57807855764607
1739209841.297195;-45.120503652039325
1739209841.2972002;-33.981070128970906
1739209841.2972052;-31.141103565318915
1739209841.2972105;-32.816014438256545
1739209841.2972157;-33.981070128970906
1739209841.297221;-38.13080360867914
1739209841.297226;-38.13080360867914
1739209841.2972312;-38.13080360867914
1739209841.2972364;-38.13080360867914
1739209841.2972417;-45.120503652039325
1739209841.2972467;-38.13080360867914
1739209841.297252;-35.57807855764607
1739209841.2972572;-45.120503652039325
1739209841.2972624;-45.120503652039325
1739209841.2972674;-38.13080360867914
1739209841.2972727;-45.120503652039325
1739209841.297278;-45.120503652039325
1739209841.2972832;-45.120503652039325
1739209841.2972884;-38.13080360867914
1739209841.2972934;-45.120503652039325
1739209841.2972987;-38.13080360867914
1739209841.297304;-38.13080360867914
1739209841.2973092;-38.13080360867914
1739209841.2973142;-32.816014438256545
1739209841.2973194;-38.13080360867914
1739209841.2973247;-45.120503652039325
1739209841.29733;-28.992665084841942
1739209841.297335;-45.120503652039325
1739209841.2973402;-38.13080360867914
1739209841.2973454;-38.13080360867914
1739209841.2973506;-38.13080360867914
1739209841.2973557;-38.13080360867914
1739209841.297361;-45.120503652039325
1739209841.2973661;-38.13080360867914
1739209841.2973714;-30.49652367304973
1739209841.2973764;-38.13080360867914
1739209841.2973816;-45.120503652039325
1739209841.297387;-38.13080360867914
