CAN Message; 0x150:0700c178f6d45052
Timestamp;Amplitude
1739209907.3812306;-38.13080360867914
1739209907.3812337;-33.981070128970906
1739209907.3812368;-33.981070128970906
1739209907.38124;-32.816014438256545
1739209907.381243;-38.13080360867914
1739209907.381246;-38.13080360867914
1739209907.3812492;-45.120503652039325
1739209907.3812523;-38.13080360867914
1739209907.3812554;-45.120503652039325
1739209907.3812587;-38.13080360867914
1739209907.3812618;-31.141103565318915
1739209907.381265;-38.13080360867914
1739209907.381268;-38.13080360867914
1739209907.3812711;-38.13080360867914
1739209907.3812742;-38.13080360867914
1739209907.3812773;-45.120503652039325
1739209907.3812804;-45.120503652039325
1739209907.3812835;-45.120503652039325
1739209907.3812866;-45.120503652039325
1739209907.3812897;-38.13080360867914
1739209907.3812928;-35.57807855764607
1739209907.381296;-45.120503652039325
1739209907.381299;-45.120503652039325
1739209907.381302;-45.120503652039325
1739209907.3813052;-38.13080360867914
1739209907.3813083;-38.13080360867914
1739209907.3813114;-45.120503652039325
1739209907.3813145;-38.13080360867914
1739209907.3813176;-38.13080360867914
1739209907.3813207;-45.120503652039325
1739209907.3813238;-45.120503652039325
1739209907.381327;-33.981070128970906
1739209907.38133;-45.120503652039325
1739209907.381333;-38.13080360867914
1739209907.3813362;-30.49652367304973
1739209907.3813393;-38.13080360867914
1739209907.3813424;-45.120503652039325
1739209907.3813455;-45.120503652039325
1739209907.3813486;-38.13080360867914
1739209907.3813517;-38.13080360867914
1739209907.3813548;-35.57807855764607
1739209907.381358;-45.120503652039325
1739209907.381361;-45.120503652039325
1739209907.381364;-45.120503652039325
1739209907.3813672;-38.13080360867914
1739209907.3813703;-45.120503652039325
1739209907.3813734;-45.120503652039325
1739209907.3813765;-45.120503652039325
1739209907.3813796;-35.57807855764607
1739209907.3813827;-35.57807855764607
1739209907.3813858;-26.991370085610722
1739209907.381389;-35.57807855764607
1739209907.381392;-45.120503652039325
1739209907.381395;-45.120503652039325
1739209907.3813982;-45.120503652039325
1739209907.3814013;-45.120503652039325
1739209907.3814044;-45.120503652039325
1739209907.3814075;-45.120503652039325
1739209907.3814106;-38.13080360867914
1739209907.3814137;-38.13080360867914
1739209907.3814168;-45.120503652039325
1739209907.38142;-45.120503652039325
1739209907.381423;-38.13080360867914
1739209907.381426;-33.981070128970906
1739209907.3814292;-45.120503652039325
1739209907.3814323;-45.120503652039325
1739209907.3814354;-27.8777449560314
1739209907.3814385;-35.57807855764607
1739209907.3814416;-45.120503652039325
1739209907.3814447;-38.13080360867914
1739209907.3814478;-38.13080360867914
1739209907.381451;-45.120503652039325
1739209907.381454;-45.120503652039325
1739209907.381457;-38.13080360867914
1739209907.3814602;-45.120503652039325
1739209907.3814633;-38.13080360867914
1739209907.3814664;-45.120503652039325
1739209907.3814695;-45.120503652039325
1739209907.3814726;-45.120503652039325
1739209907.3814757;-38.13080360867914
1739209907.3814788;-38.13080360867914
1739209907.381482;-38.13080360867914
1739209907.381485;-38.13080360867914
1739209907.381488;-45.120503652039325
1739209907.3814912;-45.120503652039325
1739209907.3814943;-38.13080360867914
1739209907.3814974;-45.120503652039325
1739209907.3815005;-33.981070128970906
1739209907.3815036;-45.120503652039325
1739209907.3815067;-45.120503652039325
1739209907.3815098;-32.816014438256545
1739209907.3815129;-35.57807855764607
1739209907.381516;-45.120503652039325
1739209907.381519;-45.120503652039325
1739209907.3815222;-35.57807855764607
1739209907.3815253;-38.13080360867914
1739209907.3815284;-45.120503652039325
1739209907.3815315;-45.120503652039325
1739209907.3815346;-45.120503652039325
1739209907.3815377;-45.120503652039325
1739209907.3815408;-38.13080360867914
1739209907.3815439;-38.13080360867914
1739209907.381547;-45.120503652039325
1739209907.38155;-33.981070128970906
1739209907.3815532;-45.120503652039325
1739209907.3815563;-45.120503652039325
1739209907.3815594;-38.13080360867914
1739209907.3815625;-38.13080360867914
1739209907.3815656;-38.13080360867914
1739209907.3815687;-35.57807855764607
1739209907.3815718;-33.981070128970906
1739209907.3815749;-38.13080360867914
1739209907.381578;-45.120503652039325
1739209907.381581;-38.13080360867914
1739209907.3815842;-38.13080360867914
1739209907.3815873;-38.13080360867914
1739209907.3815904;-45.120503652039325
1739209907.3815935;-38.13080360867914
1739209907.3815966;-45.120503652039325
1739209907.3815997;-45.120503652039325
1739209907.3816028;-45.120503652039325
1739209907.3816059;-38.13080360867914
1739209907.381609;-45.120503652039325
1739209907.381612;-33.981070128970906
1739209907.3816152;-45.120503652039325
1739209907.3816183;-45.120503652039325
1739209907.3816214;-45.120503652039325
1739209907.3816245;-45.120503652039325
1739209907.3816276;-38.13080360867914
1739209907.3816307;-45.120503652039325
1739209907.3816338;-45.120503652039325
1739209907.3816369;-33.981070128970906
1739209907.38164;-45.120503652039325
1739209907.381643;-38.13080360867914
1739209907.3816462;-35.57807855764607
1739209907.3816493;-38.13080360867914
1739209907.3816524;-45.120503652039325
1739209907.3816555;-45.120503652039325
1739209907.3816586;-38.13080360867914
1739209907.3816617;-33.981070128970906
1739209907.3816648;-38.13080360867914
1739209907.3816679;-38.13080360867914
1739209907.381671;-38.13080360867914
1739209907.381674;-45.120503652039325
1739209907.3816772;-38.13080360867914
1739209907.3816803;-38.13080360867914
1739209907.3816833;-38.13080360867914
1739209907.3816864;-38.13080360867914
1739209907.3816895;-38.13080360867914
1739209907.3816926;-45.120503652039325
1739209907.3816957;-45.120503652039325
1739209907.3816988;-38.13080360867914
1739209907.381702;-38.13080360867914
1739209907.381705;-38.13080360867914
1739209907.3817081;-45.120503652039325
1739209907.3817112;-38.13080360867914
1739209907.3817143;-32.816014438256545
1739209907.3817174;-38.13080360867914
1739209907.3817205;-45.120503652039325
1739209907.3817236;-33.981070128970906
1739209907.3817267;-45.120503652039325
1739209907.3817298;-38.13080360867914
1739209907.381733;-45.120503652039325
1739209907.381736;-38.13080360867914
1739209907.3817391;-38.13080360867914
1739209907.3817422;-45.120503652039325
1739209907.3817453;-45.120503652039325
1739209907.3817484;-38.13080360867914
1739209907.3817515;-45.120503652039325
1739209907.3817546;-38.13080360867914
1739209907.3817577;-45.120503652039325
1739209907.3817608;-33.981070128970906
1739209907.381764;-33.981070128970906
1739209907.381767;-38.13080360867914
1739209907.3817701;-45.120503652039325
1739209907.3817732;-38.13080360867914
1739209907.3817763;-35.57807855764607
1739209907.3817794;-38.13080360867914
1739209907.3817825;-45.120503652039325
1739209907.3817856;-38.13080360867914
1739209907.3817887;-33.981070128970906
1739209907.3817918;-33.981070128970906
1739209907.381795;-45.120503652039325
1739209907.381798;-38.13080360867914
1739209907.3818011;-38.13080360867914
1739209907.3818042;-45.120503652039325
1739209907.3818073;-38.13080360867914
1739209907.3818104;-33.981070128970906
1739209907.3818135;-33.981070128970906
1739209907.3818166;-38.13080360867914
1739209907.3818197;-38.13080360867914
1739209907.3818228;-38.13080360867914
1739209907.381826;-45.120503652039325
1739209907.381829;-45.120503652039325
1739209907.3818321;-38.13080360867914
1739209907.3818352;-45.120503652039325
1739209907.3818383;-45.120503652039325
1739209907.3818414;-45.120503652039325
1739209907.3818445;-45.120503652039325
1739209907.3818476;-38.13080360867914
1739209907.3818507;-38.13080360867914
1739209907.3818538;-45.120503652039325
1739209907.381857;-38.13080360867914
1739209907.38186;-38.13080360867914
1739209907.381863;-38.13080360867914
1739209907.3818662;-45.120503652039325
1739209907.3818693;-38.13080360867914
1739209907.3818724;-38.13080360867914
1739209907.3818755;-38.13080360867914
1739209907.3818786;-38.13080360867914
1739209907.3818817;-38.13080360867914
1739209907.3818848;-33.981070128970906
1739209907.381888;-27.267205301931607
1739209907.381891;-38.13080360867914
1739209907.381894;-45.120503652039325
1739209907.3818972;-38.13080360867914
1739209907.3819003;-33.981070128970906
1739209907.3819034;-38.13080360867914
1739209907.3819065;-33.981070128970906
1739209907.3819096;-45.120503652039325
1739209907.3819127;-38.13080360867914
1739209907.3819158;-45.120503652039325
1739209907.381919;-45.120503652039325
1739209907.381922;-45.120503652039325
1739209907.381925;-38.13080360867914
1739209907.3819282;-38.13080360867914
1739209907.3819313;-45.120503652039325
1739209907.3819344;-45.120503652039325
1739209907.3819375;-32.816014438256545
1739209907.3819406;-38.13080360867914
1739209907.3819437;-45.120503652039325
1739209907.3819468;-45.120503652039325
1739209907.38195;-38.13080360867914
1739209907.381953;-38.13080360867914
1739209907.381956;-45.120503652039325
1739209907.3819592;-38.13080360867914
1739209907.3819623;-33.981070128970906
1739209907.3819654;-45.120503652039325
1739209907.3819685;-45.120503652039325
1739209907.3819716;-45.120503652039325
1739209907.3819747;-33.981070128970906
1739209907.3819778;-45.120503652039325
1739209907.381981;-45.120503652039325
1739209907.381984;-45.120503652039325
1739209907.381987;-45.120503652039325
1739209907.3819902;-45.120503652039325
1739209907.3819933;-38.13080360867914
1739209907.3819964;-45.120503652039325
1739209907.3819995;-38.13080360867914
1739209907.3820026;-33.981070128970906
1739209907.3820057;-45.120503652039325
1739209907.3820088;-45.120503652039325
1739209907.382012;-45.120503652039325
1739209907.382015;-38.13080360867914
1739209907.382018;-45.120503652039325
1739209907.3820212;-38.13080360867914
1739209907.3820243;-45.120503652039325
1739209907.3820274;-45.120503652039325
1739209907.3820305;-38.13080360867914
1739209907.3820336;-45.120503652039325
1739209907.3820367;-45.120503652039325
1739209907.3820398;-45.120503652039325
1739209907.382043;-45.120503652039325
1739209907.382046;-45.120503652039325
1739209907.382049;-45.120503652039325
1739209907.3820522;-38.13080360867914
1739209907.3820553;-38.13080360867914
1739209907.3820584;-45.120503652039325
1739209907.3820615;-38.13080360867914
1739209907.3820646;-38.13080360867914
1739209907.3820677;-45.120503652039325
1739209907.3820708;-38.13080360867914
1739209907.3820739;-38.13080360867914
1739209907.382077;-45.120503652039325
1739209907.38208;-45.120503652039325
1739209907.3820832;-33.981070128970906
1739209907.3820863;-45.120503652039325
1739209907.3820894;-45.120503652039325
1739209907.3820925;-45.120503652039325
1739209907.3820956;-38.13080360867914
1739209907.3820987;-38.13080360867914
1739209907.3821018;-38.13080360867914
1739209907.3821049;-38.13080360867914
1739209907.382108;-35.57807855764607
1739209907.382111;-38.13080360867914
1739209907.3821142;-32.816014438256545
1739209907.3821173;-38.13080360867914
1739209907.3821204;-45.120503652039325
1739209907.3821235;-45.120503652039325
1739209907.3821266;-38.13080360867914
1739209907.3821297;-45.120503652039325
1739209907.3821328;-45.120503652039325
1739209907.3821359;-45.120503652039325
1739209907.382139;-45.120503652039325
1739209907.382142;-45.120503652039325
1739209907.3821452;-45.120503652039325
1739209907.3821483;-45.120503652039325
1739209907.3821514;-45.120503652039325
1739209907.3821545;-45.120503652039325
1739209907.3821576;-45.120503652039325
1739209907.3821607;-38.13080360867914
1739209907.3821638;-31.141103565318915
1739209907.3821669;-45.120503652039325
1739209907.38217;-45.120503652039325
1739209907.382173;-45.120503652039325
1739209907.3821762;-38.13080360867914
1739209907.3821793;-45.120503652039325
1739209907.3821824;-45.120503652039325
1739209907.3821855;-45.120503652039325
1739209907.3821886;-38.13080360867914
1739209907.3821917;-45.120503652039325
1739209907.3821948;-38.13080360867914
1739209907.3821979;-38.13080360867914
1739209907.382201;-45.120503652039325
1739209907.382204;-45.120503652039325
1739209907.3822072;-38.13080360867914
1739209907.3822103;-38.13080360867914
1739209907.3822134;-38.13080360867914
1739209907.3822165;-45.120503652039325
1739209907.3822196;-33.981070128970906
1739209907.3822227;-35.57807855764607
1739209907.3822258;-33.981070128970906
1739209907.3822289;-45.120503652039325
1739209907.382232;-38.13080360867914
1739209907.382235;-38.13080360867914
1739209907.3822381;-31.141103565318915
1739209907.3822412;-38.13080360867914
1739209907.3822443;-38.13080360867914
1739209907.3822474;-45.120503652039325
1739209907.3822505;-45.120503652039325
1739209907.3822536;-45.120503652039325
1739209907.3822567;-45.120503652039325
1739209907.3822598;-45.120503652039325
1739209907.382263;-32.816014438256545
1739209907.382266;-38.13080360867914
1739209907.3822691;-45.120503652039325
1739209907.3822722;-38.13080360867914
1739209907.3822753;-38.13080360867914
1739209907.3822784;-45.120503652039325
1739209907.3822815;-45.120503652039325
1739209907.3822846;-38.13080360867914
1739209907.3822877;-31.141103565318915
1739209907.3822908;-38.13080360867914
1739209907.382294;-38.13080360867914
1739209907.382297;-45.120503652039325
1739209907.3823001;-45.120503652039325
1739209907.3823032;-45.120503652039325
1739209907.3823063;-38.13080360867914
1739209907.3823094;-38.13080360867914
1739209907.3823125;-45.120503652039325
1739209907.3823156;-45.120503652039325
1739209907.382319;-45.120503652039325
1739209907.382322;-45.120503652039325
1739209907.3823252;-45.120503652039325
1739209907.3823283;-35.57807855764607
1739209907.3823314;-35.57807855764607
1739209907.3823345;-45.120503652039325
1739209907.3823376;-33.981070128970906
1739209907.3823407;-38.13080360867914
1739209907.3823438;-45.120503652039325
1739209907.3823469;-38.13080360867914
1739209907.38235;-38.13080360867914
1739209907.382353;-38.13080360867914
1739209907.3823562;-45.120503652039325
1739209907.3823593;-38.13080360867914
1739209907.3823624;-31.141103565318915
1739209907.3823655;-33.981070128970906
1739209907.3823686;-45.120503652039325
1739209907.3823717;-45.120503652039325
1739209907.3823748;-38.13080360867914
1739209907.3823779;-38.13080360867914
1739209907.382381;-45.120503652039325
1739209907.382384;-35.57807855764607
1739209907.3823872;-31.141103565318915
1739209907.3823903;-31.141103565318915
1739209907.3823934;-45.120503652039325
1739209907.3823965;-35.57807855764607
1739209907.3823996;-35.57807855764607
1739209907.3824027;-45.120503652039325
1739209907.3824058;-38.13080360867914
1739209907.3824089;-38.13080360867914
1739209907.382412;-38.13080360867914
1739209907.382415;-31.14110356531892
1739209907.3824182;-38.13080360867914
1739209907.3824213;-38.13080360867914
1739209907.3824244;-38.13080360867914
1739209907.3824275;-38.13080360867914
1739209907.3824306;-38.13080360867914
1739209907.3824337;-38.13080360867914
1739209907.3824368;-33.981070128970906
1739209907.3824399;-38.13080360867914
1739209907.382443;-45.120503652039325
1739209907.382446;-38.13080360867914
1739209907.3824492;-38.13080360867914
1739209907.3824522;-38.13080360867914
1739209907.3824553;-38.13080360867914
1739209907.3824584;-38.13080360867914
1739209907.3824615;-33.981070128970906
1739209907.3824646;-45.120503652039325
1739209907.3824677;-45.120503652039325
1739209907.3824708;-35.57807855764607
1739209907.382474;-38.13080360867914
1739209907.382477;-45.120503652039325
1739209907.3824801;-38.13080360867914
1739209907.3824832;-32.816014438256545
1739209907.3824863;-38.13080360867914
1739209907.3824894;-35.57807855764607
1739209907.3824925;-38.13080360867914
1739209907.3824956;-45.120503652039325
1739209907.3824987;-45.120503652039325
1739209907.3825018;-38.13080360867914
1739209907.382505;-32.816014438256545
1739209907.382508;-38.13080360867914
1739209907.3825111;-33.981070128970906
1739209907.3825142;-35.57807855764607
1739209907.3825173;-38.13080360867914
1739209907.3825204;-35.57807855764607
1739209907.3825235;-33.981070128970906
1739209907.3825266;-45.120503652039325
1739209907.3825297;-45.120503652039325
1739209907.3825328;-38.13080360867914
1739209907.382536;-45.120503652039325
1739209907.382539;-45.120503652039325
1739209907.3825421;-38.13080360867914
1739209907.3825452;-33.981070128970906
1739209907.3825483;-45.120503652039325
1739209907.3825514;-38.13080360867914
1739209907.3825545;-32.816014438256545
1739209907.3825576;-45.120503652039325
1739209907.3825607;-45.120503652039325
1739209907.3825638;-33.981070128970906
1739209907.382567;-45.120503652039325
1739209907.38257;-38.13080360867914
1739209907.3825731;-38.13080360867914
1739209907.3825762;-45.120503652039325
1739209907.3825793;-45.120503652039325
1739209907.3825824;-38.13080360867914
1739209907.3825855;-45.120503652039325
1739209907.3825886;-45.120503652039325
1739209907.3825917;-38.13080360867914
1739209907.3825948;-45.120503652039325
1739209907.382598;-45.120503652039325
1739209907.382601;-45.120503652039325
1739209907.3826041;-45.120503652039325
1739209907.3826072;-35.57807855764607
1739209907.3826103;-38.13080360867914
1739209907.3826134;-45.120503652039325
1739209907.3826165;-45.120503652039325
1739209907.3826196;-38.13080360867914
1739209907.3826227;-45.120503652039325
1739209907.3826258;-45.120503652039325
1739209907.382629;-38.13080360867914
1739209907.382632;-33.981070128970906
1739209907.382635;-38.13080360867914
1739209907.3826382;-45.120503652039325
1739209907.3826413;-45.120503652039325
1739209907.3826444;-38.13080360867914
1739209907.3826475;-38.13080360867914
1739209907.3826506;-45.120503652039325
1739209907.3826537;-38.13080360867914
1739209907.3826568;-32.816014438256545
1739209907.38266;-45.120503652039325
1739209907.382663;-38.13080360867914
1739209907.382666;-32.816014438256545
1739209907.3826692;-38.13080360867914
1739209907.3826723;-45.120503652039325
1739209907.3826754;-45.120503652039325
1739209907.3826785;-38.13080360867914
1739209907.3826816;-45.120503652039325
1739209907.3826847;-38.13080360867914
1739209907.3826878;-45.120503652039325
1739209907.382691;-45.120503652039325
1739209907.382694;-35.57807855764607
1739209907.382697;-38.13080360867914
1739209907.3827002;-38.13080360867914
1739209907.3827033;-45.120503652039325
1739209907.3827064;-38.13080360867914
1739209907.3827095;-45.120503652039325
1739209907.3827126;-38.13080360867914
1739209907.3827157;-38.13080360867914
1739209907.3827188;-38.13080360867914
1739209907.382722;-35.57807855764607
1739209907.382725;-45.120503652039325
1739209907.382728;-32.816014438256545
1739209907.3827312;-45.120503652039325
1739209907.3827343;-45.120503652039325
1739209907.3827374;-45.120503652039325
1739209907.3827405;-45.120503652039325
1739209907.3827436;-33.981070128970906
1739209907.3827467;-45.120503652039325
1739209907.3827498;-45.120503652039325
1739209907.382753;-45.120503652039325
1739209907.382756;-35.57807855764607
1739209907.382759;-38.13080360867914
1739209907.3827622;-45.120503652039325
1739209907.3827653;-45.120503652039325
1739209907.3827684;-35.57807855764607
1739209907.3827715;-45.120503652039325
1739209907.3827746;-45.120503652039325
1739209907.3827777;-35.57807855764607
1739209907.3827808;-45.120503652039325
1739209907.382784;-45.120503652039325
1739209907.382787;-45.120503652039325
1739209907.38279;-28.992665084841942
1739209907.3827932;-35.57807855764607
1739209907.3827963;-38.13080360867914
1739209907.3827994;-45.120503652039325
1739209907.3828025;-38.13080360867914
1739209907.3828056;-35.57807855764607
1739209907.3828087;-38.13080360867914
1739209907.3828118;-45.120503652039325
1739209907.382815;-31.14110356531892
1739209907.382818;-38.13080360867914
1739209907.382821;-45.120503652039325
1739209907.3828242;-45.120503652039325
1739209907.3828273;-38.13080360867914
1739209907.3828304;-33.981070128970906
1739209907.3828335;-38.13080360867914
1739209907.3828366;-38.13080360867914
1739209907.3828397;-28.992665084841942
1739209907.3828428;-38.13080360867914
1739209907.3828459;-35.57807855764607
1739209907.382849;-45.120503652039325
1739209907.382852;-38.13080360867914
1739209907.3828552;-38.13080360867914
1739209907.3828583;-38.13080360867914
1739209907.3828614;-38.13080360867914
1739209907.3828645;-38.13080360867914
1739209907.3828676;-38.13080360867914
1739209907.3828707;-33.981070128970906
1739209907.3828738;-45.120503652039325
1739209907.3828769;-45.120503652039325
1739209907.38288;-31.141103565318893
1739209907.382883;-32.816014438256545
1739209907.3828862;-45.120503652039325
1739209907.3828893;-45.120503652039325
1739209907.3828924;-35.57807855764607
1739209907.3828955;-38.13080360867914
1739209907.3828986;-45.120503652039325
1739209907.3829017;-45.120503652039325
1739209907.3829048;-38.13080360867914
1739209907.3829079;-38.13080360867914
1739209907.382911;-45.120503652039325
1739209907.382914;-33.981070128970906
1739209907.3829172;-38.13080360867914
1739209907.3829203;-38.13080360867914
1739209907.3829234;-38.13080360867914
1739209907.3829265;-45.120503652039325
1739209907.3829296;-35.57807855764607
1739209907.3829327;-38.13080360867914
1739209907.3829358;-38.13080360867914
1739209907.3829389;-31.141103565318915
1739209907.382942;-28.992665084841942
1739209907.382945;-38.13080360867914
1739209907.3829482;-35.57807855764607
1739209907.3829513;-38.13080360867914
1739209907.3829544;-45.120503652039325
1739209907.3829575;-45.120503652039325
1739209907.3829606;-38.13080360867914
1739209907.3829637;-33.981070128970906
1739209907.3829668;-38.13080360867914
1739209907.3829699;-38.13080360867914
1739209907.382973;-45.120503652039325
1739209907.382976;-45.120503652039325
1739209907.3829792;-38.13080360867914
1739209907.3829823;-45.120503652039325
1739209907.3829854;-45.120503652039325
1739209907.3829885;-38.13080360867914
1739209907.3829916;-38.13080360867914
1739209907.3829947;-45.120503652039325
1739209907.3829978;-38.13080360867914
1739209907.3830009;-38.13080360867914
1739209907.383004;-45.120503652039325
1739209907.383007;-45.120503652039325
1739209907.3830101;-45.120503652039325
1739209907.3830132;-45.120503652039325
1739209907.3830163;-45.120503652039325
1739209907.3830194;-38.13080360867914
1739209907.3830225;-45.120503652039325
1739209907.3830256;-38.13080360867914
1739209907.3830287;-38.13080360867914
1739209907.3830318;-45.120503652039325
1739209907.383035;-45.120503652039325
1739209907.383038;-45.120503652039325
1739209907.3830411;-38.13080360867914
1739209907.3830442;-45.120503652039325
1739209907.3830473;-45.120503652039325
1739209907.3830504;-45.120503652039325
1739209907.3830535;-38.13080360867914
1739209907.3830566;-35.57807855764607
1739209907.3830597;-45.120503652039325
1739209907.3830628;-38.13080360867914
1739209907.383066;-38.13080360867914
1739209907.383069;-45.120503652039325
1739209907.3830721;-45.120503652039325
1739209907.3830752;-38.13080360867914
1739209907.3830783;-33.981070128970906
1739209907.3830814;-38.13080360867914
1739209907.3830845;-38.13080360867914
1739209907.3830876;-38.13080360867914
1739209907.3830907;-38.13080360867914
1739209907.3830938;-31.141103565318915
1739209907.383097;-45.120503652039325
1739209907.3831;-45.120503652039325
1739209907.3831031;-38.13080360867914
1739209907.3831062;-33.981070128970906
1739209907.3831093;-45.120503652039325
1739209907.3831124;-38.13080360867914
1739209907.3831155;-33.981070128970906
1739209907.3831186;-45.120503652039325
1739209907.3831217;-45.120503652039325
1739209907.3831248;-38.13080360867914
1739209907.383128;-38.13080360867914
1739209907.383131;-45.120503652039325
1739209907.3831341;-45.120503652039325
1739209907.3831372;-45.120503652039325
1739209907.3831403;-45.120503652039325
1739209907.3831434;-38.13080360867914
1739209907.3831465;-38.13080360867914
1739209907.3831496;-38.13080360867914
1739209907.3831527;-38.13080360867914
1739209907.3831558;-35.57807855764607
1739209907.383159;-45.120503652039325
