CAN Message; 0x39:091e73d5e7912c75
1739209891.7467616;-35.57807855764607
1739209891.7467692;-31.141103565318915
1739209891.7467766;-38.13080360867914
1739209891.7467842;-32.816014438256545
1739209891.7467916;-45.120503652039325
1739209891.7467992;-33.981070128970906
1739209891.7468069;-33.981070128970906
1739209891.7468143;-45.120503652039325
1739209891.7468219;-45.120503652039325
1739209891.7468293;-31.14110356531892
1739209891.746837;-45.120503652039325
1739209891.7468443;-38.13080360867914
1739209891.746852;-35.57807855764607
1739209891.7468593;-38.13080360867914
1739209891.746867;-45.120503652039325
1739209891.7468746;-45.120503652039325
1739209891.746882;-45.120503652039325
1739209891.7468896;-30.49652367304973
1739209891.746897;-38.13080360867914
1739209891.7469046;-45.120503652039325
1739209891.746912;-45.120503652039325
1739209891.7469196;-45.120503652039325
1739209891.746927;-38.13080360867914
1739209891.7469347;-45.120503652039325
1739209891.7469423;-33.981070128970906
1739209891.7469497;-28.992665084841942
1739209891.7469573;-38.13080360867914
1739209891.7469647;-45.120503652039325
1739209891.7469723;-38.13080360867914
1739209891.7469797;-45.120503652039325
1739209891.7469873;-45.120503652039325
1739209891.7469947;-38.13080360867914
1739209891.7470024;-45.120503652039325
1739209891.74701;-38.13080360867914
1739209891.7470174;-45.120503652039325
1739209891.747025;-45.120503652039325
1739209891.7470324;-35.57807855764607
1739209891.74704;-38.13080360867914
1739209891.7470474;-45.120503652039325
1739209891.747055;-38.13080360867914
1739209891.7470624;-45.120503652039325
1739209891.74707;-33.981070128970906
1739209891.7470777;-35.57807855764607
1739209891.747085;-45.120503652039325
1739209891.7470927;-35.57807855764607
1739209891.7471;-33.981070128970906
1739209891.7471077;-35.57807855764607
1739209891.7471151;-38.13080360867914
1739209891.7471228;-38.13080360867914
1739209891.7471302;-38.13080360867914
1739209891.7471378;-45.120503652039325
1739209891.7471454;-45.120503652039325
1739209891.7471528;-45.120503652039325
1739209891.7471604;-45.120503652039325
1739209891.7471678;-45.120503652039325
1739209891.7471755;-45.120503652039325
1739209891.7471828;-45.120503652039325
1739209891.7471905;-45.120503652039325
1739209891.747198;-45.120503652039325
1739209891.7472055;-38.13080360867914
1739209891.7472131;-38.13080360867914
1739209891.7472205;-38.13080360867914
1739209891.7472281;-38.13080360867914
1739209891.7472355;-35.57807855764607
1739209891.7472432;-38.13080360867914
1739209891.7472506;-45.120503652039325
1739209891.7472582;-45.120503652039325
1739209891.7472658;-45.120503652039325
1739209891.7472732;-35.57807855764607
1739209891.7472808;-38.13080360867914
1739209891.7472882;-38.13080360867914
1739209891.7472959;-45.120503652039325
1739209891.7473032;-45.120503652039325
1739209891.7473109;-38.13080360867914
1739209891.7473183;-45.120503652039325
1739209891.747326;-38.13080360867914
1739209891.7473335;-45.120503652039325
1739209891.747341;-45.120503652039325
1739209891.7473485;-45.120503652039325
1739209891.747356;-38.13080360867914
1739209891.7473636;-45.120503652039325
1739209891.747371;-45.120503652039325
1739209891.7473786;-32.816014438256545
1739209891.747386;-35.57807855764607
1739209891.7473936;-45.120503652039325
1739209891.7474012;-45.120503652039325
1739209891.7474086;-35.57807855764607
1739209891.7474163;-38.13080360867914
1739209891.7474236;-45.120503652039325
1739209891.7474313;-45.120503652039325
1739209891.7474387;-45.120503652039325
1739209891.7474463;-45.120503652039325
1739209891.7474537;-35.57807855764607
1739209891.7474613;-35.57807855764607
1739209891.747469;-45.120503652039325
1739209891.7474763;-38.13080360867914
1739209891.747484;-45.120503652039325
1739209891.7474914;-38.13080360867914
1739209891.747499;-45.120503652039325
1739209891.7475064;-45.120503652039325
1739209891.747514;-38.13080360867914
1739209891.7475214;-45.120503652039325
1739209891.747529;-38.13080360867914
1739209891.7475367;-38.13080360867914
1739209891.747544;-35.57807855764607
1739209891.7475517;-35.57807855764607
1739209891.747559;-29.438486411369333
1739209891.7475667;-35.57807855764607
1739209891.747574;-38.13080360867914
1739209891.7475817;-38.13080360867914
1739209891.747589;-38.13080360867914
1739209891.7475967;-45.120503652039325
1739209891.7476044;-38.13080360867914
1739209891.7476118;-32.816014438256545
1739209891.7476194;-45.120503652039325
1739209891.7476268;-45.120503652039325
1739209891.7476344;-35.57807855764607
1739209891.7476418;-45.120503652039325
1739209891.7476494;-45.120503652039325
1739209891.7476568;-45.120503652039325
1739209891.7476645;-45.120503652039325
1739209891.747672;-33.981070128970906
1739209891.7476795;-38.13080360867914
1739209891.747687;-38.13080360867914
1739209891.7476945;-35.57807855764607
1739209891.7477021;-35.57807855764607
1739209891.7477095;-35.57807855764607
1739209891.7477171;-38.13080360867914
1739209891.7477245;-45.120503652039325
1739209891.7477322;-38.13080360867914
1739209891.7477398;-38.13080360867914
1739209891.7477472;-32.816014438256545
1739209891.7477548;-45.120503652039325
1739209891.7477622;-45.120503652039325
1739209891.7477698;-35.57807855764607
1739209891.7477772;-35.57807855764607
1739209891.7477849;-45.120503652039325
1739209891.7477922;-38.13080360867914
1739209891.7477999;-45.120503652039325
1739209891.7478075;-45.120503652039325
1739209891.747815;-45.120503652039325
1739209891.7478225;-45.120503652039325
1739209891.74783;-45.120503652039325
1739209891.7478375;-45.120503652039325
1739209891.747845;-31.141103565318893
1739209891.7478526;-45.120503652039325
1739209891.74786;-38.13080360867914
1739209891.7478676;-33.981070128970906
1739209891.7478752;-45.120503652039325
1739209891.7478826;-45.120503652039325
1739209891.7478902;-45.120503652039325
1739209891.7478976;-45.120503652039325
1739209891.7479053;-35.57807855764607
1739209891.7479126;-45.120503652039325
1739209891.7479203;-45.120503652039325
1739209891.7479277;-38.13080360867914
1739209891.7479353;-38.13080360867914
1739209891.747943;-45.120503652039325
1739209891.7479503;-45.120503652039325
1739209891.747958;-38.13080360867914
1739209891.7479653;-45.120503652039325
1739209891.747973;-38.13080360867914
1739209891.7479804;-45.120503652039325
1739209891.747988;-38.13080360867914
1739209891.7479956;-35.57807855764607
1739209891.748003;-38.13080360867914
1739209891.7480106;-45.120503652039325
1739209891.748018;-45.120503652039325
1739209891.7480257;-38.13080360867914
1739209891.748033;-45.120503652039325
1739209891.7480407;-35.57807855764607
1739209891.748048;-38.13080360867914
1739209891.7480557;-35.57807855764607
1739209891.7480633;-38.13080360867914
1739209891.7480707;-45.120503652039325
1739209891.7480783;-38.13080360867914
1739209891.7480857;-45.120503652039325
1739209891.7480934;-45.120503652039325
1739209891.7481008;-45.120503652039325
1739209891.7481084;-45.120503652039325
1739209891.7481158;-35.57807855764607
1739209891.7481234;-38.13080360867914
1739209891.748131;-38.13080360867914
1739209891.7481384;-35.57807855764607
1739209891.748146;-38.13080360867914
1739209891.7481534;-45.120503652039325
1739209891.748161;-38.13080360867914
1739209891.7481685;-45.120503652039325
1739209891.748176;-45.120503652039325
1739209891.7481835;-38.13080360867914
1739209891.748191;-45.120503652039325
1739209891.7481987;-45.120503652039325
1739209891.7482061;-38.13080360867914
1739209891.7482138;-45.120503652039325
1739209891.7482212;-45.120503652039325
1739209891.7482288;-31.141103565318915
1739209891.7482362;-33.981070128970906
1739209891.7482438;-45.120503652039325
1739209891.7482512;-45.120503652039325
1739209891.7482588;-38.13080360867914
1739209891.7482665;-38.13080360867914
1739209891.7482738;-38.13080360867914
1739209891.7482815;-38.13080360867914
1739209891.7482889;-38.13080360867914
1739209891.7482965;-45.120503652039325
1739209891.748304;-38.13080360867914
1739209891.7483115;-45.120503652039325
1739209891.748319;-38.13080360867914
1739209891.7483265;-45.120503652039325
1739209891.7483342;-38.13080360867914
1739209891.7483416;-38.13080360867914
1739209891.7483492;-38.13080360867914
1739209891.7483566;-45.120503652039325
1739209891.7483642;-45.120503652039325
1739209891.7483716;-45.120503652039325
1739209891.7483792;-33.981070128970906
1739209891.7483866;-45.120503652039325
1739209891.7483943;-45.120503652039325
1739209891.7484019;-45.120503652039325
1739209891.7484093;-33.981070128970906
1739209891.748417;-33.981070128970906
1739209891.7484243;-45.120503652039325
1739209891.748432;-38.13080360867914
1739209891.7484393;-33.981070128970906
1739209891.748447;-45.120503652039325
1739209891.7484543;-45.120503652039325
1739209891.748462;-38.13080360867914
1739209891.7484696;-45.120503652039325
1739209891.748477;-45.120503652039325
1739209891.7484846;-38.13080360867914
1739209891.748492;-45.120503652039325
1739209891.7484996;-38.13080360867914
1739209891.748507;-45.120503652039325
1739209891.7485147;-38.13080360867914
1739209891.748522;-45.120503652039325
1739209891.7485297;-31.141103565318915
1739209891.7485373;-31.141103565318915
1739209891.7485447;-45.120503652039325
1739209891.7485523;-45.120503652039325
1739209891.7485597;-38.13080360867914
1739209891.7485673;-38.13080360867914
1739209891.7485747;-38.13080360867914
1739209891.7485824;-38.13080360867914
1739209891.7485898;-45.120503652039325
1739209891.7485974;-45.120503652039325
1739209891.748605;-38.13080360867914
1739209891.7486124;-35.57807855764607
1739209891.74862;-38.13080360867914
1739209891.7486274;-45.120503652039325
1739209891.748635;-38.13080360867914
1739209891.7486424;-38.13080360867914
1739209891.74865;-45.120503652039325
1739209891.7486575;-38.13080360867914
1739209891.748665;-35.57807855764607
1739209891.7486727;-38.13080360867914
1739209891.74868;-45.120503652039325
1739209891.7486877;-45.120503652039325
1739209891.7486951;-38.13080360867914
1739209891.7487028;-45.120503652039325
1739209891.7487102;-38.13080360867914
1739209891.7487178;-28.58837851428586
1739209891.7487254;-38.13080360867914
1739209891.7487328;-45.120503652039325
1739209891.7487404;-35.57807855764607
1739209891.7487478;-33.981070128970906
1739209891.7487555;-38.13080360867914
1739209891.7487628;-35.57807855764607
1739209891.7487705;-38.13080360867914
1739209891.7487779;-38.13080360867914
1739209891.7487855;-38.13080360867914
1739209891.7487931;-38.13080360867914
1739209891.7488005;-45.120503652039325
1739209891.7488081;-38.13080360867914
1739209891.7488155;-38.13080360867914
1739209891.7488232;-38.13080360867914
1739209891.7488306;-35.57807855764607
1739209891.7488382;-38.13080360867914
1739209891.7488456;-45.120503652039325
1739209891.7488532;-38.13080360867914
1739209891.7488608;-45.120503652039325
1739209891.7488682;-45.120503652039325
1739209891.7488759;-38.13080360867914
1739209891.7488832;-45.120503652039325
1739209891.7488909;-38.13080360867914
1739209891.7488983;-38.13080360867914
1739209891.748906;-38.13080360867914
1739209891.7489133;-45.120503652039325
1739209891.748921;-38.13080360867914
1739209891.7489285;-45.120503652039325
1739209891.748936;-45.120503652039325
1739209891.7489436;-35.57807855764607
1739209891.748951;-38.13080360867914
1739209891.7489586;-45.120503652039325
1739209891.748966;-35.57807855764607
1739209891.7489736;-38.13080360867914
1739209891.748981;-45.120503652039325
1739209891.7489886;-38.13080360867914
1739209891.7489963;-45.120503652039325
1739209891.7490036;-45.120503652039325
1739209891.7490113;-38.13080360867914
1739209891.7490187;-38.13080360867914
1739209891.7490263;-38.13080360867914
1739209891.7490337;-32.816014438256545
1739209891.7490413;-38.13080360867914
1739209891.7490487;-45.120503652039325
1739209891.7490563;-38.13080360867914
1739209891.749064;-38.13080360867914
1739209891.7490714;-38.13080360867914
1739209891.749079;-45.120503652039325
1739209891.7490864;-45.120503652039325
1739209891.749094;-35.57807855764607
1739209891.7491014;-38.13080360867914
1739209891.749109;-38.13080360867914
1739209891.7491164;-38.13080360867914
1739209891.749124;-35.57807855764607
1739209891.7491317;-45.120503652039325
1739209891.749139;-38.13080360867914
1739209891.7491467;-32.816014438256545
1739209891.749154;-45.120503652039325
1739209891.7491617;-33.981070128970906
1739209891.749169;-45.120503652039325
1739209891.7491767;-38.13080360867914
1739209891.7491841;-33.981070128970906
1739209891.7491918;-38.13080360867914
1739209891.7491994;-45.120503652039325
1739209891.7492068;-33.981070128970906
1739209891.7492144;-35.57807855764607
1739209891.7492218;-38.13080360867914
1739209891.7492294;-45.120503652039325
1739209891.7492368;-45.120503652039325
1739209891.7492445;-38.13080360867914
1739209891.7492518;-38.13080360867914
1739209891.7492595;-38.13080360867914
1739209891.749267;-38.13080360867914
1739209891.7492745;-45.120503652039325
1739209891.7492821;-45.120503652039325
1739209891.7492895;-38.13080360867914
1739209891.7492971;-35.57807855764607
1739209891.7493045;-45.120503652039325
1739209891.7493122;-45.120503652039325
1739209891.7493196;-33.981070128970906
1739209891.7493272;-31.141103565318915
1739209891.7493348;-32.816014438256545
1739209891.7493422;-35.57807855764607
1739209891.7493498;-38.13080360867914
1739209891.7493572;-38.13080360867914
1739209891.7493649;-45.120503652039325
1739209891.7493722;-38.13080360867914
1739209891.7493799;-45.120503652039325
1739209891.7493873;-31.14110356531892
1739209891.749395;-35.57807855764607
1739209891.7494025;-38.13080360867914
1739209891.74941;-45.120503652039325
1739209891.7494175;-33.981070128970906
1739209891.749425;-35.57807855764607
1739209891.7494326;-45.120503652039325
1739209891.74944;-45.120503652039325
1739209891.7494476;-31.141103565318915
1739209891.749455;-35.57807855764607
1739209891.7494626;-38.13080360867914
1739209891.7494702;-45.120503652039325
1739209891.7494776;-38.13080360867914
1739209891.7494853;-32.816014438256545
1739209891.7494926;-32.816014438256545
1739209891.7495003;-45.120503652039325
1739209891.7495077;-33.981070128970906
1739209891.7495153;-33.981070128970906
1739209891.749523;-38.13080360867914
1739209891.7495303;-45.120503652039325
1739209891.749538;-38.13080360867914
1739209891.7495453;-35.57807855764607
1739209891.749553;-33.981070128970906
1739209891.7495604;-45.120503652039325
1739209891.749568;-33.981070128970906
1739209891.7495754;-33.981070128970906
1739209891.749583;-45.120503652039325
1739209891.7495906;-45.120503652039325
1739209891.749598;-33.981070128970906
1739209891.7496057;-45.120503652039325
1739209891.749613;-38.13080360867914
1739209891.7496207;-45.120503652039325
1739209891.749628;-31.141103565318915
1739209891.7496357;-32.816014438256545
1739209891.749643;-38.13080360867914
1739209891.7496507;-45.120503652039325
1739209891.7496583;-38.13080360867914
1739209891.7496657;-32.816014438256545
1739209891.7496734;-38.13080360867914
1739209891.7496808;-45.120503652039325
1739209891.7496884;-33.981070128970906
1739209891.7496958;-33.981070128970906
1739209891.7497034;-38.13080360867914
1739209891.7497108;-38.13080360867914
1739209891.7497184;-38.13080360867914
1739209891.749726;-35.57807855764607
1739209891.7497334;-45.120503652039325
1739209891.749741;-45.120503652039325
1739209891.7497485;-33.981070128970906
1739209891.749756;-38.13080360867914
1739209891.7497635;-38.13080360867914
1739209891.749771;-45.120503652039325
1739209891.7497785;-38.13080360867914
1739209891.7497861;-35.57807855764607
1739209891.7497938;-38.13080360867914
1739209891.7498012;-45.120503652039325
1739209891.7498088;-38.13080360867914
1739209891.7498162;-38.13080360867914
1739209891.7498238;-45.120503652039325
1739209891.7498312;-45.120503652039325
1739209891.7498388;-45.120503652039325
1739209891.7498462;-35.57807855764607
1739209891.7498538;-38.13080360867914
1739209891.7498615;-38.13080360867914
1739209891.7498689;-33.981070128970906
1739209891.7498765;-38.13080360867914
1739209891.749884;-45.120503652039325
1739209891.7498915;-38.13080360867914
1739209891.749899;-38.13080360867914
1739209891.7499065;-45.120503652039325
1739209891.749914;-45.120503652039325
1739209891.7499216;-45.120503652039325
1739209891.7499292;-45.120503652039325
1739209891.7499366;-45.120503652039325
1739209891.7499442;-38.13080360867914
1739209891.7499516;-45.120503652039325
1739209891.7499592;-38.13080360867914
1739209891.7499666;-38.13080360867914
1739209891.7499743;-38.13080360867914
1739209891.7499816;-45.120503652039325
1739209891.7499893;-45.120503652039325
1739209891.749997;-32.816014438256545
1739209891.7500043;-45.120503652039325
1739209891.750012;-45.120503652039325
1739209891.7500193;-38.13080360867914
1739209891.750027;-35.57807855764607
1739209891.7500343;-38.13080360867914
1739209891.750042;-45.120503652039325
1739209891.7500494;-45.120503652039325
1739209891.750057;-45.120503652039325
1739209891.7500646;-38.13080360867914
1739209891.750072;-38.13080360867914
1739209891.7500796;-38.13080360867914
1739209891.750087;-38.13080360867914
1739209891.7500947;-38.13080360867914
1739209891.750102;-45.120503652039325
1739209891.7501097;-38.13080360867914
1739209891.750117;-35.57807855764607
1739209891.7501247;-35.57807855764607
1739209891.7501323;-38.13080360867914
1739209891.7501397;-45.120503652039325
1739209891.7501473;-32.816014438256545
1739209891.7501547;-38.13080360867914
1739209891.7501624;-38.13080360867914
1739209891.7501698;-38.13080360867914
1739209891.7501774;-25.826314394896354
1739209891.7501848;-35.57807855764607
1739209891.7501924;-45.120503652039325
1739209891.7502;-45.120503652039325
1739209891.7502074;-38.13080360867914
1739209891.750215;-45.120503652039325
1739209891.7502224;-35.57807855764607
1739209891.75023;-35.57807855764607
1739209891.7502375;-38.13080360867914
1739209891.750245;-45.120503652039325
1739209891.7502527;-45.120503652039325
1739209891.75026;-45.120503652039325
1739209891.7502677;-45.120503652039325
1739209891.7502751;-45.120503652039325
1739209891.7502828;-38.13080360867914
1739209891.7502902;-38.13080360867914
1739209891.7502978;-31.141103565318893
1739209891.7503052;-35.57807855764607
1739209891.7503128;-45.120503652039325
1739209891.7503204;-33.981070128970906
1739209891.7503278;-38.13080360867914
1739209891.7503355;-45.120503652039325
1739209891.7503428;-45.120503652039325
1739209891.7503505;-45.120503652039325
1739209891.7503579;-38.13080360867914
1739209891.7503655;-45.120503652039325
1739209891.750373;-38.13080360867914
1739209891.7503805;-38.13080360867914
1739209891.7503881;-38.13080360867914
1739209891.7503955;-45.120503652039325
1739209891.7504032;-35.57807855764607
1739209891.7504106;-35.57807855764607
1739209891.7504182;-32.81601443825658
1739209891.7504256;-45.120503652039325
1739209891.7504332;-38.13080360867914
1739209891.7504406;-38.13080360867914
1739209891.7504482;-45.120503652039325
1739209891.7504559;-45.120503652039325
1739209891.7504632;-38.13080360867914
1739209891.7504709;-45.120503652039325
1739209891.7504783;-27.8777449560314
1739209891.750486;-31.141103565318893
1739209891.7504933;-38.13080360867914
1739209891.750501;-38.13080360867914
1739209891.7505083;-45.120503652039325
1739209891.750516;-45.120503652039325
1739209891.7505236;-35.57807855764607
1739209891.750531;-32.816014438256545
1739209891.7505386;-45.120503652039325
1739209891.750546;-38.13080360867914
1739209891.7505536;-35.57807855764607
1739209891.750561;-45.120503652039325
1739209891.7505686;-45.120503652039325
1739209891.750576;-45.120503652039325
1739209891.7505836;-45.120503652039325
1739209891.7505913;-45.120503652039325
1739209891.7505987;-45.120503652039325
1739209891.7506063;-38.13080360867914
1739209891.7506137;-45.120503652039325
1739209891.7506213;-38.13080360867914
1739209891.7506287;-45.120503652039325
1739209891.7506363;-45.120503652039325
1739209891.7506437;-45.120503652039325
1739209891.7506514;-45.120503652039325
1739209891.750659;-38.13080360867914
1739209891.7506664;-38.13080360867914
1739209891.750674;-38.13080360867914
1739209891.7506814;-38.13080360867914
1739209891.750689;-38.13080360867914
1739209891.7506964;-33.981070128970906
1739209891.750704;-45.120503652039325
1739209891.7507114;-38.13080360867914
1739209891.750719;-45.120503652039325
1739209891.7507267;-45.120503652039325
1739209891.750734;-38.13080360867914
1739209891.7507417;-38.13080360867914
1739209891.750749;-45.120503652039325
1739209891.7507567;-45.120503652039325
1739209891.7507641;-45.120503652039325
1739209891.7507718;-45.120503652039325
1739209891.7507792;-45.120503652039325
1739209891.7507868;-38.13080360867914
1739209891.7507944;-38.13080360867914
1739209891.7508018;-45.120503652039325
1739209891.7508094;-45.120503652039325
1739209891.7508168;-45.120503652039325
1739209891.7508245;-45.120503652039325
1739209891.7508318;-45.120503652039325
1739209891.7508395;-38.13080360867914
1739209891.7508469;-33.981070128970906
1739209891.7508545;-45.120503652039325
1739209891.7508621;-45.120503652039325
1739209891.7508695;-45.120503652039325
1739209891.7508771;-38.13080360867914
1739209891.7508845;-38.13080360867914
1739209891.7508922;-38.13080360867914
1739209891.7508996;-35.57807855764607
1739209891.7509072;-45.120503652039325
1739209891.7509146;-33.981070128970906
1739209891.7509222;-38.13080360867914
1739209891.7509298;-45.120503652039325
1739209891.7509372;-45.120503652039325
1739209891.7509449;-38.13080360867914
1739209891.7509522;-33.981070128970906
1739209891.7509599;-45.120503652039325
1739209891.7509673;-38.13080360867914
1739209891.750975;-38.13080360867914
1739209891.7509823;-38.13080360867914
1739209891.75099;-45.120503652039325
1739209891.7509975;-38.13080360867914
1739209891.751005;-35.57807855764607
1739209891.7510126;-38.13080360867914
1739209891.75102;-45.120503652039325
1739209891.7510276;-33.981070128970906
1739209891.751035;-38.13080360867914
1739209891.7510426;-45.120503652039325
1739209891.7510502;-45.120503652039325
1739209891.7510576;-38.13080360867914
1739209891.7510653;-45.120503652039325
1739209891.7510726;-38.13080360867914
1739209891.7510803;-38.13080360867914
1739209891.7510877;-30.49652367304973
1739209891.7510953;-38.13080360867914
1739209891.7511027;-45.120503652039325
1739209891.7511103;-45.120503652039325
1739209891.751118;-38.13080360867914
1739209891.7511253;-38.13080360867914
1739209891.751133;-38.13080360867914
1739209891.7511404;-45.120503652039325
1739209891.751148;-33.981070128970906
1739209891.7511554;-38.13080360867914
1739209891.751163;-45.120503652039325
1739209891.7511704;-38.13080360867914
1739209891.751178;-38.13080360867914
1739209891.7511857;-45.120503652039325
1739209891.751193;-45.120503652039325
1739209891.7512007;-38.13080360867914
1739209891.751208;-32.816014438256545
1739209891.7512157;-33.981070128970906
1739209891.751223;-38.13080360867914
1739209891.7512307;-38.13080360867914
1739209891.751238;-35.57807855764607
1739209891.7512457;-38.13080360867914
1739209891.7512534;-38.13080360867914
1739209891.7512608;-33.981070128970906
1739209891.7512684;-38.13080360867914
1739209891.7512758;-35.57807855764607
1739209891.7512834;-38.13080360867914
1739209891.7512908;-35.57807855764607
1739209891.7512984;-38.13080360867914
1739209891.7513058;-38.13080360867914
1739209891.7513134;-38.13080360867914
1739209891.751321;-35.57807855764607
1739209891.7513285;-32.816014438256545
1739209891.751336;-33.981070128970906
1739209891.7513435;-45.120503652039325
1739209891.751351;-35.57807855764607
1739209891.7513585;-35.57807855764607
1739209891.7513661;-45.120503652039325
1739209891.7513735;-38.13080360867914
1739209891.7513812;-38.13080360867914
1739209891.7513888;-45.120503652039325
1739209891.7513962;-45.120503652039325
1739209891.7514038;-38.13080360867914
1739209891.7514112;-45.120503652039325
1739209891.7514188;-35.57807855764607
1739209891.7514262;-45.120503652039325
1739209891.7514338;-45.120503652039325
1739209891.7514412;-32.816014438256545
1739209891.7514489;-38.13080360867914
1739209891.7514565;-45.120503652039325
1739209891.751464;-38.13080360867914
1739209891.7514715;-38.13080360867914
1739209891.751479;-45.120503652039325
1739209891.7514865;-45.120503652039325
1739209891.751494;-38.13080360867914
1739209891.7515016;-38.13080360867914
1739209891.751509;-38.13080360867914
1739209891.7515166;-45.120503652039325
1739209891.7515242;-45.120503652039325
1739209891.7515316;-35.57807855764607
1739209891.7515392;-38.13080360867914
1739209891.7515466;-45.120503652039325
1739209891.7515543;-45.120503652039325
1739209891.7515616;-45.120503652039325
1739209891.7515693;-38.13080360867914
1739209891.7515767;-45.120503652039325
1739209891.7515843;-45.120503652039325
1739209891.751592;-35.57807855764607
1739209891.7515993;-35.57807855764607
1739209891.751607;-32.816014438256545
1739209891.7516143;-38.13080360867914
1739209891.751622;-35.57807855764607
1739209891.7516294;-38.13080360867914
1739209891.751637;-38.13080360867914
1739209891.7516444;-38.13080360867914
1739209891.751652;-35.57807855764607
1739209891.7516596;-38.13080360867914
1739209891.751667;-45.120503652039325
1739209891.7516747;-32.816014438256545
1739209891.751682;-38.13080360867914
1739209891.7516897;-38.13080360867914
1739209891.751697;-45.120503652039325
1739209891.7517047;-45.120503652039325
1739209891.751712;-45.120503652039325
1739209891.7517197;-45.120503652039325
1739209891.7517273;-45.120503652039325
1739209891.7517347;-38.13080360867914
1739209891.7517424;-38.13080360867914
1739209891.7517498;-38.13080360867914
1739209891.7517574;-45.120503652039325
1739209891.7517648;-45.120503652039325
1739209891.7517724;-38.13080360867914
1739209891.75178;-38.13080360867914
1739209891.7517874;-35.57807855764607
1739209891.751795;-45.120503652039325
1739209891.7518024;-35.57807855764607
1739209891.75181;-45.120503652039325
1739209891.7518175;-27.8777449560314
1739209891.751825;-29.438486411369333
1739209891.7518325;-38.13080360867914
1739209891.75184;-45.120503652039325
1739209891.7518477;-38.13080360867914
1739209891.7518551;-38.13080360867914
1739209891.7518628;-45.120503652039325
1739209891.7518702;-33.981070128970906
1739209891.7518778;-38.13080360867914
1739209891.7518852;-45.120503652039325
1739209891.7518928;-38.13080360867914
1739209891.7519002;-35.57807855764607
