CAN Message; 0x98:0000bbd66558ec94
Timestamp;Amplitude
1739209660.2456038;-38.13080360867914
1739209660.2456117;-33.981070128970906
1739209660.2456193;-45.120503652039325
1739209660.2456272;-38.13080360867914
1739209660.2456348;-45.120503652039325
1739209660.2456424;-38.13080360867914
1739209660.2456503;-45.120503652039325
1739209660.245658;-35.57807855764607
1739209660.2456656;-26.487275050834715
1739209660.2456734;-45.120503652039325
1739209660.245681;-45.120503652039325
1739209660.245689;-38.13080360867914
1739209660.2456965;-32.816014438256545
1739209660.2457042;-38.13080360867914
1739209660.245712;-45.120503652039325
1739209660.2457197;-45.120503652039325
1739209660.2457275;-45.120503652039325
1739209660.2457352;-38.13080360867914
1739209660.2457428;-45.120503652039325
1739209660.2457507;-38.13080360867914
1739209660.2457583;-45.120503652039325
1739209660.2457662;-35.57807855764607
1739209660.2457738;-35.57807855764607
1739209660.2457814;-45.120503652039325
1739209660.2457893;-35.57807855764607
1739209660.245797;-38.13080360867914
1739209660.2458045;-45.120503652039325
1739209660.2458124;-35.57807855764607
1739209660.24582;-38.13080360867914
1739209660.245828;-38.13080360867914
1739209660.2458355;-45.120503652039325
1739209660.2458432;-38.13080360867914
1739209660.245851;-32.816014438256545
1739209660.2458587;-38.13080360867914
1739209660.2458665;-38.13080360867914
1739209660.2458742;-45.120503652039325
1739209660.2458818;-45.120503652039325
1739209660.2458897;-35.57807855764607
1739209660.2458973;-38.13080360867914
1739209660.2459052;-38.13080360867914
1739209660.2459128;-45.120503652039325
1739209660.2459204;-45.120503652039325
1739209660.2459283;-38.13080360867914
1739209660.245936;-38.13080360867914
1739209660.2459435;-45.120503652039325
1739209660.2459514;-35.57807855764607
1739209660.245959;-35.57807855764607
1739209660.245967;-45.120503652039325
1739209660.2459745;-28.992665084841942
1739209660.2459822;-35.57807855764607
1739209660.24599;-35.57807855764607
1739209660.2459977;-45.120503652039325
1739209660.2460055;-38.13080360867914
1739209660.2460132;-35.57807855764607
1739209660.2460208;-38.13080360867914
1739209660.2460287;-38.13080360867914
1739209660.2460363;-32.81601443825658
1739209660.2460442;-38.13080360867914
1739209660.2460518;-38.13080360867914
1739209660.2460594;-45.120503652039325
1739209660.2460673;-45.120503652039325
1739209660.246075;-35.57807855764607
1739209660.2460825;-33.981070128970906
1739209660.2460904;-45.120503652039325
1739209660.246098;-31.141103565318915
1739209660.246106;-33.981070128970906
1739209660.2461135;-35.57807855764607
1739209660.2461212;-35.57807855764607
1739209660.246129;-38.13080360867914
1739209660.2461367;-29.438486411369333
1739209660.2461445;-32.816014438256545
1739209660.2461522;-45.120503652039325
1739209660.2461598;-38.13080360867914
1739209660.2461677;-28.992665084841942
1739209660.2461753;-38.13080360867914
1739209660.2461832;-45.120503652039325
1739209660.2461908;-45.120503652039325
1739209660.2461984;-35.57807855764607
1739209660.2462063;-35.57807855764607
1739209660.246214;-45.120503652039325
1739209660.2462215;-38.13080360867914
1739209660.2462294;-38.13080360867914
1739209660.246237;-35.57807855764607
1739209660.246245;-45.120503652039325
1739209660.2462525;-45.120503652039325
1739209660.2462602;-31.141103565318915
1739209660.246268;-38.13080360867914
1739209660.2462757;-45.120503652039325
1739209660.2462835;-38.13080360867914
1739209660.2462912;-38.13080360867914
1739209660.2462988;-45.120503652039325
1739209660.2463067;-45.120503652039325
1739209660.2463143;-45.120503652039325
1739209660.2463222;-38.13080360867914
1739209660.2463298;-35.57807855764607
1739209660.2463374;-45.120503652039325
1739209660.2463453;-38.13080360867914
1739209660.246353;-38.13080360867914
1739209660.2463605;-38.13080360867914
1739209660.2463684;-35.57807855764607
1739209660.246376;-35.57807855764607
1739209660.246384;-45.120503652039325
1739209660.2463915;-45.120503652039325
1739209660.2463992;-38.13080360867914
1739209660.246407;-38.13080360867914
1739209660.2464147;-38.13080360867914
1739209660.2464225;-35.57807855764607
1739209660.2464302;-38.13080360867914
1739209660.2464378;-38.13080360867914
1739209660.2464457;-33.981070128970906
1739209660.2464533;-45.120503652039325
1739209660.2464612;-32.816014438256545
1739209660.2464688;-35.57807855764607
1739209660.2464764;-45.120503652039325
1739209660.2464843;-45.120503652039325
1739209660.246492;-38.13080360867914
1739209660.2464995;-38.13080360867914
1739209660.2465074;-45.120503652039325
1739209660.246515;-45.120503652039325
1739209660.246523;-33.981070128970906
1739209660.2465305;-38.13080360867914
1739209660.2465382;-45.120503652039325
1739209660.246546;-45.120503652039325
1739209660.2465537;-33.981070128970906
1739209660.2465615;-45.120503652039325
1739209660.2465692;-33.981070128970906
1739209660.2465768;-32.816014438256545
1739209660.2465847;-45.120503652039325
1739209660.2465923;-38.13080360867914
1739209660.2466002;-45.120503652039325
1739209660.2466078;-38.13080360867914
1739209660.2466154;-45.120503652039325
1739209660.2466233;-38.13080360867914
1739209660.246631;-45.120503652039325
1739209660.2466385;-45.120503652039325
1739209660.2466464;-45.120503652039325
1739209660.246654;-45.120503652039325
1739209660.246662;-35.57807855764607
1739209660.2466695;-35.57807855764607
1739209660.2466772;-45.120503652039325
1739209660.246685;-45.120503652039325
1739209660.2466927;-35.57807855764607
1739209660.2467005;-35.57807855764607
1739209660.2467082;-45.120503652039325
1739209660.2467158;-45.120503652039325
1739209660.2467237;-38.13080360867914
1739209660.2467313;-45.120503652039325
1739209660.2467391;-45.120503652039325
1739209660.2467468;-45.120503652039325
1739209660.2467544;-38.13080360867914
1739209660.2467623;-45.120503652039325
1739209660.24677;-45.120503652039325
1739209660.2467775;-45.120503652039325
1739209660.2467854;-45.120503652039325
1739209660.246793;-45.120503652039325
1739209660.246801;-45.120503652039325
1739209660.2468085;-45.120503652039325
1739209660.2468162;-35.57807855764607
1739209660.246824;-35.57807855764607
1739209660.2468317;-38.13080360867914
1739209660.2468395;-38.13080360867914
1739209660.2468472;-38.13080360867914
1739209660.2468548;-45.120503652039325
1739209660.2468626;-38.13080360867914
1739209660.2468703;-38.13080360867914
1739209660.2468781;-45.120503652039325
1739209660.2468858;-45.120503652039325
1739209660.2468934;-35.57807855764607
1739209660.2469013;-35.57807855764607
1739209660.246909;-45.120503652039325
1739209660.2469165;-45.120503652039325
1739209660.2469244;-35.57807855764607
1739209660.246932;-32.816014438256545
1739209660.24694;-38.13080360867914
1739209660.2469475;-38.13080360867914
1739209660.2469552;-32.816014438256545
1739209660.246963;-32.816014438256545
1739209660.2469707;-38.13080360867914
1739209660.2469785;-35.57807855764607
1739209660.2469862;-45.120503652039325
1739209660.2469938;-45.120503652039325
1739209660.2470016;-45.120503652039325
1739209660.2470093;-45.120503652039325
1739209660.2470171;-38.13080360867914
1739209660.2470248;-45.120503652039325
1739209660.2470324;-38.13080360867914
1739209660.2470403;-45.120503652039325
1739209660.247048;-45.120503652039325
1739209660.2470555;-45.120503652039325
1739209660.2470634;-38.13080360867914
1739209660.247071;-38.13080360867914
1739209660.247079;-38.13080360867914
1739209660.2470865;-38.13080360867914
1739209660.2470942;-45.120503652039325
1739209660.247102;-33.981070128970906
1739209660.2471097;-38.13080360867914
1739209660.2471175;-35.57807855764607
1739209660.2471251;-45.120503652039325
1739209660.2471328;-45.120503652039325
1739209660.2471406;-38.13080360867914
1739209660.2471483;-45.120503652039325
1739209660.2471561;-45.120503652039325
1739209660.2471638;-45.120503652039325
1739209660.2471714;-45.120503652039325
1739209660.2471793;-35.57807855764607
1739209660.247187;-38.13080360867914
1739209660.2471945;-38.13080360867914
1739209660.2472024;-45.120503652039325
1739209660.24721;-45.120503652039325
1739209660.247218;-38.13080360867914
1739209660.2472255;-31.141103565318915
1739209660.2472332;-38.13080360867914
1739209660.247241;-38.13080360867914
1739209660.2472486;-38.13080360867914
1739209660.2472565;-38.13080360867914
1739209660.2472641;-38.13080360867914
1739209660.2472718;-45.120503652039325
1739209660.2472796;-45.120503652039325
1739209660.2472873;-45.120503652039325
1739209660.2472951;-45.120503652039325
1739209660.2473028;-45.120503652039325
1739209660.2473104;-45.120503652039325
1739209660.2473183;-45.120503652039325
1739209660.247326;-45.120503652039325
1739209660.2473335;-38.13080360867914
1739209660.2473414;-38.13080360867914
1739209660.247349;-28.992665084841942
1739209660.247357;-38.13080360867914
1739209660.2473645;-45.120503652039325
1739209660.2473722;-38.13080360867914
1739209660.24738;-33.981070128970906
1739209660.2473876;-38.13080360867914
1739209660.2473955;-38.13080360867914
1739209660.2474031;-38.13080360867914
1739209660.2474108;-38.13080360867914
1739209660.2474186;-45.120503652039325
1739209660.2474263;-45.120503652039325
1739209660.2474341;-45.120503652039325
1739209660.2474418;-45.120503652039325
1739209660.2474494;-45.120503652039325
1739209660.2474573;-38.13080360867914
1739209660.247465;-38.13080360867914
1739209660.2474725;-38.13080360867914
1739209660.2474804;-45.120503652039325
1739209660.247488;-38.13080360867914
1739209660.247496;-33.981070128970906
1739209660.2475035;-33.981070128970906
1739209660.2475111;-38.13080360867914
1739209660.247519;-38.13080360867914
1739209660.2475266;-32.816014438256545
1739209660.2475345;-30.49652367304973
1739209660.2475421;-38.13080360867914
1739209660.2475498;-45.120503652039325
1739209660.2475576;-38.13080360867914
1739209660.2475653;-45.120503652039325
1739209660.247573;-45.120503652039325
1739209660.2475808;-38.13080360867914
1739209660.2475884;-38.13080360867914
1739209660.2475963;-33.981070128970906
1739209660.247604;-38.13080360867914
1739209660.2476115;-45.120503652039325
1739209660.2476194;-45.120503652039325
1739209660.247627;-38.13080360867914
1739209660.247635;-45.120503652039325
1739209660.2476425;-45.120503652039325
1739209660.2476501;-33.981070128970906
1739209660.247658;-31.141103565318915
1739209660.2476656;-30.49652367304973
1739209660.2476735;-33.981070128970906
1739209660.2476811;-38.13080360867914
1739209660.2476888;-38.13080360867914
1739209660.2476966;-45.120503652039325
1739209660.2477043;-45.120503652039325
1739209660.247712;-45.120503652039325
