CAN Message; 0x77:4ae9da5dba8cfe31
1739209726.3040533;-38.13080360867914
1739209726.3040593;-38.13080360867914
1739209726.3040655;-38.13080360867914
1739209726.3040717;-45.120503652039325
1739209726.3040776;-38.13080360867914
1739209726.3040838;-45.120503652039325
1739209726.30409;-45.120503652039325
1739209726.304096;-45.120503652039325
1739209726.3041022;-38.13080360867914
1739209726.3041084;-35.57807855764607
1739209726.3041143;-38.13080360867914
1739209726.3041205;-38.13080360867914
1739209726.3041265;-33.981070128970906
1739209726.3041327;-35.57807855764607
1739209726.304139;-38.13080360867914
1739209726.3041449;-38.13080360867914
1739209726.304151;-38.13080360867914
1739209726.3041573;-33.981070128970906
1739209726.3041632;-38.13080360867914
1739209726.3041694;-45.120503652039325
1739209726.3041756;-38.13080360867914
1739209726.3041816;-33.981070128970906
1739209726.3041878;-45.120503652039325
1739209726.304194;-45.120503652039325
1739209726.3042;-38.13080360867914
1739209726.3042061;-38.13080360867914
1739209726.3042123;-45.120503652039325
1739209726.3042183;-38.13080360867914
1739209726.3042245;-31.141103565318915
1739209726.3042307;-35.57807855764607
1739209726.3042367;-38.13080360867914
1739209726.3042428;-45.120503652039325
1739209726.304249;-45.120503652039325
1739209726.304255;-38.13080360867914
1739209726.3042612;-45.120503652039325
1739209726.3042674;-45.120503652039325
1739209726.3042734;-45.120503652039325
1739209726.3042796;-45.120503652039325
1739209726.3042858;-38.13080360867914
1739209726.3042917;-38.13080360867914
1739209726.304298;-35.57807855764607
1739209726.3043041;-38.13080360867914
1739209726.30431;-38.13080360867914
1739209726.3043163;-35.57807855764607
1739209726.3043225;-35.57807855764607
1739209726.3043284;-35.57807855764607
1739209726.3043346;-38.13080360867914
1739209726.3043408;-38.13080360867914
1739209726.3043468;-35.57807855764607
1739209726.304353;-35.57807855764607
1739209726.3043592;-45.120503652039325
1739209726.3043652;-38.13080360867914
1739209726.3043714;-38.13080360867914
1739209726.3043773;-38.13080360867914
1739209726.3043835;-38.13080360867914
1739209726.3043897;-35.57807855764607
1739209726.3043957;-45.120503652039325
1739209726.3044019;-45.120503652039325
1739209726.304408;-45.120503652039325
1739209726.304414;-45.120503652039325
1739209726.3044202;-45.120503652039325
1739209726.3044264;-45.120503652039325
1739209726.3044324;-38.13080360867914
1739209726.3044386;-38.13080360867914
1739209726.3044448;-35.57807855764607
1739209726.3044508;-35.57807855764607
1739209726.304457;-45.120503652039325
1739209726.3044631;-45.120503652039325
1739209726.304469;-35.57807855764607
1739209726.3044753;-28.58837851428586
1739209726.3044815;-38.13080360867914
1739209726.3044875;-35.57807855764607
1739209726.3044937;-45.120503652039325
1739209726.3044999;-45.120503652039325
1739209726.3045058;-38.13080360867914
1739209726.304512;-45.120503652039325
1739209726.3045182;-45.120503652039325
1739209726.3045242;-38.13080360867914
1739209726.3045304;-45.120503652039325
1739209726.3045366;-38.13080360867914
1739209726.3045425;-38.13080360867914
1739209726.3045487;-38.13080360867914
1739209726.304555;-38.13080360867914
1739209726.304561;-45.120503652039325
1739209726.304567;-38.13080360867914
1739209726.3045733;-28.58837851428586
1739209726.3045793;-38.13080360867914
1739209726.3045855;-35.57807855764607
1739209726.3045917;-38.13080360867914
1739209726.3045976;-38.13080360867914
1739209726.3046038;-38.13080360867914
1739209726.3046098;-35.57807855764607
1739209726.304616;-35.57807855764607
1739209726.3046222;-33.981070128970956
1739209726.3046281;-45.120503652039325
1739209726.3046343;-45.120503652039325
1739209726.3046405;-38.13080360867914
1739209726.3046465;-45.120503652039325
1739209726.3046527;-45.120503652039325
1739209726.304659;-38.13080360867914
1739209726.3046649;-38.13080360867914
1739209726.304671;-30.49652367304973
1739209726.3046772;-38.13080360867914
1739209726.3046832;-45.120503652039325
1739209726.3046894;-38.13080360867914
1739209726.3046956;-38.13080360867914
1739209726.3047016;-38.13080360867914
1739209726.3047078;-45.120503652039325
1739209726.304714;-45.120503652039325
1739209726.30472;-33.981070128970906
1739209726.3047261;-38.13080360867914
1739209726.3047323;-38.13080360867914
1739209726.3047383;-38.13080360867914
1739209726.3047445;-38.13080360867914
1739209726.3047507;-38.13080360867914
1739209726.3047566;-45.120503652039325
1739209726.3047628;-45.120503652039325
1739209726.304769;-45.120503652039325
1739209726.304775;-45.120503652039325
1739209726.3047812;-45.120503652039325
1739209726.3047874;-38.13080360867914
1739209726.3047934;-38.13080360867914
1739209726.3047996;-45.120503652039325
1739209726.3048058;-45.120503652039325
1739209726.3048117;-38.13080360867914
1739209726.304818;-28.992665084841942
1739209726.304824;-31.141103565318915
1739209726.30483;-45.120503652039325
1739209726.3048363;-38.13080360867914
1739209726.3048425;-38.13080360867914
1739209726.3048484;-35.57807855764607
1739209726.3048546;-35.57807855764607
1739209726.3048606;-38.13080360867914
1739209726.3048668;-33.981070128970906
1739209726.304873;-38.13080360867914
1739209726.304879;-45.120503652039325
1739209726.3048851;-45.120503652039325
1739209726.3048913;-38.13080360867914
1739209726.3048973;-38.13080360867914
1739209726.3049035;-45.120503652039325
1739209726.3049097;-45.120503652039325
1739209726.3049157;-45.120503652039325
1739209726.3049219;-45.120503652039325
1739209726.304928;-38.13080360867914
1739209726.304934;-45.120503652039325
1739209726.3049402;-38.13080360867914
1739209726.3049464;-38.13080360867914
1739209726.3049524;-45.120503652039325
1739209726.3049586;-45.120503652039325
1739209726.3049648;-38.13080360867914
1739209726.3049707;-38.13080360867914
1739209726.304977;-38.13080360867914
1739209726.3049831;-38.13080360867914
1739209726.304989;-45.120503652039325
1739209726.3049953;-35.57807855764607
1739209726.3050015;-38.13080360867914
1739209726.3050075;-45.120503652039325
1739209726.3050137;-45.120503652039325
1739209726.3050199;-38.13080360867914
1739209726.3050258;-45.120503652039325
1739209726.305032;-45.120503652039325
1739209726.3050382;-45.120503652039325
1739209726.3050442;-38.13080360867914
1739209726.3050504;-45.120503652039325
1739209726.3050566;-38.13080360867914
1739209726.3050625;-38.13080360867914
1739209726.3050687;-33.981070128970906
1739209726.305075;-38.13080360867914
1739209726.305081;-38.13080360867914
1739209726.305087;-38.13080360867914
1739209726.305093;-35.57807855764607
1739209726.3050992;-38.13080360867914
1739209726.3051054;-38.13080360867914
1739209726.3051114;-38.13080360867914
1739209726.3051176;-38.13080360867914
1739209726.3051238;-38.13080360867914
1739209726.3051298;-38.13080360867914
1739209726.305136;-38.13080360867914
1739209726.3051422;-45.120503652039325
1739209726.3051481;-38.13080360867914
1739209726.3051543;-38.13080360867914
1739209726.3051605;-45.120503652039325
1739209726.3051665;-38.13080360867914
1739209726.3051727;-35.57807855764607
1739209726.3051789;-38.13080360867914
1739209726.3051848;-38.13080360867914
1739209726.305191;-38.13080360867914
1739209726.3051972;-38.13080360867914
1739209726.3052032;-38.13080360867914
1739209726.3052094;-45.120503652039325
1739209726.3052156;-38.13080360867914
1739209726.3052216;-38.13080360867914
1739209726.3052278;-38.13080360867914
1739209726.305234;-45.120503652039325
1739209726.30524;-45.120503652039325
1739209726.305246;-38.13080360867914
1739209726.3052523;-38.13080360867914
1739209726.3052583;-45.120503652039325
1739209726.3052645;-45.120503652039325
1739209726.3052707;-38.13080360867914
1739209726.3052766;-38.13080360867914
1739209726.3052828;-38.13080360867914
1739209726.305289;-38.13080360867914
1739209726.305295;-45.120503652039325
1739209726.3053012;-45.120503652039325
1739209726.3053074;-45.120503652039325
1739209726.3053133;-35.57807855764607
1739209726.3053195;-32.816014438256545
1739209726.3053255;-45.120503652039325
1739209726.3053317;-45.120503652039325
1739209726.305338;-38.13080360867914
1739209726.3053439;-29.438486411369333
1739209726.30535;-45.120503652039325
1739209726.3053563;-38.13080360867914
1739209726.3053622;-38.13080360867914
1739209726.3053684;-45.120503652039325
1739209726.3053746;-45.120503652039325
1739209726.3053806;-38.13080360867914
1739209726.3053868;-35.57807855764607
1739209726.305393;-45.120503652039325
1739209726.305399;-38.13080360867914
1739209726.3054051;-45.120503652039325
1739209726.3054113;-35.57807855764607
1739209726.3054173;-31.141103565318893
1739209726.3054235;-45.120503652039325
1739209726.3054297;-45.120503652039325
1739209726.3054357;-45.120503652039325
1739209726.3054419;-45.120503652039325
1739209726.305448;-38.13080360867914
1739209726.305454;-35.57807855764607
1739209726.3054602;-38.13080360867914
1739209726.3054664;-38.13080360867914
1739209726.3054724;-33.981070128970906
1739209726.3054786;-35.57807855764607
1739209726.3054848;-38.13080360867914
1739209726.3054907;-45.120503652039325
1739209726.305497;-45.120503652039325
1739209726.3055031;-33.981070128970906
1739209726.305509;-45.120503652039325
1739209726.3055153;-45.120503652039325
1739209726.3055215;-35.57807855764607
1739209726.3055274;-35.57807855764607
1739209726.3055336;-35.57807855764607
1739209726.3055398;-35.57807855764607
1739209726.3055458;-38.13080360867914
1739209726.305552;-38.13080360867914
1739209726.3055582;-35.57807855764607
1739209726.3055642;-32.816014438256545
1739209726.3055704;-35.57807855764607
1739209726.3055763;-35.57807855764607
1739209726.3055825;-38.13080360867914
1739209726.3055887;-38.13080360867914
1739209726.3055947;-38.13080360867914
1739209726.305601;-38.13080360867914
1739209726.305607;-45.120503652039325
1739209726.305613;-31.141103565318943
1739209726.3056192;-33.981070128970906
1739209726.3056254;-38.13080360867914
1739209726.3056314;-38.13080360867914
1739209726.3056376;-45.120503652039325
1739209726.3056438;-45.120503652039325
1739209726.3056498;-45.120503652039325
1739209726.305656;-38.13080360867914
1739209726.3056622;-27.8777449560314
1739209726.305668;-33.981070128970906
1739209726.3056743;-35.57807855764607
1739209726.3056805;-38.13080360867914
1739209726.3056865;-38.13080360867914
1739209726.3056927;-33.981070128970906
1739209726.3056989;-32.816014438256545
1739209726.3057048;-38.13080360867914
1739209726.305711;-31.141103565318943
1739209726.3057172;-45.120503652039325
1739209726.3057232;-38.13080360867914
1739209726.3057294;-45.120503652039325
1739209726.3057356;-45.120503652039325
1739209726.3057415;-45.120503652039325
1739209726.3057477;-38.13080360867914
1739209726.305754;-38.13080360867914
1739209726.30576;-31.141103565318915
1739209726.305766;-35.57807855764607
1739209726.3057723;-35.57807855764607
1739209726.3057783;-38.13080360867914
1739209726.3057845;-38.13080360867914
1739209726.3057907;-38.13080360867914
1739209726.3057966;-38.13080360867914
1739209726.3058028;-45.120503652039325
1739209726.3058088;-38.13080360867914
1739209726.305815;-31.141103565318915
1739209726.3058212;-35.57807855764607
1739209726.3058271;-45.120503652039325
1739209726.3058333;-45.120503652039325
1739209726.3058395;-38.13080360867914
1739209726.3058455;-38.13080360867914
1739209726.3058517;-45.120503652039325
1739209726.305858;-45.120503652039325
1739209726.3058639;-45.120503652039325
1739209726.30587;-45.120503652039325
1739209726.3058763;-45.120503652039325
1739209726.3058822;-45.120503652039325
1739209726.3058884;-45.120503652039325
1739209726.3058946;-38.13080360867914
1739209726.3059006;-38.13080360867914
1739209726.3059068;-31.141103565318915
1739209726.305913;-33.981070128970906
1739209726.305919;-38.13080360867914
1739209726.3059251;-38.13080360867914
1739209726.3059313;-38.13080360867914
1739209726.3059373;-33.981070128970906
1739209726.3059435;-38.13080360867914
1739209726.3059497;-38.13080360867914
1739209726.3059556;-32.816014438256545
1739209726.3059618;-45.120503652039325
1739209726.305968;-45.120503652039325
1739209726.305974;-38.13080360867914
1739209726.3059802;-45.120503652039325
1739209726.3059864;-45.120503652039325
1739209726.3059924;-45.120503652039325
1739209726.3059986;-45.120503652039325
1739209726.3060048;-31.141103565318915
1739209726.3060107;-33.981070128970906
1739209726.306017;-45.120503652039325
1739209726.3060231;-45.120503652039325
1739209726.306029;-38.13080360867914
1739209726.3060353;-38.13080360867914
1739209726.3060415;-45.120503652039325
1739209726.3060474;-45.120503652039325
1739209726.3060536;-38.13080360867914
1739209726.3060596;-38.13080360867914
1739209726.3060658;-45.120503652039325
1739209726.306072;-45.120503652039325
1739209726.306078;-33.981070128970906
1739209726.3060842;-38.13080360867914
1739209726.3060904;-45.120503652039325
1739209726.3060963;-38.13080360867914
1739209726.3061025;-38.13080360867914
1739209726.3061087;-38.13080360867914
1739209726.3061147;-45.120503652039325
1739209726.3061209;-45.120503652039325
1739209726.306127;-45.120503652039325
1739209726.306133;-38.13080360867914
1739209726.3061392;-38.13080360867914
1739209726.3061454;-45.120503652039325
1739209726.3061514;-45.120503652039325
1739209726.3061576;-35.57807855764607
1739209726.3061638;-35.57807855764607
1739209726.3061697;-45.120503652039325
1739209726.306176;-45.120503652039325
1739209726.3061821;-35.57807855764607
1739209726.306188;-38.13080360867914
1739209726.3061943;-38.13080360867914
1739209726.3062005;-38.13080360867914
1739209726.3062065;-33.981070128970906
1739209726.3062127;-45.120503652039325
1739209726.3062189;-45.120503652039325
1739209726.3062248;-45.120503652039325
1739209726.306231;-38.13080360867914
1739209726.3062372;-45.120503652039325
1739209726.3062432;-45.120503652039325
1739209726.3062494;-45.120503652039325
1739209726.3062556;-45.120503652039325
1739209726.3062615;-38.13080360867914
1739209726.3062677;-38.13080360867914
1739209726.306274;-38.13080360867914
1739209726.30628;-33.981070128970906
1739209726.306286;-45.120503652039325
1739209726.306292;-45.120503652039325
1739209726.3062983;-45.120503652039325
1739209726.3063045;-32.816014438256545
1739209726.3063104;-33.981070128970906
1739209726.3063166;-45.120503652039325
1739209726.3063228;-45.120503652039325
1739209726.3063288;-35.57807855764607
1739209726.306335;-35.57807855764607
1739209726.3063412;-45.120503652039325
1739209726.3063471;-45.120503652039325
1739209726.3063533;-45.120503652039325
1739209726.3063595;-38.13080360867914
1739209726.3063655;-45.120503652039325
1739209726.3063717;-45.120503652039325
1739209726.306378;-38.13080360867914
1739209726.3063838;-45.120503652039325
1739209726.30639;-45.120503652039325
1739209726.3063962;-38.13080360867914
1739209726.3064022;-45.120503652039325
1739209726.3064084;-45.120503652039325
1739209726.3064146;-45.120503652039325
1739209726.3064206;-45.120503652039325
1739209726.3064268;-33.981070128970906
1739209726.306433;-32.816014438256545
1739209726.306439;-38.13080360867914
1739209726.3064451;-45.120503652039325
1739209726.3064513;-32.816014438256545
1739209726.3064573;-32.816014438256545
1739209726.3064635;-45.120503652039325
1739209726.3064697;-45.120503652039325
1739209726.3064756;-45.120503652039325
1739209726.3064818;-38.13080360867914
1739209726.306488;-38.13080360867914
1739209726.306494;-45.120503652039325
1739209726.3065002;-45.120503652039325
1739209726.3065064;-45.120503652039325
1739209726.3065124;-45.120503652039325
1739209726.3065186;-45.120503652039325
1739209726.3065248;-33.981070128970906
1739209726.3065307;-38.13080360867914
1739209726.306537;-45.120503652039325
1739209726.3065429;-45.120503652039325
1739209726.306549;-31.141103565318893
1739209726.3065553;-28.21854285175415
1739209726.3065612;-38.13080360867914
1739209726.3065674;-35.57807855764607
1739209726.3065736;-38.13080360867914
1739209726.3065796;-38.13080360867914
1739209726.3065858;-38.13080360867914
1739209726.306592;-30.49652367304973
1739209726.306598;-45.120503652039325
1739209726.3066041;-35.57807855764607
1739209726.3066103;-33.981070128970906
1739209726.3066163;-45.120503652039325
1739209726.3066225;-38.13080360867914
1739209726.3066287;-45.120503652039325
1739209726.3066347;-38.13080360867914
1739209726.3066409;-38.13080360867914
1739209726.306647;-32.816014438256545
1739209726.306653;-29.438486411369333
1739209726.3066592;-45.120503652039325
1739209726.3066654;-38.13080360867914
1739209726.3066714;-38.13080360867914
1739209726.3066776;-38.13080360867914
1739209726.3066838;-38.13080360867914
1739209726.3066897;-32.816014438256545
1739209726.306696;-45.120503652039325
1739209726.3067021;-45.120503652039325
1739209726.306708;-32.816014438256545
1739209726.3067143;-35.57807855764607
1739209726.3067205;-45.120503652039325
1739209726.3067265;-45.120503652039325
1739209726.3067327;-38.13080360867914
1739209726.3067389;-38.13080360867914
1739209726.3067448;-35.57807855764607
1739209726.306751;-35.57807855764607
1739209726.3067572;-38.13080360867914
1739209726.3067632;-38.13080360867914
1739209726.3067694;-45.120503652039325
1739209726.3067753;-45.120503652039325
1739209726.3067815;-38.13080360867914
1739209726.3067877;-45.120503652039325
1739209726.3067937;-45.120503652039325
1739209726.3068;-38.13080360867914
1739209726.306806;-38.13080360867914
1739209726.306812;-38.13080360867914
1739209726.3068182;-38.13080360867914
1739209726.3068244;-38.13080360867914
1739209726.3068304;-45.120503652039325
1739209726.3068366;-45.120503652039325
1739209726.3068428;-45.120503652039325
1739209726.3068488;-38.13080360867914
1739209726.306855;-45.120503652039325
1739209726.3068612;-33.981070128970906
1739209726.3068671;-45.120503652039325
1739209726.3068733;-45.120503652039325
1739209726.3068795;-33.981070128970906
1739209726.3068855;-38.13080360867914
1739209726.3068917;-38.13080360867914
1739209726.3068979;-28.58837851428586
1739209726.3069038;-38.13080360867914
1739209726.30691;-45.120503652039325
1739209726.3069162;-45.120503652039325
1739209726.3069222;-38.13080360867914
1739209726.3069284;-38.13080360867914
1739209726.3069346;-38.13080360867914
1739209726.3069406;-45.120503652039325
1739209726.3069468;-33.981070128970956
1739209726.306953;-45.120503652039325
1739209726.306959;-45.120503652039325
1739209726.306965;-45.120503652039325
1739209726.3069713;-45.120503652039325
1739209726.3069773;-45.120503652039325
1739209726.3069835;-45.120503652039325
1739209726.3069897;-45.120503652039325
1739209726.3069956;-28.992665084841942
1739209726.3070018;-38.13080360867914
1739209726.307008;-45.120503652039325
1739209726.307014;-45.120503652039325
1739209726.3070202;-38.13080360867914
1739209726.3070261;-38.13080360867914
1739209726.3070323;-45.120503652039325
1739209726.3070385;-38.13080360867914
1739209726.3070445;-38.13080360867914
1739209726.3070507;-45.120503652039325
1739209726.307057;-38.13080360867914
1739209726.3070629;-38.13080360867914
1739209726.307069;-35.57807855764607
1739209726.3070753;-45.120503652039325
1739209726.3070812;-45.120503652039325
1739209726.3070874;-38.13080360867914
1739209726.3070936;-45.120503652039325
1739209726.3070996;-45.120503652039325
1739209726.3071058;-45.120503652039325
1739209726.307112;-38.13080360867914
1739209726.307118;-45.120503652039325
1739209726.3071241;-38.13080360867914
1739209726.3071303;-38.13080360867914
1739209726.3071363;-45.120503652039325
1739209726.3071425;-38.13080360867914
1739209726.3071487;-38.13080360867914
1739209726.3071547;-45.120503652039325
1739209726.3071609;-45.120503652039325
1739209726.307167;-31.141103565318915
1739209726.307173;-38.13080360867914
1739209726.3071792;-38.13080360867914
1739209726.3071854;-38.13080360867914
1739209726.3071914;-38.13080360867914
1739209726.3071976;-38.13080360867914
1739209726.3072038;-45.120503652039325
1739209726.3072097;-45.120503652039325
1739209726.307216;-45.120503652039325
1739209726.3072221;-45.120503652039325
1739209726.307228;-38.13080360867914
1739209726.3072343;-38.13080360867914
1739209726.3072405;-32.816014438256545
1739209726.3072464;-35.57807855764607
1739209726.3072526;-38.13080360867914
1739209726.3072586;-38.13080360867914
1739209726.3072648;-38.13080360867914
1739209726.307271;-38.13080360867914
1739209726.307277;-45.120503652039325
1739209726.3072832;-35.57807855764607
1739209726.3072894;-35.57807855764607
1739209726.3072953;-45.120503652039325
1739209726.3073015;-45.120503652039325
1739209726.3073077;-38.13080360867914
1739209726.3073137;-38.13080360867914
1739209726.3073199;-45.120503652039325
1739209726.307326;-45.120503652039325
1739209726.307332;-38.13080360867914
1739209726.3073382;-38.13080360867914
1739209726.3073444;-38.13080360867914
1739209726.3073504;-45.120503652039325
1739209726.3073566;-38.13080360867914
1739209726.3073628;-35.57807855764607
1739209726.3073688;-45.120503652039325
1739209726.307375;-45.120503652039325
1739209726.3073812;-38.13080360867914
1739209726.307387;-45.120503652039325
1739209726.3073933;-38.13080360867914
1739209726.3073995;-45.120503652039325
1739209726.3074055;-38.13080360867914
1739209726.3074117;-33.981070128970906
1739209726.3074179;-31.141103565318915
1739209726.3074238;-38.13080360867914
1739209726.30743;-38.13080360867914
1739209726.3074362;-38.13080360867914
1739209726.3074422;-45.120503652039325
1739209726.3074484;-45.120503652039325
1739209726.3074546;-45.120503652039325
1739209726.3074605;-45.120503652039325
1739209726.3074667;-45.120503652039325
1739209726.307473;-45.120503652039325
1739209726.307479;-31.141103565318915
1739209726.307485;-35.57807855764607
1739209726.3074913;-32.816014438256545
1739209726.3074973;-33.981070128970906
1739209726.3075035;-45.120503652039325
1739209726.3075094;-45.120503652039325
1739209726.3075156;-38.13080360867914
1739209726.3075218;-45.120503652039325
1739209726.3075278;-45.120503652039325
1739209726.307534;-35.57807855764607
1739209726.3075402;-38.13080360867914
1739209726.3075461;-45.120503652039325
1739209726.3075523;-38.13080360867914
1739209726.3075585;-35.57807855764607
1739209726.3075645;-38.13080360867914
1739209726.3075707;-45.120503652039325
1739209726.307577;-35.57807855764607
1739209726.3075829;-45.120503652039325
1739209726.307589;-32.816014438256545
1739209726.3075953;-32.816014438256545
1739209726.3076012;-38.13080360867914
1739209726.3076074;-45.120503652039325
1739209726.3076136;-35.57807855764607
1739209726.3076196;-32.816014438256545
1739209726.3076258;-45.120503652039325
1739209726.307632;-45.120503652039325
1739209726.307638;-45.120503652039325
1739209726.3076441;-38.13080360867914
1739209726.3076503;-38.13080360867914
1739209726.3076563;-45.120503652039325
1739209726.3076625;-38.13080360867914
1739209726.3076687;-45.120503652039325
1739209726.3076746;-45.120503652039325
1739209726.3076808;-35.57807855764607
1739209726.307687;-45.120503652039325
1739209726.307693;-45.120503652039325
1739209726.3076992;-45.120503652039325
1739209726.3077054;-45.120503652039325
1739209726.3077114;-35.57807855764607
1739209726.3077176;-35.57807855764607
1739209726.3077238;-45.120503652039325
1739209726.3077297;-45.120503652039325
1739209726.307736;-32.816014438256545
1739209726.3077419;-28.21854285175415
1739209726.307748;-45.120503652039325
1739209726.3077543;-45.120503652039325
1739209726.3077602;-45.120503652039325
1739209726.3077664;-38.13080360867914
1739209726.3077726;-38.13080360867914
1739209726.3077786;-38.13080360867914
1739209726.3077848;-45.120503652039325
1739209726.307791;-45.120503652039325
1739209726.307797;-45.120503652039325
1739209726.3078032;-45.120503652039325
1739209726.3078094;-38.13080360867914
1739209726.3078153;-45.120503652039325
1739209726.3078215;-38.13080360867914
1739209726.3078277;-45.120503652039325
1739209726.3078337;-35.57807855764607
1739209726.3078399;-27.8777449560314
1739209726.307846;-45.120503652039325
1739209726.307852;-38.13080360867914
1739209726.3078582;-38.13080360867914
1739209726.3078644;-38.13080360867914
1739209726.3078704;-38.13080360867914
1739209726.3078766;-38.13080360867914
1739209726.3078828;-45.120503652039325
1739209726.3078887;-33.981070128970956
1739209726.307895;-35.57807855764607
1739209726.3079011;-33.981070128970906
1739209726.307907;-38.13080360867914
1739209726.3079133;-38.13080360867914
1739209726.3079195;-38.13080360867914
1739209726.3079255;-45.120503652039325
1739209726.3079317;-35.57807855764607
1739209726.3079379;-26.487275050834715
1739209726.3079438;-35.57807855764607
1739209726.30795;-45.120503652039325
1739209726.3079562;-38.13080360867914
1739209726.3079622;-32.816014438256545
1739209726.3079684;-45.120503652039325
1739209726.3079743;-38.13080360867914
1739209726.3079805;-38.13080360867914
1739209726.3079867;-38.13080360867914
1739209726.3079927;-45.120503652039325
1739209726.307999;-45.120503652039325
1739209726.308005;-45.120503652039325
1739209726.308011;-45.120503652039325
1739209726.3080173;-45.120503652039325
1739209726.3080235;-45.120503652039325
1739209726.3080294;-38.13080360867914
1739209726.3080356;-35.57807855764607
1739209726.3080418;-38.13080360867914
1739209726.3080478;-45.120503652039325
1739209726.308054;-45.120503652039325
1739209726.3080602;-45.120503652039325
1739209726.3080661;-38.13080360867914
1739209726.3080723;-33.981070128970906
