CAN Message; 0x1a7:0000798d63cca961
Timestamp;Amplitude
1739209604.5392587;-35.57807855764607
1739209604.539264;-45.120503652039325
1739209604.5392694;-45.120503652039325
1739209604.5392747;-32.816014438256545
1739209604.53928;-38.13080360867914
1739209604.5392852;-45.120503652039325
1739209604.5392907;-45.120503652039325
1739209604.539296;-32.816014438256545
1739209604.5393012;-38.13080360867914
1739209604.5393064;-45.120503652039325
1739209604.539312;-45.120503652039325
1739209604.5393171;-45.120503652039325
1739209604.5393224;-45.120503652039325
1739209604.5393276;-45.120503652039325
1739209604.539333;-45.120503652039325
1739209604.5393384;-38.13080360867914
1739209604.5393436;-32.816014438256545
1739209604.5393488;-45.120503652039325
1739209604.5393543;-45.120503652039325
1739209604.5393596;-38.13080360867914
1739209604.5393648;-38.13080360867914
1739209604.53937;-45.120503652039325
1739209604.5393753;-45.120503652039325
1739209604.5393808;-45.120503652039325
1739209604.539386;-35.57807855764607
1739209604.5393913;-38.13080360867914
1739209604.5393965;-45.120503652039325
1739209604.539402;-38.13080360867914
1739209604.5394073;-38.13080360867914
1739209604.5394125;-38.13080360867914
1739209604.5394177;-45.120503652039325
1739209604.5394232;-35.57807855764607
1739209604.5394285;-38.13080360867914
1739209604.5394337;-45.120503652039325
1739209604.539439;-38.13080360867914
1739209604.5394444;-32.816014438256545
1739209604.5394497;-31.141103565318915
1739209604.539455;-45.120503652039325
1739209604.5394602;-33.981070128970906
1739209604.5394654;-38.13080360867914
1739209604.539471;-33.981070128970906
1739209604.5394762;-45.120503652039325
1739209604.5394814;-45.120503652039325
1739209604.5394866;-38.13080360867914
1739209604.5394921;-45.120503652039325
1739209604.5394974;-45.120503652039325
1739209604.5395026;-45.120503652039325
1739209604.5395079;-38.13080360867914
1739209604.5395133;-38.13080360867914
1739209604.5395186;-45.120503652039325
1739209604.5395238;-45.120503652039325
1739209604.539529;-45.120503652039325
1739209604.5395346;-45.120503652039325
1739209604.5395398;-38.13080360867914
1739209604.539545;-45.120503652039325
1739209604.5395503;-35.57807855764607
1739209604.5395558;-32.816014438256545
1739209604.539561;-32.816014438256545
1739209604.5395663;-38.13080360867914
1739209604.5395715;-45.120503652039325
1739209604.5395768;-33.981070128970906
1739209604.5395823;-45.120503652039325
1739209604.5395875;-45.120503652039325
1739209604.5395927;-45.120503652039325
1739209604.539598;-45.120503652039325
1739209604.5396035;-38.13080360867914
1739209604.5396087;-38.13080360867914
1739209604.539614;-38.13080360867914
1739209604.5396192;-31.141103565318915
1739209604.5396247;-38.13080360867914
1739209604.53963;-38.13080360867914
1739209604.5396352;-45.120503652039325
1739209604.5396404;-38.13080360867914
1739209604.539646;-45.120503652039325
1739209604.5396512;-45.120503652039325
1739209604.5396564;-38.13080360867914
1739209604.5396616;-28.992665084841942
1739209604.5396671;-38.13080360867914
1739209604.5396724;-38.13080360867914
1739209604.5396776;-38.13080360867914
1739209604.5396829;-38.13080360867914
1739209604.539688;-45.120503652039325
1739209604.5396936;-45.120503652039325
1739209604.5396988;-38.13080360867914
1739209604.539704;-33.981070128970906
1739209604.5397093;-38.13080360867914
1739209604.5397148;-45.120503652039325
1739209604.53972;-38.13080360867914
1739209604.5397253;-38.13080360867914
1739209604.5397305;-38.13080360867914
1739209604.539736;-38.13080360867914
1739209604.5397413;-35.57807855764607
1739209604.5397465;-31.141103565318915
1739209604.5397518;-38.13080360867914
1739209604.5397573;-38.13080360867914
1739209604.5397625;-38.13080360867914
1739209604.5397677;-35.57807855764607
1739209604.539773;-38.13080360867914
1739209604.5397782;-38.13080360867914
1739209604.5397837;-45.120503652039325
1739209604.539789;-38.13080360867914
1739209604.5397942;-38.13080360867914
1739209604.5397995;-45.120503652039325
1739209604.539805;-38.13080360867914
1739209604.5398102;-45.120503652039325
1739209604.5398154;-32.816014438256545
1739209604.5398207;-38.13080360867914
1739209604.5398262;-45.120503652039325
1739209604.5398314;-31.141103565318915
1739209604.5398366;-28.992665084841942
1739209604.539842;-45.120503652039325
1739209604.5398474;-45.120503652039325
1739209604.5398526;-38.13080360867914
1739209604.5398579;-38.13080360867914
1739209604.539863;-38.13080360867914
1739209604.5398686;-33.981070128970906
1739209604.5398738;-38.13080360867914
1739209604.539879;-35.57807855764607
1739209604.5398843;-38.13080360867914
1739209604.5398896;-38.13080360867914
1739209604.539895;-38.13080360867914
1739209604.5399003;-38.13080360867914
1739209604.5399055;-33.981070128970906
1739209604.5399108;-45.120503652039325
1739209604.5399163;-31.141103565318915
1739209604.5399215;-28.992665084841942
1739209604.5399268;-45.120503652039325
1739209604.539932;-38.13080360867914
1739209604.5399375;-38.13080360867914
1739209604.5399427;-45.120503652039325
1739209604.539948;-45.120503652039325
1739209604.5399532;-45.120503652039325
1739209604.5399587;-45.120503652039325
1739209604.539964;-45.120503652039325
1739209604.5399692;-45.120503652039325
1739209604.5399745;-38.13080360867914
1739209604.53998;-38.13080360867914
1739209604.5399852;-33.981070128970906
1739209604.5399904;-38.13080360867914
1739209604.5399957;-45.120503652039325
1739209604.540001;-45.120503652039325
1739209604.5400064;-45.120503652039325
1739209604.5400116;-45.120503652039325
1739209604.540017;-45.120503652039325
1739209604.5400221;-45.120503652039325
1739209604.5400276;-38.13080360867914
1739209604.5400329;-38.13080360867914
1739209604.540038;-45.120503652039325
1739209604.5400434;-38.13080360867914
1739209604.5400488;-33.981070128970906
1739209604.540054;-45.120503652039325
1739209604.5400593;-45.120503652039325
1739209604.5400646;-35.57807855764607
1739209604.54007;-38.13080360867914
1739209604.5400753;-45.120503652039325
1739209604.5400805;-33.981070128970906
1739209604.5400858;-45.120503652039325
1739209604.540091;-33.981070128970906
1739209604.5400965;-45.120503652039325
1739209604.5401018;-45.120503652039325
1739209604.540107;-45.120503652039325
1739209604.5401123;-45.120503652039325
1739209604.5401177;-33.981070128970906
1739209604.540123;-45.120503652039325
1739209604.5401282;-45.120503652039325
1739209604.5401335;-35.57807855764607
1739209604.540139;-38.13080360867914
1739209604.5401442;-35.57807855764607
1739209604.5401495;-32.816014438256545
1739209604.5401547;-45.120503652039325
1739209604.5401602;-45.120503652039325
1739209604.5401654;-45.120503652039325
1739209604.5401707;-38.13080360867914
1739209604.540176;-45.120503652039325
1739209604.5401814;-45.120503652039325
1739209604.5401866;-38.13080360867914
1739209604.540192;-35.57807855764607
1739209604.5401971;-38.13080360867914
1739209604.5402024;-38.13080360867914
1739209604.5402079;-38.13080360867914
1739209604.540213;-45.120503652039325
1739209604.5402184;-45.120503652039325
1739209604.5402236;-38.13080360867914
1739209604.540229;-45.120503652039325
1739209604.5402343;-38.13080360867914
1739209604.5402396;-45.120503652039325
1739209604.5402448;-33.981070128970906
1739209604.5402503;-38.13080360867914
1739209604.5402555;-38.13080360867914
1739209604.5402608;-45.120503652039325
1739209604.540266;-45.120503652039325
1739209604.5402715;-45.120503652039325
1739209604.5402768;-45.120503652039325
1739209604.540282;-45.120503652039325
1739209604.5402873;-45.120503652039325
1739209604.5402927;-38.13080360867914
1739209604.540298;-38.13080360867914
1739209604.5403032;-38.13080360867914
1739209604.5403085;-35.57807855764607
1739209604.5403137;-38.13080360867914
1739209604.5403192;-45.120503652039325
1739209604.5403244;-45.120503652039325
1739209604.5403297;-45.120503652039325
1739209604.540335;-38.13080360867914
1739209604.5403404;-38.13080360867914
1739209604.5403457;-38.13080360867914
1739209604.540351;-45.120503652039325
1739209604.5403562;-38.13080360867914
1739209604.5403616;-35.57807855764607
1739209604.540367;-45.120503652039325
1739209604.5403721;-45.120503652039325
1739209604.5403774;-38.13080360867914
1739209604.5403829;-45.120503652039325
1739209604.540388;-45.120503652039325
1739209604.5403934;-45.120503652039325
1739209604.5403986;-38.13080360867914
1739209604.5404038;-38.13080360867914
1739209604.5404093;-35.57807855764607
1739209604.5404146;-38.13080360867914
1739209604.5404198;-45.120503652039325
1739209604.540425;-38.13080360867914
1739209604.5404305;-35.57807855764607
1739209604.5404358;-28.992665084841942
1739209604.540441;-45.120503652039325
1739209604.5404463;-38.13080360867914
1739209604.5404518;-38.13080360867914
1739209604.540457;-33.981070128970906
1739209604.5404623;-45.120503652039325
1739209604.5404675;-38.13080360867914
1739209604.540473;-38.13080360867914
1739209604.5404782;-30.49652367304976
1739209604.5404835;-45.120503652039325
1739209604.5404887;-45.120503652039325
1739209604.5404942;-45.120503652039325
1739209604.5404994;-45.120503652039325
1739209604.5405047;-38.13080360867914
1739209604.54051;-38.13080360867914
1739209604.5405152;-38.13080360867914
1739209604.5405207;-35.57807855764607
1739209604.540526;-35.57807855764607
1739209604.5405312;-33.981070128970906
1739209604.5405364;-45.120503652039325
1739209604.540542;-38.13080360867914
1739209604.5405471;-35.57807855764607
1739209604.5405524;-35.57807855764607
1739209604.5405576;-45.120503652039325
1739209604.540563;-45.120503652039325
1739209604.5405684;-32.816014438256545
1739209604.5405736;-35.57807855764607
1739209604.5405788;-45.120503652039325
1739209604.5405843;-38.13080360867914
1739209604.5405896;-32.816014438256545
1739209604.5405948;-33.981070128970906
1739209604.5406;-45.120503652039325
1739209604.5406055;-32.81601443825658
1739209604.5406108;-45.120503652039325
1739209604.540616;-38.13080360867914
1739209604.5406213;-38.13080360867914
1739209604.5406265;-38.13080360867914
1739209604.540632;-38.13080360867914
1739209604.5406373;-45.120503652039325
1739209604.5406425;-45.120503652039325
1739209604.5406477;-28.992665084841942
1739209604.5406532;-38.13080360867914
1739209604.5406585;-45.120503652039325
1739209604.5406637;-35.57807855764607
1739209604.540669;-38.13080360867914
1739209604.5406744;-38.13080360867914
1739209604.5406797;-38.13080360867914
1739209604.540685;-38.13080360867914
1739209604.5406902;-33.981070128970906
1739209604.5406957;-38.13080360867914
1739209604.540701;-33.981070128970906
1739209604.5407062;-45.120503652039325
1739209604.5407114;-38.13080360867914
1739209604.5407166;-38.13080360867914
1739209604.5407221;-38.13080360867914
1739209604.5407274;-45.120503652039325
1739209604.5407326;-38.13080360867914
1739209604.5407379;-45.120503652039325
1739209604.5407434;-45.120503652039325
1739209604.5407486;-45.120503652039325
1739209604.5407538;-38.13080360867914
1739209604.540759;-45.120503652039325
1739209604.5407646;-38.13080360867914
1739209604.5407698;-45.120503652039325
1739209604.540775;-45.120503652039325
1739209604.5407803;-35.57807855764607
1739209604.5407858;-38.13080360867914
1739209604.540791;-45.120503652039325
1739209604.5407963;-38.13080360867914
1739209604.5408015;-32.816014438256545
1739209604.540807;-45.120503652039325
1739209604.5408123;-45.120503652039325
1739209604.5408175;-38.13080360867914
1739209604.5408227;-45.120503652039325
1739209604.540828;-33.981070128970906
1739209604.5408335;-45.120503652039325
1739209604.5408387;-38.13080360867914
1739209604.540844;-45.120503652039325
1739209604.5408492;-45.120503652039325
1739209604.5408547;-45.120503652039325
1739209604.54086;-45.120503652039325
1739209604.5408652;-45.120503652039325
1739209604.5408704;-38.13080360867914
1739209604.540876;-35.57807855764607
1739209604.5408812;-38.13080360867914
1739209604.5408864;-32.816014438256545
1739209604.5408916;-38.13080360867914
1739209604.5408971;-38.13080360867914
1739209604.5409024;-38.13080360867914
1739209604.5409076;-38.13080360867914
1739209604.5409129;-45.120503652039325
1739209604.5409184;-45.120503652039325
1739209604.5409236;-33.981070128970906
1739209604.5409288;-45.120503652039325
1739209604.540934;-38.13080360867914
1739209604.5409393;-31.141103565318893
1739209604.5409448;-35.57807855764607
1739209604.54095;-45.120503652039325
1739209604.5409553;-38.13080360867914
1739209604.5409606;-35.57807855764607
1739209604.540966;-38.13080360867914
1739209604.5409713;-45.120503652039325
1739209604.5409765;-45.120503652039325
1739209604.5409818;-45.120503652039325
1739209604.5409873;-45.120503652039325
1739209604.5409925;-31.141103565318893
1739209604.5409977;-35.57807855764607
1739209604.541003;-38.13080360867914
1739209604.5410085;-45.120503652039325
1739209604.5410137;-32.816014438256545
1739209604.541019;-38.13080360867914
1739209604.5410242;-45.120503652039325
1739209604.5410295;-38.13080360867914
1739209604.541035;-45.120503652039325
1739209604.5410402;-45.120503652039325
1739209604.5410454;-45.120503652039325
1739209604.5410507;-35.57807855764607
1739209604.5410562;-38.13080360867914
1739209604.5410614;-38.13080360867914
1739209604.5410666;-45.120503652039325
1739209604.541072;-45.120503652039325
1739209604.5410774;-38.13080360867914
1739209604.5410826;-38.13080360867914
1739209604.5410879;-45.120503652039325
1739209604.541093;-38.13080360867914
1739209604.5410986;-30.49652367304973
1739209604.5411038;-38.13080360867914
1739209604.541109;-38.13080360867914
1739209604.5411143;-45.120503652039325
1739209604.5411198;-38.13080360867914
1739209604.541125;-35.57807855764607
1739209604.5411303;-45.120503652039325
1739209604.5411355;-45.120503652039325
1739209604.5411408;-45.120503652039325
1739209604.5411463;-45.120503652039325
1739209604.5411515;-32.816014438256545
1739209604.5411568;-38.13080360867914
1739209604.541162;-35.57807855764607
1739209604.5411675;-45.120503652039325
1739209604.5411727;-38.13080360867914
1739209604.541178;-38.13080360867914
1739209604.5411832;-45.120503652039325
1739209604.5411887;-45.120503652039325
1739209604.541194;-35.57807855764607
1739209604.5411992;-45.120503652039325
1739209604.5412045;-27.8777449560314
