CAN Message; 0x1a7:0000798d63cca961
1739209604.54121;-31.141103565318893
1739209604.5412152;-45.120503652039325
1739209604.5412204;-45.120503652039325
1739209604.5412257;-45.120503652039325
1739209604.5412312;-45.120503652039325
1739209604.5412364;-45.120503652039325
1739209604.5412416;-38.13080360867914
1739209604.541247;-45.120503652039325
1739209604.5412521;-45.120503652039325
1739209604.5412576;-45.120503652039325
1739209604.5412629;-38.13080360867914
1739209604.541268;-33.981070128970906
1739209604.5412734;-45.120503652039325
1739209604.5412788;-45.120503652039325
1739209604.541284;-38.13080360867914
1739209604.5412893;-29.438486411369333
1739209604.5412946;-30.49652367304973
1739209604.5413;-45.120503652039325
1739209604.5413053;-38.13080360867914
1739209604.5413105;-32.816014438256545
1739209604.5413158;-32.816014438256545
1739209604.5413213;-45.120503652039325
1739209604.5413265;-38.13080360867914
1739209604.5413318;-38.13080360867914
1739209604.541337;-45.120503652039325
1739209604.5413423;-45.120503652039325
1739209604.5413477;-38.13080360867914
1739209604.541353;-38.13080360867914
1739209604.5413582;-38.13080360867914
1739209604.5413635;-45.120503652039325
1739209604.541369;-38.13080360867914
1739209604.5413742;-38.13080360867914
1739209604.5413795;-38.13080360867914
1739209604.5413847;-45.120503652039325
1739209604.5413902;-38.13080360867914
1739209604.5413954;-32.816014438256545
1739209604.5414007;-38.13080360867914
1739209604.541406;-38.13080360867914
1739209604.5414114;-33.981070128970906
1739209604.5414166;-38.13080360867914
1739209604.541422;-35.57807855764607
1739209604.5414271;-38.13080360867914
1739209604.5414326;-45.120503652039325
1739209604.5414379;-45.120503652039325
1739209604.541443;-38.13080360867914
1739209604.5414484;-45.120503652039325
1739209604.5414536;-38.13080360867914
1739209604.541459;-45.120503652039325
1739209604.5414643;-35.57807855764607
1739209604.5414696;-35.57807855764607
1739209604.5414748;-45.120503652039325
1739209604.5414803;-45.120503652039325
1739209604.5414855;-38.13080360867914
1739209604.5414908;-38.13080360867914
1739209604.541496;-38.13080360867914
1739209604.5415015;-38.13080360867914
1739209604.5415068;-27.267205301931607
1739209604.541512;-38.13080360867914
1739209604.5415173;-38.13080360867914
1739209604.5415227;-35.57807855764607
1739209604.541528;-30.49652367304973
1739209604.5415332;-38.13080360867914
1739209604.5415385;-45.120503652039325
1739209604.541544;-38.13080360867914
1739209604.5415492;-35.57807855764607
1739209604.5415545;-45.120503652039325
1739209604.5415597;-38.13080360867914
1739209604.541565;-38.13080360867914
1739209604.5415704;-38.13080360867914
1739209604.5415757;-38.13080360867914
1739209604.541581;-38.13080360867914
1739209604.5415862;-38.13080360867914
1739209604.5415916;-31.141103565318915
1739209604.541597;-45.120503652039325
1739209604.5416021;-38.13080360867914
1739209604.5416074;-35.57807855764607
1739209604.5416129;-38.13080360867914
1739209604.541618;-38.13080360867914
1739209604.5416234;-38.13080360867914
1739209604.5416286;-45.120503652039325
1739209604.541634;-38.13080360867914
1739209604.5416393;-38.13080360867914
1739209604.5416446;-38.13080360867914
1739209604.5416498;-45.120503652039325
1739209604.541655;-45.120503652039325
1739209604.5416605;-45.120503652039325
1739209604.5416658;-45.120503652039325
1739209604.541671;-38.13080360867914
1739209604.5416763;-38.13080360867914
1739209604.5416818;-38.13080360867914
1739209604.541687;-45.120503652039325
1739209604.5416923;-45.120503652039325
1739209604.5416975;-38.13080360867914
1739209604.541703;-45.120503652039325
1739209604.5417082;-45.120503652039325
1739209604.5417135;-45.120503652039325
1739209604.5417187;-38.13080360867914
1739209604.5417242;-38.13080360867914
1739209604.5417295;-35.57807855764607
1739209604.5417347;-38.13080360867914
1739209604.54174;-38.13080360867914
1739209604.5417454;-38.13080360867914
1739209604.5417507;-45.120503652039325
1739209604.541756;-45.120503652039325
1739209604.5417612;-45.120503652039325
1739209604.5417664;-45.120503652039325
1739209604.541772;-45.120503652039325
1739209604.5417771;-35.57807855764607
1739209604.5417824;-38.13080360867914
1739209604.5417876;-45.120503652039325
1739209604.541793;-38.13080360867914
1739209604.5417984;-38.13080360867914
1739209604.5418036;-45.120503652039325
1739209604.5418088;-45.120503652039325
1739209604.5418143;-38.13080360867914
1739209604.5418196;-45.120503652039325
1739209604.5418248;-38.13080360867914
1739209604.54183;-35.57807855764607
1739209604.5418355;-38.13080360867914
1739209604.5418408;-45.120503652039325
1739209604.541846;-35.57807855764607
1739209604.5418513;-38.13080360867914
1739209604.5418568;-45.120503652039325
1739209604.541862;-38.13080360867914
1739209604.5418673;-38.13080360867914
1739209604.5418725;-38.13080360867914
1739209604.5418777;-38.13080360867914
1739209604.5418832;-38.13080360867914
1739209604.5418885;-45.120503652039325
1739209604.5418937;-45.120503652039325
1739209604.541899;-45.120503652039325
1739209604.5419044;-45.120503652039325
1739209604.5419097;-38.13080360867914
1739209604.541915;-38.13080360867914
1739209604.5419202;-38.13080360867914
1739209604.5419257;-38.13080360867914
1739209604.541931;-45.120503652039325
1739209604.5419362;-31.141103565318893
1739209604.5419414;-33.981070128970906
1739209604.541947;-35.57807855764607
1739209604.5419521;-33.981070128970906
1739209604.5419574;-35.57807855764607
1739209604.5419626;-38.13080360867914
1739209604.5419679;-45.120503652039325
1739209604.5419734;-38.13080360867914
1739209604.5419786;-45.120503652039325
1739209604.5419838;-45.120503652039325
1739209604.541989;-35.57807855764607
1739209604.5419946;-38.13080360867914
1739209604.5419998;-45.120503652039325
1739209604.542005;-38.13080360867914
1739209604.5420103;-38.13080360867914
1739209604.5420158;-45.120503652039325
1739209604.542021;-45.120503652039325
1739209604.5420263;-38.13080360867914
1739209604.5420315;-38.13080360867914
1739209604.542037;-45.120503652039325
1739209604.5420423;-32.816014438256545
1739209604.5420475;-35.57807855764607
1739209604.5420527;-45.120503652039325
1739209604.5420582;-33.981070128970906
1739209604.5420635;-45.120503652039325
1739209604.5420687;-45.120503652039325
1739209604.542074;-45.120503652039325
1739209604.5420792;-45.120503652039325
1739209604.5420847;-45.120503652039325
1739209604.54209;-45.120503652039325
1739209604.5420952;-45.120503652039325
1739209604.5421004;-38.13080360867914
1739209604.542106;-45.120503652039325
1739209604.5421112;-45.120503652039325
1739209604.5421164;-45.120503652039325
1739209604.5421216;-38.13080360867914
1739209604.5421271;-32.816014438256545
1739209604.5421324;-38.13080360867914
1739209604.5421376;-38.13080360867914
1739209604.5421429;-45.120503652039325
1739209604.5421484;-28.21854285175415
1739209604.5421536;-30.49652367304973
1739209604.5421588;-45.120503652039325
1739209604.542164;-38.13080360867914
1739209604.5421696;-35.57807855764607
1739209604.5421748;-35.57807855764607
1739209604.54218;-45.120503652039325
1739209604.5421853;-38.13080360867914
1739209604.5421906;-38.13080360867914
1739209604.542196;-45.120503652039325
1739209604.5422013;-35.57807855764607
1739209604.5422065;-45.120503652039325
1739209604.5422118;-45.120503652039325
1739209604.5422173;-45.120503652039325
1739209604.5422225;-35.57807855764607
1739209604.5422277;-38.13080360867914
1739209604.542233;-28.21854285175415
1739209604.5422385;-32.816014438256545
1739209604.5422437;-45.120503652039325
1739209604.542249;-38.13080360867914
1739209604.5422542;-33.981070128970906
1739209604.5422597;-35.57807855764607
1739209604.542265;-38.13080360867914
1739209604.5422702;-33.981070128970906
1739209604.5422754;-38.13080360867914
1739209604.542281;-45.120503652039325
1739209604.5422862;-38.13080360867914
1739209604.5422914;-38.13080360867914
1739209604.5422966;-45.120503652039325
1739209604.542302;-45.120503652039325
1739209604.5423074;-35.57807855764607
1739209604.5423126;-38.13080360867914
1739209604.5423179;-32.816014438256545
1739209604.542323;-32.816014438256545
1739209604.5423286;-45.120503652039325
1739209604.5423338;-35.57807855764607
1739209604.542339;-38.13080360867914
1739209604.5423443;-45.120503652039325
1739209604.5423498;-45.120503652039325
1739209604.542355;-45.120503652039325
1739209604.5423603;-38.13080360867914
1739209604.5423656;-32.816014438256545
1739209604.542371;-45.120503652039325
1739209604.5423763;-38.13080360867914
1739209604.5423815;-38.13080360867914
1739209604.5423868;-45.120503652039325
1739209604.542392;-45.120503652039325
1739209604.5423975;-45.120503652039325
1739209604.5424027;-45.120503652039325
1739209604.542408;-45.120503652039325
1739209604.5424132;-38.13080360867914
1739209604.5424187;-38.13080360867914
1739209604.542424;-38.13080360867914
1739209604.5424292;-45.120503652039325
1739209604.5424345;-38.13080360867914
1739209604.54244;-45.120503652039325
1739209604.5424452;-35.57807855764607
1739209604.5424504;-27.267205301931607
1739209604.5424557;-38.13080360867914
1739209604.5424612;-35.57807855764607
1739209604.5424664;-45.120503652039325
1739209604.5424716;-38.13080360867914
1739209604.542477;-38.13080360867914
1739209604.5424824;-38.13080360867914
1739209604.5424876;-38.13080360867914
1739209604.5424929;-30.49652367304976
1739209604.542498;-45.120503652039325
1739209604.5425034;-38.13080360867914
1739209604.5425088;-45.120503652039325
1739209604.542514;-45.120503652039325
1739209604.5425193;-38.13080360867914
1739209604.5425246;-38.13080360867914
1739209604.54253;-45.120503652039325
1739209604.5425353;-31.141103565318915
1739209604.5425406;-35.57807855764607
1739209604.5425458;-38.13080360867914
1739209604.5425513;-38.13080360867914
1739209604.5425565;-38.13080360867914
1739209604.5425618;-35.57807855764607
1739209604.542567;-38.13080360867914
1739209604.5425725;-45.120503652039325
1739209604.5425777;-33.981070128970906
1739209604.542583;-45.120503652039325
1739209604.5425882;-38.13080360867914
1739209604.5425937;-38.13080360867914
1739209604.542599;-38.13080360867914
1739209604.5426042;-45.120503652039325
1739209604.5426095;-45.120503652039325
1739209604.5426147;-45.120503652039325
1739209604.5426202;-45.120503652039325
1739209604.5426254;-45.120503652039325
1739209604.5426307;-45.120503652039325
1739209604.542636;-45.120503652039325
1739209604.5426414;-45.120503652039325
1739209604.5426466;-45.120503652039325
1739209604.542652;-45.120503652039325
1739209604.5426571;-45.120503652039325
1739209604.5426626;-38.13080360867914
1739209604.5426679;-38.13080360867914
1739209604.542673;-45.120503652039325
1739209604.5426784;-38.13080360867914
1739209604.5426838;-38.13080360867914
1739209604.542689;-33.981070128970906
1739209604.5426943;-38.13080360867914
1739209604.5426996;-38.13080360867914
1739209604.5427048;-45.120503652039325
1739209604.5427103;-38.13080360867914
1739209604.5427155;-45.120503652039325
1739209604.5427208;-45.120503652039325
1739209604.542726;-45.120503652039325
1739209604.5427315;-35.57807855764607
1739209604.5427368;-38.13080360867914
1739209604.542742;-38.13080360867914
1739209604.5427473;-38.13080360867914
1739209604.5427527;-45.120503652039325
1739209604.542758;-38.13080360867914
1739209604.5427632;-45.120503652039325
1739209604.5427685;-38.13080360867914
1739209604.542774;-45.120503652039325
1739209604.5427792;-38.13080360867914
1739209604.5427845;-45.120503652039325
1739209604.5427897;-38.13080360867914
1739209604.5427952;-32.816014438256545
1739209604.5428004;-38.13080360867914
1739209604.5428057;-45.120503652039325
1739209604.542811;-38.13080360867914
1739209604.5428162;-32.816014438256545
1739209604.5428216;-45.120503652039325
1739209604.542827;-35.57807855764607
1739209604.5428321;-38.13080360867914
1739209604.5428374;-38.13080360867914
1739209604.5428429;-45.120503652039325
1739209604.542848;-45.120503652039325
1739209604.5428534;-38.13080360867914
1739209604.5428586;-45.120503652039325
1739209604.542864;-45.120503652039325
1739209604.5428693;-35.57807855764607
1739209604.5428746;-38.13080360867914
1739209604.5428798;-45.120503652039325
1739209604.5428853;-45.120503652039325
1739209604.5428905;-38.13080360867914
1739209604.5428958;-35.57807855764607
1739209604.542901;-38.13080360867914
1739209604.5429065;-38.13080360867914
1739209604.5429118;-33.981070128970906
1739209604.542917;-38.13080360867914
1739209604.5429223;-33.981070128970906
1739209604.5429275;-45.120503652039325
1739209604.542933;-38.13080360867914
1739209604.5429382;-45.120503652039325
1739209604.5429435;-45.120503652039325
1739209604.5429487;-38.13080360867914
1739209604.5429542;-38.13080360867914
1739209604.5429595;-45.120503652039325
1739209604.5429647;-38.13080360867914
1739209604.54297;-45.120503652039325
1739209604.5429754;-45.120503652039325
1739209604.5429807;-45.120503652039325
1739209604.542986;-35.57807855764607
1739209604.5429912;-33.981070128970906
1739209604.5429966;-45.120503652039325
1739209604.543002;-45.120503652039325
1739209604.5430071;-26.991370085610736
1739209604.5430124;-35.57807855764607
1739209604.5430176;-45.120503652039325
1739209604.543023;-45.120503652039325
1739209604.5430284;-38.13080360867914
1739209604.5430336;-38.13080360867914
1739209604.5430388;-45.120503652039325
1739209604.5430443;-45.120503652039325
1739209604.5430496;-33.981070128970956
1739209604.5430548;-38.13080360867914
1739209604.54306;-45.120503652039325
1739209604.5430655;-38.13080360867914
1739209604.5430708;-38.13080360867914
1739209604.543076;-38.13080360867914
1739209604.5430813;-45.120503652039325
1739209604.5430868;-45.120503652039325
1739209604.543092;-31.141103565318893
1739209604.5430973;-35.57807855764607
1739209604.5431025;-38.13080360867914
1739209604.543108;-35.57807855764607
1739209604.5431132;-38.13080360867914
1739209604.5431185;-38.13080360867914
1739209604.5431237;-45.120503652039325
1739209604.543129;-38.13080360867914
1739209604.5431345;-38.13080360867914
1739209604.5431397;-45.120503652039325
1739209604.543145;-38.13080360867914
1739209604.5431502;-33.981070128970906
1739209604.5431557;-45.120503652039325
1739209604.543161;-45.120503652039325
1739209604.5431662;-38.13080360867914
1739209604.5431714;-45.120503652039325
1739209604.543177;-31.141103565318893
1739209604.5431821;-33.981070128970906
1739209604.5431874;-45.120503652039325
1739209604.5431926;-45.120503652039325
1739209604.543198;-33.981070128970906
1739209604.5432034;-45.120503652039325
1739209604.5432086;-45.120503652039325
1739209604.5432138;-33.981070128970906
1739209604.5432193;-45.120503652039325
1739209604.5432246;-38.13080360867914
1739209604.5432298;-38.13080360867914
1739209604.543235;-45.120503652039325
1739209604.5432403;-45.120503652039325
1739209604.5432458;-45.120503652039325
1739209604.543251;-38.13080360867914
1739209604.5432563;-35.57807855764607
1739209604.5432615;-38.13080360867914
1739209604.543267;-45.120503652039325
1739209604.5432723;-45.120503652039325
1739209604.5432775;-45.120503652039325
1739209604.5432827;-38.13080360867914
1739209604.5432882;-45.120503652039325
1739209604.5432935;-45.120503652039325
1739209604.5432987;-45.120503652039325
1739209604.543304;-30.49652367304973
1739209604.5433095;-28.58837851428586
1739209604.5433147;-45.120503652039325
1739209604.54332;-38.13080360867914
1739209604.5433252;-31.141103565318893
1739209604.5433304;-32.816014438256545
1739209604.543336;-45.120503652039325
1739209604.5433412;-45.120503652039325
1739209604.5433464;-45.120503652039325
1739209604.5433517;-38.13080360867914
1739209604.5433571;-38.13080360867914
1739209604.5433624;-45.120503652039325
1739209604.5433676;-45.120503652039325
1739209604.5433729;-38.13080360867914
1739209604.5433784;-45.120503652039325
1739209604.5433836;-45.120503652039325
1739209604.5433888;-38.13080360867914
1739209604.543394;-35.57807855764607
1739209604.5433996;-45.120503652039325
1739209604.5434048;-45.120503652039325
1739209604.54341;-45.120503652039325
1739209604.5434153;-45.120503652039325
