CAN Message; 0x98:0000b36585267d74
Timestamp;Amplitude
1739209636.73925;-38.13080360867914
1739209636.739257;-45.120503652039325
1739209636.7392642;-38.13080360867914
1739209636.7392714;-38.13080360867914
1739209636.7392786;-45.120503652039325
1739209636.7392857;-38.13080360867914
1739209636.7392929;-35.57807855764607
1739209636.7393;-38.13080360867914
1739209636.7393072;-45.120503652039325
1739209636.7393143;-35.57807855764607
1739209636.7393215;-45.120503652039325
1739209636.7393286;-45.120503652039325
1739209636.7393358;-45.120503652039325
1739209636.739343;-38.13080360867914
1739209636.73935;-45.120503652039325
1739209636.7393572;-38.13080360867914
1739209636.7393644;-35.57807855764607
1739209636.7393715;-45.120503652039325
1739209636.7393787;-38.13080360867914
1739209636.7393858;-38.13080360867914
1739209636.739393;-45.120503652039325
1739209636.7394001;-45.120503652039325
1739209636.7394073;-33.981070128970906
1739209636.7394145;-28.992665084841942
1739209636.7394216;-45.120503652039325
1739209636.7394288;-45.120503652039325
1739209636.739436;-45.120503652039325
1739209636.739443;-35.57807855764607
1739209636.7394502;-38.13080360867914
1739209636.7394574;-45.120503652039325
1739209636.7394645;-38.13080360867914
1739209636.7394717;-38.13080360867914
1739209636.7394788;-45.120503652039325
1739209636.739486;-45.120503652039325
1739209636.7394931;-45.120503652039325
1739209636.7395003;-45.120503652039325
1739209636.7395074;-38.13080360867914
1739209636.7395146;-38.13080360867914
1739209636.7395217;-38.13080360867914
1739209636.739529;-28.992665084841942
1739209636.739536;-45.120503652039325
1739209636.7395432;-38.13080360867914
1739209636.7395504;-35.57807855764607
1739209636.7395575;-33.981070128970906
1739209636.7395647;-45.120503652039325
1739209636.7395718;-38.13080360867914
1739209636.739579;-33.981070128970906
1739209636.739586;-38.13080360867914
1739209636.7395933;-45.120503652039325
1739209636.7396004;-45.120503652039325
1739209636.7396076;-38.13080360867914
1739209636.7396147;-45.120503652039325
1739209636.7396219;-45.120503652039325
1739209636.739629;-45.120503652039325
1739209636.7396362;-38.13080360867914
1739209636.7396433;-31.141103565318915
1739209636.7396505;-38.13080360867914
1739209636.7396576;-38.13080360867914
1739209636.7396648;-38.13080360867914
1739209636.739672;-38.13080360867914
1739209636.739679;-38.13080360867914
1739209636.7396863;-38.13080360867914
1739209636.7396934;-35.57807855764607
1739209636.7397006;-28.992665084841942
1739209636.7397077;-45.120503652039325
1739209636.7397149;-38.13080360867914
1739209636.739722;-35.57807855764607
1739209636.7397292;-38.13080360867914
1739209636.7397363;-45.120503652039325
1739209636.7397435;-45.120503652039325
1739209636.7397506;-45.120503652039325
1739209636.7397578;-33.981070128970906
1739209636.739765;-45.120503652039325
1739209636.739772;-45.120503652039325
1739209636.7397792;-45.120503652039325
1739209636.7397864;-38.13080360867914
1739209636.7397935;-45.120503652039325
1739209636.7398007;-45.120503652039325
1739209636.7398078;-45.120503652039325
1739209636.739815;-30.49652367304973
1739209636.7398221;-38.13080360867914
1739209636.7398293;-38.13080360867914
1739209636.7398365;-35.57807855764607
1739209636.7398436;-31.141103565318915
1739209636.7398508;-31.141103565318893
1739209636.739858;-45.120503652039325
1739209636.739865;-38.13080360867914
1739209636.7398722;-31.141103565318915
1739209636.7398794;-33.981070128970906
1739209636.7398865;-45.120503652039325
1739209636.7398937;-38.13080360867914
1739209636.7399008;-38.13080360867914
1739209636.739908;-35.57807855764607
1739209636.7399151;-38.13080360867914
1739209636.7399223;-38.13080360867914
1739209636.7399294;-32.816014438256545
1739209636.7399366;-33.981070128970906
1739209636.7399437;-38.13080360867914
1739209636.739951;-45.120503652039325
1739209636.739958;-38.13080360867914
1739209636.7399652;-35.57807855764607
1739209636.7399724;-38.13080360867914
1739209636.7399795;-45.120503652039325
1739209636.7399867;-31.141103565318915
1739209636.7399938;-31.141103565318915
1739209636.740001;-45.120503652039325
1739209636.740008;-45.120503652039325
1739209636.7400153;-38.13080360867914
1739209636.7400224;-45.120503652039325
1739209636.7400296;-38.13080360867914
1739209636.7400367;-45.120503652039325
1739209636.7400439;-38.13080360867914
1739209636.740051;-45.120503652039325
1739209636.7400582;-38.13080360867914
1739209636.7400653;-38.13080360867914
1739209636.7400725;-45.120503652039325
1739209636.7400796;-32.816014438256545
1739209636.7400868;-38.13080360867914
1739209636.740094;-45.120503652039325
1739209636.740101;-33.981070128970906
1739209636.7401083;-33.981070128970906
1739209636.7401154;-45.120503652039325
1739209636.7401226;-45.120503652039325
1739209636.7401297;-38.13080360867914
1739209636.7401369;-38.13080360867914
1739209636.740144;-38.13080360867914
1739209636.7401512;-45.120503652039325
1739209636.7401583;-45.120503652039325
1739209636.7401655;-35.57807855764607
1739209636.7401726;-38.13080360867914
1739209636.7401798;-45.120503652039325
1739209636.740187;-38.13080360867914
1739209636.740194;-32.816014438256545
1739209636.7402012;-45.120503652039325
1739209636.7402084;-45.120503652039325
1739209636.7402155;-38.13080360867914
1739209636.7402227;-38.13080360867914
1739209636.7402298;-38.13080360867914
1739209636.740237;-45.120503652039325
1739209636.7402442;-38.13080360867914
1739209636.7402513;-38.13080360867914
1739209636.7402585;-32.816014438256545
1739209636.7402656;-45.120503652039325
1739209636.7402728;-38.13080360867914
1739209636.74028;-35.57807855764607
1739209636.740287;-38.13080360867914
1739209636.7402942;-45.120503652039325
1739209636.7403014;-38.13080360867914
1739209636.7403085;-38.13080360867914
1739209636.7403157;-45.120503652039325
1739209636.7403228;-38.13080360867914
1739209636.74033;-38.13080360867914
1739209636.7403371;-45.120503652039325
1739209636.7403443;-45.120503652039325
1739209636.7403514;-45.120503652039325
1739209636.7403586;-45.120503652039325
1739209636.7403657;-38.13080360867914
1739209636.740373;-38.13080360867914
1739209636.74038;-45.120503652039325
1739209636.7403872;-35.57807855764607
1739209636.7403944;-32.816014438256545
1739209636.7404015;-45.120503652039325
1739209636.7404087;-35.57807855764607
1739209636.7404158;-31.141103565318915
1739209636.740423;-38.13080360867914
1739209636.74043;-45.120503652039325
1739209636.7404373;-35.57807855764607
1739209636.7404444;-38.13080360867914
1739209636.7404516;-45.120503652039325
1739209636.7404587;-45.120503652039325
1739209636.7404656;-38.13080360867914
1739209636.7404728;-38.13080360867914
1739209636.74048;-38.13080360867914
1739209636.740487;-35.57807855764607
1739209636.7404943;-45.120503652039325
1739209636.7405014;-38.13080360867914
1739209636.7405086;-38.13080360867914
1739209636.7405157;-38.13080360867914
1739209636.7405229;-35.57807855764607
1739209636.74053;-38.13080360867914
1739209636.7405372;-38.13080360867914
1739209636.7405443;-45.120503652039325
1739209636.7405515;-38.13080360867914
1739209636.7405586;-38.13080360867914
1739209636.7405658;-45.120503652039325
1739209636.740573;-45.120503652039325
1739209636.74058;-38.13080360867914
1739209636.7405872;-45.120503652039325
1739209636.7405944;-38.13080360867914
1739209636.7406015;-33.981070128970906
1739209636.7406087;-45.120503652039325
1739209636.7406158;-38.13080360867914
1739209636.740623;-32.816014438256545
1739209636.7406301;-45.120503652039325
1739209636.7406373;-45.120503652039325
1739209636.7406445;-45.120503652039325
1739209636.7406516;-45.120503652039325
1739209636.7406588;-38.13080360867914
1739209636.740666;-38.13080360867914
1739209636.740673;-45.120503652039325
1739209636.7406802;-45.120503652039325
1739209636.7406874;-45.120503652039325
1739209636.7406945;-45.120503652039325
1739209636.7407017;-45.120503652039325
1739209636.7407088;-35.57807855764607
1739209636.740716;-35.57807855764607
1739209636.7407231;-45.120503652039325
1739209636.7407303;-38.13080360867914
1739209636.7407374;-38.13080360867914
1739209636.7407446;-33.981070128970906
1739209636.7407517;-38.13080360867914
1739209636.740759;-35.57807855764607
1739209636.740766;-45.120503652039325
1739209636.7407732;-38.13080360867914
1739209636.7465682;-38.13080360867914
1739209636.74657;-33.981070128970906
1739209636.7465723;-45.120503652039325
1739209636.7465742;-45.120503652039325
1739209636.746576;-45.120503652039325
1739209636.746578;-38.13080360867914
1739209636.7465801;-45.120503652039325
1739209636.746582;-45.120503652039325
1739209636.746584;-45.120503652039325
1739209636.7465858;-38.13080360867914
1739209636.746588;-45.120503652039325
1739209636.74659;-38.13080360867914
1739209636.7465918;-45.120503652039325
1739209636.7465937;-28.58837851428586
1739209636.7465959;-33.981070128970906
1739209636.7465978;-45.120503652039325
1739209636.7465997;-45.120503652039325
1739209636.7466016;-45.120503652039325
1739209636.7466037;-45.120503652039325
1739209636.7466056;-38.13080360867914
1739209636.7466075;-45.120503652039325
1739209636.7466094;-32.816014438256545
1739209636.7466116;-38.13080360867914
1739209636.7466135;-35.57807855764607
1739209636.7466154;-45.120503652039325
1739209636.7466173;-45.120503652039325
1739209636.7466195;-32.816014438256545
1739209636.7466214;-31.141103565318915
1739209636.7466233;-45.120503652039325
1739209636.7466252;-38.13080360867914
1739209636.7466273;-35.57807855764607
1739209636.7466292;-38.13080360867914
1739209636.7466311;-45.120503652039325
1739209636.746633;-45.120503652039325
1739209636.7466352;-35.57807855764607
1739209636.746637;-35.57807855764607
1739209636.746639;-45.120503652039325
1739209636.746641;-28.992665084841942
1739209636.746643;-33.981070128970906
1739209636.746645;-38.13080360867914
1739209636.746647;-45.120503652039325
1739209636.7466488;-38.13080360867914
1739209636.7466507;-38.13080360867914
1739209636.7466528;-38.13080360867914
1739209636.7466547;-35.57807855764607
1739209636.7466567;-35.57807855764607
1739209636.7466586;-38.13080360867914
1739209636.7466607;-35.57807855764607
1739209636.7466626;-45.120503652039325
1739209636.7466645;-38.13080360867914
1739209636.7466664;-32.816014438256545
1739209636.7466686;-45.120503652039325
1739209636.7466705;-45.120503652039325
1739209636.7466724;-33.981070128970906
1739209636.7466743;-30.49652367304973
1739209636.7466764;-38.13080360867914
1739209636.7466784;-45.120503652039325
1739209636.7466803;-38.13080360867914
1739209636.7466822;-38.13080360867914
1739209636.7466843;-45.120503652039325
1739209636.7466862;-45.120503652039325
1739209636.7466881;-45.120503652039325
1739209636.74669;-45.120503652039325
1739209636.7466922;-38.13080360867914
1739209636.746694;-45.120503652039325
1739209636.746696;-38.13080360867914
1739209636.746698;-35.57807855764607
1739209636.7467;-38.13080360867914
1739209636.746702;-45.120503652039325
1739209636.7467039;-45.120503652039325
1739209636.7467058;-45.120503652039325
1739209636.746708;-38.13080360867914
1739209636.7467098;-45.120503652039325
1739209636.7467117;-45.120503652039325
1739209636.7467136;-38.13080360867914
1739209636.7467158;-38.13080360867914
1739209636.7467177;-45.120503652039325
1739209636.7467196;-35.57807855764607
1739209636.7467215;-30.49652367304973
1739209636.7467237;-45.120503652039325
1739209636.7467256;-45.120503652039325
1739209636.7467275;-31.141103565318915
1739209636.7467294;-33.981070128970906
1739209636.7467315;-45.120503652039325
1739209636.7467334;-45.120503652039325
1739209636.7467353;-45.120503652039325
1739209636.7467372;-38.13080360867914
1739209636.7467391;-38.13080360867914
1739209636.7467413;-45.120503652039325
1739209636.7467432;-45.120503652039325
1739209636.746745;-38.13080360867914
1739209636.746747;-38.13080360867914
1739209636.7467492;-45.120503652039325
1739209636.746751;-38.13080360867914
1739209636.746753;-35.57807855764607
1739209636.746755;-45.120503652039325
1739209636.746757;-45.120503652039325
1739209636.746759;-45.120503652039325
1739209636.7467608;-45.120503652039325
1739209636.7467628;-38.13080360867914
1739209636.746765;-45.120503652039325
1739209636.7467668;-38.13080360867914
1739209636.7467687;-45.120503652039325
1739209636.7467706;-38.13080360867914
1739209636.7467728;-45.120503652039325
1739209636.7467747;-38.13080360867914
1739209636.7467766;-32.816014438256545
1739209636.7467785;-45.120503652039325
1739209636.7467806;-38.13080360867914
1739209636.7467825;-45.120503652039325
1739209636.7467844;-30.49652367304973
1739209636.7467864;-32.816014438256545
1739209636.7467885;-45.120503652039325
1739209636.7467904;-45.120503652039325
1739209636.7467923;-38.13080360867914
1739209636.7467942;-35.57807855764607
1739209636.7467964;-45.120503652039325
1739209636.7467983;-45.120503652039325
1739209636.7468002;-45.120503652039325
1739209636.746802;-45.120503652039325
1739209636.7468042;-45.120503652039325
1739209636.7468061;-38.13080360867914
1739209636.746808;-38.13080360867914
1739209636.74681;-45.120503652039325
1739209636.746812;-33.981070128970906
1739209636.746814;-45.120503652039325
1739209636.746816;-38.13080360867914
1739209636.7468178;-38.13080360867914
1739209636.7468197;-45.120503652039325
1739209636.7468219;-45.120503652039325
1739209636.7468238;-33.981070128970906
1739209636.7468257;-31.141103565318915
1739209636.7468276;-45.120503652039325
1739209636.7468297;-45.120503652039325
1739209636.7468317;-45.120503652039325
1739209636.7468336;-45.120503652039325
1739209636.7468355;-45.120503652039325
1739209636.7468376;-38.13080360867914
1739209636.7468395;-38.13080360867914
1739209636.7468414;-45.120503652039325
1739209636.7468433;-45.120503652039325
1739209636.7468455;-45.120503652039325
1739209636.7468474;-45.120503652039325
1739209636.7468493;-45.120503652039325
1739209636.7468512;-45.120503652039325
1739209636.7468534;-38.13080360867914
1739209636.7468553;-35.57807855764607
1739209636.7468572;-38.13080360867914
1739209636.746859;-45.120503652039325
1739209636.7468612;-38.13080360867914
1739209636.7468631;-32.816014438256545
1739209636.746865;-31.141103565318915
1739209636.746867;-45.120503652039325
1739209636.746869;-38.13080360867914
1739209636.746871;-38.13080360867914
1739209636.746873;-45.120503652039325
1739209636.7468748;-45.120503652039325
1739209636.746877;-38.13080360867914
1739209636.7468789;-38.13080360867914
1739209636.7468808;-35.57807855764607
1739209636.7468827;-45.120503652039325
1739209636.7468848;-45.120503652039325
1739209636.7468867;-45.120503652039325
1739209636.7468886;-38.13080360867914
1739209636.7468905;-45.120503652039325
1739209636.7468927;-45.120503652039325
1739209636.7468946;-38.13080360867914
1739209636.7468965;-31.141103565318915
1739209636.7468984;-38.13080360867914
1739209636.7469006;-38.13080360867914
1739209636.7469025;-45.120503652039325
1739209636.7469044;-33.981070128970906
1739209636.7469063;-45.120503652039325
1739209636.7469082;-45.120503652039325
1739209636.7469103;-45.120503652039325
1739209636.7469122;-38.13080360867914
1739209636.7469141;-38.13080360867914
1739209636.746916;-38.13080360867914
1739209636.7469182;-45.120503652039325
1739209636.74692;-45.120503652039325
1739209636.746922;-45.120503652039325
1739209636.746924;-45.120503652039325
1739209636.746926;-45.120503652039325
1739209636.746928;-45.120503652039325
1739209636.74693;-35.57807855764607
1739209636.7469318;-38.13080360867914
1739209636.746934;-45.120503652039325
1739209636.7469358;-38.13080360867914
1739209636.7469378;-45.120503652039325
1739209636.7469397;-38.13080360867914
1739209636.7469418;-38.13080360867914
1739209636.7469437;-38.13080360867914
1739209636.7469456;-38.13080360867914
1739209636.7469475;-38.13080360867914
1739209636.7469497;-45.120503652039325
1739209636.7469516;-33.981070128970906
1739209636.7469535;-45.120503652039325
1739209636.7469554;-45.120503652039325
1739209636.7469575;-45.120503652039325
1739209636.7469594;-28.58837851428586
1739209636.7469614;-38.13080360867914
1739209636.7469633;-45.120503652039325
1739209636.7469654;-45.120503652039325
1739209636.7469673;-38.13080360867914
1739209636.7469692;-45.120503652039325
1739209636.7469711;-45.120503652039325
1739209636.7469733;-45.120503652039325
1739209636.7469752;-38.13080360867914
1739209636.746977;-45.120503652039325
1739209636.746979;-38.13080360867914
1739209636.7469811;-35.57807855764607
1739209636.746983;-38.13080360867914
1739209636.746985;-45.120503652039325
1739209636.7407804;-35.57807855764607
1739209636.7407875;-45.120503652039325
1739209636.7407947;-45.120503652039325
1739209636.7408018;-38.13080360867914
1739209636.740809;-45.120503652039325
1739209636.740816;-45.120503652039325
1739209636.7408233;-45.120503652039325
1739209636.7408304;-38.13080360867914
1739209636.7408376;-45.120503652039325
1739209636.7408447;-45.120503652039325
1739209636.7408519;-45.120503652039325
1739209636.740859;-45.120503652039325
1739209636.7408662;-38.13080360867914
1739209636.7408733;-35.57807855764607
1739209636.7408805;-45.120503652039325
1739209636.7408876;-38.13080360867914
1739209636.7408948;-45.120503652039325
1739209636.740902;-45.120503652039325
1739209636.740909;-35.57807855764607
1739209636.7409163;-38.13080360867914
1739209636.7409234;-38.13080360867914
1739209636.7409306;-45.120503652039325
1739209636.7409377;-38.13080360867914
1739209636.7409449;-38.13080360867914
1739209636.740952;-38.13080360867914
1739209636.7409592;-38.13080360867914
1739209636.7409663;-38.13080360867914
1739209636.7409735;-33.981070128970906
1739209636.7409806;-38.13080360867914
1739209636.7409878;-38.13080360867914
1739209636.740995;-45.120503652039325
1739209636.741002;-45.120503652039325
1739209636.7410092;-38.13080360867914
1739209636.7410164;-38.13080360867914
1739209636.7410235;-38.13080360867914
1739209636.7410307;-38.13080360867914
1739209636.7410378;-38.13080360867914
1739209636.741045;-38.13080360867914
1739209636.7410522;-45.120503652039325
1739209636.7410593;-33.981070128970906
1739209636.7410665;-38.13080360867914
1739209636.7410736;-45.120503652039325
1739209636.7410808;-45.120503652039325
1739209636.741088;-38.13080360867914
1739209636.741095;-45.120503652039325
1739209636.7411022;-45.120503652039325
1739209636.7411094;-38.13080360867914
1739209636.7411165;-38.13080360867914
1739209636.7411237;-38.13080360867914
1739209636.7411308;-35.57807855764607
1739209636.741138;-38.13080360867914
1739209636.7411451;-45.120503652039325
1739209636.7411523;-45.120503652039325
1739209636.7411594;-45.120503652039325
1739209636.7411666;-45.120503652039325
1739209636.7411737;-38.13080360867914
1739209636.741181;-35.57807855764607
1739209636.741188;-38.13080360867914
1739209636.7411952;-45.120503652039325
1739209636.7412024;-38.13080360867914
1739209636.7412095;-32.816014438256545
1739209636.7412167;-38.13080360867914
1739209636.7412238;-45.120503652039325
1739209636.741231;-38.13080360867914
1739209636.741238;-45.120503652039325
1739209636.7412453;-38.13080360867914
1739209636.7412524;-38.13080360867914
1739209636.7412596;-45.120503652039325
1739209636.7412667;-38.13080360867914
1739209636.7412739;-38.13080360867914
1739209636.741281;-45.120503652039325
1739209636.7412882;-38.13080360867914
1739209636.7412953;-35.57807855764607
1739209636.7413025;-38.13080360867914
1739209636.7413096;-45.120503652039325
1739209636.7413168;-31.141103565318915
1739209636.741324;-28.992665084841942
1739209636.741331;-45.120503652039325
1739209636.7413383;-45.120503652039325
1739209636.7413454;-45.120503652039325
1739209636.7413526;-38.13080360867914
1739209636.7413597;-38.13080360867914
1739209636.7413669;-45.120503652039325
1739209636.741374;-45.120503652039325
1739209636.7413812;-38.13080360867914
1739209636.7413883;-38.13080360867914
1739209636.7413955;-45.120503652039325
1739209636.7414026;-45.120503652039325
1739209636.7414098;-38.13080360867914
1739209636.741417;-35.57807855764607
1739209636.741424;-45.120503652039325
1739209636.7414312;-33.981070128970906
1739209636.7414384;-28.992665084841942
1739209636.7414455;-45.120503652039325
1739209636.7414527;-38.13080360867914
1739209636.7414598;-38.13080360867914
1739209636.741467;-33.981070128970906
1739209636.7414742;-38.13080360867914
1739209636.7414813;-45.120503652039325
