CAN Message; 0x98:0000b36585267d74
1739209636.7414885;-45.120503652039325
1739209636.7414956;-45.120503652039325
1739209636.7415028;-45.120503652039325
1739209636.74151;-45.120503652039325
1739209636.741517;-45.120503652039325
1739209636.7415242;-45.120503652039325
1739209636.7415314;-38.13080360867914
1739209636.7415385;-45.120503652039325
1739209636.7415457;-45.120503652039325
1739209636.7415528;-45.120503652039325
1739209636.74156;-45.120503652039325
1739209636.7415671;-45.120503652039325
1739209636.7415743;-38.13080360867914
1739209636.7415814;-45.120503652039325
1739209636.7415886;-45.120503652039325
1739209636.7415957;-45.120503652039325
1739209636.741603;-38.13080360867914
1739209636.74161;-33.981070128970906
1739209636.7416172;-45.120503652039325
1739209636.7416244;-45.120503652039325
1739209636.7416315;-45.120503652039325
1739209636.7416387;-32.816014438256545
1739209636.7416458;-45.120503652039325
1739209636.741653;-45.120503652039325
1739209636.74166;-38.13080360867914
1739209636.7416673;-38.13080360867914
1739209636.7416744;-45.120503652039325
1739209636.7416816;-38.13080360867914
1739209636.7416887;-45.120503652039325
1739209636.741696;-45.120503652039325
1739209636.741703;-45.120503652039325
1739209636.7417102;-45.120503652039325
1739209636.7417173;-38.13080360867914
1739209636.7417245;-27.8777449560314
1739209636.7417316;-38.13080360867914
1739209636.7417388;-45.120503652039325
1739209636.741746;-38.13080360867914
1739209636.741753;-38.13080360867914
1739209636.7417603;-45.120503652039325
1739209636.7417674;-45.120503652039325
1739209636.7417746;-38.13080360867914
1739209636.7417817;-38.13080360867914
1739209636.7417889;-45.120503652039325
1739209636.741796;-38.13080360867914
1739209636.7418032;-45.120503652039325
1739209636.7418103;-45.120503652039325
1739209636.7418175;-38.13080360867914
1739209636.7418246;-45.120503652039325
1739209636.7418318;-45.120503652039325
1739209636.741839;-35.57807855764607
1739209636.741846;-38.13080360867914
1739209636.7418532;-35.57807855764607
1739209636.7418604;-33.981070128970906
1739209636.7418675;-45.120503652039325
1739209636.7418747;-45.120503652039325
1739209636.7418818;-38.13080360867914
1739209636.741889;-38.13080360867914
1739209636.7418962;-45.120503652039325
1739209636.7419033;-38.13080360867914
1739209636.7419105;-35.57807855764607
1739209636.7419176;-38.13080360867914
1739209636.7419248;-28.21854285175415
1739209636.741932;-38.13080360867914
1739209636.741939;-45.120503652039325
1739209636.7419462;-38.13080360867914
1739209636.7419534;-45.120503652039325
1739209636.7419605;-45.120503652039325
1739209636.7419677;-45.120503652039325
1739209636.7419748;-45.120503652039325
1739209636.741982;-45.120503652039325
1739209636.7419891;-38.13080360867914
1739209636.7419963;-35.57807855764607
1739209636.7420034;-38.13080360867914
1739209636.7420106;-35.57807855764607
1739209636.7420177;-38.13080360867914
1739209636.742025;-38.13080360867914
1739209636.742032;-38.13080360867914
1739209636.7420392;-35.57807855764607
1739209636.7420464;-38.13080360867914
1739209636.7420535;-45.120503652039325
1739209636.7420607;-33.981070128970906
1739209636.7420678;-45.120503652039325
1739209636.742075;-45.120503652039325
1739209636.742082;-45.120503652039325
1739209636.7420893;-38.13080360867914
1739209636.7420964;-38.13080360867914
1739209636.7421036;-38.13080360867914
1739209636.7421107;-38.13080360867914
1739209636.742118;-45.120503652039325
1739209636.742125;-35.57807855764607
1739209636.7421322;-35.57807855764607
1739209636.7421393;-45.120503652039325
1739209636.7421465;-38.13080360867914
1739209636.7421536;-35.57807855764607
1739209636.7421608;-38.13080360867914
1739209636.742168;-45.120503652039325
1739209636.742175;-45.120503652039325
1739209636.7421823;-45.120503652039325
1739209636.7421894;-45.120503652039325
1739209636.7421966;-45.120503652039325
1739209636.7422037;-45.120503652039325
1739209636.7422109;-45.120503652039325
1739209636.742218;-33.981070128970906
1739209636.7422252;-45.120503652039325
1739209636.7422323;-45.120503652039325
1739209636.7422395;-38.13080360867914
1739209636.7422466;-38.13080360867914
1739209636.7422538;-45.120503652039325
1739209636.742261;-38.13080360867914
1739209636.742268;-32.816014438256545
1739209636.7422752;-33.981070128970906
1739209636.7422824;-38.13080360867914
1739209636.7422895;-38.13080360867914
1739209636.7422967;-38.13080360867914
1739209636.7423038;-45.120503652039325
1739209636.742311;-45.120503652039325
1739209636.7423182;-38.13080360867914
1739209636.7423253;-35.57807855764607
1739209636.7423325;-38.13080360867914
1739209636.7423396;-38.13080360867914
1739209636.7423468;-45.120503652039325
1739209636.742354;-45.120503652039325
1739209636.742361;-38.13080360867914
1739209636.7423682;-45.120503652039325
1739209636.7423754;-45.120503652039325
1739209636.7423825;-35.57807855764607
1739209636.7423897;-35.57807855764607
1739209636.7423968;-45.120503652039325
1739209636.742404;-45.120503652039325
1739209636.7424111;-35.57807855764607
1739209636.7424183;-35.57807855764607
1739209636.7424254;-38.13080360867914
1739209636.7424326;-45.120503652039325
1739209636.7424397;-38.13080360867914
1739209636.742447;-32.816014438256545
1739209636.742454;-38.13080360867914
1739209636.7424612;-45.120503652039325
1739209636.7424684;-45.120503652039325
1739209636.7424755;-38.13080360867914
1739209636.7424827;-38.13080360867914
1739209636.7424898;-38.13080360867914
1739209636.742497;-45.120503652039325
1739209636.7425041;-45.120503652039325
1739209636.7425113;-38.13080360867914
1739209636.7425184;-35.57807855764607
1739209636.7425256;-38.13080360867914
1739209636.7425327;-33.981070128970906
1739209636.74254;-33.981070128970906
1739209636.742547;-45.120503652039325
1739209636.7425542;-45.120503652039325
1739209636.7425613;-38.13080360867914
1739209636.7425685;-35.57807855764607
1739209636.7425756;-35.57807855764607
1739209636.7425828;-38.13080360867914
1739209636.74259;-45.120503652039325
1739209636.742597;-38.13080360867914
1739209636.7426043;-38.13080360867914
1739209636.7426114;-45.120503652039325
1739209636.7426186;-45.120503652039325
1739209636.7426257;-38.13080360867914
1739209636.7426329;-38.13080360867914
1739209636.74264;-45.120503652039325
1739209636.7426472;-35.57807855764607
1739209636.7426543;-32.816014438256545
1739209636.7426615;-38.13080360867914
1739209636.7426686;-45.120503652039325
1739209636.7426758;-30.49652367304973
1739209636.742683;-38.13080360867914
1739209636.74269;-45.120503652039325
1739209636.7426972;-38.13080360867914
1739209636.7427044;-38.13080360867914
1739209636.7427115;-45.120503652039325
1739209636.7427187;-38.13080360867914
1739209636.7427258;-38.13080360867914
1739209636.742733;-38.13080360867914
1739209636.7427402;-38.13080360867914
1739209636.7427473;-38.13080360867914
1739209636.7427545;-45.120503652039325
1739209636.7427616;-38.13080360867914
1739209636.7427688;-45.120503652039325
1739209636.742776;-45.120503652039325
1739209636.742783;-35.57807855764607
1739209636.7427902;-33.981070128970906
1739209636.7427974;-38.13080360867914
1739209636.7428045;-38.13080360867914
1739209636.7428117;-38.13080360867914
1739209636.7428188;-35.57807855764607
1739209636.742826;-31.141103565318915
1739209636.7428331;-45.120503652039325
1739209636.7428403;-45.120503652039325
1739209636.7428474;-38.13080360867914
1739209636.7428546;-38.13080360867914
1739209636.7428617;-45.120503652039325
1739209636.742869;-38.13080360867914
1739209636.742876;-45.120503652039325
1739209636.7428832;-45.120503652039325
1739209636.7428904;-38.13080360867914
1739209636.7428975;-38.13080360867914
1739209636.7429047;-38.13080360867914
1739209636.7429116;-45.120503652039325
1739209636.7429187;-38.13080360867914
1739209636.742926;-35.57807855764607
1739209636.742933;-38.13080360867914
1739209636.7429402;-26.487275050834715
1739209636.7429473;-38.13080360867914
1739209636.7429545;-45.120503652039325
1739209636.7429616;-38.13080360867914
1739209636.7429688;-35.57807855764607
1739209636.742976;-38.13080360867914
1739209636.742983;-38.13080360867914
1739209636.7429903;-45.120503652039325
1739209636.7429974;-31.141103565318943
1739209636.7430046;-45.120503652039325
1739209636.7430117;-38.13080360867914
1739209636.7430189;-38.13080360867914
1739209636.743026;-45.120503652039325
1739209636.7430332;-45.120503652039325
1739209636.7430403;-45.120503652039325
1739209636.7430475;-45.120503652039325
1739209636.7430546;-28.21854285175415
1739209636.7430618;-35.57807855764607
1739209636.743069;-38.13080360867914
1739209636.743076;-45.120503652039325
1739209636.7430832;-45.120503652039325
1739209636.7430904;-45.120503652039325
1739209636.7430975;-38.13080360867914
1739209636.7431047;-32.816014438256545
1739209636.7431118;-32.81601443825658
1739209636.743119;-45.120503652039325
1739209636.7431262;-38.13080360867914
1739209636.7431333;-45.120503652039325
1739209636.7431405;-45.120503652039325
1739209636.7431476;-45.120503652039325
1739209636.7431548;-38.13080360867914
1739209636.743162;-45.120503652039325
1739209636.743169;-26.991370085610736
1739209636.7431762;-32.816014438256545
1739209636.7431834;-38.13080360867914
1739209636.7431905;-38.13080360867914
1739209636.7431977;-38.13080360867914
1739209636.7432048;-38.13080360867914
1739209636.743212;-38.13080360867914
1739209636.7432191;-33.981070128970906
1739209636.7432263;-38.13080360867914
1739209636.7432334;-45.120503652039325
1739209636.7432406;-35.57807855764607
1739209636.7432477;-38.13080360867914
1739209636.743255;-45.120503652039325
1739209636.743262;-45.120503652039325
1739209636.7432692;-38.13080360867914
1739209636.7432764;-38.13080360867914
1739209636.7432835;-32.816014438256545
1739209636.7432907;-35.57807855764607
1739209636.7432978;-32.816014438256545
1739209636.743305;-38.13080360867914
1739209636.7433121;-35.57807855764607
1739209636.7433193;-35.57807855764607
1739209636.7433264;-38.13080360867914
1739209636.7433336;-32.816014438256545
