CAN Message; 0x1a7:00008afc9129fe2f
1739209734.0317752;-45.120503652039325
1739209734.0317807;-38.13080360867914
1739209734.031786;-38.13080360867914
1739209734.0317914;-45.120503652039325
1739209734.0317967;-45.120503652039325
1739209734.031802;-45.120503652039325
1739209734.0318074;-38.13080360867914
1739209734.0318127;-38.13080360867914
1739209734.0318182;-45.120503652039325
1739209734.0318234;-33.981070128970906
1739209734.0318289;-31.141103565318915
1739209734.0318341;-38.13080360867914
1739209734.0318396;-38.13080360867914
1739209734.0318449;-45.120503652039325
1739209734.0318503;-33.981070128970906
1739209734.0318556;-45.120503652039325
1739209734.0318608;-45.120503652039325
1739209734.0318663;-45.120503652039325
1739209734.0318716;-31.14110356531892
1739209734.031877;-35.57807855764607
1739209734.0318823;-45.120503652039325
1739209734.0318878;-45.120503652039325
1739209734.031893;-45.120503652039325
1739209734.0318985;-38.13080360867914
1739209734.0319037;-45.120503652039325
1739209734.0319092;-38.13080360867914
1739209734.0319145;-27.267205301931607
1739209734.0319197;-38.13080360867914
1739209734.0319252;-38.13080360867914
1739209734.0319304;-45.120503652039325
1739209734.031936;-33.981070128970906
1739209734.0319412;-38.13080360867914
1739209734.0319467;-45.120503652039325
1739209734.031952;-45.120503652039325
1739209734.0319574;-33.981070128970956
1739209734.0319626;-38.13080360867914
1739209734.0319679;-45.120503652039325
1739209734.0319734;-45.120503652039325
1739209734.0319786;-45.120503652039325
1739209734.031984;-45.120503652039325
1739209734.0319893;-45.120503652039325
1739209734.0319948;-45.120503652039325
1739209734.032;-38.13080360867914
1739209734.0320055;-38.13080360867914
1739209734.0320108;-45.120503652039325
1739209734.0320163;-38.13080360867914
1739209734.0320215;-38.13080360867914
1739209734.0320268;-35.57807855764607
1739209734.0320323;-45.120503652039325
1739209734.0320375;-45.120503652039325
1739209734.032043;-27.8777449560314
1739209734.0320482;-38.13080360867914
1739209734.0320537;-38.13080360867914
1739209734.032059;-38.13080360867914
1739209734.0320644;-32.816014438256545
1739209734.0320697;-35.57807855764607
1739209734.0320752;-38.13080360867914
1739209734.0320804;-33.981070128970906
1739209734.0320857;-31.141103565318943
1739209734.0320911;-45.120503652039325
1739209734.0320964;-32.816014438256545
1739209734.0321019;-38.13080360867914
1739209734.032107;-38.13080360867914
1739209734.0321126;-38.13080360867914
1739209734.0321178;-45.120503652039325
1739209734.0321233;-45.120503652039325
1739209734.0321286;-27.8777449560314
1739209734.032134;-32.816014438256545
1739209734.0321393;-45.120503652039325
1739209734.0321445;-45.120503652039325
1739209734.03215;-33.981070128970906
1739209734.0321553;-45.120503652039325
1739209734.0321608;-38.13080360867914
1739209734.032166;-45.120503652039325
1739209734.0321715;-45.120503652039325
1739209734.0321767;-38.13080360867914
1739209734.0321822;-38.13080360867914
1739209734.0321875;-45.120503652039325
1739209734.0321927;-35.57807855764607
1739209734.0321982;-35.57807855764607
1739209734.0322034;-38.13080360867914
1739209734.032209;-38.13080360867914
1739209734.0322142;-38.13080360867914
1739209734.0322196;-38.13080360867914
1739209734.032225;-38.13080360867914
1739209734.0322304;-45.120503652039325
1739209734.0322356;-45.120503652039325
1739209734.032241;-45.120503652039325
1739209734.0322464;-45.120503652039325
1739209734.0322516;-45.120503652039325
1739209734.032257;-35.57807855764607
1739209734.0322623;-38.13080360867914
1739209734.0322678;-45.120503652039325
1739209734.032273;-45.120503652039325
1739209734.0322785;-35.57807855764607
1739209734.0322838;-38.13080360867914
1739209734.0322893;-45.120503652039325
1739209734.0322945;-38.13080360867914
1739209734.0323;-45.120503652039325
1739209734.0323052;-38.13080360867914
1739209734.0323105;-38.13080360867914
1739209734.032316;-45.120503652039325
1739209734.0323212;-38.13080360867914
1739209734.0323267;-33.981070128970906
1739209734.032332;-45.120503652039325
1739209734.0323374;-45.120503652039325
1739209734.0323427;-30.49652367304973
1739209734.0323482;-38.13080360867914
1739209734.0323534;-45.120503652039325
1739209734.0323586;-45.120503652039325
1739209734.0323641;-35.57807855764607
1739209734.0323694;-38.13080360867914
1739209734.0323749;-45.120503652039325
1739209734.03238;-45.120503652039325
1739209734.0323856;-45.120503652039325
1739209734.0323908;-33.981070128970906
1739209734.0323963;-38.13080360867914
1739209734.0324016;-38.13080360867914
1739209734.032407;-45.120503652039325
1739209734.0324123;-33.981070128970906
1739209734.0324175;-45.120503652039325
1739209734.032423;-45.120503652039325
1739209734.0324283;-38.13080360867914
1739209734.0324337;-33.981070128970906
1739209734.032439;-45.120503652039325
1739209734.0324445;-45.120503652039325
1739209734.0324497;-38.13080360867914
1739209734.0324552;-38.13080360867914
1739209734.0324605;-45.120503652039325
1739209734.032466;-38.13080360867914
1739209734.0324712;-33.981070128970906
1739209734.0324764;-45.120503652039325
1739209734.032482;-45.120503652039325
1739209734.0324872;-45.120503652039325
1739209734.0324926;-38.13080360867914
1739209734.032498;-32.816014438256545
1739209734.0325034;-45.120503652039325
1739209734.0325086;-45.120503652039325
1739209734.032514;-33.981070128970906
1739209734.0325193;-38.13080360867914
1739209734.0325248;-38.13080360867914
1739209734.03253;-38.13080360867914
1739209734.0325353;-45.120503652039325
1739209734.0325408;-38.13080360867914
1739209734.032546;-38.13080360867914
1739209734.0325515;-35.57807855764607
1739209734.0325568;-45.120503652039325
1739209734.0325623;-38.13080360867914
1739209734.0325675;-33.981070128970906
1739209734.032573;-45.120503652039325
1739209734.0325782;-38.13080360867914
1739209734.0325835;-38.13080360867914
1739209734.032589;-30.49652367304973
1739209734.0325942;-32.816014438256545
1739209734.0325997;-45.120503652039325
1739209734.032605;-38.13080360867914
1739209734.0326104;-38.13080360867914
1739209734.0326157;-45.120503652039325
1739209734.0326211;-45.120503652039325
1739209734.0326264;-45.120503652039325
1739209734.0326319;-35.57807855764607
1739209734.0326371;-45.120503652039325
1739209734.0326424;-38.13080360867914
1739209734.0326478;-33.981070128970906
1739209734.032653;-33.981070128970906
1739209734.0326586;-38.13080360867914
1739209734.0326638;-45.120503652039325
1739209734.0326693;-38.13080360867914
1739209734.0326746;-33.981070128970906
1739209734.03268;-38.13080360867914
1739209734.0326853;-45.120503652039325
1739209734.0326908;-38.13080360867914
1739209734.032696;-33.981070128970906
1739209734.0327013;-38.13080360867914
1739209734.0327067;-45.120503652039325
1739209734.032712;-45.120503652039325
1739209734.0327175;-45.120503652039325
1739209734.0327227;-38.13080360867914
1739209734.0327282;-38.13080360867914
1739209734.0327334;-38.13080360867914
1739209734.032739;-33.981070128970906
1739209734.0327442;-45.120503652039325
1739209734.0327497;-45.120503652039325
1739209734.032755;-38.13080360867914
1739209734.0327601;-38.13080360867914
1739209734.0327656;-45.120503652039325
1739209734.0327709;-38.13080360867914
1739209734.0327764;-38.13080360867914
1739209734.0327816;-38.13080360867914
1739209734.032787;-33.981070128970906
1739209734.0327923;-38.13080360867914
1739209734.0327978;-38.13080360867914
1739209734.032803;-38.13080360867914
1739209734.0328083;-45.120503652039325
1739209734.0328138;-45.120503652039325
1739209734.032819;-38.13080360867914
1739209734.0328245;-45.120503652039325
1739209734.0328298;-45.120503652039325
1739209734.0328352;-38.13080360867914
1739209734.0328405;-45.120503652039325
1739209734.032846;-38.13080360867914
1739209734.0328512;-45.120503652039325
1739209734.0328567;-38.13080360867914
1739209734.032862;-45.120503652039325
1739209734.0328672;-45.120503652039325
1739209734.0328727;-38.13080360867914
1739209734.032878;-38.13080360867914
1739209734.0328834;-38.13080360867914
1739209734.0328887;-45.120503652039325
1739209734.0328941;-45.120503652039325
1739209734.0328994;-38.13080360867914
1739209734.0329049;-38.13080360867914
1739209734.03291;-38.13080360867914
1739209734.0329156;-38.13080360867914
1739209734.0329208;-35.57807855764607
1739209734.032926;-38.13080360867914
1739209734.0329316;-45.120503652039325
1739209734.0329368;-45.120503652039325
1739209734.0329423;-35.57807855764607
1739209734.0329475;-32.816014438256545
1739209734.032953;-45.120503652039325
1739209734.0329583;-45.120503652039325
1739209734.0329638;-32.816014438256545
1739209734.032969;-35.57807855764607
1739209734.0329742;-45.120503652039325
1739209734.0329797;-45.120503652039325
1739209734.032985;-38.13080360867914
1739209734.0329905;-35.57807855764607
1739209734.0329957;-38.13080360867914
1739209734.0330012;-45.120503652039325
1739209734.0330064;-45.120503652039325
1739209734.033012;-45.120503652039325
1739209734.0330172;-35.57807855764607
1739209734.0330226;-32.816014438256545
1739209734.033028;-38.13080360867914
1739209734.0330331;-38.13080360867914
1739209734.0330386;-45.120503652039325
1739209734.0330439;-45.120503652039325
1739209734.0330493;-45.120503652039325
1739209734.0330546;-38.13080360867914
1739209734.03306;-45.120503652039325
1739209734.0330653;-45.120503652039325
1739209734.0330708;-45.120503652039325
1739209734.033076;-45.120503652039325
1739209734.0330815;-33.981070128970906
1739209734.0330868;-38.13080360867914
1739209734.033092;-45.120503652039325
1739209734.0330975;-38.13080360867914
1739209734.0331028;-30.49652367304973
1739209734.0331082;-35.57807855764607
1739209734.0331135;-32.816014438256545
1739209734.033119;-38.13080360867914
1739209734.0331242;-45.120503652039325
1739209734.0331297;-35.57807855764607
1739209734.033135;-45.120503652039325
1739209734.0331404;-45.120503652039325
1739209734.0331457;-45.120503652039325
1739209734.033151;-45.120503652039325
1739209734.0331564;-45.120503652039325
1739209734.0331616;-45.120503652039325
1739209734.0331671;-45.120503652039325
1739209734.0331724;-38.13080360867914
1739209734.0331779;-35.57807855764607
1739209734.033183;-38.13080360867914
1739209734.0331886;-32.816014438256545
1739209734.0331938;-35.57807855764607
1739209734.033199;-45.120503652039325
1739209734.0332046;-45.120503652039325
1739209734.0332098;-32.816014438256545
1739209734.0332153;-30.49652367304973
1739209734.0332205;-45.120503652039325
1739209734.033226;-38.13080360867914
1739209734.0332313;-45.120503652039325
1739209734.0332367;-38.13080360867914
1739209734.033242;-45.120503652039325
1739209734.0332475;-38.13080360867914
1739209734.0332527;-45.120503652039325
1739209734.033258;-45.120503652039325
1739209734.0332634;-45.120503652039325
1739209734.0332687;-45.120503652039325
1739209734.0332742;-35.57807855764607
1739209734.0332794;-38.13080360867914
1739209734.033285;-35.57807855764607
1739209734.0332901;-35.57807855764607
1739209734.0332956;-33.981070128970906
1739209734.0333009;-31.141103565318893
1739209734.0333064;-45.120503652039325
1739209734.0333116;-38.13080360867914
1739209734.0333169;-45.120503652039325
1739209734.0333223;-45.120503652039325
1739209734.0333276;-45.120503652039325
1739209734.033333;-35.57807855764607
1739209734.0333383;-45.120503652039325
1739209734.0333438;-45.120503652039325
1739209734.033349;-45.120503652039325
1739209734.0333545;-38.13080360867914
1739209734.0333598;-45.120503652039325
1739209734.0333652;-45.120503652039325
1739209734.0333705;-45.120503652039325
1739209734.0333757;-45.120503652039325
1739209734.0333812;-32.816014438256545
1739209734.0333865;-27.8777449560314
1739209734.033392;-35.57807855764607
1739209734.0333972;-38.13080360867914
1739209734.0334027;-38.13080360867914
1739209734.033408;-38.13080360867914
1739209734.0334134;-45.120503652039325
1739209734.0334187;-38.13080360867914
1739209734.033424;-45.120503652039325
1739209734.0334294;-31.141103565318943
1739209734.0334346;-35.57807855764607
1739209734.03344;-38.13080360867914
1739209734.0334454;-45.120503652039325
1739209734.0334508;-45.120503652039325
1739209734.033456;-45.120503652039325
1739209734.0334616;-45.120503652039325
1739209734.0334668;-38.13080360867914
1739209734.0334723;-32.816014438256545
1739209734.0334775;-38.13080360867914
1739209734.0334828;-38.13080360867914
1739209734.0334883;-38.13080360867914
1739209734.0334935;-35.57807855764607
1739209734.033499;-38.13080360867914
1739209734.0335042;-33.981070128970906
1739209734.0335097;-45.120503652039325
1739209734.033515;-38.13080360867914
1739209734.0335205;-38.13080360867914
1739209734.0335257;-45.120503652039325
1739209734.0335312;-45.120503652039325
1739209734.0335364;-38.13080360867914
1739209734.0335417;-38.13080360867914
1739209734.0335472;-38.13080360867914
1739209734.0335524;-45.120503652039325
1739209734.033558;-38.13080360867914
1739209734.0335631;-45.120503652039325
1739209734.0335686;-45.120503652039325
1739209734.0335739;-38.13080360867914
1739209734.0335793;-38.13080360867914
1739209734.0335846;-38.13080360867914
1739209734.0335898;-38.13080360867914
1739209734.0335953;-45.120503652039325
1739209734.0336006;-38.13080360867914
1739209734.033606;-35.57807855764607
1739209734.0336113;-35.57807855764607
1739209734.0336168;-38.13080360867914
1739209734.033622;-38.13080360867914
1739209734.0336275;-38.13080360867914
1739209734.0336328;-38.13080360867914
1739209734.0336382;-31.141103565318915
1739209734.0336435;-33.981070128970906
1739209734.0336487;-38.13080360867914
1739209734.0336542;-45.120503652039325
1739209734.0336595;-38.13080360867914
1739209734.033665;-33.981070128970906
1739209734.0336702;-45.120503652039325
1739209734.0336757;-45.120503652039325
1739209734.033681;-38.13080360867914
1739209734.0336864;-45.120503652039325
1739209734.0336916;-45.120503652039325
1739209734.0336971;-45.120503652039325
1739209734.0337024;-45.120503652039325
1739209734.0337076;-38.13080360867914
1739209734.033713;-45.120503652039325
1739209734.0337183;-45.120503652039325
1739209734.0337238;-38.13080360867914
1739209734.033729;-38.13080360867914
1739209734.0337346;-38.13080360867914
1739209734.0337398;-45.120503652039325
1739209734.0337453;-45.120503652039325
1739209734.0337505;-45.120503652039325
1739209734.033756;-45.120503652039325
1739209734.0337613;-45.120503652039325
1739209734.0337665;-45.120503652039325
1739209734.033772;-31.141103565318915
1739209734.0337772;-33.981070128970906
1739209734.0337827;-38.13080360867914
1739209734.033788;-45.120503652039325
1739209734.0337934;-38.13080360867914
1739209734.0337987;-38.13080360867914
1739209734.0338042;-45.120503652039325
1739209734.0338094;-33.981070128970906
1739209734.0338147;-30.49652367304973
1739209734.0338202;-28.992665084841942
1739209734.0338254;-38.13080360867914
1739209734.033831;-45.120503652039325
1739209734.0338361;-38.13080360867914
1739209734.0338416;-38.13080360867914
1739209734.0338469;-45.120503652039325
1739209734.0338523;-45.120503652039325
1739209734.0338576;-38.13080360867914
1739209734.033863;-33.981070128970906
1739209734.0338683;-35.57807855764607
1739209734.0338736;-45.120503652039325
1739209734.033879;-45.120503652039325
1739209734.0338843;-38.13080360867914
1739209734.0338898;-38.13080360867914
1739209734.033895;-38.13080360867914
1739209734.0339005;-38.13080360867914
1739209734.0339057;-31.141103565318915
1739209734.0339112;-38.13080360867914
1739209734.0339165;-38.13080360867914
1739209734.033922;-38.13080360867914
1739209734.0339272;-38.13080360867914
1739209734.0339324;-38.13080360867914
1739209734.033938;-45.120503652039325
1739209734.0339432;-45.120503652039325
1739209734.0339487;-35.57807855764607
1739209734.033954;-38.13080360867914
1739209734.0339594;-45.120503652039325
1739209734.0339646;-45.120503652039325
1739209734.03397;-35.57807855764607
1739209734.0339754;-35.57807855764607
1739209734.0339808;-45.120503652039325
1739209734.033986;-38.13080360867914
1739209734.0339913;-28.992665084841942
1739209734.0339968;-33.981070128970906
1739209734.034002;-45.120503652039325
1739209734.0340075;-45.120503652039325
1739209734.0340128;-38.13080360867914
1739209734.0340183;-38.13080360867914
1739209734.0340235;-45.120503652039325
1739209734.034029;-45.120503652039325
1739209734.0340343;-45.120503652039325
1739209734.0340395;-38.13080360867914
1739209734.034045;-45.120503652039325
1739209734.0340502;-45.120503652039325
1739209734.0340557;-38.13080360867914
1739209734.034061;-35.57807855764607
1739209734.0340664;-38.13080360867914
1739209734.0340717;-45.120503652039325
1739209734.0340772;-26.991370085610722
1739209734.0340824;-35.57807855764607
1739209734.034088;-45.120503652039325
1739209734.0340931;-45.120503652039325
1739209734.0340984;-33.981070128970906
1739209734.0341039;-45.120503652039325
1739209734.034109;-45.120503652039325
1739209734.0341146;-45.120503652039325
1739209734.0341198;-33.981070128970956
1739209734.0341253;-45.120503652039325
1739209734.0341306;-38.13080360867914
1739209734.034136;-45.120503652039325
1739209734.0341413;-38.13080360867914
1739209734.0341468;-35.57807855764607
1739209734.034152;-45.120503652039325
1739209734.0341573;-38.13080360867914
1739209734.0341628;-28.58837851428586
1739209734.034168;-38.13080360867914
1739209734.0341735;-32.816014438256545
1739209734.0341787;-35.57807855764607
1739209734.0341842;-45.120503652039325
1739209734.0341895;-45.120503652039325
1739209734.034195;-35.57807855764607
1739209734.0342002;-32.816014438256545
1739209734.0342054;-45.120503652039325
1739209734.034211;-45.120503652039325
1739209734.0342162;-33.981070128970906
1739209734.0342216;-45.120503652039325
1739209734.034227;-45.120503652039325
1739209734.0342324;-45.120503652039325
1739209734.0342376;-35.57807855764607
1739209734.034243;-38.13080360867914
1739209734.0342484;-29.438486411369333
1739209734.0342538;-32.816014438256545
1739209734.034259;-45.120503652039325
1739209734.0342643;-33.981070128970906
1739209734.0342698;-45.120503652039325
1739209734.034275;-45.120503652039325
1739209734.0342805;-45.120503652039325
1739209734.0342858;-45.120503652039325
1739209734.0342913;-35.57807855764607
1739209734.0342965;-38.13080360867914
1739209734.034302;-45.120503652039325
1739209734.0343072;-45.120503652039325
1739209734.0343127;-35.57807855764607
1739209734.034318;-38.13080360867914
1739209734.0343232;-45.120503652039325
1739209734.0343287;-38.13080360867914
1739209734.034334;-45.120503652039325
1739209734.0343394;-45.120503652039325
1739209734.0343447;-45.120503652039325
1739209734.0343502;-45.120503652039325
1739209734.0343554;-45.120503652039325
1739209734.034361;-38.13080360867914
1739209734.0343661;-38.13080360867914
1739209734.0343716;-45.120503652039325
1739209734.0343769;-31.141103565318893
1739209734.034382;-35.57807855764607
1739209734.0343876;-45.120503652039325
1739209734.0343928;-45.120503652039325
1739209734.0343983;-35.57807855764607
1739209734.0344036;-38.13080360867914
1739209734.034409;-45.120503652039325
1739209734.0344143;-45.120503652039325
1739209734.0344198;-45.120503652039325
1739209734.034425;-45.120503652039325
1739209734.0344303;-38.13080360867914
1739209734.0344357;-45.120503652039325
1739209734.034441;-45.120503652039325
1739209734.0344465;-38.13080360867914
1739209734.0344517;-45.120503652039325
1739209734.0344572;-45.120503652039325
1739209734.0344625;-35.57807855764607
1739209734.034468;-35.57807855764607
1739209734.0344732;-45.120503652039325
1739209734.0344787;-45.120503652039325
1739209734.034484;-38.13080360867914
1739209734.0344892;-38.13080360867914
1739209734.0344946;-45.120503652039325
1739209734.0345;-45.120503652039325
1739209734.0345054;-33.981070128970906
1739209734.0345106;-45.120503652039325
1739209734.034516;-38.13080360867914
1739209734.0345213;-45.120503652039325
1739209734.0345268;-38.13080360867914
1739209734.034532;-38.13080360867914
1739209734.0345376;-38.13080360867914
1739209734.0345428;-45.120503652039325
1739209734.034548;-35.57807855764607
1739209734.0345535;-32.816014438256545
1739209734.0345588;-45.120503652039325
1739209734.0345643;-38.13080360867914
1739209734.0345695;-35.57807855764607
1739209734.034575;-35.57807855764607
1739209734.0345802;-45.120503652039325
1739209734.0345857;-45.120503652039325
1739209734.034591;-33.981070128970906
1739209734.0345962;-45.120503652039325
1739209734.0346017;-45.120503652039325
1739209734.034607;-45.120503652039325
1739209734.0346124;-45.120503652039325
1739209734.0346177;-33.981070128970906
1739209734.0346231;-38.13080360867914
1739209734.0346284;-38.13080360867914
1739209734.0346339;-45.120503652039325
1739209734.0346391;-35.57807855764607
1739209734.0346446;-38.13080360867914
1739209734.0346498;-45.120503652039325
1739209734.034655;-38.13080360867914
1739209734.0346606;-35.57807855764607
1739209734.0346658;-38.13080360867914
1739209734.0346713;-38.13080360867914
1739209734.0346766;-45.120503652039325
1739209734.034682;-45.120503652039325
1739209734.0346873;-33.981070128970906
1739209734.0346928;-45.120503652039325
1739209734.034698;-45.120503652039325
1739209734.0347035;-38.13080360867914
1739209734.0347087;-38.13080360867914
1739209734.034714;-45.120503652039325
1739209734.0347195;-45.120503652039325
1739209734.0347247;-45.120503652039325
1739209734.0347302;-38.13080360867914
1739209734.0347354;-45.120503652039325
1739209734.034741;-38.13080360867914
1739209734.0347462;-45.120503652039325
1739209734.0347517;-45.120503652039325
1739209734.034757;-38.13080360867914
1739209734.0347624;-45.120503652039325
1739209734.0347676;-38.13080360867914
1739209734.0347729;-30.49652367304973
1739209734.0347784;-35.57807855764607
1739209734.0347836;-45.120503652039325
1739209734.034789;-38.13080360867914
1739209734.0347943;-38.13080360867914
1739209734.0347998;-45.120503652039325
1739209734.034805;-45.120503652039325
1739209734.0348105;-45.120503652039325
1739209734.0348158;-33.981070128970906
1739209734.034821;-38.13080360867914
1739209734.0348265;-38.13080360867914
1739209734.0348318;-38.13080360867914
1739209734.0348372;-45.120503652039325
1739209734.0348425;-38.13080360867914
1739209734.034848;-38.13080360867914
1739209734.0348532;-35.57807855764607
1739209734.0348587;-33.981070128970906
1739209734.034864;-38.13080360867914
1739209734.0348694;-33.981070128970906
1739209734.0348747;-38.13080360867914
1739209734.03488;-38.13080360867914
1739209734.0348854;-45.120503652039325
1739209734.0348907;-38.13080360867914
1739209734.0348961;-38.13080360867914
1739209734.0349014;-33.981070128970956
1739209734.0349069;-45.120503652039325
1739209734.034912;-38.13080360867914
1739209734.0349176;-38.13080360867914
1739209734.0349228;-45.120503652039325
1739209734.0349283;-45.120503652039325
1739209734.0349336;-38.13080360867914
1739209734.0349388;-45.120503652039325
1739209734.0349443;-30.49652367304973
1739209734.0349495;-38.13080360867914
1739209734.034955;-38.13080360867914
1739209734.0349603;-38.13080360867914
1739209734.0349658;-35.57807855764607
1739209734.034971;-38.13080360867914
1739209734.0349765;-38.13080360867914
1739209734.0349817;-38.13080360867914
1739209734.0349872;-33.981070128970956
1739209734.0349925;-45.120503652039325
1739209734.0349977;-38.13080360867914
1739209734.0350032;-38.13080360867914
1739209734.0350084;-45.120503652039325
1739209734.035014;-45.120503652039325
1739209734.0350192;-38.13080360867914
1739209734.0350246;-45.120503652039325
1739209734.03503;-35.57807855764607
1739209734.0350354;-38.13080360867914
1739209734.0350406;-38.13080360867914
1739209734.0350459;-35.57807855764607
1739209734.0350513;-32.816014438256545
1739209734.0350566;-38.13080360867914
1739209734.035062;-38.13080360867914
1739209734.0350673;-35.57807855764607
1739209734.0350728;-45.120503652039325
1739209734.035078;-45.120503652039325
1739209734.0350835;-45.120503652039325
1739209734.0350888;-45.120503652039325
1739209734.0350943;-45.120503652039325
1739209734.0350995;-45.120503652039325
1739209734.0351048;-38.13080360867914
1739209734.0351102;-45.120503652039325
1739209734.0351155;-35.57807855764607
1739209734.035121;-35.57807855764607
1739209734.0351262;-38.13080360867914
1739209734.0351317;-45.120503652039325
1739209734.035137;-35.57807855764607
1739209734.0351424;-35.57807855764607
1739209734.0351477;-45.120503652039325
1739209734.0351532;-38.13080360867914
1739209734.0351584;-38.13080360867914
1739209734.0351636;-45.120503652039325
1739209734.0351691;-45.120503652039325
1739209734.0351744;-45.120503652039325
1739209734.0351799;-45.120503652039325
1739209734.035185;-45.120503652039325
1739209734.0351906;-45.120503652039325
1739209734.0351958;-38.13080360867914
1739209734.0352013;-45.120503652039325
1739209734.0352066;-45.120503652039325
1739209734.0352118;-30.49652367304973
1739209734.0352173;-45.120503652039325
1739209734.0352225;-33.981070128970906
1739209734.035228;-45.120503652039325
1739209734.0352333;-38.13080360867914
1739209734.0352387;-38.13080360867914
1739209734.035244;-29.438486411369333
1739209734.0352495;-29.438486411369333
1739209734.0352547;-45.120503652039325
1739209734.0352602;-45.120503652039325
1739209734.0352654;-45.120503652039325
1739209734.0352707;-33.981070128970906
1739209734.0352762;-45.120503652039325
1739209734.0352814;-38.13080360867914
1739209734.035287;-45.120503652039325
1739209734.0352921;-38.13080360867914
1739209734.0352976;-45.120503652039325
1739209734.0353029;-38.13080360867914
1739209734.0353084;-45.120503652039325
1739209734.0353136;-45.120503652039325
1739209734.035319;-38.13080360867914
1739209734.0353243;-45.120503652039325
1739209734.0353296;-29.438486411369333
1739209734.035335;-30.49652367304973
1739209734.0353403;-45.120503652039325
1739209734.0353458;-45.120503652039325
1739209734.035351;-32.816014438256545
1739209734.0353565;-31.141103565318893
1739209734.0353618;-45.120503652039325
1739209734.0353673;-45.120503652039325
1739209734.0353725;-45.120503652039325
1739209734.035378;-38.13080360867914
1739209734.0353832;-45.120503652039325
1739209734.0353885;-45.120503652039325
1739209734.035394;-45.120503652039325
1739209734.0353992;-45.120503652039325
1739209734.0354047;-45.120503652039325
1739209734.03541;-45.120503652039325
1739209734.0354154;-35.57807855764607
1739209734.0354207;-30.49652367304973
1739209734.0354261;-45.120503652039325
1739209734.0354314;-38.13080360867914
1739209734.0354366;-38.13080360867914
