CAN Message; 0x1bb:0000b22b9df62ad1
Timestamp;Amplitude
1739209787.1539867;-45.120503652039325
1739209787.153997;-45.120503652039325
1739209787.154007;-45.120503652039325
1739209787.154017;-38.13080360867914
1739209787.1540272;-38.13080360867914
1739209787.1540372;-45.120503652039325
1739209787.1540473;-45.120503652039325
1739209787.1540575;-38.13080360867914
1739209787.1540675;-38.13080360867914
1739209787.1540775;-33.981070128970906
1739209787.1540878;-45.120503652039325
1739209787.1540978;-45.120503652039325
1739209787.1541078;-33.981070128970906
1739209787.154118;-35.57807855764607
1739209787.154128;-45.120503652039325
1739209787.154138;-38.13080360867914
1739209787.1541483;-38.13080360867914
1739209787.1541584;-45.120503652039325
1739209787.1541684;-45.120503652039325
1739209787.1541786;-38.13080360867914
1739209787.1541886;-38.13080360867914
1739209787.1541986;-33.981070128970906
1739209787.154209;-45.120503652039325
1739209787.154219;-33.981070128970906
1739209787.154229;-35.57807855764607
1739209787.1542392;-38.13080360867914
1739209787.1542492;-45.120503652039325
1739209787.1542592;-38.13080360867914
1739209787.1542695;-35.57807855764607
1739209787.1542795;-45.120503652039325
1739209787.1542895;-45.120503652039325
1739209787.1542997;-31.141103565318915
1739209787.1543097;-35.57807855764607
1739209787.1543198;-35.57807855764607
1739209787.15433;-38.13080360867914
1739209787.15434;-45.120503652039325
1739209787.15435;-38.13080360867914
1739209787.1543603;-33.981070128970906
1739209787.1543703;-38.13080360867914
1739209787.1543803;-45.120503652039325
1739209787.1543906;-35.57807855764607
1739209787.1544006;-45.120503652039325
1739209787.1544106;-45.120503652039325
1739209787.1544209;-33.981070128970906
1739209787.1544309;-38.13080360867914
1739209787.1544409;-45.120503652039325
1739209787.1544511;-45.120503652039325
1739209787.1544611;-45.120503652039325
1739209787.1544712;-45.120503652039325
1739209787.1544814;-33.981070128970906
1739209787.1544914;-31.141103565318915
1739209787.1545014;-45.120503652039325
1739209787.1545117;-45.120503652039325
1739209787.1545217;-38.13080360867914
1739209787.1545317;-38.13080360867914
1739209787.154542;-45.120503652039325
1739209787.154552;-45.120503652039325
1739209787.154562;-45.120503652039325
1739209787.1545722;-45.120503652039325
1739209787.1545823;-45.120503652039325
1739209787.1545923;-45.120503652039325
1739209787.1546025;-45.120503652039325
1739209787.1546125;-45.120503652039325
1739209787.1546226;-45.120503652039325
1739209787.1546328;-45.120503652039325
1739209787.1546428;-38.13080360867914
1739209787.1546528;-45.120503652039325
1739209787.154663;-33.981070128970906
1739209787.154673;-45.120503652039325
1739209787.154683;-33.981070128970906
1739209787.1546934;-35.57807855764607
1739209787.1547034;-31.141103565318915
1739209787.1547134;-35.57807855764607
1739209787.1547236;-35.57807855764607
1739209787.1547337;-33.981070128970906
1739209787.1547437;-38.13080360867914
1739209787.154754;-38.13080360867914
1739209787.154764;-38.13080360867914
1739209787.154774;-45.120503652039325
1739209787.1547842;-45.120503652039325
1739209787.1547942;-35.57807855764607
1739209787.1548042;-45.120503652039325
1739209787.1548145;-38.13080360867914
1739209787.1548245;-38.13080360867914
1739209787.1548345;-35.57807855764607
1739209787.1548448;-38.13080360867914
1739209787.1548548;-45.120503652039325
1739209787.1548648;-38.13080360867914
1739209787.154875;-35.57807855764607
1739209787.154885;-35.57807855764607
1739209787.154895;-29.438486411369333
1739209787.1549053;-38.13080360867914
1739209787.1549153;-35.57807855764607
1739209787.1549253;-38.13080360867914
1739209787.1549356;-45.120503652039325
1739209787.1549456;-45.120503652039325
1739209787.1549556;-32.816014438256545
1739209787.1549659;-45.120503652039325
1739209787.154976;-38.13080360867914
1739209787.154986;-45.120503652039325
1739209787.1549962;-45.120503652039325
1739209787.1550062;-45.120503652039325
1739209787.1550162;-45.120503652039325
1739209787.1550264;-38.13080360867914
1739209787.1550364;-38.13080360867914
1739209787.1550465;-38.13080360867914
1739209787.1550567;-45.120503652039325
1739209787.1550667;-45.120503652039325
1739209787.1550767;-35.57807855764607
1739209787.155087;-38.13080360867914
1739209787.155097;-45.120503652039325
1739209787.155107;-38.13080360867914
1739209787.1551173;-45.120503652039325
1739209787.1551273;-38.13080360867914
1739209787.1551373;-29.438486411369333
1739209787.1551476;-45.120503652039325
1739209787.1551576;-45.120503652039325
1739209787.1551676;-38.13080360867914
1739209787.1551778;-35.57807855764607
1739209787.1551878;-38.13080360867914
1739209787.1551979;-45.120503652039325
1739209787.155208;-45.120503652039325
1739209787.1552181;-32.81601443825658
1739209787.1634045;-33.981070128970906
1739209787.1634057;-45.120503652039325
1739209787.1634066;-38.13080360867914
1739209787.1634076;-35.57807855764607
1739209787.1634088;-45.120503652039325
1739209787.1634097;-45.120503652039325
1739209787.1634107;-38.13080360867914
1739209787.1634119;-33.981070128970906
1739209787.1634128;-35.57807855764607
1739209787.1634138;-38.13080360867914
1739209787.163415;-45.120503652039325
1739209787.163416;-38.13080360867914
1739209787.1634169;-38.13080360867914
1739209787.163418;-33.981070128970906
1739209787.163419;-38.13080360867914
1739209787.16342;-27.877744956031414
1739209787.1634212;-45.120503652039325
1739209787.163422;-38.13080360867914
1739209787.163423;-38.13080360867914
1739209787.1634243;-45.120503652039325
1739209787.1634252;-38.13080360867914
1739209787.1634262;-38.13080360867914
1739209787.1634274;-32.816014438256545
1739209787.1634283;-30.49652367304973
1739209787.1634293;-45.120503652039325
1739209787.1634305;-38.13080360867914
1739209787.1634314;-35.57807855764607
1739209787.1634324;-35.57807855764607
1739209787.1634336;-45.120503652039325
1739209787.1634345;-45.120503652039325
1739209787.1634355;-45.120503652039325
1739209787.1634367;-45.120503652039325
1739209787.1634376;-45.120503652039325
1739209787.1634386;-38.13080360867914
1739209787.1634398;-38.13080360867914
1739209787.1634407;-38.13080360867914
1739209787.1634417;-45.120503652039325
1739209787.1634429;-45.120503652039325
1739209787.1634438;-38.13080360867914
1739209787.1634448;-45.120503652039325
1739209787.163446;-45.120503652039325
1739209787.163447;-38.13080360867914
1739209787.1634479;-45.120503652039325
1739209787.163449;-38.13080360867914
1739209787.16345;-45.120503652039325
1739209787.163451;-38.13080360867914
1739209787.1634521;-38.13080360867914
1739209787.163453;-33.981070128970906
1739209787.163454;-38.13080360867914
1739209787.1634552;-35.57807855764607
1739209787.1634562;-38.13080360867914
1739209787.1634572;-38.13080360867914
1739209787.1634583;-32.816014438256545
1739209787.1634593;-45.120503652039325
1739209787.1634603;-45.120503652039325
1739209787.1634614;-33.981070128970906
1739209787.1634624;-45.120503652039325
1739209787.1634634;-45.120503652039325
1739209787.1634645;-45.120503652039325
1739209787.1634655;-38.13080360867914
1739209787.1634665;-38.13080360867914
1739209787.1634676;-38.13080360867914
1739209787.1634686;-45.120503652039325
1739209787.1634696;-38.13080360867914
1739209787.1634707;-32.816014438256545
1739209787.1634717;-38.13080360867914
1739209787.1634727;-45.120503652039325
1739209787.1634738;-38.13080360867914
1739209787.1634748;-31.141103565318893
1739209787.1634758;-45.120503652039325
1739209787.163477;-45.120503652039325
1739209787.163478;-38.13080360867914
1739209787.1634789;-45.120503652039325
1739209787.16348;-45.120503652039325
1739209787.163481;-45.120503652039325
1739209787.163482;-45.120503652039325
1739209787.1634831;-45.120503652039325
1739209787.163484;-45.120503652039325
1739209787.163485;-45.120503652039325
1739209787.1634862;-45.120503652039325
1739209787.1634872;-38.13080360867914
1739209787.1634881;-45.120503652039325
1739209787.1634893;-45.120503652039325
1739209787.1634903;-38.13080360867914
1739209787.1634912;-35.57807855764607
1739209787.1634924;-38.13080360867914
1739209787.1634934;-45.120503652039325
1739209787.1634943;-38.13080360867914
1739209787.1634955;-35.57807855764607
1739209787.1634965;-45.120503652039325
1739209787.1634974;-45.120503652039325
1739209787.1634986;-38.13080360867914
1739209787.1634996;-38.13080360867914
1739209787.1635005;-38.13080360867914
1739209787.1635017;-45.120503652039325
1739209787.1635027;-38.13080360867914
1739209787.1635036;-45.120503652039325
1739209787.1635048;-45.120503652039325
1739209787.1635058;-45.120503652039325
1739209787.1635067;-33.981070128970906
1739209787.163508;-33.981070128970906
1739209787.163509;-38.13080360867914
1739209787.1635098;-45.120503652039325
1739209787.163511;-38.13080360867914
1739209787.163512;-29.438486411369333
1739209787.163513;-38.13080360867914
1739209787.1635141;-45.120503652039325
1739209787.163515;-45.120503652039325
1739209787.163516;-38.13080360867914
1739209787.1635172;-38.13080360867914
1739209787.1635182;-45.120503652039325
1739209787.1635191;-38.13080360867914
1739209787.1635203;-45.120503652039325
1739209787.1635213;-38.13080360867914
1739209787.1635222;-45.120503652039325
1739209787.1635234;-38.13080360867914
1739209787.1635244;-45.120503652039325
1739209787.1635253;-45.120503652039325
1739209787.1635265;-38.13080360867914
1739209787.1635275;-45.120503652039325
1739209787.1635284;-38.13080360867914
1739209787.1635296;-45.120503652039325
1739209787.1635306;-45.120503652039325
1739209787.1635315;-38.13080360867914
1739209787.1635327;-35.57807855764607
1739209787.1635337;-38.13080360867914
1739209787.1635346;-45.120503652039325
1739209787.1635358;-38.13080360867914
1739209787.1635368;-33.981070128970906
1739209787.1635377;-35.57807855764607
1739209787.163539;-35.57807855764607
1739209787.16354;-38.13080360867914
1739209787.1635408;-45.120503652039325
1739209787.163542;-38.13080360867914
1739209787.163543;-35.57807855764607
1739209787.163544;-38.13080360867914
1739209787.1635451;-45.120503652039325
1739209787.163546;-45.120503652039325
1739209787.163547;-32.816014438256545
1739209787.1635482;-45.120503652039325
1739209787.1635492;-35.57807855764607
1739209787.1635501;-45.120503652039325
1739209787.1635513;-38.13080360867914
1739209787.1635523;-38.13080360867914
1739209787.1635532;-28.58837851428586
1739209787.1635544;-33.981070128970906
1739209787.1635554;-45.120503652039325
1739209787.1635563;-45.120503652039325
1739209787.1635575;-45.120503652039325
1739209787.1635585;-32.816014438256545
1739209787.1635594;-32.816014438256545
1739209787.1635606;-38.13080360867914
1739209787.1635616;-38.13080360867914
1739209787.1635625;-38.13080360867914
1739209787.1635637;-35.57807855764607
1739209787.1635647;-45.120503652039325
1739209787.1635656;-45.120503652039325
1739209787.1635668;-38.13080360867914
1739209787.1635678;-35.57807855764607
1739209787.1635687;-45.120503652039325
1739209787.16357;-33.981070128970906
1739209787.163571;-33.981070128970906
1739209787.1635718;-45.120503652039325
1739209787.163573;-45.120503652039325
1739209787.163574;-38.13080360867914
1739209787.163575;-35.57807855764607
1739209787.1635761;-45.120503652039325
1739209787.163577;-38.13080360867914
1739209787.163578;-45.120503652039325
1739209787.1635792;-45.120503652039325
1739209787.1635802;-38.13080360867914
1739209787.1635811;-38.13080360867914
1739209787.1635823;-45.120503652039325
1739209787.1635833;-45.120503652039325
1739209787.1635842;-38.13080360867914
1739209787.1635854;-45.120503652039325
1739209787.1635864;-38.13080360867914
1739209787.1635873;-38.13080360867914
1739209787.1635885;-45.120503652039325
1739209787.1635895;-45.120503652039325
1739209787.1635904;-38.13080360867914
1739209787.1635916;-38.13080360867914
1739209787.1635926;-45.120503652039325
1739209787.1635935;-38.13080360867914
1739209787.1635947;-38.13080360867914
1739209787.1635957;-31.141103565318915
1739209787.1635966;-35.57807855764607
1739209787.1635978;-38.13080360867914
1739209787.1635988;-45.120503652039325
1739209787.1635997;-33.981070128970906
1739209787.163601;-38.13080360867914
1739209787.1636019;-38.13080360867914
1739209787.1636028;-38.13080360867914
1739209787.163604;-33.981070128970906
1739209787.163605;-45.120503652039325
1739209787.163606;-38.13080360867914
1739209787.1636071;-38.13080360867914
1739209787.163608;-45.120503652039325
1739209787.163609;-45.120503652039325
1739209787.1636102;-38.13080360867914
1739209787.1636112;-38.13080360867914
1739209787.1636121;-28.58837851428586
1739209787.1636133;-45.120503652039325
1739209787.1636143;-45.120503652039325
1739209787.1636152;-45.120503652039325
1739209787.1636164;-38.13080360867914
1739209787.1636174;-45.120503652039325
1739209787.1636183;-45.120503652039325
1739209787.1636195;-38.13080360867914
1739209787.1636205;-26.991370085610722
1739209787.1636214;-35.57807855764607
1739209787.1636226;-38.13080360867914
1739209787.1636236;-45.120503652039325
1739209787.1636245;-45.120503652039325
1739209787.1636257;-38.13080360867914
1739209787.1636267;-45.120503652039325
1739209787.1636276;-45.120503652039325
1739209787.1636288;-33.981070128970906
1739209787.1636298;-45.120503652039325
1739209787.1636307;-38.13080360867914
1739209787.163632;-45.120503652039325
1739209787.1636329;-45.120503652039325
1739209787.1636338;-45.120503652039325
1739209787.163635;-38.13080360867914
1739209787.163636;-35.57807855764607
1739209787.163637;-38.13080360867914
1739209787.163638;-45.120503652039325
1739209787.163639;-38.13080360867914
1739209787.16364;-45.120503652039325
1739209787.1636412;-38.13080360867914
1739209787.1636422;-38.13080360867914
1739209787.1636431;-45.120503652039325
1739209787.1636443;-45.120503652039325
1739209787.1636453;-38.13080360867914
1739209787.1636462;-35.57807855764607
1739209787.1636474;-45.120503652039325
1739209787.1636484;-45.120503652039325
1739209787.1636493;-45.120503652039325
1739209787.1636505;-45.120503652039325
1739209787.1636515;-45.120503652039325
1739209787.1636524;-38.13080360867914
1739209787.1636536;-38.13080360867914
1739209787.1636546;-45.120503652039325
1739209787.1636555;-45.120503652039325
1739209787.1636567;-45.120503652039325
1739209787.1636577;-32.816014438256545
1739209787.1636586;-32.816014438256545
1739209787.1636598;-38.13080360867914
1739209787.1636608;-38.13080360867914
1739209787.1636617;-33.981070128970906
1739209787.163663;-35.57807855764607
1739209787.1636639;-35.57807855764607
1739209787.1636648;-38.13080360867914
1739209787.163666;-45.120503652039325
1739209787.163667;-45.120503652039325
1739209787.1636682;-38.13080360867914
1739209787.163669;-45.120503652039325
1739209787.16367;-45.120503652039325
1739209787.1636713;-45.120503652039325
1739209787.1636722;-45.120503652039325
1739209787.1636732;-45.120503652039325
1739209787.1636744;-33.981070128970906
1739209787.1636753;-35.57807855764607
1739209787.1636763;-38.13080360867914
1739209787.1636775;-38.13080360867914
1739209787.1636784;-38.13080360867914
1739209787.1636794;-31.141103565318893
1739209787.1636806;-45.120503652039325
1739209787.1636815;-38.13080360867914
1739209787.1636825;-45.120503652039325
1739209787.1636837;-38.13080360867914
1739209787.1636846;-45.120503652039325
1739209787.1636856;-45.120503652039325
1739209787.1636868;-45.120503652039325
1739209787.1636877;-45.120503652039325
1739209787.1636887;-45.120503652039325
1739209787.1636899;-45.120503652039325
1739209787.1636908;-38.13080360867914
1739209787.1636918;-45.120503652039325
1739209787.163693;-38.13080360867914
1739209787.163694;-35.57807855764607
1739209787.1636949;-35.57807855764607
1739209787.163696;-29.438486411369333
1739209787.163697;-38.13080360867914
1739209787.163698;-45.120503652039325
1739209787.1636992;-35.57807855764607
1739209787.1637;-33.981070128970906
1739209787.163701;-38.13080360867914
1739209787.1637022;-33.981070128970906
1739209787.1637032;-45.120503652039325
1739209787.1637042;-45.120503652039325
1739209787.1637053;-38.13080360867914
1739209787.1637063;-38.13080360867914
1739209787.1637073;-45.120503652039325
1739209787.1637084;-45.120503652039325
1739209787.1637094;-45.120503652039325
1739209787.1637104;-45.120503652039325
1739209787.1637115;-45.120503652039325
1739209787.1637125;-38.13080360867914
1739209787.1637135;-45.120503652039325
1739209787.1637146;-38.13080360867914
1739209787.1637156;-35.57807855764607
1739209787.1637166;-35.57807855764607
1739209787.1637177;-45.120503652039325
1739209787.1637187;-32.816014438256545
1739209787.1637197;-38.13080360867914
1739209787.1637208;-30.49652367304973
1739209787.1637218;-38.13080360867914
1739209787.1637228;-35.57807855764607
1739209787.163724;-45.120503652039325
1739209787.163725;-45.120503652039325
1739209787.1637259;-38.13080360867914
1739209787.163727;-38.13080360867914
1739209787.163728;-45.120503652039325
1739209787.163729;-33.981070128970956
1739209787.1637301;-45.120503652039325
1739209787.163731;-45.120503652039325
1739209787.163732;-38.13080360867914
1739209787.1637332;-45.120503652039325
1739209787.1637342;-38.13080360867914
1739209787.1637352;-35.57807855764607
1739209787.1637363;-45.120503652039325
1739209787.1637373;-29.438486411369333
1739209787.1637383;-38.13080360867914
1739209787.1637394;-38.13080360867914
1739209787.1637404;-38.13080360867914
1739209787.1637414;-35.57807855764607
1739209787.1637425;-38.13080360867914
1739209787.1637435;-32.816014438256545
1739209787.1637444;-38.13080360867914
1739209787.1637456;-45.120503652039325
1739209787.1637466;-45.120503652039325
1739209787.1637475;-45.120503652039325
1739209787.1637487;-38.13080360867914
1739209787.1637497;-38.13080360867914
1739209787.1637506;-45.120503652039325
1739209787.1637518;-45.120503652039325
1739209787.1637528;-45.120503652039325
1739209787.1637537;-45.120503652039325
1739209787.163755;-45.120503652039325
1739209787.163756;-45.120503652039325
1739209787.1637568;-45.120503652039325
1739209787.163758;-45.120503652039325
1739209787.163759;-45.120503652039325
1739209787.16376;-45.120503652039325
1739209787.1637611;-45.120503652039325
1739209787.163762;-31.141103565318915
1739209787.163763;-31.141103565318915
1739209787.1637642;-45.120503652039325
1739209787.1637652;-45.120503652039325
1739209787.1637661;-38.13080360867914
1739209787.1637673;-35.57807855764607
1739209787.1637683;-45.120503652039325
1739209787.1637692;-45.120503652039325
1739209787.1637704;-38.13080360867914
1739209787.1637714;-35.57807855764607
1739209787.1637723;-38.13080360867914
1739209787.1637735;-45.120503652039325
1739209787.1637745;-45.120503652039325
1739209787.1637754;-45.120503652039325
1739209787.1637766;-45.120503652039325
1739209787.1637776;-33.981070128970906
1739209787.1637785;-31.141103565318915
1739209787.1637797;-28.992665084841942
1739209787.1637807;-38.13080360867914
1739209787.1637816;-38.13080360867914
1739209787.1637828;-31.141103565318893
1739209787.1637838;-38.13080360867914
1739209787.1637847;-45.120503652039325
1739209787.163786;-45.120503652039325
1739209787.163787;-38.13080360867914
1739209787.1637878;-45.120503652039325
1739209787.163789;-35.57807855764607
1739209787.16379;-45.120503652039325
1739209787.163791;-38.13080360867914
1739209787.1637921;-33.981070128970906
1739209787.163793;-45.120503652039325
1739209787.163794;-38.13080360867914
1739209787.1637952;-38.13080360867914
1739209787.1637962;-38.13080360867914
1739209787.1637971;-38.13080360867914
1739209787.1637983;-45.120503652039325
1739209787.1637993;-45.120503652039325
1739209787.1638002;-38.13080360867914
1739209787.1638014;-35.57807855764607
1739209787.1638024;-38.13080360867914
1739209787.1638033;-33.981070128970906
1739209787.1638045;-33.981070128970906
1739209787.1638055;-35.57807855764607
1739209787.1638064;-45.120503652039325
1739209787.1638076;-38.13080360867914
1739209787.1638086;-31.141103565318915
1739209787.1638095;-45.120503652039325
1739209787.1638107;-45.120503652039325
1739209787.1638117;-45.120503652039325
1739209787.1638126;-38.13080360867914
1739209787.1638138;-45.120503652039325
1739209787.1638148;-45.120503652039325
1739209787.1638157;-35.57807855764607
1739209787.163817;-45.120503652039325
1739209787.163818;-38.13080360867914
1739209787.1638188;-38.13080360867914
1739209787.16382;-45.120503652039325
1739209787.163821;-38.13080360867914
1739209787.163822;-35.57807855764607
1739209787.1638231;-38.13080360867914
1739209787.163824;-38.13080360867914
1739209787.163825;-38.13080360867914
1739209787.1638262;-38.13080360867914
1739209787.1638272;-45.120503652039325
1739209787.1638281;-45.120503652039325
1739209787.1638293;-38.13080360867914
1739209787.1638303;-35.57807855764607
1739209787.1638312;-38.13080360867914
1739209787.1638324;-45.120503652039325
1739209787.1638334;-38.13080360867914
1739209787.1638343;-38.13080360867914
1739209787.1638355;-45.120503652039325
1739209787.1638365;-45.120503652039325
1739209787.1638374;-45.120503652039325
1739209787.1638386;-38.13080360867914
1739209787.1638396;-38.13080360867914
1739209787.1638405;-35.57807855764607
1739209787.1638417;-45.120503652039325
1739209787.1638427;-45.120503652039325
1739209787.1638436;-38.13080360867914
1739209787.1638448;-45.120503652039325
1739209787.1638458;-35.57807855764607
1739209787.1638467;-33.981070128970906
1739209787.163848;-38.13080360867914
1739209787.1638489;-35.57807855764607
1739209787.1638498;-33.981070128970906
1739209787.163851;-38.13080360867914
1739209787.163852;-45.120503652039325
1739209787.163853;-45.120503652039325
1739209787.1638541;-45.120503652039325
1739209787.163855;-45.120503652039325
1739209787.163856;-45.120503652039325
1739209787.1638572;-38.13080360867914
1739209787.1638582;-45.120503652039325
1739209787.1638591;-45.120503652039325
1739209787.1638603;-45.120503652039325
1739209787.1638613;-38.13080360867914
1739209787.1638622;-38.13080360867914
1739209787.1638634;-38.13080360867914
1739209787.1638644;-38.13080360867914
1739209787.1638653;-45.120503652039325
1739209787.1638665;-38.13080360867914
1739209787.1638675;-35.57807855764607
1739209787.1638684;-45.120503652039325
1739209787.1638696;-35.57807855764607
1739209787.1638706;-45.120503652039325
1739209787.1638715;-45.120503652039325
1739209787.1638727;-38.13080360867914
1739209787.1638737;-35.57807855764607
1739209787.1638746;-45.120503652039325
1739209787.1638758;-45.120503652039325
1739209787.1638768;-38.13080360867914
1739209787.1638777;-45.120503652039325
1739209787.163879;-38.13080360867914
1739209787.1638799;-35.57807855764607
1739209787.1638808;-45.120503652039325
1739209787.163882;-38.13080360867914
1739209787.163883;-38.13080360867914
1739209787.163884;-38.13080360867914
1739209787.163885;-35.57807855764607
1739209787.163886;-38.13080360867914
1739209787.163887;-38.13080360867914
1739209787.1638882;-45.120503652039325
1739209787.1638892;-45.120503652039325
1739209787.1638901;-38.13080360867914
1739209787.1638913;-38.13080360867914
1739209787.1638923;-45.120503652039325
1739209787.1638932;-38.13080360867914
1739209787.1638944;-35.57807855764607
1739209787.1638954;-38.13080360867914
1739209787.1638963;-32.816014438256545
1739209787.1638975;-38.13080360867914
1739209787.1638985;-45.120503652039325
1739209787.1638994;-38.13080360867914
1739209787.1639006;-38.13080360867914
1739209787.1639016;-45.120503652039325
1739209787.1639025;-45.120503652039325
1739209787.1639037;-38.13080360867914
1739209787.1639047;-38.13080360867914
1739209787.1639056;-38.13080360867914
1739209787.1639068;-38.13080360867914
1739209787.1639078;-45.120503652039325
1739209787.1639087;-45.120503652039325
1739209787.16391;-38.13080360867914
1739209787.1639109;-45.120503652039325
1739209787.1639118;-45.120503652039325
1739209787.163913;-45.120503652039325
1739209787.163914;-35.57807855764607
1739209787.163915;-38.13080360867914
1739209787.163916;-38.13080360867914
1739209787.163917;-38.13080360867914
1739209787.163918;-45.120503652039325
1739209787.1639192;-45.120503652039325
1739209787.1639202;-38.13080360867914
1739209787.163921;-26.991370085610736
1739209787.1639223;-38.13080360867914
1739209787.1639233;-45.120503652039325
1739209787.1639242;-45.120503652039325
1739209787.1639254;-45.120503652039325
1739209787.1639264;-35.57807855764607
1739209787.1639273;-45.120503652039325
1739209787.1639285;-38.13080360867914
1739209787.1639295;-45.120503652039325
1739209787.1639304;-45.120503652039325
1739209787.1639316;-45.120503652039325
1739209787.1639326;-45.120503652039325
1739209787.1639335;-35.57807855764607
1739209787.1639347;-45.120503652039325
1739209787.1639357;-38.13080360867914
1739209787.1639366;-45.120503652039325
1739209787.1639378;-28.992665084841942
1739209787.1639388;-28.992665084841942
1739209787.1639397;-45.120503652039325
1739209787.163941;-38.13080360867914
1739209787.1639419;-38.13080360867914
1739209787.1639428;-45.120503652039325
1739209787.163944;-45.120503652039325
1739209787.163945;-38.13080360867914
1739209787.163946;-38.13080360867914
1739209787.163947;-45.120503652039325
1739209787.163948;-38.13080360867914
1739209787.163949;-38.13080360867914
1739209787.1639502;-35.57807855764607
1739209787.1639512;-45.120503652039325
1739209787.163952;-38.13080360867914
1739209787.1639533;-45.120503652039325
1739209787.1639543;-28.992665084841942
1739209787.1639552;-28.992665084841942
1739209787.1639564;-45.120503652039325
1739209787.1639574;-38.13080360867914
1739209787.1639583;-38.13080360867914
1739209787.1639595;-35.57807855764607
1739209787.1639605;-45.120503652039325
1739209787.1639614;-38.13080360867914
1739209787.1639626;-45.120503652039325
1739209787.1639636;-35.57807855764607
1739209787.1639645;-38.13080360867914
1739209787.1639657;-45.120503652039325
1739209787.1639667;-45.120503652039325
1739209787.1639676;-45.120503652039325
1739209787.1639688;-38.13080360867914
1739209787.1639698;-38.13080360867914
1739209787.1639707;-38.13080360867914
1739209787.163972;-33.981070128970906
1739209787.1639729;-45.120503652039325
1739209787.1639738;-38.13080360867914
1739209787.163975;-38.13080360867914
1739209787.163976;-35.57807855764607
1739209787.163977;-35.57807855764607
1739209787.163978;-38.13080360867914
1739209787.163979;-45.120503652039325
1739209787.16398;-38.13080360867914
1739209787.1639812;-38.13080360867914
1739209787.1639822;-38.13080360867914
1739209787.163983;-45.120503652039325
1739209787.1639843;-45.120503652039325
1739209787.1639853;-45.120503652039325
1739209787.1639862;-45.120503652039325
1739209787.1639874;-45.120503652039325
1739209787.1639884;-38.13080360867914
1739209787.1639893;-38.13080360867914
1739209787.1639905;-45.120503652039325
1739209787.1639915;-45.120503652039325
1739209787.1639924;-45.120503652039325
