CAN Message; 0x1a7:0000045c1fd8a93d
Timestamp;Amplitude
1739209848.8533235;-45.120503652039325
1739209848.853328;-38.13080360867914
1739209848.8533325;-33.981070128970906
1739209848.853337;-33.981070128970906
1739209848.8533413;-31.141103565318915
1739209848.8533459;-31.141103565318915
1739209848.8533504;-38.13080360867914
1739209848.853355;-38.13080360867914
1739209848.8533592;-38.13080360867914
1739209848.8533638;-38.13080360867914
1739209848.8533683;-45.120503652039325
1739209848.8533728;-45.120503652039325
1739209848.853377;-45.120503652039325
1739209848.8533816;-45.120503652039325
1739209848.8533862;-45.120503652039325
1739209848.8533907;-45.120503652039325
1739209848.8533952;-38.13080360867914
1739209848.8533995;-31.141103565318893
1739209848.853404;-33.981070128970906
1739209848.8534086;-45.120503652039325
1739209848.853413;-45.120503652039325
1739209848.8534174;-38.13080360867914
1739209848.853422;-33.981070128970906
1739209848.8534265;-38.13080360867914
1739209848.853431;-38.13080360867914
1739209848.8534353;-23.50682362968953
1739209848.8534398;-27.877744956031414
1739209848.8534443;-38.13080360867914
1739209848.8534489;-28.58837851428586
1739209848.8534532;-27.267205301931607
1739209848.8534577;-38.13080360867914
1739209848.8534622;-31.141103565318893
1739209848.8534667;-33.981070128970906
1739209848.853471;-45.120503652039325
1739209848.8534756;-38.13080360867914
1739209848.85348;-38.13080360867914
1739209848.8534846;-45.120503652039325
1739209848.8534892;-25.826314394896354
1739209848.8534935;-21.67658091518819
1739209848.853498;-25.826314394896357
1739209848.8535025;-38.13080360867914
1739209848.853507;-30.49652367304973
1739209848.8535113;-38.13080360867914
1739209848.8535159;-38.13080360867914
1739209848.8535204;-38.13080360867914
1739209848.853525;-45.120503652039325
1739209848.8535292;-33.981070128970906
1739209848.8535337;-45.120503652039325
1739209848.8535383;-35.57807855764607
1739209848.8535428;-27.267205301931607
1739209848.853547;-25.826314394896357
1739209848.8535516;-28.992665084841942
1739209848.8535562;-38.13080360867914
1739209848.8535607;-38.13080360867914
1739209848.853565;-45.120503652039325
1739209848.8535695;-31.141103565318893
1739209848.853574;-38.13080360867914
1739209848.8535786;-38.13080360867914
1739209848.853583;-45.120503652039325
1739209848.8535874;-45.120503652039325
1739209848.853592;-38.13080360867914
1739209848.8535964;-26.991370085610736
1739209848.853601;-24.74623867263306
1739209848.8536053;-26.035653463252824
1739209848.8536098;-45.120503652039325
1739209848.8536143;-35.57807855764607
1739209848.8536189;-45.120503652039325
1739209848.8536232;-27.8777449560314
1739209848.8536277;-38.13080360867914
1739209848.8536322;-45.120503652039325
1739209848.8536367;-45.120503652039325
1739209848.853641;-33.981070128970906
1739209848.8536456;-38.13080360867914
1739209848.85365;-31.14110356531892
1739209848.8536546;-22.448786368009156
1739209848.8536592;-25.25278630937684
1739209848.8536634;-28.992665084841967
1739209848.853668;-31.141103565318893
1739209848.8536725;-31.141103565318915
1739209848.853677;-29.438486411369333
1739209848.8536813;-31.141103565318915
1739209848.8536859;-32.816014438256545
1739209848.8536904;-31.141103565318915
1739209848.853695;-33.981070128970906
1739209848.8536992;-45.120503652039325
1739209848.8537037;-38.13080360867914
1739209848.8537083;-28.992665084841967
1739209848.8537128;-22.264930561961556
1739209848.853717;-32.816014438256545
1739209848.8537216;-30.49652367304976
1739209848.8537261;-33.981070128970906
1739209848.8537307;-35.57807855764607
1739209848.853735;-38.13080360867914
1739209848.8537395;-45.120503652039325
1739209848.853744;-31.14110356531892
1739209848.8537486;-38.13080360867914
1739209848.853753;-45.120503652039325
1739209848.8537574;-31.141103565318915
1739209848.853762;-26.991370085610722
1739209848.8537664;-23.273589343863314
1739209848.853771;-25.25278630937684
1739209848.8537753;-32.816014438256545
1739209848.8537798;-25.62660358559016
1739209848.8537843;-38.13080360867914
1739209848.8537889;-31.14110356531892
1739209848.8537931;-38.13080360867914
1739209848.8537977;-32.816014438256545
1739209848.8538022;-45.120503652039325
1739209848.8538067;-29.438486411369333
1739209848.853811;-28.992665084841942
1739209848.8538156;-28.992665084841967
1739209848.85382;-25.077289914212862
1739209848.8538246;-22.448786368009156
1739209848.853829;-32.816014438256545
1739209848.8538334;-38.13080360867914
1739209848.853838;-45.120503652039325
1739209848.8538425;-28.992665084841942
1739209848.853847;-31.141103565318915
1739209848.8538513;-29.438486411369354
1739209848.8538558;-32.816014438256545
1739209848.8538604;-45.120503652039325
1739209848.853865;-45.120503652039325
1739209848.8538692;-31.141103565318915
1739209848.8538737;-26.991370085610722
1739209848.8538783;-25.826314394896357
1739209848.8538828;-31.141103565318915
1739209848.853887;-27.877744956031414
1739209848.8538916;-31.141103565318943
1739209848.8538961;-38.13080360867914
1739209848.8539007;-45.120503652039325
1739209848.853905;-38.13080360867914
1739209848.8539095;-45.120503652039325
1739209848.853914;-45.120503652039325
1739209848.8539186;-45.120503652039325
1739209848.853923;-33.981070128970906
1739209848.8539274;-45.120503652039325
1739209848.853932;-45.120503652039325
1739209848.8539364;-38.13080360867914
1739209848.853941;-38.13080360867914
1739209848.8539453;-45.120503652039325
1739209848.8539498;-38.13080360867914
1739209848.8539543;-32.816014438256545
1739209848.8539588;-38.13080360867914
1739209848.8539631;-45.120503652039325
1739209848.8539677;-38.13080360867914
1739209848.8539722;-32.816014438256545
1739209848.8539767;-38.13080360867914
1739209848.853981;-45.120503652039325
1739209848.8539855;-38.13080360867914
1739209848.85399;-35.57807855764607
1739209848.8539946;-33.981070128970906
1739209848.853999;-45.120503652039325
1739209848.8540034;-38.13080360867914
1739209848.854008;-35.57807855764607
1739209848.8540125;-33.981070128970906
1739209848.854017;-38.13080360867914
1739209848.8540213;-45.120503652039325
1739209848.8540258;-45.120503652039325
1739209848.8540304;-38.13080360867914
1739209848.854035;-45.120503652039325
1739209848.8540392;-38.13080360867914
1739209848.8540437;-38.13080360867914
1739209848.8540483;-38.13080360867914
1739209848.8540528;-45.120503652039325
1739209848.854057;-33.981070128970906
1739209848.8540616;-38.13080360867914
1739209848.8540661;-38.13080360867914
1739209848.8540707;-38.13080360867914
1739209848.854075;-38.13080360867914
1739209848.8540795;-35.57807855764607
1739209848.854084;-38.13080360867914
1739209848.8540885;-38.13080360867914
1739209848.8540928;-45.120503652039325
1739209848.8540974;-45.120503652039325
1739209848.854102;-45.120503652039325
1739209848.8541064;-38.13080360867914
1739209848.854111;-38.13080360867914
1739209848.8541152;-45.120503652039325
1739209848.8541198;-45.120503652039325
1739209848.8541243;-45.120503652039325
1739209848.8541288;-45.120503652039325
1739209848.8541331;-45.120503652039325
1739209848.8541377;-45.120503652039325
1739209848.8541422;-45.120503652039325
1739209848.8541467;-38.13080360867914
1739209848.854151;-38.13080360867914
1739209848.8541555;-38.13080360867914
1739209848.85416;-38.13080360867914
1739209848.8541646;-38.13080360867914
1739209848.854169;-45.120503652039325
1739209848.8541734;-38.13080360867914
1739209848.854178;-31.141103565318893
1739209848.8541825;-35.57807855764607
1739209848.854187;-45.120503652039325
1739209848.8541913;-38.13080360867914
1739209848.8541958;-32.816014438256545
1739209848.8542004;-45.120503652039325
1739209848.854205;-45.120503652039325
1739209848.8542092;-45.120503652039325
1739209848.8542137;-45.120503652039325
1739209848.8542182;-35.57807855764607
1739209848.8542228;-35.57807855764607
1739209848.854227;-33.981070128970906
1739209848.8542316;-38.13080360867914
1739209848.8542361;-45.120503652039325
1739209848.8542407;-45.120503652039325
1739209848.854245;-45.120503652039325
1739209848.8542495;-35.57807855764607
1739209848.854254;-45.120503652039325
1739209848.8542585;-38.13080360867914
1739209848.8542628;-35.57807855764607
1739209848.8542674;-38.13080360867914
1739209848.854272;-38.13080360867914
1739209848.8542764;-38.13080360867914
1739209848.854281;-38.13080360867914
1739209848.8542852;-28.992665084841942
1739209848.8542898;-31.141103565318893
1739209848.8542943;-38.13080360867914
1739209848.8542988;-27.8777449560314
1739209848.8543031;-45.120503652039325
1739209848.8543077;-30.49652367304973
1739209848.8543122;-25.077289914212862
1739209848.8543167;-32.816014438256545
1739209848.854321;-33.981070128970906
1739209848.8543255;-31.141103565318893
1739209848.85433;-45.120503652039325
1739209848.8543346;-33.981070128970906
1739209848.854339;-38.13080360867914
1739209848.8543434;-27.8777449560314
1739209848.854348;-45.120503652039325
1739209848.8543525;-27.267205301931607
1739209848.8543568;-33.981070128970906
1739209848.8543613;-45.120503652039325
1739209848.8543658;-45.120503652039325
1739209848.8543704;-32.816014438256545
1739209848.854375;-30.49652367304973
1739209848.8543792;-28.21854285175415
1739209848.8543837;-31.141103565318915
1739209848.8543882;-31.141103565318915
1739209848.8543928;-30.49652367304976
1739209848.854397;-25.826314394896357
1739209848.8544016;-33.981070128970956
1739209848.854406;-45.120503652039325
1739209848.8544106;-45.120503652039325
1739209848.854415;-45.120503652039325
1739209848.8544195;-31.14110356531892
1739209848.854424;-32.816014438256545
1739209848.8544285;-45.120503652039325
1739209848.8544328;-30.49652367304973
1739209848.8544374;-32.816014438256545
1739209848.854442;-32.816014438256545
1739209848.8544464;-29.438486411369347
1739209848.854451;-26.991370085610722
1739209848.8544552;-31.141103565318915
1739209848.8544598;-35.57807855764607
1739209848.8544643;-27.267205301931607
1739209848.8544688;-23.16150712794695
1739209848.854473;-28.588378514285886
1739209848.8544776;-45.120503652039325
1739209848.8544822;-27.8777449560314
1739209848.8544867;-38.13080360867914
1739209848.854491;-38.13080360867914
1739209848.8544955;-45.120503652039325
1739209848.8545;-33.981070128970956
1739209848.8545046;-31.141103565318943
1739209848.8545089;-24.589719217205094
1739209848.8545134;-27.8777449560314
1739209848.854518;-32.816014438256545
1739209848.8545225;-31.141103565318915
1739209848.8545268;-38.13080360867914
1739209848.8545313;-31.141103565318915
1739209848.8545358;-26.991370085610736
1739209848.8545403;-33.981070128970906
1739209848.8545449;-30.49652367304973
1739209848.8545492;-33.981070128970906
1739209848.8545537;-35.57807855764607
1739209848.8545582;-33.981070128970956
1739209848.8545628;-28.992665084841942
1739209848.854567;-27.267205301931607
1739209848.8545716;-32.81601443825658
1739209848.854576;-32.816014438256545
1739209848.8545806;-25.826314394896357
1739209848.854585;-23.273589343863303
1739209848.8545895;-27.877744956031417
1739209848.854594;-45.120503652039325
1739209848.8545985;-45.120503652039325
1739209848.8546028;-33.981070128970906
1739209848.8546073;-45.120503652039325
1739209848.8546119;-29.438486411369347
1739209848.8546164;-45.120503652039325
1739209848.8546207;-30.49652367304973
1739209848.8546252;-45.120503652039325
1739209848.8546298;-45.120503652039325
1739209848.8546343;-45.120503652039325
1739209848.8546388;-45.120503652039325
1739209848.854643;-31.141103565318915
1739209848.8546476;-38.13080360867914
1739209848.8546522;-28.992665084841942
1739209848.8546567;-25.077289914212862
1739209848.854661;-31.141103565318943
1739209848.8546655;-31.141103565318915
1739209848.85467;-24.589719217205094
1739209848.8546746;-32.81601443825658
1739209848.8546789;-31.141103565318915
1739209848.8546834;-33.981070128970906
1739209848.854688;-38.13080360867914
1739209848.8546925;-31.141103565318893
1739209848.8546968;-30.49652367304973
1739209848.8547013;-38.13080360867914
1739209848.8547058;-31.141103565318915
1739209848.8547103;-45.120503652039325
1739209848.8547149;-33.981070128970906
1739209848.8547192;-38.13080360867914
1739209848.8547237;-31.14110356531892
1739209848.8547282;-28.21854285175415
1739209848.8547328;-35.57807855764607
1739209848.854737;-45.120503652039325
1739209848.8547416;-27.8777449560314
1739209848.854746;-38.13080360867914
1739209848.8547506;-25.826314394896357
1739209848.854755;-26.991370085610736
1739209848.8547595;-30.49652367304973
1739209848.854764;-28.992665084841942
1739209848.8547685;-38.13080360867914
1739209848.8547728;-28.21854285175415
1739209848.8547773;-38.13080360867914
1739209848.8547819;-27.267205301931607
1739209848.8547864;-27.8777449560314
1739209848.8547907;-31.141103565318915
1739209848.8547952;-28.992665084841942
1739209848.8547997;-45.120503652039325
1739209848.8548043;-38.13080360867914
1739209848.8548088;-33.981070128970906
1739209848.854813;-30.49652367304973
1739209848.8548176;-29.438486411369333
1739209848.8548222;-25.826314394896357
1739209848.8548267;-32.81601443825658
1739209848.854831;-26.991370085610736
1739209848.8548355;-26.03565346325281
1739209848.85484;-29.438486411369375
1739209848.8548446;-33.981070128970906
1739209848.8548489;-45.120503652039325
1739209848.8548534;-31.141103565318915
1739209848.854858;-45.120503652039325
1739209848.8548625;-28.992665084841942
1739209848.8548667;-32.816014438256545
1739209848.8548713;-31.141103565318943
1739209848.8548758;-32.816014438256545
1739209848.8548803;-28.992665084841942
1739209848.8548846;-30.49652367304973
1739209848.8548892;-25.077289914212862
1739209848.8548937;-45.120503652039325
1739209848.8548982;-45.120503652039325
1739209848.8549027;-38.13080360867914
1739209848.854907;-28.21854285175415
1739209848.8549116;-28.992665084841942
1739209848.854916;-33.981070128970906
1739209848.8549206;-35.57807855764607
1739209848.854925;-45.120503652039325
1739209848.8549294;-31.14110356531892
1739209848.854934;-26.487275050834715
1739209848.8549385;-33.981070128970906
1739209848.8549428;-33.981070128970906
1739209848.8549473;-38.13080360867914
1739209848.8549519;-45.120503652039325
1739209848.8549564;-32.81601443825658
1739209848.8549607;-25.252786309376837
1739209848.8549652;-23.38864096791655
1739209848.8549697;-24.74623867263306
1739209848.8549743;-24.151403521958734
1739209848.8549788;-26.991370085610736
1739209848.854983;-30.49652367304973
1739209848.8549876;-38.13080360867914
1739209848.8549922;-29.438486411369333
1739209848.8549967;-26.991370085610722
1739209848.855001;-30.49652367304976
1739209848.8550055;-31.141103565318915
1739209848.85501;-27.267205301931607
1739209848.8550146;-32.816014438256545
1739209848.8550189;-30.49652367304973
1739209848.8550234;-28.992665084841942
1739209848.855028;-33.981070128970906
1739209848.8550324;-31.141103565318915
1739209848.8550367;-38.13080360867914
1739209848.8550413;-45.120503652039325
1739209848.8550458;-38.13080360867914
1739209848.8550503;-38.13080360867914
1739209848.8550546;-33.981070128970906
1739209848.8550591;-45.120503652039325
1739209848.8550637;-29.438486411369333
1739209848.8550682;-32.81601443825658
1739209848.8550727;-27.267205301931607
1739209848.855077;-30.49652367304973
1739209848.8550816;-38.13080360867914
1739209848.855086;-26.991370085610722
1739209848.8550906;-30.49652367304976
1739209848.855095;-38.13080360867914
1739209848.8550994;-38.13080360867914
1739209848.855104;-45.120503652039325
1739209848.8551085;-38.13080360867914
1739209848.8551128;-38.13080360867914
1739209848.8551173;-23.50682362968953
1739209848.8551219;-33.981070128970906
1739209848.8551264;-38.13080360867914
1739209848.8551307;-24.589719217205094
1739209848.8551352;-28.992665084841942
1739209848.8551397;-32.816014438256545
1739209848.8551443;-29.438486411369333
1739209848.8551486;-38.13080360867914
1739209848.855153;-45.120503652039325
1739209848.8551576;-31.141103565318915
1739209848.8551621;-30.49652367304973
1739209848.8551667;-33.981070128970956
1739209848.855171;-30.49652367304973
1739209848.8551755;-38.13080360867914
1739209848.85518;-32.816014438256545
1739209848.8551846;-32.816014438256545
1739209848.8551888;-38.13080360867914
1739209848.8551934;-38.13080360867914
1739209848.855198;-38.13080360867914
1739209848.8552024;-31.141103565318915
1739209848.8552067;-32.816014438256545
1739209848.8552113;-33.981070128970956
1739209848.8552158;-25.826314394896357
1739209848.8552203;-35.57807855764607
1739209848.8552246;-27.8777449560314
1739209848.8552291;-31.141103565318893
1739209848.8552337;-38.13080360867914
1739209848.8552382;-32.81601443825658
1739209848.8552427;-23.16150712794695
1739209848.855247;-27.267205301931607
1739209848.8552516;-45.120503652039325
1739209848.855256;-28.992665084841942
1739209848.8552606;-38.13080360867914
1739209848.855265;-33.981070128970906
1739209848.8552694;-23.273589343863303
1739209848.855274;-24.151403521958727
1739209848.8552785;-33.981070128970906
1739209848.8552828;-38.13080360867914
1739209848.8552873;-38.13080360867914
1739209848.8552918;-33.981070128970906
1739209848.8552964;-38.13080360867914
1739209848.8553007;-28.992665084841942
1739209848.8553052;-38.13080360867914
1739209848.8553097;-25.62660358559016
1739209848.8553143;-33.981070128970956
1739209848.8553185;-38.13080360867914
1739209848.855323;-38.13080360867914
1739209848.8553276;-45.120503652039325
1739209848.8553321;-38.13080360867914
1739209848.8553367;-45.120503652039325
1739209848.855341;-38.13080360867914
1739209848.8553455;-38.13080360867914
1739209848.85535;-29.438486411369333
1739209848.8553545;-33.981070128970906
1739209848.8553588;-31.141103565318915
1739209848.8553634;-45.120503652039325
1739209848.855368;-28.992665084841967
1739209848.8553724;-24.15140352195873
1739209848.8553767;-38.13080360867914
1739209848.8553813;-45.120503652039325
1739209848.8553858;-33.981070128970906
1739209848.8553903;-35.57807855764607
1739209848.8553946;-45.120503652039325
1739209848.8553991;-29.438486411369347
1739209848.8554037;-24.151403521958727
1739209848.8554082;-24.746238672633048
1739209848.8554125;-25.826314394896357
1739209848.855417;-24.438645034577675
1739209848.8554215;-31.141103565318893
1739209848.855426;-45.120503652039325
1739209848.8554306;-31.141103565318915
1739209848.855435;-30.49652367304973
1739209848.8554394;-45.120503652039325
1739209848.855444;-45.120503652039325
1739209848.8554485;-45.120503652039325
1739209848.8554528;-45.120503652039325
1739209848.8554573;-38.13080360867914
1739209848.8554618;-38.13080360867914
1739209848.8554664;-35.57807855764607
1739209848.8554707;-38.13080360867914
1739209848.8554752;-38.13080360867914
1739209848.8554797;-31.141103565318915
1739209848.8554842;-45.120503652039325
1739209848.8554885;-38.13080360867914
1739209848.855493;-38.13080360867914
1739209848.8554976;-45.120503652039325
1739209848.8555021;-38.13080360867914
1739209848.8555067;-45.120503652039325
1739209848.855511;-45.120503652039325
1739209848.8555155;-31.14110356531892
1739209848.85552;-45.120503652039325
1739209848.8555245;-38.13080360867914
1739209848.8555288;-45.120503652039325
1739209848.8555334;-32.816014438256545
1739209848.855538;-45.120503652039325
1739209848.8555424;-38.13080360867914
1739209848.8555467;-35.57807855764607
1739209848.8555512;-26.487275050834725
1739209848.8555558;-45.120503652039325
1739209848.8555603;-45.120503652039325
1739209848.8555646;-38.13080360867914
1739209848.8555691;-33.981070128970906
1739209848.8555737;-45.120503652039325
1739209848.8555782;-45.120503652039325
1739209848.8555825;-45.120503652039325
1739209848.855587;-31.141103565318915
1739209848.8555915;-45.120503652039325
1739209848.8555918;-38.13080360867914
1739209848.855592;-38.13080360867914
1739209848.8555923;-45.120503652039325
1739209848.8555925;-45.120503652039325
1739209848.855593;-45.120503652039325
1739209848.8555932;-45.120503652039325
1739209848.8555934;-33.981070128970906
1739209848.8555937;-45.120503652039325
1739209848.855594;-45.120503652039325
1739209848.8555942;-45.120503652039325
1739209848.8555944;-45.120503652039325
1739209848.8555946;-45.120503652039325
1739209848.8555949;-45.120503652039325
1739209848.8555954;-45.120503652039325
1739209848.8555956;-33.981070128970906
1739209848.8555958;-45.120503652039325
1739209848.855596;-38.13080360867914
1739209848.8555963;-45.120503652039325
1739209848.8555965;-38.13080360867914
1739209848.8555968;-45.120503652039325
1739209848.855597;-45.120503652039325
1739209848.8555973;-45.120503652039325
1739209848.8555977;-31.141103565318915
1739209848.855598;-38.13080360867914
1739209848.8555982;-45.120503652039325
1739209848.8555984;-38.13080360867914
1739209848.8555987;-38.13080360867914
1739209848.855599;-38.13080360867914
1739209848.8555992;-45.120503652039325
1739209848.8555994;-38.13080360867914
1739209848.8555996;-31.14110356531892
1739209848.8556;-38.13080360867914
1739209848.8556004;-45.120503652039325
1739209848.8556006;-38.13080360867914
1739209848.8556008;-38.13080360867914
1739209848.855601;-35.57807855764607
1739209848.8556013;-38.13080360867914
1739209848.8556015;-45.120503652039325
1739209848.8556018;-33.981070128970906
1739209848.855602;-33.981070128970906
1739209848.8556025;-45.120503652039325
1739209848.8556027;-45.120503652039325
1739209848.855603;-45.120503652039325
1739209848.8556032;-38.13080360867914
1739209848.8556035;-38.13080360867914
1739209848.8556037;-45.120503652039325
1739209848.855604;-38.13080360867914
1739209848.8556042;-38.13080360867914
1739209848.8556044;-45.120503652039325
1739209848.855605;-45.120503652039325
1739209848.8556051;-35.57807855764607
1739209848.8556054;-45.120503652039325
1739209848.8556056;-35.57807855764607
1739209848.8556058;-38.13080360867914
1739209848.855606;-45.120503652039325
1739209848.8556063;-33.981070128970906
1739209848.8556066;-38.13080360867914
1739209848.8556068;-38.13080360867914
1739209848.8556073;-38.13080360867914
1739209848.8556075;-38.13080360867914
1739209848.8556077;-38.13080360867914
1739209848.855608;-45.120503652039325
1739209848.8556082;-38.13080360867914
1739209848.8556085;-38.13080360867914
1739209848.8556087;-45.120503652039325
1739209848.855609;-38.13080360867914
1739209848.8556092;-45.120503652039325
1739209848.8556097;-45.120503652039325
1739209848.85561;-45.120503652039325
1739209848.8556101;-38.13080360867914
1739209848.8556104;-45.120503652039325
1739209848.8556106;-45.120503652039325
1739209848.8556108;-45.120503652039325
1739209848.855611;-38.13080360867914
1739209848.8556113;-38.13080360867914
1739209848.8556116;-45.120503652039325
1739209848.855612;-45.120503652039325
1739209848.8556123;-32.816014438256545
1739209848.8556125;-38.13080360867914
1739209848.8556128;-38.13080360867914
1739209848.855613;-38.13080360867914
1739209848.8556132;-38.13080360867914
1739209848.8556135;-45.120503652039325
1739209848.8556137;-38.13080360867914
1739209848.855614;-33.981070128970906
1739209848.8556144;-45.120503652039325
1739209848.8556147;-45.120503652039325
1739209848.855615;-45.120503652039325
1739209848.8556151;-33.981070128970906
1739209848.8556154;-45.120503652039325
1739209848.8556156;-35.57807855764607
1739209848.8556159;-33.981070128970906
1739209848.855616;-45.120503652039325
1739209848.8556163;-35.57807855764607
1739209848.8556168;-45.120503652039325
1739209848.855617;-32.816014438256545
1739209848.8556173;-38.13080360867914
1739209848.8556175;-45.120503652039325
1739209848.8556178;-38.13080360867914
1739209848.855618;-33.981070128970906
1739209848.8556182;-35.57807855764607
1739209848.8556185;-45.120503652039325
1739209848.8556187;-45.120503652039325
1739209848.8556192;-45.120503652039325
1739209848.8556194;-45.120503652039325
1739209848.8556197;-45.120503652039325
1739209848.85562;-45.120503652039325
1739209848.8556201;-45.120503652039325
1739209848.8556204;-45.120503652039325
1739209848.8556206;-38.13080360867914
1739209848.8556209;-38.13080360867914
1739209848.855621;-38.13080360867914
1739209848.8556216;-38.13080360867914
1739209848.8556218;-45.120503652039325
1739209848.855622;-33.981070128970906
1739209848.8556223;-29.438486411369333
1739209848.8556225;-38.13080360867914
1739209848.8556228;-45.120503652039325
1739209848.855623;-45.120503652039325
1739209848.8556232;-28.992665084841942
1739209848.8556235;-28.58837851428586
1739209848.855624;-45.120503652039325
1739209848.8556242;-45.120503652039325
1739209848.8556244;-38.13080360867914
1739209848.8556247;-38.13080360867914
1739209848.855625;-45.120503652039325
1739209848.8556252;-33.981070128970906
1739209848.8556254;-38.13080360867914
1739209848.8556256;-35.57807855764607
1739209848.8556259;-35.57807855764607
1739209848.8556263;-45.120503652039325
1739209848.8556266;-45.120503652039325
1739209848.8556268;-38.13080360867914
1739209848.855627;-35.57807855764607
1739209848.8556273;-45.120503652039325
1739209848.8556275;-33.981070128970906
1739209848.8556278;-35.57807855764607
1739209848.855628;-38.13080360867914
1739209848.8556283;-45.120503652039325
1739209848.8556287;-45.120503652039325
1739209848.855629;-38.13080360867914
1739209848.8556292;-38.13080360867914
1739209848.8556294;-45.120503652039325
1739209848.8556297;-38.13080360867914
1739209848.85563;-33.981070128970906
1739209848.8556302;-45.120503652039325
1739209848.8556304;-38.13080360867914
1739209848.8556306;-35.57807855764607
1739209848.855631;-33.981070128970906
1739209848.8556314;-38.13080360867914
1739209848.8556316;-33.981070128970906
1739209848.8556318;-33.981070128970906
1739209848.855632;-32.81601443825658
1739209848.8556323;-38.13080360867914
1739209848.8556325;-45.120503652039325
1739209848.8556328;-45.120503652039325
1739209848.855633;-38.13080360867914
1739209848.8556335;-38.13080360867914
1739209848.8556337;-45.120503652039325
1739209848.855634;-38.13080360867914
1739209848.8556342;-31.141103565318915
1739209848.8556345;-45.120503652039325
1739209848.8556347;-38.13080360867914
1739209848.855635;-35.57807855764607
1739209848.8556352;-38.13080360867914
1739209848.8556354;-45.120503652039325
1739209848.855636;-45.120503652039325
1739209848.8556361;-38.13080360867914
1739209848.8556364;-38.13080360867914
1739209848.8556366;-45.120503652039325
1739209848.8556368;-45.120503652039325
1739209848.855637;-45.120503652039325
1739209848.8556373;-38.13080360867914
1739209848.8556376;-45.120503652039325
1739209848.8556378;-38.13080360867914
1739209848.8556383;-38.13080360867914
1739209848.8556385;-45.120503652039325
1739209848.8556387;-45.120503652039325
1739209848.855639;-45.120503652039325
1739209848.8556392;-38.13080360867914
1739209848.8556395;-45.120503652039325
1739209848.8556397;-38.13080360867914
1739209848.85564;-35.57807855764607
1739209848.8556402;-45.120503652039325
1739209848.8556406;-38.13080360867914
1739209848.855641;-35.57807855764607
1739209848.8556411;-45.120503652039325
1739209848.8556414;-45.120503652039325
1739209848.8556416;-38.13080360867914
1739209848.8556418;-38.13080360867914
1739209848.855642;-45.120503652039325
1739209848.8556423;-45.120503652039325
1739209848.8556426;-31.141103565318915
1739209848.855643;-45.120503652039325
1739209848.8556433;-38.13080360867914
1739209848.8556435;-45.120503652039325
1739209848.8556437;-45.120503652039325
1739209848.855644;-45.120503652039325
1739209848.8556442;-32.816014438256545
1739209848.8556445;-45.120503652039325
1739209848.8556447;-45.120503652039325
1739209848.855645;-31.141103565318893
1739209848.8556454;-33.981070128970906
1739209848.8556457;-45.120503652039325
1739209848.855646;-33.981070128970906
1739209848.8556461;-38.13080360867914
1739209848.8556464;-33.981070128970906
1739209848.8556466;-45.120503652039325
1739209848.8556468;-38.13080360867914
1739209848.855647;-35.57807855764607
1739209848.8556473;-38.13080360867914
1739209848.8556478;-45.120503652039325
1739209848.855648;-38.13080360867914
1739209848.8556483;-35.57807855764607
1739209848.8556485;-45.120503652039325
1739209848.8556488;-45.120503652039325
1739209848.855649;-45.120503652039325
1739209848.8556492;-45.120503652039325
1739209848.8556495;-38.13080360867914
1739209848.8556497;-38.13080360867914
1739209848.8556502;-38.13080360867914
1739209848.8556504;-45.120503652039325
1739209848.8556507;-35.57807855764607
1739209848.855651;-45.120503652039325
1739209848.8556511;-38.13080360867914
1739209848.8556514;-31.141103565318893
1739209848.8556516;-38.13080360867914
1739209848.8556519;-35.57807855764607
1739209848.855652;-33.981070128970906
1739209848.8556526;-33.981070128970906
1739209848.8556528;-45.120503652039325
1739209848.855653;-45.120503652039325
1739209848.8556533;-45.120503652039325
1739209848.8556535;-45.120503652039325
1739209848.8556538;-45.120503652039325
1739209848.855654;-38.13080360867914
1739209848.8556542;-45.120503652039325
1739209848.8556545;-45.120503652039325
1739209848.855655;-45.120503652039325
1739209848.8556552;-45.120503652039325
1739209848.8556554;-45.120503652039325
1739209848.8556557;-45.120503652039325
1739209848.855656;-38.13080360867914
1739209848.8556561;-38.13080360867914
1739209848.8556564;-38.13080360867914
1739209848.8556566;-35.57807855764607
1739209848.8556569;-38.13080360867914
1739209848.8556573;-45.120503652039325
1739209848.8556576;-38.13080360867914
1739209848.8556578;-26.991370085610736
1739209848.855658;-38.13080360867914
1739209848.8556583;-45.120503652039325
1739209848.8556585;-45.120503652039325
1739209848.8556588;-32.816014438256545
1739209848.855659;-38.13080360867914
1739209848.8556595;-45.120503652039325
1739209848.8556597;-45.120503652039325
1739209848.85566;-38.13080360867914
1739209848.8556602;-45.120503652039325
1739209848.8556604;-45.120503652039325
1739209848.8556607;-38.13080360867914
1739209848.855661;-38.13080360867914
1739209848.8556612;-38.13080360867914
1739209848.8556614;-45.120503652039325
1739209848.8556619;-38.13080360867914
1739209848.855662;-29.438486411369333
1739209848.8556623;-38.13080360867914
1739209848.8556626;-45.120503652039325
1739209848.8556628;-38.13080360867914
1739209848.855663;-35.57807855764607
1739209848.8556633;-45.120503652039325
1739209848.8556635;-38.13080360867914
1739209848.8556638;-38.13080360867914
1739209848.8556643;-45.120503652039325
1739209848.8556645;-38.13080360867914
1739209848.8556647;-45.120503652039325
1739209848.855665;-45.120503652039325
1739209848.8556652;-33.981070128970906
