CAN Message; 0x62:0385dd00ea0d9a90
Timestamp;Amplitude
1739209707.3374443;-33.981070128970906
1739209707.3374474;-45.120503652039325
1739209707.3374503;-45.120503652039325
1739209707.3374534;-38.13080360867914
1739209707.3374562;-38.13080360867914
1739209707.337459;-45.120503652039325
1739209707.3374622;-35.57807855764607
1739209707.337465;-32.816014438256545
1739209707.337468;-35.57807855764607
1739209707.337471;-38.13080360867914
1739209707.3374739;-38.13080360867914
1739209707.337477;-38.13080360867914
1739209707.3374798;-45.120503652039325
1739209707.3374827;-45.120503652039325
1739209707.3374858;-45.120503652039325
1739209707.3374887;-38.13080360867914
1739209707.3374918;-33.981070128970906
1739209707.3374946;-38.13080360867914
1739209707.3374975;-33.981070128970906
1739209707.3375006;-45.120503652039325
1739209707.3375034;-45.120503652039325
1739209707.3375063;-38.13080360867914
1739209707.3375094;-45.120503652039325
1739209707.3375123;-45.120503652039325
1739209707.3375154;-38.13080360867914
1739209707.3375182;-32.816014438256545
1739209707.337521;-38.13080360867914
1739209707.3375242;-45.120503652039325
1739209707.337527;-35.57807855764607
1739209707.3375301;-38.13080360867914
1739209707.337533;-45.120503652039325
1739209707.3375359;-45.120503652039325
1739209707.337539;-45.120503652039325
1739209707.3375418;-45.120503652039325
1739209707.337545;-38.13080360867914
1739209707.3375478;-38.13080360867914
1739209707.3375506;-45.120503652039325
1739209707.3375537;-45.120503652039325
1739209707.3375566;-45.120503652039325
1739209707.3375595;-33.981070128970906
1739209707.3375626;-31.141103565318915
1739209707.3375654;-45.120503652039325
1739209707.3375685;-45.120503652039325
1739209707.3375714;-38.13080360867914
1739209707.3375742;-38.13080360867914
1739209707.3375773;-45.120503652039325
1739209707.3375802;-38.13080360867914
1739209707.3375833;-38.13080360867914
1739209707.3375862;-45.120503652039325
1739209707.337589;-45.120503652039325
1739209707.3375921;-45.120503652039325
1739209707.337595;-45.120503652039325
1739209707.3375978;-38.13080360867914
1739209707.337601;-35.57807855764607
1739209707.3376038;-38.13080360867914
1739209707.337607;-38.13080360867914
1739209707.3376098;-45.120503652039325
1739209707.3376126;-38.13080360867914
1739209707.3376157;-45.120503652039325
1739209707.3376186;-38.13080360867914
1739209707.3376217;-45.120503652039325
1739209707.3376245;-45.120503652039325
1739209707.3376274;-33.981070128970906
1739209707.3376305;-45.120503652039325
1739209707.3376334;-35.57807855764607
1739209707.3376362;-35.57807855764607
1739209707.3376393;-45.120503652039325
1739209707.3376422;-45.120503652039325
1739209707.3376453;-38.13080360867914
1739209707.3376482;-38.13080360867914
1739209707.337651;-45.120503652039325
1739209707.337654;-38.13080360867914
1739209707.337657;-38.13080360867914
1739209707.33766;-45.120503652039325
1739209707.337663;-45.120503652039325
1739209707.3376658;-38.13080360867914
1739209707.337669;-38.13080360867914
1739209707.3376718;-45.120503652039325
1739209707.3376746;-45.120503652039325
1739209707.3376777;-38.13080360867914
1739209707.3376806;-38.13080360867914
1739209707.3376837;-45.120503652039325
1739209707.3376865;-38.13080360867914
1739209707.3376894;-45.120503652039325
1739209707.3376925;-33.981070128970906
1739209707.3376954;-45.120503652039325
1739209707.3376985;-38.13080360867914
1739209707.3377013;-38.13080360867914
1739209707.3377042;-32.816014438256545
1739209707.3377073;-32.816014438256545
1739209707.3377101;-38.13080360867914
1739209707.337713;-38.13080360867914
1739209707.337716;-38.13080360867914
1739209707.337719;-38.13080360867914
1739209707.337722;-38.13080360867914
1739209707.337725;-33.981070128970906
1739209707.3377278;-38.13080360867914
1739209707.337731;-45.120503652039325
1739209707.3377337;-38.13080360867914
1739209707.3377368;-45.120503652039325
1739209707.3377397;-45.120503652039325
1739209707.3377426;-38.13080360867914
1739209707.3377457;-33.981070128970906
1739209707.3377485;-45.120503652039325
1739209707.3377516;-31.141103565318915
1739209707.3377545;-31.141103565318893
1739209707.3377573;-38.13080360867914
1739209707.3377604;-38.13080360867914
1739209707.3377633;-45.120503652039325
1739209707.3377662;-38.13080360867914
1739209707.3377693;-45.120503652039325
1739209707.3377721;-35.57807855764607
1739209707.3377752;-45.120503652039325
1739209707.337778;-45.120503652039325
1739209707.337781;-38.13080360867914
1739209707.337784;-35.57807855764607
1739209707.337787;-38.13080360867914
1739209707.33779;-45.120503652039325
1739209707.3377929;-45.120503652039325
1739209707.3377957;-33.981070128970906
1739209707.3377988;-45.120503652039325
1739209707.3378017;-45.120503652039325
1739209707.3378046;-35.57807855764607
1739209707.3378077;-35.57807855764607
1739209707.3378105;-45.120503652039325
1739209707.3378136;-45.120503652039325
1739209707.3378165;-38.13080360867914
1739209707.3378193;-45.120503652039325
1739209707.3378224;-33.981070128970906
1739209707.3378253;-31.141103565318893
1739209707.3378284;-38.13080360867914
1739209707.3378313;-38.13080360867914
1739209707.3378341;-45.120503652039325
1739209707.3378372;-45.120503652039325
1739209707.33784;-38.13080360867914
1739209707.337843;-35.57807855764607
1739209707.337846;-45.120503652039325
1739209707.337849;-45.120503652039325
1739209707.337852;-45.120503652039325
1739209707.3378549;-45.120503652039325
1739209707.3378577;-45.120503652039325
1739209707.3378608;-31.141103565318915
1739209707.3378637;-31.141103565318915
1739209707.3378668;-45.120503652039325
1739209707.3378696;-38.13080360867914
1739209707.3378725;-35.57807855764607
1739209707.3378756;-38.13080360867914
1739209707.3378785;-38.13080360867914
1739209707.3378813;-38.13080360867914
1739209707.3378844;-38.13080360867914
1739209707.3378873;-38.13080360867914
1739209707.3378904;-38.13080360867914
1739209707.3378932;-38.13080360867914
1739209707.337896;-35.57807855764607
1739209707.3378992;-38.13080360867914
1739209707.337902;-38.13080360867914
1739209707.3379052;-38.13080360867914
1739209707.337908;-45.120503652039325
1739209707.337911;-45.120503652039325
1739209707.337914;-35.57807855764607
1739209707.3379169;-45.120503652039325
1739209707.3379197;-45.120503652039325
1739209707.3379228;-38.13080360867914
1739209707.3379257;-38.13080360867914
1739209707.3379288;-45.120503652039325
1739209707.3379316;-45.120503652039325
1739209707.3379345;-33.981070128970906
1739209707.3379376;-45.120503652039325
1739209707.3379405;-38.13080360867914
1739209707.3379436;-45.120503652039325
1739209707.3379464;-38.13080360867914
1739209707.3379493;-38.13080360867914
1739209707.3379524;-45.120503652039325
1739209707.3379552;-38.13080360867914
1739209707.3379583;-45.120503652039325
1739209707.3379612;-45.120503652039325
1739209707.337964;-38.13080360867914
1739209707.3379672;-45.120503652039325
1739209707.33797;-38.13080360867914
1739209707.3379729;-32.816014438256545
1739209707.337976;-45.120503652039325
1739209707.3379788;-38.13080360867914
1739209707.337982;-33.981070128970906
1739209707.3379848;-45.120503652039325
1739209707.3379877;-45.120503652039325
1739209707.3379908;-45.120503652039325
1739209707.3379936;-45.120503652039325
1739209707.3379967;-45.120503652039325
1739209707.3379996;-45.120503652039325
1739209707.3380024;-45.120503652039325
1739209707.3380055;-45.120503652039325
1739209707.3380084;-45.120503652039325
1739209707.3380113;-38.13080360867914
1739209707.3380144;-45.120503652039325
1739209707.3380172;-38.13080360867914
1739209707.3380203;-35.57807855764607
1739209707.3380232;-38.13080360867914
1739209707.338026;-45.120503652039325
1739209707.3380291;-38.13080360867914
1739209707.338032;-38.13080360867914
1739209707.338035;-38.13080360867914
1739209707.338038;-45.120503652039325
1739209707.3380408;-38.13080360867914
1739209707.338044;-35.57807855764607
1739209707.3380468;-33.981070128970906
1739209707.3380497;-45.120503652039325
1739209707.3380527;-45.120503652039325
1739209707.3380556;-32.816014438256545
1739209707.3380587;-38.13080360867914
1739209707.3380616;-45.120503652039325
1739209707.3380644;-33.981070128970906
1739209707.3380675;-45.120503652039325
1739209707.3380704;-45.120503652039325
1739209707.3380735;-38.13080360867914
1739209707.3380764;-38.13080360867914
1739209707.3380792;-45.120503652039325
1739209707.3380823;-38.13080360867914
1739209707.3380852;-38.13080360867914
1739209707.338088;-33.981070128970906
1739209707.3380911;-45.120503652039325
1739209707.338094;-38.13080360867914
1739209707.338097;-38.13080360867914
1739209707.3381;-33.981070128970906
1739209707.3381028;-45.120503652039325
1739209707.338106;-45.120503652039325
1739209707.3381088;-45.120503652039325
1739209707.3381119;-45.120503652039325
1739209707.3381147;-45.120503652039325
1739209707.3381176;-38.13080360867914
1739209707.3381207;-35.57807855764607
1739209707.3381236;-38.13080360867914
1739209707.3381264;-45.120503652039325
1739209707.3381295;-38.13080360867914
1739209707.3381324;-45.120503652039325
1739209707.3381355;-33.981070128970906
1739209707.3381383;-38.13080360867914
1739209707.3381412;-38.13080360867914
1739209707.3381443;-45.120503652039325
1739209707.3381472;-38.13080360867914
1739209707.3381503;-35.57807855764607
1739209707.3381531;-38.13080360867914
1739209707.338156;-45.120503652039325
1739209707.338159;-31.14110356531892
1739209707.338162;-38.13080360867914
1739209707.338165;-33.981070128970906
1739209707.338168;-45.120503652039325
1739209707.3381708;-45.120503652039325
1739209707.3381739;-45.120503652039325
1739209707.3381767;-45.120503652039325
1739209707.3381796;-45.120503652039325
1739209707.3381827;-28.992665084841942
1739209707.3381855;-38.13080360867914
1739209707.3381886;-38.13080360867914
1739209707.3381915;-45.120503652039325
1739209707.3381944;-38.13080360867914
1739209707.3381975;-38.13080360867914
1739209707.3382003;-45.120503652039325
1739209707.3382034;-35.57807855764607
1739209707.3382063;-33.981070128970906
1739209707.3382092;-45.120503652039325
1739209707.3382123;-45.120503652039325
1739209707.338215;-35.57807855764607
1739209707.338218;-38.13080360867914
1739209707.338221;-38.13080360867914
1739209707.338224;-45.120503652039325
1739209707.338227;-33.981070128970906
1739209707.33823;-32.816014438256545
1739209707.3382328;-45.120503652039325
1739209707.3382359;-38.13080360867914
1739209707.3382387;-35.57807855764607
1739209707.3382418;-38.13080360867914
1739209707.3382447;-32.816014438256545
1739209707.3382475;-35.57807855764607
1739209707.3382506;-45.120503652039325
1739209707.3382535;-33.981070128970906
1739209707.3382564;-38.13080360867914
1739209707.3382595;-45.120503652039325
1739209707.3382623;-45.120503652039325
1739209707.3382654;-33.981070128970906
1739209707.3382683;-38.13080360867914
1739209707.3382711;-45.120503652039325
1739209707.3382742;-45.120503652039325
1739209707.338277;-45.120503652039325
1739209707.3382802;-45.120503652039325
1739209707.338283;-38.13080360867914
1739209707.338286;-45.120503652039325
1739209707.338289;-38.13080360867914
1739209707.338292;-35.57807855764607
1739209707.3382947;-38.13080360867914
1739209707.3382978;-45.120503652039325
1739209707.3383007;-28.58837851428586
1739209707.3383038;-26.487275050834715
1739209707.3383067;-45.120503652039325
1739209707.3383095;-45.120503652039325
1739209707.3383126;-33.981070128970906
1739209707.3383155;-38.13080360867914
1739209707.3383186;-45.120503652039325
1739209707.3383214;-45.120503652039325
1739209707.3383243;-45.120503652039325
1739209707.3383274;-38.13080360867914
1739209707.3383303;-38.13080360867914
1739209707.3383331;-35.57807855764607
1739209707.3383362;-38.13080360867914
1739209707.338339;-38.13080360867914
1739209707.3383422;-38.13080360867914
1739209707.338345;-33.981070128970906
1739209707.338348;-32.816014438256545
1739209707.338351;-33.981070128970906
1739209707.3383539;-38.13080360867914
1739209707.338357;-35.57807855764607
1739209707.3383598;-45.120503652039325
1739209707.3383627;-45.120503652039325
1739209707.3383658;-35.57807855764607
1739209707.3383687;-35.57807855764607
1739209707.3383718;-38.13080360867914
1739209707.3383746;-45.120503652039325
1739209707.3383775;-45.120503652039325
1739209707.3383806;-38.13080360867914
1739209707.3383834;-35.57807855764607
1739209707.3383863;-38.13080360867914
1739209707.3383894;-45.120503652039325
1739209707.3383923;-38.13080360867914
1739209707.3383954;-45.120503652039325
1739209707.3383982;-45.120503652039325
1739209707.338401;-45.120503652039325
1739209707.3384042;-45.120503652039325
1739209707.338407;-45.120503652039325
1739209707.3384101;-38.13080360867914
1739209707.338413;-38.13080360867914
1739209707.3384159;-45.120503652039325
1739209707.338419;-38.13080360867914
1739209707.3384218;-35.57807855764607
1739209707.3384247;-38.13080360867914
1739209707.3384278;-45.120503652039325
1739209707.3384306;-38.13080360867914
1739209707.3384337;-38.13080360867914
1739209707.3384366;-38.13080360867914
1739209707.3384395;-45.120503652039325
1739209707.3384426;-38.13080360867914
1739209707.3384454;-32.816014438256545
1739209707.3384485;-38.13080360867914
1739209707.3384514;-45.120503652039325
1739209707.3384542;-38.13080360867914
1739209707.3384573;-35.57807855764607
1739209707.3384602;-45.120503652039325
1739209707.338463;-45.120503652039325
1739209707.3384662;-38.13080360867914
1739209707.338469;-38.13080360867914
1739209707.3384721;-38.13080360867914
1739209707.338475;-45.120503652039325
1739209707.3384778;-38.13080360867914
1739209707.338481;-45.120503652039325
1739209707.3384838;-45.120503652039325
1739209707.338487;-38.13080360867914
1739209707.3384898;-38.13080360867914
1739209707.3384926;-45.120503652039325
1739209707.3384957;-38.13080360867914
1739209707.3384986;-38.13080360867914
1739209707.3385015;-45.120503652039325
1739209707.3385046;-35.57807855764607
1739209707.3385074;-45.120503652039325
1739209707.3385105;-38.13080360867914
1739209707.3385134;-45.120503652039325
1739209707.3385162;-38.13080360867914
1739209707.3385193;-32.816014438256545
1739209707.3385222;-38.13080360867914
1739209707.3385253;-38.13080360867914
1739209707.3385282;-45.120503652039325
1739209707.338531;-33.981070128970906
1739209707.338534;-38.13080360867914
1739209707.338537;-45.120503652039325
1739209707.3385398;-45.120503652039325
1739209707.338543;-45.120503652039325
1739209707.3385458;-45.120503652039325
1739209707.338549;-45.120503652039325
1739209707.3385518;-38.13080360867914
1739209707.3385546;-45.120503652039325
1739209707.3385577;-45.120503652039325
1739209707.3385606;-38.13080360867914
1739209707.3385637;-35.57807855764607
1739209707.3385665;-38.13080360867914
1739209707.3385694;-45.120503652039325
1739209707.3385725;-38.13080360867914
1739209707.3385754;-32.816014438256545
1739209707.3385785;-33.981070128970906
1739209707.3385813;-38.13080360867914
1739209707.3385842;-45.120503652039325
1739209707.3385873;-38.13080360867914
1739209707.3385901;-33.981070128970906
1739209707.338593;-45.120503652039325
1739209707.338596;-38.13080360867914
1739209707.338599;-45.120503652039325
1739209707.338602;-38.13080360867914
1739209707.338605;-35.57807855764607
1739209707.3386078;-45.120503652039325
1739209707.338611;-45.120503652039325
1739209707.3386137;-32.816014438256545
1739209707.3386168;-33.981070128970906
1739209707.3386197;-45.120503652039325
1739209707.3386226;-38.13080360867914
1739209707.3386257;-38.13080360867914
1739209707.3386285;-38.13080360867914
1739209707.3386314;-33.981070128970906
1739209707.3386345;-38.13080360867914
1739209707.3386374;-28.992665084841942
1739209707.3386405;-45.120503652039325
1739209707.3386433;-38.13080360867914
1739209707.3386462;-35.57807855764607
1739209707.3386493;-38.13080360867914
1739209707.3386521;-45.120503652039325
1739209707.3386552;-38.13080360867914
1739209707.338658;-35.57807855764607
1739209707.338661;-38.13080360867914
1739209707.338664;-45.120503652039325
1739209707.338667;-45.120503652039325
1739209707.3386698;-45.120503652039325
1739209707.3386729;-33.981070128970906
1739209707.3386757;-45.120503652039325
1739209707.3386788;-38.13080360867914
1739209707.3386817;-38.13080360867914
1739209707.3386846;-31.141103565318915
1739209707.3386877;-45.120503652039325
1739209707.3386905;-45.120503652039325
1739209707.3386936;-32.816014438256545
1739209707.3386965;-33.981070128970906
1739209707.3386993;-45.120503652039325
1739209707.340467;-33.981070128970906
1739209707.340469;-35.57807855764607
1739209707.3404706;-45.120503652039325
1739209707.3404722;-45.120503652039325
1739209707.3404741;-38.13080360867914
1739209707.3404758;-45.120503652039325
1739209707.3404775;-38.13080360867914
1739209707.3404794;-38.13080360867914
1739209707.340481;-35.57807855764607
1739209707.3404827;-38.13080360867914
1739209707.3404846;-38.13080360867914
1739209707.3404863;-38.13080360867914
1739209707.340488;-38.13080360867914
1739209707.3404899;-32.816014438256545
1739209707.3404915;-32.816014438256545
1739209707.3404932;-38.13080360867914
1739209707.340495;-38.13080360867914
1739209707.3404968;-45.120503652039325
1739209707.3404984;-45.120503652039325
1739209707.3405004;-45.120503652039325
1739209707.340502;-45.120503652039325
1739209707.3405037;-45.120503652039325
1739209707.3405056;-45.120503652039325
1739209707.3405073;-38.13080360867914
1739209707.340509;-38.13080360867914
1739209707.3405108;-45.120503652039325
1739209707.3405125;-38.13080360867914
1739209707.3405142;-45.120503652039325
1739209707.340516;-45.120503652039325
1739209707.3405178;-45.120503652039325
1739209707.3405194;-35.57807855764607
1739209707.3405213;-35.57807855764607
1739209707.340523;-45.120503652039325
1739209707.3405247;-45.120503652039325
1739209707.3405266;-38.13080360867914
1739209707.3405282;-35.57807855764607
1739209707.34053;-38.13080360867914
1739209707.3405318;-32.816014438256545
1739209707.3405335;-45.120503652039325
1739209707.3405352;-45.120503652039325
