CAN Message; 0x62:0385dd00ea0d9a90
1739209707.3405368;-38.13080360867914
1739209707.3405387;-45.120503652039325
1739209707.3405404;-45.120503652039325
1739209707.340542;-45.120503652039325
1739209707.340544;-33.981070128970906
1739209707.3405457;-45.120503652039325
1739209707.3405473;-38.13080360867914
1739209707.3405492;-38.13080360867914
1739209707.340551;-33.981070128970906
1739209707.3405526;-30.49652367304973
1739209707.3405545;-45.120503652039325
1739209707.3405561;-38.13080360867914
1739209707.3405578;-35.57807855764607
1739209707.3405597;-32.816014438256545
1739209707.3405614;-38.13080360867914
1739209707.340563;-45.120503652039325
1739209707.340565;-38.13080360867914
1739209707.3405666;-45.120503652039325
1739209707.3405683;-45.120503652039325
1739209707.3405702;-45.120503652039325
1739209707.3405719;-33.981070128970906
1739209707.3405735;-35.57807855764607
1739209707.3405755;-45.120503652039325
1739209707.3405771;-45.120503652039325
1739209707.3405788;-38.13080360867914
1739209707.3405807;-45.120503652039325
1739209707.3405824;-35.57807855764607
1739209707.340584;-33.981070128970906
1739209707.340586;-45.120503652039325
1739209707.3405876;-45.120503652039325
1739209707.3405893;-35.57807855764607
1739209707.3405912;-26.487275050834715
1739209707.3405929;-38.13080360867914
1739209707.3405945;-45.120503652039325
1739209707.3405964;-38.13080360867914
1739209707.340598;-32.816014438256545
1739209707.3405998;-38.13080360867914
1739209707.3406017;-45.120503652039325
1739209707.3406034;-45.120503652039325
1739209707.340605;-33.981070128970956
1739209707.340607;-38.13080360867914
1739209707.3406086;-32.816014438256545
1739209707.3406103;-38.13080360867914
1739209707.3406122;-45.120503652039325
1739209707.3406138;-35.57807855764607
1739209707.3406155;-35.57807855764607
1739209707.3406174;-38.13080360867914
1739209707.340619;-29.438486411369333
1739209707.3406208;-38.13080360867914
1739209707.3406227;-38.13080360867914
1739209707.3406243;-45.120503652039325
1739209707.340626;-35.57807855764607
1739209707.340628;-35.57807855764607
1739209707.3406296;-38.13080360867914
1739209707.3406312;-45.120503652039325
1739209707.3406332;-45.120503652039325
1739209707.3406348;-45.120503652039325
1739209707.3406365;-45.120503652039325
1739209707.3406384;-38.13080360867914
1739209707.34064;-38.13080360867914
1739209707.3406417;-38.13080360867914
1739209707.3406436;-45.120503652039325
1739209707.3406453;-45.120503652039325
1739209707.340647;-45.120503652039325
1739209707.340649;-45.120503652039325
1739209707.3406506;-45.120503652039325
1739209707.3406522;-33.981070128970906
1739209707.3406541;-45.120503652039325
1739209707.3406558;-45.120503652039325
1739209707.3406575;-45.120503652039325
1739209707.3406594;-45.120503652039325
1739209707.340661;-28.992665084841942
1739209707.3406627;-32.816014438256545
1739209707.3406646;-35.57807855764607
1739209707.3406663;-38.13080360867914
1739209707.340668;-45.120503652039325
1739209707.3406699;-38.13080360867914
1739209707.3406715;-45.120503652039325
1739209707.3406732;-45.120503652039325
1739209707.3406749;-45.120503652039325
1739209707.3406768;-45.120503652039325
1739209707.3406785;-38.13080360867914
1739209707.3406801;-45.120503652039325
1739209707.340682;-45.120503652039325
1739209707.3406837;-38.13080360867914
1739209707.3406854;-38.13080360867914
1739209707.3406873;-45.120503652039325
1739209707.340689;-35.57807855764607
1739209707.3406906;-45.120503652039325
1739209707.3406925;-45.120503652039325
1739209707.3406942;-38.13080360867914
1739209707.3406959;-38.13080360867914
1739209707.3406978;-38.13080360867914
1739209707.3406994;-38.13080360867914
1739209707.340701;-38.13080360867914
1739209707.340703;-38.13080360867914
1739209707.3407047;-45.120503652039325
1739209707.3407063;-45.120503652039325
1739209707.3407083;-38.13080360867914
1739209707.34071;-33.981070128970906
1739209707.3407116;-38.13080360867914
1739209707.3407135;-45.120503652039325
1739209707.3407152;-45.120503652039325
1739209707.3407168;-38.13080360867914
1739209707.3407187;-45.120503652039325
1739209707.3407204;-45.120503652039325
1739209707.340722;-45.120503652039325
1739209707.340724;-45.120503652039325
1739209707.3407257;-45.120503652039325
1739209707.3407273;-45.120503652039325
1739209707.3407292;-38.13080360867914
1739209707.340731;-33.981070128970906
1739209707.3407326;-33.981070128970906
1739209707.3407345;-38.13080360867914
1739209707.3407362;-33.981070128970906
1739209707.3407378;-35.57807855764607
1739209707.3407397;-35.57807855764607
1739209707.3407414;-45.120503652039325
1739209707.340743;-38.13080360867914
1739209707.340745;-45.120503652039325
1739209707.3407466;-38.13080360867914
1739209707.3407483;-32.816014438256545
1739209707.3407502;-38.13080360867914
1739209707.340752;-45.120503652039325
1739209707.3407536;-38.13080360867914
1739209707.3407555;-35.57807855764607
1739209707.3407571;-38.13080360867914
1739209707.3407588;-45.120503652039325
1739209707.3407607;-45.120503652039325
1739209707.3407624;-38.13080360867914
1739209707.340764;-38.13080360867914
1739209707.340766;-45.120503652039325
1739209707.3407676;-38.13080360867914
1739209707.3407693;-38.13080360867914
1739209707.3407712;-45.120503652039325
1739209707.3407729;-45.120503652039325
1739209707.3407745;-38.13080360867914
1739209707.3407764;-38.13080360867914
1739209707.340778;-45.120503652039325
1739209707.3407798;-38.13080360867914
1739209707.3407817;-33.981070128970906
1739209707.3407834;-38.13080360867914
1739209707.340785;-45.120503652039325
1739209707.340787;-38.13080360867914
1739209707.3407886;-45.120503652039325
1739209707.3407903;-45.120503652039325
1739209707.3407922;-33.981070128970906
1739209707.3407938;-45.120503652039325
1739209707.3407955;-45.120503652039325
1739209707.3407974;-45.120503652039325
1739209707.340799;-38.13080360867914
1739209707.3408008;-45.120503652039325
1739209707.3408027;-33.981070128970906
1739209707.3408043;-33.981070128970906
1739209707.340806;-38.13080360867914
1739209707.340808;-38.13080360867914
1739209707.3408096;-35.57807855764607
1739209707.3408113;-33.981070128970906
1739209707.340813;-38.13080360867914
1739209707.3408148;-38.13080360867914
1739209707.3408165;-45.120503652039325
1739209707.3408182;-45.120503652039325
1739209707.34082;-38.13080360867914
1739209707.3408217;-38.13080360867914
1739209707.3408234;-45.120503652039325
1739209707.3408253;-45.120503652039325
1739209707.340827;-38.13080360867914
1739209707.3408287;-45.120503652039325
1739209707.3408306;-45.120503652039325
1739209707.3408322;-38.13080360867914
1739209707.340834;-38.13080360867914
1739209707.3408358;-45.120503652039325
1739209707.3408375;-33.981070128970906
1739209707.3387024;-45.120503652039325
1739209707.3387053;-38.13080360867914
1739209707.3387082;-32.816014438256545
1739209707.3387113;-45.120503652039325
1739209707.3387141;-45.120503652039325
1739209707.3387172;-45.120503652039325
1739209707.33872;-38.13080360867914
1739209707.338723;-33.981070128970906
1739209707.338726;-45.120503652039325
1739209707.338729;-45.120503652039325
1739209707.338732;-28.992665084841942
1739209707.3387349;-38.13080360867914
1739209707.3387377;-38.13080360867914
1739209707.3387408;-45.120503652039325
1739209707.3387437;-45.120503652039325
1739209707.3387465;-32.816014438256545
1739209707.3387496;-45.120503652039325
1739209707.3387525;-45.120503652039325
1739209707.3387556;-38.13080360867914
1739209707.3387585;-45.120503652039325
1739209707.3387613;-45.120503652039325
1739209707.3387644;-38.13080360867914
1739209707.3387673;-38.13080360867914
1739209707.3387704;-38.13080360867914
1739209707.3387733;-38.13080360867914
1739209707.338776;-38.13080360867914
1739209707.3387792;-38.13080360867914
1739209707.338782;-45.120503652039325
1739209707.3387852;-45.120503652039325
1739209707.338788;-38.13080360867914
1739209707.338791;-38.13080360867914
1739209707.338794;-45.120503652039325
1739209707.3387969;-45.120503652039325
1739209707.3387997;-45.120503652039325
1739209707.3388028;-33.981070128970906
1739209707.3388057;-45.120503652039325
1739209707.3388088;-38.13080360867914
1739209707.3388116;-38.13080360867914
1739209707.3388145;-38.13080360867914
1739209707.3388176;-45.120503652039325
1739209707.3388205;-35.57807855764607
1739209707.3388236;-38.13080360867914
1739209707.3388264;-45.120503652039325
1739209707.3388293;-35.57807855764607
1739209707.3388324;-38.13080360867914
1739209707.3388352;-45.120503652039325
1739209707.338838;-45.120503652039325
1739209707.3388412;-31.141103565318893
1739209707.338844;-45.120503652039325
1739209707.3388472;-45.120503652039325
1739209707.33885;-38.13080360867914
1739209707.338853;-38.13080360867914
1739209707.338856;-45.120503652039325
1739209707.3388588;-45.120503652039325
1739209707.338862;-45.120503652039325
1739209707.3388648;-45.120503652039325
1739209707.3388677;-38.13080360867914
1739209707.3388708;-45.120503652039325
1739209707.3388736;-45.120503652039325
1739209707.3388765;-45.120503652039325
1739209707.3388796;-45.120503652039325
1739209707.3388824;-45.120503652039325
1739209707.3388855;-38.13080360867914
1739209707.3388884;-35.57807855764607
1739209707.3388913;-38.13080360867914
1739209707.3388944;-35.57807855764607
1739209707.3388972;-38.13080360867914
1739209707.3389003;-35.57807855764607
1739209707.3389032;-33.981070128970906
1739209707.338906;-35.57807855764607
1739209707.3389091;-38.13080360867914
1739209707.338912;-45.120503652039325
1739209707.3389149;-33.981070128970906
1739209707.338918;-35.57807855764607
1739209707.3389208;-38.13080360867914
1739209707.338924;-45.120503652039325
1739209707.3389268;-38.13080360867914
1739209707.3389297;-32.816014438256545
1739209707.3389328;-35.57807855764607
1739209707.3389356;-38.13080360867914
1739209707.3389387;-45.120503652039325
1739209707.3389416;-35.57807855764607
1739209707.3389444;-45.120503652039325
1739209707.3389475;-32.816014438256545
1739209707.3389504;-32.816014438256545
1739209707.3389535;-38.13080360867914
1739209707.3389564;-45.120503652039325
1739209707.3389592;-35.57807855764607
1739209707.3389623;-35.57807855764607
1739209707.3389652;-45.120503652039325
1739209707.338968;-38.13080360867914
1739209707.3389711;-38.13080360867914
1739209707.338974;-45.120503652039325
1739209707.338977;-45.120503652039325
1739209707.33898;-45.120503652039325
1739209707.3389828;-45.120503652039325
1739209707.338986;-45.120503652039325
1739209707.3389888;-45.120503652039325
1739209707.3389919;-38.13080360867914
1739209707.3389947;-45.120503652039325
1739209707.3389976;-45.120503652039325
1739209707.3390007;-38.13080360867914
1739209707.3390036;-38.13080360867914
1739209707.3390064;-38.13080360867914
1739209707.3390095;-45.120503652039325
1739209707.3390124;-35.57807855764607
1739209707.3390155;-45.120503652039325
1739209707.3390183;-32.816014438256545
1739209707.3390212;-38.13080360867914
1739209707.3390243;-38.13080360867914
1739209707.3390272;-35.57807855764607
1739209707.3390303;-45.120503652039325
1739209707.3390331;-38.13080360867914
1739209707.339036;-38.13080360867914
1739209707.339039;-45.120503652039325
1739209707.339042;-33.981070128970956
1739209707.3390448;-32.816014438256545
1739209707.339048;-35.57807855764607
1739209707.3390508;-38.13080360867914
1739209707.3390539;-45.120503652039325
1739209707.3390567;-38.13080360867914
1739209707.3390596;-32.816014438256545
1739209707.3390627;-45.120503652039325
1739209707.3390656;-28.992665084841942
1739209707.3390687;-28.992665084841942
1739209707.3390715;-35.57807855764607
1739209707.3390744;-45.120503652039325
1739209707.3390775;-31.141103565318915
1739209707.3390803;-32.816014438256545
1739209707.3390832;-45.120503652039325
1739209707.3390863;-35.57807855764607
1739209707.3390892;-33.981070128970906
1739209707.3390923;-38.13080360867914
1739209707.339095;-38.13080360867914
1739209707.339098;-45.120503652039325
1739209707.339101;-45.120503652039325
1739209707.339104;-45.120503652039325
1739209707.339107;-45.120503652039325
1739209707.33911;-45.120503652039325
1739209707.3391128;-45.120503652039325
1739209707.3391159;-45.120503652039325
1739209707.3391187;-38.13080360867914
1739209707.3391216;-38.13080360867914
1739209707.3391247;-38.13080360867914
1739209707.3391275;-38.13080360867914
