CAN Message; 0x39:09c25c1260beae4d
Timestamp;Amplitude
1739209869.6197317;-45.120503652039325
1739209869.6197383;-38.13080360867914
1739209869.619745;-35.57807855764607
1739209869.6197517;-45.120503652039325
1739209869.6197584;-45.120503652039325
1739209869.619765;-38.13080360867914
1739209869.6197717;-35.57807855764607
1739209869.6197784;-45.120503652039325
1739209869.6197848;-45.120503652039325
1739209869.6197915;-38.13080360867914
1739209869.6197982;-38.13080360867914
1739209869.6198049;-45.120503652039325
1739209869.6198115;-45.120503652039325
1739209869.6198182;-28.992665084841942
1739209869.619825;-45.120503652039325
1739209869.6198316;-45.120503652039325
1739209869.6198382;-38.13080360867914
1739209869.619845;-38.13080360867914
1739209869.6198516;-45.120503652039325
1739209869.6198583;-38.13080360867914
1739209869.619865;-32.816014438256545
1739209869.6198716;-31.141103565318943
1739209869.6198783;-45.120503652039325
1739209869.619885;-33.981070128970906
1739209869.6198916;-38.13080360867914
1739209869.619898;-45.120503652039325
1739209869.6199048;-38.13080360867914
1739209869.6199114;-45.120503652039325
1739209869.619918;-45.120503652039325
1739209869.6199248;-38.13080360867914
1739209869.6199315;-35.57807855764607
1739209869.6199381;-38.13080360867914
1739209869.6199448;-45.120503652039325
1739209869.6199515;-45.120503652039325
1739209869.6199582;-35.57807855764607
1739209869.6199648;-45.120503652039325
1739209869.6199715;-45.120503652039325
1739209869.6199782;-30.49652367304973
1739209869.6199849;-33.981070128970906
1739209869.6199915;-45.120503652039325
1739209869.6199982;-45.120503652039325
1739209869.620005;-38.13080360867914
1739209869.6200113;-38.13080360867914
1739209869.620018;-38.13080360867914
1739209869.6200247;-45.120503652039325
1739209869.6200314;-45.120503652039325
1739209869.620038;-38.13080360867914
1739209869.6200447;-45.120503652039325
1739209869.6200514;-45.120503652039325
1739209869.620058;-38.13080360867914
1739209869.6200647;-35.57807855764607
1739209869.6200714;-38.13080360867914
1739209869.620078;-45.120503652039325
1739209869.6200848;-35.57807855764607
1739209869.6200914;-33.981070128970906
1739209869.620098;-45.120503652039325
1739209869.6201048;-45.120503652039325
1739209869.6201115;-45.120503652039325
1739209869.6201181;-38.13080360867914
1739209869.6201246;-45.120503652039325
1739209869.6201313;-45.120503652039325
1739209869.620138;-38.13080360867914
1739209869.6201446;-45.120503652039325
1739209869.6201513;-38.13080360867914
1739209869.620158;-45.120503652039325
1739209869.6201646;-45.120503652039325
1739209869.6201713;-38.13080360867914
1739209869.620178;-38.13080360867914
1739209869.6201847;-45.120503652039325
1739209869.6201913;-38.13080360867914
1739209869.620198;-45.120503652039325
1739209869.6202047;-45.120503652039325
1739209869.6202114;-45.120503652039325
1739209869.620218;-32.816014438256545
1739209869.6202247;-38.13080360867914
1739209869.6202314;-45.120503652039325
1739209869.6202378;-38.13080360867914
1739209869.6202445;-45.120503652039325
1739209869.6202512;-31.141103565318915
1739209869.6202579;-45.120503652039325
1739209869.6202645;-45.120503652039325
1739209869.6202712;-38.13080360867914
1739209869.620278;-38.13080360867914
1739209869.6202846;-45.120503652039325
1739209869.6202912;-45.120503652039325
1739209869.620298;-38.13080360867914
1739209869.6203046;-38.13080360867914
1739209869.6203113;-45.120503652039325
1739209869.620318;-45.120503652039325
1739209869.6203246;-45.120503652039325
1739209869.6203313;-45.120503652039325
1739209869.620338;-35.57807855764607
1739209869.6203446;-38.13080360867914
1739209869.620351;-45.120503652039325
1739209869.6203578;-45.120503652039325
1739209869.6203644;-38.13080360867914
1739209869.620371;-35.57807855764607
1739209869.6203778;-45.120503652039325
1739209869.6203845;-45.120503652039325
1739209869.6203911;-45.120503652039325
1739209869.6203978;-45.120503652039325
1739209869.6204045;-35.57807855764607
1739209869.6204112;-27.267205301931607
1739209869.6204178;-38.13080360867914
1739209869.6204245;-38.13080360867914
1739209869.6204312;-38.13080360867914
1739209869.6204379;-32.816014438256545
1739209869.6204445;-45.120503652039325
1739209869.6204512;-45.120503652039325
1739209869.620458;-45.120503652039325
1739209869.6204643;-38.13080360867914
1739209869.620471;-38.13080360867914
1739209869.6204777;-38.13080360867914
1739209869.6204844;-45.120503652039325
1739209869.620491;-45.120503652039325
1739209869.6204977;-45.120503652039325
1739209869.6205044;-45.120503652039325
1739209869.620511;-45.120503652039325
1739209869.6205177;-38.13080360867914
1739209869.6205244;-45.120503652039325
1739209869.620531;-45.120503652039325
1739209869.6205378;-45.120503652039325
1739209869.6205444;-45.120503652039325
1739209869.620551;-45.120503652039325
1739209869.6205578;-45.120503652039325
1739209869.6205645;-38.13080360867914
1739209869.6205711;-33.981070128970906
1739209869.6205778;-45.120503652039325
1739209869.6205842;-45.120503652039325
1739209869.620591;-35.57807855764607
1739209869.6205976;-32.816014438256545
1739209869.6206043;-45.120503652039325
1739209869.620611;-45.120503652039325
1739209869.6206176;-45.120503652039325
1739209869.6206243;-45.120503652039325
1739209869.620631;-45.120503652039325
1739209869.6206377;-45.120503652039325
1739209869.6206443;-45.120503652039325
1739209869.620651;-45.120503652039325
1739209869.6206577;-45.120503652039325
1739209869.6206644;-38.13080360867914
1739209869.620671;-45.120503652039325
1739209869.6206777;-45.120503652039325
1739209869.6206844;-45.120503652039325
1739209869.620691;-45.120503652039325
1739209869.6206975;-45.120503652039325
1739209869.6207042;-38.13080360867914
1739209869.6207108;-45.120503652039325
1739209869.6207175;-45.120503652039325
1739209869.6207242;-38.13080360867914
1739209869.6207309;-32.816014438256545
1739209869.6207376;-38.13080360867914
1739209869.6207442;-45.120503652039325
1739209869.620751;-38.13080360867914
1739209869.6207576;-38.13080360867914
1739209869.6207643;-35.57807855764607
1739209869.620771;-45.120503652039325
1739209869.6207776;-38.13080360867914
1739209869.6207843;-45.120503652039325
1739209869.620791;-38.13080360867914
1739209869.6207976;-38.13080360867914
1739209869.6208043;-38.13080360867914
1739209869.6208107;-45.120503652039325
1739209869.6208174;-38.13080360867914
1739209869.620824;-38.13080360867914
1739209869.6208308;-38.13080360867914
1739209869.6208375;-38.13080360867914
1739209869.6208441;-38.13080360867914
1739209869.6208508;-38.13080360867914
1739209869.6208575;-38.13080360867914
1739209869.6208642;-38.13080360867914
1739209869.6208708;-33.981070128970906
1739209869.6208775;-33.981070128970906
1739209869.6208842;-45.120503652039325
1739209869.6208909;-38.13080360867914
1739209869.6208975;-31.141103565318915
1739209869.6209042;-38.13080360867914
1739209869.620911;-38.13080360867914
1739209869.6209176;-38.13080360867914
1739209869.620924;-38.13080360867914
1739209869.6209307;-45.120503652039325
1739209869.6209373;-45.120503652039325
1739209869.620944;-38.13080360867914
1739209869.6209507;-28.992665084841967
1739209869.6209574;-45.120503652039325
1739209869.620964;-38.13080360867914
1739209869.6209707;-38.13080360867914
1739209869.6209774;-45.120503652039325
1739209869.620984;-38.13080360867914
1739209869.6209908;-45.120503652039325
1739209869.6209974;-38.13080360867914
1739209869.621004;-31.141103565318915
1739209869.6210108;-45.120503652039325
1739209869.6210175;-38.13080360867914
1739209869.6210241;-38.13080360867914
1739209869.6210308;-38.13080360867914
1739209869.6210372;-38.13080360867914
1739209869.621044;-45.120503652039325
1739209869.6210506;-38.13080360867914
1739209869.6210573;-35.57807855764607
1739209869.621064;-38.13080360867914
1739209869.6210706;-38.13080360867914
1739209869.6210773;-33.981070128970906
1739209869.621084;-45.120503652039325
1739209869.6210907;-45.120503652039325
1739209869.6210973;-35.57807855764607
1739209869.621104;-35.57807855764607
1739209869.6211107;-38.13080360867914
1739209869.6211174;-45.120503652039325
1739209869.621124;-32.816014438256545
1739209869.6211307;-38.13080360867914
1739209869.6211374;-38.13080360867914
1739209869.621144;-38.13080360867914
1739209869.6211505;-35.57807855764607
1739209869.6211572;-35.57807855764607
1739209869.6211638;-31.141103565318893
1739209869.6211705;-32.816014438256545
1739209869.6211772;-45.120503652039325
1739209869.6211839;-45.120503652039325
1739209869.6211905;-45.120503652039325
1739209869.6211972;-45.120503652039325
1739209869.621204;-45.120503652039325
1739209869.6212106;-45.120503652039325
1739209869.6212173;-38.13080360867914
1739209869.621224;-38.13080360867914
1739209869.6212306;-35.57807855764607
1739209869.6212373;-33.981070128970906
1739209869.621244;-38.13080360867914
1739209869.6212506;-45.120503652039325
1739209869.6212573;-35.57807855764607
1739209869.6212637;-32.816014438256545
1739209869.6212704;-45.120503652039325
1739209869.621277;-45.120503652039325
1739209869.6212838;-35.57807855764607
1739209869.6212904;-38.13080360867914
1739209869.6212971;-45.120503652039325
1739209869.6213038;-38.13080360867914
1739209869.6213105;-45.120503652039325
1739209869.6213171;-45.120503652039325
1739209869.6213238;-35.57807855764607
1739209869.6213305;-35.57807855764607
1739209869.6213372;-45.120503652039325
1739209869.6213439;-45.120503652039325
1739209869.6213505;-38.13080360867914
1739209869.6213572;-45.120503652039325
1739209869.6213639;-45.120503652039325
1739209869.6213706;-45.120503652039325
1739209869.621377;-45.120503652039325
1739209869.6213837;-45.120503652039325
1739209869.6213903;-45.120503652039325
1739209869.621397;-38.13080360867914
1739209869.6214037;-38.13080360867914
1739209869.6214104;-38.13080360867914
1739209869.621417;-33.981070128970906
1739209869.6214237;-38.13080360867914
1739209869.6214304;-45.120503652039325
1739209869.621437;-38.13080360867914
1739209869.6214437;-38.13080360867914
1739209869.6214504;-38.13080360867914
1739209869.621457;-45.120503652039325
1739209869.6214638;-38.13080360867914
1739209869.6214705;-35.57807855764607
1739209869.6214771;-45.120503652039325
1739209869.6214838;-38.13080360867914
1739209869.6214902;-38.13080360867914
1739209869.621497;-38.13080360867914
1739209869.6215036;-38.13080360867914
1739209869.6215103;-38.13080360867914
1739209869.621517;-38.13080360867914
1739209869.6215236;-38.13080360867914
1739209869.6215303;-38.13080360867914
1739209869.621537;-38.13080360867914
1739209869.6215436;-38.13080360867914
1739209869.6215503;-45.120503652039325
1739209869.621557;-45.120503652039325
1739209869.6215637;-38.13080360867914
1739209869.6215703;-38.13080360867914
1739209869.621577;-38.13080360867914
1739209869.6215837;-45.120503652039325
1739209869.6215904;-45.120503652039325
1739209869.621597;-33.981070128970906
1739209869.6216035;-35.57807855764607
1739209869.6216102;-38.13080360867914
1739209869.6216168;-45.120503652039325
1739209869.6216235;-45.120503652039325
1739209869.6216302;-32.816014438256545
1739209869.6216369;-45.120503652039325
1739209869.6216435;-31.141103565318893
1739209869.6216502;-30.49652367304973
1739209869.621657;-45.120503652039325
1739209869.6216636;-35.57807855764607
1739209869.6216702;-33.981070128970906
1739209869.621677;-45.120503652039325
1739209869.6216836;-45.120503652039325
1739209869.6216903;-45.120503652039325
1739209869.621697;-35.57807855764607
1739209869.6217036;-31.141103565318915
1739209869.6217103;-38.13080360867914
1739209869.6217167;-38.13080360867914
1739209869.6217234;-45.120503652039325
1739209869.62173;-38.13080360867914
1739209869.6217368;-38.13080360867914
1739209869.6217434;-45.120503652039325
1739209869.62175;-45.120503652039325
1739209869.6217568;-33.981070128970906
1739209869.6217635;-38.13080360867914
1739209869.6217701;-38.13080360867914
1739209869.6217768;-45.120503652039325
1739209869.6217835;-38.13080360867914
1739209869.6217902;-35.57807855764607
1739209869.6217968;-38.13080360867914
1739209869.6218035;-38.13080360867914
1739209869.6218102;-32.816014438256545
1739209869.6218169;-31.141103565318915
1739209869.6218235;-45.120503652039325
1739209869.62183;-38.13080360867914
1739209869.6218367;-45.120503652039325
1739209869.6218433;-45.120503652039325
1739209869.62185;-45.120503652039325
1739209869.6218567;-38.13080360867914
1739209869.6218634;-33.981070128970906
1739209869.62187;-38.13080360867914
1739209869.6218767;-38.13080360867914
1739209869.6218834;-45.120503652039325
1739209869.62189;-38.13080360867914
1739209869.6218967;-38.13080360867914
1739209869.6219034;-38.13080360867914
1739209869.62191;-38.13080360867914
1739209869.6219168;-45.120503652039325
1739209869.6219234;-45.120503652039325
1739209869.6219301;-38.13080360867914
1739209869.6219368;-45.120503652039325
1739209869.6219432;-45.120503652039325
1739209869.62195;-35.57807855764607
1739209869.6219566;-38.13080360867914
1739209869.6219633;-38.13080360867914
