CAN Message; 0x1bb:0000eae341fe45ec
Timestamp;Amplitude
1739209666.7926612;-33.981070128970956
1739209666.792666;-38.13080360867914
1739209666.792671;-38.13080360867914
1739209666.792676;-45.120503652039325
1739209666.7926807;-45.120503652039325
1739209666.7926857;-38.13080360867914
1739209666.7926908;-45.120503652039325
1739209666.7926955;-38.13080360867914
1739209666.7927005;-33.981070128970906
1739209666.7927053;-35.57807855764607
1739209666.7927103;-35.57807855764607
1739209666.7927153;-38.13080360867914
1739209666.79272;-45.120503652039325
1739209666.792725;-38.13080360867914
1739209666.79273;-38.13080360867914
1739209666.7927349;-45.120503652039325
1739209666.7927399;-45.120503652039325
1739209666.7927449;-38.13080360867914
1739209666.7927496;-38.13080360867914
1739209666.7927547;-38.13080360867914
1739209666.7927597;-38.13080360867914
1739209666.7927644;-33.981070128970906
1739209666.7927694;-32.816014438256545
1739209666.7927742;-45.120503652039325
1739209666.7927792;-32.81601443825658
1739209666.7927842;-31.141103565318915
1739209666.792789;-32.816014438256545
1739209666.792794;-45.120503652039325
1739209666.792799;-45.120503652039325
1739209666.7928038;-45.120503652039325
1739209666.7928088;-45.120503652039325
1739209666.7928138;-38.13080360867914
1739209666.7928185;-28.992665084841942
1739209666.7928236;-32.816014438256545
1739209666.7928286;-35.57807855764607
1739209666.7928333;-38.13080360867914
1739209666.7928383;-32.816014438256545
1739209666.792843;-38.13080360867914
1739209666.792848;-33.981070128970906
1739209666.792853;-38.13080360867914
1739209666.792858;-30.49652367304976
1739209666.792863;-38.13080360867914
1739209666.792868;-38.13080360867914
1739209666.7928727;-45.120503652039325
1739209666.7928777;-45.120503652039325
1739209666.7928827;-45.120503652039325
1739209666.7928874;-38.13080360867914
1739209666.7928925;-38.13080360867914
1739209666.7928975;-38.13080360867914
1739209666.7929022;-35.57807855764607
1739209666.7929072;-45.120503652039325
1739209666.7929122;-38.13080360867914
1739209666.792917;-38.13080360867914
1739209666.792922;-38.13080360867914
1739209666.7929268;-45.120503652039325
1739209666.7929318;-45.120503652039325
1739209666.7929368;-45.120503652039325
1739209666.7929416;-38.13080360867914
1739209666.7929466;-31.141103565318915
1739209666.7929516;-38.13080360867914
1739209666.7929564;-38.13080360867914
1739209666.7929614;-38.13080360867914
1739209666.7929664;-38.13080360867914
1739209666.7929711;-38.13080360867914
1739209666.7929761;-38.13080360867914
1739209666.7929811;-38.13080360867914
1739209666.792986;-33.981070128970906
1739209666.792991;-38.13080360867914
1739209666.7929957;-45.120503652039325
1739209666.7930007;-45.120503652039325
1739209666.7930057;-38.13080360867914
1739209666.7930105;-45.120503652039325
1739209666.7930155;-45.120503652039325
1739209666.7930205;-38.13080360867914
1739209666.7930253;-38.13080360867914
1739209666.7930303;-45.120503652039325
1739209666.7930353;-45.120503652039325
1739209666.79304;-35.57807855764607
1739209666.793045;-35.57807855764607
1739209666.79305;-38.13080360867914
1739209666.7930548;-38.13080360867914
1739209666.7930598;-45.120503652039325
1739209666.7930646;-33.981070128970906
1739209666.7930696;-35.57807855764607
1739209666.7930746;-38.13080360867914
1739209666.7930794;-45.120503652039325
1739209666.7930844;-38.13080360867914
1739209666.7930894;-38.13080360867914
1739209666.7930942;-33.981070128970906
1739209666.7930992;-33.981070128970906
1739209666.7931042;-38.13080360867914
1739209666.793109;-38.13080360867914
1739209666.793114;-38.13080360867914
1739209666.793119;-30.49652367304973
1739209666.7931237;-35.57807855764607
1739209666.7931287;-38.13080360867914
1739209666.7931337;-38.13080360867914
1739209666.7931385;-38.13080360867914
1739209666.7931435;-45.120503652039325
1739209666.7931483;-38.13080360867914
1739209666.7931533;-45.120503652039325
1739209666.7931583;-45.120503652039325
1739209666.793163;-38.13080360867914
1739209666.793168;-38.13080360867914
1739209666.793173;-38.13080360867914
1739209666.7931778;-45.120503652039325
1739209666.7931828;-35.57807855764607
1739209666.7931879;-45.120503652039325
1739209666.7931926;-45.120503652039325
1739209666.7931976;-38.13080360867914
1739209666.7932026;-38.13080360867914
1739209666.7932074;-45.120503652039325
1739209666.7932124;-45.120503652039325
1739209666.7932172;-32.816014438256545
1739209666.7932222;-35.57807855764607
1739209666.7932272;-38.13080360867914
1739209666.793232;-45.120503652039325
1739209666.793237;-38.13080360867914
1739209666.793242;-30.49652367304973
1739209666.7932467;-45.120503652039325
1739209666.7932518;-45.120503652039325
1739209666.7932568;-45.120503652039325
1739209666.7932615;-45.120503652039325
1739209666.7932665;-45.120503652039325
1739209666.7932715;-45.120503652039325
1739209666.7932763;-45.120503652039325
1739209666.7932813;-45.120503652039325
1739209666.7932863;-45.120503652039325
1739209666.793291;-45.120503652039325
1739209666.793296;-45.120503652039325
1739209666.7933009;-38.13080360867914
1739209666.7933059;-38.13080360867914
1739209666.7933109;-45.120503652039325
1739209666.7933156;-32.816014438256545
1739209666.7933207;-35.57807855764607
1739209666.7933257;-45.120503652039325
1739209666.7933304;-45.120503652039325
1739209666.7933354;-29.438486411369333
1739209666.7933404;-29.438486411369333
1739209666.7933452;-45.120503652039325
1739209666.7933502;-45.120503652039325
1739209666.7933552;-38.13080360867914
1739209666.79336;-38.13080360867914
1739209666.793365;-45.120503652039325
1739209666.7933698;-32.816014438256545
1739209666.7933748;-38.13080360867914
1739209666.7933798;-45.120503652039325
1739209666.7933846;-35.57807855764607
1739209666.7933896;-45.120503652039325
1739209666.7933946;-38.13080360867914
1739209666.7933993;-45.120503652039325
1739209666.7934043;-38.13080360867914
1739209666.7934093;-45.120503652039325
1739209666.793414;-32.816014438256545
1739209666.7934191;-31.141103565318893
1739209666.7934241;-45.120503652039325
1739209666.793429;-45.120503652039325
1739209666.793434;-35.57807855764607
1739209666.7934387;-38.13080360867914
1739209666.7934437;-38.13080360867914
1739209666.7934487;-38.13080360867914
1739209666.7934535;-38.13080360867914
1739209666.7934585;-35.57807855764607
1739209666.7934635;-38.13080360867914
1739209666.7934682;-45.120503652039325
1739209666.7934732;-45.120503652039325
1739209666.7934783;-38.13080360867914
1739209666.793483;-38.13080360867914
1739209666.793488;-32.816014438256545
1739209666.793493;-45.120503652039325
1739209666.7934978;-45.120503652039325
1739209666.7935028;-35.57807855764607
1739209666.7935078;-35.57807855764607
1739209666.7935126;-45.120503652039325
1739209666.7935176;-38.13080360867914
1739209666.7935224;-35.57807855764607
1739209666.7935274;-38.13080360867914
1739209666.7935324;-35.57807855764607
1739209666.7935371;-33.981070128970906
1739209666.7935421;-38.13080360867914
1739209666.7935472;-38.13080360867914
1739209666.793552;-45.120503652039325
1739209666.793557;-38.13080360867914
1739209666.793562;-38.13080360867914
1739209666.7935667;-33.981070128970906
1739209666.7935717;-45.120503652039325
1739209666.7935767;-38.13080360867914
1739209666.7935815;-33.981070128970906
1739209666.7935865;-45.120503652039325
1739209666.7935913;-35.57807855764607
1739209666.7935963;-35.57807855764607
1739209666.7936013;-45.120503652039325
1739209666.793606;-45.120503652039325
1739209666.793611;-45.120503652039325
1739209666.793616;-45.120503652039325
1739209666.7936208;-45.120503652039325
1739209666.7936258;-45.120503652039325
1739209666.7936308;-33.981070128970906
1739209666.7936356;-45.120503652039325
1739209666.7936406;-38.13080360867914
1739209666.7936456;-38.13080360867914
1739209666.7936504;-38.13080360867914
1739209666.7936554;-32.816014438256545
1739209666.7936602;-45.120503652039325
1739209666.7936652;-45.120503652039325
1739209666.7936702;-35.57807855764607
1739209666.793675;-35.57807855764607
1739209666.79368;-45.120503652039325
1739209666.793685;-35.57807855764607
1739209666.7936897;-45.120503652039325
1739209666.7936947;-45.120503652039325
1739209666.7936997;-38.13080360867914
1739209666.7937045;-38.13080360867914
1739209666.7937095;-45.120503652039325
1739209666.7937145;-38.13080360867914
1739209666.7937193;-38.13080360867914
1739209666.7937243;-45.120503652039325
1739209666.7937293;-38.13080360867914
1739209666.793734;-45.120503652039325
1739209666.793739;-45.120503652039325
1739209666.7937438;-38.13080360867914
1739209666.7937489;-45.120503652039325
1739209666.7937539;-45.120503652039325
1739209666.7937586;-45.120503652039325
1739209666.7937636;-33.981070128970906
1739209666.7937686;-45.120503652039325
1739209666.7937734;-45.120503652039325
1739209666.7937784;-45.120503652039325
1739209666.7937834;-45.120503652039325
1739209666.7937882;-45.120503652039325
1739209666.7937932;-38.13080360867914
1739209666.7937982;-38.13080360867914
1739209666.793803;-38.13080360867914
1739209666.793808;-45.120503652039325
1739209666.7938128;-38.13080360867914
1739209666.7938178;-38.13080360867914
1739209666.7938228;-38.13080360867914
1739209666.7938275;-45.120503652039325
1739209666.7938325;-38.13080360867914
1739209666.7938375;-45.120503652039325
1739209666.7938423;-45.120503652039325
1739209666.7938473;-45.120503652039325
1739209666.7938523;-38.13080360867914
1739209666.793857;-33.981070128970906
1739209666.793862;-38.13080360867914
1739209666.793867;-45.120503652039325
1739209666.7938719;-38.13080360867914
1739209666.793877;-32.816014438256545
1739209666.7938817;-38.13080360867914
1739209666.7938867;-38.13080360867914
1739209666.7938917;-45.120503652039325
1739209666.7938964;-38.13080360867914
1739209666.7939014;-31.141103565318915
1739209666.7939065;-38.13080360867914
1739209666.7939112;-45.120503652039325
1739209666.7939162;-35.57807855764607
1739209666.7939212;-38.13080360867914
1739209666.793926;-38.13080360867914
1739209666.793931;-35.57807855764607
1739209666.793936;-45.120503652039325
1739209666.7939408;-45.120503652039325
1739209666.7939458;-35.57807855764607
1739209666.7939508;-33.981070128970906
1739209666.7939556;-45.120503652039325
1739209666.7939606;-38.13080360867914
1739209666.7939653;-45.120503652039325
1739209666.7939703;-38.13080360867914
1739209666.7939754;-28.992665084841942
1739209666.7939801;-38.13080360867914
1739209666.7939851;-38.13080360867914
1739209666.7939901;-45.120503652039325
1739209666.793995;-45.120503652039325
1739209666.794;-45.120503652039325
1739209666.794005;-38.13080360867914
1739209666.7940097;-38.13080360867914
1739209666.7940147;-32.81601443825658
1739209666.7940197;-45.120503652039325
1739209666.7940245;-45.120503652039325
1739209666.7940295;-45.120503652039325
1739209666.7940342;-45.120503652039325
1739209666.7940392;-35.57807855764607
1739209666.7940443;-35.57807855764607
1739209666.794049;-38.13080360867914
1739209666.794054;-28.992665084841942
1739209666.794059;-45.120503652039325
1739209666.7940638;-45.120503652039325
