CAN Message; 0x39:091e75ef7f832c05
1739209809.9548085;-38.13080360867914
1739209809.954811;-38.13080360867914
1739209809.954814;-38.13080360867914
1739209809.9548166;-38.13080360867914
1739209809.9548192;-38.13080360867914
1739209809.954822;-38.13080360867914
1739209809.9548247;-45.120503652039325
1739209809.9548275;-38.13080360867914
1739209809.9548302;-35.57807855764607
1739209809.954833;-38.13080360867914
1739209809.9548357;-45.120503652039325
1739209809.9548385;-38.13080360867914
1739209809.9548411;-45.120503652039325
1739209809.954844;-45.120503652039325
1739209809.9548466;-45.120503652039325
1739209809.9548495;-38.13080360867914
1739209809.954852;-33.981070128970906
1739209809.954855;-38.13080360867914
1739209809.9548576;-45.120503652039325
1739209809.9548602;-38.13080360867914
1739209809.954863;-45.120503652039325
1739209809.9548657;-38.13080360867914
1739209809.9548686;-45.120503652039325
1739209809.9548712;-28.992665084841942
1739209809.954874;-30.49652367304973
1739209809.9548767;-38.13080360867914
1739209809.9548795;-45.120503652039325
1739209809.9548821;-35.57807855764607
1739209809.954885;-32.816014438256545
1739209809.9548876;-45.120503652039325
1739209809.9548905;-35.57807855764607
1739209809.954893;-38.13080360867914
1739209809.954896;-45.120503652039325
1739209809.9548986;-38.13080360867914
1739209809.9549012;-35.57807855764607
1739209809.954904;-38.13080360867914
1739209809.9549067;-45.120503652039325
1739209809.9549096;-38.13080360867914
1739209809.9549122;-30.49652367304973
1739209809.954915;-35.57807855764607
1739209809.9549177;-45.120503652039325
1739209809.9549205;-38.13080360867914
1739209809.9549232;-38.13080360867914
1739209809.954926;-45.120503652039325
1739209809.9549286;-38.13080360867914
1739209809.9549315;-38.13080360867914
1739209809.9549341;-45.120503652039325
1739209809.954937;-38.13080360867914
1739209809.9549396;-45.120503652039325
1739209809.9549425;-38.13080360867914
1739209809.954945;-38.13080360867914
1739209809.9549477;-38.13080360867914
1739209809.9549506;-45.120503652039325
1739209809.9549532;-38.13080360867914
1739209809.954956;-35.57807855764607
1739209809.9549587;-45.120503652039325
1739209809.9549615;-45.120503652039325
1739209809.9549642;-33.981070128970906
1739209809.954967;-35.57807855764607
1739209809.9549696;-38.13080360867914
1739209809.9549725;-45.120503652039325
1739209809.9549751;-33.981070128970906
1739209809.954978;-35.57807855764607
1739209809.9549806;-38.13080360867914
1739209809.9549835;-29.438486411369333
1739209809.954986;-38.13080360867914
1739209809.9549887;-35.57807855764607
1739209809.9549916;-38.13080360867914
1739209809.9549942;-45.120503652039325
1739209809.954997;-38.13080360867914
1739209809.9549997;-29.438486411369333
1739209809.9550025;-38.13080360867914
1739209809.9550052;-38.13080360867914
1739209809.955008;-33.981070128970906
1739209809.9550107;-35.57807855764607
1739209809.9550135;-45.120503652039325
1739209809.9550161;-45.120503652039325
1739209809.955019;-45.120503652039325
1739209809.9550216;-45.120503652039325
1739209809.9550245;-45.120503652039325
1739209809.955027;-32.816014438256545
1739209809.9550297;-45.120503652039325
1739209809.9550326;-45.120503652039325
1739209809.9550352;-45.120503652039325
1739209809.955038;-45.120503652039325
1739209809.9550407;-45.120503652039325
1739209809.9550436;-45.120503652039325
1739209809.9550462;-38.13080360867914
1739209809.955049;-35.57807855764607
1739209809.9550517;-38.13080360867914
1739209809.9550545;-45.120503652039325
1739209809.9550571;-45.120503652039325
1739209809.95506;-38.13080360867914
1739209809.9550626;-45.120503652039325
1739209809.9550655;-45.120503652039325
1739209809.955068;-45.120503652039325
1739209809.9550707;-45.120503652039325
1739209809.9550736;-38.13080360867914
1739209809.9550762;-45.120503652039325
1739209809.955079;-45.120503652039325
1739209809.9550817;-38.13080360867914
1739209809.9550846;-31.141103565318915
1739209809.9550872;-45.120503652039325
1739209809.95509;-38.13080360867914
1739209809.9550927;-32.816014438256545
1739209809.9550955;-45.120503652039325
1739209809.9550982;-38.13080360867914
1739209809.955101;-38.13080360867914
1739209809.9551036;-45.120503652039325
1739209809.9551065;-38.13080360867914
1739209809.9551091;-45.120503652039325
1739209809.955112;-38.13080360867914
1739209809.9551146;-45.120503652039325
1739209809.9551172;-38.13080360867914
1739209809.95512;-38.13080360867914
1739209809.9551227;-45.120503652039325
1739209809.9551256;-33.981070128970906
1739209809.9551282;-33.981070128970906
1739209809.955131;-45.120503652039325
1739209809.9551337;-38.13080360867914
1739209809.9551365;-45.120503652039325
1739209809.9551392;-45.120503652039325
1739209809.955142;-32.816014438256545
1739209809.9551446;-45.120503652039325
1739209809.9551475;-45.120503652039325
1739209809.9551501;-45.120503652039325
1739209809.955153;-35.57807855764607
1739209809.9551556;-45.120503652039325
1739209809.9551582;-45.120503652039325
1739209809.955161;-33.981070128970906
1739209809.9551637;-45.120503652039325
1739209809.9551666;-45.120503652039325
1739209809.9551692;-35.57807855764607
1739209809.955172;-38.13080360867914
1739209809.9551747;-45.120503652039325
1739209809.9551775;-45.120503652039325
1739209809.9551802;-38.13080360867914
1739209809.955183;-33.981070128970906
1739209809.9551857;-45.120503652039325
1739209809.9551885;-45.120503652039325
1739209809.9551911;-33.981070128970906
1739209809.955194;-28.992665084841942
1739209809.9551966;-45.120503652039325
1739209809.9551992;-38.13080360867914
1739209809.955202;-32.816014438256545
1739209809.9552047;-45.120503652039325
1739209809.9552076;-45.120503652039325
1739209809.9552102;-45.120503652039325
1739209809.955213;-38.13080360867914
1739209809.9552157;-45.120503652039325
1739209809.9552186;-45.120503652039325
1739209809.9552212;-45.120503652039325
1739209809.955224;-45.120503652039325
1739209809.9552267;-45.120503652039325
1739209809.9552295;-45.120503652039325
1739209809.9552321;-45.120503652039325
1739209809.955235;-38.13080360867914
1739209809.9552376;-33.981070128970906
1739209809.9552402;-38.13080360867914
1739209809.955243;-38.13080360867914
1739209809.9552457;-45.120503652039325
1739209809.9552486;-38.13080360867914
1739209809.9552512;-33.981070128970906
1739209809.955254;-45.120503652039325
1739209809.9552567;-45.120503652039325
1739209809.9552596;-38.13080360867914
1739209809.9552622;-35.57807855764607
1739209809.955265;-45.120503652039325
1739209809.9552677;-38.13080360867914
1739209809.9552705;-26.487275050834725
1739209809.9552732;-33.981070128970906
1739209809.955276;-38.13080360867914
1739209809.9552786;-38.13080360867914
1739209809.9552815;-38.13080360867914
1739209809.955284;-35.57807855764607
1739209809.9552867;-38.13080360867914
1739209809.9552896;-45.120503652039325
1739209809.9552922;-31.14110356531892
1739209809.955295;-38.13080360867914
1739209809.9552977;-38.13080360867914
1739209809.9553006;-45.120503652039325
1739209809.9553032;-45.120503652039325
1739209809.955306;-45.120503652039325
1739209809.9553087;-38.13080360867914
1739209809.9553115;-38.13080360867914
1739209809.9553142;-31.141103565318915
1739209809.955317;-38.13080360867914
1739209809.9553196;-45.120503652039325
1739209809.9553225;-45.120503652039325
1739209809.9553251;-38.13080360867914
1739209809.9553277;-38.13080360867914
1739209809.9553306;-45.120503652039325
1739209809.9553332;-45.120503652039325
1739209809.955336;-38.13080360867914
1739209809.9553387;-45.120503652039325
1739209809.9553416;-38.13080360867914
1739209809.9553442;-35.57807855764607
1739209809.955347;-45.120503652039325
1739209809.9553497;-45.120503652039325
1739209809.9553525;-38.13080360867914
1739209809.9553552;-32.816014438256545
1739209809.955358;-45.120503652039325
1739209809.9553607;-45.120503652039325
1739209809.9553635;-35.57807855764607
1739209809.9553661;-35.57807855764607
1739209809.9553688;-38.13080360867914
1739209809.9553716;-45.120503652039325
1739209809.9553742;-38.13080360867914
1739209809.955377;-45.120503652039325
1739209809.9553797;-31.141103565318915
1739209809.9553826;-33.981070128970906
1739209809.9553852;-45.120503652039325
1739209809.955388;-35.57807855764607
1739209809.9553907;-38.13080360867914
1739209809.9553936;-38.13080360867914
1739209809.9553962;-38.13080360867914
1739209809.955399;-35.57807855764607
1739209809.9554017;-35.57807855764607
1739209809.9554045;-38.13080360867914
1739209809.9554071;-33.981070128970906
1739209809.9554098;-35.57807855764607
1739209809.9554126;-38.13080360867914
1739209809.9554152;-45.120503652039325
1739209809.955418;-38.13080360867914
1739209809.9554207;-45.120503652039325
1739209809.9554236;-28.992665084841942
1739209809.9554262;-26.991370085610722
1739209809.955429;-45.120503652039325
1739209809.9554317;-45.120503652039325
1739209809.9554346;-38.13080360867914
1739209809.9554372;-38.13080360867914
1739209809.95544;-45.120503652039325
1739209809.9554427;-38.13080360867914
1739209809.9554455;-45.120503652039325
1739209809.9554482;-45.120503652039325
1739209809.955451;-38.13080360867914
1739209809.9554536;-45.120503652039325
1739209809.9554563;-45.120503652039325
1739209809.955459;-38.13080360867914
1739209809.9554617;-38.13080360867914
1739209809.9554646;-45.120503652039325
1739209809.9554672;-32.816014438256545
1739209809.95547;-27.8777449560314
1739209809.9554727;-38.13080360867914
1739209809.9554756;-45.120503652039325
1739209809.9554782;-33.981070128970906
1739209809.955481;-28.21854285175415
1739209809.9554837;-33.981070128970906
1739209809.9554865;-38.13080360867914
1739209809.9554892;-45.120503652039325
1739209809.955492;-45.120503652039325
1739209809.9554946;-38.13080360867914
1739209809.9554973;-45.120503652039325
1739209809.9555001;-38.13080360867914
1739209809.9555027;-35.57807855764607
1739209809.9555056;-38.13080360867914
1739209809.9555082;-45.120503652039325
1739209809.955511;-32.816014438256545
1739209809.9555137;-28.21854285175415
1739209809.9555166;-45.120503652039325
1739209809.9555192;-45.120503652039325
1739209809.955522;-38.13080360867914
1739209809.9555247;-38.13080360867914
1739209809.9555275;-45.120503652039325
1739209809.9555302;-45.120503652039325
1739209809.955533;-45.120503652039325
1739209809.9555357;-45.120503652039325
1739209809.9555383;-45.120503652039325
1739209809.9555411;-45.120503652039325
1739209809.9555438;-38.13080360867914
1739209809.9555466;-45.120503652039325
1739209809.9555492;-38.13080360867914
1739209809.955552;-45.120503652039325
1739209809.9555547;-45.120503652039325
1739209809.9555576;-45.120503652039325
1739209809.9555602;-38.13080360867914
1739209809.955563;-38.13080360867914
1739209809.9555657;-45.120503652039325
1739209809.9555686;-45.120503652039325
1739209809.9555712;-45.120503652039325
1739209809.955574;-45.120503652039325
1739209809.9555767;-45.120503652039325
1739209809.9555793;-32.816014438256545
1739209809.9555821;-38.13080360867914
1739209809.9555848;-45.120503652039325
1739209809.9555876;-45.120503652039325
1739209809.9555902;-38.13080360867914
1739209809.955593;-45.120503652039325
1739209809.9555957;-45.120503652039325
1739209809.9555986;-38.13080360867914
1739209809.9556012;-45.120503652039325
1739209809.955604;-45.120503652039325
1739209809.9556067;-45.120503652039325
1739209809.9556096;-45.120503652039325
1739209809.9556122;-38.13080360867914
1739209809.955615;-33.981070128970906
1739209809.9556177;-38.13080360867914
1739209809.9556205;-45.120503652039325
1739209809.9556231;-35.57807855764607
1739209809.9556258;-38.13080360867914
1739209809.9556286;-45.120503652039325
1739209809.9556313;-38.13080360867914
1739209809.955634;-38.13080360867914
1739209809.9556367;-38.13080360867914
1739209809.9556396;-38.13080360867914
1739209809.9556422;-45.120503652039325
1739209809.955645;-45.120503652039325
1739209809.9556477;-45.120503652039325
1739209809.9556506;-38.13080360867914
1739209809.9556532;-38.13080360867914
1739209809.955656;-35.57807855764607
1739209809.9556587;-38.13080360867914
1739209809.9556615;-45.120503652039325
1739209809.9556642;-45.120503652039325
1739209809.9556668;-45.120503652039325
1739209809.9556696;-38.13080360867914
1739209809.9556723;-38.13080360867914
1739209809.9556751;-45.120503652039325
1739209809.9556777;-38.13080360867914
1739209809.9556806;-45.120503652039325
1739209809.9556832;-45.120503652039325
1739209809.955686;-38.13080360867914
1739209809.9556887;-38.13080360867914
1739209809.9556916;-45.120503652039325
1739209809.9556942;-45.120503652039325
1739209809.955697;-35.57807855764607
1739209809.9556997;-32.816014438256545
1739209809.9557025;-38.13080360867914
1739209809.9557052;-45.120503652039325
1739209809.9557078;-38.13080360867914
1739209809.9557106;-35.57807855764607
1739209809.9557133;-38.13080360867914
1739209809.9557161;-45.120503652039325
1739209809.9557188;-45.120503652039325
1739209809.9557216;-38.13080360867914
1739209809.9557242;-45.120503652039325
1739209809.955727;-38.13080360867914
1739209809.9557297;-45.120503652039325
1739209809.9557326;-45.120503652039325
1739209809.9557352;-33.981070128970906
1739209809.955738;-45.120503652039325
1739209809.9557407;-38.13080360867914
1739209809.9557436;-38.13080360867914
1739209809.9557462;-35.57807855764607
1739209809.9557488;-38.13080360867914
1739209809.9557517;-45.120503652039325
1739209809.9557543;-35.57807855764607
1739209809.9557571;-38.13080360867914
1739209809.9557598;-33.981070128970906
1739209809.9557626;-32.816014438256545
1739209809.9557652;-45.120503652039325
1739209809.955768;-45.120503652039325
1739209809.9557707;-33.981070128970906
1739209809.9557736;-33.981070128970906
1739209809.9557762;-45.120503652039325
1739209809.955779;-33.981070128970906
1739209809.9557817;-38.13080360867914
1739209809.9557846;-45.120503652039325
1739209809.9557872;-45.120503652039325
1739209809.95579;-38.13080360867914
1739209809.9557927;-38.13080360867914
1739209809.9557953;-38.13080360867914
1739209809.9557981;-45.120503652039325
1739209809.9558008;-45.120503652039325
1739209809.9558036;-38.13080360867914
1739209809.9558063;-33.981070128970906
1739209809.955809;-45.120503652039325
1739209809.9558117;-45.120503652039325
1739209809.9558146;-45.120503652039325
1739209809.9558172;-38.13080360867914
1739209809.95582;-38.13080360867914
1739209809.9558227;-38.13080360867914
1739209809.9558256;-45.120503652039325
1739209809.9558282;-45.120503652039325
1739209809.955831;-35.57807855764607
1739209809.9558337;-38.13080360867914
1739209809.9558363;-45.120503652039325
1739209809.9558392;-45.120503652039325
1739209809.9558418;-35.57807855764607
1739209809.9558446;-38.13080360867914
1739209809.9558473;-45.120503652039325
1739209809.9558501;-45.120503652039325
1739209809.9558527;-35.57807855764607
1739209809.9558556;-33.981070128970906
1739209809.9558582;-45.120503652039325
1739209809.955861;-38.13080360867914
1739209809.9558637;-35.57807855764607
1739209809.9558666;-38.13080360867914
1739209809.9558692;-45.120503652039325
1739209809.955872;-38.13080360867914
1739209809.9558747;-38.13080360867914
1739209809.9558773;-35.57807855764607
1739209809.9558802;-45.120503652039325
1739209809.9558828;-38.13080360867914
1739209809.9558856;-45.120503652039325
1739209809.9558883;-31.141103565318915
1739209809.9558911;-33.981070128970906
1739209809.9558938;-38.13080360867914
1739209809.9558966;-35.57807855764607
1739209809.9558992;-38.13080360867914
1739209809.955902;-38.13080360867914
1739209809.9559047;-45.120503652039325
1739209809.9559076;-35.57807855764607
1739209809.9559102;-35.57807855764607
1739209809.955913;-38.13080360867914
1739209809.9559157;-38.13080360867914
1739209809.9559183;-45.120503652039325
1739209809.9559212;-38.13080360867914
1739209809.9559238;-38.13080360867914
1739209809.9559267;-35.57807855764607
1739209809.9559293;-45.120503652039325
1739209809.9559321;-32.816014438256545
1739209809.9559348;-26.991370085610736
1739209809.9559376;-38.13080360867914
1739209809.9559402;-38.13080360867914
1739209809.955943;-33.981070128970906
1739209809.9559457;-32.816014438256545
1739209809.9559486;-38.13080360867914
1739209809.9559512;-38.13080360867914
1739209809.955954;-45.120503652039325
1739209809.9559567;-38.13080360867914
1739209809.9559596;-38.13080360867914
1739209809.9559622;-45.120503652039325
1739209809.9559648;-45.120503652039325
1739209809.9559677;-45.120503652039325
1739209809.9559703;-45.120503652039325
1739209809.9559731;-45.120503652039325
1739209809.9559758;-45.120503652039325
1739209809.9559786;-45.120503652039325
1739209809.9559813;-45.120503652039325
1739209809.955984;-45.120503652039325
1739209809.9559867;-45.120503652039325
1739209809.9559896;-38.13080360867914
1739209809.9559922;-38.13080360867914
1739209809.955995;-45.120503652039325
1739209809.9559977;-35.57807855764607
1739209809.9560006;-27.8777449560314
1739209809.9560032;-45.120503652039325
1739209809.9560058;-38.13080360867914
1739209809.9560087;-35.57807855764607
1739209809.9560113;-38.13080360867914
1739209809.9560142;-45.120503652039325
1739209809.9560168;-38.13080360867914
1739209809.9560196;-38.13080360867914
1739209809.9560223;-45.120503652039325
1739209809.9560251;-38.13080360867914
1739209809.9560277;-38.13080360867914
1739209809.9560306;-45.120503652039325
1739209809.9560332;-45.120503652039325
1739209809.956036;-38.13080360867914
1739209809.9560387;-38.13080360867914
1739209809.9560416;-31.141103565318915
1739209809.9560442;-29.438486411369333
1739209809.9560468;-33.981070128970906
1739209809.9560497;-33.981070128970906
1739209809.9560523;-45.120503652039325
1739209809.9560552;-45.120503652039325
1739209809.9560578;-38.13080360867914
1739209809.9560606;-35.57807855764607
1739209809.9560633;-38.13080360867914
1739209809.9560661;-45.120503652039325
1739209809.9560688;-38.13080360867914
1739209809.9560716;-38.13080360867914
1739209809.9560742;-45.120503652039325
1739209809.956077;-38.13080360867914
1739209809.9560797;-38.13080360867914
1739209809.9560826;-35.57807855764607
1739209809.9560852;-38.13080360867914
1739209809.956088;-45.120503652039325
1739209809.9560907;-45.120503652039325
1739209809.9560933;-38.13080360867914
1739209809.9560962;-38.13080360867914
1739209809.9560988;-45.120503652039325
1739209809.9561017;-35.57807855764607
1739209809.9561043;-35.57807855764607
1739209809.9561071;-38.13080360867914
1739209809.9561098;-35.57807855764607
1739209809.9561126;-45.120503652039325
1739209809.9561152;-38.13080360867914
1739209809.956118;-38.13080360867914
1739209809.9561207;-45.120503652039325
1739209809.9561236;-38.13080360867914
1739209809.9561262;-45.120503652039325
1739209809.956129;-45.120503652039325
1739209809.9561317;-45.120503652039325
1739209809.9561343;-38.13080360867914
1739209809.9561372;-35.57807855764607
1739209809.9561398;-45.120503652039325
1739209809.9561427;-45.120503652039325
1739209809.9561453;-38.13080360867914
1739209809.9561481;-45.120503652039325
1739209809.9561508;-38.13080360867914
1739209809.9561536;-38.13080360867914
1739209809.9561563;-45.120503652039325
1739209809.956159;-38.13080360867914
1739209809.9561617;-38.13080360867914
1739209809.9561646;-45.120503652039325
1739209809.9561672;-38.13080360867914
1739209809.95617;-38.13080360867914
1739209809.9561727;-38.13080360867914
1739209809.9561753;-38.13080360867914
1739209809.9561782;-38.13080360867914
1739209809.9561808;-45.120503652039325
1739209809.9561837;-38.13080360867914
1739209809.9561863;-35.57807855764607
1739209809.9561892;-38.13080360867914
1739209809.9561918;-45.120503652039325
1739209809.9561946;-38.13080360867914
1739209809.9561973;-35.57807855764607
1739209809.9562001;-38.13080360867914
1739209809.9562027;-45.120503652039325
1739209809.9562056;-38.13080360867914
1739209809.9562082;-38.13080360867914
1739209809.956211;-38.13080360867914
1739209809.9562137;-45.120503652039325
1739209809.9562163;-45.120503652039325
1739209809.9562192;-45.120503652039325
1739209809.9562218;-38.13080360867914
1739209809.9562247;-38.13080360867914
1739209809.9562273;-38.13080360867914
1739209809.9562302;-38.13080360867914
1739209809.9562328;-38.13080360867914
1739209809.9562356;-35.57807855764607
1739209809.9562383;-45.120503652039325
1739209809.9562411;-45.120503652039325
1739209809.9562438;-38.13080360867914
1739209809.9562466;-45.120503652039325
1739209809.9562492;-45.120503652039325
1739209809.956252;-45.120503652039325
1739209809.9562547;-38.13080360867914
1739209809.9562576;-38.13080360867914
1739209809.9562602;-45.120503652039325
1739209809.9562628;-45.120503652039325
1739209809.9562657;-38.13080360867914
1739209809.9562683;-38.13080360867914
1739209809.9562712;-38.13080360867914
1739209809.9562738;-45.120503652039325
1739209809.9562767;-45.120503652039325
1739209809.9562793;-33.981070128970906
1739209809.9562821;-38.13080360867914
1739209809.9562848;-45.120503652039325
1739209809.9562876;-28.58837851428586
1739209809.9562902;-38.13080360867914
1739209809.956293;-38.13080360867914
1739209809.9562957;-45.120503652039325
1739209809.9562986;-33.981070128970906
1739209809.9563012;-35.57807855764607
1739209809.9563038;-38.13080360867914
1739209809.9563067;-38.13080360867914
1739209809.9563093;-33.981070128970906
1739209809.9563122;-32.816014438256545
1739209809.9563148;-45.120503652039325
1739209809.9563177;-38.13080360867914
1739209809.9563203;-38.13080360867914
1739209809.9563231;-38.13080360867914
1739209809.9563258;-45.120503652039325
1739209809.9563286;-45.120503652039325
1739209809.9563313;-28.992665084841942
1739209809.956334;-38.13080360867914
1739209809.9563367;-45.120503652039325
1739209809.9563396;-38.13080360867914
1739209809.9563422;-38.13080360867914
1739209809.9563448;-35.57807855764607
1739209809.9563477;-45.120503652039325
1739209809.9563503;-45.120503652039325
1739209809.9563532;-33.981070128970906
1739209809.9563558;-45.120503652039325
1739209809.9563587;-38.13080360867914
1739209809.9563613;-35.57807855764607
1739209809.9563642;-45.120503652039325
1739209809.9563668;-45.120503652039325
1739209809.9563696;-38.13080360867914
1739209809.9563723;-38.13080360867914
1739209809.9563751;-35.57807855764607
1739209809.9563777;-38.13080360867914
1739209809.9563806;-38.13080360867914
1739209809.9563832;-38.13080360867914
1739209809.9563859;-38.13080360867914
1739209809.9563887;-38.13080360867914
1739209809.9563913;-38.13080360867914
1739209809.9563942;-38.13080360867914
1739209809.9563968;-28.58837851428586
1739209809.9563997;-33.981070128970906
1739209809.9564023;-45.120503652039325
1739209809.9564052;-45.120503652039325
1739209809.9564078;-38.13080360867914
1739209809.9564106;-45.120503652039325
1739209809.9564133;-38.13080360867914
1739209809.9564161;-35.57807855764607
1739209809.9564188;-45.120503652039325
1739209809.9564216;-45.120503652039325
1739209809.9564242;-38.13080360867914
1739209809.956427;-45.120503652039325
1739209809.9564297;-45.120503652039325
1739209809.9564323;-45.120503652039325
1739209809.9564352;-38.13080360867914
1739209809.9564378;-45.120503652039325
1739209809.9564407;-31.141103565318915
1739209809.9564433;-33.981070128970906
1739209809.9564462;-45.120503652039325
1739209809.9564488;-32.816014438256545
1739209809.9564517;-38.13080360867914
1739209809.9564543;-35.57807855764607
1739209809.9564571;-38.13080360867914
1739209809.9564598;-45.120503652039325
1739209809.9564626;-38.13080360867914
1739209809.9564652;-38.13080360867914
1739209809.956468;-45.120503652039325
1739209809.9564707;-45.120503652039325
1739209809.9564734;-38.13080360867914
1739209809.9564762;-38.13080360867914
1739209809.9564788;-38.13080360867914
1739209809.9564817;-45.120503652039325
1739209809.9564843;-45.120503652039325
1739209809.9564872;-45.120503652039325
1739209809.9564898;-45.120503652039325
1739209809.9564927;-45.120503652039325
1739209809.9564953;-45.120503652039325
1739209809.9564981;-30.49652367304973
1739209809.9565008;-35.57807855764607
1739209809.9565036;-45.120503652039325
1739209809.9565063;-38.13080360867914
1739209809.956509;-38.13080360867914
1739209809.9565117;-45.120503652039325
1739209809.9565144;-45.120503652039325
1739209809.9565172;-38.13080360867914
1739209809.9565198;-45.120503652039325
1739209809.9565227;-45.120503652039325
1739209809.9565253;-38.13080360867914
1739209809.9565282;-38.13080360867914
1739209809.9565308;-45.120503652039325
1739209809.9565337;-45.120503652039325
1739209809.9565363;-45.120503652039325
1739209809.9565392;-45.120503652039325
1739209809.9565418;-38.13080360867914
1739209809.9565446;-38.13080360867914
1739209809.9565473;-35.57807855764607
1739209809.9565501;-38.13080360867914
1739209809.9565527;-38.13080360867914
1739209809.9565554;-35.57807855764607
1739209809.9565582;-38.13080360867914
1739209809.9565609;-45.120503652039325
1739209809.9565637;-45.120503652039325
1739209809.9565663;-38.13080360867914
1739209809.9565692;-38.13080360867914
1739209809.9565718;-38.13080360867914
1739209809.9565747;-45.120503652039325
1739209809.9565773;-38.13080360867914
1739209809.9565802;-35.57807855764607
1739209809.9565828;-38.13080360867914
1739209809.9565856;-38.13080360867914
1739209809.9565883;-45.120503652039325
1739209809.9565911;-45.120503652039325
1739209809.9565938;-45.120503652039325
1739209809.9565966;-33.981070128970906
1739209809.9565992;-33.981070128970906
1739209809.9566019;-45.120503652039325
1739209809.9566047;-45.120503652039325
1739209809.9566073;-38.13080360867914
1739209809.9566102;-38.13080360867914
1739209809.9566128;-45.120503652039325
1739209809.9566157;-38.13080360867914
1739209809.9566183;-38.13080360867914
1739209809.9566212;-38.13080360867914
1739209809.9566238;-45.120503652039325
1739209809.9566267;-38.13080360867914
1739209809.9566293;-33.981070128970906
1739209809.9566321;-45.120503652039325
1739209809.9566348;-45.120503652039325
1739209809.9566376;-38.13080360867914
1739209809.9566402;-35.57807855764607
1739209809.9566429;-45.120503652039325
1739209809.9566457;-45.120503652039325
1739209809.9566483;-38.13080360867914
1739209809.9566512;-32.816014438256545
1739209809.9566538;-38.13080360867914
1739209809.9566567;-45.120503652039325
