CAN Message; 0x1a7:0000aa72704c1dbe
1739209837.1265159;-45.120503652039325
1739209837.126518;-45.120503652039325
1739209837.12652;-38.13080360867914
1739209837.126522;-45.120503652039325
1739209837.1265242;-45.120503652039325
1739209837.126526;-38.13080360867914
1739209837.1265283;-35.57807855764607
1739209837.1265304;-38.13080360867914
1739209837.1265323;-45.120503652039325
1739209837.1265345;-35.57807855764607
1739209837.1265366;-35.57807855764607
1739209837.1265385;-45.120503652039325
1739209837.1265407;-38.13080360867914
1739209837.1265428;-35.57807855764607
1739209837.126545;-38.13080360867914
1739209837.1265469;-45.120503652039325
1739209837.126549;-33.981070128970906
1739209837.1265512;-45.120503652039325
1739209837.126553;-45.120503652039325
1739209837.1265552;-45.120503652039325
1739209837.1265574;-38.13080360867914
1739209837.1265593;-38.13080360867914
1739209837.1265614;-38.13080360867914
1739209837.1265635;-45.120503652039325
1739209837.1265655;-38.13080360867914
1739209837.1265676;-45.120503652039325
1739209837.1265697;-35.57807855764607
1739209837.126572;-31.141103565318893
1739209837.1265738;-33.981070128970906
1739209837.126576;-35.57807855764607
1739209837.126578;-33.981070128970906
1739209837.12658;-32.816014438256545
1739209837.1265821;-38.13080360867914
1739209837.1265843;-32.816014438256545
1739209837.1265862;-45.120503652039325
1739209837.1265883;-45.120503652039325
1739209837.1265905;-45.120503652039325
1739209837.1265924;-38.13080360867914
1739209837.1265945;-45.120503652039325
1739209837.1265967;-45.120503652039325
1739209837.1265986;-38.13080360867914
1739209837.1266007;-45.120503652039325
1739209837.126603;-38.13080360867914
1739209837.126605;-31.141103565318893
1739209837.126607;-45.120503652039325
1739209837.126609;-45.120503652039325
1739209837.1266112;-38.13080360867914
1739209837.1266131;-35.57807855764607
1739209837.1266153;-45.120503652039325
1739209837.1266174;-45.120503652039325
1739209837.1266193;-45.120503652039325
1739209837.1266215;-45.120503652039325
1739209837.1266236;-45.120503652039325
1739209837.1266255;-45.120503652039325
1739209837.1266277;-45.120503652039325
1739209837.1266298;-45.120503652039325
1739209837.1266317;-38.13080360867914
1739209837.126634;-45.120503652039325
1739209837.126636;-45.120503652039325
1739209837.1266382;-45.120503652039325
1739209837.12664;-45.120503652039325
1739209837.1266422;-45.120503652039325
1739209837.1266444;-33.981070128970906
1739209837.1266463;-35.57807855764607
1739209837.1266484;-45.120503652039325
1739209837.1266506;-45.120503652039325
1739209837.1266525;-35.57807855764607
1739209837.1266546;-29.438486411369333
1739209837.1266568;-38.13080360867914
1739209837.1266587;-38.13080360867914
1739209837.1266608;-38.13080360867914
1739209837.126663;-38.13080360867914
1739209837.1266649;-45.120503652039325
1739209837.126667;-45.120503652039325
1739209837.1266692;-38.13080360867914
1739209837.1266713;-33.981070128970956
1739209837.1266732;-45.120503652039325
1739209837.1266754;-32.816014438256545
1739209837.1266775;-38.13080360867914
1739209837.1266794;-45.120503652039325
1739209837.1266816;-38.13080360867914
1739209837.1266837;-35.57807855764607
1739209837.1266856;-35.57807855764607
1739209837.1266878;-30.49652367304973
1739209837.12669;-35.57807855764607
1739209837.1266918;-45.120503652039325
1739209837.126694;-38.13080360867914
1739209837.126696;-38.13080360867914
1739209837.1266983;-45.120503652039325
1739209837.1267002;-35.57807855764607
1739209837.1267023;-45.120503652039325
1739209837.1267045;-35.57807855764607
1739209837.1267064;-38.13080360867914
1739209837.1267085;-35.57807855764607
1739209837.1267107;-38.13080360867914
1739209837.1267126;-45.120503652039325
1739209837.1267147;-45.120503652039325
1739209837.1267169;-45.120503652039325
1739209837.1267188;-45.120503652039325
1739209837.126721;-45.120503652039325
1739209837.126723;-45.120503652039325
1739209837.126725;-45.120503652039325
1739209837.126727;-45.120503652039325
1739209837.1267292;-45.120503652039325
1739209837.1267314;-45.120503652039325
1739209837.1267333;-38.13080360867914
1739209837.1267354;-45.120503652039325
1739209837.1267376;-28.58837851428586
1739209837.1267395;-33.981070128970906
1739209837.1267416;-45.120503652039325
1739209837.1267438;-45.120503652039325
1739209837.1267457;-35.57807855764607
1739209837.1267478;-38.13080360867914
1739209837.12675;-45.120503652039325
1739209837.126752;-35.57807855764607
1739209837.126754;-35.57807855764607
1739209837.1267562;-45.120503652039325
1739209837.126758;-45.120503652039325
1739209837.1267602;-38.13080360867914
1739209837.1267624;-38.13080360867914
1739209837.1267645;-38.13080360867914
1739209837.1267664;-35.57807855764607
1739209837.1267686;-38.13080360867914
1739209837.1267707;-32.816014438256545
1739209837.1267726;-38.13080360867914
1739209837.1267748;-35.57807855764607
1739209837.126777;-35.57807855764607
1739209837.1267788;-45.120503652039325
1739209837.126781;-38.13080360867914
1739209837.1267831;-31.141103565318893
1739209837.126785;-38.13080360867914
1739209837.1267872;-38.13080360867914
1739209837.1267893;-38.13080360867914
1739209837.1267912;-45.120503652039325
1739209837.1267934;-35.57807855764607
1739209837.1267955;-32.816014438256545
1739209837.1267977;-33.981070128970906
1739209837.1267996;-35.57807855764607
1739209837.1268017;-45.120503652039325
1739209837.1268039;-45.120503652039325
1739209837.1268058;-45.120503652039325
1739209837.126808;-38.13080360867914
1739209837.12681;-38.13080360867914
1739209837.126812;-45.120503652039325
1739209837.1268141;-45.120503652039325
1739209837.1268163;-33.981070128970906
1739209837.1268182;-38.13080360867914
1739209837.1268203;-45.120503652039325
1739209837.1268225;-45.120503652039325
1739209837.1268246;-45.120503652039325
1739209837.1268265;-38.13080360867914
1739209837.1268287;-45.120503652039325
1739209837.1268308;-33.981070128970906
1739209837.1268327;-35.57807855764607
1739209837.1268349;-38.13080360867914
1739209837.126837;-45.120503652039325
1739209837.126839;-33.981070128970906
1739209837.126841;-38.13080360867914
1739209837.1268432;-38.13080360867914
1739209837.1268451;-45.120503652039325
1739209837.1268473;-38.13080360867914
1739209837.1268494;-38.13080360867914
1739209837.1268513;-38.13080360867914
1739209837.1268535;-45.120503652039325
1739209837.1268556;-45.120503652039325
1739209837.1268578;-45.120503652039325
1739209837.1268597;-38.13080360867914
1739209837.1268618;-38.13080360867914
1739209837.126864;-45.120503652039325
1739209837.1268659;-45.120503652039325
1739209837.126868;-45.120503652039325
1739209837.1268702;-45.120503652039325
1739209837.126872;-35.57807855764607
1739209837.1268742;-38.13080360867914
1739209837.1268764;-38.13080360867914
1739209837.1268783;-35.57807855764607
1739209837.1268804;-35.57807855764607
1739209837.1268826;-38.13080360867914
1739209837.1268845;-38.13080360867914
1739209837.1268866;-35.57807855764607
1739209837.1268888;-38.13080360867914
1739209837.126891;-45.120503652039325
1739209837.1268928;-38.13080360867914
1739209837.126895;-35.57807855764607
1739209837.126897;-38.13080360867914
1739209837.126899;-45.120503652039325
1739209837.1269011;-45.120503652039325
1739209837.1269033;-45.120503652039325
1739209837.1269052;-45.120503652039325
1739209837.1269073;-45.120503652039325
1739209837.1269095;-38.13080360867914
1739209837.1269114;-45.120503652039325
1739209837.1269135;-38.13080360867914
1739209837.1269157;-35.57807855764607
1739209837.1269176;-38.13080360867914
1739209837.1269197;-45.120503652039325
1739209837.126922;-38.13080360867914
1739209837.126924;-38.13080360867914
1739209837.126926;-45.120503652039325
1739209837.126928;-45.120503652039325
1739209837.1269302;-45.120503652039325
1739209837.1269321;-38.13080360867914
1739209837.1269343;-45.120503652039325
1739209837.1269364;-45.120503652039325
1739209837.1269383;-45.120503652039325
1739209837.1269405;-45.120503652039325
1739209837.1269426;-45.120503652039325
1739209837.1269445;-38.13080360867914
1739209837.1269467;-25.25278630937684
1739209837.1269488;-29.438486411369375
1739209837.126951;-26.991370085610722
1739209837.126953;-45.120503652039325
1739209837.126955;-31.141103565318915
1739209837.1269572;-25.826314394896354
1739209837.126959;-35.57807855764607
1739209837.1269612;-38.13080360867914
1739209837.1269634;-30.49652367304973
1739209837.1269653;-35.57807855764607
1739209837.1269674;-33.981070128970906
1739209837.1269696;-35.57807855764607
1739209837.1269715;-28.992665084841942
1739209837.1269736;-25.826314394896364
1739209837.1269758;-26.991370085610722
1739209837.1269777;-32.816014438256545
1739209837.1269798;-33.981070128970906
1739209837.126982;-38.13080360867914
1739209837.1269841;-31.141103565318915
1739209837.126986;-45.120503652039325
1739209837.1269882;-31.141103565318893
1739209837.1269903;-38.13080360867914
1739209837.1269922;-28.992665084841942
1739209837.1269944;-30.49652367304973
1739209837.1269965;-45.120503652039325
1739209837.1269984;-22.44878636800916
1739209837.1270006;-22.44878636800916
1739209837.1270027;-38.13080360867914
1739209837.1270046;-29.438486411369333
1739209837.1270068;-26.035653463252796
1739209837.127009;-45.120503652039325
1739209837.1270108;-28.992665084841942
1739209837.127013;-33.981070128970906
1739209837.127015;-45.120503652039325
1739209837.1270173;-38.13080360867914
1739209837.1270192;-45.120503652039325
1739209837.1270213;-38.13080360867914
1739209837.1270235;-25.07728991421287
1739209837.1270254;-22.84163660590256
1739209837.1270275;-25.077289914212862
1739209837.1270297;-33.981070128970906
1739209837.1270316;-38.13080360867914
1739209837.1270337;-38.13080360867914
1739209837.1270359;-38.13080360867914
1739209837.1270378;-31.141103565318893
1739209837.12704;-26.991370085610736
1739209837.127042;-45.120503652039325
1739209837.127044;-45.120503652039325
1739209837.127046;-31.141103565318915
1739209837.1270483;-25.826314394896357
1739209837.1270504;-25.07728991421287
1739209837.1270523;-29.438486411369354
1739209837.1270545;-27.267205301931607
1739209837.1270566;-28.992665084841967
1739209837.1270585;-38.13080360867914
1739209837.1270607;-45.120503652039325
1739209837.1270628;-33.981070128970906
1739209837.1270647;-38.13080360867914
1739209837.1270669;-33.981070128970906
1739209837.127069;-29.438486411369333
1739209837.127071;-28.992665084841942
1739209837.127073;-24.438645034577675
1739209837.1270752;-22.841636605902558
1739209837.1270773;-23.506823629689542
1739209837.1270792;-33.981070128970906
1739209837.1270814;-27.8777449560314
1739209837.1270835;-38.13080360867914
1739209837.1270854;-38.13080360867914
1739209837.1270876;-31.141103565318915
1739209837.1270897;-45.120503652039325
1739209837.1270916;-33.981070128970906
1739209837.1270938;-38.13080360867914
1739209837.127096;-38.13080360867914
1739209837.1270978;-45.120503652039325
1739209837.1271;-25.25278630937684
1739209837.1271021;-20.888044912671212
1739209837.127104;-28.218542851754165
1739209837.1271062;-33.981070128970956
1739209837.1271083;-45.120503652039325
1739209837.1271105;-33.981070128970906
1739209837.1271124;-38.13080360867914
1739209837.1271145;-45.120503652039325
1739209837.1271167;-31.141103565318915
1739209837.1271186;-38.13080360867914
1739209837.1271207;-38.13080360867914
1739209837.1271229;-28.992665084841942
1739209837.1271248;-24.746238672633048
1739209837.127127;-24.15140352195873
1739209837.127129;-31.141103565318943
1739209837.127131;-30.49652367304973
1739209837.1271331;-28.992665084841942
1739209837.1271353;-33.981070128970906
1739209837.1271372;-38.13080360867914
1739209837.1271393;-35.57807855764607
1739209837.1271415;-45.120503652039325
1739209837.1271436;-38.13080360867914
1739209837.1271455;-38.13080360867914
1739209837.1271477;-38.13080360867914
1739209837.1271498;-31.141103565318943
1739209837.1271517;-21.676580915188183
1739209837.1271539;-23.506823629689542
1739209837.127156;-32.816014438256545
1739209837.127158;-30.49652367304973
1739209837.12716;-30.49652367304973
1739209837.1271622;-45.120503652039325
1739209837.1271641;-33.981070128970906
1739209837.1271663;-33.981070128970906
1739209837.1271684;-45.120503652039325
1739209837.1271703;-33.981070128970906
1739209837.1271725;-38.13080360867914
1739209837.1271746;-38.13080360867914
1739209837.1271768;-38.13080360867914
1739209837.1271787;-45.120503652039325
1739209837.1271808;-45.120503652039325
1739209837.127183;-38.13080360867914
1739209837.1271849;-45.120503652039325
1739209837.127187;-45.120503652039325
1739209837.1271892;-45.120503652039325
1739209837.127191;-38.13080360867914
1739209837.1271932;-38.13080360867914
1739209837.1271954;-45.120503652039325
1739209837.1271973;-45.120503652039325
1739209837.1271994;-33.981070128970906
1739209837.1272016;-38.13080360867914
1739209837.1272035;-45.120503652039325
1739209837.1272056;-45.120503652039325
1739209837.1272078;-33.981070128970906
1739209837.12721;-38.13080360867914
1739209837.1272118;-45.120503652039325
1739209837.127214;-45.120503652039325
1739209837.127216;-45.120503652039325
1739209837.127218;-45.120503652039325
1739209837.1272202;-45.120503652039325
1739209837.1272223;-45.120503652039325
1739209837.1272242;-45.120503652039325
1739209837.1272264;-45.120503652039325
1739209837.1272285;-33.981070128970906
1739209837.1272304;-45.120503652039325
1739209837.1272326;-33.981070128970906
1739209837.1272347;-35.57807855764607
1739209837.1272368;-45.120503652039325
1739209837.1272388;-38.13080360867914
1739209837.127241;-35.57807855764607
1739209837.127243;-45.120503652039325
1739209837.127245;-45.120503652039325
1739209837.127247;-38.13080360867914
1739209837.1272492;-33.981070128970906
1739209837.1272511;-38.13080360867914
1739209837.1272533;-38.13080360867914
1739209837.1272554;-38.13080360867914
1739209837.1272573;-45.120503652039325
1739209837.1272595;-45.120503652039325
1739209837.1272616;-38.13080360867914
1739209837.1272635;-38.13080360867914
1739209837.1272657;-38.13080360867914
1739209837.1272678;-38.13080360867914
1739209837.12727;-35.57807855764607
1739209837.127272;-38.13080360867914
1739209837.127274;-32.816014438256545
1739209837.1272762;-32.816014438256545
1739209837.127278;-38.13080360867914
1739209837.1272802;-45.120503652039325
1739209837.1272824;-32.816014438256545
1739209837.1272843;-38.13080360867914
1739209837.1272864;-38.13080360867914
1739209837.1272886;-45.120503652039325
1739209837.1272905;-38.13080360867914
1739209837.1272926;-45.120503652039325
1739209837.1272948;-45.120503652039325
1739209837.1272967;-35.57807855764607
1739209837.1272988;-38.13080360867914
1739209837.127301;-45.120503652039325
1739209837.1273031;-38.13080360867914
1739209837.127305;-45.120503652039325
1739209837.1273072;-38.13080360867914
1739209837.1273093;-38.13080360867914
1739209837.1273112;-45.120503652039325
1739209837.1273134;-38.13080360867914
1739209837.1273155;-32.816014438256545
1739209837.1273174;-38.13080360867914
1739209837.1273196;-45.120503652039325
1739209837.1273217;-38.13080360867914
1739209837.1273236;-38.13080360867914
1739209837.1273258;-45.120503652039325
1739209837.127328;-45.120503652039325
1739209837.1273298;-45.120503652039325
1739209837.127332;-45.120503652039325
1739209837.127334;-38.13080360867914
1739209837.1273363;-45.120503652039325
1739209837.1273382;-38.13080360867914
1739209837.1273403;-33.981070128970906
1739209837.1273425;-45.120503652039325
1739209837.1273444;-38.13080360867914
1739209837.1273465;-38.13080360867914
1739209837.1273487;-45.120503652039325
1739209837.1273506;-45.120503652039325
1739209837.1273527;-28.992665084841942
1739209837.1273549;-28.588378514285886
1739209837.1273568;-38.13080360867914
1739209837.127359;-26.991370085610736
1739209837.127361;-31.141103565318915
1739209837.1273632;-45.120503652039325
1739209837.127365;-38.13080360867914
1739209837.1273673;-38.13080360867914
1739209837.1273694;-33.981070128970956
1739209837.1273713;-38.13080360867914
1739209837.1273735;-31.141103565318943
1739209837.1273756;-35.57807855764607
1739209837.1273775;-35.57807855764607
1739209837.1273797;-29.438486411369333
1739209837.1273818;-45.120503652039325
1739209837.1273837;-38.13080360867914
1739209837.1273859;-26.991370085610722
1739209837.127388;-31.141103565318915
1739209837.12739;-30.49652367304973
1739209837.127392;-25.826314394896357
1739209837.1273942;-24.292649948874775
1739209837.1273963;-27.8777449560314
1739209837.1273983;-32.816014438256545
1739209837.1274004;-38.13080360867914
1739209837.1274025;-27.267205301931607
1739209837.1274045;-38.13080360867914
1739209837.1274066;-32.816014438256545
1739209837.1274087;-45.120503652039325
1739209837.1274107;-31.141103565318915
1739209837.1274128;-38.13080360867914
1739209837.127415;-38.13080360867914
1739209837.1274168;-25.826314394896357
1739209837.127419;-26.991370085610736
1739209837.1274211;-38.13080360867914
1739209837.127423;-27.267205301931607
1739209837.1274252;-33.981070128970906
1739209837.1274273;-31.141103565318943
1739209837.1274295;-31.141103565318915
1739209837.1274314;-33.981070128970906
1739209837.1274335;-38.13080360867914
1739209837.1274357;-45.120503652039325
1739209837.1274376;-45.120503652039325
1739209837.1274397;-38.13080360867914
1739209837.127442;-28.58837851428586
1739209837.1274438;-30.49652367304973
1739209837.127446;-32.81601443825658
1739209837.127448;-45.120503652039325
1739209837.12745;-45.120503652039325
1739209837.1274521;-38.13080360867914
1739209837.1274543;-33.981070128970906
1739209837.1274562;-38.13080360867914
1739209837.1274583;-33.981070128970956
1739209837.1274605;-33.981070128970906
1739209837.1274626;-45.120503652039325
1739209837.1274645;-31.141103565318943
1739209837.1274667;-26.03565346325281
1739209837.1274688;-24.746238672633048
1739209837.1274707;-38.13080360867914
1739209837.1274729;-26.991370085610722
1739209837.127475;-21.021172418726344
1739209837.127477;-31.14110356531892
1739209837.127479;-38.13080360867914
1739209837.1274812;-26.487275050834715
1739209837.1274831;-25.62660358559016
1739209837.1274853;-30.49652367304973
1739209837.1274874;-30.49652367304973
1739209837.1274896;-32.816014438256545
1739209837.1274915;-38.13080360867914
1739209837.1274936;-28.58837851428586
1739209837.1274958;-28.21854285175415
1739209837.1274977;-26.991370085610722
1739209837.1274998;-45.120503652039325
1739209837.127502;-32.816014438256545
1739209837.1275039;-25.826314394896354
1739209837.127506;-31.141103565318915
1739209837.1275082;-45.120503652039325
1739209837.12751;-28.58837851428586
1739209837.1275122;-38.13080360867914
1739209837.1275144;-33.981070128970956
1739209837.1275163;-26.035653463252796
1739209837.1275184;-28.992665084841967
1739209837.1275206;-26.487275050834715
1739209837.1275227;-24.151403521958727
1739209837.1275246;-35.57807855764607
1739209837.1275268;-38.13080360867914
1739209837.127529;-29.438486411369333
1739209837.1275308;-45.120503652039325
1739209837.127533;-38.13080360867914
1739209837.127535;-33.981070128970906
1739209837.127537;-38.13080360867914
1739209837.1275392;-32.816014438256545
1739209837.1275413;-45.120503652039325
1739209837.1275432;-28.58837851428586
1739209837.1275454;-25.826314394896357
1739209837.1275475;-38.13080360867914
1739209837.1275494;-45.120503652039325
1739209837.1275516;-38.13080360867914
1739209837.1275537;-45.120503652039325
1739209837.1275558;-28.992665084841942
1739209837.1275578;-33.981070128970956
1739209837.12756;-45.120503652039325
1739209837.127562;-31.141103565318915
1739209837.127564;-30.49652367304973
1739209837.127566;-31.141103565318915
1739209837.1275682;-45.120503652039325
1739209837.1275702;-30.49652367304973
1739209837.1275723;-38.13080360867914
1739209837.1275744;-45.120503652039325
1739209837.1275764;-38.13080360867914
1739209837.1275785;-32.816014438256545
1739209837.1275806;-38.13080360867914
1739209837.1275826;-32.816014438256545
1739209837.1275847;-38.13080360867914
1739209837.1275868;-45.120503652039325
1739209837.127589;-38.13080360867914
1739209837.127591;-28.218542851754165
1739209837.127593;-31.141103565318915
1739209837.1275952;-31.141103565318943
1739209837.127597;-24.438645034577675
1739209837.1275992;-26.991370085610736
1739209837.1276014;-28.992665084841942
1739209837.1276033;-38.13080360867914
1739209837.1276054;-31.141103565318915
1739209837.1276076;-27.267205301931607
1739209837.1276095;-45.120503652039325
1739209837.1276116;-28.992665084841942
1739209837.1276138;-25.826314394896354
1739209837.127616;-27.267205301931607
1739209837.1276178;-45.120503652039325
1739209837.12762;-33.981070128970956
1739209837.1276221;-24.15140352195873
1739209837.127624;-27.8777449560314
1739209837.1276262;-38.13080360867914
1739209837.1276283;-45.120503652039325
1739209837.1276302;-45.120503652039325
1739209837.1276324;-38.13080360867914
1739209837.1276345;-38.13080360867914
1739209837.1276364;-38.13080360867914
1739209837.1276386;-45.120503652039325
1739209837.1276407;-45.120503652039325
1739209837.1276426;-32.816014438256545
1739209837.1276448;-38.13080360867914
1739209837.127647;-45.120503652039325
1739209837.127649;-38.13080360867914
1739209837.127651;-33.981070128970906
1739209837.1276531;-38.13080360867914
1739209837.1276553;-45.120503652039325
1739209837.1276572;-38.13080360867914
1739209837.1276593;-45.120503652039325
1739209837.1276615;-38.13080360867914
1739209837.1276634;-38.13080360867914
1739209837.1276655;-45.120503652039325
1739209837.1276677;-38.13080360867914
1739209837.1276696;-45.120503652039325
1739209837.1276717;-38.13080360867914
1739209837.1276739;-45.120503652039325
1739209837.1276758;-31.141103565318915
1739209837.127678;-32.816014438256545
1739209837.12768;-45.120503652039325
1739209837.1276822;-45.120503652039325
1739209837.127684;-38.13080360867914
1739209837.1276863;-38.13080360867914
1739209837.1276884;-45.120503652039325
1739209837.1276903;-45.120503652039325
1739209837.1276925;-45.120503652039325
1739209837.1276946;-38.13080360867914
1739209837.1276965;-38.13080360867914
1739209837.1276987;-45.120503652039325
1739209837.1277008;-38.13080360867914
1739209837.1277027;-45.120503652039325
1739209837.1277049;-35.57807855764607
1739209837.127707;-45.120503652039325
1739209837.127709;-31.141103565318915
1739209837.127711;-32.816014438256545
1739209837.1277132;-45.120503652039325
1739209837.1277153;-38.13080360867914
1739209837.1277173;-35.57807855764607
1739209837.1277194;-38.13080360867914
1739209837.1277215;-45.120503652039325
1739209837.1277235;-35.57807855764607
1739209837.1277256;-45.120503652039325
1739209837.1277277;-38.13080360867914
1739209837.1277297;-38.13080360867914
1739209837.1277318;-45.120503652039325
1739209837.127734;-45.120503652039325
1739209837.1277359;-45.120503652039325
1739209837.127738;-31.141103565318915
1739209837.1277401;-38.13080360867914
1739209837.1277423;-35.57807855764607
1739209837.1277442;-38.13080360867914
1739209837.1277463;-45.120503652039325
1739209837.1277485;-35.57807855764607
1739209837.1277504;-38.13080360867914
1739209837.1277525;-35.57807855764607
1739209837.1277547;-45.120503652039325
1739209837.1277566;-35.57807855764607
1739209837.1277587;-45.120503652039325
1739209837.127761;-45.120503652039325
1739209837.1277628;-45.120503652039325
1739209837.127765;-45.120503652039325
1739209837.127767;-45.120503652039325
