CAN Message; 0x39:04a47918a84b14d4
1739209603.3782132;-38.13080360867914
1739209603.3782134;-38.13080360867914
1739209603.3782136;-38.13080360867914
1739209603.378214;-38.13080360867914
1739209603.3782141;-45.120503652039325
1739209603.3782144;-38.13080360867914
1739209603.3782148;-38.13080360867914
1739209603.378215;-38.13080360867914
1739209603.3782153;-38.13080360867914
1739209603.3782156;-38.13080360867914
1739209603.3782158;-45.120503652039325
1739209603.378216;-38.13080360867914
1739209603.3782163;-38.13080360867914
1739209603.3782165;-38.13080360867914
1739209603.378217;-38.13080360867914
1739209603.3782172;-45.120503652039325
1739209603.3782175;-38.13080360867914
1739209603.3782177;-45.120503652039325
1739209603.378218;-33.981070128970906
1739209603.3782182;-45.120503652039325
1739209603.3782184;-38.13080360867914
1739209603.3782187;-38.13080360867914
1739209603.3782191;-31.141103565318915
1739209603.3782194;-38.13080360867914
1739209603.3782196;-38.13080360867914
1739209603.3782198;-38.13080360867914
1739209603.37822;-45.120503652039325
1739209603.3782203;-38.13080360867914
1739209603.3782206;-45.120503652039325
1739209603.3782208;-45.120503652039325
1739209603.3782213;-33.981070128970906
1739209603.3782215;-38.13080360867914
1739209603.3782218;-45.120503652039325
1739209603.378222;-38.13080360867914
1739209603.3782222;-35.57807855764607
1739209603.3782225;-45.120503652039325
1739209603.3782227;-45.120503652039325
1739209603.378223;-35.57807855764607
1739209603.3782234;-31.141103565318915
1739209603.3782237;-33.981070128970906
1739209603.378224;-38.13080360867914
1739209603.3782241;-38.13080360867914
1739209603.3782244;-38.13080360867914
1739209603.3782246;-38.13080360867914
1739209603.3782248;-38.13080360867914
1739209603.378225;-45.120503652039325
1739209603.3782256;-45.120503652039325
1739209603.3782258;-38.13080360867914
1739209603.378226;-35.57807855764607
1739209603.3782263;-45.120503652039325
1739209603.3782265;-38.13080360867914
1739209603.3782268;-38.13080360867914
1739209603.378227;-45.120503652039325
1739209603.3782272;-38.13080360867914
1739209603.3782277;-31.141103565318915
1739209603.378228;-33.981070128970906
1739209603.3782282;-38.13080360867914
1739209603.3782284;-38.13080360867914
1739209603.3782287;-35.57807855764607
1739209603.378229;-45.120503652039325
1739209603.3782291;-45.120503652039325
1739209603.3782294;-33.981070128970906
1739209603.3782299;-33.981070128970906
1739209603.37823;-32.816014438256545
1739209603.3782303;-33.981070128970906
1739209603.3782306;-45.120503652039325
1739209603.3782308;-38.13080360867914
1739209603.378231;-38.13080360867914
1739209603.3782313;-38.13080360867914
1739209603.3782315;-45.120503652039325
1739209603.378232;-33.981070128970906
1739209603.3782322;-31.141103565318915
1739209603.3782325;-38.13080360867914
1739209603.3782327;-45.120503652039325
1739209603.378233;-38.13080360867914
1739209603.3782332;-45.120503652039325
1739209603.3782334;-45.120503652039325
1739209603.3782337;-33.981070128970906
1739209603.378234;-38.13080360867914
1739209603.3782344;-38.13080360867914
1739209603.3782346;-45.120503652039325
1739209603.3782349;-35.57807855764607
1739209603.378235;-38.13080360867914
1739209603.3782353;-45.120503652039325
1739209603.3782356;-45.120503652039325
1739209603.3782358;-35.57807855764607
1739209603.378236;-45.120503652039325
1739209603.3782365;-38.13080360867914
1739209603.3782368;-35.57807855764607
1739209603.378237;-45.120503652039325
1739209603.3782372;-45.120503652039325
1739209603.3782375;-38.13080360867914
1739209603.3782377;-38.13080360867914
1739209603.378238;-38.13080360867914
1739209603.3782382;-35.57807855764607
1739209603.3782387;-33.981070128970906
1739209603.378239;-45.120503652039325
1739209603.3782392;-38.13080360867914
1739209603.3782394;-38.13080360867914
1739209603.3782396;-45.120503652039325
1739209603.3782399;-38.13080360867914
1739209603.37824;-45.120503652039325
1739209603.3782403;-45.120503652039325
1739209603.3782408;-38.13080360867914
1739209603.378241;-45.120503652039325
1739209603.3782413;-45.120503652039325
1739209603.3782415;-38.13080360867914
1739209603.3782418;-38.13080360867914
1739209603.378242;-38.13080360867914
1739209603.3782423;-45.120503652039325
1739209603.3782425;-38.13080360867914
1739209603.378243;-38.13080360867914
1739209603.3782432;-45.120503652039325
1739209603.3782434;-32.816014438256545
1739209603.3782437;-32.816014438256545
1739209603.378244;-45.120503652039325
1739209603.3782442;-45.120503652039325
1739209603.3782444;-38.13080360867914
1739209603.3782446;-38.13080360867914
1739209603.378245;-45.120503652039325
1739209603.3782454;-45.120503652039325
1739209603.3782456;-38.13080360867914
1739209603.3782458;-45.120503652039325
1739209603.378246;-33.981070128970906
1739209603.3782463;-45.120503652039325
1739209603.3782465;-38.13080360867914
1739209603.3782468;-45.120503652039325
1739209603.3782473;-35.57807855764607
1739209603.3782475;-31.141103565318915
1739209603.3782477;-38.13080360867914
1739209603.378248;-32.816014438256545
1739209603.3782482;-45.120503652039325
1739209603.3782485;-35.57807855764607
1739209603.3782487;-45.120503652039325
1739209603.378249;-38.13080360867914
1739209603.3782494;-45.120503652039325
1739209603.3782496;-45.120503652039325
1739209603.37825;-32.816014438256545
1739209603.3782501;-38.13080360867914
1739209603.3782504;-45.120503652039325
1739209603.3782506;-45.120503652039325
1739209603.3782508;-38.13080360867914
1739209603.378251;-45.120503652039325
1739209603.3782516;-38.13080360867914
1739209603.3782518;-35.57807855764607
1739209603.378252;-35.57807855764607
1739209603.3782523;-38.13080360867914
1739209603.3782525;-35.57807855764607
1739209603.3782527;-32.816014438256545
1739209603.378253;-45.120503652039325
1739209603.3782532;-38.13080360867914
1739209603.3782537;-45.120503652039325
1739209603.378254;-38.13080360867914
1739209603.3782542;-38.13080360867914
1739209603.3782544;-45.120503652039325
1739209603.3782547;-45.120503652039325
1739209603.378255;-45.120503652039325
1739209603.3782551;-45.120503652039325
1739209603.3782554;-38.13080360867914
1739209603.3782558;-45.120503652039325
1739209603.378256;-45.120503652039325
1739209603.3782563;-35.57807855764607
1739209603.3782566;-45.120503652039325
1739209603.3782568;-38.13080360867914
1739209603.378257;-45.120503652039325
1739209603.3782573;-45.120503652039325
1739209603.3782575;-45.120503652039325
1739209603.378258;-32.816014438256545
1739209603.3782582;-28.58837851428586
1739209603.3782585;-38.13080360867914
1739209603.3782587;-35.57807855764607
1739209603.378259;-35.57807855764607
1739209603.3782592;-31.141103565318915
1739209603.3782594;-45.120503652039325
1739209603.3782597;-38.13080360867914
1739209603.3782601;-45.120503652039325
1739209603.3782604;-45.120503652039325
1739209603.3782606;-45.120503652039325
1739209603.3782609;-38.13080360867914
1739209603.378261;-38.13080360867914
1739209603.3782613;-45.120503652039325
1739209603.3782616;-45.120503652039325
1739209603.3782618;-45.120503652039325
1739209603.3782623;-45.120503652039325
1739209603.3782625;-38.13080360867914
1739209603.3782628;-35.57807855764607
1739209603.378263;-35.57807855764607
1739209603.3782632;-45.120503652039325
1739209603.3782635;-45.120503652039325
1739209603.3782637;-35.57807855764607
1739209603.378264;-38.13080360867914
1739209603.3782644;-35.57807855764607
1739209603.3782647;-27.267205301931607
1739209603.378265;-35.57807855764607
1739209603.3782651;-33.981070128970906
1739209603.3782654;-38.13080360867914
1739209603.3782656;-35.57807855764607
1739209603.3782659;-38.13080360867914
1739209603.378266;-38.13080360867914
1739209603.3782666;-38.13080360867914
1739209603.3782668;-35.57807855764607
1739209603.378267;-45.120503652039325
1739209603.3782673;-38.13080360867914
1739209603.3782675;-38.13080360867914
1739209603.3782678;-38.13080360867914
1739209603.378268;-38.13080360867914
1739209603.3782682;-38.13080360867914
1739209603.3782685;-38.13080360867914
1739209603.378269;-33.981070128970906
1739209603.3782692;-45.120503652039325
1739209603.3782694;-45.120503652039325
1739209603.3782697;-38.13080360867914
1739209603.37827;-38.13080360867914
1739209603.3782701;-33.981070128970906
1739209603.3782704;-33.981070128970906
1739209603.3782706;-45.120503652039325
1739209603.378271;-38.13080360867914
1739209603.3782713;-38.13080360867914
1739209603.3782716;-45.120503652039325
1739209603.3782718;-35.57807855764607
1739209603.378272;-33.981070128970906
1739209603.3782723;-38.13080360867914
1739209603.3782725;-45.120503652039325
1739209603.3782728;-45.120503652039325
1739209603.3782732;-38.13080360867914
1739209603.3782735;-45.120503652039325
1739209603.3782737;-38.13080360867914
1739209603.378274;-45.120503652039325
1739209603.3782742;-45.120503652039325
1739209603.3782744;-38.13080360867914
1739209603.3782747;-33.981070128970906
1739209603.378275;-45.120503652039325
1739209603.3782754;-38.13080360867914
1739209603.3782756;-35.57807855764607
1739209603.3782759;-38.13080360867914
1739209603.378276;-45.120503652039325
1739209603.3782763;-45.120503652039325
1739209603.3782766;-45.120503652039325
1739209603.3782768;-38.13080360867914
1739209603.378277;-31.141103565318915
1739209603.3782775;-45.120503652039325
1739209603.3782778;-45.120503652039325
1739209603.378278;-38.13080360867914
1739209603.3782783;-38.13080360867914
1739209603.3782785;-38.13080360867914
1739209603.3782787;-33.981070128970906
1739209603.378279;-45.120503652039325
1739209603.3782792;-38.13080360867914
1739209603.3782797;-45.120503652039325
1739209603.37828;-45.120503652039325
1739209603.3782802;-38.13080360867914
1739209603.3782804;-45.120503652039325
1739209603.3782806;-38.13080360867914
1739209603.3782809;-45.120503652039325
1739209603.378281;-38.13080360867914
1739209603.3782814;-45.120503652039325
1739209603.3782818;-45.120503652039325
1739209603.378282;-30.49652367304973
1739209603.3782823;-35.57807855764607
1739209603.3782825;-38.13080360867914
1739209603.3782828;-38.13080360867914
1739209603.378283;-38.13080360867914
1739209603.3782833;-45.120503652039325
1739209603.3782835;-38.13080360867914
1739209603.378284;-45.120503652039325
1739209603.3782842;-45.120503652039325
1739209603.3782845;-45.120503652039325
1739209603.3782847;-38.13080360867914
1739209603.378285;-45.120503652039325
1739209603.3782852;-38.13080360867914
1739209603.3782854;-45.120503652039325
1739209603.3782856;-38.13080360867914
1739209603.3782861;-38.13080360867914
1739209603.3782864;-45.120503652039325
1739209603.3782866;-45.120503652039325
1739209603.3782868;-38.13080360867914
1739209603.378287;-38.13080360867914
1739209603.3782873;-38.13080360867914
1739209603.3782876;-38.13080360867914
1739209603.3782878;-45.120503652039325
1739209603.3782883;-38.13080360867914
1739209603.3782885;-26.991370085610722
1739209603.3782887;-35.57807855764607
1739209603.378289;-45.120503652039325
1739209603.3782892;-45.120503652039325
1739209603.3782895;-33.981070128970906
1739209603.3782897;-45.120503652039325
1739209603.37829;-45.120503652039325
1739209603.3782904;-38.13080360867914
1739209603.3782907;-38.13080360867914
1739209603.378291;-45.120503652039325
1739209603.3782911;-35.57807855764607
1739209603.3782914;-35.57807855764607
1739209603.3782916;-45.120503652039325
1739209603.3782918;-38.13080360867914
1739209603.378292;-38.13080360867914
1739209603.3782926;-38.13080360867914
1739209603.3782928;-32.816014438256545
1739209603.378293;-38.13080360867914
1739209603.3782933;-38.13080360867914
1739209603.3782935;-35.57807855764607
1739209603.3782938;-45.120503652039325
1739209603.378294;-45.120503652039325
1739209603.3782942;-38.13080360867914
1739209603.3782947;-45.120503652039325
1739209603.378295;-35.57807855764607
1739209603.3782952;-38.13080360867914
1739209603.3782954;-38.13080360867914
1739209603.3782957;-38.13080360867914
1739209603.378296;-33.981070128970906
1739209603.3782961;-45.120503652039325
1739209603.3782964;-45.120503652039325
1739209603.3782969;-38.13080360867914
1739209603.378297;-38.13080360867914
1739209603.3782973;-45.120503652039325
1739209603.3782976;-38.13080360867914
1739209603.3782978;-45.120503652039325
1739209603.378298;-38.13080360867914
1739209603.3782983;-33.981070128970906
1739209603.3782985;-38.13080360867914
1739209603.378299;-45.120503652039325
1739209603.3782992;-28.21854285175415
1739209603.3782995;-31.141103565318893
1739209603.3782997;-38.13080360867914
1739209603.3783;-38.13080360867914
1739209603.3783002;-38.13080360867914
1739209603.3783004;-45.120503652039325
1739209603.3783007;-45.120503652039325
1739209603.3783011;-45.120503652039325
1739209603.3783014;-45.120503652039325
1739209603.3783016;-45.120503652039325
1739209603.3783019;-38.13080360867914
1739209603.378302;-38.13080360867914
1739209603.3783183;-45.120503652039325
1739209603.3783348;-45.120503652039325
1739209603.378351;-38.13080360867914
1739209603.3783672;-38.13080360867914
1739209603.3783834;-45.120503652039325
1739209603.3783998;-35.57807855764607
1739209603.378416;-35.57807855764607
1739209603.3784323;-33.981070128970906
1739209603.3784485;-33.981070128970906
1739209603.378465;-38.13080360867914
1739209603.3784811;-38.13080360867914
1739209603.3784974;-33.981070128970906
1739209603.3785138;-30.49652367304973
1739209603.37853;-35.57807855764607
1739209603.3785462;-45.120503652039325
1739209603.3785625;-45.120503652039325
1739209603.378579;-35.57807855764607
1739209603.378595;-38.13080360867914
1739209603.3786113;-35.57807855764607
1739209603.3786275;-35.57807855764607
1739209603.378644;-45.120503652039325
1739209603.3786602;-45.120503652039325
1739209603.3786764;-35.57807855764607
1739209603.3786929;-38.13080360867914
1739209603.378709;-45.120503652039325
1739209603.3787253;-38.13080360867914
1739209603.3787415;-38.13080360867914
1739209603.378758;-38.13080360867914
1739209603.3787742;-38.13080360867914
1739209603.3787904;-35.57807855764607
1739209603.3788066;-38.13080360867914
1739209603.378823;-45.120503652039325
1739209603.3788393;-45.120503652039325
1739209603.3788555;-45.120503652039325
1739209603.378872;-45.120503652039325
1739209603.3788881;-45.120503652039325
1739209603.3789043;-35.57807855764607
1739209603.3789206;-38.13080360867914
1739209603.378937;-45.120503652039325
1739209603.3789532;-45.120503652039325
1739209603.3789694;-45.120503652039325
1739209603.3789856;-35.57807855764607
1739209603.379002;-45.120503652039325
1739209603.3790183;-45.120503652039325
1739209603.3790345;-38.13080360867914
1739209603.379051;-31.141103565318915
1739209603.3790672;-38.13080360867914
1739209603.3790834;-45.120503652039325
1739209603.3790996;-45.120503652039325
1739209603.379116;-38.13080360867914
1739209603.3791323;-38.13080360867914
1739209603.3791485;-45.120503652039325
1739209603.3791647;-38.13080360867914
1739209603.3791811;-33.981070128970906
1739209603.3791974;-38.13080360867914
1739209603.3792136;-38.13080360867914
1739209603.37923;-38.13080360867914
1739209603.3792462;-45.120503652039325
1739209603.3792624;-38.13080360867914
1739209603.3792787;-38.13080360867914
1739209603.379295;-45.120503652039325
1739209603.3793113;-45.120503652039325
1739209603.3793275;-38.13080360867914
1739209603.3793437;-38.13080360867914
1739209603.3793602;-38.13080360867914
1739209603.3793764;-33.981070128970906
1739209603.3793926;-45.120503652039325
1739209603.379409;-45.120503652039325
1739209603.3794253;-35.57807855764607
1739209603.3794415;-38.13080360867914
1739209603.3794577;-38.13080360867914
1739209603.3794742;-35.57807855764607
1739209603.3794904;-45.120503652039325
1739209603.3795066;-45.120503652039325
1739209603.3795228;-45.120503652039325
1739209603.3795393;-45.120503652039325
1739209603.3795555;-38.13080360867914
1739209603.3795717;-33.981070128970906
1739209603.3795881;-31.141103565318915
1739209603.3796043;-45.120503652039325
1739209603.3796206;-45.120503652039325
1739209603.3796368;-38.13080360867914
1739209603.3796532;-45.120503652039325
1739209603.3796694;-45.120503652039325
1739209603.3796856;-38.13080360867914
1739209603.3797019;-33.981070128970906
1739209603.3797183;-32.816014438256545
1739209603.3797345;-38.13080360867914
1739209603.3797507;-38.13080360867914
1739209603.3797672;-45.120503652039325
1739209603.3797834;-38.13080360867914
1739209603.3797996;-33.981070128970906
1739209603.3798158;-45.120503652039325
1739209603.3798323;-45.120503652039325
1739209603.3798485;-45.120503652039325
1739209603.3798647;-45.120503652039325
1739209603.379881;-45.120503652039325
1739209603.3798974;-45.120503652039325
1739209603.3799136;-45.120503652039325
1739209603.3799298;-45.120503652039325
1739209603.3799462;-45.120503652039325
1739209603.3799624;-33.981070128970906
1739209603.3799787;-31.141103565318915
1739209603.3799949;-45.120503652039325
1739209603.3800113;-45.120503652039325
1739209603.3800275;-38.13080360867914
1739209603.3800437;-38.13080360867914
1739209603.38006;-45.120503652039325
1739209603.3800764;-45.120503652039325
1739209603.3800926;-38.13080360867914
1739209603.3801088;-33.981070128970906
1739209603.3801253;-35.57807855764607
1739209603.3801415;-45.120503652039325
1739209603.3801577;-45.120503652039325
1739209603.380174;-38.13080360867914
1739209603.3801904;-38.13080360867914
1739209603.3802066;-38.13080360867914
1739209603.3802228;-32.816014438256545
1739209603.380239;-33.981070128970906
1739209603.3802555;-38.13080360867914
1739209603.3802717;-33.981070128970906
1739209603.380288;-33.981070128970906
1739209603.3803043;-38.13080360867914
1739209603.3803205;-45.120503652039325
1739209603.3803368;-35.57807855764607
1739209603.380353;-35.57807855764607
1739209603.3803694;-45.120503652039325
1739209603.3803856;-45.120503652039325
1739209603.3804018;-38.13080360867914
1739209603.380418;-38.13080360867914
1739209603.3804345;-38.13080360867914
1739209603.3804507;-38.13080360867914
1739209603.380467;-45.120503652039325
1739209603.3804834;-45.120503652039325
1739209603.3804996;-38.13080360867914
1739209603.3805158;-38.13080360867914
1739209603.380532;-45.120503652039325
1739209603.3805485;-45.120503652039325
1739209603.3805647;-35.57807855764607
1739209603.380581;-32.816014438256545
1739209603.380597;-45.120503652039325
1739209603.3806136;-38.13080360867914
1739209603.3806298;-38.13080360867914
1739209603.380646;-45.120503652039325
1739209603.3806624;-45.120503652039325
1739209603.3806787;-35.57807855764607
1739209603.3806949;-45.120503652039325
1739209603.380711;-45.120503652039325
1739209603.3807275;-45.120503652039325
1739209603.3807437;-38.13080360867914
1739209603.38076;-38.13080360867914
1739209603.3807762;-38.13080360867914
1739209603.3807926;-38.13080360867914
1739209603.3808088;-38.13080360867914
1739209603.380825;-38.13080360867914
1739209603.3808415;-38.13080360867914
1739209603.3808577;-38.13080360867914
1739209603.380874;-33.981070128970906
1739209603.3808901;-45.120503652039325
1739209603.3809066;-38.13080360867914
1739209603.3809228;-38.13080360867914
1739209603.380939;-33.981070128970906
1739209603.3809552;-38.13080360867914
1739209603.3809717;-45.120503652039325
1739209603.380988;-35.57807855764607
1739209603.381004;-38.13080360867914
1739209603.3810205;-45.120503652039325
1739209603.3810368;-45.120503652039325
1739209603.381053;-45.120503652039325
1739209603.3810692;-38.13080360867914
1739209603.3810856;-38.13080360867914
1739209603.3811018;-33.981070128970906
1739209603.381118;-38.13080360867914
1739209603.3811343;-38.13080360867914
1739209603.3811507;-45.120503652039325
1739209603.381167;-38.13080360867914
1739209603.3811831;-38.13080360867914
1739209603.3811994;-38.13080360867914
1739209603.3812158;-45.120503652039325
1739209603.381232;-35.57807855764607
1739209603.3812482;-38.13080360867914
1739209603.3812647;-45.120503652039325
1739209603.381281;-45.120503652039325
1739209603.381297;-38.13080360867914
1739209603.3813133;-38.13080360867914
1739209603.3813298;-45.120503652039325
1739209603.381346;-35.57807855764607
1739209603.3813622;-38.13080360867914
1739209603.3813784;-45.120503652039325
1739209603.3813949;-33.981070128970906
1739209603.381411;-45.120503652039325
1739209603.3814273;-33.981070128970906
1739209603.3814437;-45.120503652039325
1739209603.38146;-45.120503652039325
1739209603.3814762;-45.120503652039325
1739209603.3814924;-38.13080360867914
1739209603.3815088;-45.120503652039325
1739209603.381525;-38.13080360867914
1739209603.3815413;-45.120503652039325
1739209603.3815575;-45.120503652039325
1739209603.381574;-38.13080360867914
1739209603.3815901;-38.13080360867914
1739209603.3816063;-45.120503652039325
1739209603.3816228;-45.120503652039325
1739209603.381639;-38.13080360867914
1739209603.3816552;-35.57807855764607
1739209603.3816714;-45.120503652039325
1739209603.3816879;-38.13080360867914
1739209603.381704;-38.13080360867914
1739209603.3817203;-45.120503652039325
1739209603.3817365;-38.13080360867914
1739209603.381753;-33.981070128970906
1739209603.3817692;-45.120503652039325
1739209603.3817854;-38.13080360867914
1739209603.3818018;-38.13080360867914
1739209603.381818;-27.267205301931607
1739209603.3818343;-35.57807855764607
1739209603.3818505;-45.120503652039325
1739209603.381867;-38.13080360867914
1739209603.3818831;-35.57807855764607
1739209603.3818994;-38.13080360867914
1739209603.3819156;-33.981070128970906
1739209603.381932;-38.13080360867914
1739209603.3819482;-38.13080360867914
1739209603.3819644;-45.120503652039325
1739209603.381981;-38.13080360867914
1739209603.381997;-45.120503652039325
1739209603.3820133;-45.120503652039325
1739209603.3820295;-45.120503652039325
1739209603.382046;-38.13080360867914
1739209603.3820622;-38.13080360867914
1739209603.3820784;-31.141103565318915
1739209603.3820946;-38.13080360867914
1739209603.382111;-45.120503652039325
1739209603.3821273;-45.120503652039325
1739209603.3821435;-38.13080360867914
1739209603.38216;-45.120503652039325
1739209603.3821762;-45.120503652039325
1739209603.3821924;-45.120503652039325
1739209603.3822086;-38.13080360867914
1739209603.382225;-45.120503652039325
1739209603.3822412;-45.120503652039325
1739209603.3822575;-45.120503652039325
1739209603.3822737;-38.13080360867914
1739209603.3822901;-38.13080360867914
1739209603.3823063;-38.13080360867914
1739209603.3823225;-38.13080360867914
1739209603.382339;-38.13080360867914
1739209603.3823552;-38.13080360867914
1739209603.3823714;-33.981070128970906
1739209603.3823876;-45.120503652039325
1739209603.382404;-38.13080360867914
1739209603.3824203;-38.13080360867914
1739209603.3824365;-33.981070128970906
1739209603.3824527;-45.120503652039325
1739209603.3824692;-31.141103565318915
1739209603.3824854;-33.981070128970906
1739209603.3825016;-35.57807855764607
1739209603.382518;-45.120503652039325
1739209603.3825343;-38.13080360867914
1739209603.3825505;-35.57807855764607
1739209603.3825667;-38.13080360867914
1739209603.3825831;-38.13080360867914
1739209603.3825994;-33.981070128970906
1739209603.3826156;-38.13080360867914
1739209603.3826318;-45.120503652039325
1739209603.3826482;-45.120503652039325
1739209603.3826644;-38.13080360867914
1739209603.3826807;-45.120503652039325
1739209603.382697;-38.13080360867914
1739209603.3827133;-33.981070128970906
1739209603.3827295;-33.981070128970906
1739209603.3827457;-33.981070128970906
1739209603.3827622;-35.57807855764607
1739209603.3827784;-38.13080360867914
1739209603.3827946;-33.981070128970906
1739209603.3828108;-38.13080360867914
1739209603.3828273;-38.13080360867914
1739209603.3828435;-45.120503652039325
1739209603.3828597;-38.13080360867914
1739209603.3828762;-35.57807855764607
1739209603.3828924;-33.981070128970906
1739209603.3829086;-38.13080360867914
1739209603.3829248;-45.120503652039325
1739209603.3829412;-35.57807855764607
1739209603.3829575;-33.981070128970906
1739209603.3829737;-38.13080360867914
1739209603.38299;-38.13080360867914
1739209603.3830063;-45.120503652039325
1739209603.3830225;-45.120503652039325
1739209603.3830388;-45.120503652039325
1739209603.3830552;-38.13080360867914
1739209603.3830714;-45.120503652039325
1739209603.3830876;-38.13080360867914
1739209603.3831038;-38.13080360867914
1739209603.3831203;-33.981070128970906
1739209603.3831365;-33.981070128970906
1739209603.3831527;-38.13080360867914
1739209603.383169;-38.13080360867914
1739209603.3831854;-38.13080360867914
1739209603.3832016;-35.57807855764607
1739209603.3832178;-38.13080360867914
1739209603.3832343;-45.120503652039325
1739209603.3832505;-45.120503652039325
1739209603.3832667;-45.120503652039325
1739209603.383283;-38.13080360867914
1739209603.3832994;-45.120503652039325
1739209603.3833156;-38.13080360867914
1739209603.3833318;-45.120503652039325
1739209603.383348;-45.120503652039325
1739209603.3833644;-45.120503652039325
1739209603.3833807;-45.120503652039325
1739209603.3833969;-45.120503652039325
1739209603.3834133;-38.13080360867914
1739209603.3834295;-38.13080360867914
1739209603.3834457;-38.13080360867914
1739209603.383462;-33.981070128970906
1739209603.3834784;-38.13080360867914
1739209603.3834946;-45.120503652039325
1739209603.3835108;-45.120503652039325
1739209603.383527;-32.816014438256545
1739209603.3835435;-33.981070128970906
1739209603.3835597;-38.13080360867914
1739209603.383576;-38.13080360867914
1739209603.3835924;-45.120503652039325
1739209603.3836086;-38.13080360867914
1739209603.3836248;-45.120503652039325
1739209603.383641;-38.13080360867914
1739209603.3836575;-45.120503652039325
1739209603.3836737;-45.120503652039325
1739209603.3836899;-35.57807855764607
1739209603.383706;-32.816014438256545
1739209603.3837225;-33.981070128970906
1739209603.3837388;-45.120503652039325
1739209603.383755;-45.120503652039325
1739209603.3837714;-38.13080360867914
1739209603.3837876;-32.816014438256545
1739209603.3838038;-32.816014438256545
1739209603.38382;-45.120503652039325
1739209603.3838365;-45.120503652039325
1739209603.3838527;-35.57807855764607
1739209603.383869;-32.816014438256545
1739209603.3838851;-45.120503652039325
1739209603.3839016;-45.120503652039325
1739209603.3839178;-45.120503652039325
1739209603.383934;-45.120503652039325
1739209603.3839505;-35.57807855764607
1739209603.3839667;-38.13080360867914
1739209603.383983;-45.120503652039325
1739209603.383999;-45.120503652039325
1739209603.3840156;-38.13080360867914
1739209603.3840318;-38.13080360867914
1739209603.384048;-45.120503652039325
1739209603.3840642;-45.120503652039325
1739209603.3840806;-45.120503652039325
1739209603.3840969;-45.120503652039325
1739209603.384113;-45.120503652039325
1739209603.3841295;-45.120503652039325
1739209603.3841457;-45.120503652039325
1739209603.384162;-45.120503652039325
1739209603.3841782;-29.438486411369333
1739209603.3841946;-29.438486411369333
1739209603.3842108;-35.57807855764607
1739209603.384227;-35.57807855764607
1739209603.3842432;-45.120503652039325
1739209603.3842597;-38.13080360867914
1739209603.384276;-45.120503652039325
1739209603.3842921;-45.120503652039325
1739209603.3843086;-45.120503652039325
1739209603.3843248;-45.120503652039325
1739209603.384341;-38.13080360867914
1739209603.3843572;-45.120503652039325
1739209603.3843737;-45.120503652039325
1739209603.3843899;-45.120503652039325
1739209603.384406;-45.120503652039325
1739209603.3844223;-45.120503652039325
1739209603.3844388;-33.981070128970906
1739209603.384455;-45.120503652039325
1739209603.3844712;-45.120503652039325
1739209603.3844876;-38.13080360867914
1739209603.3845038;-45.120503652039325
1739209603.38452;-45.120503652039325
1739209603.3845363;-33.981070128970906
1739209603.3845527;-38.13080360867914
1739209603.384569;-32.816014438256545
1739209603.3845851;-26.991370085610722
1739209603.3846014;-38.13080360867914
1739209603.3846178;-45.120503652039325
1739209603.384634;-38.13080360867914
1739209603.3846502;-35.57807855764607
1739209603.3846667;-45.120503652039325
1739209603.384683;-45.120503652039325
1739209603.384699;-38.13080360867914
1739209603.3847153;-38.13080360867914
1739209603.3847318;-45.120503652039325
1739209603.384748;-45.120503652039325
1739209603.3847642;-45.120503652039325
1739209603.3847804;-38.13080360867914
1739209603.3847969;-45.120503652039325
1739209603.384813;-38.13080360867914
1739209603.3848293;-38.13080360867914
1739209603.3848457;-45.120503652039325
1739209603.384862;-38.13080360867914
1739209603.3848782;-38.13080360867914
1739209603.3848944;-45.120503652039325
1739209603.3849108;-45.120503652039325
1739209603.384927;-38.13080360867914
1739209603.3849432;-45.120503652039325
1739209603.3849595;-38.13080360867914
1739209603.384976;-30.49652367304973
1739209603.3849921;-35.57807855764607
1739209603.3850083;-38.13080360867914
1739209603.3850248;-38.13080360867914
1739209603.385041;-35.57807855764607
1739209603.3850572;-45.120503652039325
1739209603.3850734;-45.120503652039325
1739209603.3850899;-45.120503652039325
1739209603.385106;-45.120503652039325
1739209603.3851223;-45.120503652039325
1739209603.3851385;-45.120503652039325
1739209603.385155;-45.120503652039325
1739209603.3851712;-45.120503652039325
1739209603.3851874;-38.13080360867914
1739209603.3852038;-45.120503652039325
1739209603.38522;-35.57807855764607
1739209603.3852363;-32.816014438256545
1739209603.3852525;-45.120503652039325
1739209603.385269;-45.120503652039325
1739209603.3852851;-32.816014438256545
1739209603.3853014;-38.13080360867914
1739209603.3853176;-38.13080360867914
1739209603.385334;-45.120503652039325
1739209603.3853502;-45.120503652039325
1739209603.3853664;-45.120503652039325
1739209603.385383;-45.120503652039325
1739209603.385399;-45.120503652039325
1739209603.3854153;-45.120503652039325
1739209603.3854315;-45.120503652039325
1739209603.385448;-38.13080360867914
1739209603.3854642;-38.13080360867914
1739209603.3854804;-45.120503652039325
1739209603.3854966;-38.13080360867914
1739209603.385513;-45.120503652039325
1739209603.3855293;-45.120503652039325
1739209603.3855455;-32.816014438256545
1739209603.385562;-38.13080360867914
1739209603.3855782;-45.120503652039325
1739209603.3855944;-45.120503652039325
1739209603.3856106;-35.57807855764607
1739209603.385627;-38.13080360867914
1739209603.3856432;-38.13080360867914
1739209603.3856595;-45.120503652039325
1739209603.3856757;-38.13080360867914
1739209603.3856921;-38.13080360867914
