CAN Message; 0x39:023da0be8f711b47
1739209636.463455;-38.13080360867914
1739209636.4634619;-35.57807855764607
1739209636.4634688;-38.13080360867914
1739209636.463476;-38.13080360867914
1739209636.4634829;-38.13080360867914
1739209636.4634898;-35.57807855764607
1739209636.4634967;-38.13080360867914
1739209636.4635038;-38.13080360867914
1739209636.4635108;-45.120503652039325
1739209636.4635177;-45.120503652039325
1739209636.4635246;-45.120503652039325
1739209636.4635317;-38.13080360867914
1739209636.4635386;-45.120503652039325
1739209636.4635456;-45.120503652039325
1739209636.4635525;-32.816014438256545
1739209636.4635596;-38.13080360867914
1739209636.4635665;-33.981070128970906
1739209636.4635735;-32.816014438256545
1739209636.4635806;-35.57807855764607
1739209636.4635875;-45.120503652039325
1739209636.4635944;-45.120503652039325
1739209636.4636014;-31.141103565318915
1739209636.4636085;-33.981070128970906
1739209636.4636154;-45.120503652039325
1739209636.4636223;-45.120503652039325
1739209636.4636292;-38.13080360867914
1739209636.4636364;-45.120503652039325
1739209636.4636433;-45.120503652039325
1739209636.4636502;-45.120503652039325
1739209636.4636571;-45.120503652039325
1739209636.4636643;-45.120503652039325
1739209636.4636712;-45.120503652039325
1739209636.4636781;-35.57807855764607
1739209636.463685;-30.49652367304973
1739209636.4636922;-45.120503652039325
1739209636.463699;-45.120503652039325
1739209636.463706;-45.120503652039325
1739209636.463713;-38.13080360867914
1739209636.46372;-38.13080360867914
1739209636.463727;-45.120503652039325
1739209636.463734;-45.120503652039325
1739209636.463741;-38.13080360867914
1739209636.463748;-38.13080360867914
1739209636.463755;-45.120503652039325
1739209636.4637618;-38.13080360867914
1739209636.463769;-45.120503652039325
1739209636.4637759;-45.120503652039325
1739209636.4637828;-38.13080360867914
1739209636.4637897;-38.13080360867914
1739209636.4637969;-38.13080360867914
1739209636.4638038;-45.120503652039325
1739209636.4638107;-38.13080360867914
1739209636.4638176;-38.13080360867914
1739209636.4638247;-30.49652367304973
1739209636.4638317;-38.13080360867914
1739209636.4638386;-38.13080360867914
1739209636.4638455;-38.13080360867914
1739209636.4638526;-31.141103565318915
1739209636.4638596;-38.13080360867914
1739209636.4638665;-45.120503652039325
1739209636.4638734;-45.120503652039325
1739209636.4638805;-45.120503652039325
1739209636.4638875;-38.13080360867914
1739209636.4638944;-35.57807855764607
1739209636.4639013;-45.120503652039325
1739209636.4639084;-32.81601443825658
1739209636.4639153;-38.13080360867914
1739209636.4639223;-45.120503652039325
1739209636.4639294;-45.120503652039325
1739209636.4639363;-45.120503652039325
1739209636.4639432;-45.120503652039325
1739209636.4639502;-45.120503652039325
1739209636.4639573;-38.13080360867914
1739209636.4639642;-28.992665084841942
1739209636.4639711;-31.141103565318915
1739209636.463978;-38.13080360867914
1739209636.4639852;-45.120503652039325
1739209636.463992;-45.120503652039325
1739209636.463999;-45.120503652039325
1739209636.464006;-45.120503652039325
1739209636.464013;-45.120503652039325
1739209636.46402;-38.13080360867914
1739209636.464027;-32.816014438256545
1739209636.4640338;-33.981070128970906
1739209636.464041;-38.13080360867914
1739209636.464048;-38.13080360867914
1739209636.4640548;-38.13080360867914
1739209636.4640617;-38.13080360867914
1739209636.464069;-45.120503652039325
1739209636.4640758;-33.981070128970906
1739209636.4640827;-33.981070128970906
1739209636.4640896;-38.13080360867914
1739209636.4640968;-38.13080360867914
1739209636.4641037;-38.13080360867914
1739209636.4641106;-35.57807855764607
1739209636.4641178;-32.816014438256545
1739209636.4641247;-38.13080360867914
1739209636.4641316;-38.13080360867914
1739209636.4641385;-38.13080360867914
1739209636.4641457;-38.13080360867914
1739209636.4641526;-45.120503652039325
1739209636.4641595;-45.120503652039325
1739209636.4641664;-45.120503652039325
1739209636.4641736;-38.13080360867914
1739209636.4641805;-38.13080360867914
1739209636.4641874;-38.13080360867914
1739209636.4641943;-33.981070128970906
1739209636.4642015;-45.120503652039325
1739209636.4642084;-45.120503652039325
1739209636.4642153;-45.120503652039325
1739209636.4642222;-45.120503652039325
1739209636.4642293;-38.13080360867914
1739209636.4642363;-38.13080360867914
1739209636.4642432;-45.120503652039325
1739209636.46425;-38.13080360867914
1739209636.4642572;-45.120503652039325
1739209636.4642642;-45.120503652039325
1739209636.464271;-45.120503652039325
1739209636.4642782;-45.120503652039325
1739209636.4642851;-38.13080360867914
1739209636.464292;-38.13080360867914
1739209636.464299;-38.13080360867914
1739209636.464306;-28.992665084841942
1739209636.464313;-38.13080360867914
1739209636.46432;-35.57807855764607
1739209636.4643269;-35.57807855764607
1739209636.464334;-38.13080360867914
1739209636.464341;-45.120503652039325
1739209636.4643478;-45.120503652039325
1739209636.4643548;-33.981070128970906
1739209636.464362;-32.816014438256545
1739209636.4643688;-38.13080360867914
1739209636.4643757;-32.816014438256545
1739209636.4643826;-38.13080360867914
1739209636.4643898;-38.13080360867914
1739209636.4643967;-38.13080360867914
1739209636.4644036;-31.141103565318893
1739209636.4644105;-30.49652367304973
1739209636.4644177;-31.141103565318915
1739209636.4644246;-45.120503652039325
1739209636.4644315;-45.120503652039325
1739209636.4644384;-45.120503652039325
1739209636.4644456;-45.120503652039325
1739209636.4644525;-38.13080360867914
1739209636.4644594;-32.816014438256545
1739209636.4644666;-38.13080360867914
1739209636.4644735;-38.13080360867914
1739209636.4644804;-45.120503652039325
1739209636.4644873;-35.57807855764607
1739209636.4644945;-35.57807855764607
1739209636.4645014;-45.120503652039325
1739209636.4645083;-38.13080360867914
1739209636.4645152;-38.13080360867914
1739209636.4645224;-38.13080360867914
1739209636.4645293;-38.13080360867914
1739209636.4645362;-45.120503652039325
1739209636.464543;-38.13080360867914
1739209636.4645503;-35.57807855764607
1739209636.4645572;-45.120503652039325
1739209636.464564;-45.120503652039325
1739209636.464571;-45.120503652039325
1739209636.4645782;-38.13080360867914
1739209636.464585;-45.120503652039325
1739209636.464592;-45.120503652039325
1739209636.464599;-35.57807855764607
1739209636.464606;-38.13080360867914
1739209636.464613;-38.13080360867914
1739209636.4646199;-45.120503652039325
1739209636.4646268;-45.120503652039325
1739209636.464634;-38.13080360867914
1739209636.4646409;-45.120503652039325
1739209636.4646478;-38.13080360867914
1739209636.464655;-38.13080360867914
1739209636.4646618;-38.13080360867914
1739209636.4646688;-38.13080360867914
1739209636.4646757;-38.13080360867914
1739209636.4646828;-35.57807855764607
1739209636.4646897;-35.57807855764607
1739209636.4646966;-38.13080360867914
1739209636.4647036;-45.120503652039325
1739209636.4647107;-45.120503652039325
1739209636.4647176;-45.120503652039325
1739209636.4647245;-45.120503652039325
1739209636.4647315;-45.120503652039325
1739209636.4647386;-38.13080360867914
1739209636.4647455;-32.816014438256545
1739209636.4647524;-45.120503652039325
1739209636.4647593;-38.13080360867914
1739209636.4647665;-38.13080360867914
1739209636.4647734;-45.120503652039325
1739209636.4647803;-45.120503652039325
1739209636.4647872;-38.13080360867914
1739209636.4647944;-38.13080360867914
1739209636.4648013;-45.120503652039325
1739209636.4648082;-32.816014438256545
1739209636.4648154;-35.57807855764607
1739209636.4648223;-45.120503652039325
1739209636.4648292;-45.120503652039325
1739209636.4648361;-45.120503652039325
1739209636.4648433;-45.120503652039325
1739209636.4648502;-45.120503652039325
1739209636.464857;-45.120503652039325
1739209636.464864;-38.13080360867914
1739209636.4648712;-45.120503652039325
1739209636.464878;-45.120503652039325
1739209636.464885;-45.120503652039325
1739209636.464892;-38.13080360867914
1739209636.464899;-38.13080360867914
1739209636.464906;-45.120503652039325
1739209636.464913;-45.120503652039325
1739209636.4649198;-38.13080360867914
1739209636.464927;-33.981070128970906
1739209636.4649339;-33.981070128970906
1739209636.4649408;-35.57807855764607
1739209636.4649477;-45.120503652039325
1739209636.4649549;-38.13080360867914
1739209636.4649618;-38.13080360867914
1739209636.4649687;-45.120503652039325
1739209636.4649756;-38.13080360867914
1739209636.4649827;-38.13080360867914
1739209636.4649897;-45.120503652039325
1739209636.4649966;-45.120503652039325
1739209636.4650037;-38.13080360867914
1739209636.4650106;-35.57807855764607
1739209636.4650176;-45.120503652039325
1739209636.4650245;-38.13080360867914
1739209636.4650316;-45.120503652039325
1739209636.4650385;-33.981070128970906
1739209636.4650455;-38.13080360867914
1739209636.4650524;-45.120503652039325
1739209636.4650595;-45.120503652039325
1739209636.4650664;-45.120503652039325
1739209636.4650733;-38.13080360867914
1739209636.4650803;-45.120503652039325
1739209636.4650874;-35.57807855764607
1739209636.4650943;-38.13080360867914
1739209636.4651012;-31.141103565318915
1739209636.4651082;-38.13080360867914
1739209636.4651153;-38.13080360867914
1739209636.4651222;-35.57807855764607
1739209636.4651291;-45.120503652039325
1739209636.465136;-45.120503652039325
1739209636.4651432;-45.120503652039325
1739209636.46515;-33.981070128970906
1739209636.465157;-33.981070128970906
1739209636.465164;-33.981070128970906
1739209636.465171;-45.120503652039325
1739209636.465178;-45.120503652039325
1739209636.465185;-45.120503652039325
1739209636.465192;-45.120503652039325
1739209636.465199;-45.120503652039325
1739209636.465206;-45.120503652039325
1739209636.4652128;-33.981070128970906
1739209636.46522;-33.981070128970906
1739209636.465227;-38.13080360867914
1739209636.4652338;-38.13080360867914
1739209636.4652407;-33.981070128970906
1739209636.4652479;-38.13080360867914
1739209636.4652548;-45.120503652039325
1739209636.4652617;-38.13080360867914
1739209636.4652686;-38.13080360867914
1739209636.4652758;-38.13080360867914
1739209636.4652827;-38.13080360867914
1739209636.4652896;-45.120503652039325
1739209636.4652965;-35.57807855764607
1739209636.4653037;-38.13080360867914
1739209636.4653106;-45.120503652039325
1739209636.4653175;-38.13080360867914
1739209636.4653244;-38.13080360867914
1739209636.4653316;-45.120503652039325
1739209636.4653385;-45.120503652039325
1739209636.4653454;-45.120503652039325
1739209636.4653525;-38.13080360867914
1739209636.4653594;-32.816014438256545
1739209636.4653664;-45.120503652039325
1739209636.4653733;-45.120503652039325
1739209636.4653804;-45.120503652039325
1739209636.4653873;-38.13080360867914
1739209636.4653943;-38.13080360867914
1739209636.4654012;-38.13080360867914
1739209636.4654083;-38.13080360867914
1739209636.4654152;-45.120503652039325
1739209636.4654222;-35.57807855764607
1739209636.465429;-38.13080360867914
1739209636.4654362;-38.13080360867914
1739209636.4654431;-38.13080360867914
1739209636.46545;-38.13080360867914
1739209636.465457;-35.57807855764607
1739209636.465464;-45.120503652039325
1739209636.465471;-45.120503652039325
1739209636.465478;-38.13080360867914
1739209636.4654849;-35.57807855764607
1739209636.465492;-31.141103565318915
1739209636.465499;-45.120503652039325
1739209636.4655058;-38.13080360867914
1739209636.4655128;-45.120503652039325
1739209636.46552;-38.13080360867914
1739209636.4655268;-45.120503652039325
1739209636.4655337;-45.120503652039325
1739209636.465541;-33.981070128970906
1739209636.4655478;-31.14110356531892
1739209636.4655547;-45.120503652039325
1739209636.4655616;-38.13080360867914
1739209636.4655688;-38.13080360867914
1739209636.4655757;-38.13080360867914
1739209636.4655826;-35.57807855764607
1739209636.4655895;-38.13080360867914
1739209636.4655967;-38.13080360867914
1739209636.4656036;-27.267205301931607
1739209636.4656105;-45.120503652039325
1739209636.4656174;-38.13080360867914
1739209636.4656246;-38.13080360867914
1739209636.4656315;-35.57807855764607
1739209636.4656384;-45.120503652039325
1739209636.4656453;-45.120503652039325
1739209636.4656525;-38.13080360867914
1739209636.4656594;-32.81601443825658
1739209636.4656663;-45.120503652039325
1739209636.4656732;-38.13080360867914
1739209636.4656804;-38.13080360867914
1739209636.4656873;-38.13080360867914
1739209636.4656942;-45.120503652039325
1739209636.465701;-45.120503652039325
1739209636.4657083;-38.13080360867914
1739209636.4657152;-27.267205301931607
1739209636.465722;-33.981070128970906
1739209636.4657292;-45.120503652039325
1739209636.4657362;-45.120503652039325
1739209636.465743;-31.141103565318915
1739209636.46575;-45.120503652039325
1739209636.4657571;-45.120503652039325
1739209636.465764;-38.13080360867914
1739209636.465771;-35.57807855764607
1739209636.4657779;-38.13080360867914
1739209636.465785;-38.13080360867914
1739209636.465792;-38.13080360867914
1739209636.4657989;-38.13080360867914
1739209636.4658058;-35.57807855764607
1739209636.465813;-45.120503652039325
1739209636.4658198;-45.120503652039325
1739209636.4658267;-30.49652367304973
1739209636.4658337;-38.13080360867914
1739209636.4658408;-38.13080360867914
1739209636.4658477;-38.13080360867914
1739209636.4658546;-32.816014438256545
1739209636.4658616;-35.57807855764607
1739209636.4658687;-38.13080360867914
1739209636.4658756;-38.13080360867914
1739209636.4658825;-45.120503652039325
1739209636.4658897;-45.120503652039325
1739209636.4658966;-45.120503652039325
1739209636.4659035;-45.120503652039325
1739209636.4659104;-45.120503652039325
1739209636.4659176;-38.13080360867914
1739209636.4659245;-38.13080360867914
1739209636.4659314;-38.13080360867914
1739209636.4659383;-38.13080360867914
1739209636.4659455;-38.13080360867914
1739209636.4659524;-38.13080360867914
1739209636.4659593;-38.13080360867914
1739209636.4659662;-45.120503652039325
1739209636.4659734;-45.120503652039325
1739209636.4659803;-38.13080360867914
1739209636.4659872;-45.120503652039325
1739209636.4659941;-30.49652367304973
1739209636.4660013;-32.816014438256545
1739209636.4660082;-45.120503652039325
1739209636.466015;-45.120503652039325
1739209636.466022;-33.981070128970906
1739209636.4660292;-38.13080360867914
1739209636.466036;-45.120503652039325
1739209636.466043;-35.57807855764607
1739209636.46605;-38.13080360867914
1739209636.466057;-45.120503652039325
1739209636.466064;-35.57807855764607
1739209636.466071;-38.13080360867914
1739209636.466078;-45.120503652039325
1739209636.466085;-45.120503652039325
1739209636.4660919;-35.57807855764607
1739209636.4660988;-45.120503652039325
1739209636.466106;-32.816014438256545
1739209636.4661129;-28.21854285175415
1739209636.4661198;-38.13080360867914
1739209636.4661267;-38.13080360867914
1739209636.4661338;-38.13080360867914
1739209636.4661407;-38.13080360867914
1739209636.4661477;-38.13080360867914
1739209636.4661546;-38.13080360867914
1739209636.4661617;-45.120503652039325
1739209636.4661686;-38.13080360867914
1739209636.4661756;-33.981070128970906
1739209636.4661825;-35.57807855764607
1739209636.4661896;-38.13080360867914
1739209636.4661965;-45.120503652039325
1739209636.4662035;-33.981070128970906
1739209636.4662104;-35.57807855764607
1739209636.4662175;-35.57807855764607
1739209636.4662244;-28.21854285175415
1739209636.4662313;-38.13080360867914
1739209636.4662383;-45.120503652039325
1739209636.4662454;-33.981070128970906
1739209636.4662523;-45.120503652039325
1739209636.4662592;-45.120503652039325
1739209636.4662664;-33.981070128970906
1739209636.4662733;-45.120503652039325
1739209636.4662802;-38.13080360867914
1739209636.4662871;-38.13080360867914
1739209636.4662943;-45.120503652039325
1739209636.4663012;-45.120503652039325
1739209636.466308;-45.120503652039325
1739209636.466315;-45.120503652039325
1739209636.4663222;-33.981070128970906
1739209636.466329;-33.981070128970906
1739209636.466336;-38.13080360867914
1739209636.466343;-35.57807855764607
1739209636.46635;-35.57807855764607
1739209636.466357;-38.13080360867914
1739209636.466364;-45.120503652039325
1739209636.4663708;-38.13080360867914
1739209636.466378;-38.13080360867914
1739209636.466385;-38.13080360867914
1739209636.4663918;-45.120503652039325
1739209636.4663987;-33.981070128970906
1739209636.4664059;-35.57807855764607
1739209636.4664128;-45.120503652039325
1739209636.4664197;-45.120503652039325
1739209636.4664268;-33.981070128970906
1739209636.4664338;-38.13080360867914
1739209636.4664407;-45.120503652039325
1739209636.4664476;-45.120503652039325
1739209636.4664547;-45.120503652039325
1739209636.4664617;-38.13080360867914
1739209636.4664686;-35.57807855764607
1739209636.4664755;-38.13080360867914
1739209636.4664826;-45.120503652039325
1739209636.4664896;-38.13080360867914
1739209636.4664965;-45.120503652039325
1739209636.4665034;-35.57807855764607
1739209636.4665105;-35.57807855764607
1739209636.4665174;-38.13080360867914
1739209636.4665244;-38.13080360867914
1739209636.4665313;-35.57807855764607
1739209636.4665384;-38.13080360867914
1739209636.4665453;-38.13080360867914
1739209636.4665523;-32.816014438256545
1739209636.4665592;-38.13080360867914
1739209636.4665663;-45.120503652039325
1739209636.4665732;-45.120503652039325
1739209636.4665802;-45.120503652039325
1739209636.466587;-45.120503652039325
1739209636.4665942;-38.13080360867914
1739209636.4666011;-45.120503652039325
1739209636.466608;-45.120503652039325
1739209636.4666152;-31.141103565318915
1739209636.466622;-35.57807855764607
1739209636.466629;-45.120503652039325
1739209636.466636;-45.120503652039325
1739209636.466643;-35.57807855764607
1739209636.46665;-38.13080360867914
1739209636.466657;-45.120503652039325
1739209636.4666638;-45.120503652039325
1739209636.466671;-45.120503652039325
1739209636.466678;-45.120503652039325
1739209636.4666848;-45.120503652039325
1739209636.4666917;-38.13080360867914
1739209636.466699;-38.13080360867914
1739209636.4667058;-38.13080360867914
1739209636.4667127;-38.13080360867914
1739209636.4667196;-45.120503652039325
1739209636.4667268;-45.120503652039325
1739209636.4667337;-45.120503652039325
1739209636.4667406;-45.120503652039325
1739209636.4667475;-45.120503652039325
1739209636.4667547;-38.13080360867914
1739209636.4667616;-38.13080360867914
1739209636.4667685;-45.120503652039325
1739209636.4667754;-45.120503652039325
1739209636.4667826;-45.120503652039325
1739209636.4667895;-45.120503652039325
1739209636.4667964;-45.120503652039325
1739209636.4668036;-38.13080360867914
1739209636.4668105;-38.13080360867914
1739209636.4668174;-45.120503652039325
1739209636.4668243;-38.13080360867914
1739209636.4668314;-38.13080360867914
1739209636.4668384;-45.120503652039325
1739209636.4668453;-45.120503652039325
1739209636.4668522;-45.120503652039325
1739209636.4668593;-45.120503652039325
1739209636.4668663;-45.120503652039325
1739209636.4668732;-45.120503652039325
1739209636.46688;-33.981070128970906
1739209636.4668872;-38.13080360867914
